Ar+ 0        18         1    127118.1070(1s)
   31   13 1.00-30 7.51-08 2.02-04 2.30-02 1.12-01 2.48-01 4.05-01 4.70-01 4.50-01 3.08-01 1.91-01 1.08-01 4.66-02 2.39-02 1.21-02 0.00+00
   31   14 3.93+04 1.08-07 2.90-04 3.33-02 1.63-01 3.66-01 6.21-01 7.62-01 8.04-01 7.12-01 6.29-01 5.86-01 5.87-01 6.09-01 6.38-01-4.41-02
   31   15 6.59-02 2.29-08 6.45-05 8.45-03 4.97-02 1.48-01 4.19-01 7.40-01 9.64-01 9.05-01 7.54-01 6.37-01 5.36-01 4.89-01 4.64-01 4.58-01
   31   16 9.99-02 1.04-07 2.88-04 3.57-02 1.97-01 5.38-01 1.35+00 2.23+00 2.78+00 2.40+00 1.80+00 1.32+00 9.34-01 7.76-01 6.93-01 6.37-01
   31   17 3.82-03 4.55-07 1.24-03 1.49-01 7.86-01 2.00+00 4.51+00 7.39+00 1.09+01 1.54+01 1.83+01 2.02+01 2.17+01 2.23+01 2.26+01 2.29+01
   31   18 8.96-02 5.92-07 1.60-03 1.89-01 9.62-01 2.33+00 4.70+00 6.74+00 7.69+00 6.18+00 4.31+00 2.86+00 1.74+00 1.31+00 1.08+00 8.59-01
   31   19 3.57-04 4.54-07 1.23-03 1.44-01 7.35-01 1.77+00 3.55+00 5.06+00 5.73+00 4.52+00 3.07+00 1.94+00 1.09+00 7.60-01 5.82-01 3.74-01
   31   20 8.00-02 2.57-07 6.97-04 8.26-02 4.26-01 1.05+00 2.21+00 3.27+00 3.81+00 3.16+00 2.30+00 1.62+00 1.08+00 8.74-01 7.68-01 6.95-01
   31   21 4.45-01 4.45-07 1.21-03 1.42-01 7.27-01 1.77+00 3.61+00 5.25+00 6.17+00 5.49+00 4.47+00 3.63+00 2.89+00 2.59+00 2.49+00 2.68+00
   31   22 6.67-02 1.20-07 3.29-04 4.00-02 2.13-01 5.55-01 1.29+00 2.04+00 2.47+00 2.11+00 1.57+00 1.11+00 7.25-01 5.79-01 5.14-01 5.10-01
   31   23 5.66-02 5.98-08 1.64-04 1.98-02 1.05-01 2.71-01 6.22-01 9.80-01 1.20+00 1.10+00 9.00-01 7.32-01 5.79-01 5.20-01 5.01-01 5.45-01
   31   24 1.38-01 6.47-08 1.77-04 2.15-02 1.14-01 2.97-01 6.88-01 1.11+00 1.44+00 1.53+00 1.46+00 1.38+00 1.25+00 1.20+00 1.20+00 1.37+00
   31   25 1.34-02 2.24-07 6.09-04 7.22-02 3.73-01 9.19-01 1.94+00 3.05+00 4.37+00 6.08+00 7.06+00 7.75+00 8.34+00 8.59+00 8.68+00 8.54+00
   31   26 5.43-02 1.30-07 3.52-04 4.10-02 2.06-01 4.84-01 9.21-01 1.27+00 1.45+00 1.33+00 1.13+00 9.26-01 7.12-01 6.35-01 6.24-01 7.55-01
   31   27 1.00-30 9.24-07 2.47-03 2.78-01 1.33+00 2.81+00 3.98+00 3.80+00 2.95+00 1.67+00 9.60-01 5.19-01 2.19-01 1.11-01 5.62-02 0.00+00
   31   28 8.47-08 2.82-06 7.59-03 8.74-01 4.31+00 9.82+00 1.73+01 2.28+01 2.81+01 3.35+01 3.53+01 3.39+01 2.96+01 2.86+01 3.02+01 4.14+01
   31   29 1.08-05 6.96-06 1.87-02 2.12+00 1.03+01 2.24+01 3.52+01 4.00+01 4.20+01 4.29+01 4.22+01 3.90+01 3.32+01 3.15+01 3.29+01 4.46+01
   31   30 4.47-11 9.06-06 2.43-02 2.75+00 1.32+01 2.86+01 4.34+01 4.69+01 4.60+01 4.39+01 4.22+01 3.89+01 3.29+01 3.07+01 3.14+01 4.07+01
   32    1 8.60+00 6.92-11 1.91-07 2.38-05 1.31-04 3.60-04 9.16-04 1.69-03 2.95-03 5.30-03 6.72-03 7.49-03 8.67-03 1.01-02 1.18-02 1.65-02
   32    2 3.64-02 9.48-07 2.54-03 2.88-01 1.39+00 3.02+00 4.64+00 5.02+00 4.57+00 3.13+00 2.06+00 1.32+00 7.93-01 6.04-01 5.05-01 3.97-01
   32    3 1.61-01 4.83-07 1.29-03 1.46-01 7.01-01 1.51+00 2.25+00 2.32+00 2.01+00 1.34+00 9.34-01 6.83-01 5.29-01 4.81-01 4.59-01 4.30-01
   32    4 1.00-30 2.86-09 7.65-06 8.68-04 4.17-03 9.00-03 1.36-02 1.43-02 1.25-02 8.18-03 5.13-03 2.97-03 1.33-03 6.97-04 3.60-04 0.00+00
   32    5 8.83-03 4.58-07 1.23-03 1.39-01 6.65-01 1.43+00 2.14+00 2.21+00 1.92+00 1.28+00 8.79-01 6.27-01 4.67-01 4.15-01 3.89-01 3.55-01
   32    6 3.95-05 5.41-07 1.45-03 1.65-01 7.99-01 1.75+00 2.78+00 3.13+00 2.93+00 2.04+00 1.33+00 8.31-01 4.65-01 3.35-01 2.72-01 2.17-01
   32    7 4.05+05 1.49-06 3.99-03 4.54-01 2.19+00 4.81+00 7.58+00 8.48+00 7.99+00 5.68+00 3.85+00 2.58+00 1.78+00 1.63+00 1.69+00-4.36-01
   32    8 3.40+06 9.46-07 2.54-03 2.90-01 1.41+00 3.11+00 5.06+00 5.91+00 6.02+00 5.38+00 5.06+00 5.35+00 6.92+00 8.81+00 1.10+01-3.81+00
   32    9 1.31-05 3.88-07 1.04-03 1.19-01 5.78-01 1.28+00 2.07+00 2.39+00 2.30+00 1.62+00 1.06+00 6.64-01 3.71-01 2.66-01 2.16-01 1.74-01
   32   10 8.56+04 1.04-06 2.78-03 3.17-01 1.54+00 3.41+00 5.53+00 6.39+00 6.16+00 4.40+00 2.96+00 1.93+00 1.20+00 9.68-01 8.84-01-1.12-01
   32   11 3.16-06 2.60-07 6.99-04 8.00-02 3.90-01 8.69-01 1.44+00 1.70+00 1.67+00 1.18+00 7.59-01 4.57-01 2.35-01 1.55-01 1.15-01 7.84-02
   32   12 7.50+03 2.29-07 6.14-04 7.05-02 3.45-01 7.75-01 1.31+00 1.60+00 1.63+00 1.27+00 9.54-01 7.25-01 5.66-01 5.14-01 4.90-01-1.12-02
   32   13 4.01-06 7.52-08 2.02-04 2.32-02 1.14-01 2.55-01 4.33-01 5.27-01 5.32-01 4.01-01 2.84-01 1.98-01 1.35-01 1.13-01 1.04-01 1.01-01
   32   14 1.21-06 1.48-07 3.97-04 4.55-02 2.23-01 5.01-01 8.48-01 1.03+00 1.02+00 7.28-01 4.67-01 2.77-01 1.37-01 8.62-02 6.04-02 3.61-02
   32   15 1.00-30 1.28-07 3.46-04 4.03-02 2.03-01 4.80-01 9.24-01 1.27+00 1.40+00 1.07+00 6.98-01 4.03-01 1.77-01 9.15-02 4.65-02 0.00+00
   32   16 1.72-02 3.04-07 8.24-04 9.64-02 4.87-01 1.16+00 2.27+00 3.17+00 3.55+00 2.81+00 1.91+00 1.22+00 6.82-01 4.75-01 3.65-01 2.52-01
   32   17 5.38-04 3.55-07 9.64-04 1.14-01 5.86-01 1.43+00 2.98+00 4.35+00 5.00+00 3.95+00 2.67+00 1.66+00 8.98-01 6.07-01 4.50-01 2.69-01
   32   18 1.23-01 6.25-07 1.70-03 1.99-01 1.02+00 2.46+00 4.96+00 7.16+00 8.32+00 6.95+00 5.01+00 3.41+00 2.11+00 1.61+00 1.34+00 1.14+00
   32   19 3.74-01 1.02-06 2.78-03 3.33-01 1.74+00 4.41+00 9.79+00 1.58+01 2.28+01 3.16+01 3.71+01 4.12+01 4.45+01 4.59+01 4.66+01 4.73+01
   32   20 2.91-01 3.10-07 8.44-04 1.00-01 5.20-01 1.29+00 2.75+00 4.13+00 4.99+00 4.56+00 3.82+00 3.21+00 2.66+00 2.44+00 2.36+00 2.51+00
   32   21 1.48-01 4.95-07 1.35-03 1.60-01 8.29-01 2.06+00 4.38+00 6.55+00 7.74+00 6.60+00 4.96+00 3.64+00 2.58+00 2.17+00 1.97+00 1.87+00
   32   22 7.72-02 3.30-07 8.91-04 1.03-01 5.16-01 1.20+00 2.22+00 2.97+00 3.31+00 2.82+00 2.24+00 1.79+00 1.40+00 1.25+00 1.19+00 1.22+00
   32   23 9.28-02 1.37-07 3.70-04 4.36-02 2.22-01 5.36-01 1.08+00 1.56+00 1.83+00 1.68+00 1.44+00 1.23+00 1.01+00 9.32-01 9.19-01 1.05+00
   32   24 8.86-04 1.59-07 4.31-04 5.07-02 2.59-01 6.27-01 1.27+00 1.87+00 2.33+00 2.46+00 2.38+00 2.30+00 2.25+00 2.24+00 2.22+00 2.13+00
   32   25 2.25-03 1.75-07 4.72-04 5.49-02 2.75-01 6.42-01 1.20+00 1.62+00 1.76+00 1.36+00 9.37-01 6.12-01 3.63-01 2.67-01 2.17-01 1.68-01
   32   26 5.26-03 2.91-07 7.81-04 8.95-02 4.37-01 9.74-01 1.62+00 1.93+00 1.94+00 1.53+00 1.16+00 8.98-01 6.75-01 5.84-01 5.43-01 5.43-01
   32   27 3.08-19 3.44-07 9.21-04 1.04-01 5.01-01 1.08+00 1.63+00 1.71+00 1.50+00 9.89-01 6.37-01 3.97-01 2.25-01 1.63-01 1.33-01 1.16-01
   32   28 1.00-30 1.15-06 3.07-03 3.46-01 1.64+00 3.48+00 4.91+00 4.66+00 3.66+00 2.32+00 1.62+00 1.08+00 5.64-01 3.21-01 1.76-01 0.00+00
   32   29 8.04-09 4.71-06 1.26-02 1.43+00 6.87+00 1.49+01 2.26+01 2.45+01 2.41+01 2.29+01 2.18+01 1.98+01 1.65+01 1.54+01 1.58+01 2.08+01
   32   30 3.56-06 1.29-05 3.45-02 3.92+00 1.89+01 4.13+01 6.44+01 7.22+01 7.40+01 7.26+01 6.96+01 6.34+01 5.35+01 5.07+01 5.28+01 7.11+01
   32   31 1.76-09 6.79-06 1.82-02 2.05+00 9.77+00 2.08+01 2.99+01 2.94+01 2.49+01 1.91+01 1.64+01 1.45+01 1.20+01 1.09+01 1.07+01 1.24+01
   33    1 1.00-30 3.40-11 9.47-08 1.20-05 6.79-05 1.92-04 5.13-04 9.78-04 1.78-03 3.33-03 3.92-03 3.47-03 2.17-03 1.33-03 7.68-04 0.00+00
   33    2 7.99-01 6.72-07 1.80-03 2.05-01 9.88-01 2.15+00 3.35+00 3.68+00 3.39+00 2.35+00 1.55+00 9.94-01 5.92-01 4.47-01 3.71-01 2.87-01
   33    3 8.34-04 4.22-07 1.13-03 1.28-01 6.11-01 1.31+00 1.94+00 1.97+00 1.68+00 1.12+00 7.83-01 5.83-01 4.65-01 4.30-01 4.14-01 3.90-01
   33    4 5.28-01 6.53-09 1.75-05 1.97-03 9.41-03 2.01-02 2.90-02 2.86-02 2.32-02 1.40-02 8.75-03 5.47-03 3.36-03 2.70-03 2.41-03 2.20-03
   33    5 9.82-01 4.90-07 1.31-03 1.48-01 7.08-01 1.52+00 2.22+00 2.24+00 1.89+00 1.22+00 8.19-01 5.77-01 4.26-01 3.78-01 3.54-01 3.22-01
   33    6 3.81+01 4.68-07 1.25-03 1.43-01 6.89-01 1.51+00 2.36+00 2.60+00 2.38+00 1.58+00 9.92-01 5.79-01 2.78-01 1.67-01 1.10-01-2.12-05
   33    7 3.13+04 1.16-06 3.10-03 3.54-01 1.71+00 3.76+00 5.99+00 6.77+00 6.38+00 4.40+00 2.82+00 1.69+00 8.59-01 5.58-01 4.09-01-2.35-02
   33    8 6.23+05 7.48-07 2.01-03 2.29-01 1.11+00 2.46+00 3.97+00 4.58+00 4.49+00 3.49+00 2.70+00 2.21+00 2.02+00 2.12+00 2.33+00-4.88-01
   33    9 1.72+06 4.10-07 1.10-03 1.25-01 6.08-01 1.34+00 2.15+00 2.47+00 2.49+00 2.23+00 2.12+00 2.24+00 2.86+00 3.59+00 4.45+00-1.45+00
   33   10 1.12+04 1.08-06 2.89-03 3.29-01 1.59+00 3.50+00 5.57+00 6.29+00 5.92+00 4.09+00 2.64+00 1.60+00 8.39-01 5.57-01 4.14-01-1.02-02
   33   11 4.76+04 2.59-07 6.95-04 7.96-02 3.88-01 8.65-01 1.44+00 1.72+00 1.80+00 1.63+00 1.48+00 1.39+00 1.36+00 1.37+00 1.39+00-4.78-02
   33   12 6.07+03 2.56-07 6.87-04 7.85-02 3.82-01 8.48-01 1.39+00 1.62+00 1.59+00 1.16+00 8.11-01 5.60-01 3.79-01 3.15-01 2.85-01-6.31-03
   33   13 1.00-30 6.17-08 1.66-04 1.90-02 9.26-02 2.07-01 3.44-01 4.08-01 3.97-01 2.74-01 1.70-01 9.56-02 4.12-02 2.11-02 1.07-02 0.00+00
   33   14 2.45+02 1.08-07 2.91-04 3.33-02 1.63-01 3.63-01 6.06-01 7.21-01 7.05-01 4.88-01 3.04-01 1.73-01 7.81-02 4.31-02 2.51-02-2.67-04
   33   15 2.16-02 1.13-08 3.32-05 4.80-03 3.15-02 1.05-01 3.38-01 6.25-01 8.11-01 7.04-01 5.19-01 3.71-01 2.52-01 2.04-01 1.79-01 1.61-01
   33   16 4.19-04 7.47-08 2.08-04 2.64-02 1.50-01 4.26-01 1.13+00 1.92+00 2.38+00 1.93+00 1.27+00 7.43-01 3.32-01 1.76-01 9.35-02 8.81-03
   33   17 4.74-02 2.11-07 5.78-04 6.96-02 3.68-01 9.44-01 2.14+00 3.33+00 3.97+00 3.26+00 2.27+00 1.50+00 8.93-01 6.59-01 5.35-01 4.17-01
   33   18 3.05-02 4.08-07 1.11-03 1.33-01 6.91-01 1.73+00 3.76+00 5.68+00 6.70+00 5.43+00 3.69+00 2.28+00 1.18+00 7.59-01 5.36-01 3.10-01
   33   19 3.74-01 3.33-07 9.09-04 1.08-01 5.66-01 1.42+00 3.09+00 4.71+00 5.68+00 5.04+00 4.00+00 3.17+00 2.47+00 2.18+00 2.05+00 2.08+00
   33   20 9.86-02 7.64-07 2.08-03 2.46-01 1.27+00 3.13+00 6.62+00 1.04+01 1.50+01 2.15+01 2.58+01 2.90+01 3.17+01 3.29+01 3.35+01 3.39+01
   33   21 6.41-03 5.23-07 1.42-03 1.67-01 8.53-01 2.07+00 4.20+00 6.04+00 6.90+00 5.51+00 3.76+00 2.38+00 1.31+00 9.03-01 6.82-01 4.40-01
   33   22 5.02-01 1.45-07 3.97-04 4.80-02 2.56-01 6.63-01 1.53+00 2.45+00 3.16+00 3.35+00 3.26+00 3.11+00 2.85+00 2.75+00 2.79+00 3.27+00
   33   23 4.09-03 3.26-07 8.82-04 1.04-01 5.26-01 1.26+00 2.52+00 3.76+00 5.18+00 7.03+00 8.14+00 8.94+00 9.64+00 9.94+00 1.01+01 9.90+00
   33   24 1.26-02 1.57-07 4.23-04 4.92-02 2.46-01 5.74-01 1.07+00 1.44+00 1.56+00 1.20+00 8.20-01 5.28-01 3.04-01 2.19-01 1.76-01 1.44-01
   33   25 5.43-02 5.43-08 1.49-04 1.83-02 9.86-02 2.61-01 6.25-01 1.01+00 1.25+00 1.13+00 9.07-01 7.19-01 5.52-01 4.88-01 4.67-01 5.06-01
   33   26 1.39-01 1.39-07 3.76-04 4.40-02 2.22-01 5.30-01 1.04+00 1.47+00 1.78+00 1.84+00 1.76+00 1.62+00 1.41+00 1.34+00 1.38+00 1.74+00
   33   27 1.00-30 5.14-07 1.38-03 1.55-01 7.42-01 1.58+00 2.30+00 2.27+00 1.85+00 1.10+00 6.43-01 3.51-01 1.49-01 7.59-02 3.83-02 0.00+00
   33   28 1.04-06 2.28-06 6.11-03 6.97-01 3.38+00 7.42+00 1.19+01 1.38+01 1.50+01 1.59+01 1.59+01 1.48+01 1.26+01 1.21+01 1.27+01 1.73+01
   33   29 8.19-06 4.84-06 1.29-02 1.46+00 6.93+00 1.47+01 2.08+01 1.98+01 1.58+01 1.06+01 7.97+00 6.09+00 4.39+00 3.78+00 3.63+00 4.30+00
   33   30 6.81-08 7.96-06 2.13-02 2.41+00 1.15+01 2.46+01 3.61+01 3.67+01 3.27+01 2.64+01 2.28+01 1.96+01 1.58+01 1.45+01 1.45+01 1.85+01
   33   31 7.63-07 7.07-06 1.89-02 2.15+00 1.03+01 2.24+01 3.44+01 3.77+01 3.78+01 3.68+01 3.56+01 3.30+01 2.82+01 2.66+01 2.75+01 3.62+01
   33   32 1.77-05 1.28-05 3.43-02 3.92+00 1.91+01 4.26+01 7.08+01 8.68+01 9.99+01 1.13+02 1.17+02 1.12+02 9.73+01 9.34+01 9.79+01 1.32+02
   34    1 6.31+00 2.17-11 6.18-08 8.24-06 4.96-05 1.52-04 4.48-04 9.11-04 1.78-03 3.63-03 4.81-03 5.39-03 6.19-03 7.23-03 8.41-03 1.19-02
   34    2 2.41+00 1.37-06 3.66-03 4.15-01 1.99+00 4.31+00 6.53+00 6.90+00 6.12+00 4.14+00 2.80+00 1.92+00 1.34+00 1.14+00 1.04+00 9.11-01
   34    3 1.14+00 6.40-07 1.71-03 1.94-01 9.28-01 1.99+00 2.97+00 3.05+00 2.62+00 1.69+00 1.10+00 7.13-01 4.49-01 3.58-01 3.11-01 2.56-01
   34    4 1.00-30 4.79-09 1.28-05 1.45-03 6.93-03 1.49-02 2.19-02 2.23-02 1.87-02 1.15-02 6.90-03 3.83-03 1.64-03 8.40-04 4.26-04 0.00+00
   34    5 8.78-02 6.77-07 1.81-03 2.05-01 9.80-01 2.10+00 3.09+00 3.14+00 2.65+00 1.68+00 1.08+00 6.99-01 4.42-01 3.53-01 3.08-01 2.58-01
   34    6 3.97-06 6.88-07 1.84-03 2.10-01 1.01+00 2.21+00 3.47+00 3.83+00 3.50+00 2.31+00 1.42+00 8.04-01 3.55-01 1.91-01 1.07-01 2.07-02
   34    7 2.84+05 1.85-06 4.96-03 5.65-01 2.74+00 6.02+00 9.62+00 1.09+01 1.04+01 7.54+00 5.28+00 3.72+00 2.69+00 2.40+00 2.36+00-2.97-01
   34    8 1.72+04 1.22-06 3.26-03 3.72-01 1.80+00 3.94+00 6.24+00 6.99+00 6.53+00 4.49+00 2.89+00 1.75+00 9.13-01 6.12-01 4.62-01-1.88-02
   34    9 8.91-06 7.37-07 1.97-03 2.25-01 1.09+00 2.38+00 3.75+00 4.18+00 3.87+00 2.63+00 1.67+00 9.95-01 5.05-01 3.27-01 2.38-01 1.54-01
   34   10 1.50+06 1.35-06 3.62-03 4.13-01 2.01+00 4.45+00 7.22+00 8.43+00 8.49+00 7.19+00 6.22+00 5.82+00 6.25+00 7.09+00 8.15+00-1.91+00
   34   11 8.17-06 4.78-07 1.28-03 1.46-01 7.10-01 1.56+00 2.51+00 2.86+00 2.71+00 1.88+00 1.22+00 7.46-01 4.00-01 2.76-01 2.15-01 1.62-01
   34   12 2.57+02 3.62-07 9.71-04 1.11-01 5.40-01 1.20+00 1.95+00 2.28+00 2.25+00 1.73+00 1.31+00 1.01+00 7.95-01 7.20-01 6.83-01-3.71-04
   34   13 9.27-07 8.56-08 2.30-04 2.63-02 1.28-01 2.86-01 4.73-01 5.59-01 5.43-01 3.78-01 2.42-01 1.45-01 7.54-02 5.03-02 3.79-02 2.68-02
   34   14 5.37-12 1.60-07 4.30-04 4.93-02 2.41-01 5.37-01 8.96-01 1.07+00 1.04+00 7.20-01 4.48-01 2.53-01 1.10-01 5.69-02 2.95-02 1.30-03
   34   15 1.00-30 2.75-08 7.77-05 1.02-02 6.07-02 1.82-01 5.20-01 9.13-01 1.15+00 9.35-01 6.17-01 3.58-01 1.57-01 8.12-02 4.13-02 0.00+00
   34   16 4.92-02 1.04-07 2.90-04 3.68-02 2.09-01 5.94-01 1.58+00 2.69+00 3.36+00 2.84+00 2.03+00 1.38+00 8.65-01 6.61-01 5.56-01 4.74-01
   34   17 1.42-01 3.23-07 8.80-04 1.05-01 5.52-01 1.39+00 3.08+00 4.71+00 5.63+00 4.77+00 3.53+00 2.55+00 1.75+00 1.43+00 1.27+00 1.19+00
   34   18 2.05-01 5.73-07 1.57-03 1.89-01 9.98-01 2.56+00 5.81+00 9.05+00 1.09+01 9.16+00 6.64+00 4.63+00 3.03+00 2.40+00 2.09+00 1.88+00
   34   19 7.59-02 4.56-07 1.24-03 1.49-01 7.83-01 1.98+00 4.40+00 6.76+00 8.04+00 6.60+00 4.61+00 3.01+00 1.77+00 1.29+00 1.04+00 8.13-01
   34   20 6.38-06 4.84-07 1.31-03 1.55-01 7.90-01 1.92+00 3.91+00 5.64+00 6.44+00 5.11+00 3.45+00 2.14+00 1.13+00 7.40-01 5.32-01 3.03-01
   34   21 2.74-01 1.44-06 3.91-03 4.63-01 2.39+00 5.87+00 1.24+01 1.93+01 2.74+01 3.81+01 4.51+01 5.05+01 5.52+01 5.74+01 5.85+01 5.91+01
   34   22 1.84-03 1.73-07 4.72-04 5.67-02 2.98-01 7.60-01 1.70+00 2.63+00 3.13+00 2.58+00 1.83+00 1.22+00 7.54-01 5.70-01 4.71-01 3.68-01
   34   23 3.66-04 1.74-07 4.72-04 5.54-02 2.81-01 6.77-01 1.35+00 1.91+00 2.15+00 1.70+00 1.17+00 7.56-01 4.41-01 3.20-01 2.54-01 1.84-01
   34   24 9.13-04 3.12-07 8.45-04 9.92-02 5.04-01 1.21+00 2.42+00 3.58+00 4.73+00 5.89+00 6.47+00 6.87+00 7.22+00 7.38+00 7.43+00 7.27+00
   34   25 1.41-01 9.37-08 2.57-04 3.12-02 1.66-01 4.33-01 1.01+00 1.61+00 2.04+00 2.03+00 1.86+00 1.68+00 1.46+00 1.38+00 1.38+00 1.60+00
   34   26 2.27-02 1.31-07 3.55-04 4.17-02 2.12-01 5.10-01 1.02+00 1.45+00 1.68+00 1.49+00 1.22+00 9.99-01 7.90-01 7.08-01 6.81-01 7.38-01
   34   27 1.27-17 6.32-07 1.69-03 1.91-01 9.13-01 1.95+00 2.85+00 2.84+00 2.34+00 1.42+00 8.64-01 5.05-01 2.54-01 1.65-01 1.21-01 8.58-02
   34   28 1.00-30 1.31-06 3.49-03 3.93-01 1.87+00 3.93+00 5.49+00 5.10+00 3.82+00 2.07+00 1.17+00 6.25-01 2.61-01 1.33-01 6.68-02 0.00+00
   34   29 1.20-06 6.44-06 1.73-02 1.97+00 9.54+00 2.10+01 3.37+01 3.94+01 4.28+01 4.53+01 4.52+01 4.21+01 3.60+01 3.44+01 3.61+01 4.91+01
   34   30 1.45-05 1.89-05 5.07-02 5.77+00 2.80+01 6.14+01 9.76+01 1.13+02 1.22+02 1.29+02 1.29+02 1.22+02 1.05+02 1.01+02 1.05+02 1.40+02
   34   31 1.27-05 1.23-05 3.30-02 3.78+00 1.85+01 4.12+01 6.86+01 8.44+01 9.72+01 1.10+02 1.13+02 1.07+02 9.31+01 8.94+01 9.37+01 1.27+02
   34   32 4.23-06 1.30-05 3.47-02 3.93+00 1.89+01 4.06+01 6.05+01 6.36+01 5.98+01 5.31+01 4.90+01 4.40+01 3.69+01 3.46+01 3.55+01 4.65+01
   34   33 1.13-07 8.11-06 2.17-02 2.45+00 1.17+01 2.48+01 3.58+01 3.52+01 2.96+01 2.15+01 1.75+01 1.47+01 1.17+01 1.03+01 9.90+00 1.13+01
   35    1 9.28+08 1.31-10 3.66-07 4.66-05 2.65-04 7.58-04 2.05-03 4.03-03 8.28-03 2.31-02 4.48-02 7.96-02 1.71-01 2.85-01 4.29-01-3.70-01
   35    2 2.01+00 6.53-07 1.75-03 1.98-01 9.54-01 2.07+00 3.16+00 3.37+00 3.01+00 1.99+00 1.24+00 7.19-01 3.36-01 1.94-01 1.20-01 4.23-02
   35    3 8.53-01 3.90-07 1.04-03 1.18-01 5.61-01 1.19+00 1.73+00 1.70+00 1.40+00 9.36-01 7.12-01 6.04-01 5.66-01 5.66-01 5.67-01 5.56-01
   35    4 6.11-06 5.02-08 1.34-04 1.51-02 7.22-02 1.54-01 2.22-01 2.17-01 1.74-01 1.02-01 5.97-02 3.26-02 1.38-02 7.07-03 3.58-03 0.00+00
   35    5 8.47+00 3.86-07 1.03-03 1.17-01 5.58-01 1.19+00 1.75+00 1.77+00 1.50+00 9.78-01 6.71-01 4.85-01 3.72-01 3.39-01 3.22-01 2.94-01
   35    6 1.96+05 5.18-07 1.39-03 1.58-01 7.59-01 1.65+00 2.54+00 2.74+00 2.46+00 1.61+00 1.00+00 5.89-01 3.08-01 2.25-01 2.02-01-6.16-02
   35    7 1.96-06 8.49-07 2.28-03 2.60-01 1.26+00 2.76+00 4.41+00 4.98+00 4.69+00 3.19+00 1.99+00 1.13+00 5.00-01 2.66-01 1.44-01 1.99-02
   35    8 2.01+03 5.70-07 1.52-03 1.71-01 8.12-01 1.71+00 2.35+00 2.15+00 1.64+00 1.06+00 7.77-01 6.00-01 4.77-01 4.34-01 4.14-01-8.83-04
   35    9 1.91+05 2.79-07 7.49-04 8.54-02 4.14-01 9.09-01 1.45+00 1.66+00 1.65+00 1.43+00 1.28+00 1.21+00 1.21+00 1.24+00 1.29+00-8.98-02
   35   10 2.39+04 6.80-07 1.82-03 2.07-01 1.00+00 2.19+00 3.45+00 3.83+00 3.54+00 2.40+00 1.53+00 9.24-01 4.90-01 3.36-01 2.61-01-1.22-02
   35   11 4.66+04 2.06-07 5.53-04 6.32-02 3.08-01 6.85-01 1.13+00 1.34+00 1.37+00 1.18+00 1.03+00 9.36-01 9.03-01 9.10-01 9.26-01-2.61-02
   35   12 4.60+03 2.25-07 6.05-04 6.92-02 3.37-01 7.47-01 1.23+00 1.43+00 1.39+00 9.75-01 6.29-01 3.78-01 1.91-01 1.22-01 8.71-02-2.66-03
   35   13 6.22+05 3.56-08 9.57-05 1.10-02 5.42-02 1.23-01 2.14-01 2.85-01 3.84-01 5.77-01 7.50-01 9.36-01 1.22+00 1.45+00 1.70+00-3.69-01
   35   14 3.01+05 2.61-07 7.00-04 7.96-02 3.85-01 8.41-01 1.32+00 1.46+00 1.35+00 9.42-01 6.42-01 4.60-01 3.99-01 4.43-01 5.28-01-1.83-01
   35   15 2.32-05 4.37-08 1.20-04 1.45-02 7.68-02 1.98-01 4.54-01 7.10-01 8.43-01 6.70-01 4.40-01 2.56-01 1.13-01 5.88-02 3.00-02 0.00+00
   35   16 2.81-02 1.10-07 3.03-04 3.68-02 1.96-01 5.12-01 1.19+00 1.89+00 2.28+00 1.90+00 1.36+00 9.22-01 5.82-01 4.49-01 3.79-01 3.14-01
   35   17 4.83-02 1.28-07 3.52-04 4.33-02 2.35-01 6.26-01 1.52+00 2.45+00 2.96+00 2.40+00 1.64+00 1.04+00 5.67-01 3.85-01 2.89-01 2.00-01
   35   18 3.73-16 3.20-07 8.68-04 1.03-01 5.29-01 1.30+00 2.71+00 3.99+00 4.62+00 3.68+00 2.43+00 1.43+00 6.40-01 3.39-01 1.81-01 1.76-02
   35   19 5.71-02 1.91-07 5.20-04 6.22-02 3.24-01 8.16-01 1.78+00 2.71+00 3.22+00 2.67+00 1.89+00 1.27+00 7.96-01 6.09-01 5.10-01 4.08-01
   35   20 4.09-01 5.83-08 1.65-04 2.18-02 1.30-01 3.92-01 1.12+00 1.99+00 2.58+00 2.38+00 1.94+00 1.59+00 1.28+00 1.15+00 1.10+00 1.17+00
   35   21 1.36-03 1.12-07 3.12-04 3.94-02 2.23-01 6.30-01 1.66+00 2.81+00 3.49+00 2.87+00 1.95+00 1.21+00 6.36-01 4.17-01 3.01-01 1.79-01
   35   22 4.61-01 4.89-07 1.33-03 1.60-01 8.44-01 2.15+00 4.85+00 8.11+00 1.27+01 2.02+01 2.55+01 2.97+01 3.34+01 3.51+01 3.60+01 3.66+01
   35   23 5.73-02 1.52-07 4.11-04 4.77-02 2.38-01 5.51-01 1.02+00 1.34+00 1.44+00 1.11+00 7.57-01 4.87-01 2.75-01 1.98-01 1.63-01 1.54-01
   35   24 4.90-04 1.69-07 4.57-04 5.30-02 2.64-01 6.14-01 1.14+00 1.51+00 1.63+00 1.25+00 8.52-01 5.55-01 3.34-01 2.49-01 2.02-01 1.46-01
