Ar+ 0        18         1    127118.1070(1s)
  121   88 6.55-04 3.13-07 8.57-04 1.03-01 5.47-01 1.41+00 3.19+00 4.95+00 5.84+00 4.68+00 3.19+00 2.02+00 1.12+00 7.77-01 6.00-01 4.29-01
  121   89 6.00-04 5.89-07 1.61-03 1.92-01 1.00+00 2.52+00 5.50+00 8.34+00 9.84+00 8.27+00 6.16+00 4.48+00 3.16+00 2.66+00 2.39+00 2.12+00
  121   90 3.08-05 4.56-07 1.24-03 1.49-01 7.80-01 1.97+00 4.35+00 6.62+00 7.69+00 6.01+00 3.96+00 2.33+00 1.06+00 5.79-01 3.21-01 4.89-02
  121   91 5.94-05 1.67-07 4.57-04 5.51-02 2.91-01 7.48-01 1.69+00 2.63+00 3.11+00 2.54+00 1.79+00 1.21+00 7.66-01 5.98-01 5.09-01 4.15-01
  121   92 8.32-04 4.63-07 1.26-03 1.51-01 7.90-01 1.99+00 4.39+00 6.74+00 8.24+00 7.74+00 6.62+00 5.68+00 4.90+00 4.60+00 4.46+00 4.45+00
  121   93 2.89-04 2.37-07 6.54-04 8.06-02 4.39-01 1.18+00 2.90+00 4.71+00 5.73+00 4.79+00 3.45+00 2.36+00 1.50+00 1.18+00 1.01+00 8.62-01
  121   94 2.75-04 3.10-07 8.48-04 1.02-01 5.39-01 1.38+00 3.12+00 4.85+00 5.85+00 5.14+00 4.05+00 3.17+00 2.46+00 2.19+00 2.06+00 1.97+00
  121   95 2.91-07 3.66-07 1.00-03 1.22-01 6.55-01 1.72+00 4.05+00 6.43+00 7.70+00 6.15+00 4.05+00 2.35+00 1.04+00 5.37-01 2.73-01 5.02-04
  121   96 8.84-07 2.32-07 6.37-04 7.78-02 4.18-01 1.10+00 2.61+00 4.16+00 5.01+00 4.02+00 2.66+00 1.55+00 6.89-01 3.61-01 1.88-01 8.51-03
  121   97 9.19-05 5.28-07 1.44-03 1.72-01 9.00-01 2.27+00 4.99+00 7.58+00 8.85+00 7.14+00 5.02+00 3.37+00 2.12+00 1.64+00 1.38+00 1.07+00
  121   98 2.94-06 9.29-08 2.56-04 3.17-02 1.73-01 4.69-01 1.16+00 1.90+00 2.31+00 1.89+00 1.30+00 8.18-01 4.48-01 3.08-01 2.34-01 1.56-01
  121   99 1.62-03 1.97-07 5.43-04 6.74-02 3.71-01 1.01+00 2.54+00 4.23+00 5.40+00 5.37+00 4.91+00 4.51+00 4.17+00 4.01+00 3.93+00 3.83+00
  121  100 1.00-30 7.84-08 2.17-04 2.71-02 1.51-01 4.17-01 1.06+00 1.76+00 2.15+00 1.72+00 1.13+00 6.62-01 2.94-01 1.53-01 7.81-02 0.00+00
  121  101 5.19-05 1.86-07 5.11-04 6.20-02 3.31-01 8.64-01 2.02+00 3.27+00 4.33+00 4.90+00 5.08+00 5.23+00 5.38+00 5.45+00 5.50+00 5.61+00
  121  102 2.31-05 2.93-07 8.05-04 9.80-02 5.26-01 1.38+00 3.25+00 5.19+00 6.37+00 5.63+00 4.42+00 3.44+00 2.67+00 2.38+00 2.24+00 2.13+00
  121  103 9.82-05 5.92-07 1.62-03 1.95-01 1.04+00 2.67+00 6.10+00 9.73+00 1.27+01 1.42+01 1.44+01 1.45+01 1.46+01 1.46+01 1.47+01 1.51+01
  121  104 6.37-06 3.32-07 9.14-04 1.12-01 6.13-01 1.64+00 4.02+00 6.54+00 7.97+00 6.49+00 4.33+00 2.56+00 1.17+00 6.34-01 3.54-01 6.45-02
  121  105 3.89-04 4.28-07 1.18-03 1.44-01 7.76-01 2.05+00 4.91+00 7.93+00 9.81+00 8.84+00 7.09+00 5.62+00 4.41+00 3.94+00 3.71+00 3.60+00
  121  106 1.16-04 2.22-07 6.14-04 7.61-02 4.19-01 1.14+00 2.85+00 4.71+00 5.86+00 5.25+00 4.16+00 3.24+00 2.48+00 2.18+00 2.03+00 1.93+00
  121  107 5.80-25 1.22-08 3.49-05 4.77-03 2.94-02 9.28-02 2.80-01 5.10-01 7.04-01 8.59-01 8.80-01 7.40-01 4.51-01 2.75-01 1.59-01 5.36-03
  121  108 1.30-06 2.64-07 7.33-04 9.22-02 5.17-01 1.45+00 3.75+00 6.28+00 7.68+00 6.15+00 4.05+00 2.37+00 1.08+00 5.89-01 3.31-01 6.66-02
  121  109 1.51-05 3.11-07 8.52-04 1.03-01 5.50-01 1.43+00 3.31+00 5.26+00 6.54+00 6.12+00 5.16+00 4.34+00 3.68+00 3.43+00 3.32+00 3.31+00
  121  110 1.72-07 1.63-07 4.54-04 5.74-02 3.24-01 9.14-01 2.40+00 4.07+00 5.12+00 4.61+00 3.73+00 3.09+00 2.65+00 2.50+00 2.42+00 2.29+00
  121  111 2.55-05 3.24-07 8.93-04 1.10-01 5.97-01 1.60+00 3.90+00 6.36+00 8.01+00 7.67+00 6.75+00 6.04+00 5.52+00 5.33+00 5.23+00 5.15+00
  121  112 1.54-08 2.03-08 5.74-05 7.57-03 4.49-02 1.35-01 3.87-01 7.01-01 1.00+00 1.31+00 1.49+00 1.60+00 1.69+00 1.74+00 1.78+00 1.84+00
  121  113 3.51-05 4.72-07 1.28-03 1.53-01 7.93-01 1.98+00 4.26+00 6.56+00 8.52+00 9.70+00 1.00+01 1.02+01 1.02+01 1.02+01 1.03+01 1.07+01
  121  114 4.28-09 1.38-07 3.81-04 4.73-02 2.60-01 7.09-01 1.77+00 2.91+00 3.53+00 2.86+00 1.95+00 1.23+00 6.78-01 4.73-01 3.65-01 2.52-01
  121  115 1.00-30 4.26-08 1.20-04 1.55-02 9.02-02 2.64-01 7.32-01 1.26+00 1.57+00 1.26+00 8.25-01 4.78-01 2.10-01 1.09-01 5.52-02 0.00+00
  121  116 2.58-06 2.28-07 6.26-04 7.63-02 4.10-01 1.08+00 2.56+00 4.07+00 4.86+00 3.84+00 2.53+00 1.48+00 6.75-01 3.69-01 2.09-01 4.35-02
  121  117 1.80-06 2.74-07 7.50-04 9.07-02 4.82-01 1.25+00 2.86+00 4.53+00 5.63+00 5.39+00 4.69+00 4.09+00 3.59+00 3.40+00 3.32+00 3.36+00
  121  118 2.37-05 1.21-06 3.29-03 3.88-01 1.98+00 4.83+00 9.92+00 1.49+01 1.96+01 2.44+01 2.72+01 2.89+01 2.97+01 2.98+01 3.00+01 3.11+01
  121  119 2.95-15 8.55-08 2.43-04 3.23-02 1.94-01 5.90-01 1.71+00 3.02+00 3.78+00 3.06+00 2.02+00 1.17+00 5.18-01 2.69-01 1.39-01 3.39-03
  121  120 1.30-07 8.14-07 2.21-03 2.62-01 1.35+00 3.31+00 6.92+00 1.05+01 1.37+01 1.67+01 1.82+01 1.85+01 1.77+01 1.70+01 1.67+01 1.68+01
  122    1 1.00-30 3.54-16 9.65-13 1.15-10 5.98-10 1.49-09 3.25-09 5.50-09 1.04-08 2.74-08 4.37-08 5.09-08 4.24-08 2.83-08 1.61-08 0.00+00
  122    2 1.11+04 1.04-15 2.86-12 3.52-10 1.91-09 5.14-09 1.27-08 2.31-08 4.26-08 1.02-07 2.10-07 1.26-06 9.37-06 2.07-05 3.28-05 6.55-05
  122    3 1.00-30 1.20-15 3.29-12 4.03-10 2.18-09 5.77-09 1.39-08 2.42-08 3.85-08 6.18-08 7.26-08 6.81-08 4.76-08 3.21-08 2.05-08 0.00+00
  122    4 1.00-30 3.93-16 1.09-12 1.36-10 7.54-10 2.08-09 5.36-09 9.89-09 1.73-08 3.59-08 6.08-08 1.17-07 6.14-07 1.72-06 3.33-06 9.83-06
  122    5 1.00-30 2.68-18 7.46-15 9.39-13 5.27-12 1.48-11 3.94-11 8.59-11 2.22-10 6.48-10 1.37-09 1.06-08 3.98-08 4.14-08 2.82-08 0.00+00
  122    6 9.74+07 8.49-15 2.34-11 2.86-09 1.55-08 4.12-08 1.01-07 1.89-07 4.19-07 1.47-06 3.34-06 1.95-05 1.63-04 3.98-04 7.18-04-1.08-03
  122    7 3.75+01 4.21-16 1.14-12 1.32-10 6.58-10 1.53-09 2.86-09 4.10-09 6.40-09 1.69-08 1.27-07 2.54-06 1.95-05 3.90-05 5.55-05 7.98-05
  122    8 1.00-30 4.72-14 1.28-10 1.53-08 7.97-08 1.99-07 4.34-07 7.08-07 1.13-06 2.07-06 2.77-06 2.89-06 2.23-06 1.58-06 1.05-06 0.00+00
  122    9 1.78+07 5.80-15 1.67-11 2.29-09 1.42-08 4.49-08 1.39-07 3.14-07 8.56-07 3.52-06 7.47-06 1.50-05 5.01-05 1.01-04 1.66-04-2.01-04
  122   10 1.00-30 1.71-17 5.20-14 8.00-12 5.55-11 1.96-10 6.75-10 1.61-09 4.20-09 1.24-08 1.87-08 2.12-08 1.89-08 1.30-08 7.35-09 0.00+00
  122   11 1.19+07 2.46-14 6.70-11 7.99-09 4.16-08 1.04-07 2.27-07 3.72-07 5.97-07 1.11-06 1.57-06 3.61-06 2.19-05 5.19-05 9.26-05-1.35-04
  122   12 1.00-30 7.08-15 1.93-11 2.30-09 1.20-08 3.00-08 6.54-08 1.07-07 1.71-07 3.17-07 4.25-07 4.43-07 3.40-07 2.41-07 1.59-07 0.00+00
  122   13 1.00-30 7.05-15 1.92-11 2.29-09 1.20-08 3.00-08 6.58-08 1.08-07 1.74-07 3.30-07 4.50-07 4.73-07 3.66-07 2.59-07 1.71-07 0.00+00
  122   14 3.44+07 1.61-15 4.66-12 6.47-10 4.07-09 1.31-08 4.11-08 9.55-08 2.79-07 1.25-06 2.89-06 1.05-05 6.87-05 1.61-04 2.83-04-3.93-04
  122   15 1.00-30 9.57-14 2.65-10 3.30-08 1.83-07 5.03-07 1.29-06 2.37-06 4.17-06 8.90-06 1.62-05 3.71-05 2.25-04 6.30-04 1.22-03 3.52-03
  122   16 1.13-05 2.60-13 7.16-10 8.79-08 4.77-07 1.28-06 3.12-06 5.51-06 9.02-06 1.53-05 1.85-05 1.76-05 1.25-05 8.54-06 5.50-06 0.00+00
  122   17 6.43+04 7.43-13 2.05-09 2.55-07 1.41-06 3.85-06 9.76-06 1.80-05 3.32-05 7.62-05 1.28-04 2.22-04 5.39-04 8.76-04 1.18-03 1.83-03
  122   18 4.44-04 1.19-17 3.21-14 3.76-12 1.91-11 4.56-11 9.05-11 1.40-10 2.53-10 1.14-09 1.74-08 2.96-07 1.92-06 3.54-06 4.71-06 5.47-06
  122   19 1.00-30 1.15-14 3.29-11 4.40-09 2.67-08 8.21-08 2.43-07 4.78-07 8.28-07 1.40-06 1.66-06 1.57-06 1.12-06 7.64-07 4.91-07 0.00+00
  122   20 1.68+05 2.78-13 7.84-10 1.02-07 6.02-07 1.79-06 5.18-06 1.25-05 4.15-05 2.00-04 4.89-04 1.18-03 3.45-03 5.77-03 7.82-03 1.20-02
  122   21 1.00-30 5.30-13 1.46-09 1.81-07 9.91-07 2.69-06 6.71-06 1.20-05 1.99-05 3.42-05 4.15-05 4.01-05 2.91-05 1.86-05 1.03-05 0.00+00
  122   22 6.24-06 8.50-13 2.35-09 2.91-07 1.60-06 4.34-06 1.09-05 1.96-05 3.26-05 5.60-05 6.80-05 6.47-05 4.56-05 3.08-05 1.96-05 0.00+00
  122   23 1.52+05 1.93-12 5.34-09 6.62-07 3.64-06 9.89-06 2.49-05 4.52-05 7.89-05 1.59-04 2.36-04 3.58-04 8.13-04 1.33-03 1.81-03 2.84-03
  122   24 1.00-30 5.05-13 1.39-09 1.73-07 9.51-07 2.59-06 6.53-06 1.17-05 1.96-05 3.36-05 4.08-05 3.88-05 2.73-05 1.84-05 1.17-05 0.00+00
  122   25 4.48+04 1.14-12 3.15-09 3.90-07 2.14-06 5.78-06 1.44-05 2.58-05 4.29-05 7.36-05 8.94-05 8.80-05 8.71-05 1.02-04 1.25-04 2.03-04
  122   26 1.90-04 2.23-12 6.15-09 7.58-07 4.13-06 1.11-05 2.75-05 4.89-05 8.07-05 1.38-04 1.67-04 1.62-04 1.18-04 7.58-05 4.23-05 0.00+00
  122   27 1.00-30 5.44-15 1.48-11 1.78-09 9.28-09 2.34-08 5.16-08 8.52-08 1.37-07 2.53-07 3.39-07 4.01-07 4.62-07 3.66-07 2.17-07 0.00+00
  122   28 1.00-30 1.39-15 3.86-12 4.84-10 2.70-09 7.51-09 1.95-08 3.64-08 6.50-08 1.47-07 4.14-07 3.99-06 3.28-05 7.74-05 1.30-04 2.97-04
  122   29 1.00-30 1.51-14 4.17-11 5.12-09 2.78-08 7.44-08 1.82-07 3.21-07 5.27-07 8.95-07 1.08-06 1.03-06 7.29-07 4.96-07 3.19-07 0.00+00
  122   30 1.15-01 3.70-17 1.00-13 1.17-11 5.90-11 1.40-10 2.74-10 4.33-10 8.35-10 3.18-09 2.73-08 3.53-07 2.38-06 4.95-06 7.55-06 1.42-05
  122   31 2.55+04 1.75-14 4.83-11 6.00-09 3.30-08 9.00-08 2.27-07 4.20-07 7.78-07 1.83-06 3.15-06 6.32-06 2.00-05 3.63-05 5.25-05 9.29-05
  122   32 1.00-30 1.82-16 5.18-13 6.92-11 4.18-10 1.28-09 3.78-09 7.42-09 1.28-08 2.14-08 2.54-08 2.46-08 1.87-08 1.34-08 9.10-09 0.00+00
  122   33 2.97+04 3.46-15 9.71-12 1.26-09 7.30-09 2.14-08 6.11-08 1.49-07 5.14-07 2.54-06 6.22-06 1.48-05 4.36-05 7.55-05 1.07-04 1.85-04
  122   34 1.00-30 4.72-15 1.30-11 1.61-09 8.77-09 2.36-08 5.85-08 1.04-07 1.72-07 2.91-07 3.51-07 3.32-07 2.32-07 1.56-07 9.87-08 0.00+00
  122   35 4.56-07 3.68-15 1.01-11 1.24-09 6.72-09 1.79-08 4.34-08 7.61-08 1.24-07 2.08-07 2.49-07 2.36-07 1.66-07 1.13-07 7.24-08 0.00+00
  122   36 1.63+08 1.66-16 4.60-13 5.77-11 3.23-10 8.98-10 2.35-09 4.71-09 1.15-08 5.00-08 6.13-07 2.09-05 2.36-04 6.23-04 1.19-03-2.09-03
  122   37 1.00-30 7.72-18 2.23-14 3.08-12 1.93-11 6.19-11 1.93-10 4.27-10 1.03-09 2.99-09 4.46-09 4.66-09 3.64-09 2.73-09 1.94-09 0.00+00
  122   38 7.72-05 1.27-17 3.41-14 3.92-12 1.93-11 4.36-11 7.54-11 9.61-11 1.19-10 4.18-10 3.55-08 8.14-07 5.69-06 1.08-05 1.48-05 1.88-05
  122   39 1.00-30 9.86-18 2.65-14 3.05-12 1.50-11 3.39-11 5.88-11 7.52-11 8.91-11 1.13-10 6.57-10 1.34-08 5.62-08 6.07-08 4.36-08 0.00+00
  122   40 9.92+01 4.49-18 1.25-14 1.57-12 8.82-12 2.47-11 6.56-11 1.36-10 3.42-10 1.30-09 4.19-08 1.27-06 1.10-05 2.37-05 3.57-05 6.13-05
  122   41 1.00-30 2.61-17 7.27-14 9.19-12 5.18-11 1.46-10 3.90-10 7.84-10 1.76-09 4.95-09 8.07-09 2.29-08 6.83-08 7.07-08 4.94-08 0.00+00
  122   42 5.55+01 3.07-18 8.32-15 9.75-13 4.94-12 1.18-11 2.33-11 3.36-11 4.22-11 8.78-11 2.21-08 7.06-07 6.15-06 1.32-05 1.99-05 3.42-05
  122   43 1.00-30 3.67-18 9.92-15 1.16-12 5.82-12 1.37-11 2.63-11 3.62-11 4.09-11 3.36-11 2.52-11 4.48-11 1.78-10 2.75-10 2.96-10 0.00+00
  122   44 9.95+02 2.68-14 7.39-11 9.15-09 5.02-08 1.36-07 3.41-07 6.11-07 1.02-06 1.80-06 2.28-06 2.48-06 2.86-06 3.44-06 4.12-06 6.25-06
  122   45 8.57+02 3.61-15 9.96-12 1.23-09 6.75-09 1.83-08 4.57-08 8.35-08 1.52-07 3.44-07 5.67-07 8.97-07 1.69-06 2.47-06 3.23-06 5.22-06
  122   46 1.00-30 1.17-14 3.23-11 3.99-09 2.18-08 5.90-08 1.47-07 2.62-07 4.33-07 7.40-07 8.95-07 8.61-07 6.22-07 3.96-07 2.20-07 0.00+00
  122   47 1.37-07 2.69-15 7.43-12 9.20-10 5.05-09 1.37-08 3.43-08 6.14-08 1.02-07 1.74-07 2.10-07 2.01-07 1.44-07 9.15-08 5.09-08 0.00+00
  122   48 9.26-02 6.17-21 1.67-17 1.96-15 9.90-15 2.36-14 4.65-14 6.66-14 8.28-14 1.65-13 4.11-11 1.30-09 1.12-08 2.35-08 3.49-08 5.68-08
  122   50 5.11-01 1.65-18 4.67-15 6.17-13 3.68-12 1.11-11 3.27-11 7.60-11 2.20-10 8.83-10 2.35-09 1.14-08 6.63-08 1.34-07 2.00-07 3.47-07
  122   51 1.00-30 2.34-17 6.52-14 8.26-12 4.67-11 1.32-10 3.55-10 7.19-10 1.64-09 4.67-09 7.10-09 7.74-09 6.20-09 4.56-09 3.13-09 0.00+00
  122   52 1.16+07 3.73-16 1.07-12 1.48-10 9.17-10 2.91-09 9.01-09 2.01-08 4.86-08 1.62-07 5.54-07 8.67-06 8.93-05 2.29-04 4.25-04-5.77-04
  122   53 1.00-30 1.29-16 3.67-13 4.93-11 2.99-10 9.22-10 2.76-09 5.80-09 1.16-08 2.01-08 2.21-08 5.10-08 1.53-07 1.59-07 1.11-07 0.00+00
  122   54 1.00-30 2.59-13 7.11-10 8.67-08 4.66-07 1.22-06 2.92-06 5.14-06 8.91-06 2.04-05 4.18-05 9.99-05 4.16-04 9.64-04 1.68-03 4.12-03
  122   55 1.78-05 5.95-15 1.63-11 1.98-09 1.05-08 2.74-08 6.38-08 1.10-07 1.81-07 3.08-07 3.78-07 3.78-07 2.95-07 2.14-07 1.45-07 0.00+00
  122   56 2.13+02 1.04-14 2.81-11 3.28-09 1.65-08 3.92-08 7.64-08 1.15-07 1.75-07 3.11-07 5.52-07 2.42-06 1.39-05 2.72-05 3.90-05 5.88-05
  122   57 1.67-05 9.59-15 2.66-11 3.34-09 1.87-08 5.19-08 1.35-07 2.51-07 4.37-07 7.74-07 9.31-07 9.10-07 7.14-07 4.74-07 2.65-07 0.00+00
  122   58 5.78+09 3.66-11 1.02-07 1.31-05 7.51-05 2.17-04 5.93-04 1.18-03 2.49-03 7.89-03 1.72-02 4.01-02 1.39-01 2.74-01 4.38-01-3.88-01
  122   59 1.00-30 2.48-12 7.00-09 9.17-07 5.40-06 1.61-05 4.63-05 9.50-05 1.98-04 4.49-04 5.86-04 5.59-04 3.78-04 2.44-04 1.48-04 0.00+00
  122   60 2.64-02 3.39-13 9.82-10 1.37-07 8.67-07 2.80-06 8.87-06 2.04-05 5.09-05 1.59-04 3.29-04 6.13-04 1.13-03 1.49-03 1.73-03 1.98-03
  122   61 1.00-30 4.84-12 1.36-08 1.78-06 1.05-05 3.12-05 8.91-05 1.83-04 3.81-04 8.68-04 1.14-03 1.10-03 7.65-04 4.78-04 2.65-04 0.00+00
  122   62 1.43+08 1.11-12 3.11-09 3.98-07 2.28-06 6.57-06 1.80-05 3.56-05 7.50-05 2.33-04 4.99-04 1.10-03 3.57-03 6.93-03 1.12-02-1.05-02
  122   63 1.00-30 7.18-14 2.03-10 2.67-08 1.59-07 4.77-07 1.38-06 2.84-06 5.87-06 1.31-05 1.70-05 1.62-05 1.09-05 7.03-06 4.25-06 0.00+00
  122   64 2.13-01 1.45-14 4.12-11 5.51-09 3.32-08 1.02-07 3.05-07 6.83-07 1.71-06 5.64-06 1.26-05 2.54-05 5.01-05 6.74-05 7.89-05 8.96-05
  122   65 1.00-30 9.77-14 2.76-10 3.62-08 2.14-07 6.41-07 1.85-06 3.79-06 7.82-06 1.75-05 2.27-05 2.18-05 1.49-05 9.27-06 5.13-06 0.00+00
  122   66 2.40+03 4.49-16 1.22-12 1.43-10 7.27-10 1.75-09 3.51-09 5.43-09 8.74-09 1.79-08 6.64-08 1.39-06 1.49-05 3.79-05 6.57-05 1.51-04
  122   67 1.00-30 5.01-16 1.35-12 1.56-10 7.73-10 1.78-09 3.19-09 4.23-09 5.01-09 5.35-09 5.06-09 4.34-09 3.25-09 2.50-09 1.84-09 0.00+00
  122   68 9.48-05 1.01-15 2.70-12 3.10-10 1.51-09 3.39-09 5.69-09 6.99-09 7.78-09 1.45-08 8.47-08 6.53-07 3.52-06 6.43-06 8.63-06 1.08-05
  122   69 1.00-30 3.78-16 1.02-12 1.19-10 6.00-10 1.41-09 2.71-09 3.84-09 4.84-09 5.57-09 5.71-09 1.15-08 3.19-08 3.27-08 2.27-08 0.00+00
  122   70 1.00-30 6.00-09 1.63-05 1.92-03 9.79-03 2.37-02 4.82-02 6.89-02 7.67-02 5.79-02 3.76-02 2.20-02 9.82-03 5.12-03 2.62-03 0.00+00
  122   71 4.20-04 1.77-08 4.80-05 5.66-03 2.89-02 7.00-02 1.42-01 2.03-01 2.27-01 1.72-01 1.12-01 6.54-02 2.92-02 1.53-02 7.80-03 0.00+00
  122   72 1.03-03 2.17-08 5.88-05 6.94-03 3.55-02 8.65-02 1.77-01 2.57-01 2.94-01 2.40-01 1.74-01 1.21-01 8.02-02 6.43-02 5.60-02 4.77-02
  122   73 1.00-30 4.59-09 1.25-05 1.47-03 7.57-03 1.85-02 3.84-02 5.58-02 6.32-02 4.91-02 3.26-02 1.94-02 8.82-03 4.64-03 2.38-03 0.00+00
  122   74 1.00-30 9.69-09 2.65-05 3.19-03 1.69-02 4.33-02 9.81-02 1.51-01 1.76-01 1.35-01 8.71-02 4.98-02 2.17-02 1.12-02 5.67-03 0.00+00
  122   75 1.00-30 1.16-19 6.21-16 1.77-13 1.72-12 7.58-12 9.64-11 2.03-09 2.38-08 2.00-07 4.54-07 6.18-07 5.32-07 3.56-07 2.06-07 0.00+00
  122   76 1.00-30 7.16-08 1.95-04 2.31-02 1.19-01 2.95-01 6.22-01 9.18-01 1.05+00 8.11-01 5.27-01 3.04-01 1.33-01 6.87-02 3.49-02 0.00+00
  122   77 5.18-18 7.36-08 2.01-04 2.40-02 1.26-01 3.19-01 7.03-01 1.07+00 1.24+00 9.63-01 6.29-01 3.70-01 1.72-01 9.84-02 5.97-02 2.00-02
  122   78 1.00-30 5.73-08 1.57-04 1.89-02 9.95-02 2.55-01 5.75-01 8.87-01 1.03+00 8.00-01 5.17-01 2.97-01 1.30-01 6.69-02 3.40-02 0.00+00
  122   79 1.00-30 4.29-09 1.18-05 1.43-03 7.64-03 1.99-02 4.65-02 7.31-02 8.61-02 6.69-02 4.33-02 2.49-02 1.09-02 5.61-03 2.85-03 0.00+00
  122   80 1.00-03 6.61-08 1.80-04 2.13-02 1.10-01 2.72-01 5.75-01 8.49-01 9.81-01 7.91-01 5.58-01 3.77-01 2.39-01 1.87-01 1.61-01 1.36-01
  122   81 1.19-17 4.08-08 1.11-04 1.34-02 7.01-02 1.78-01 3.95-01 6.05-01 7.11-01 5.78-01 4.13-01 2.88-01 1.96-01 1.62-01 1.45-01 1.30-01
  122   82 2.42-06 1.19-07 3.23-04 3.78-02 1.91-01 4.56-01 8.93-01 1.24+00 1.37+00 1.03+00 6.65-01 3.82-01 1.67-01 8.63-02 4.38-02 0.00+00
  122   83 1.00-30 1.14-07 3.09-04 3.67-02 1.89-01 4.68-01 9.86-01 1.45+00 1.66+00 1.27+00 8.24-01 4.75-01 2.08-01 1.07-01 5.45-02 0.00+00
  122   84 7.34-04 1.81-07 4.91-04 5.77-02 2.93-01 7.06-01 1.41+00 2.00+00 2.25+00 1.76+00 1.19+00 7.59-01 4.29-01 3.04-01 2.40-01 1.77-01
  122   85 1.21-17 4.09-08 1.12-04 1.37-02 7.36-02 1.94-01 4.58-01 7.30-01 8.83-01 7.67-01 6.13-01 5.05-01 4.34-01 4.11-01 4.02-01 3.99-01
  122   86 1.00-30 1.85-08 5.10-05 6.25-03 3.38-02 8.97-02 2.16-01 3.45-01 4.11-01 3.22-01 2.09-01 1.21-01 5.28-02 2.73-02 1.38-02 0.00+00
  122   87 1.00-30 1.23-07 3.33-04 3.92-02 2.01-01 4.88-01 9.96-01 1.43+00 1.62+00 1.24+00 8.05-01 4.64-01 2.03-01 1.05-01 5.32-02 0.00+00
  122   88 1.84-22 6.25-08 1.71-04 2.07-02 1.10-01 2.85-01 6.55-01 1.02+00 1.20+00 9.41-01 6.10-01 3.51-01 1.53-01 7.90-02 4.01-02 1.02-05
  122   89 1.00-30 4.97-08 1.37-04 1.69-02 9.17-02 2.46-01 5.99-01 9.67-01 1.16+00 9.08-01 5.93-01 3.44-01 1.52-01 7.90-02 4.04-02 0.00+00
  122   90 2.89-05 4.36-08 1.19-04 1.41-02 7.28-02 1.80-01 3.82-01 5.65-01 6.49-01 5.10-01 3.43-01 2.15-01 1.18-01 8.31-02 6.49-02 4.65-02
  122   91 7.14-04 6.17-08 1.67-04 1.97-02 1.01-01 2.45-01 5.00-01 7.19-01 8.10-01 6.23-01 4.09-01 2.39-01 1.07-01 5.56-02 2.85-02 0.00+00
  122   92 1.75-02 2.29-07 6.23-04 7.42-02 3.85-01 9.61-01 2.08+00 3.32+00 4.87+00 7.06+00 8.51+00 9.56+00 1.03+01 1.06+01 1.08+01 1.14+01
  122   93 1.00-30 2.58-08 7.10-05 8.76-03 4.78-02 1.29-01 3.16-01 5.12-01 6.11-01 4.77-01 3.09-01 1.79-01 7.85-02 4.06-02 2.07-02 0.00+00
  122   94 9.78-21 9.73-09 2.71-05 3.42-03 1.93-02 5.46-02 1.44-01 2.41-01 2.93-01 2.32-01 1.52-01 8.86-02 4.07-02 2.28-02 1.34-02 3.83-03
  122   95 1.00-30 1.63-09 4.53-06 5.71-04 3.20-03 8.98-03 2.34-02 3.93-02 4.87-02 4.39-02 3.47-02 2.45-02 1.32-02 7.50-03 4.00-03 0.00+00
  122   96 9.61-06 3.48-09 9.59-06 1.18-03 6.38-03 1.70-02 4.12-02 6.84-02 9.33-02 1.20-01 1.29-01 1.21-01 9.76-02 8.41-02 7.59-02 6.75-02
  122   97 1.00-30 4.29-08 1.19-04 1.48-02 8.26-02 2.28-01 5.83-01 9.67-01 1.17+00 9.31-01 6.12-01 3.56-01 1.58-01 8.21-02 4.18-02 0.00+00
  122   98 2.64-04 2.61-07 7.02-04 8.08-02 3.98-01 9.04-01 1.58+00 1.97+00 2.04+00 1.58+00 1.15+00 7.79-01 4.14-01 2.35-01 1.25-01 0.00+00
  122   99 2.06-20 3.82-08 1.07-04 1.35-02 7.69-02 2.19-01 5.81-01 9.84-01 1.21+00 9.84-01 6.77-01 4.38-01 2.58-01 1.92-01 1.57-01 1.25-01
  122  100 1.00-30 1.02-08 2.78-05 3.36-03 1.78-02 4.61-02 1.06-01 1.65-01 1.93-01 1.51-01 9.85-02 5.70-02 2.51-02 1.30-02 6.62-03 0.00+00
  122  101 1.55-04 5.78-08 1.58-04 1.90-02 1.00-01 2.56-01 5.75-01 8.83-01 1.03+00 8.03-01 5.28-01 3.10-01 1.39-01 7.28-02 3.74-02 0.00+00
  122  102 4.98-04 1.93-07 5.23-04 6.16-02 3.15-01 7.67-01 1.57+00 2.36+00 3.11+00 3.84+00 4.25+00 4.53+00 4.72+00 4.79+00 4.86+00 5.06+00
  122  103 1.00-30 5.91-08 1.63-04 2.00-02 1.09-01 2.91-01 7.06-01 1.14+00 1.36+00 1.07+00 7.05-01 4.12-01 1.84-01 9.59-02 4.92-02 0.00+00
  122  104 1.46-22 1.47-08 4.17-05 5.58-03 3.37-02 1.04-01 3.03-01 5.36-01 6.67-01 5.34-01 3.52-01 2.10-01 1.02-01 6.18-02 4.08-02 1.97-02
  122  105 6.74-05 1.06-07 2.89-04 3.43-02 1.77-01 4.38-01 9.29-01 1.41+00 1.80+00 1.98+00 1.99+00 1.98+00 1.95+00 1.95+00 1.96+00 2.04+00
  122  106 2.34-06 1.73-08 4.71-05 5.64-03 2.95-02 7.45-02 1.64-01 2.51-01 2.99-01 2.63-01 2.11-01 1.66-01 1.28-01 1.12-01 1.04-01 9.96-02
