         200     = number of Te values
Te [keV]
  5.55e-35  5.60e-35  5.65e-35  5.71e-35  5.76e-35  5.82e-35  5.88e-35  5.93e-35
  5.97e-35  6.02e-35  6.06e-35  6.11e-35  6.16e-35  6.20e-35  6.25e-35  6.30e-35
  6.33e-35  6.37e-35  6.40e-35  6.44e-35  6.48e-35  6.52e-35  6.55e-35  6.59e-35
  6.62e-35  6.65e-35  6.67e-35  6.70e-35  6.73e-35  6.75e-35  6.78e-35  6.81e-35
  6.83e-35  6.85e-35  6.87e-35  6.88e-35  6.90e-35  6.92e-35  6.94e-35  6.96e-35
  6.97e-35  6.98e-35  6.99e-35  7.00e-35  7.01e-35  7.02e-35  7.03e-35  7.04e-35
  7.05e-35  7.05e-35  7.05e-35  7.05e-35  7.05e-35  7.05e-35  7.06e-35  7.06e-35
Ne Lz[W m^3]
  8.07e-39  1.04e-38  1.31e-38  1.66e-38  2.10e-38  2.66e-38  3.32e-38  4.11e-38
  5.11e-38  6.37e-38  7.91e-38  9.81e-38  1.22e-37  1.53e-37  1.92e-37  2.42e-37
  2.95e-37  3.57e-37  4.32e-37  5.14e-37  6.14e-37  7.34e-37  8.80e-37  1.06e-36
  1.27e-36  1.53e-36  1.84e-36  2.14e-36  2.48e-36  2.88e-36  3.35e-36  3.88e-36
  4.47e-36  5.16e-36  5.97e-36  6.90e-36  7.97e-36  9.22e-36  1.07e-35  1.23e-35
  1.42e-35  1.64e-35  1.83e-35  2.01e-35  2.21e-35  2.41e-35  2.62e-35  2.85e-35
  3.08e-35  3.32e-35  3.56e-35  3.80e-35  4.04e-35  4.27e-35  4.50e-35  4.71e-35
  4.92e-35  5.11e-35  5.28e-35  5.43e-35  5.59e-35  5.72e-35  5.83e-35  5.93e-35
  6.03e-35  6.12e-35  6.21e-35  6.29e-35  6.37e-35  6.43e-35  6.49e-35  6.55e-35
  6.61e-35  6.66e-35  6.71e-35  6.75e-35  6.80e-35  6.87e-35  6.94e-35  7.01e-35
  7.08e-35  7.15e-35  7.22e-35  7.28e-35  7.35e-35  7.41e-35  7.48e-35  7.55e-35
  7.62e-35  7.68e-35  7.75e-35  7.82e-35  7.89e-35  7.94e-35  7.97e-35  8.00e-35
  8.03e-35  8.07e-35  8.10e-35  8.13e-35  8.16e-35  8.20e-35  8.25e-35  8.29e-35
  8.34e-35  8.39e-35  8.44e-35  8.49e-35  8.54e-35  8.59e-35  8.66e-35  8.73e-35
  8.80e-35  8.88e-35  8.95e-35  9.02e-35  9.10e-35  9.17e-35  9.24e-35  9.31e-35
  9.38e-35  9.45e-35  9.52e-35  9.59e-35  9.67e-35  9.74e-35  9.81e-35  9.87e-35
  9.94e-35  1.00e-34  1.01e-34  1.01e-34  1.02e-34  1.03e-34  1.03e-34  1.04e-34
  1.05e-34  1.05e-34  1.06e-34  1.06e-34  1.07e-34  1.08e-34  1.08e-34  1.09e-34
  1.09e-34  1.10e-34  1.10e-34  1.11e-34  1.11e-34  1.12e-34  1.12e-34  1.13e-34
  1.13e-34  1.13e-34  1.14e-34  1.14e-34  1.14e-34  1.15e-34  1.15e-34  1.16e-34
  1.16e-34  1.16e-34  1.16e-34  1.17e-34  1.17e-34  1.17e-34  1.17e-34  1.18e-34
  1.18e-34  1.18e-34  1.18e-34  1.18e-34  1.18e-34  1.18e-34  1.19e-34  1.19e-34
  1.19e-34  1.19e-34  1.19e-34  1.19e-34  1.19e-34  1.19e-34  1.19e-34  1.19e-34
  1.19e-34  1.19e-34  1.19e-34  1.19e-34  1.18e-34  1.18e-34  1.18e-34  1.18e-34
  1.18e-34  1.18e-34  1.18e-34  1.18e-34  1.17e-34  1.17e-34  1.17e-34  1.17e-34
Si Lz[W m^3]
  9.63e-40  1.42e-39  2.05e-39  2.92e-39  4.19e-39  6.05e-39  8.77e-39  1.27e-38
  1.84e-38  2.66e-38  3.73e-38  5.18e-38  7.16e-38  9.86e-38  1.35e-37  1.84e-37
  2.49e-37  3.34e-37  4.39e-37  5.62e-37  7.17e-37  9.10e-37  1.15e-36  1.45e-36
  1.82e-36  2.28e-36  2.84e-36  3.46e-36  4.21e-36  5.12e-36  6.24e-36  7.50e-36
  8.89e-36  1.05e-35  1.24e-35  1.45e-35  1.68e-35  1.95e-35  2.26e-35  2.62e-35
  3.04e-35  3.53e-35  4.10e-35  4.74e-35  5.32e-35  5.95e-35  6.65e-35  7.44e-35
  8.32e-35  9.30e-35  1.04e-34  1.16e-34  1.29e-34  1.43e-34  1.59e-34  1.77e-34
  1.96e-34  2.13e-34  2.32e-34  2.52e-34  2.73e-34  2.95e-34  3.20e-34  3.46e-34
  3.73e-34  4.03e-34  4.35e-34  4.70e-34  5.07e-34  5.42e-34  5.72e-34  6.03e-34
  6.35e-34  6.68e-34  7.02e-34  7.38e-34  7.73e-34  8.08e-34  8.42e-34  8.77e-34
  9.11e-34  9.45e-34  9.71e-34  9.91e-34  1.01e-33  1.02e-33  1.04e-33  1.05e-33
  1.06e-33  1.07e-33  1.07e-33  1.07e-33  1.08e-33  1.07e-33  1.07e-33  1.06e-33
  1.05e-33  1.04e-33  1.02e-33  1.01e-33  9.88e-34  9.73e-34  9.57e-34  9.41e-34
  9.24e-34  9.07e-34  8.90e-34  8.72e-34  8.51e-34  8.33e-34  8.15e-34  7.97e-34
  7.80e-34  7.63e-34  7.46e-34  7.30e-34  7.15e-34  7.01e-34  6.87e-34  6.74e-34
  6.61e-34  6.47e-34  6.33e-34  6.20e-34  6.09e-34  5.98e-34  5.87e-34  5.77e-34
