#
# Output file generated by Yacora 0.8.0
# =====================================
#   Filename: 'PopKoeff_n=9.txt'
#   Date of creation: 23. January 2009
#   Time of creation: 15:03:16
#   Used input file: 'H_6_12_2004.txt'
#   Performed calculation: Population Coefficient for state 'H(9)' coupled to the particle 'H(1)'
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 50 calculated values between 5.5000 and 25.0000
#              T_i: Fixed value 0.0000
#              T_n: Fixed value 0.0000
#              n_e: 50 calculated values between 5.0000e+017 and 2.5000e+020
#              n_i: Fixed value 0.0000
#              n_n: Fixed value 1.0000

#   Pressure: 
#              Not defined (set to zero)

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   5.5000        5.0000e+017   8.54597334e-025    
   5.5000        5.6761e+017   7.88490454e-025    
   5.5000        6.4437e+017   7.27399778e-025    
   5.5000        7.3150e+017   6.70961891e-025    
   5.5000        8.3041e+017   6.18834557e-025    
   5.5000        9.4270e+017   5.70696577e-025    
   5.5000        1.0702e+018   5.26247733e-025    
   5.5000        1.2149e+018   4.85208655e-025    
   5.5000        1.3792e+018   4.47320511e-025    
   5.5000        1.5657e+018   4.12344411e-025    
   5.5000        1.7774e+018   3.80060485e-025    
   5.5000        2.0177e+018   3.50266650e-025    
   5.5000        2.2906e+018   3.22777115e-025    
   5.5000        2.6003e+018   2.97420732e-025    
   5.5000        2.9519e+018   2.74039296e-025    
   5.5000        3.3511e+018   2.52485920e-025    
   5.5000        3.8042e+018   2.32623592e-025    
   5.5000        4.3186e+018   2.14323970e-025    
   5.5000        4.9026e+018   1.97466479e-025    
   5.5000        5.5656e+018   1.81937696e-025    
   5.5000        6.3182e+018   1.67631009e-025    
   5.5000        7.1725e+018   1.54446487e-025    
   5.5000        8.1424e+018   1.42290909e-025    
   5.5000        9.2434e+018   1.31077855e-025    
   5.5000        1.0493e+019   1.20727818e-025    
   5.5000        1.1912e+019   1.11168247e-025    
   5.5000        1.3523e+019   1.02333489e-025    
   5.5000        1.5352e+019   9.41645937e-026    
   5.5000        1.7428e+019   8.66089738e-026    
   5.5000        1.9784e+019   7.96199229e-026    
   5.5000        2.2460e+019   7.31560196e-026    
   5.5000        2.5497e+019   6.71804506e-026    
   5.5000        2.8944e+019   6.16602950e-026    
   5.5000        3.2858e+019   5.65658150e-026    
   5.5000        3.7301e+019   5.18697913e-026    
   5.5000        4.2345e+019   4.75469370e-026    
   5.5000        4.8071e+019   4.35734113e-026    
   5.5000        5.4572e+019   3.99264436e-026    
   5.5000        6.1951e+019   3.65840693e-026    
   5.5000        7.0328e+019   3.35249683e-026    
   5.5000        7.9838e+019   3.07283918e-026    
   5.5000        9.0634e+019   2.81741595e-026    
   5.5000        1.0289e+020   2.58427084e-026    
   5.5000        1.1680e+020   2.37151760e-026    
   5.5000        1.3260e+020   2.17734997e-026    
   5.5000        1.5053e+020   2.00005229e-026    
   5.5000        1.7088e+020   1.83800942e-026    
   5.5000        1.9399e+020   1.68971550e-026    
   5.5000        2.2022e+020   1.55378088e-026    
   5.5000        2.5000e+020   1.42893693e-026    
   5.6726        5.0000e+017   9.23051380e-025    
   5.6726        5.6761e+017   8.51541598e-025    
   5.6726        6.4437e+017   7.85463090e-025    
   5.6726        7.3150e+017   7.24422242e-025    
   5.6726        8.3041e+017   6.68048387e-025    
   5.6726        9.4270e+017   6.15993662e-025    
   5.6726        1.0702e+018   5.67932939e-025    
   5.6726        1.2149e+018   5.23563674e-025    
   5.6726        1.3792e+018   4.82605567e-025    
   5.6726        1.5657e+018   4.44799902e-025    
   5.6726        1.7774e+018   4.09908542e-025    
   5.6726        2.0177e+018   3.77712591e-025    
   5.6726        2.2906e+018   3.48010770e-025    
   5.6726        2.6003e+018   3.20617634e-025    
   5.6726        2.9519e+018   2.95361738e-025    
   5.6726        3.3511e+018   2.72083889e-025    
   5.6726        3.8042e+018   2.50635586e-025    
   5.6726        4.3186e+018   2.30877738e-025    
   5.6726        4.9026e+018   2.12679688e-025    
   5.6726        5.5656e+018   1.95918558e-025    
   5.6726        6.3182e+018   1.80478882e-025    
   5.6726        7.1725e+018   1.66252469e-025    
   5.6726        8.1424e+018   1.53138427e-025    
   5.6726        9.2434e+018   1.41043262e-025    
   5.6726        1.0493e+019   1.29880985e-025    
   5.6726        1.1912e+019   1.19573149e-025    
   5.6726        1.3523e+019   1.10048776e-025    
   5.6726        1.5352e+019   1.01244138e-025    
   5.6726        1.7428e+019   9.31023741e-026    
   5.6726        1.9784e+019   8.55729664e-026    
   5.6726        2.2460e+019   7.86110893e-026    
   5.6726        2.5497e+019   7.21768756e-026    
   5.6726        2.8944e+019   6.62346446e-026    
   5.6726        3.2858e+019   6.07521383e-026    
   5.6726        3.7301e+019   5.56998088e-026    
   5.6726        4.2345e+019   5.10501912e-026    
   5.6726        4.8071e+019   4.67773853e-026    
   5.6726        5.4572e+019   4.28566559e-026    
   5.6726        6.1951e+019   3.92641535e-026    
   5.6726        7.0328e+019   3.59767440e-026    
   5.6726        7.9838e+019   3.29719328e-026    
   5.6726        9.0634e+019   3.02278639e-026    
   5.6726        1.0289e+020   2.77233734e-026    
   5.6726        1.1680e+020   2.54380774e-026    
   5.6726        1.3260e+020   2.33524795e-026    
   5.6726        1.5053e+020   2.14480822e-026    
   5.6726        1.7088e+020   1.97074918e-026    
   5.6726        1.9399e+020   1.81145100e-026    
   5.6726        2.2022e+020   1.66542058e-026    
   5.6726        2.5000e+020   1.53129636e-026    
   5.8506        5.0000e+017   9.94943302e-025    
   5.8506        5.6761e+017   9.17749881e-025    
   5.8506        6.4437e+017   8.46424826e-025    
   5.8506        7.3150e+017   7.80542718e-025    
   5.8506        8.3041e+017   7.19702953e-025    
   5.8506        9.4270e+017   6.63529586e-025    
   5.8506        1.0702e+018   6.11671249e-025    
   5.8506        1.2149e+018   5.63800994e-025    
   5.8506        1.3792e+018   5.19615900e-025    
   5.8506        1.5657e+018   4.78836361e-025    
   5.8506        1.7774e+018   4.41204995e-025    
   5.8506        2.0177e+018   4.06485182e-025    
   5.8506        2.2906e+018   3.74459317e-025    
   5.8506        2.6003e+018   3.44926885e-025    
   5.8506        2.9519e+018   3.17702481e-025    
   5.8506        3.3511e+018   2.92613940e-025    
   5.8506        3.8042e+018   2.69500654e-025    
   5.8506        4.3186e+018   2.48212203e-025    
   5.8506        4.9026e+018   2.28607307e-025    
   5.8506        5.5656e+018   2.10553130e-025    
   5.8506        6.3182e+018   1.93924884e-025    
   5.8506        7.1725e+018   1.78605683e-025    
   5.8506        8.1424e+018   1.64486563e-025    
   5.8506        9.2434e+018   1.51466587e-025    
   5.8506        1.0493e+019   1.39452945e-025    
   5.8506        1.1912e+019   1.28360989e-025    
   5.8506        1.3523e+019   1.18114141e-025    
   5.8506        1.5352e+019   1.08643641e-025    
   5.8506        1.7428e+019   9.98881308e-026    
   5.8506        1.9784e+019   9.17930778e-026    
   5.8506        2.2460e+019   8.43100683e-026    
   5.8506        2.5497e+019   7.73960150e-026    
   5.8506        2.8944e+019   7.10123251e-026    
   5.8506        3.2858e+019   6.51240804e-026    
   5.8506        3.7301e+019   5.96992743e-026    
   5.8506        4.2345e+019   5.47081430e-026    
   5.8506        4.8071e+019   5.01226125e-026    
   5.8506        5.4572e+019   4.59158758e-026    
   5.8506        6.1951e+019   4.20620967e-026    
   5.8506        7.0328e+019   3.85362310e-026    
   5.8506        7.9838e+019   3.53139483e-026    
   5.8506        9.0634e+019   3.23716318e-026    
   5.8506        1.0289e+020   2.96864369e-026    
   5.8506        1.1680e+020   2.72363853e-026    
   5.8506        1.3260e+020   2.50004789e-026    
   5.8506        1.5053e+020   2.29588173e-026    
   5.8506        1.7088e+020   2.10927088e-026    
   5.8506        1.9399e+020   1.93847655e-026    
   5.8506        2.2022e+020   1.78189774e-026    
   5.8506        2.5000e+020   1.63807613e-026    
   6.0342        5.0000e+017   1.07035905e-024    
   6.0342        5.6761e+017   9.87193410e-025    
   6.0342        6.4437e+017   9.10355906e-025    
   6.0342        7.3150e+017   8.39387669e-025    
   6.0342        8.3041e+017   7.73856600e-025    
   6.0342        9.4270e+017   7.13357211e-025    
   6.0342        1.0702e+018   6.57510532e-025    
   6.0342        1.2149e+018   6.05963928e-025    
   6.0342        1.3792e+018   5.58390678e-025    
   6.0342        1.5657e+018   5.14489189e-025    
   6.0342        1.7774e+018   4.73981817e-025    
   6.0342        2.0177e+018   4.36613282e-025    
   6.0342        2.2906e+018   4.02148789e-025    
   6.0342        2.6003e+018   3.70371953e-025    
   6.0342        2.9519e+018   3.41082671e-025    
   6.0342        3.3511e+018   3.14095116e-025    
   6.0342        3.8042e+018   2.89235935e-025    
   6.0342        4.3186e+018   2.66342782e-025    
   6.0342        4.9026e+018   2.45263201e-025    
   6.0342        5.5656e+018   2.25853877e-025    
   6.0342        6.3182e+018   2.07980220e-025    
