#
# Output file generated by Yacora 0.8.0
# =====================================
#   Filename: 'PopKoeff_n=17.txt'
#   Date of creation: 23. January 2009
#   Time of creation: 15:03:17
#   Used input file: 'H_6_12_2004.txt'
#   Performed calculation: Population Coefficient for state 'H(17)' coupled to the particle 'H(1)'
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 50 calculated values between 5.5000 and 25.0000
#              T_i: Fixed value 0.0000
#              T_n: Fixed value 0.0000
#              n_e: 50 calculated values between 5.0000e+017 and 2.5000e+020
#              n_i: Fixed value 0.0000
#              n_n: Fixed value 1.0000

#   Pressure: 
#              Not defined (set to zero)

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   5.5000        5.0000e+017   9.16917287e-026    
   5.5000        5.6761e+017   8.41353684e-026    
   5.5000        6.4437e+017   7.72133563e-026    
   5.5000        7.3150e+017   7.08715024e-026    
   5.5000        8.3041e+017   6.50600784e-026    
   5.5000        9.4270e+017   5.97335032e-026    
   5.5000        1.0702e+018   5.48500718e-026    
   5.5000        1.2149e+018   5.03717094e-026    
   5.5000        1.3792e+018   4.62637359e-026    
   5.5000        1.5657e+018   4.24946285e-026    
   5.5000        1.7774e+018   3.90357762e-026    
   5.5000        2.0177e+018   3.58612227e-026    
   5.5000        2.2906e+018   3.29474036e-026    
   5.5000        2.6003e+018   3.02728830e-026    
   5.5000        2.9519e+018   2.78180993e-026    
   5.5000        3.3511e+018   2.55651298e-026    
   5.5000        3.8042e+018   2.34974827e-026    
   5.5000        4.3186e+018   2.15999218e-026    
   5.5000        4.9026e+018   1.98583259e-026    
   5.5000        5.5656e+018   1.82595847e-026    
   5.5000        6.3182e+018   1.67915245e-026    
   5.5000        7.1725e+018   1.54428610e-026    
   5.5000        8.1424e+018   1.42031701e-026    
   5.5000        9.2434e+018   1.30628701e-026    
   5.5000        1.0493e+019   1.20132075e-026    
   5.5000        1.1912e+019   1.10462409e-026    
   5.5000        1.3523e+019   1.01548160e-026    
   5.5000        1.5352e+019   9.33253169e-027    
   5.5000        1.7428e+019   8.57369241e-027    
   5.5000        1.9784e+019   7.87325002e-027    
   5.5000        2.2460e+019   7.22673558e-027    
   5.5000        2.5497e+019   6.63018500e-027    
   5.5000        2.8944e+019   6.08006217e-027    
   5.5000        3.2858e+019   5.57318365e-027    
   5.5000        3.7301e+019   5.10664876e-027    
   5.5000        4.2345e+019   4.67777793e-027    
   5.5000        4.8071e+019   4.28406131e-027    
   5.5000        5.4572e+019   3.92311876e-027    
   5.5000        6.1951e+019   3.59267099e-027    
   5.5000        7.0328e+019   3.29052102e-027    
   5.5000        7.9838e+019   3.01454464e-027    
   5.5000        9.0634e+019   2.76268791e-027    
   5.5000        1.0289e+020   2.53296993e-027    
   5.5000        1.1680e+020   2.32348914e-027    
   5.5000        1.3260e+020   2.13243151e-027    
   5.5000        1.5053e+020   1.95807944e-027    
   5.5000        1.7088e+020   1.79882024e-027    
   5.5000        1.9399e+020   1.65315359e-027    
   5.5000        2.2022e+020   1.51969741e-027    
   5.5000        2.5000e+020   1.39719173e-027    
   5.6726        5.0000e+017   9.93614565e-026    
   5.6726        5.6761e+017   9.11611684e-026    
   5.6726        6.4437e+017   8.36498662e-026    
   5.6726        7.3150e+017   7.67686761e-026    
   5.6726        8.3041e+017   7.04635731e-026    
   5.6726        9.4270e+017   6.46850395e-026    
   5.6726        1.0702e+018   5.93877697e-026    
   5.6726        1.2149e+018   5.45304026e-026    
   5.6726        1.3792e+018   5.00752648e-026    
   5.6726        1.5657e+018   4.59881119e-026    
   5.6726        1.7774e+018   4.22378607e-026    
   5.6726        2.0177e+018   3.87963101e-026    
   5.6726        2.2906e+018   3.56378547e-026    
   5.6726        2.6003e+018   3.27391989e-026    
   5.6726        2.9519e+018   3.00790819e-026    
   5.6726        3.3511e+018   2.76380230e-026    
   5.6726        3.8042e+018   2.53980958e-026    
   5.6726        4.3186e+018   2.33427395e-026    
   5.6726        4.9026e+018   2.14566075e-026    
   5.6726        5.5656e+018   1.97254539e-026    
   5.6726        6.3182e+018   1.81360544e-026    
   5.6726        7.1725e+018   1.66761543e-026    
   5.6726        8.1424e+018   1.53344366e-026    
   5.6726        9.2434e+018   1.41005025e-026    
   5.6726        1.0493e+019   1.29648546e-026    
   5.6726        1.1912e+019   1.19188784e-026    
   5.6726        1.3523e+019   1.09548146e-026    
   5.6726        1.5352e+019   1.00657206e-026    
   5.6726        1.7428e+019   9.24541828e-027    
   5.6726        1.9784e+019   8.48843020e-027    
   5.6726        2.2460e+019   7.78990494e-027    
   5.6726        2.5497e+019   7.14553647e-027    
   5.6726        2.8944e+019   6.55148079e-027    
   5.6726        3.2858e+019   6.00427468e-027    
   5.6726        3.7301e+019   5.50076038e-027    
   5.6726        4.2345e+019   5.03801940e-027    
   5.6726        4.8071e+019   4.61331753e-027    
   5.6726        5.4572e+019   4.22406202e-027    
   5.6726        6.1951e+019   3.86777094e-027    
   5.6726        7.0328e+019   3.54205352e-027    
   5.6726        7.9838e+019   3.24460005e-027    
   5.6726        9.0634e+019   2.97317940e-027    
   5.6726        1.0289e+020   2.72564202e-027    
   5.6726        1.1680e+020   2.49992674e-027    
   5.6726        1.3260e+020   2.29406943e-027    
   5.6726        1.5053e+020   2.10621246e-027    
   5.6726        1.7088e+020   1.93461365e-027    
   5.6726        1.9399e+020   1.77765403e-027    
   5.6726        2.2022e+020   1.63384389e-027    
   5.6726        2.5000e+020   1.50182667e-027    
   5.8506        5.0000e+017   1.07448548e-025    
   5.8506        5.6761e+017   9.85681739e-026    
   5.8506        6.4437e+017   9.04345509e-026    
   5.8506        7.3150e+017   8.29838522e-026    
   5.8506        8.3041e+017   7.61575091e-026    
   5.8506        9.4270e+017   6.99018409e-026    
   5.8506        1.0702e+018   6.41677343e-026    
   5.8506        1.2149e+018   5.89103528e-026    
   5.8506        1.3792e+018   5.40888570e-026    
   5.8506        1.5657e+018   4.96661241e-026    
   5.8506        1.7774e+018   4.56084556e-026    
   5.8506        2.0177e+018   4.18852753e-026    
   5.8506        2.2906e+018   3.84688183e-026    
   5.8506        2.6003e+018   3.53338217e-026    
   5.8506        2.9519e+018   3.24572267e-026    
   5.8506        3.3511e+018   2.98179036e-026    
   5.8506        3.8042e+018   2.73964089e-026    
   5.8506        4.3186e+018   2.51747806e-026    
   5.8506        4.9026e+018   2.31363759e-026    
   5.8506        5.5656e+018   2.12657487e-026    
   5.8506        6.3182e+018   1.95485639e-026    
   5.8506        7.1725e+018   1.79715414e-026    
   5.8506        8.1424e+018   1.65224214e-026    
   5.8506        9.2434e+018   1.51899415e-026    
   5.8506        1.0493e+019   1.39638188e-026    
   5.8506        1.1912e+019   1.28347282e-026    
   5.8506        1.3523e+019   1.17942713e-026    
   5.8506        1.5352e+019   1.08349334e-026    
   5.8506        1.7428e+019   9.95002665e-027    
   5.8506        1.9784e+019   9.13361953e-027    
   5.8506        2.2460e+019   8.38045618e-027    
   5.8506        2.5497e+019   7.68586866e-027    
   5.8506        2.8944e+019   7.04568700e-027    
   5.8506        3.2858e+019   6.45615161e-027    
   5.8506        3.7301e+019   5.91383239e-027    
   5.8506        4.2345e+019   5.41555775e-027    
   5.8506        4.8071e+019   4.95835584e-027    
   5.8506        5.4572e+019   4.53940889e-027    
   5.8506        6.1951e+019   4.15602064e-027    
   5.8506        7.0328e+019   3.80559551e-027    
   5.8506        7.9838e+019   3.48562797e-027    
   5.8506        9.0634e+019   3.19370000e-027    
   5.8506        1.0289e+020   2.92748440e-027    
   5.8506        1.1680e+020   2.68475198e-027    
   5.8506        1.3260e+020   2.46338085e-027    
   5.8506        1.5053e+020   2.26136632e-027    
   5.8506        1.7088e+020   2.07683036e-027    
   5.8506        1.9399e+020   1.90802968e-027    
   5.8506        2.2022e+020   1.75336188e-027    
   5.8506        2.5000e+020   1.61136939e-027    
   6.0342        5.0000e+017   1.15965580e-025    
   6.0342        5.6761e+017   1.06367767e-025    
   6.0342        6.4437e+017   9.75777067e-026    
   6.0342        7.3150e+017   8.95263416e-026    
   6.0342        8.3041e+017   8.21503033e-026    
   6.0342        9.4270e+017   7.53915138e-026    
   6.0342        1.0702e+018   6.91968374e-026    
   6.0342        1.2149e+018   6.35177661e-026    
   6.0342        1.3792e+018   5.83101161e-026    
   6.0342        1.5657e+018   5.35337226e-026    
   6.0342        1.7774e+018   4.91521242e-026    
   6.0342        2.0177e+018   4.51322345e-026    
   6.0342        2.2906e+018   4.14440063e-026    
   6.0342        2.6003e+018   3.80600974e-026    
   6.0342        2.9519e+018   3.49555488e-026    
   6.0342        3.3511e+018   3.21074884e-026    
   6.0342        3.8042e+018   2.94948690e-026    
   6.0342        4.3186e+018   2.70982486e-026    
   6.0342        4.9026e+018   2.48996152e-026    
   6.0342        5.5656e+018   2.28822553e-026    
   6.0342        6.3182e+018   2.10306612e-026    
   6.0342        7.1725e+018   1.93304707e-026    
   6.0342        8.1424e+018   1.77684287e-026    
   6.0342        9.2434e+018   1.63323622e-026    
