#
# Output file generated by Yacora 0.8.0
# =====================================
#   Filename: 'PopKoeff_n=11.txt'
#   Date of creation: 23. January 2009
#   Time of creation: 15:03:16
#   Used input file: 'H_6_12_2004.txt'
#   Performed calculation: Population Coefficient for state 'H(11)' coupled to the particle 'H(1)'
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 50 calculated values between 5.5000 and 25.0000
#              T_i: Fixed value 0.0000
#              T_n: Fixed value 0.0000
#              n_e: 50 calculated values between 5.0000e+017 and 2.5000e+020
#              n_i: Fixed value 0.0000
#              n_n: Fixed value 1.0000

#   Pressure: 
#              Not defined (set to zero)

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   5.5000        5.0000e+017   4.22416161e-025    
   5.5000        5.6761e+017   3.88674801e-025    
   5.5000        6.4437e+017   3.57633785e-025    
   5.5000        7.3150e+017   3.29078659e-025    
   5.5000        8.3041e+017   3.02810420e-025    
   5.5000        9.4270e+017   2.78644774e-025    
   5.5000        1.0702e+018   2.56411510e-025    
   5.5000        1.2149e+018   2.35953912e-025    
   5.5000        1.3792e+018   2.17128145e-025    
   5.5000        1.5657e+018   1.99802568e-025    
   5.5000        1.7774e+018   1.83856942e-025    
   5.5000        2.0177e+018   1.69181538e-025    
   5.5000        2.2906e+018   1.55676158e-025    
   5.5000        2.6003e+018   1.43249128e-025    
   5.5000        2.9519e+018   1.31816290e-025    
   5.5000        3.3511e+018   1.21300059e-025    
   5.5000        3.8042e+018   1.11628584e-025    
   5.5000        4.3186e+018   1.02735052e-025    
   5.5000        4.9026e+018   9.45571376e-026    
   5.5000        5.5656e+018   8.70366123e-026    
   5.5000        6.3182e+018   8.01190881e-026    
   5.5000        7.1725e+018   7.37538778e-026    
   5.5000        8.1424e+018   6.78939334e-026    
   5.5000        9.2434e+018   6.24958295e-026    
   5.5000        1.0493e+019   5.75197571e-026    
   5.5000        1.1912e+019   5.29294965e-026    
   5.5000        1.3523e+019   4.86923473e-026    
   5.5000        1.5352e+019   4.47789998e-026    
   5.5000        1.7428e+019   4.11633429e-026    
   5.5000        1.9784e+019   3.78222099e-026    
   5.5000        2.2460e+019   3.47350746e-026    
   5.5000        2.5497e+019   3.18837123e-026    
   5.5000        2.8944e+019   2.92518459e-026    
   5.5000        3.2858e+019   2.68247971e-026    
   5.5000        3.7301e+019   2.45891608e-026    
   5.5000        4.2345e+019   2.25325184e-026    
   5.5000        4.8071e+019   2.06431988e-026    
   5.5000        5.4572e+019   1.89100940e-026    
   5.5000        6.1951e+019   1.73225269e-026    
   5.5000        7.0328e+019   1.58701685e-026    
   5.5000        7.9838e+019   1.45429984e-026    
   5.5000        9.0634e+019   1.33312980e-026    
   5.5000        1.0289e+020   1.22256694e-026    
   5.5000        1.1680e+020   1.12170698e-026    
   5.5000        1.3260e+020   1.02968562e-026    
   5.5000        1.5053e+020   9.45683071e-027    
   5.5000        1.7088e+020   8.68928602e-027    
   5.5000        1.9399e+020   7.98704347e-027    
   5.5000        2.2022e+020   7.34348399e-027    
   5.5000        2.5000e+020   6.75256894e-027    
   5.6726        5.0000e+017   4.56824747e-025    
   5.6726        5.6761e+017   4.20280726e-025    
   5.6726        6.4437e+017   3.86663966e-025    
   5.6726        7.3150e+017   3.55741923e-025    
   5.6726        8.3041e+017   3.27298811e-025    
   5.6726        9.4270e+017   3.01134803e-025    
   5.6726        1.0702e+018   2.77065348e-025    
   5.6726        1.2149e+018   2.54920530e-025    
   5.6726        1.3792e+018   2.34544400e-025    
   5.6726        1.5657e+018   2.15794224e-025    
   5.6726        1.7774e+018   1.98539624e-025    
   5.6726        2.0177e+018   1.82661603e-025    
   5.6726        2.2906e+018   1.68051491e-025    
   5.6726        2.6003e+018   1.54609845e-025    
   5.6726        2.9519e+018   1.42245365e-025    
   5.6726        3.3511e+018   1.30873874e-025    
   5.6726        3.8042e+018   1.20417416e-025    
   5.6726        4.3186e+018   1.10803502e-025    
   5.6726        4.9026e+018   1.01964522e-025    
   5.6726        5.5656e+018   9.38373228e-026    
   5.6726        6.3182e+018   8.63629336e-026    
   5.6726        7.1725e+018   7.94864135e-026    
