#
# Output file generated by Yacora 0.8.0
# =====================================
#   Filename: 'PopKoeff_n=2.txt'
#   Date of creation: 23. January 2009
#   Time of creation: 15:03:15
#   Used input file: 'H_6_12_2004.txt'
#   Performed calculation: Population Coefficient for state 'H(2)' coupled to the particle 'H(1)'
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 50 calculated values between 5.5000 and 25.0000
#              T_i: Fixed value 0.0000
#              T_n: Fixed value 0.0000
#              n_e: 50 calculated values between 5.0000e+017 and 2.5000e+020
#              n_i: Fixed value 0.0000
#              n_n: Fixed value 1.0000

#   Pressure: 
#              Not defined (set to zero)

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   5.5000        5.0000e+017   9.83791947e-024    
   5.5000        5.6761e+017   9.82732585e-024    
   5.5000        6.4437e+017   9.81612339e-024    
   5.5000        7.3150e+017   9.80427267e-024    
   5.5000        8.3041e+017   9.79173230e-024    
   5.5000        9.4270e+017   9.77845885e-024    
   5.5000        1.0702e+018   9.76440656e-024    
   5.5000        1.2149e+018   9.74952692e-024    
   5.5000        1.3792e+018   9.73376787e-024    
   5.5000        1.5657e+018   9.71707300e-024    
   5.5000        1.7774e+018   9.69938040e-024    
   5.5000        2.0177e+018   9.68062155e-024    
   5.5000        2.2906e+018   9.66072022e-024    
   5.5000        2.6003e+018   9.63959160e-024    
   5.5000        2.9519e+018   9.61714163e-024    
   5.5000        3.3511e+018   9.59326678e-024    
   5.5000        3.8042e+018   9.56785433e-024    
   5.5000        4.3186e+018   9.54078305e-024    
   5.5000        4.9026e+018   9.51192430e-024    
   5.5000        5.5656e+018   9.48114343e-024    
   5.5000        6.3182e+018   9.44830131e-024    
   5.5000        7.1725e+018   9.41325568e-024    
   5.5000        8.1424e+018   9.37586208e-024    
   5.5000        9.2434e+018   9.33597410e-024    
   5.5000        1.0493e+019   9.29344265e-024    
   5.5000        1.1912e+019   9.24811394e-024    
   5.5000        1.3523e+019   9.19982621e-024    
   5.5000        1.5352e+019   9.14840497e-024    
   5.5000        1.7428e+019   9.09365698e-024    
   5.5000        1.9784e+019   9.03536320e-024    
   5.5000        2.2460e+019   8.97327109e-024    
   5.5000        2.5497e+019   8.90708674e-024    
   5.5000        2.8944e+019   8.83646751e-024    
   5.5000        3.2858e+019   8.76101574e-024    
   5.5000        3.7301e+019   8.68027417e-024    
   5.5000        4.2345e+019   8.59372374e-024    
   5.5000        4.8071e+019   8.50078420e-024    
   5.5000        5.4572e+019   8.40081806e-024    
   5.5000        6.1951e+019   8.29313830e-024    
   5.5000        7.0328e+019   8.17701999e-024    
   5.5000        7.9838e+019   8.05171621e-024    
   5.5000        9.0634e+019   7.91647826e-024    
   5.5000        1.0289e+020   7.77058025e-024    
