#
# Output file generated by Yacora 0.8.0
# =====================================
#   Filename: 'PopKoeff_n=16.txt'
#   Date of creation: 23. January 2009
#   Time of creation: 15:03:16
#   Used input file: 'H_6_12_2004.txt'
#   Performed calculation: Population Coefficient for state 'H(16)' coupled to the particle 'H(1)'
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 50 calculated values between 5.5000 and 25.0000
#              T_i: Fixed value 0.0000
#              T_n: Fixed value 0.0000
#              n_e: 50 calculated values between 5.0000e+017 and 2.5000e+020
#              n_i: Fixed value 0.0000
#              n_n: Fixed value 1.0000

#   Pressure: 
#              Not defined (set to zero)

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   5.5000        5.0000e+017   1.13455825e-025    
   5.5000        5.6761e+017   1.04130125e-025    
   5.5000        6.4437e+017   9.55843242e-026    
   5.5000        7.3150e+017   8.77521634e-026    
   5.5000        8.3041e+017   8.05727898e-026    
   5.5000        9.4270e+017   7.39903831e-026    
   5.5000        1.0702e+018   6.79538341e-026    
   5.5000        1.2149e+018   6.24164524e-026    
   5.5000        1.3792e+018   5.73356860e-026    
   5.5000        1.5657e+018   5.26728368e-026    
   5.5000        1.7774e+018   4.83927642e-026    
   5.5000        2.0177e+018   4.44635736e-026    
   5.5000        2.2906e+018   4.08562967e-026    
   5.5000        2.6003e+018   3.75445698e-026    
   5.5000        2.9519e+018   3.45043231e-026    
   5.5000        3.3511e+018   3.17134929e-026    
   5.5000        3.8042e+018   2.91517665e-026    
   5.5000        4.3186e+018   2.68003677e-026    
   5.5000        4.9026e+018   2.46418858e-026    
   5.5000        5.5656e+018   2.26601478e-026    
   5.5000        6.3182e+018   2.08401291e-026    
   5.5000        7.1725e+018   1.91678966e-026    
   5.5000        8.1424e+018   1.76305742e-026    
   5.5000        9.2434e+018   1.62163222e-026    
   5.5000        1.0493e+019   1.49143214e-026    
   5.5000        1.1912e+019   1.37147537e-026    
   5.5000        1.3523e+019   1.26087731e-026    
   5.5000        1.5352e+019   1.15884629e-026    
   5.5000        1.7428e+019   1.06467790e-026    
   5.5000        1.9784e+019   9.77747712e-027    
   5.5000        2.2460e+019   8.97502919e-027    
   5.5000        2.5497e+019   8.23453118e-027    
   5.5000        2.8944e+019   7.55160809e-027    
   5.5000        3.2858e+019   6.92232073e-027    
   5.5000        3.7301e+019   6.34307907e-027    
   5.5000        4.2345e+019   5.81056592e-027    
   5.5000        4.8071e+019   5.32167334e-027    
   5.5000        5.4572e+019   4.87345304e-027    
   5.5000        6.1951e+019   4.46308077e-027    
   5.5000        7.0328e+019   4.08783339e-027    
   5.5000        7.9838e+019   3.74507721e-027    
   5.5000        9.0634e+019   3.43226492e-027    
   5.5000        1.0289e+020   3.14693929e-027    
   5.5000        1.1680e+020   2.88674097e-027    
   5.5000        1.3260e+020   2.64941885e-027    
   5.5000        1.5053e+020   2.43284114e-027    
   5.5000        1.7088e+020   2.23500603e-027    
   5.5000        1.9399e+020   2.05405101e-027    
   5.5000        2.2022e+020   1.88826020e-027    
   5.5000        2.5000e+020   1.73606923e-027    
   5.6726        5.0000e+017   1.22916988e-025    
   5.6726        5.6761e+017   1.12798937e-025    
   5.6726        6.4437e+017   1.03527766e-025    
   5.6726        7.3150e+017   9.50315063e-026    
   5.6726        8.3041e+017   8.72440613e-026    
   5.6726        9.4270e+017   8.01048037e-026    
   5.6726        1.0702e+018   7.35582241e-026    
