#
# Output file generated by Yacora 0.8.0
# =====================================
#   Filename: 'PopKoeff_n=19.txt'
#   Date of creation: 23. January 2009
#   Time of creation: 15:03:17
#   Used input file: 'H_6_12_2004.txt'
#   Performed calculation: Population Coefficient for state 'H(19)' coupled to the particle 'H(1)'
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 50 calculated values between 5.5000 and 25.0000
#              T_i: Fixed value 0.0000
#              T_n: Fixed value 0.0000
#              n_e: 50 calculated values between 5.0000e+017 and 2.5000e+020
#              n_i: Fixed value 0.0000
#              n_n: Fixed value 1.0000

#   Pressure: 
#              Not defined (set to zero)

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   5.5000        5.0000e+017   6.18346434e-026    
   5.5000        5.6761e+017   5.67191378e-026    
   5.5000        6.4437e+017   5.20354918e-026    
   5.5000        7.3150e+017   4.77465174e-026    
   5.5000        8.3041e+017   4.38181285e-026    
   5.5000        9.4270e+017   4.02191167e-026    
   5.5000        1.0702e+018   3.69209558e-026    
   5.5000        1.2149e+018   3.38976271e-026    
   5.5000        1.3792e+018   3.11254512e-026    
   5.5000        1.5657e+018   2.85829213e-026    
   5.5000        1.7774e+018   2.62505303e-026    
   5.5000        2.0177e+018   2.41105934e-026    
   5.5000        2.2906e+018   2.21470657e-026    
   5.5000        2.6003e+018   2.03453612e-026    
   5.5000        2.9519e+018   1.86921784e-026    
   5.5000        3.3511e+018   1.71753389e-026    
   5.5000        3.8042e+018   1.57836451e-026    
   5.5000        4.3186e+018   1.45067596e-026    
   5.5000        4.9026e+018   1.33351091e-026    
   5.5000        5.5656e+018   1.22598122e-026    
   5.5000        6.3182e+018   1.12726278e-026    
   5.5000        7.1725e+018   1.03659221e-026    
   5.5000        8.1424e+018   9.53264704e-027    
   5.5000        9.2434e+018   8.76632767e-027    
   5.5000        1.0493e+019   8.06105117e-027    
   5.5000        1.1912e+019   7.41145498e-027    
   5.5000        1.3523e+019   6.81270964e-027    
   5.5000        1.5352e+019   6.26049477e-027    
   5.5000        1.7428e+019   5.75096696e-027    
   5.5000        1.9784e+019   5.28072001e-027    
   5.5000        2.2460e+019   4.84673889e-027    
   5.5000        2.5497e+019   4.44634946e-027    
   5.5000        2.8944e+019   4.07716664e-027    
   5.5000        3.2858e+019   3.73704370e-027    
   5.5000        3.7301e+019   3.42402517e-027    
   5.5000        4.2345e+019   3.13630524e-027    
   5.5000        4.8071e+019   2.87219325e-027    
   5.5000        5.4572e+019   2.63008667e-027    
   5.5000        6.1951e+019   2.40845159e-027    
   5.5000        7.0328e+019   2.20581021e-027    
   5.5000        7.9838e+019   2.02073433e-027    
   5.5000        9.0634e+019   1.85184352e-027    
   5.5000        1.0289e+020   1.69780692e-027    
   5.5000        1.1680e+020   1.55734739e-027    
   5.5000        1.3260e+020   1.42924689e-027    
   5.5000        1.5053e+020   1.31235235e-027    
   5.5000        1.7088e+020   1.20558139e-027    
   5.5000        1.9399e+020   1.10792715e-027    
   5.5000        2.2022e+020   1.01846227e-027    
   5.5000        2.5000e+020   9.36341400e-028    
   5.6726        5.0000e+017   6.70336045e-026    
   5.6726        5.6761e+017   6.14799933e-026    
   5.6726        6.4437e+017   5.63956194e-026    
   5.6726        7.3150e+017   5.17400652e-026    
   5.6726        8.3041e+017   4.74762853e-026    
   5.6726        9.4270e+017   4.35703628e-026    
   5.6726        1.0702e+018   3.99912971e-026    
   5.6726        1.2149e+018   3.67108126e-026    
   5.6726        1.3792e+018   3.37031765e-026    
   5.6726        1.5657e+018   3.09450161e-026    
   5.6726        1.7774e+018   2.84151307e-026    
   5.6726        2.0177e+018   2.60942987e-026    
   5.6726        2.2906e+018   2.39650789e-026    
   5.6726        2.6003e+018   2.20116139e-026    
   5.6726        2.9519e+018   2.02194415e-026    
   5.6726        3.3511e+018   1.85753195e-026    
   5.6726        3.8042e+018   1.70670718e-026    
   5.6726        4.3186e+018   1.56834582e-026    
   5.6726        4.9026e+018   1.44140705e-026    
   5.6726        5.5656e+018   1.32492546e-026    
   5.6726        6.3182e+018   1.21800547e-026    
   5.6726        7.1725e+018   1.11981771e-026    
   5.6726        8.1424e+018   1.02959676e-026    
   5.6726        9.2434e+018   9.46639587e-027    
   5.6726        1.0493e+019   8.70304424e-027    
   5.6726        1.1912e+019   8.00009343e-027    
   5.6726        1.3523e+019   7.35230340e-027    
   5.6726        1.5352e+019   6.75498652e-027    
   5.6726        1.7428e+019   6.20397212e-027    
   5.6726        1.9784e+019   5.69556282e-027    
   5.6726        2.2460e+019   5.22648431e-027    
   5.6726        2.5497e+019   4.79383065e-027    
   5.6726        2.8944e+019   4.39500814e-027    
   5.6726        3.2858e+019   4.02768051e-027    
   5.6726        3.7301e+019   3.68971817e-027    
   5.6726        4.2345e+019   3.37915361e-027    
   5.6726        4.8071e+019   3.09414435e-027    
   5.6726        5.4572e+019   2.83294407e-027    
   5.6726        6.1951e+019   2.59388188e-027    
   5.6726        7.0328e+019   2.37534904e-027    
   5.6726        7.9838e+019   2.17579201e-027    
   5.6726        9.0634e+019   1.99371073e-027    
   5.6726        1.0289e+020   1.82766048e-027    
   5.6726        1.1680e+020   1.67625637e-027    
   5.6726        1.3260e+020   1.53817907e-027    
   5.6726        1.5053e+020   1.41218103e-027    
   5.6726        1.7088e+020   1.29709249e-027    
   5.6726        1.9399e+020   1.19182654e-027    
   5.6726        2.2022e+020   1.09538321e-027    
   5.6726        2.5000e+020   1.00685196e-027    
   5.8506        5.0000e+017   7.25180086e-026    
   5.8506        5.6761e+017   6.65014800e-026    
   5.8506        6.4437e+017   6.09937237e-026    
   5.8506        7.3150e+017   5.59509051e-026    
   5.8506        8.3041e+017   5.13328484e-026    
   5.8506        9.4270e+017   4.71027710e-026    
   5.8506        1.0702e+018   4.32270542e-026    
   5.8506        1.2149e+018   3.96750349e-026    
   5.8506        1.3792e+018   3.64188073e-026    
   5.8506        1.5657e+018   3.34330241e-026    
   5.8506        1.7774e+018   3.06946927e-026    
   5.8506        2.0177e+018   2.81829645e-026    
   5.8506        2.2906e+018   2.58789203e-026    
   5.8506        2.6003e+018   2.37653573e-026    
   5.8506        2.9519e+018   2.18265843e-026    
   5.8506        3.3511e+018   2.00482331e-026    
   5.8506        3.8042e+018   1.84170919e-026    
   5.8506        4.3186e+018   1.69209653e-026    
   5.8506        4.9026e+018   1.55485617e-026    
   5.8506        5.5656e+018   1.42894096e-026    
   5.8506        6.3182e+018   1.31337976e-026    
   5.8506        7.1725e+018   1.20727346e-026    
   5.8506        8.1424e+018   1.10979252e-026    
   5.8506        9.2434e+018   1.02017526e-026    
   5.8506        1.0493e+019   9.37726571e-027    
   5.8506        1.1912e+019   8.61816260e-027    
   5.8506        1.3523e+019   7.91876944e-027    
   5.8506        1.5352e+019   7.27401046e-027    
   5.8506        1.7428e+019   6.67936899e-027    
   5.8506        1.9784e+019   6.13083974e-027    
   5.8506        2.2460e+019   5.62487401e-027    
   5.8506        2.5497e+019   5.15832045e-027    
   5.8506        2.8944e+019   4.72836436e-027    
   5.8506        3.2858e+019   4.33246861e-027    
   5.8506        3.7301e+019   3.96831910e-027    
   5.8506        4.2345e+019   3.63377692e-027    
   5.8506        4.8071e+019   3.32683874e-027    
   5.8506        5.4572e+019   3.04560600e-027    
   5.8506        6.1951e+019   2.78826283e-027    
   5.8506        7.0328e+019   2.55306204e-027    
   5.8506        7.9838e+019   2.33831776e-027    
   5.8506        9.0634e+019   2.14240366e-027    
   5.8506        1.0289e+020   1.96375504e-027    
   5.8506        1.1680e+020   1.80087353e-027    
   5.8506        1.3260e+020   1.65233328e-027    
   5.8506        1.5053e+020   1.51678749e-027    
   5.8506        1.7088e+020   1.39297467e-027    
   5.8506        1.9399e+020   1.27972400e-027    
   5.8506        2.2022e+020   1.17595944e-027    
   5.8506        2.5000e+020   1.08070229e-027    
   6.0342        5.0000e+017   7.82966028e-026    
   6.0342        5.6761e+017   7.17915124e-026    
   6.0342        6.4437e+017   6.58369634e-026    
   6.0342        7.3150e+017   6.03855105e-026    
   6.0342        8.3041e+017   5.53936692e-026    
   6.0342        9.4270e+017   5.08216289e-026    
   6.0342        1.0702e+018   4.66330040e-026    
   6.0342        1.2149e+018   4.27946081e-026    
   6.0342        1.3792e+018   3.92762386e-026    
   6.0342        1.5657e+018   3.60504612e-026    
   6.0342        1.7774e+018   3.30923887e-026    
   6.0342        2.0177e+018   3.03794525e-026    
   6.0342        2.2906e+018   2.78911709e-026    
   6.0342        2.6003e+018   2.56089182e-026    
   6.0342        2.9519e+018   2.35157039e-026    
   6.0342        3.3511e+018   2.15959693e-026    
   6.0342        3.8042e+018   1.98354079e-026    
   6.0342        4.3186e+018   1.82208143e-026    
   6.0342        4.9026e+018   1.67399637e-026    
   6.0342        5.5656e+018   1.53815211e-026    
   6.0342        6.3182e+018   1.41349767e-026    
   6.0342        7.1725e+018   1.29906034e-026    
   6.0342        8.1424e+018   1.19394287e-026    
   6.0342        9.2434e+018   1.09732171e-026    
   6.0342        1.0493e+019   1.00844541e-026    
   6.0342        1.1912e+019   9.26632867e-027    
   6.0342        1.3523e+019   8.51270905e-027    
   6.0342        1.5352e+019   7.81810970e-027    
   6.0342        1.7428e+019   7.17764856e-027    
   6.0342        1.9784e+019   6.58699498e-027    
   6.0342        2.2460e+019   6.04231025e-027    
   6.0342        2.5497e+019   5.54018347e-027    
   6.0342        2.8944e+019   5.07756610e-027    
   6.0342        3.2858e+019   4.65170845e-027    
   6.0342        3.7301e+019   4.26010109e-027    
   6.0342        4.2345e+019   3.90042372e-027    
   6.0342        4.8071e+019   3.57050280e-027    
   6.0342        5.4572e+019   3.26827878e-027    
   6.0342        6.1951e+019   2.99178266e-027    
   6.0342        7.0328e+019   2.73912104e-027    
   6.0342        7.9838e+019   2.50846851e-027    
   6.0342        9.0634e+019   2.29806571e-027    
   6.0342        1.0289e+020   2.10622162e-027    
   6.0342        1.1680e+020   1.93131863e-027    
   6.0342        1.3260e+020   1.77181897e-027    
   6.0342        1.5053e+020   1.62627170e-027    
   6.0342        1.7088e+020   1.49331920e-027    
   6.0342        1.9399e+020   1.37170278e-027    
   6.0342        2.2022e+020   1.26026686e-027    
   6.0342        2.5000e+020   1.15796147e-027    
   6.2236        5.0000e+017   8.43893235e-026    
   6.2236        5.6761e+017   7.73678870e-026    
   6.2236        6.4437e+017   7.09412053e-026    
   6.2236        7.3150e+017   6.50580095e-026    
   6.2236        8.3041e+017   5.96713112e-026    
   6.2236        9.4270e+017   5.47380930e-026    
   6.2236        1.0702e+018   5.02190389e-026    
   6.2236        1.2149e+018   4.60782899e-026    
   6.2236        1.3792e+018   4.22832108e-026    
   6.2236        1.5657e+018   3.88041562e-026    
   6.2236        1.7774e+018   3.56142317e-026    
   6.2236        2.0177e+018   3.26890467e-026    
   6.2236        2.2906e+018   3.00064634e-026    
   6.2236        2.6003e+018   2.75463486e-026    
   6.2236        2.9519e+018   2.52903351e-026    
   6.2236        3.3511e+018   2.32216029e-026    
   6.2236        3.8042e+018   2.13246860e-026    
   6.2236        4.3186e+018   1.95853097e-026    
   6.2236        4.9026e+018   1.79902611e-026    
   6.2236        5.5656e+018   1.65272914e-026    
   6.2236        6.3182e+018   1.51850465e-026    
   6.2236        7.1725e+018   1.39530203e-026    
   6.2236        8.1424e+018   1.28215251e-026    
   6.2236        9.2434e+018   1.17816707e-026    
   6.2236        1.0493e+019   1.08253474e-026    
   6.2236        1.1912e+019   9.94520588e-027    
   6.2236        1.3523e+019   9.13463009e-027    
   6.2236        1.5352e+019   8.38770114e-027    
   6.2236        1.7428e+019   7.69915034e-027    
   6.2236        1.9784e+019   7.06430259e-027    
   6.2236        2.2460e+019   6.47901197e-027    
   6.2236        2.5497e+019   5.93959252e-027    
   6.2236        2.8944e+019   5.44274780e-027    
   6.2236        3.2858e+019   4.98550266e-027    
   6.2236        3.7301e+019   4.56514060e-027    
   6.2236        4.2345e+019   4.17914900e-027    
   6.2236        4.8071e+019   3.82517404e-027    
   6.2236        5.4572e+019   3.50098578e-027    
   6.2236        6.1951e+019   3.20445328e-027    
   6.2236        7.0328e+019   2.93352876e-027    
   6.2236        7.9838e+019   2.68623962e-027    
   6.2236        9.0634e+019   2.46068637e-027    
   6.2236        1.0289e+020   2.25504511e-027    
   6.2236        1.1680e+020   2.06757289e-027    
   6.2236        1.3260e+020   1.89661453e-027    
   6.2236        1.5053e+020   1.74060989e-027    
   6.2236        1.7088e+020   1.59810070e-027    
   6.2236        1.9399e+020   1.46773635e-027    
   6.2236        2.2022e+020   1.34827815e-027    
   6.2236        2.5000e+020   1.23860177e-027    
   6.4189        5.0000e+017   9.07858713e-026    
   6.4189        5.6761e+017   8.32213515e-026    
   6.4189        6.4437e+017   7.62981444e-026    
   6.4189        7.3150e+017   6.99609534e-026    
   6.4189        8.3041e+017   6.41590995e-026    
   6.4189        9.4270e+017   5.88461873e-026    
   6.4189        1.0702e+018   5.39798141e-026    
   6.4189        1.2149e+018   4.95213053e-026    
   6.4189        1.3792e+018   4.54354625e-026    
   6.4189        1.5657e+018   4.16903112e-026    
   6.4189        1.7774e+018   3.82568414e-026    
   6.4189        2.0177e+018   3.51087423e-026    
   6.4189        2.2906e+018   3.22221310e-026    
   6.4189        2.6003e+018   2.95752854e-026    
   6.4189        2.9519e+018   2.71483874e-026    
   6.4189        3.3511e+018   2.49232881e-026    
   6.4189        3.8042e+018   2.28832995e-026    
   6.4189        4.3186e+018   2.10130206e-026    
   6.4189        4.9026e+018   1.92981981e-026    
   6.4189        5.5656e+018   1.77256210e-026    
   6.4189        6.3182e+018   1.62830464e-026    
   6.4189        7.1725e+018   1.49591488e-026    
   6.4189        8.1424e+018   1.37434876e-026    
   6.4189        9.2434e+018   1.26264842e-026    
   6.4189        1.0493e+019   1.15994029e-026    
   6.4189        1.1912e+019   1.06543278e-026    
   6.4189        1.3523e+019   9.78413351e-027    
   6.4189        1.5352e+019   8.98244510e-027    
   6.4189        1.7428e+019   8.24358680e-027    
   6.4189        1.9784e+019   7.56252075e-027    
   6.4189        2.2460e+019   6.93477732e-027    
   6.4189        2.5497e+019   6.35638062e-027    
   6.4189        2.8944e+019   5.82377276e-027    
   6.4189        3.2858e+019   5.33374084e-027    
   6.4189        3.7301e+019   4.88334989e-027    
   6.4189        4.2345e+019   4.46988454e-027    
   6.4189        4.8071e+019   4.09080095e-027    
   6.4189        5.4572e+019   3.74368971e-027    
   6.4189        6.1951e+019   3.42624945e-027    
   6.4189        7.0328e+019   3.13627012e-027    
   6.4189        7.9838e+019   2.87162450e-027    
   6.4189        9.0634e+019   2.63026607e-027    
   6.4189        1.0289e+020   2.41023167e-027    
   6.4189        1.1680e+020   2.20964713e-027    
   6.4189        1.3260e+020   2.02673442e-027    
   6.4189        1.5053e+020   1.85981933e-027    
   6.4189        1.7088e+020   1.70733852e-027    
   6.4189        1.9399e+020   1.56784554e-027    
   6.4189        2.2022e+020   1.44001509e-027    
