SEQ='N '     NUCCHG=18                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  94468457.0   NPRNTI= 4   NPRNTF=12
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   149       1.70E-17  1.20E-17  7.57E-18  5.33E-18  3.73E-18  2.29E-18  1.55E-18  1.00E-18  5.09E-19  2.74E-19
             1.33E-19  4.45E-20  1.78E-20  6.79E-21  1.81E-21  6.51E-22  2.33E-22  5.92E-23  2.10E-23
   166       1.27E-15  8.97E-16  5.68E-16  4.02E-16  2.85E-16  1.82E-16  1.30E-16  9.18E-17  5.59E-17  3.59E-17
             2.10E-17  8.82E-18  4.07E-18  1.72E-18  5.04E-19  1.89E-19  6.91E-20  1.79E-20  6.37E-21
   168       2.94E-18  2.08E-18  1.31E-18  9.23E-19  6.49E-19  4.02E-19  2.75E-19  1.81E-19  9.46E-20  5.20E-20
             2.57E-20  8.74E-21  3.53E-21  1.35E-21  3.62E-22  1.30E-22  4.66E-23  1.19E-23  4.20E-24
   169       1.34E-17  9.51E-18  6.04E-18  4.30E-18  3.09E-18  2.04E-18  1.54E-18  1.22E-18  9.62E-19  8.30E-19
             7.07E-19  5.29E-19  3.90E-19  2.63E-19  1.35E-19  7.40E-20  3.72E-20  1.35E-20  5.84E-21
   170       4.33E-13  3.06E-13  1.94E-13  1.37E-13  9.69E-14  6.14E-14  4.35E-14  3.09E-14  1.96E-14  1.38E-14
             9.65E-15  5.80E-15  3.79E-15  2.35E-15  1.13E-15  6.00E-16  2.96E-16  1.06E-16  4.53E-17
   172       2.77E-13  1.96E-13  1.24E-13  8.77E-14  6.21E-14  3.94E-14  2.80E-14  1.99E-14  1.27E-14  9.02E-15
             6.33E-15  3.83E-15  2.51E-15  1.56E-15  7.53E-16  3.99E-16  1.97E-16  7.03E-17  3.02E-17
   175       1.68E-12  1.18E-12  7.49E-13  5.29E-13  3.74E-13  2.36E-13  1.66E-13  1.17E-13  7.13E-14  4.76E-14
             3.02E-14  1.49E-14  7.98E-15  3.92E-15  1.36E-15  5.63E-16  2.22E-16  6.13E-17  2.25E-17
   176       1.07E-12  7.57E-13  4.79E-13  3.38E-13  2.39E-13  1.51E-13  1.07E-13  7.51E-14  4.62E-14  3.10E-14
             1.98E-14  9.82E-15  5.26E-15  2.59E-15  8.98E-16  3.73E-16  1.47E-16  4.06E-17  1.49E-17
   179       2.02E-17  1.43E-17  9.09E-18  6.48E-18  4.65E-18  3.08E-18  2.32E-18  1.82E-18  1.38E-18  1.11E-18
             8.48E-19  5.07E-19  3.00E-19  1.58E-19  5.83E-20  2.49E-20  9.99E-21  2.80E-21  1.03E-21
   180       2.98E-12  2.10E-12  1.33E-12  9.35E-13  6.57E-13  4.07E-13  2.79E-13  1.86E-13  1.01E-13  5.88E-14
             3.15E-14  1.20E-14  5.27E-15  2.16E-15  6.13E-16  2.27E-16  8.26E-17  2.13E-17  7.57E-18
   187       1.87E-12  1.32E-12  8.35E-13  5.89E-13  4.14E-13  2.57E-13  1.76E-13  1.18E-13  6.46E-14  3.79E-14
             2.04E-14  7.82E-15  3.44E-15  1.41E-15  4.01E-16  1.49E-16  5.41E-17  1.39E-17  4.96E-18
   188       2.81E-12  1.98E-12  1.25E-12  8.74E-13  6.08E-13  3.67E-13  2.42E-13  1.51E-13  7.20E-14  3.69E-14
             1.72E-14  5.50E-15  2.16E-15  8.12E-16  2.14E-16  7.69E-17  2.74E-17  6.97E-18  2.47E-18
   190       1.50E-12  1.05E-12  6.60E-13  4.60E-13  3.15E-13  1.83E-13  1.15E-13  6.67E-14  2.81E-14  1.30E-14
             5.50E-15  1.59E-15  5.95E-16  2.16E-16  5.58E-17  1.98E-17  7.04E-18  1.78E-18  6.31E-19
   191       9.98E-13  7.03E-13  4.40E-13  3.06E-13  2.10E-13  1.22E-13  7.66E-14  4.45E-14  1.87E-14  8.66E-15
             3.67E-15  1.06E-15  3.97E-16  1.44E-16  3.72E-17  1.32E-17  4.69E-18  1.19E-18  4.21E-19
   192       1.86E-12  1.31E-12  8.25E-13  5.78E-13  4.02E-13  2.43E-13  1.60E-13  9.99E-14  4.77E-14  2.45E-14
             1.14E-14  3.65E-15  1.43E-15  5.39E-16  1.42E-16  5.11E-17  1.82E-17  4.63E-18  1.64E-18
   284       2.58E-13  1.83E-13  1.16E-13  8.17E-14  5.78E-14  3.66E-14  2.59E-14  1.84E-14  1.16E-14  8.10E-15
             5.61E-15  3.34E-15  2.17E-15  1.34E-15  6.44E-16  3.40E-16  1.68E-16  5.97E-17  2.57E-17
   285       1.67E-13  1.18E-13  7.46E-14  5.28E-14  3.74E-14  2.37E-14  1.68E-14  1.19E-14  7.57E-15  5.32E-15
             3.70E-15  2.21E-15  1.44E-15  8.92E-16  4.28E-16  2.27E-16  1.12E-16  3.98E-17  1.71E-17
   286       9.94E-13  7.03E-13  4.44E-13  3.14E-13  2.22E-13  1.40E-13  9.87E-14  6.90E-14  4.21E-14  2.79E-14
             1.77E-14  8.69E-15  4.63E-15  2.27E-15  7.86E-16  3.26E-16  1.28E-16  3.54E-17  1.30E-17
   287       3.75E-16  2.65E-16  1.69E-16  1.20E-16  8.67E-17  5.75E-17  4.35E-17  3.39E-17  2.50E-17  1.93E-17
             1.39E-17  7.82E-18  4.46E-18  2.29E-18  8.24E-19  3.48E-19  1.39E-19  3.86E-20  1.42E-20
   289       6.41E-13  4.53E-13  2.87E-13  2.03E-13  1.43E-13  9.06E-14  6.39E-14  4.49E-14  2.75E-14  1.83E-14
             1.16E-14  5.74E-15  3.07E-15  1.51E-15  5.21E-16  2.16E-16  8.53E-17  2.35E-17  8.64E-18
   293       1.87E-12  1.32E-12  8.36E-13  5.89E-13  4.13E-13  2.56E-13  1.75E-13  1.17E-13  6.32E-14  3.68E-14
             1.96E-14  7.48E-15  3.28E-15  1.34E-15  3.80E-16  1.41E-16  5.12E-17  1.32E-17  4.70E-18
   299       1.19E-12  8.43E-13  5.32E-13  3.75E-13  2.63E-13  1.64E-13  1.12E-13  7.49E-14  4.09E-14  2.39E-14
             1.28E-14  4.90E-15  2.15E-15  8.82E-16  2.50E-16  9.29E-17  3.38E-17  8.70E-18  3.09E-18
   305       4.20E-16  2.97E-16  1.89E-16  1.34E-16  9.61E-17  6.27E-17  4.60E-17  3.39E-17  2.17E-17  1.43E-17
             8.51E-18  3.60E-18  1.66E-18  7.05E-19  2.06E-19  7.71E-20  2.82E-20  7.29E-21  2.60E-21
   306       2.09E-12  1.48E-12  9.29E-13  6.51E-13  4.53E-13  2.73E-13  1.80E-13  1.12E-13  5.35E-14  2.74E-14
             1.27E-14  4.07E-15  1.60E-15  6.00E-16  1.58E-16  5.68E-17  2.02E-17  5.14E-18  1.82E-18
   309       1.70E-12  1.20E-12  7.52E-13  5.24E-13  3.59E-13  2.09E-13  1.31E-13  7.60E-14  3.20E-14  1.48E-14
             6.26E-15  1.81E-15  6.76E-16  2.46E-16  6.34E-17  2.26E-17  8.00E-18  2.03E-18  7.18E-19
   310       1.14E-12  8.00E-13  5.01E-13  3.49E-13  2.39E-13  1.39E-13  8.72E-14  5.07E-14  2.13E-14  9.86E-15
             4.17E-15  1.21E-15  4.51E-16  1.64E-16  4.23E-17  1.50E-17  5.33E-18  1.35E-18  4.78E-19
   312       7.37E-13  5.18E-13  3.23E-13  2.22E-13  1.50E-13  8.31E-14  4.92E-14  2.65E-14  1.00E-14  4.29E-15
             1.71E-15  4.70E-16  1.71E-16  6.15E-17  1.57E-17  5.58E-18  1.98E-18  5.00E-19  1.77E-19
   313       4.91E-13  3.45E-13  2.15E-13  1.48E-13  9.98E-14  5.54E-14  3.28E-14  1.77E-14  6.68E-15  2.86E-15
             1.14E-15  3.13E-16  1.14E-16  4.10E-17  1.05E-17  3.72E-18  1.32E-18  3.33E-19  1.18E-19
   314       1.38E-12  9.77E-13  6.15E-13  4.31E-13  3.00E-13  1.81E-13  1.19E-13  7.44E-14  3.55E-14  1.82E-14
             8.46E-15  2.70E-15  1.06E-15  3.98E-16  1.05E-16  3.77E-17  1.34E-17  3.42E-18  1.21E-18
   371       4.19E-18  2.96E-18  1.88E-18  1.33E-18  9.44E-19  5.99E-19  4.21E-19  2.87E-19  1.57E-19  8.84E-20
             4.44E-20  1.52E-20  6.18E-21  2.37E-21  6.34E-22  2.29E-22  8.18E-23  2.08E-23  7.38E-24
   372       4.42E-17  3.13E-17  2.00E-17  1.43E-17  1.04E-17  7.10E-18  5.57E-18  4.58E-18  3.67E-18  3.01E-18
             2.28E-18  1.34E-18  7.79E-19  4.06E-19  1.47E-19  6.26E-20  2.50E-20  6.99E-21  2.58E-21
   380       7.86E-17  5.57E-17  3.55E-17  2.54E-17  1.84E-17  1.24E-17  9.46E-18  7.37E-18  5.14E-18  3.59E-18
             2.23E-18  9.84E-19  4.64E-19  1.99E-19  5.86E-20  2.21E-20  8.09E-21  2.10E-21  7.47E-22
   415       6.10E-19  4.32E-19  2.75E-19  1.96E-19  1.41E-19  9.19E-20  6.71E-20  4.82E-20  2.83E-20  1.67E-20
             8.69E-21  3.08E-21  1.27E-21  4.90E-22  1.32E-22  4.76E-23  1.70E-23  4.34E-24  1.54E-24
   416       1.69E-13  1.19E-13  7.54E-14  5.33E-14  3.77E-14  2.38E-14  1.68E-14  1.19E-14  7.43E-15  5.17E-15
             3.55E-15  2.10E-15  1.36E-15  8.36E-16  4.00E-16  2.11E-16  1.04E-16  3.71E-17  1.59E-17
   417       1.09E-13  7.74E-14  4.89E-14  3.46E-14  2.45E-14  1.55E-14  1.10E-14  7.77E-15  4.88E-15  3.41E-15
             2.35E-15  1.39E-15  9.02E-16  5.56E-16  2.67E-16  1.41E-16  6.94E-17  2.47E-17  1.06E-17
   418       6.46E-13  4.56E-13  2.89E-13  2.04E-13  1.44E-13  9.08E-14  6.38E-14  4.45E-14  2.70E-14  1.78E-14
             1.12E-14  5.51E-15  2.93E-15  1.43E-15  4.95E-16  2.05E-16  8.08E-17  2.23E-17  8.18E-18
   419       4.19E-13  2.96E-13  1.87E-13  1.32E-13  9.35E-14  5.91E-14  4.16E-14  2.91E-14  1.77E-14  1.18E-14
             7.43E-15  3.65E-15  1.94E-15  9.51E-16  3.29E-16  1.36E-16  5.37E-17  1.48E-17  5.44E-18
   421       1.26E-12  8.88E-13  5.60E-13  3.95E-13  2.77E-13  1.71E-13  1.17E-13  7.77E-14  4.20E-14  2.44E-14
             1.30E-14  4.94E-15  2.16E-15  8.82E-16  2.50E-16  9.28E-17  3.37E-17  8.68E-18  3.09E-18
   422       8.06E-13  5.69E-13  3.59E-13  2.53E-13  1.78E-13  1.10E-13  7.56E-14  5.04E-14  2.74E-14  1.59E-14
             8.53E-15  3.25E-15  1.42E-15  5.83E-16  1.65E-16  6.13E-17  2.23E-17  5.74E-18  2.04E-18
   423       1.53E-12  1.08E-12  6.80E-13  4.77E-13  3.31E-13  2.00E-13  1.31E-13  8.18E-14  3.89E-14  1.99E-14
             9.23E-15  2.95E-15  1.15E-15  4.34E-16  1.14E-16  4.11E-17  1.46E-17  3.72E-18  1.32E-18
   424       1.50E-12  1.06E-12  6.62E-13  4.60E-13  3.16E-13  1.84E-13  1.15E-13  6.68E-14  2.81E-14  1.30E-14
             5.49E-15  1.59E-15  5.92E-16  2.16E-16  5.55E-17  1.98E-17  7.01E-18  1.78E-18  6.28E-19
   425       9.99E-13  7.04E-13  4.41E-13  3.07E-13  2.11E-13  1.22E-13  7.67E-14  4.45E-14  1.87E-14  8.65E-15
             3.66E-15  1.06E-15  3.95E-16  1.44E-16  3.70E-17  1.32E-17  4.67E-18  1.18E-18  4.19E-19
   426       1.03E-12  7.26E-13  4.52E-13  3.12E-13  2.10E-13  1.17E-13  6.90E-14  3.72E-14  1.40E-14  6.01E-15
             2.39E-15  6.58E-16  2.40E-16  8.62E-17  2.20E-17  7.81E-18  2.77E-18  7.00E-19  2.48E-19
   427       6.89E-13  4.84E-13  3.01E-13  2.08E-13  1.40E-13  7.77E-14  4.60E-14  2.48E-14  9.36E-15  4.01E-15
             1.60E-15  4.39E-16  1.60E-16  5.74E-17  1.47E-17  5.21E-18  1.84E-18  4.67E-19  1.65E-19
   428       1.01E-12  7.15E-13  4.50E-13  3.16E-13  2.20E-13  1.32E-13  8.71E-14  5.43E-14  2.58E-14  1.32E-14
             6.14E-15  1.96E-15  7.68E-16  2.89E-16  7.61E-17  2.73E-17  9.73E-18  2.47E-18  8.76E-19
   429       3.68E-13  2.58E-13  1.59E-13  1.08E-13  7.13E-14  3.75E-14  2.09E-14  1.05E-14  3.62E-15  1.47E-15
             5.62E-16  1.50E-16  5.40E-17  1.93E-17  4.91E-18  1.74E-18  6.15E-19  1.56E-19  5.51E-20
   430       2.45E-13  1.72E-13  1.06E-13  7.22E-14  4.75E-14  2.50E-14  1.39E-14  7.01E-15  2.41E-15  9.79E-16
             3.75E-16  1.00E-16  3.60E-17  1.29E-17  3.27E-18  1.16E-18  4.10E-19  1.04E-19  3.67E-20
   439       3.46E-19  2.46E-19  1.58E-19  1.15E-19  8.66E-20  6.45E-20  5.72E-20  5.63E-20  5.99E-20  6.13E-20
             5.82E-20  4.67E-20  3.51E-20  2.39E-20  1.24E-20  6.79E-21  3.43E-21  1.24E-21  5.38E-22
   440       1.17E-13  8.28E-14  5.24E-14  3.70E-14  2.62E-14  1.65E-14  1.16E-14  8.17E-15  5.07E-15  3.50E-15
             2.39E-15  1.40E-15  9.04E-16  5.56E-16  2.66E-16  1.40E-16  6.90E-17  2.45E-17  1.05E-17
   441       7.63E-14  5.40E-14  3.41E-14  2.41E-14  1.71E-14  1.08E-14  7.62E-15  5.36E-15  3.34E-15  2.31E-15
             1.58E-15  9.32E-16  6.01E-16  3.70E-16  1.77E-16  9.33E-17  4.60E-17  1.64E-17  7.02E-18
   442       4.47E-13  3.16E-13  2.00E-13  1.41E-13  9.96E-14  6.27E-14  4.39E-14  3.05E-14  1.84E-14  1.21E-14
             7.59E-15  3.70E-15  1.97E-15  9.61E-16  3.31E-16  1.37E-16  5.41E-17  1.49E-17  5.47E-18
   443       4.05E-19  2.88E-19  1.86E-19  1.36E-19  1.03E-19  7.75E-20  6.99E-20  6.94E-20  7.19E-20  6.90E-20
             5.85E-20  3.78E-20  2.30E-20  1.23E-20  4.58E-21  1.96E-21  7.91E-22  2.22E-22  8.20E-23
   444       2.91E-13  2.06E-13  1.30E-13  9.19E-14  6.49E-14  4.09E-14  2.88E-14  2.00E-14  1.21E-14  8.00E-15
             5.03E-15  2.46E-15  1.31E-15  6.39E-16  2.20E-16  9.14E-17  3.60E-17  9.93E-18  3.64E-18
   445       3.34E-17  2.38E-17  1.53E-17  1.11E-17  8.19E-18  5.85E-18  4.84E-18  4.21E-18  3.55E-18  2.94E-18
             2.22E-18  1.29E-18  7.42E-19  3.84E-19  1.38E-19  5.85E-20  2.34E-20  6.51E-21  2.40E-21
   446       8.87E-13  6.27E-13  3.95E-13  2.78E-13  1.95E-13  1.21E-13  8.22E-14  5.44E-14  2.93E-14  1.69E-14
             9.00E-15  3.41E-15  1.49E-15  6.09E-16  1.73E-16  6.39E-17  2.32E-17  5.98E-18  2.13E-18
   447       5.72E-13  4.04E-13  2.55E-13  1.80E-13  1.26E-13  7.81E-14  5.34E-14  3.54E-14  1.92E-14  1.11E-14
             5.93E-15  2.25E-15  9.86E-16  4.03E-16  1.14E-16  4.24E-17  1.54E-17  3.96E-18  1.41E-18
   448       1.14E-12  8.02E-13  5.05E-13  3.54E-13  2.46E-13  1.48E-13  9.71E-14  6.04E-14  2.87E-14  1.46E-14
             6.78E-15  2.16E-15  8.46E-16  3.18E-16  8.37E-17  3.00E-17  1.07E-17  2.72E-18  9.63E-19
   449       1.23E-12  8.66E-13  5.42E-13  3.78E-13  2.59E-13  1.50E-13  9.41E-14  5.46E-14  2.29E-14  1.06E-14
             4.47E-15  1.30E-15  4.83E-16  1.76E-16  4.53E-17  1.61E-17  5.71E-18  1.45E-18  5.12E-19
   450       8.19E-13  5.77E-13  3.62E-13  2.52E-13  1.73E-13  1.00E-13  6.28E-14  3.64E-14  1.53E-14  7.06E-15
             2.98E-15  8.64E-16  3.22E-16  1.17E-16  3.02E-17  1.07E-17  3.81E-18  9.65E-19  3.41E-19
   451       1.05E-12  7.37E-13  4.59E-13  3.16E-13  2.13E-13  1.18E-13  6.99E-14  3.77E-14  1.42E-14  6.09E-15
             2.42E-15  6.66E-16  2.43E-16  8.72E-17  2.23E-17  7.90E-18  2.80E-18  7.09E-19  2.51E-19
   452       6.98E-13  4.91E-13  3.06E-13  2.11E-13  1.42E-13  7.88E-14  4.66E-14  2.51E-14  9.48E-15  4.06E-15
             1.62E-15  4.44E-16  1.62E-16  5.81E-17  1.49E-17  5.27E-18  1.87E-18  4.72E-19  1.67E-19
   453       7.53E-13  5.32E-13  3.34E-13  2.34E-13  1.63E-13  9.82E-14  6.45E-14  4.01E-14  1.90E-14  9.72E-15
             4.51E-15  1.44E-15  5.63E-16  2.11E-16  5.57E-17  2.00E-17  7.12E-18  1.81E-18  6.41E-19
   454       6.13E-13  4.30E-13  2.65E-13  1.81E-13  1.19E-13  6.25E-14  3.48E-14  1.75E-14  6.03E-15  2.44E-15
             9.36E-16  2.50E-16  8.99E-17  3.21E-17  8.17E-18  2.89E-18  1.02E-18  2.59E-19  9.17E-20
   455       4.09E-13  2.87E-13  1.77E-13  1.20E-13  7.92E-14  4.17E-14  2.32E-14  1.17E-14  4.02E-15  1.63E-15
             6.24E-16  1.66E-16  6.00E-17  2.14E-17  5.45E-18  1.93E-18  6.83E-19  1.73E-19  6.11E-20
   456       1.86E-13  1.30E-13  7.92E-14  5.30E-14  3.39E-14  1.68E-14  8.83E-15  4.17E-15  1.34E-15  5.21E-16
             1.95E-16  5.10E-17  1.83E-17  6.50E-18  1.65E-18  5.84E-19  2.07E-19  5.23E-20  1.85E-20
   457       1.24E-13  8.64E-14  5.28E-14  3.53E-14  2.26E-14  1.12E-14  5.89E-15  2.78E-15  8.91E-16  3.48E-16
             1.30E-16  3.40E-17  1.22E-17  4.33E-18  1.10E-18  3.89E-19  1.38E-19  3.49E-20  1.23E-20
   458       3.95E-17  2.81E-17  1.80E-17  1.30E-17  9.60E-18  6.75E-18  5.42E-18  4.44E-18  3.24E-18  2.29E-18
             1.42E-18  6.23E-19  2.92E-19  1.25E-19  3.66E-20  1.37E-20  5.03E-21  1.30E-21  4.64E-22
   459       6.27E-19  4.45E-19  2.85E-19  2.05E-19  1.50E-19  1.03E-19  7.85E-20  5.91E-20  3.62E-20  2.17E-20
             1.14E-20  4.03E-21  1.65E-21  6.39E-22  1.72E-22  6.21E-23  2.22E-23  5.66E-24  2.01E-24
   460       2.43E-18  1.73E-18  1.13E-18  8.32E-19  6.40E-19  5.04E-19  4.70E-19  4.71E-19  4.72E-19  4.30E-19
             3.47E-19  2.12E-19  1.25E-19  6.57E-20  2.40E-20  1.02E-20  4.09E-21  1.14E-21  4.21E-22
   461       4.55E-18  3.25E-18  2.11E-18  1.56E-18  1.21E-18  9.47E-19  8.64E-19  8.20E-19  7.09E-19  5.50E-19
             3.65E-19  1.68E-19  8.07E-20  3.50E-20  1.04E-20  3.93E-21  1.44E-21  3.74E-22  1.33E-22
   462       2.74E-18  1.96E-18  1.29E-18  9.74E-19  7.77E-19  6.63E-19  6.60E-19  6.91E-19  6.94E-19  6.20E-19
             4.88E-19  2.89E-19  1.68E-19  8.73E-20  3.16E-20  1.34E-20  5.34E-21  1.49E-21  5.48E-22
   463       3.24E-18  2.32E-18  1.53E-18  1.16E-18  9.24E-19  7.82E-19  7.57E-19  7.44E-19  6.43E-19  4.91E-19
             3.19E-19  1.44E-19  6.82E-20  2.93E-20  8.64E-21  3.25E-21  1.19E-21  3.09E-22  1.10E-22
   464       6.39E-20  4.58E-20  3.02E-20  2.28E-20  1.81E-20  1.49E-20  1.37E-20  1.22E-20  8.83E-21  5.71E-21
             3.13E-21  1.14E-21  4.75E-22  1.85E-22  4.98E-23  1.80E-23  6.46E-24  1.65E-24  5.84E-25
   465       5.48E-20  4.02E-20  2.85E-20  2.42E-20  2.40E-20  3.23E-20  4.69E-20  6.67E-20  8.73E-20  8.80E-20
             7.46E-20  4.69E-20  2.80E-20  1.48E-20  5.42E-21  2.31E-21  9.24E-22  2.58E-22  9.52E-23
   466       1.73E-21  1.28E-21  9.22E-22  8.09E-22  8.56E-22  1.36E-21  2.35E-21  4.04E-21  6.80E-21  8.27E-21
             8.55E-21  7.21E-21  5.51E-21  3.78E-21  1.97E-21  1.08E-21  5.43E-22  1.97E-22  8.54E-23
   467       8.61E-20  6.37E-20  4.61E-20  4.05E-20  4.23E-20  6.05E-20  8.80E-20  1.19E-19  1.34E-19  1.16E-19
             8.11E-20  3.88E-20  1.89E-20  8.25E-21  2.46E-21  9.30E-22  3.42E-22  8.86E-23  3.16E-23
   468       1.03E-19  7.66E-20  5.58E-20  4.94E-20  5.19E-20  7.38E-20  1.06E-19  1.44E-19  1.74E-19  1.65E-19
             1.34E-19  8.10E-20  4.74E-20  2.47E-20  8.94E-21  3.79E-21  1.51E-21  4.22E-22  1.55E-22
   469       1.09E-19  8.10E-20  6.00E-20  5.45E-20  5.93E-20  8.66E-20  1.22E-19  1.55E-19  1.62E-19  1.32E-19
             8.89E-20  4.10E-20  1.96E-20  8.46E-21  2.50E-21  9.43E-22  3.46E-22  8.96E-23  3.19E-23


 -----------------------------------------
 PRTF= 4  TRMPRT= (5S)  SPNPRT= 5  NSYS= 2
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 4
   IREP
   ----
     2       2.99E-11  2.11E-11  1.33E-11  9.43E-12  6.66E-12  4.20E-12  2.95E-12  2.07E-12  1.27E-12  8.57E-13
             5.61E-13  2.98E-13  1.72E-13  9.38E-14  3.82E-14  1.82E-14  8.21E-15  2.69E-15  1.10E-15
     3       1.09E-11  7.67E-12  4.85E-12  3.42E-12  2.41E-12  1.51E-12  1.05E-12  7.22E-13  4.24E-13  2.73E-13
             1.67E-13  8.10E-14  4.40E-14  2.26E-14  8.72E-15  4.02E-15  1.78E-15  5.69E-16  2.31E-16
     4       7.78E-12  5.50E-12  3.47E-12  2.45E-12  1.72E-12  1.06E-12  7.30E-13  4.90E-13  2.74E-13  1.67E-13
             9.69E-14  4.36E-14  2.25E-14  1.11E-14  4.07E-15  1.82E-15  7.90E-16  2.48E-16  9.96E-17
     5       6.08E-12  4.29E-12  2.70E-12  1.90E-12  1.33E-12  8.13E-13  5.48E-13  3.57E-13  1.90E-13  1.11E-13
             6.15E-14  2.61E-14  1.30E-14  6.21E-15  2.22E-15  9.79E-16  4.18E-16  1.30E-16  5.18E-17
     6       5.01E-12  3.54E-12  2.22E-12  1.56E-12  1.08E-12  6.54E-13  4.32E-13  2.75E-13  1.40E-13  7.84E-14
             4.19E-14  1.70E-14  8.25E-15  3.86E-15  1.35E-15  5.88E-16  2.49E-16  7.66E-17  3.04E-17
     7       4.28E-12  3.02E-12  1.89E-12  1.32E-12  9.14E-13  5.43E-13  3.52E-13  2.18E-13  1.06E-13  5.79E-14
             3.00E-14  1.18E-14  5.60E-15  2.58E-15  8.85E-16  3.82E-16  1.61E-16  4.91E-17  1.95E-17
     8       3.74E-12  2.64E-12  1.65E-12  1.15E-12  7.87E-13  4.60E-13  2.93E-13  1.77E-13  8.34E-14  4.42E-14
             2.24E-14  8.55E-15  3.99E-15  1.81E-15  6.14E-16  2.63E-16  1.10E-16  3.34E-17  1.32E-17
     9       3.33E-12  2.34E-12  1.46E-12  1.01E-12  6.89E-13  3.96E-13  2.48E-13  1.46E-13  6.68E-14  3.46E-14
             1.72E-14  6.42E-15  2.95E-15  1.33E-15  4.45E-16  1.89E-16  7.88E-17  2.38E-17  9.39E-18
    10       3.00E-12  2.11E-12  1.31E-12  9.04E-13  6.11E-13  3.45E-13  2.12E-13  1.23E-13  5.45E-14  2.77E-14
             1.35E-14  4.95E-15  2.25E-15  1.00E-15  3.33E-16  1.41E-16  5.85E-17  1.76E-17  6.93E-18
    11       2.72E-12  1.91E-12  1.19E-12  8.15E-13  5.46E-13  3.03E-13  1.83E-13  1.04E-13  4.51E-14  2.26E-14
             1.08E-14  3.91E-15  1.76E-15  7.77E-16  2.56E-16  1.08E-16  4.46E-17  1.34E-17  5.26E-18
    12       2.50E-12  1.75E-12  1.08E-12  7.40E-13  4.91E-13  2.69E-13  1.60E-13  8.94E-14  3.79E-14  1.86E-14
             8.83E-15  3.14E-15  1.40E-15  6.16E-16  2.01E-16  8.47E-17  3.49E-17  1.04E-17  4.09E-18
    13       2.31E-12  1.62E-12  9.95E-13  6.76E-13  4.45E-13  2.40E-13  1.40E-13  7.73E-14  3.21E-14  1.56E-14
             7.31E-15  2.57E-15  1.14E-15  4.97E-16  1.62E-16  6.77E-17  2.78E-17  8.30E-18  3.25E-18
    14       2.14E-12  1.50E-12  9.19E-13  6.21E-13  4.06E-13  2.15E-13  1.24E-13  6.74E-14  2.75E-14  1.32E-14
             6.12E-15  2.13E-15  9.38E-16  4.07E-16  1.32E-16  5.49E-17  2.25E-17  6.70E-18  2.62E-18
    15       2.01E-12  1.40E-12  8.56E-13  5.75E-13  3.72E-13  1.94E-13  1.11E-13  5.93E-14  2.38E-14  1.13E-14
             5.19E-15  1.79E-15  7.83E-16  3.38E-16  1.09E-16  4.53E-17  1.85E-17  5.49E-18  2.14E-18
    16       1.88E-12  1.31E-12  7.99E-13  5.34E-13  3.43E-13  1.76E-13  9.91E-14  5.24E-14  2.07E-14  9.74E-15
             4.44E-15  1.52E-15  6.60E-16  2.84E-16  9.10E-17  3.78E-17  1.54E-17  4.56E-18  1.78E-18
    17       1.67E-12  1.16E-12  6.99E-13  4.61E-13  2.91E-13  1.46E-13  8.00E-14  4.14E-14  1.59E-14  7.38E-15
             3.32E-15  1.12E-15  4.83E-16  2.06E-16  6.56E-17  2.71E-17  1.10E-17  3.25E-18  1.26E-18
    18       1.50E-12  1.04E-12  6.19E-13  4.04E-13  2.51E-13  1.22E-13  6.59E-14  3.35E-14  1.26E-14  5.76E-15
             2.56E-15  8.52E-16  3.65E-16  1.55E-16  4.90E-17  2.02E-17  8.17E-18  2.40E-18  9.26E-19
    19       1.36E-12  9.38E-13  5.54E-13  3.57E-13  2.18E-13  1.04E-13  5.50E-14  2.74E-14  1.02E-14  4.59E-15
             2.02E-15  6.65E-16  2.83E-16  1.19E-16  3.76E-17  1.54E-17  6.23E-18  1.83E-18  7.08E-19
    20       1.19E-12  8.13E-13  4.73E-13  3.00E-13  1.79E-13  8.27E-14  4.28E-14  2.09E-14  7.56E-15  3.37E-15
             1.46E-15  4.76E-16  2.01E-16  8.43E-17  2.63E-17  1.08E-17  4.34E-18  1.27E-18  4.90E-19
    21       1.01E-12  6.87E-13  3.92E-13  2.42E-13  1.41E-13  6.28E-14  3.17E-14  1.51E-14  5.34E-15  2.34E-15
             1.00E-15  3.22E-16  1.35E-16  5.61E-17  1.74E-17  7.08E-18  2.84E-18  8.29E-19  3.19E-19
    22       8.25E-13  5.51E-13  3.04E-13  1.83E-13  1.03E-13  4.36E-14  2.13E-14  9.90E-15  3.40E-15  1.46E-15
             6.20E-16  1.96E-16  8.11E-17  3.35E-17  1.03E-17  4.16E-18  1.66E-18  4.83E-19  1.86E-19
    23       7.30E-13  4.82E-13  2.61E-13  1.53E-13  8.47E-14  3.50E-14  1.68E-14  7.72E-15  2.61E-15  1.11E-15
             4.68E-16  1.46E-16  6.05E-17  2.48E-17  7.59E-18  3.06E-18  1.22E-18  3.54E-19  1.36E-19
    24       6.19E-13  4.03E-13  2.12E-13  1.21E-13  6.51E-14  2.60E-14  1.23E-14  5.52E-15  1.83E-15  7.74E-16
