SEQ='B '     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  83257501.5   NPRNTI= 4   NPRNTF=10
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   528       2.03E-13  1.43E-13  9.05E-14  6.39E-14  4.50E-14  2.82E-14  1.96E-14  1.34E-14  7.85E-15  5.02E-15
             3.04E-15  1.40E-15  7.16E-16  3.37E-16  1.11E-16  4.51E-17  1.75E-17  4.74E-18  1.73E-18
   529       4.11E-16  2.90E-16  1.83E-16  1.28E-16  8.86E-17  5.31E-17  3.47E-17  2.14E-17  1.01E-17  5.10E-18
             2.35E-18  7.45E-19  2.90E-19  1.09E-19  2.86E-20  1.03E-20  3.65E-21  9.28E-22  3.29E-22
   530       4.88E-16  3.44E-16  2.17E-16  1.52E-16  1.05E-16  6.30E-17  4.11E-17  2.54E-17  1.19E-17  6.06E-18
             2.79E-18  8.84E-19  3.45E-19  1.29E-19  3.40E-20  1.22E-20  4.34E-21  1.10E-21  3.90E-22
   535       3.03E-13  2.14E-13  1.35E-13  9.54E-14  6.72E-14  4.21E-14  2.92E-14  2.01E-14  1.18E-14  7.52E-15
             4.55E-15  2.11E-15  1.07E-15  5.05E-16  1.67E-16  6.77E-17  2.62E-17  7.12E-18  2.59E-18
   540       1.01E-13  7.14E-14  4.51E-14  3.18E-14  2.24E-14  1.40E-14  9.76E-15  6.70E-15  3.93E-15  2.51E-15
             1.52E-15  7.03E-16  3.58E-16  1.69E-16  5.59E-17  2.26E-17  8.75E-18  2.38E-18  8.66E-19
   541       9.90E-14  7.00E-14  4.42E-14  3.12E-14  2.20E-14  1.38E-14  9.57E-15  6.57E-15  3.85E-15  2.46E-15
             1.49E-15  6.91E-16  3.52E-16  1.66E-16  5.49E-17  2.22E-17  8.60E-18  2.34E-18  8.52E-19
   542       2.00E-13  1.41E-13  8.93E-14  6.30E-14  4.44E-14  2.78E-14  1.93E-14  1.33E-14  7.80E-15  4.99E-15
             3.02E-15  1.40E-15  7.14E-16  3.36E-16  1.11E-16  4.50E-17  1.74E-17  4.74E-18  1.73E-18
   543       3.27E-13  2.31E-13  1.46E-13  1.03E-13  7.20E-14  4.44E-14  3.02E-14  1.99E-14  1.06E-14  6.05E-15
             3.17E-15  1.18E-15  5.07E-16  2.04E-16  5.71E-17  2.10E-17  7.61E-18  1.95E-18  6.94E-19
   544       4.36E-13  3.08E-13  1.94E-13  1.37E-13  9.58E-14  5.91E-14  4.02E-14  2.65E-14  1.41E-14  8.07E-15
             4.23E-15  1.57E-15  6.76E-16  2.72E-16  7.62E-17  2.81E-17  1.01E-17  2.61E-18  9.26E-19
   545       2.18E-13  1.54E-13  9.70E-14  6.83E-14  4.79E-14  2.95E-14  2.01E-14  1.32E-14  7.06E-15  4.04E-15
             2.12E-15  7.86E-16  3.38E-16  1.36E-16  3.81E-17  1.40E-17  5.08E-18  1.30E-18  4.63E-19
   546       1.09E-13  7.68E-14  4.84E-14  3.41E-14  2.39E-14  1.47E-14  1.00E-14  6.61E-15  3.53E-15  2.02E-15
             1.06E-15  3.93E-16  1.69E-16  6.82E-17  1.91E-17  7.02E-18  2.54E-18  6.52E-19  2.32E-19
   547       2.13E-13  1.50E-13  9.47E-14  6.67E-14  4.68E-14  2.89E-14  1.96E-14  1.30E-14  6.91E-15  3.96E-15
             2.08E-15  7.71E-16  3.32E-16  1.34E-16  3.74E-17  1.38E-17  4.98E-18  1.28E-18  4.55E-19
   548       3.20E-13  2.26E-13  1.43E-13  1.00E-13  7.05E-14  4.35E-14  2.96E-14  1.95E-14  1.04E-14  5.98E-15
             3.14E-15  1.17E-15  5.02E-16  2.02E-16  5.66E-17  2.08E-17  7.54E-18  1.94E-18  6.88E-19
   549       2.08E-13  1.47E-13  9.24E-14  6.48E-14  4.50E-14  2.71E-14  1.78E-14  1.10E-14  5.23E-15  2.66E-15
             1.23E-15  3.91E-16  1.53E-16  5.72E-17  1.51E-17  5.40E-18  1.92E-18  4.89E-19  1.73E-19
   550       3.12E-13  2.20E-13  1.39E-13  9.72E-14  6.75E-14  4.06E-14  2.67E-14  1.66E-14  7.84E-15  3.99E-15
             1.85E-15  5.87E-16  2.29E-16  8.59E-17  2.26E-17  8.11E-18  2.89E-18  7.34E-19  2.60E-19
   551       4.16E-13  2.94E-13  1.85E-13  1.30E-13  9.00E-14  5.42E-14  3.55E-14  2.21E-14  1.05E-14  5.32E-15
             2.46E-15  7.82E-16  3.06E-16  1.15E-16  3.01E-17  1.08E-17  3.85E-18  9.78E-19  3.46E-19
   552       5.20E-13  3.67E-13  2.31E-13  1.62E-13  1.12E-13  6.77E-14  4.44E-14  2.76E-14  1.31E-14  6.66E-15
             3.08E-15  9.78E-16  3.82E-16  1.43E-16  3.77E-17  1.35E-17  4.81E-18  1.22E-18  4.33E-19
   553       3.11E-13  2.19E-13  1.38E-13  9.67E-14  6.72E-14  4.04E-14  2.65E-14  1.65E-14  7.82E-15  3.98E-15
             1.84E-15  5.85E-16  2.29E-16  8.57E-17  2.25E-17  8.08E-18  2.88E-18  7.32E-19  2.59E-19
   554       2.65E-13  1.87E-13  1.17E-13  8.16E-14  5.59E-14  3.25E-14  2.03E-14  1.18E-14  4.95E-15  2.29E-15
             9.67E-16  2.80E-16  1.04E-16  3.80E-17  9.78E-18  3.48E-18  1.23E-18  3.13E-19  1.11E-19
   555       3.54E-13  2.49E-13  1.56E-13  1.09E-13  7.46E-14  4.33E-14  2.71E-14  1.57E-14  6.61E-15  3.05E-15
             1.29E-15  3.73E-16  1.39E-16  5.06E-17  1.30E-17  4.64E-18  1.64E-18  4.17E-19  1.47E-19
   556       4.42E-13  3.12E-13  1.95E-13  1.36E-13  9.32E-14  5.42E-14  3.39E-14  1.97E-14  8.26E-15  3.81E-15
             1.61E-15  4.66E-16  1.74E-16  6.33E-17  1.63E-17  5.80E-18  2.06E-18  5.21E-19  1.84E-19
   557       3.54E-13  2.49E-13  1.56E-13  1.09E-13  7.46E-14  4.33E-14  2.71E-14  1.57E-14  6.61E-15  3.05E-15
             1.29E-15  3.73E-16  1.39E-16  5.06E-17  1.30E-17  4.64E-18  1.64E-18  4.17E-19  1.47E-19
   558       4.42E-13  3.12E-13  1.95E-13  1.36E-13  9.32E-14  5.42E-14  3.39E-14  1.97E-14  8.26E-15  3.81E-15
             1.61E-15  4.66E-16  1.74E-16  6.33E-17  1.63E-17  5.80E-18  2.06E-18  5.21E-19  1.84E-19
   559       5.31E-13  3.74E-13  2.34E-13  1.63E-13  1.12E-13  6.50E-14  4.07E-14  2.36E-14  9.91E-15  4.58E-15
             1.93E-15  5.60E-16  2.09E-16  7.59E-17  1.96E-17  6.96E-18  2.47E-18  6.25E-19  2.21E-19
   560       4.14E-13  2.92E-13  1.84E-13  1.29E-13  8.96E-14  5.39E-14  3.54E-14  2.20E-14  1.04E-14  5.31E-15
             2.46E-15  7.81E-16  3.05E-16  1.14E-16  3.01E-17  1.08E-17  3.84E-18  9.76E-19  3.46E-19
   561       2.47E-13  1.74E-13  1.08E-13  7.45E-14  5.01E-14  2.78E-14  1.65E-14  8.88E-15  3.35E-15  1.43E-15
             5.71E-16  1.57E-16  5.72E-17  2.06E-17  5.25E-18  1.86E-18  6.60E-19  1.67E-19  5.91E-20
   562       3.09E-13  2.17E-13  1.35E-13  9.31E-14  6.27E-14  3.48E-14  2.06E-14  1.11E-14  4.19E-15  1.79E-15
             7.14E-16  1.96E-16  7.15E-17  2.57E-17  6.56E-18  2.33E-18  8.24E-19  2.09E-19  7.38E-20
   563       3.70E-13  2.60E-13  1.62E-13  1.12E-13  7.52E-14  4.18E-14  2.47E-14  1.33E-14  5.02E-15  2.15E-15
             8.57E-16  2.35E-16  8.58E-17  3.08E-17  7.88E-18  2.79E-18  9.89E-19  2.51E-19  8.86E-20
   564       3.09E-13  2.17E-13  1.35E-13  9.31E-14  6.27E-14  3.48E-14  2.06E-14  1.11E-14  4.19E-15  1.79E-15
             7.14E-16  1.96E-16  7.15E-17  2.57E-17  6.56E-18  2.33E-18  8.24E-19  2.09E-19  7.38E-20
   565       3.70E-13  2.60E-13  1.62E-13  1.12E-13  7.52E-14  4.18E-14  2.47E-14  1.33E-14  5.02E-15  2.15E-15
             8.57E-16  2.35E-16  8.58E-17  3.08E-17  7.88E-18  2.79E-18  9.89E-19  2.51E-19  8.86E-20
   566       4.32E-13  3.04E-13  1.89E-13  1.30E-13  8.78E-14  4.87E-14  2.88E-14  1.55E-14  5.86E-15  2.51E-15
             9.99E-16  2.75E-16  1.00E-16  3.60E-17  9.19E-18  3.26E-18  1.15E-18  2.92E-19  1.03E-19
   567       1.53E-13  1.07E-13  6.62E-14  4.50E-14  2.96E-14  1.56E-14  8.68E-15  4.37E-15  1.50E-15  6.09E-16
             2.33E-16  6.22E-17  2.24E-17  8.00E-18  2.04E-18  7.22E-19  2.55E-19  6.46E-20  2.29E-20
   568       1.83E-13  1.29E-13  7.94E-14  5.40E-14  3.55E-14  1.87E-14  1.04E-14  5.24E-15  1.80E-15  7.31E-16
             2.80E-16  7.47E-17  2.69E-17  9.60E-18  2.44E-18  8.66E-19  3.06E-19  7.76E-20  2.74E-20
   569       2.14E-13  1.50E-13  9.26E-14  6.30E-14  4.14E-14  2.18E-14  1.22E-14  6.11E-15  2.10E-15  8.53E-16
             3.27E-16  8.71E-17  3.14E-17  1.12E-17  2.85E-18  1.01E-18  3.57E-19  9.05E-20  3.20E-20
   570       1.83E-13  1.29E-13  7.94E-14  5.40E-14  3.55E-14  1.87E-14  1.04E-14  5.24E-15  1.80E-15  7.31E-16
             2.80E-16  7.47E-17  2.69E-17  9.60E-18  2.44E-18  8.66E-19  3.06E-19  7.76E-20  2.74E-20
   571       2.14E-13  1.50E-13  9.26E-14  6.30E-14  4.14E-14  2.18E-14  1.22E-14  6.11E-15  2.10E-15  8.53E-16
             3.27E-16  8.71E-17  3.14E-17  1.12E-17  2.85E-18  1.01E-18  3.57E-19  9.05E-20  3.20E-20
   572       2.45E-13  1.72E-13  1.06E-13  7.20E-14  4.74E-14  2.49E-14  1.39E-14  6.98E-15  2.41E-15  9.75E-16
             3.73E-16  9.96E-17  3.59E-17  1.28E-17  3.26E-18  1.15E-18  4.09E-19  1.03E-19  3.66E-20
   573       4.81E-14  3.36E-14  2.05E-14  1.37E-14  8.79E-15  4.36E-15  2.29E-15  1.08E-15  3.47E-16  1.35E-16
             5.05E-17  1.32E-17  4.73E-18  1.68E-18  4.28E-19  1.51E-19  5.36E-20  1.36E-20  4.79E-21
   574       5.61E-14  3.92E-14  2.40E-14  1.60E-14  1.03E-14  5.08E-15  2.67E-15  1.26E-15  4.04E-16  1.58E-16
             5.89E-17  1.54E-17  5.52E-18  1.96E-18  4.99E-19  1.77E-19  6.25E-20  1.58E-20  5.59E-21
   575       6.42E-14  4.48E-14  2.74E-14  1.83E-14  1.17E-14  5.81E-15  3.05E-15  1.44E-15  4.62E-16  1.80E-16
             6.73E-17  1.76E-17  6.31E-18  2.25E-18  5.70E-19  2.02E-19  7.14E-20  1.81E-20  6.39E-21
   576       5.61E-14  3.92E-14  2.40E-14  1.60E-14  1.03E-14  5.08E-15  2.67E-15  1.26E-15  4.04E-16  1.58E-16
             5.89E-17  1.54E-17  5.52E-18  1.96E-18  4.99E-19  1.77E-19  6.25E-20  1.58E-20  5.59E-21
   577       6.42E-14  4.48E-14  2.74E-14  1.83E-14  1.17E-14  5.81E-15  3.05E-15  1.44E-15  4.62E-16  1.80E-16
             6.73E-17  1.76E-17  6.31E-18  2.25E-18  5.70E-19  2.02E-19  7.14E-20  1.81E-20  6.39E-21
   578       7.22E-14  5.04E-14  3.08E-14  2.06E-14  1.32E-14  6.54E-15  3.43E-15  1.62E-15  5.20E-16  2.03E-16
             7.57E-17  1.98E-17  7.10E-18  2.53E-18  6.42E-19  2.27E-19  8.03E-20  2.03E-20  7.19E-21
   580       1.96E-16  1.39E-16  8.79E-17  6.23E-17  4.42E-17  2.81E-17  2.00E-17  1.41E-17  8.88E-18  6.14E-18
             4.17E-18  2.39E-18  1.49E-18  8.86E-19  4.03E-19  2.05E-19  9.77E-20  3.36E-20  1.41E-20
   582       2.56E-17  1.81E-17  1.14E-17  8.09E-18  5.73E-18  3.62E-18  2.55E-18  1.78E-18  1.07E-18  6.93E-19
             4.25E-19  1.99E-19  1.02E-19  4.83E-20  1.60E-20  6.49E-21  2.52E-21  6.84E-22  2.49E-22
   583       4.61E-16  3.26E-16  2.06E-16  1.46E-16  1.03E-16  6.54E-17  4.61E-17  3.21E-17  1.93E-17  1.25E-17
             7.68E-18  3.60E-18  1.84E-18  8.72E-19  2.90E-19  1.17E-19  4.54E-20  1.24E-20  4.50E-21
   584       1.04E-16  7.35E-17  4.65E-17  3.29E-17  2.33E-17  1.47E-17  1.04E-17  7.24E-18  4.34E-18  2.82E-18
             1.73E-18  8.11E-19  4.16E-19  1.97E-19  6.53E-20  2.65E-20  1.02E-20  2.79E-21  1.02E-21
   585       2.50E-16  1.77E-16  1.12E-16  7.93E-17  5.61E-17  3.55E-17  2.51E-17  1.75E-17  1.05E-17  6.84E-18
             4.20E-18  1.97E-18  1.01E-18  4.78E-19  1.59E-19  6.43E-20  2.49E-20  6.77E-21  2.47E-21
   586       5.19E-16  3.67E-16  2.32E-16  1.64E-16  1.16E-16  7.38E-17  5.20E-17  3.64E-17  2.19E-17  1.42E-17
             8.74E-18  4.10E-18  2.10E-18  9.95E-19  3.31E-19  1.34E-19  5.19E-20  1.41E-20  5.14E-21
   588       4.73E-16  3.35E-16  2.11E-16  1.49E-16  1.05E-16  6.55E-17  4.51E-17  3.02E-17  1.64E-17  9.52E-18
             5.04E-18  1.89E-18  8.17E-19  3.30E-19  9.26E-20  3.41E-20  1.24E-20  3.17E-21  1.13E-21
   589       1.98E-16  1.40E-16  8.82E-17  6.22E-17  4.38E-17  2.73E-17  1.88E-17  1.26E-17  6.86E-18  3.98E-18
             2.11E-18  7.91E-19  3.42E-19  1.38E-19  3.87E-20  1.43E-20  5.17E-21  1.33E-21  4.72E-22
   590       5.01E-17  3.54E-17  2.24E-17  1.58E-17  1.11E-17  6.94E-18  4.78E-18  3.20E-18  1.74E-18  1.01E-18
             5.36E-19  2.01E-19  8.69E-20  3.51E-20  9.84E-21  3.63E-21  1.31E-21  3.37E-22  1.20E-22
   591       2.94E-18  2.08E-18  1.31E-18  9.28E-19  6.54E-19  4.08E-19  2.81E-19  1.88E-19  1.02E-19  5.94E-20
             3.15E-20  1.18E-20  5.10E-21  2.06E-21  5.78E-22  2.13E-22  7.72E-23  1.98E-23  7.05E-24
   592       4.09E-16  2.89E-16  1.83E-16  1.29E-16  9.08E-17  5.66E-17  3.90E-17  2.61E-17  1.42E-17  8.26E-18
             4.38E-18  1.64E-18  7.11E-19  2.87E-19  8.05E-20  2.97E-20  1.07E-20  2.76E-21  9.81E-22
   593       8.42E-16  5.95E-16  3.76E-16  2.66E-16  1.87E-16  1.17E-16  8.05E-17  5.39E-17  2.94E-17  1.71E-17
             9.06E-18  3.40E-18  1.47E-18  5.94E-19  1.67E-19  6.15E-20  2.22E-20  5.71E-21  2.03E-21
   594       1.26E-15  8.90E-16  5.62E-16  3.97E-16  2.80E-16  1.75E-16  1.20E-16  8.08E-17  4.41E-17  2.56E-17
             1.36E-17  5.11E-18  2.21E-18  8.93E-19  2.50E-19  9.23E-20  3.34E-20  8.58E-21  3.05E-21
   595       7.82E-17  5.52E-17  3.48E-17  2.44E-17  1.71E-17  1.04E-17  6.89E-18  4.34E-18  2.09E-18  1.08E-18
             5.02E-19  1.61E-19  6.29E-20  2.36E-20  6.22E-21  2.23E-21  7.95E-22  2.02E-22  7.16E-23
   596       1.04E-16  7.31E-17  4.61E-17  3.24E-17  2.26E-17  1.37E-17  9.12E-18  5.75E-18  2.77E-18  1.43E-18
             6.65E-19  2.13E-19  8.33E-20  3.13E-20  8.24E-21  2.96E-21  1.05E-21  2.68E-22  9.48E-23
   597       2.50E-16  1.77E-16  1.12E-16  7.89E-17  5.56E-17  3.47E-17  2.39E-17  1.61E-17  8.77E-18  5.10E-18
             2.71E-18  1.02E-18  4.40E-19  1.78E-19  4.99E-20  1.84E-20  6.65E-21  1.71E-21  6.07E-22
   598       1.08E-16  7.62E-17  4.80E-17  3.38E-17  2.36E-17  1.43E-17  9.51E-18  5.99E-18  2.89E-18  1.49E-18
             6.94E-19  2.22E-19  8.70E-20  3.27E-20  8.60E-21  3.09E-21  1.10E-21  2.79E-22  9.89E-23
   600       7.32E-17  5.17E-17  3.26E-17  2.29E-17  1.60E-17  9.73E-18  6.45E-18  4.07E-18  1.96E-18  1.01E-18
             4.71E-19  1.51E-19  5.90E-20  2.22E-20  5.84E-21  2.10E-21  7.46E-22  1.90E-22  6.72E-23
   601       1.03E-16  7.31E-17  4.60E-17  3.23E-17  2.26E-17  1.37E-17  9.12E-18  5.75E-18  2.77E-18  1.43E-18
             6.66E-19  2.13E-19  8.34E-20  3.13E-20  8.26E-21  2.96E-21  1.06E-21  2.68E-22  9.50E-23
   602       1.99E-16  1.40E-16  8.84E-17  6.21E-17  4.34E-17  2.64E-17  1.75E-17  1.10E-17  5.32E-18  2.74E-18
             1.28E-18  4.09E-19  1.60E-19  6.02E-20  1.59E-20  5.69E-21  2.03E-21  5.16E-22  1.83E-22
   634       1.86E-16  1.31E-16  8.28E-17  5.82E-17  4.06E-17  2.47E-17  1.64E-17  1.04E-17  4.99E-18  2.57E-18
             1.20E-18  3.84E-19  1.51E-19  5.65E-20  1.49E-20  5.34E-21  1.90E-21  4.84E-22  1.71E-22
   645       8.35E-17  5.90E-17  3.72E-17  2.61E-17  1.82E-17  1.11E-17  7.37E-18  4.65E-18  2.24E-18  1.16E-18
             5.39E-19  1.73E-19  6.76E-20  2.54E-20  6.69E-21  2.40E-21  8.55E-22  2.17E-22  7.70E-23
   646       5.80E-20  4.13E-20  2.68E-20  1.97E-20  1.49E-20  1.13E-20  9.87E-21  9.07E-21  8.09E-21  7.02E-21
             5.68E-21  3.82E-21  2.58E-21  1.60E-21  7.57E-22  3.92E-22  1.89E-22  6.56E-23  2.77E-23
   647       2.91E-20  2.07E-20  1.34E-20  9.87E-21  7.49E-21  5.66E-21  4.95E-21  4.55E-21  4.06E-21  3.53E-21
             2.86E-21  1.92E-21  1.29E-21  8.06E-22  3.80E-22  1.97E-22  9.51E-23  3.30E-23  1.39E-23
   648       6.48E-19  4.62E-19  2.99E-19  2.20E-19  1.67E-19  1.27E-19  1.10E-19  1.00E-19  8.47E-20  6.82E-20
             4.93E-20  2.67E-20  1.47E-20  7.25E-21  2.50E-21  1.03E-21  4.03E-22  1.10E-22  4.03E-23
   649       4.34E-19  3.09E-19  2.01E-19  1.47E-19  1.12E-19  8.49E-20  7.41E-20  6.71E-20  5.68E-20  4.58E-20
             3.31E-20  1.79E-20  9.85E-21  4.87E-21  1.68E-21  6.91E-22  2.71E-22  7.42E-23  2.71E-23
   650       2.24E-19  1.60E-19  1.03E-19  7.60E-20  5.78E-20  4.38E-20  3.82E-20  3.46E-20  2.93E-20  2.36E-20
             1.71E-20  9.25E-21  5.08E-21  2.51E-21  8.66E-22  3.57E-22  1.40E-22  3.83E-23  1.40E-23
   651       2.55E-19  1.82E-19  1.18E-19  8.68E-20  6.60E-20  5.00E-20  4.37E-20  3.96E-20  3.36E-20  2.71E-20
             1.96E-20  1.06E-20  5.82E-21  2.88E-21  9.92E-22  4.09E-22  1.60E-22  4.38E-23  1.60E-23
   652       2.98E-19  2.13E-19  1.38E-19  1.01E-19  7.72E-20  5.85E-20  5.12E-20  4.65E-20  3.95E-20  3.19E-20
             2.31E-20  1.25E-20  6.88E-21  3.40E-21  1.17E-21  4.83E-22  1.89E-22  5.18E-23  1.90E-23
   653       7.03E-19  5.01E-19  3.24E-19  2.38E-19  1.81E-19  1.35E-19  1.15E-19  9.85E-20  7.36E-20  5.17E-20
             3.16E-20  1.34E-20  6.15E-21  2.58E-21  7.42E-22  2.76E-22  1.01E-22  2.60E-23  9.24E-24
   654       1.13E-18  8.08E-19  5.23E-19  3.84E-19  2.92E-19  2.18E-19  1.85E-19  1.59E-19  1.19E-19  8.35E-20
             5.11E-20  2.17E-20  9.92E-21  4.16E-21  1.20E-21  4.46E-22  1.63E-22  4.19E-23  1.49E-23
   655       3.43E-19  2.45E-19  1.59E-19  1.16E-19  8.83E-20  6.60E-20  5.61E-20  4.82E-20  3.60E-20  2.53E-20
             1.55E-20  6.57E-21  3.01E-21  1.26E-21  3.63E-22  1.35E-22  4.93E-23  1.27E-23  4.52E-24
   656       4.46E-19  3.18E-19  2.06E-19  1.51E-19  1.15E-19  8.57E-20  7.29E-20  6.26E-20  4.68E-20  3.29E-20
             2.01E-20  8.53E-21  3.91E-21  1.64E-21  4.72E-22  1.76E-22  6.40E-23  1.65E-23  5.87E-24
   658       2.38E-20  1.70E-20  1.10E-20  8.10E-21  6.15E-21  4.61E-21  3.92E-21  3.38E-21  2.53E-21  1.78E-21
             1.09E-21  4.64E-22  2.12E-22  8.90E-23  2.57E-23  9.56E-24  3.48E-24  8.98E-25  3.20E-25
   659       3.58E-20  2.55E-20  1.65E-20  1.21E-20  9.06E-21  6.57E-21  5.30E-21  4.18E-21  2.65E-21  1.60E-21
             8.37E-22  2.95E-22  1.20E-22  4.63E-23  1.24E-23  4.47E-24  1.60E-24  4.07E-25  1.44E-25
   660       4.32E-20  3.08E-20  1.99E-20  1.45E-20  1.09E-20  7.91E-21  6.39E-21  5.03E-21  3.19E-21  1.93E-21
             1.01E-21  3.55E-22  1.45E-22  5.58E-23  1.49E-23  5.39E-24  1.93E-24  4.91E-25  1.74E-25
   661       5.92E-21  4.27E-21  2.86E-21  2.22E-21  1.86E-21  1.74E-21  1.84E-21  2.00E-21  2.05E-21  1.87E-21
             1.56E-21  1.06E-21  7.19E-22  4.48E-22  2.12E-22  1.10E-22  5.29E-23  1.84E-23  7.75E-24
   663       6.46E-20  4.67E-20  3.14E-20  2.45E-20  2.06E-20  1.95E-20  2.07E-20  2.21E-20  2.15E-20  1.83E-20
             1.36E-20  7.48E-21  4.13E-21  2.05E-21  7.08E-22  2.92E-22  1.14E-22  3.13E-23  1.15E-23
   664       4.36E-20  3.15E-20  2.12E-20  1.65E-20  1.39E-20  1.32E-20  1.40E-20  1.50E-20  1.46E-20  1.24E-20
             9.20E-21  5.07E-21  2.80E-21  1.39E-21  4.80E-22  1.98E-22  7.74E-23  2.12E-23  7.76E-24
   665       2.22E-20  1.61E-20  1.08E-20  8.42E-21  7.11E-21  6.73E-21  7.15E-21  7.65E-21  7.44E-21  6.33E-21
             4.70E-21  2.59E-21  1.43E-21  7.09E-22  2.45E-22  1.01E-22  3.95E-23  1.08E-23  3.96E-24
   666       2.56E-20  1.85E-20  1.25E-20  9.71E-21  8.21E-21  7.77E-21  8.26E-21  8.85E-21  8.61E-21  7.33E-21
             5.44E-21  3.00E-21  1.66E-21  8.22E-22  2.84E-22  1.17E-22  4.58E-23  1.26E-23  4.59E-24
   667       2.96E-20  2.14E-20  1.44E-20  1.12E-20  9.51E-21  9.04E-21  9.63E-21  1.03E-20  1.01E-20  8.59E-21
             6.38E-21  3.52E-21  1.94E-21  9.65E-22  3.33E-22  1.37E-22  5.38E-23  1.47E-23  5.39E-24
   668       6.99E-20  5.05E-20  3.40E-20  2.66E-20  2.25E-20  2.11E-20  2.18E-20  2.21E-20  1.89E-20  1.40E-20
             8.85E-21  3.83E-21  1.77E-21  7.43E-22  2.15E-22  8.01E-23  2.92E-23  7.52E-24  2.68E-24
   669       1.13E-19  8.18E-20  5.51E-20  4.31E-20  3.64E-20  3.42E-20  3.54E-20  3.58E-20  3.07E-20  2.28E-20
             1.44E-20  6.22E-21  2.87E-21  1.21E-21  3.49E-22  1.30E-22  4.74E-23  1.22E-23  4.35E-24
   670       3.42E-20  2.47E-20  1.67E-20  1.30E-20  1.10E-20  1.03E-20  1.07E-20  1.08E-20  9.28E-21  6.89E-21
             4.34E-21  1.88E-21  8.66E-22  3.65E-22  1.05E-22  3.93E-23  1.43E-23  3.69E-24  1.31E-24
   671       4.40E-20  3.18E-20  2.14E-20  1.67E-20  1.41E-20  1.33E-20  1.37E-20  1.39E-20  1.19E-20  8.85E-21
             5.58E-21  2.41E-21  1.11E-21  4.69E-22  1.35E-22  5.05E-23  1.84E-23  4.75E-24  1.69E-24

                                                                                     --------------------------
                                                                                     PRTF= 2  LVLPRT= (3P  0.0)
   ILREP
   -----
     4       3.56E-13  2.52E-13  1.59E-13  1.13E-13  7.96E-14  5.04E-14  3.56E-14  2.52E-14  1.59E-14  1.12E-14
             7.76E-15  4.59E-15  2.93E-15  1.77E-15  8.15E-16  4.18E-16  2.00E-16  6.91E-17  2.91E-17
     5       2.64E-12  1.87E-12  1.18E-12  8.33E-13  5.88E-13  3.70E-13  2.59E-13  1.80E-13  1.08E-13  7.01E-14
             4.33E-14  2.05E-14  1.06E-14  5.04E-15  1.68E-15  6.84E-16  2.65E-16  7.22E-17  2.63E-17
     6       2.69E-12  1.90E-12  1.20E-12  8.45E-13  5.93E-13  3.67E-13  2.50E-13  1.66E-13  8.95E-14  5.16E-14
             2.73E-14  1.02E-14  4.43E-15  1.79E-15  5.02E-16  1.85E-16  6.70E-17  1.72E-17  6.12E-18
     7       1.07E-13  7.53E-14  4.76E-14  3.37E-14  2.38E-14  1.51E-14  1.07E-14  7.53E-15  4.74E-15  3.31E-15
             2.28E-15  1.33E-15  8.44E-16  5.05E-16  2.31E-16  1.18E-16  5.66E-17  1.95E-17  8.20E-18
     8       8.74E-13  6.18E-13  3.91E-13  2.76E-13  1.95E-13  1.23E-13  8.58E-14  5.95E-14  3.57E-14  2.32E-14
             1.43E-14  6.76E-15  3.49E-15  1.65E-15  5.51E-16  2.24E-16  8.68E-17  2.36E-17  8.61E-18
     9       1.22E-12  8.64E-13  5.45E-13  3.84E-13  2.69E-13  1.67E-13  1.14E-13  7.55E-14  4.08E-14  2.35E-14
             1.25E-14  4.67E-15  2.02E-15  8.16E-16  2.29E-16  8.43E-17  3.05E-17  7.84E-18  2.79E-18
    10       4.34E-14  3.07E-14  1.93E-14  1.35E-14  9.40E-15  5.67E-15  3.73E-15  2.32E-15  1.11E-15  5.67E-16
             2.63E-16  8.40E-17  3.29E-17  1.23E-17  3.25E-18  1.17E-18  4.15E-19  1.06E-19  3.74E-20
    11       3.15E-14  2.23E-14  1.41E-14  9.96E-15  7.04E-15  4.45E-15  3.14E-15  2.21E-15  1.38E-15  9.58E-16
             6.52E-16  3.77E-16  2.37E-16  1.41E-16  6.42E-17  3.27E-17  1.56E-17  5.38E-18  2.26E-18
    12       1.73E-13  1.22E-13  7.72E-14  5.45E-14  3.85E-14  2.42E-14  1.69E-14  1.17E-14  6.98E-15  4.52E-15
             2.77E-15  1.30E-15  6.68E-16  3.16E-16  1.05E-16  4.26E-17  1.65E-17  4.49E-18  1.64E-18
    13       3.58E-13  2.53E-13  1.60E-13  1.12E-13  7.89E-14  4.88E-14  3.33E-14  2.21E-14  1.19E-14  6.85E-15
             3.61E-15  1.35E-15  5.83E-16  2.35E-16  6.60E-17  2.43E-17  8.80E-18  2.26E-18  8.03E-19
    14       2.06E-14  1.45E-14  9.13E-15  6.40E-15  4.45E-15  2.68E-15  1.76E-15  1.10E-15  5.23E-16  2.67E-16
             1.24E-16  3.95E-17  1.54E-17  5.79E-18  1.53E-18  5.47E-19  1.95E-19  4.95E-20  1.75E-20
    16       9.21E-15  6.51E-15  4.12E-15  2.91E-15  2.06E-15  1.30E-15  9.12E-16  6.40E-16  3.96E-16  2.71E-16
