SEQ='B '     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  83257501.5   NPRNTI= 4   NPRNTF=10
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   341       6.00E-15  4.24E-15  2.67E-15  1.87E-15  1.30E-15  7.86E-16  5.18E-16  3.24E-16  1.55E-16  7.95E-17
             3.70E-17  1.18E-17  4.62E-18  1.73E-18  4.57E-19  1.64E-19  5.84E-20  1.48E-20  5.25E-21
   343       2.60E-15  1.83E-15  1.16E-15  8.21E-16  5.81E-16  3.67E-16  2.59E-16  1.82E-16  1.10E-16  7.25E-17
             4.50E-17  2.14E-17  1.10E-17  5.24E-18  1.75E-18  7.09E-19  2.75E-19  7.48E-20  2.73E-20
   346       1.57E-15  1.11E-15  7.01E-16  4.94E-16  3.48E-16  2.16E-16  1.49E-16  9.97E-17  5.45E-17  3.17E-17
             1.69E-17  6.37E-18  2.76E-18  1.12E-18  3.14E-19  1.16E-19  4.19E-20  1.08E-20  3.83E-21
   348       1.52E-18  1.07E-18  6.77E-19  4.78E-19  3.36E-19  2.09E-19  1.44E-19  9.63E-20  5.27E-20  3.07E-20
             1.63E-20  6.16E-21  2.67E-21  1.08E-21  3.04E-22  1.12E-22  4.06E-23  1.04E-23  3.71E-24
   350       8.85E-15  6.25E-15  3.95E-15  2.79E-15  1.96E-15  1.22E-15  8.40E-16  5.63E-16  3.08E-16  1.80E-16
             9.57E-17  3.61E-17  1.56E-17  6.34E-18  1.78E-18  6.57E-19  2.38E-19  6.11E-20  2.17E-20
   351       4.23E-15  2.99E-15  1.89E-15  1.33E-15  9.37E-16  5.84E-16  4.02E-16  2.70E-16  1.48E-16  8.62E-17
             4.60E-17  1.74E-17  7.53E-18  3.05E-18  8.57E-19  3.16E-19  1.14E-19  2.94E-20  1.04E-20
   354       6.50E-16  4.59E-16  2.89E-16  2.03E-16  1.41E-16  8.57E-17  5.67E-17  3.57E-17  1.72E-17  8.87E-18
             4.14E-18  1.33E-18  5.21E-19  1.96E-19  5.16E-20  1.85E-20  6.59E-21  1.68E-21  5.93E-22
   356       1.71E-15  1.20E-15  7.58E-16  5.32E-16  3.71E-16  2.25E-16  1.49E-16  9.38E-17  4.52E-17  2.33E-17
             1.09E-17  3.49E-18  1.37E-18  5.14E-19  1.36E-19  4.86E-20  1.73E-20  4.40E-21  1.56E-21
   360       2.63E-15  1.86E-15  1.17E-15  8.20E-16  5.72E-16  3.47E-16  2.30E-16  1.44E-16  6.97E-17  3.59E-17
             1.68E-17  5.38E-18  2.11E-18  7.93E-19  2.09E-19  7.50E-20  2.67E-20  6.79E-21  2.40E-21
   362       7.58E-16  5.35E-16  3.37E-16  2.36E-16  1.65E-16  1.00E-16  6.62E-17  4.17E-17  2.01E-17  1.04E-17
             4.85E-18  1.55E-18  6.09E-19  2.29E-19  6.04E-20  2.17E-20  7.72E-21  1.96E-21  6.94E-22
   399       3.50E-13  2.47E-13  1.56E-13  1.10E-13  7.80E-14  4.92E-14  3.46E-14  2.42E-14  1.49E-14  1.02E-14
             6.87E-15  3.91E-15  2.44E-15  1.44E-15  6.54E-16  3.33E-16  1.59E-16  5.45E-17  2.29E-17
   401       4.25E-13  3.00E-13  1.90E-13  1.34E-13  9.44E-14  5.92E-14  4.13E-14  2.84E-14  1.68E-14  1.08E-14
             6.55E-15  3.04E-15  1.56E-15  7.33E-16  2.43E-16  9.84E-17  3.81E-17  1.03E-17  3.77E-18
   402       7.75E-15  5.48E-15  3.47E-15  2.45E-15  1.73E-15  1.10E-15  7.75E-16  5.46E-16  3.40E-16  2.34E-16
             1.58E-16  9.07E-17  5.67E-17  3.36E-17  1.53E-17  7.78E-18  3.71E-18  1.28E-18  5.37E-19
   403       8.48E-13  5.99E-13  3.79E-13  2.67E-13  1.89E-13  1.18E-13  8.25E-14  5.69E-14  3.36E-14  2.16E-14
             1.31E-14  6.11E-15  3.12E-15  1.47E-15  4.88E-16  1.98E-16  7.66E-17  2.08E-17  7.58E-18
   404       8.89E-13  6.28E-13  3.96E-13  2.79E-13  1.96E-13  1.21E-13  8.24E-14  5.45E-14  2.92E-14  1.67E-14
             8.80E-15  3.28E-15  1.41E-15  5.69E-16  1.59E-16  5.87E-17  2.12E-17  5.45E-18  1.94E-18
   405       8.03E-15  5.68E-15  3.59E-15  2.53E-15  1.79E-15  1.13E-15  7.87E-16  5.45E-16  3.24E-16  2.09E-16
             1.28E-16  5.97E-17  3.05E-17  1.44E-17  4.79E-18  1.94E-18  7.51E-19  2.04E-19  7.44E-20
   406       1.33E-12  9.41E-13  5.94E-13  4.18E-13  2.93E-13  1.81E-13  1.24E-13  8.18E-14  4.38E-14  2.52E-14
             1.32E-14  4.93E-15  2.13E-15  8.57E-16  2.40E-16  8.84E-17  3.20E-17  8.21E-18  2.92E-18
   408       2.27E-18  1.60E-18  1.01E-18  7.16E-19  5.06E-19  3.18E-19  2.23E-19  1.54E-19  9.18E-20  5.94E-20
             3.63E-20  1.70E-20  8.69E-21  4.10E-21  1.36E-21  5.52E-22  2.14E-22  5.81E-23  2.12E-23
   409       9.12E-15  6.45E-15  4.08E-15  2.88E-15  2.03E-15  1.28E-15  8.97E-16  6.22E-16  3.70E-16  2.39E-16
             1.46E-16  6.85E-17  3.51E-17  1.66E-17  5.50E-18  2.23E-18  8.63E-19  2.35E-19  8.55E-20
   410       5.88E-15  4.16E-15  2.63E-15  1.86E-15  1.31E-15  8.25E-16  5.78E-16  4.01E-16  2.39E-16  1.55E-16
             9.46E-17  4.42E-17  2.27E-17  1.07E-17  3.55E-18  1.44E-18  5.58E-19  1.52E-19  5.53E-20
   411       1.26E-12  8.87E-13  5.58E-13  3.91E-13  2.72E-13  1.64E-13  1.08E-13  6.71E-14  3.19E-14  1.63E-14
             7.53E-15  2.40E-15  9.36E-16  3.51E-16  9.24E-17  3.31E-17  1.18E-17  3.00E-18  1.06E-18
   412       1.67E-12  1.18E-12  7.44E-13  5.21E-13  3.63E-13  2.19E-13  1.44E-13  8.94E-14  4.24E-14  2.17E-14
             1.00E-14  3.19E-15  1.25E-15  4.68E-16  1.23E-16  4.42E-17  1.57E-17  4.00E-18  1.42E-18
   413       1.30E-12  9.13E-13  5.72E-13  3.98E-13  2.73E-13  1.59E-13  9.94E-14  5.77E-14  2.43E-14  1.12E-14
             4.74E-15  1.37E-15  5.12E-16  1.86E-16  4.80E-17  1.71E-17  6.06E-18  1.53E-18  5.43E-19
   414       1.62E-12  1.14E-12  7.15E-13  4.97E-13  3.41E-13  1.98E-13  1.24E-13  7.21E-14  3.03E-14  1.40E-14
             5.93E-15  1.72E-15  6.40E-16  2.33E-16  6.00E-17  2.13E-17  7.57E-18  1.92E-18  6.79E-19
   415       9.13E-13  6.42E-13  4.00E-13  2.75E-13  1.85E-13  1.03E-13  6.10E-14  3.29E-14  1.24E-14  5.31E-15
             2.12E-15  5.82E-16  2.12E-16  7.62E-17  1.95E-17  6.90E-18  2.44E-18  6.19E-19  2.19E-19
   416       1.10E-12  7.70E-13  4.79E-13  3.30E-13  2.23E-13  1.24E-13  7.32E-14  3.95E-14  1.49E-14  6.38E-15
             2.54E-15  6.98E-16  2.54E-16  9.14E-17  2.33E-17  8.28E-18  2.93E-18  7.43E-19  2.63E-19
   417       3.30E-13  2.32E-13  1.43E-13  9.72E-14  6.40E-14  3.37E-14  1.88E-14  9.44E-15  3.25E-15  1.32E-15
             5.04E-16  1.35E-16  4.85E-17  1.73E-17  4.40E-18  1.56E-18  5.52E-19  1.40E-19  4.94E-20
   418       3.85E-13  2.70E-13  1.67E-13  1.13E-13  7.46E-14  3.93E-14  2.19E-14  1.10E-14  3.79E-15  1.54E-15
             5.89E-16  1.57E-16  5.66E-17  2.02E-17  5.14E-18  1.82E-18  6.44E-19  1.63E-19  5.76E-20
   419       1.81E-14  1.28E-14  8.06E-15  5.68E-15  3.99E-15  2.47E-15  1.69E-15  1.12E-15  6.05E-16  3.49E-16
             1.84E-16  6.88E-17  2.97E-17  1.20E-17  3.36E-18  1.24E-18  4.48E-19  1.15E-19  4.08E-20
   421       5.91E-15  4.17E-15  2.63E-15  1.86E-15  1.30E-15  8.09E-16  5.53E-16  3.67E-16  1.98E-16  1.14E-16
             6.04E-17  2.26E-17  9.74E-18  3.93E-18  1.10E-18  4.06E-19  1.47E-19  3.77E-20  1.34E-20
   424       2.80E-14  1.98E-14  1.25E-14  8.79E-15  6.18E-15  3.83E-15  2.62E-15  1.74E-15  9.42E-16  5.44E-16
             2.87E-16  1.07E-16  4.64E-17  1.87E-17  5.25E-18  1.93E-18  7.00E-19  1.80E-19  6.39E-20
   425       2.52E-14  1.78E-14  1.12E-14  7.92E-15  5.56E-15  3.45E-15  2.36E-15  1.57E-15  8.50E-16  4.91E-16
             2.60E-16  9.72E-17  4.19E-17  1.69E-17  4.75E-18  1.75E-18  6.33E-19  1.63E-19  5.78E-20
   428       7.65E-17  5.40E-17  3.40E-17  2.38E-17  1.66E-17  1.00E-17  6.61E-18  4.13E-18  1.97E-18  1.01E-18
             4.69E-19  1.50E-19  5.86E-20  2.20E-20  5.79E-21  2.08E-21  7.40E-22  1.88E-22  6.66E-23
   429       1.57E-15  1.11E-15  6.98E-16  4.90E-16  3.41E-16  2.06E-16  1.36E-16  8.50E-17  4.06E-17  2.08E-17
             9.65E-18  3.08E-18  1.20E-18  4.52E-19  1.19E-19  4.27E-20  1.52E-20  3.86E-21  1.37E-21
   431       2.76E-15  1.95E-15  1.23E-15  8.61E-16  5.99E-16  3.62E-16  2.39E-16  1.49E-16  7.14E-17  3.66E-17
             1.70E-17  5.42E-18  2.12E-18  7.96E-19  2.10E-19  7.52E-20  2.68E-20  6.81E-21  2.41E-21
   438       2.06E-15  1.46E-15  9.16E-16  6.43E-16  4.48E-16  2.71E-16  1.78E-16  1.12E-16  5.33E-17  2.73E-17
             1.27E-17  4.05E-18  1.59E-18  5.95E-19  1.57E-19  5.62E-20  2.00E-20  5.09E-21  1.80E-21
   452       1.01E-15  7.17E-16  4.53E-16  3.21E-16  2.27E-16  1.44E-16  1.02E-16  7.12E-17  4.31E-17  2.82E-17
             1.74E-17  8.24E-18  4.24E-18  2.01E-18  6.68E-19  2.71E-19  1.05E-19  2.86E-20  1.04E-20
   454       7.65E-17  5.41E-17  3.42E-17  2.42E-17  1.72E-17  1.09E-17  7.68E-18  5.38E-18  3.26E-18  2.13E-18
             1.32E-18  6.23E-19  3.21E-19  1.52E-19  5.06E-20  2.05E-20  7.95E-21  2.16E-21  7.88E-22
   456       6.52E-16  4.61E-16  2.92E-16  2.06E-16  1.46E-16  9.28E-17  6.56E-17  4.61E-17  2.80E-17  1.84E-17
             1.14E-17  5.38E-18  2.77E-18  1.31E-18  4.38E-19  1.78E-19  6.89E-20  1.87E-20  6.83E-21
   459       3.99E-16  2.82E-16  1.78E-16  1.26E-16  8.86E-17  5.53E-17  3.82E-17  2.56E-17  1.41E-17  8.19E-18
             4.37E-18  1.65E-18  7.13E-19  2.89E-19  8.10E-20  2.99E-20  1.08E-20  2.78E-21  9.87E-22
   462       1.93E-15  1.36E-15  8.62E-16  6.08E-16  4.29E-16  2.68E-16  1.85E-16  1.24E-16  6.81E-17  3.98E-17
             2.12E-17  7.99E-18  3.46E-18  1.40E-18  3.94E-19  1.45E-19  5.26E-20  1.35E-20  4.80E-21
   463       9.34E-16  6.60E-16  4.17E-16  2.95E-16  2.08E-16  1.30E-16  8.96E-17  6.03E-17  3.31E-17  1.93E-17
             1.03E-17  3.89E-18  1.69E-18  6.83E-19  1.92E-19  7.07E-20  2.56E-20  6.57E-21  2.34E-21
   466       1.70E-16  1.20E-16  7.58E-17  5.32E-17  3.72E-17  2.26E-17  1.50E-17  9.48E-18  4.59E-18  2.37E-18
             1.11E-18  3.55E-19  1.39E-19  5.24E-20  1.38E-20  4.96E-21  1.77E-21  4.49E-22  1.59E-22
   468       4.31E-16  3.05E-16  1.92E-16  1.35E-16  9.41E-17  5.73E-17  3.81E-17  2.40E-17  1.16E-17  6.01E-18
             2.81E-18  9.01E-19  3.54E-19  1.33E-19  3.50E-20  1.26E-20  4.48E-21  1.14E-21  4.03E-22
   470       6.92E-16  4.89E-16  3.08E-16  2.16E-16  1.51E-16  9.20E-17  6.11E-17  3.86E-17  1.87E-17  9.65E-18
             4.51E-18  1.45E-18  5.68E-19  2.13E-19  5.63E-20  2.02E-20  7.19E-21  1.83E-21  6.48E-22
   472       2.10E-16  1.49E-16  9.36E-17  6.58E-17  4.59E-17  2.80E-17  1.86E-17  1.17E-17  5.68E-18  2.94E-18
             1.37E-18  4.41E-19  1.73E-19  6.50E-20  1.71E-20  6.15E-21  2.19E-21  5.57E-22  1.97E-22
   506       5.34E-19  3.79E-19  2.42E-19  1.74E-19  1.27E-19  8.77E-20  6.94E-20  5.73E-20  4.57E-20  3.78E-20
             2.98E-20  1.98E-20  1.33E-20  8.28E-21  3.91E-21  2.02E-21  9.77E-22  3.39E-22  1.43E-22
   508       7.82E-18  5.54E-18  3.54E-18  2.55E-18  1.86E-18  1.28E-18  1.01E-18  8.18E-19  6.20E-19  4.76E-19
             3.34E-19  1.78E-19  9.72E-20  4.80E-20  1.65E-20  6.80E-21  2.66E-21  7.29E-22  2.66E-22
   509       3.93E-18  2.79E-18  1.78E-18  1.28E-18  9.37E-19  6.45E-19  5.07E-19  4.12E-19  3.13E-19  2.40E-19
             1.69E-19  8.98E-20  4.91E-20  2.42E-20  8.33E-21  3.43E-21  1.34E-21  3.68E-22  1.35E-22
   511       4.36E-19  3.09E-19  1.98E-19  1.42E-19  1.04E-19  7.15E-20  5.63E-20  4.58E-20  3.48E-20  2.67E-20
             1.88E-20  9.99E-21  5.46E-21  2.70E-21  9.28E-22  3.82E-22  1.50E-22  4.10E-23  1.50E-23
   512       1.71E-18  1.22E-18  7.78E-19  5.60E-19  4.09E-19  2.82E-19  2.22E-19  1.81E-19  1.38E-19  1.06E-19
             7.45E-20  3.97E-20  2.17E-20  1.07E-20  3.69E-21  1.52E-21  5.95E-22  1.63E-22  5.96E-23
   513       4.93E-18  3.50E-18  2.23E-18  1.60E-18  1.17E-18  7.91E-19  6.07E-19  4.68E-19  3.14E-19  2.10E-19
             1.25E-19  5.19E-20  2.36E-20  9.84E-21  2.83E-21  1.05E-21  3.83E-22  9.87E-23  3.51E-23
   514       1.37E-17  9.73E-18  6.21E-18  4.46E-18  3.24E-18  2.20E-18  1.69E-18  1.30E-18  8.74E-19  5.84E-19
             3.47E-19  1.44E-19  6.56E-20  2.74E-20  7.87E-21  2.93E-21  1.07E-21  2.75E-22  9.78E-23
   516       3.89E-19  2.76E-19  1.76E-19  1.26E-19  9.19E-20  6.24E-20  4.78E-20  3.69E-20  2.48E-20  1.66E-20
             9.84E-21  4.09E-21  1.86E-21  7.76E-22  2.23E-22  8.30E-23  3.02E-23  7.79E-24  2.77E-24
   518       2.16E-19  1.54E-19  9.80E-20  7.04E-20  5.13E-20  3.48E-20  2.67E-20  2.07E-20  1.39E-20  9.34E-21
             5.55E-21  2.31E-21  1.05E-21  4.39E-22  1.26E-22  4.70E-23  1.71E-23  4.41E-24  1.57E-24
   521       2.48E-13  1.76E-13  1.11E-13  7.84E-14  5.53E-14  3.48E-14  2.44E-14  1.70E-14  1.04E-14  7.06E-15
             4.71E-15  2.66E-15  1.66E-15  9.77E-16  4.42E-16  2.25E-16  1.07E-16  3.68E-17  1.55E-17
   522       3.01E-13  2.13E-13  1.34E-13  9.49E-14  6.68E-14  4.18E-14  2.91E-14  1.99E-14  1.17E-14  7.46E-15
             4.51E-15  2.09E-15  1.06E-15  5.01E-16  1.66E-16  6.71E-17  2.60E-17  7.05E-18  2.57E-18
   523       6.01E-13  4.25E-13  2.68E-13  1.89E-13  1.33E-13  8.35E-14  5.81E-14  3.99E-14  2.34E-14  1.49E-14
             9.05E-15  4.19E-15  2.14E-15  1.01E-15  3.33E-16  1.35E-16  5.21E-17  1.42E-17  5.16E-18
   525       2.58E-15  1.83E-15  1.16E-15  8.18E-16  5.78E-16  3.66E-16  2.58E-16  1.81E-16  1.12E-16  7.67E-17
             5.16E-17  2.94E-17  1.83E-17  1.08E-17  4.91E-18  2.50E-18  1.19E-18  4.09E-19  1.72E-19
   526       6.44E-13  4.55E-13  2.87E-13  2.02E-13  1.42E-13  8.73E-14  5.94E-14  3.91E-14  2.09E-14  1.19E-14
             6.25E-15  2.32E-15  9.98E-16  4.02E-16  1.13E-16  4.14E-17  1.50E-17  3.85E-18  1.37E-18
   527       9.65E-13  6.82E-13  4.30E-13  3.03E-13  2.12E-13  1.31E-13  8.91E-14  5.87E-14  3.13E-14  1.79E-14
             9.40E-15  3.49E-15  1.50E-15  6.05E-16  1.69E-16  6.24E-17  2.26E-17  5.79E-18  2.06E-18
   528       2.09E-15  1.48E-15  9.34E-16  6.60E-16  4.66E-16  2.93E-16  2.05E-16  1.41E-16  8.36E-17  5.38E-17
             3.27E-17  1.52E-17  7.78E-18  3.67E-18  1.22E-18  4.92E-19  1.91E-19  5.18E-20  1.89E-20
   529       9.35E-13  6.60E-13  4.15E-13  2.91E-13  2.02E-13  1.22E-13  7.98E-14  4.96E-14  2.35E-14  1.20E-14
             5.53E-15  1.76E-15  6.87E-16  2.57E-16  6.77E-17  2.43E-17  8.65E-18  2.20E-18  7.78E-19
   530       1.25E-12  8.79E-13  5.53E-13  3.88E-13  2.69E-13  1.62E-13  1.06E-13  6.61E-14  3.13E-14  1.59E-14
             7.38E-15  2.34E-15  9.15E-16  3.43E-16  9.03E-17  3.24E-17  1.15E-17  2.93E-18  1.04E-18
   531       1.06E-12  7.48E-13  4.69E-13  3.26E-13  2.24E-13  1.30E-13  8.14E-14  4.72E-14  1.98E-14  9.15E-15
             3.87E-15  1.12E-15  4.17E-16  1.52E-16  3.91E-17  1.39E-17  4.93E-18  1.25E-18  4.42E-19
   532       1.33E-12  9.35E-13  5.86E-13  4.08E-13  2.80E-13  1.63E-13  1.02E-13  5.90E-14  2.48E-14  1.14E-14
             4.83E-15  1.40E-15  5.22E-16  1.90E-16  4.89E-17  1.74E-17  6.17E-18  1.56E-18  5.53E-19
   533       9.26E-13  6.51E-13  4.05E-13  2.79E-13  1.88E-13  1.04E-13  6.18E-14  3.33E-14  1.26E-14  5.38E-15
             2.14E-15  5.89E-16  2.15E-16  7.71E-17  1.97E-17  6.98E-18  2.47E-18  6.26E-19  2.22E-19
   534       1.11E-12  7.81E-13  4.86E-13  3.35E-13  2.26E-13  1.25E-13  7.41E-14  4.00E-14  1.51E-14  6.46E-15
             2.57E-15  7.06E-16  2.57E-16  9.25E-17  2.36E-17  8.38E-18  2.97E-18  7.52E-19  2.66E-19
   536       5.50E-13  3.86E-13  2.38E-13  1.62E-13  1.07E-13  5.61E-14  3.13E-14  1.57E-14  5.41E-15  2.19E-15
             8.40E-16  2.24E-16  8.07E-17  2.88E-17  7.33E-18  2.60E-18  9.19E-19  2.33E-19  8.23E-20
   537       6.42E-13  4.50E-13  2.78E-13  1.89E-13  1.24E-13  6.54E-14  3.65E-14  1.83E-14  6.31E-15  2.56E-15
             9.80E-16  2.61E-16  9.42E-17  3.36E-17  8.55E-18  3.03E-18  1.07E-18  2.71E-19  9.60E-20
   538       1.68E-13  1.18E-13  7.19E-14  4.81E-14  3.08E-14  1.53E-14  8.01E-15  3.78E-15  1.21E-15  4.73E-16
             1.77E-16  4.63E-17  1.66E-17  5.89E-18  1.50E-18  5.30E-19  1.87E-19  4.74E-20  1.68E-20
   539       1.93E-13  1.34E-13  8.21E-14  5.50E-14  3.52E-14  1.74E-14  9.16E-15  4.32E-15  1.39E-15  5.41E-16
             2.02E-16  5.29E-17  1.89E-17  6.74E-18  1.71E-18  6.06E-19  2.14E-19  5.42E-20  1.92E-20
   540       1.33E-17  9.40E-18  5.94E-18  4.20E-18  2.96E-18  1.86E-18  1.30E-18  9.01E-19  5.34E-19  3.44E-19
             2.09E-19  9.74E-20  4.98E-20  2.35E-20  7.78E-21  3.15E-21  1.22E-21  3.32E-22  1.21E-22
   541       3.24E-15  2.29E-15  1.45E-15  1.02E-15  7.23E-16  4.55E-16  3.18E-16  2.20E-16  1.30E-16  8.40E-17
             5.12E-17  2.38E-17  1.22E-17  5.74E-18  1.90E-18  7.71E-19  2.99E-19  8.12E-20  2.96E-20
   542       1.95E-15  1.38E-15  8.72E-16  6.16E-16  4.35E-16  2.74E-16  1.92E-16  1.32E-16  7.86E-17  5.06E-17
             3.09E-17  1.44E-17  7.35E-18  3.47E-18  1.15E-18  4.65E-19  1.80E-19  4.90E-20  1.78E-20
   543       5.01E-15  3.54E-15  2.24E-15  1.58E-15  1.11E-15  6.86E-16  4.69E-16  3.11E-16  1.67E-16  9.61E-17
             5.07E-17  1.89E-17  8.14E-18  3.28E-18  9.20E-19  3.39E-19  1.23E-19  3.15E-20  1.12E-20
   545       2.09E-15  1.48E-15  9.33E-16  6.57E-16  4.62E-16  2.86E-16  1.96E-16  1.30E-16  6.99E-17  4.02E-17
             2.12E-17  7.91E-18  3.41E-18  1.38E-18  3.85E-19  1.42E-19  5.13E-20  1.32E-20  4.69E-21
   547       9.93E-15  7.01E-15  4.43E-15  3.12E-15  2.19E-15  1.36E-15  9.30E-16  6.18E-16  3.33E-16  1.92E-16
             1.01E-16  3.77E-17  1.63E-17  6.56E-18  1.84E-18  6.77E-19  2.45E-19  6.29E-20  2.24E-20
   548       8.95E-15  6.32E-15  3.99E-15  2.81E-15  1.98E-15  1.23E-15  8.40E-16  5.58E-16  3.01E-16  1.73E-16
             9.14E-17  3.41E-17  1.47E-17  5.94E-18  1.66E-18  6.13E-19  2.22E-19  5.70E-20  2.02E-20
   550       2.13E-17  1.50E-17  9.45E-18  6.63E-18  4.62E-18  2.79E-18  1.84E-18  1.15E-18  5.49E-19  2.81E-19
             1.30E-19  4.16E-20  1.63E-20  6.10E-21  1.61E-21  5.76E-22  2.05E-22  5.21E-23  1.85E-23
   551       5.29E-16  3.74E-16  2.35E-16  1.65E-16  1.15E-16  6.95E-17  4.58E-17  2.86E-17  1.37E-17  6.99E-18
             3.25E-18  1.03E-18  4.05E-19  1.52E-19  4.00E-20  1.43E-20  5.11E-21  1.30E-21  4.59E-22
   553       1.04E-15  7.35E-16  4.62E-16  3.25E-16  2.26E-16  1.37E-16  9.02E-17  5.64E-17  2.69E-17  1.38E-17
             6.40E-18  2.04E-18  7.98E-19  2.99E-19  7.88E-20  2.83E-20  1.01E-20  2.56E-21  9.06E-22
   560       7.53E-16  5.31E-16  3.35E-16  2.35E-16  1.63E-16  9.89E-17  6.52E-17  4.08E-17  1.95E-17  9.97E-18
             4.63E-18  1.48E-18  5.77E-19  2.17E-19  5.70E-20  2.05E-20  7.29E-21  1.85E-21  6.56E-22
   582       2.78E-16  1.97E-16  1.24E-16  8.82E-17  6.25E-17  3.98E-17  2.82E-17  1.98E-17  1.20E-17  7.86E-18
             4.85E-18  2.29E-18  1.17E-18  5.56E-19  1.85E-19  7.50E-20  2.91E-20  7.91E-21  2.88E-21
   584       2.00E-17  1.41E-17  8.95E-18  6.34E-18  4.50E-18  2.86E-18  2.03E-18  1.43E-18  8.65E-19  5.66E-19
             3.50E-19  1.65E-19  8.47E-20  4.01E-20  1.33E-20  5.41E-21  2.10E-21  5.70E-22  2.08E-22
   586       1.91E-16  1.35E-16  8.56E-17  6.07E-17  4.31E-17  2.74E-17  1.95E-17  1.37E-17  8.34E-18  5.47E-18
             3.38E-18  1.59E-18  8.20E-19  3.88E-19  1.29E-19  5.24E-20  2.03E-20  5.52E-21  2.01E-21
   589       1.20E-16  8.46E-17  5.35E-17  3.78E-17  2.67E-17  1.67E-17  1.16E-17  7.81E-18  4.30E-18  2.51E-18
             1.34E-18  5.03E-19  2.18E-19  8.82E-20  2.48E-20  9.13E-21  3.31E-21  8.49E-22  3.02E-22
   592       5.31E-16  3.76E-16  2.37E-16  1.68E-16  1.18E-16  7.43E-17  5.15E-17  3.47E-17  1.91E-17  1.12E-17
             5.96E-18  2.24E-18  9.72E-19  3.93E-19  1.10E-19  4.07E-20  1.47E-20  3.79E-21  1.35E-21
   593       2.54E-16  1.79E-16  1.13E-16  8.02E-17  5.66E-17  3.55E-17  2.46E-17  1.66E-17  9.17E-18  5.36E-18
             2.86E-18  1.08E-18  4.67E-19  1.89E-19  5.30E-20  1.96E-20  7.08E-21  1.82E-21  6.47E-22
   596       5.17E-17  3.65E-17  2.30E-17  1.62E-17  1.13E-17  6.93E-18  4.62E-18  2.93E-18  1.43E-18  7.38E-19
             3.45E-19  1.11E-19  4.35E-20  1.63E-20  4.31E-21  1.55E-21  5.51E-22  1.40E-22  4.96E-23
   598       1.28E-16  9.07E-17  5.72E-17  4.03E-17  2.82E-17  1.72E-17  1.15E-17  7.29E-18  3.54E-18  1.83E-18
             8.59E-19  2.76E-19  1.08E-19  4.06E-20  1.07E-20  3.84E-21  1.37E-21  3.48E-22  1.23E-22
   600       2.12E-16  1.50E-16  9.45E-17  6.65E-17  4.65E-17  2.84E-17  1.90E-17  1.20E-17  5.86E-18  3.03E-18
             1.42E-18  4.56E-19  1.79E-19  6.72E-20  1.77E-20  6.36E-21  2.26E-21  5.76E-22  2.04E-22
   602       6.64E-17  4.69E-17  2.96E-17  2.08E-17  1.46E-17  8.91E-18  5.95E-18  3.77E-18  1.83E-18  9.50E-19
             4.45E-19  1.43E-19  5.60E-20  2.11E-20  5.55E-21  1.99E-21  7.10E-22  1.80E-22  6.39E-23
   646       6.09E-20  4.34E-20  2.82E-20  2.07E-20  1.58E-20  1.21E-20  1.07E-20  9.99E-21  9.07E-21  7.94E-21
             6.47E-21  4.37E-21  2.95E-21  1.84E-21  8.71E-22  4.51E-22  2.18E-22  7.56E-23  3.19E-23
   648       8.94E-19  6.37E-19  4.14E-19  3.05E-19  2.33E-19  1.79E-19  1.58E-19  1.45E-19  1.25E-19  1.01E-19
             7.37E-20  4.01E-20  2.21E-20  1.09E-20  3.77E-21  1.55E-21  6.09E-22  1.67E-22  6.10E-23
   649       4.56E-19  3.26E-19  2.11E-19  1.56E-19  1.19E-19  9.13E-20  8.07E-20  7.42E-20  6.39E-20  5.20E-20
             3.78E-20  2.06E-20  1.13E-20  5.61E-21  1.93E-21  7.97E-22  3.12E-22  8.55E-23  3.13E-23
   652       1.95E-19  1.39E-19  9.01E-20  6.65E-20  5.09E-20  3.91E-20  3.47E-20  3.19E-20  2.76E-20  2.25E-20
             1.64E-20  8.92E-21  4.91E-21  2.43E-21  8.39E-22  3.46E-22  1.35E-22  3.71E-23  1.36E-23
   653       5.81E-19  4.14E-19  2.69E-19  1.98E-19  1.51E-19  1.14E-19  9.84E-20  8.56E-20  6.50E-20  4.61E-20
             2.83E-20  1.21E-20  5.54E-21  2.32E-21  6.70E-22  2.50E-22  9.10E-23  2.35E-23  8.35E-24
   654       1.63E-18  1.16E-18  7.53E-19  5.55E-19  4.23E-19  3.20E-19  2.76E-19  2.40E-19  1.82E-19  1.29E-19
             7.95E-20  3.39E-20  1.56E-20  6.52E-21  1.88E-21  7.01E-22  2.55E-22  6.59E-23  2.34E-23
   663       8.18E-20  5.91E-20  4.00E-20  3.15E-20  2.71E-20  2.65E-20  2.90E-20  3.19E-20  3.17E-20  2.72E-20
             2.03E-20  1.13E-20  6.24E-21  3.10E-21  1.07E-21  4.42E-22  1.73E-22  4.74E-23  1.73E-23
   664       4.21E-20  3.04E-20  2.06E-20  1.62E-20  1.39E-20  1.37E-20  1.50E-20  1.64E-20  1.64E-20  1.41E-20
             1.05E-20  5.82E-21  3.22E-21  1.60E-21  5.54E-22  2.28E-22  8.94E-23  2.45E-23  8.97E-24
