SEQ='O '     NUCCHG=18                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  99453731.9   NPRNTI= 3   NPRNTF= 8
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
             5.36E-16  1.43E-16  5.15E-17  1.84E-17  4.68E-18  1.66E-18  5.87E-19  1.49E-19  5.25E-20
   306       1.77E-13  1.24E-13  7.56E-14  5.06E-14  3.24E-14  1.61E-14  8.43E-15  3.98E-15  1.28E-15  4.98E-16
             1.86E-16  4.87E-17  1.74E-17  6.20E-18  1.58E-18  5.58E-19  1.97E-19  4.99E-20  1.77E-20
   307       1.06E-13  7.43E-14  4.54E-14  3.04E-14  1.94E-14  9.63E-15  5.06E-15  2.39E-15  7.66E-16  2.99E-16
             1.12E-16  2.92E-17  1.05E-17  3.72E-18  9.45E-19  3.35E-19  1.18E-19  3.00E-20  1.06E-20
   314       4.38E-17  3.11E-17  1.99E-17  1.44E-17  1.06E-17  7.43E-18  5.95E-18  4.93E-18  3.85E-18  3.03E-18
             2.21E-18  1.25E-18  7.16E-19  3.71E-19  1.35E-19  5.76E-20  2.31E-20  6.49E-21  2.40E-21
   320       5.45E-17  3.87E-17  2.48E-17  1.79E-17  1.31E-17  8.99E-18  6.96E-18  5.41E-18  3.63E-18  2.43E-18
             1.45E-18  6.13E-19  2.83E-19  1.20E-19  3.52E-20  1.32E-20  4.83E-21  1.25E-21  4.46E-22
   328       7.90E-19  5.61E-19  3.58E-19  2.57E-19  1.86E-19  1.25E-19  9.21E-20  6.59E-20  3.76E-20  2.15E-20
             1.08E-20  3.71E-21  1.50E-21  5.75E-22  1.54E-22  5.54E-23  1.98E-23  5.04E-24  1.79E-24
   371       2.98E-18  2.12E-18  1.38E-18  1.01E-18  7.73E-19  5.92E-19  5.27E-19  4.93E-19  4.45E-19  3.81E-19
             2.94E-19  1.74E-19  1.02E-19  5.37E-20  1.98E-20  8.47E-21  3.41E-21  9.59E-22  3.55E-22
   377       5.90E-18  4.21E-18  2.73E-18  2.01E-18  1.53E-18  1.16E-18  1.01E-18  8.86E-19  6.87E-19  4.98E-19
             3.14E-19  1.39E-19  6.57E-20  2.83E-20  8.36E-21  3.15E-21  1.16E-21  3.00E-22  1.07E-22
   383       6.76E-20  4.82E-20  3.12E-20  2.29E-20  1.73E-20  1.28E-20  1.05E-20  8.42E-21  5.46E-21  3.34E-21
             1.77E-21  6.30E-22  2.59E-22  1.00E-22  2.70E-23  9.76E-24  3.49E-24  8.90E-25  3.15E-25
   410       7.44E-18  5.31E-18  3.45E-18  2.55E-18  1.95E-18  1.49E-18  1.31E-18  1.19E-18  1.01E-18  8.23E-19
             6.11E-19  3.49E-19  2.01E-19  1.05E-19  3.82E-20  1.63E-20  6.54E-21  1.83E-21  6.78E-22
   416       9.44E-18  6.73E-18  4.37E-18  3.23E-18  2.46E-18  1.85E-18  1.57E-18  1.33E-18  9.71E-19  6.75E-19
             4.11E-19  1.77E-19  8.20E-20  3.49E-20  1.02E-20  3.85E-21  1.41E-21  3.65E-22  1.30E-22
   424       1.58E-19  1.13E-19  7.31E-20  5.38E-20  4.07E-20  2.98E-20  2.40E-20  1.86E-20  1.15E-20  6.80E-21
             3.50E-21  1.22E-21  4.96E-22  1.91E-22  5.11E-23  1.84E-23  6.59E-24  1.68E-24  5.95E-25
   477       2.77E-19  2.00E-19  1.35E-19  1.05E-19  8.96E-20  8.68E-20  9.53E-20  1.06E-19  1.11E-19  1.01E-19
             7.98E-20  4.81E-20  2.84E-20  1.50E-20  5.52E-21  2.37E-21  9.54E-22  2.68E-22  9.92E-23
   483       5.35E-19  3.87E-19  2.63E-19  2.07E-19  1.79E-19  1.75E-19  1.87E-19  1.97E-19  1.77E-19  1.36E-19
             8.84E-20  4.00E-20  1.90E-20  8.21E-21  2.43E-21  9.19E-22  3.37E-22  8.75E-23  3.12E-23


 -----------------------------------------
 PRTF= 1  TRMPRT= (4S)  SPNPRT= 4  NSYS= 2
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 3
   IREP
   ----
     2       2.78E-11  1.97E-11  1.24E-11  8.79E-12  6.20E-12  3.91E-12  2.75E-12  1.92E-12  1.17E-12  7.81E-13
             5.01E-13  2.53E-13  1.38E-13  6.91E-14  2.44E-14  1.02E-14  4.07E-15  1.13E-15  4.18E-16
     3       9.19E-12  6.50E-12  4.10E-12  2.90E-12  2.04E-12  1.28E-12  8.91E-13  6.13E-13  3.62E-13  2.34E-13
             1.45E-13  7.18E-14  3.97E-14  2.09E-14  8.27E-15  3.89E-15  1.75E-15  5.72E-16  2.35E-16
     4       6.78E-12  4.79E-12  3.02E-12  2.13E-12  1.50E-12  9.28E-13  6.37E-13  4.28E-13  2.40E-13  1.48E-13
             8.66E-14  3.96E-14  2.08E-14  1.04E-14  3.92E-15  1.79E-15  7.84E-16  2.50E-16  1.01E-16
     5       5.26E-12  3.71E-12  2.34E-12  1.64E-12  1.15E-12  7.04E-13  4.75E-13  3.11E-13  1.66E-13  9.75E-14
             5.45E-14  2.36E-14  1.19E-14  5.81E-15  2.12E-15  9.50E-16  4.11E-16  1.30E-16  5.22E-17
     6       4.32E-12  3.05E-12  1.92E-12  1.34E-12  9.34E-13  5.64E-13  3.73E-13  2.37E-13  1.21E-13  6.85E-14
             3.69E-14  1.53E-14  7.52E-15  3.58E-15  1.28E-15  5.66E-16  2.43E-16  7.58E-17  3.04E-17
     7       3.68E-12  2.60E-12  1.63E-12  1.14E-12  7.86E-13  4.67E-13  3.03E-13  1.88E-13  9.20E-14  5.04E-14
             2.63E-14  1.05E-14  5.07E-15  2.37E-15  8.33E-16  3.65E-16  1.56E-16  4.83E-17  1.93E-17
     8       3.21E-12  2.26E-12  1.42E-12  9.86E-13  6.76E-13  3.95E-13  2.52E-13  1.52E-13  7.20E-14  3.84E-14
             1.96E-14  7.60E-15  3.60E-15  1.66E-15  5.75E-16  2.50E-16  1.06E-16  3.27E-17  1.30E-17
     9       2.86E-12  2.01E-12  1.26E-12  8.69E-13  5.92E-13  3.40E-13  2.13E-13  1.26E-13  5.77E-14  3.00E-14
             1.50E-14  5.68E-15  2.65E-15  1.21E-15  4.14E-16  1.79E-16  7.56E-17  2.32E-17  9.23E-18
    10       2.57E-12  1.81E-12  1.13E-12  7.76E-13  5.24E-13  2.96E-13  1.82E-13  1.06E-13  4.70E-14  2.40E-14
             1.17E-14  4.37E-15  2.02E-15  9.11E-16  3.09E-16  1.33E-16  5.58E-17  1.71E-17  6.78E-18
    11       2.34E-12  1.64E-12  1.02E-12  6.99E-13  4.68E-13  2.60E-13  1.57E-13  8.96E-14  3.89E-14  1.95E-14
             9.41E-15  3.44E-15  1.57E-15  7.05E-16  2.37E-16  1.02E-16  4.25E-17  1.30E-17  5.13E-18
    12       2.14E-12  1.50E-12  9.30E-13  6.35E-13  4.22E-13  2.31E-13  1.37E-13  7.68E-14  3.26E-14  1.61E-14
             7.67E-15  2.77E-15  1.25E-15  5.57E-16  1.86E-16  7.94E-17  3.31E-17  1.01E-17  3.98E-18
    13       1.98E-12  1.39E-12  8.54E-13  5.80E-13  3.82E-13  2.06E-13  1.21E-13  6.64E-14  2.76E-14  1.35E-14
             6.34E-15  2.26E-15  1.01E-15  4.49E-16  1.49E-16  6.33E-17  2.63E-17  7.98E-18  3.15E-18
    14       1.84E-12  1.29E-12  7.89E-13  5.33E-13  3.48E-13  1.84E-13  1.07E-13  5.79E-14  2.37E-14  1.14E-14
             5.31E-15  1.87E-15  8.34E-16  3.67E-16  1.21E-16  5.13E-17  2.13E-17  6.44E-18  2.54E-18
    15       1.72E-12  1.20E-12  7.35E-13  4.94E-13  3.20E-13  1.67E-13  9.51E-14  5.09E-14  2.05E-14  9.76E-15
             4.51E-15  1.57E-15  6.96E-16  3.05E-16  1.00E-16  4.22E-17  1.75E-17  5.27E-18  2.07E-18
    16       1.62E-12  1.13E-12  6.86E-13  4.58E-13  2.94E-13  1.51E-13  8.51E-14  4.50E-14  1.78E-14  8.40E-15
             3.85E-15  1.33E-15  5.86E-16  2.55E-16  8.35E-17  3.52E-17  1.45E-17  4.37E-18  1.72E-18
    17       1.43E-12  9.96E-13  6.00E-13  3.96E-13  2.50E-13  1.25E-13  6.87E-14  3.55E-14  1.37E-14  6.37E-15
             2.87E-15  9.79E-16  4.28E-16  1.85E-16  6.00E-17  2.52E-17  1.04E-17  3.11E-18  1.21E-18
    18       1.29E-12  8.92E-13  5.32E-13  3.47E-13  2.15E-13  1.05E-13  5.66E-14  2.87E-14  1.08E-14  4.97E-15
             2.22E-15  7.45E-16  3.23E-16  1.39E-16  4.47E-17  1.87E-17  7.67E-18  2.29E-18  8.91E-19
    19       1.17E-12  8.05E-13  4.76E-13  3.06E-13  1.87E-13  8.91E-14  4.72E-14  2.36E-14  8.73E-15  3.95E-15
             1.75E-15  5.81E-16  2.50E-16  1.07E-16  3.43E-17  1.43E-17  5.84E-18  1.74E-18  6.81E-19
    20       1.02E-12  6.98E-13  4.06E-13  2.57E-13  1.54E-13  7.10E-14  3.67E-14  1.80E-14  6.50E-15  2.90E-15
             1.27E-15  4.16E-16  1.77E-16  7.53E-17  2.40E-17  9.93E-18  4.05E-18  1.20E-18  4.69E-19
    21       8.71E-13  5.90E-13  3.36E-13  2.08E-13  1.21E-13  5.39E-14  2.72E-14  1.30E-14  4.59E-15  2.01E-15
             8.68E-16  2.81E-16  1.19E-16  5.01E-17  1.58E-17  6.52E-18  2.65E-18  7.85E-19  3.05E-19
    22       7.08E-13  4.73E-13  2.61E-13  1.57E-13  8.82E-14  3.74E-14  1.83E-14  8.50E-15  2.92E-15  1.26E-15
             5.35E-16  1.70E-16  7.14E-17  2.98E-17  9.31E-18  3.82E-18  1.55E-18  4.56E-19  1.77E-19
    23       6.27E-13  4.14E-13  2.24E-13  1.32E-13  7.27E-14  3.01E-14  1.44E-14  6.63E-15  2.24E-15  9.59E-16
             4.04E-16  1.28E-16  5.31E-17  2.21E-17  6.87E-18  2.81E-18  1.13E-18  3.34E-19  1.29E-19
    24       5.32E-13  3.46E-13  1.82E-13  1.04E-13  5.59E-14  2.24E-14  1.05E-14  4.74E-15  1.57E-15  6.66E-16
             2.78E-16  8.68E-17  3.59E-17  1.49E-17  4.59E-18  1.87E-18  7.53E-19  2.21E-19  8.54E-20
    25       4.81E-13  3.09E-13  1.59E-13  8.99E-14  4.75E-14  1.87E-14  8.67E-15  3.87E-15  1.27E-15  5.35E-16
             2.22E-16  6.90E-17  2.85E-17  1.17E-17  3.61E-18  1.47E-18  5.90E-19  1.73E-19  6.67E-20
    26       4.17E-13  2.64E-13  1.33E-13  7.32E-14  3.79E-14  1.45E-14  6.65E-15  2.93E-15  9.51E-16  3.97E-16
             1.64E-16  5.05E-17  2.07E-17  8.50E-18  2.60E-18  1.06E-18  4.24E-19  1.24E-19  4.77E-20
    27       3.66E-13  2.28E-13  1.12E-13  6.05E-14  3.07E-14  1.15E-14  5.22E-15  2.28E-15  7.31E-16  3.03E-16
             1.24E-16  3.81E-17  1.56E-17  6.37E-18  1.94E-18  7.86E-19  3.15E-19  9.16E-20  3.52E-20
    28       3.06E-13  1.87E-13  8.84E-14  4.66E-14  2.31E-14  8.46E-15  3.77E-15  1.62E-15  5.14E-16  2.11E-16
             8.62E-17  2.62E-17  1.06E-17  4.33E-18  1.32E-18  5.31E-19  2.12E-19  6.15E-20  2.36E-20
    29       2.50E-13  1.49E-13  6.80E-14  3.49E-14  1.69E-14  6.04E-15  2.65E-15  1.13E-15  3.52E-16  1.44E-16
             5.82E-17  1.76E-17  7.11E-18  2.88E-18  8.71E-19  3.50E-19  1.39E-19  4.04E-20  1.55E-20
    30       1.84E-13  1.05E-13  4.57E-14  2.26E-14  1.06E-14  3.67E-15  1.58E-15  6.61E-16  2.03E-16  8.21E-17
             3.30E-17  9.85E-18  3.96E-18  1.59E-18  4.79E-19  1.92E-19  7.60E-20  2.20E-20  8.42E-21
    31       1.48E-13  8.27E-14  3.47E-14  1.68E-14  7.74E-15  2.62E-15  1.11E-15  4.62E-16  1.41E-16  5.65E-17
             2.26E-17  6.70E-18  2.68E-18  1.08E-18  3.22E-19  1.28E-19  5.09E-20  1.47E-20  5.61E-21
    32       1.07E-13  5.77E-14  2.31E-14  1.09E-14  4.89E-15  1.61E-15  6.76E-16  2.77E-16  8.34E-17  3.32E-17
             1.32E-17  3.89E-18  1.55E-18  6.18E-19  1.84E-19  7.31E-20  2.89E-20  8.28E-21  3.16E-21
    33       8.33E-14  4.36E-14  1.69E-14  7.80E-15  3.45E-15  1.12E-15  4.65E-16  1.89E-16  5.64E-17  2.24E-17
             8.84E-18  2.59E-18  1.03E-18  4.09E-19  1.21E-19  4.81E-20  1.89E-20  5.42E-21  2.06E-21
    34       5.66E-14  2.85E-14  1.06E-14  4.77E-15  2.07E-15  6.57E-16  2.69E-16  1.08E-16  3.20E-17  1.26E-17
             4.95E-18  1.44E-18  5.69E-19  2.25E-19  6.64E-20  2.63E-20  1.03E-20  2.95E-21  1.13E-21
    35       4.14E-14  2.03E-14  7.35E-15  3.25E-15  1.39E-15  4.34E-16  1.76E-16  7.06E-17  2.07E-17  8.11E-18
             3.17E-18  9.18E-19  3.61E-19  1.43E-19  4.19E-20  1.65E-20  6.48E-21  1.85E-21  7.03E-22
    36       2.52E-14  1.19E-14  4.14E-15  1.79E-15  7.50E-16  2.30E-16  9.24E-17  3.66E-17  1.06E-17  4.14E-18
             1.61E-18  4.63E-19  1.81E-19  7.13E-20  2.08E-20  8.19E-21  3.20E-21  9.08E-22  3.44E-22
    37       1.79E-14  8.26E-15  2.80E-15  1.19E-15  4.94E-16  1.50E-16  5.99E-17  2.36E-17  6.81E-18  2.64E-18
             1.02E-18  2.93E-19  1.15E-19  4.49E-20  1.31E-20  5.13E-21  2.00E-21  5.65E-22  2.14E-22
    38       1.04E-14  4.69E-15  1.54E-15  6.44E-16  2.64E-16  7.88E-17  3.12E-17  1.22E-17  3.49E-18  1.35E-18
             5.20E-19  1.48E-19  5.75E-20  2.25E-20  6.51E-21  2.55E-21  9.90E-22  2.80E-22  1.06E-22
    39       7.02E-15  3.10E-15  9.99E-16  4.13E-16  1.67E-16  4.96E-17  1.95E-17  7.59E-18  2.16E-18  8.32E-19
             3.20E-19  9.08E-20  3.52E-20  1.37E-20  3.96E-21  1.54E-21  6.00E-22  1.69E-22  6.40E-23
    40       3.70E-15  1.59E-15  5.01E-16  2.04E-16  8.18E-17  2.39E-17  9.34E-18  3.61E-18  1.02E-18  3.92E-19
             1.50E-19  4.23E-20  1.64E-20  6.35E-21  1.82E-21  7.10E-22  2.75E-22  7.72E-23  2.91E-23
    41       2.57E-15  1.09E-15  3.40E-16  1.38E-16  5.49E-17  1.60E-17  6.21E-18  2.40E-18  6.76E-19  2.58E-19
             9.88E-20  2.78E-20  1.07E-20  4.16E-21  1.19E-21  4.63E-22  1.79E-22  5.01E-23  1.88E-23
    42       1.51E-15  6.33E-16  1.94E-16  7.81E-17  3.09E-17  8.95E-18  3.47E-18  1.33E-18  3.74E-19  1.43E-19
             5.44E-20  1.53E-20  5.88E-21  2.27E-21  6.50E-22  2.52E-22  9.74E-23  2.73E-23  1.03E-23

                                                                                              -----------------
                                                                                              SYS= 2  SPNSYS= 5
   IREP
   ----
     3       1.84E-11  1.30E-11  8.22E-12  5.80E-12  4.09E-12  2.56E-12  1.78E-12  1.22E-12  7.17E-13  4.61E-13
             2.84E-13  1.38E-13  7.55E-14  3.92E-14  1.53E-14  7.08E-15  3.15E-15  1.02E-15  4.16E-16
     4       1.19E-11  8.42E-12  5.31E-12  3.74E-12  2.63E-12  1.63E-12  1.12E-12  7.50E-13  4.20E-13  2.57E-13
             1.50E-13  6.83E-14  3.57E-14  1.78E-14  6.68E-15  3.03E-15  1.33E-15  4.22E-16  1.71E-16
     5       9.00E-12  6.35E-12  4.00E-12  2.81E-12  1.97E-12  1.20E-12  8.12E-13  5.30E-13  2.83E-13  1.66E-13
             9.25E-14  3.99E-14  2.01E-14  9.78E-15  3.56E-15  1.59E-15  6.90E-16  2.17E-16  8.74E-17
     6       7.32E-12  5.16E-12  3.25E-12  2.28E-12  1.58E-12  9.54E-13  6.31E-13  4.02E-13  2.05E-13  1.16E-13
             6.22E-14  2.57E-14  1.26E-14  6.00E-15  2.14E-15  9.47E-16  4.06E-16  1.27E-16  5.08E-17
     7       6.20E-12  4.37E-12  2.74E-12  1.92E-12  1.32E-12  7.86E-13  5.10E-13  3.16E-13  1.55E-13  8.47E-14
             4.42E-14  1.76E-14  8.49E-15  3.97E-15  1.39E-15  6.10E-16  2.60E-16  8.06E-17  3.22E-17
     8       5.40E-12  3.80E-12  2.38E-12  1.66E-12  1.14E-12  6.64E-13  4.23E-13  2.56E-13  1.21E-13  6.43E-14
             3.27E-14  1.27E-14  6.01E-15  2.77E-15  9.60E-16  4.18E-16  1.77E-16  5.46E-17  2.17E-17
     9       4.79E-12  3.37E-12  2.10E-12  1.46E-12  9.92E-13  5.70E-13  3.56E-13  2.11E-13  9.65E-14  5.02E-14
             2.50E-14  9.50E-15  4.43E-15  2.02E-15  6.92E-16  2.99E-16  1.26E-16  3.87E-17  1.54E-17
    10       4.30E-12  3.03E-12  1.88E-12  1.30E-12  8.77E-13  4.96E-13  3.05E-13  1.77E-13  7.86E-14  4.01E-14
             1.96E-14  7.30E-15  3.37E-15  1.52E-15  5.16E-16  2.22E-16  9.32E-17  2.85E-17  1.13E-17
    11       3.91E-12  2.75E-12  1.70E-12  1.17E-12  7.83E-13  4.35E-13  2.63E-13  1.50E-13  6.50E-14  3.26E-14
             1.57E-14  5.75E-15  2.62E-15  1.18E-15  3.96E-16  1.69E-16  7.09E-17  2.16E-17  8.56E-18
    12       3.58E-12  2.51E-12  1.55E-12  1.06E-12  7.05E-13  3.85E-13  2.29E-13  1.28E-13  5.44E-14  2.69E-14
             1.28E-14  4.62E-15  2.09E-15  9.30E-16  3.11E-16  1.32E-16  5.52E-17  1.68E-17  6.64E-18
    13       3.31E-12  2.32E-12  1.43E-12  9.68E-13  6.38E-13  3.43E-13  2.01E-13  1.11E-13  4.61E-14  2.25E-14
             1.06E-14  3.77E-15  1.69E-15  7.49E-16  2.48E-16  1.06E-16  4.39E-17  1.33E-17  5.26E-18
    14       3.07E-12  2.15E-12  1.32E-12  8.89E-13  5.81E-13  3.08E-13  1.78E-13  9.66E-14  3.95E-14  1.90E-14
             8.86E-15  3.12E-15  1.39E-15  6.12E-16  2.02E-16  8.56E-17  3.55E-17  1.07E-17  4.24E-18
    15       2.88E-12  2.01E-12  1.23E-12  8.24E-13  5.34E-13  2.78E-13  1.59E-13  8.50E-14  3.42E-14  1.63E-14
             7.52E-15  2.62E-15  1.16E-15  5.08E-16  1.67E-16  7.04E-17  2.91E-17  8.79E-18  3.45E-18
    16       2.70E-12  1.88E-12  1.14E-12  7.64E-13  4.91E-13  2.52E-13  1.42E-13  7.50E-14  2.97E-14  1.40E-14
             6.42E-15  2.22E-15  9.77E-16  4.26E-16  1.39E-16  5.86E-17  2.42E-17  7.29E-18  2.86E-18
    17       2.39E-12  1.66E-12  1.00E-12  6.60E-13  4.17E-13  2.08E-13  1.15E-13  5.93E-14  2.29E-14  1.06E-14
             4.79E-15  1.63E-15  7.13E-16  3.09E-16  1.00E-16  4.20E-17  1.73E-17  5.18E-18  2.02E-18
    18       2.15E-12  1.49E-12  8.87E-13  5.78E-13  3.59E-13  1.75E-13  9.44E-14  4.79E-14  1.81E-14  8.28E-15
             3.70E-15  1.24E-15  5.38E-16  2.31E-16  7.46E-17  3.12E-17  1.28E-17  3.82E-18  1.48E-18
    19       1.95E-12  1.34E-12  7.93E-13  5.11E-13  3.13E-13  1.49E-13  7.87E-14  3.93E-14  1.46E-14  6.59E-15
             2.91E-15  9.69E-16  4.17E-16  1.78E-16  5.71E-17  2.38E-17  9.74E-18  2.90E-18  1.13E-18
    20       1.70E-12  1.16E-12  6.78E-13  4.29E-13  2.57E-13  1.18E-13  6.12E-14  2.99E-14  1.08E-14  4.84E-15
             2.11E-15  6.93E-16  2.96E-16  1.26E-16  3.99E-17  1.66E-17  6.76E-18  2.01E-18  7.82E-19
    21       1.45E-12  9.84E-13  5.61E-13  3.47E-13  2.02E-13  8.99E-14  4.53E-14  2.16E-14  7.64E-15  3.36E-15
             1.45E-15  4.68E-16  1.98E-16  8.35E-17  2.63E-17  1.09E-17  4.42E-18  1.31E-18  5.09E-19
    22       1.18E-12  7.89E-13  4.36E-13  2.61E-13  1.47E-13  6.24E-14  3.05E-14  1.42E-14  4.86E-15  2.10E-15
             8.92E-16  2.84E-16  1.19E-16  4.97E-17  1.55E-17  6.37E-18  2.58E-18  7.60E-19  2.95E-19
    23       1.04E-12  6.91E-13  3.74E-13  2.20E-13  1.21E-13  5.01E-14  2.41E-14  1.10E-14  3.73E-15  1.60E-15
             6.73E-16  2.13E-16  8.85E-17  3.68E-17  1.14E-17  4.68E-18  1.89E-18  5.56E-19  2.15E-19
    24       8.86E-13  5.76E-13  3.03E-13  1.73E-13  9.31E-14  3.73E-14  1.75E-14  7.90E-15  2.62E-15  1.11E-15
             4.63E-16  1.45E-16  5.99E-17  2.48E-17  7.65E-18  3.12E-18  1.26E-18  3.68E-19  1.42E-19
    25       8.01E-13  5.16E-13  2.66E-13  1.50E-13  7.92E-14  3.11E-14  1.45E-14  6.45E-15  2.12E-15  8.92E-16
             3.70E-16  1.15E-16  4.74E-17  1.95E-17  6.02E-18  2.45E-18  9.83E-19  2.88E-19  1.11E-19
    26       6.96E-13  4.41E-13  2.21E-13  1.22E-13  6.31E-14  2.42E-14  1.11E-14  4.89E-15  1.58E-15  6.61E-16
             2.73E-16  8.41E-17  3.45E-17  1.42E-17  4.34E-18  1.76E-18  7.06E-19  2.06E-19  7.94E-20
    27       6.10E-13  3.81E-13  1.86E-13  1.01E-13  5.12E-14  1.92E-14  8.70E-15  3.80E-15  1.22E-15  5.05E-16
             2.07E-16  6.35E-17  2.60E-17  1.06E-17  3.24E-18  1.31E-18  5.24E-19  1.53E-19  5.87E-20
    28       5.10E-13  3.11E-13  1.47E-13  7.77E-14  3.85E-14  1.41E-14  6.28E-15  2.70E-15  8.57E-16  3.52E-16
             1.44E-16  4.37E-17  1.77E-17  7.22E-18  2.19E-18  8.85E-19  3.53E-19  1.02E-19  3.93E-20
    29       4.17E-13  2.48E-13  1.13E-13  5.82E-14  2.82E-14  1.01E-14  4.41E-15  1.88E-15  5.87E-16  2.40E-16
             9.70E-17  2.93E-17  1.18E-17  4.80E-18  1.45E-18  5.83E-19  2.32E-19  6.74E-20  2.59E-20
    30       3.07E-13  1.76E-13  7.62E-14  3.77E-14  1.77E-14  6.12E-15  2.63E-15  1.10E-15  3.39E-16  1.37E-16
             5.50E-17  1.64E-17  6.60E-18  2.66E-18  7.98E-19  3.19E-19  1.27E-19  3.66E-20  1.40E-20
    31       2.47E-13  1.38E-13  5.78E-14  2.80E-14  1.29E-14  4.36E-15  1.85E-15  7.69E-16  2.34E-16  9.41E-17
             3.76E-17  1.12E-17  4.47E-18  1.79E-18  5.36E-19  2.14E-19  8.48E-20  2.44E-20  9.35E-21
    32       1.79E-13  9.61E-14  3.85E-14  1.81E-14  8.15E-15  2.69E-15  1.13E-15  4.62E-16  1.39E-16  5.54E-17
             2.20E-17  6.48E-18  2.58E-18  1.03E-18  3.06E-19  1.22E-19  4.81E-20  1.38E-20  5.26E-21
    33       1.39E-13  7.27E-14  2.82E-14  1.30E-14  5.76E-15  1.87E-15  7.75E-16  3.15E-16  9.41E-17  3.73E-17
             1.47E-17  4.32E-18  1.71E-18  6.82E-19  2.02E-19  8.02E-20  3.16E-20  9.03E-21  3.43E-21
    34       9.43E-14  4.75E-14  1.77E-14  7.95E-15  3.45E-15  1.10E-15  4.49E-16  1.81E-16  5.33E-17  2.10E-17
             8.25E-18  2.40E-18  9.48E-19  3.76E-19  1.11E-19  4.38E-20  1.72E-20  4.92E-21  1.88E-21
    35       6.91E-14  3.39E-14  1.23E-14  5.41E-15  2.31E-15  7.24E-16  2.94E-16  1.18E-16  3.45E-17  1.35E-17
             5.28E-18  1.53E-18  6.02E-19  2.38E-19  6.98E-20  2.76E-20  1.08E-20  3.08E-21  1.17E-21
    36       4.21E-14  1.99E-14  6.91E-15  2.98E-15  1.25E-15  3.84E-16  1.54E-16  6.11E-17  1.77E-17  6.90E-18
             2.68E-18  7.72E-19  3.02E-19  1.19E-19  3.47E-20  1.36E-20  5.33E-21  1.51E-21  5.74E-22
    37       2.98E-14  1.38E-14  4.67E-15  1.99E-15  8.24E-16  2.50E-16  9.98E-17  3.93E-17  1.13E-17  4.40E-18
             1.71E-18  4.89E-19  1.91E-19  7.48E-20  2.18E-20  8.54E-21  3.33E-21  9.42E-22  3.56E-22
    38       1.74E-14  7.81E-15  2.57E-15  1.07E-15  4.39E-16  1.31E-16  5.19E-17  2.03E-17  5.81E-18  2.25E-18
             8.66E-19  2.47E-19  9.59E-20  3.75E-20  1.08E-20  4.24E-21  1.65E-21  4.67E-22  1.77E-22
    39       1.17E-14  5.16E-15  1.66E-15  6.88E-16  2.79E-16  8.26E-17  3.25E-17  1.27E-17  3.60E-18  1.39E-18
             5.33E-19  1.51E-19  5.87E-20  2.29E-20  6.60E-21  2.57E-21  1.00E-21  2.82E-22  1.07E-22
    40       6.17E-15  2.65E-15  8.35E-16  3.40E-16  1.36E-16  3.99E-17  1.56E-17  6.02E-18  1.70E-18  6.53E-19
             2.50E-19  7.06E-20  2.73E-20  1.06E-20  3.04E-21  1.18E-21  4.58E-22  1.29E-22  4.84E-23
    41       4.28E-15  1.82E-15  5.67E-16  2.30E-16  9.15E-17  2.66E-17  1.04E-17  4.00E-18  1.13E-18  4.31E-19
             1.65E-19  4.64E-20  1.79E-20  6.93E-21  1.99E-21  7.72E-22  2.98E-22  8.35E-23  3.14E-23
    42       2.51E-15  1.05E-15  3.24E-16  1.30E-16  5.16E-17  1.49E-17  5.78E-18  2.22E-18  6.24E-19  2.38E-19
             9.07E-20  2.55E-20  9.80E-21  3.79E-21  1.08E-21  4.20E-22  1.62E-22  4.56E-23  1.72E-23


 -----------------------------------------
 PRTF= 2  TRMPRT= (2D)  SPNPRT= 2  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 3
   IREP
   ----
     3       5.03E-13  3.56E-13  2.25E-13  1.59E-13  1.12E-13  6.99E-14  4.86E-14  3.33E-14  1.93E-14  1.22E-14
             7.32E-15  3.35E-15  1.71E-15  8.10E-16  2.72E-16  1.11E-16  4.36E-17  1.20E-17  4.38E-18
     4       4.71E-14  3.33E-14  2.11E-14  1.49E-14  1.05E-14  6.67E-15  4.71E-15  3.31E-15  2.03E-15  1.35E-15
             8.54E-16  4.19E-16  2.23E-16  1.10E-16  3.80E-17  1.58E-17  6.27E-18  1.74E-18  6.39E-19
     5       4.54E-15  3.21E-15  2.03E-15  1.44E-15  1.03E-15  6.58E-16  4.73E-16  3.42E-16  2.18E-16  1.49E-16
             9.56E-17  4.74E-17  2.53E-17  1.24E-17  4.31E-18  1.79E-18  7.08E-19  1.96E-19  7.21E-20
     6       6.11E-16  4.33E-16  2.75E-16  1.96E-16  1.41E-16  9.31E-17  6.92E-17  5.21E-17  3.51E-17  2.47E-17
             1.62E-17  8.11E-18  4.34E-18  2.13E-18  7.39E-19  3.07E-19  1.21E-19  3.36E-20  1.23E-20
     7       9.91E-17  7.04E-17  4.51E-17  3.25E-17  2.39E-17  1.65E-17  1.30E-17  1.04E-17  7.52E-18  5.48E-18
             3.67E-18  1.86E-18  9.99E-19  4.91E-19  1.70E-19  7.07E-20  2.79E-20  7.73E-21  2.84E-21
