SEQ='AL'     NUCCHG=18                                                  /LS/

   PARENT TERM INDEXING                 BWNP= 113193148.8   NPRNTI= 2   NPRNTF=12
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S2                 (1)0( 0.0)        0.0 
             7.39E-16  6.77E-16  6.09E-16  5.09E-16  3.50E-16  2.34E-16  1.42E-16  6.25E-17  3.02E-17
     5       4.40E-46  3.08E-46  1.93E-46  1.35E-46  9.36E-47  5.67E-47  3.78E-47  2.40E-47  1.12E-47  5.53E-48
             3.36E-48  5.23E-48  7.84E-48  9.26E-48  8.27E-48  6.18E-48  3.99E-48  1.85E-48  9.15E-49
     6       1.24E-11  8.78E-12  5.54E-12  3.91E-12  2.76E-12  1.73E-12  1.20E-12  8.20E-13  4.73E-13  2.95E-13
             1.71E-13  7.30E-14  3.47E-14  1.52E-14  4.67E-15  1.80E-15  6.74E-16  1.77E-16  6.36E-17
     7       7.04E-44  5.06E-44  3.16E-44  2.24E-44  1.61E-44  1.04E-44  7.64E-45  5.85E-45  4.56E-45  4.12E-45
             3.87E-45  3.34E-45  2.59E-45  1.74E-45  8.29E-46  4.13E-46  1.87E-46  5.84E-47  2.28E-47
     9       2.79E-17  1.98E-17  1.25E-17  8.91E-18  6.36E-18  4.14E-18  3.07E-18  2.37E-18  1.87E-18  1.71E-18
             1.62E-18  1.39E-18  1.09E-18  7.43E-19  3.63E-19  1.83E-19  8.38E-20  2.64E-20  1.04E-20
    12       1.26E-44  9.03E-45  5.65E-45  4.02E-45  2.89E-45  1.89E-45  1.40E-45  1.10E-45  9.14E-46  8.88E-46
             9.01E-46  8.43E-46  6.83E-46  4.71E-46  2.30E-46  1.16E-46  5.29E-47  1.66E-47  6.50E-48
    13       5.38E-13  3.81E-13  2.41E-13  1.71E-13  1.21E-13  7.72E-14  5.53E-14  4.01E-14  2.68E-14  2.02E-14
             1.55E-14  1.11E-14  8.50E-15  6.32E-15  3.93E-15  2.52E-15  1.48E-15  6.39E-16  3.08E-16
    14       6.49E-50  3.45E-50  2.03E-50  1.37E-50  9.20E-51  6.56E-51  5.90E-51  5.18E-51  4.40E-51  4.02E-51
             4.02E-51  4.08E-51  3.58E-51  2.60E-51  1.31E-51  6.73E-52  3.13E-52  1.01E-52  3.96E-53
    15       3.72E-15  2.63E-15  1.67E-15  1.19E-15  8.53E-16  5.63E-16  4.26E-16  3.42E-16  2.97E-16  3.02E-16
             3.18E-16  3.05E-16  2.53E-16  1.79E-16  9.01E-17  4.62E-17  2.13E-17  6.77E-18  2.66E-18
    16       3.69E-46  2.62E-46  1.67E-46  1.19E-46  8.53E-47  5.63E-47  4.26E-47  3.45E-47  3.08E-47  3.22E-47
             3.47E-47  3.42E-47  2.87E-47  2.04E-47  1.03E-47  5.27E-48  2.42E-48  7.68E-49  3.01E-49
    17       1.60E-12  1.13E-12  7.17E-13  5.08E-13  3.62E-13  2.33E-13  1.69E-13  1.25E-13  8.80E-14  6.95E-14
