SEQ='BE'     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  76358438.3   NPRNTI= 3   NPRNTF= 3
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S1                 (2)0( 0.5)        0.0 
     2          2P1                 (2)1( 0.5)   262317.2 
     3          2P1                 (2)1( 1.5)   286598.3 

   IC RESOLVED LEVEL INDEXING           BWNR=  83257501.5   NLVL= 466
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
             1.88E-15  1.05E-15  6.46E-16  3.76E-16  1.67E-16  8.34E-17  3.92E-17  1.33E-17  5.54E-18
   191       1.17E-13  8.23E-14  5.20E-14  3.67E-14  2.59E-14  1.62E-14  1.13E-14  7.71E-15  4.50E-15  2.86E-15
             1.71E-15  7.81E-16  3.92E-16  1.82E-16  5.94E-17  2.38E-17  9.16E-18  2.47E-18  8.99E-19
   192       3.49E-13  2.47E-13  1.56E-13  1.10E-13  7.75E-14  4.85E-14  3.37E-14  2.31E-14  1.35E-14  8.57E-15
             5.14E-15  2.34E-15  1.18E-15  5.46E-16  1.78E-16  7.15E-17  2.75E-17  7.42E-18  2.70E-18
   193       5.81E-13  4.10E-13  2.59E-13  1.83E-13  1.29E-13  8.07E-14  5.61E-14  3.85E-14  2.25E-14  1.43E-14
             8.56E-15  3.90E-15  1.96E-15  9.10E-16  2.97E-16  1.19E-16  4.58E-17  1.24E-17  4.49E-18
   194       3.47E-13  2.45E-13  1.55E-13  1.09E-13  7.70E-14  4.82E-14  3.35E-14  2.30E-14  1.34E-14  8.55E-15
             5.13E-15  2.34E-15  1.18E-15  5.46E-16  1.78E-16  7.14E-17  2.75E-17  7.42E-18  2.70E-18
   195       3.63E-13  2.56E-13  1.62E-13  1.14E-13  7.99E-14  4.93E-14  3.36E-14  2.21E-14  1.18E-14  6.73E-15
             3.51E-15  1.30E-15  5.54E-16  2.22E-16  6.19E-17  2.27E-17  8.21E-18  2.11E-18  7.48E-19
   196       6.05E-13  4.27E-13  2.70E-13  1.90E-13  1.33E-13  8.22E-14  5.59E-14  3.69E-14  1.96E-14  1.12E-14
             5.86E-15  2.16E-15  9.24E-16  3.70E-16  1.03E-16  3.79E-17  1.37E-17  3.51E-18  1.25E-18
   197       8.46E-13  5.98E-13  3.77E-13  2.66E-13  1.86E-13  1.15E-13  7.82E-14  5.16E-14  2.75E-14  1.57E-14
             8.20E-15  3.02E-15  1.29E-15  5.18E-16  1.44E-16  5.30E-17  1.92E-17  4.91E-18  1.75E-18
   198       5.97E-13  4.22E-13  2.66E-13  1.87E-13  1.32E-13  8.13E-14  5.53E-14  3.65E-14  1.95E-14  1.11E-14
             5.83E-15  2.15E-15  9.20E-16  3.69E-16  1.03E-16  3.78E-17  1.36E-17  3.50E-18  1.24E-18
   199       5.60E-13  3.95E-13  2.49E-13  1.74E-13  1.21E-13  7.30E-14  4.79E-14  2.98E-14  1.41E-14  7.21E-15
             3.33E-15  1.06E-15  4.13E-16  1.55E-16  4.07E-17  1.46E-17  5.20E-18  1.32E-18  4.67E-19
   200       7.83E-13  5.53E-13  3.48E-13  2.44E-13  1.70E-13  1.02E-13  6.71E-14  4.18E-14  1.98E-14  1.01E-14
             4.67E-15  1.48E-15  5.78E-16  2.17E-16  5.70E-17  2.04E-17  7.27E-18  1.85E-18  6.54E-19
   201       1.01E-12  7.11E-13  4.47E-13  3.13E-13  2.18E-13  1.31E-13  8.63E-14  5.37E-14  2.55E-14  1.30E-14
             6.00E-15  1.90E-15  7.43E-16  2.78E-16  7.32E-17  2.63E-17  9.35E-18  2.38E-18  8.41E-19
   202       6.07E-13  4.28E-13  2.68E-13  1.87E-13  1.28E-13  7.44E-14  4.66E-14  2.70E-14  1.14E-14  5.25E-15
             2.22E-15  6.44E-16  2.40E-16  8.73E-17  2.25E-17  8.00E-18  2.84E-18  7.19E-19  2.55E-19
   203       7.81E-13  5.50E-13  3.45E-13  2.40E-13  1.65E-13  9.57E-14  5.99E-14  3.48E-14  1.46E-14  6.76E-15
             2.86E-15  8.28E-16  3.09E-16  1.12E-16  2.89E-17  1.03E-17  3.65E-18  9.25E-19  3.27E-19
   204       7.81E-13  5.50E-13  3.45E-13  2.40E-13  1.65E-13  9.57E-14  5.99E-14  3.48E-14  1.46E-14  6.76E-15
             2.86E-15  8.28E-16  3.09E-16  1.12E-16  2.89E-17  1.03E-17  3.65E-18  9.25E-19  3.27E-19
   205       9.54E-13  6.72E-13  4.21E-13  2.93E-13  2.01E-13  1.17E-13  7.32E-14  4.25E-14  1.79E-14  8.26E-15
             3.49E-15  1.01E-15  3.77E-16  1.37E-16  3.54E-17  1.26E-17  4.46E-18  1.13E-18  4.00E-19
   206       4.40E-13  3.09E-13  1.93E-13  1.33E-13  8.94E-14  4.97E-14  2.94E-14  1.59E-14  5.98E-15  2.56E-15
             1.02E-15  2.80E-16  1.02E-16  3.67E-17  9.38E-18  3.33E-18  1.18E-18  2.98E-19  1.06E-19
   207       5.38E-13  3.78E-13  2.35E-13  1.62E-13  1.09E-13  6.07E-14  3.59E-14  1.94E-14  7.31E-15  3.13E-15
             1.25E-15  3.43E-16  1.25E-16  4.49E-17  1.15E-17  4.07E-18  1.44E-18  3.65E-19  1.29E-19
   208       5.38E-13  3.78E-13  2.35E-13  1.62E-13  1.09E-13  6.07E-14  3.59E-14  1.94E-14  7.31E-15  3.13E-15
             1.25E-15  3.43E-16  1.25E-16  4.49E-17  1.15E-17  4.07E-18  1.44E-18  3.65E-19  1.29E-19
   209       6.36E-13  4.47E-13  2.78E-13  1.92E-13  1.29E-13  7.17E-14  4.25E-14  2.29E-14  8.64E-15  3.70E-15
             1.47E-15  4.05E-16  1.48E-16  5.30E-17  1.36E-17  4.81E-18  1.70E-18  4.31E-19  1.52E-19
   210       7.80E-13  5.51E-13  3.46E-13  2.43E-13  1.69E-13  1.02E-13  6.69E-14  4.16E-14  1.97E-14  1.01E-14
             4.66E-15  1.48E-15  5.77E-16  2.16E-16  5.69E-17  2.04E-17  7.26E-18  1.84E-18  6.53E-19
   211       1.62E-13  1.14E-13  7.02E-14  4.77E-14  3.14E-14  1.65E-14  9.22E-15  4.63E-15  1.60E-15  6.47E-16
             2.48E-16  6.61E-17  2.38E-17  8.50E-18  2.16E-18  7.66E-19  2.71E-19  6.86E-20  2.43E-20
   212       1.92E-13  1.34E-13  8.30E-14  5.64E-14  3.71E-14  1.95E-14  1.09E-14  5.48E-15  1.89E-15  7.65E-16
             2.93E-16  7.81E-17  2.81E-17  1.00E-17  2.56E-18  9.05E-19  3.20E-19  8.11E-20  2.87E-20
   213       1.92E-13  1.34E-13  8.30E-14  5.64E-14  3.71E-14  1.95E-14  1.09E-14  5.48E-15  1.89E-15  7.65E-16
             2.93E-16  7.81E-17  2.81E-17  1.00E-17  2.56E-18  9.05E-19  3.20E-19  8.11E-20  2.87E-20
   214       2.21E-13  1.55E-13  9.57E-14  6.51E-14  4.28E-14  2.25E-14  1.26E-14  6.32E-15  2.18E-15  8.82E-16
             3.38E-16  9.01E-17  3.25E-17  1.16E-17  2.95E-18  1.04E-18  3.70E-19  9.36E-20  3.31E-20
   277       2.10E-13  1.48E-13  9.38E-14  6.63E-14  4.67E-14  2.93E-14  2.05E-14  1.42E-14  8.64E-15  5.82E-15
             3.85E-15  2.14E-15  1.31E-15  7.57E-16  3.35E-16  1.67E-16  7.87E-17  2.66E-17  1.11E-17
   278       6.91E-14  4.89E-14  3.09E-14  2.18E-14  1.54E-14  9.67E-15  6.77E-15  4.70E-15  2.86E-15  1.93E-15
             1.28E-15  7.11E-16  4.35E-16  2.52E-16  1.12E-16  5.58E-17  2.62E-17  8.88E-18  3.70E-18
   279       8.21E-14  5.80E-14  3.66E-14  2.58E-14  1.82E-14  1.14E-14  7.87E-15  5.37E-15  3.11E-15  1.96E-15
             1.17E-15  5.31E-16  2.66E-16  1.23E-16  4.02E-17  1.61E-17  6.19E-18  1.67E-18  6.07E-19
   280       2.46E-13  1.74E-13  1.10E-13  7.75E-14  5.45E-14  3.40E-14  2.36E-14  1.61E-14  9.32E-15  5.89E-15
             3.51E-15  1.59E-15  7.98E-16  3.70E-16  1.20E-16  4.83E-17  1.86E-17  5.01E-18  1.82E-18
   281       4.10E-13  2.89E-13  1.83E-13  1.29E-13  9.07E-14  5.66E-14  3.93E-14  2.68E-14  1.55E-14  9.81E-15
             5.85E-15  2.65E-15  1.33E-15  6.17E-16  2.01E-16  8.05E-17  3.09E-17  8.35E-18  3.03E-18
   282       2.45E-13  1.73E-13  1.09E-13  7.70E-14  5.42E-14  3.39E-14  2.35E-14  1.60E-14  9.30E-15  5.87E-15
             3.51E-15  1.59E-15  7.97E-16  3.70E-16  1.20E-16  4.83E-17  1.85E-17  5.01E-18  1.82E-18
   283       2.59E-13  1.83E-13  1.15E-13  8.11E-14  5.68E-14  3.50E-14  2.38E-14  1.56E-14  8.28E-15  4.71E-15
             2.45E-15  9.01E-16  3.85E-16  1.54E-16  4.29E-17  1.58E-17  5.69E-18  1.46E-18  5.18E-19
   284       4.31E-13  3.04E-13  1.92E-13  1.35E-13  9.46E-14  5.83E-14  3.96E-14  2.60E-14  1.38E-14  7.84E-15
             4.08E-15  1.50E-15  6.41E-16  2.57E-16  7.15E-17  2.63E-17  9.48E-18  2.43E-18  8.64E-19
   285       6.03E-13  4.26E-13  2.69E-13  1.89E-13  1.32E-13  8.16E-14  5.54E-14  3.64E-14  1.93E-14  1.10E-14
             5.72E-15  2.10E-15  8.98E-16  3.60E-16  1.00E-16  3.68E-17  1.33E-17  3.40E-18  1.21E-18
   286       4.26E-13  3.01E-13  1.90E-13  1.34E-13  9.37E-14  5.78E-14  3.93E-14  2.58E-14  1.37E-14  7.81E-15
             4.07E-15  1.50E-15  6.40E-16  2.56E-16  7.13E-17  2.62E-17  9.46E-18  2.43E-18  8.62E-19
   287       4.16E-13  2.93E-13  1.85E-13  1.29E-13  8.99E-14  5.41E-14  3.55E-14  2.20E-14  1.04E-14  5.30E-15
             2.45E-15  7.76E-16  3.03E-16  1.13E-16  2.98E-17  1.07E-17  3.80E-18  9.66E-19  3.42E-19
   288       5.82E-13  4.11E-13  2.58E-13  1.81E-13  1.26E-13  7.57E-14  4.96E-14  3.08E-14  1.46E-14  7.42E-15
             3.43E-15  1.09E-15  4.24E-16  1.59E-16  4.17E-17  1.49E-17  5.32E-18  1.35E-18  4.79E-19
   289       7.48E-13  5.28E-13  3.32E-13  2.33E-13  1.62E-13  9.73E-14  6.38E-14  3.96E-14  1.87E-14  9.54E-15
             4.40E-15  1.40E-15  5.45E-16  2.04E-16  5.36E-17  1.92E-17  6.84E-18  1.74E-18  6.16E-19
   290       4.98E-13  3.51E-13  2.20E-13  1.53E-13  1.05E-13  6.10E-14  3.81E-14  2.21E-14  9.29E-15  4.29E-15
             1.81E-15  5.25E-16  1.96E-16  7.12E-17  1.83E-17  6.52E-18  2.31E-18  5.86E-19  2.07E-19
   291       6.40E-13  4.51E-13  2.83E-13  1.97E-13  1.35E-13  7.84E-14  4.90E-14  2.84E-14  1.19E-14  5.51E-15
             2.33E-15  6.75E-16  2.51E-16  9.15E-17  2.36E-17  8.38E-18  2.97E-18  7.54E-19  2.67E-19
   292       6.40E-13  4.51E-13  2.83E-13  1.97E-13  1.35E-13  7.84E-14  4.90E-14  2.84E-14  1.19E-14  5.51E-15
             2.33E-15  6.75E-16  2.51E-16  9.15E-17  2.36E-17  8.38E-18  2.97E-18  7.54E-19  2.67E-19
   293       7.82E-13  5.51E-13  3.45E-13  2.40E-13  1.65E-13  9.58E-14  5.99E-14  3.48E-14  1.46E-14  6.74E-15
             2.85E-15  8.25E-16  3.07E-16  1.12E-16  2.88E-17  1.02E-17  3.63E-18  9.21E-19  3.26E-19
   294       4.46E-13  3.14E-13  1.95E-13  1.35E-13  9.07E-14  5.03E-14  2.98E-14  1.61E-14  6.06E-15  2.59E-15
             1.03E-15  2.84E-16  1.03E-16  3.72E-17  9.49E-18  3.37E-18  1.19E-18  3.02E-19  1.07E-19
   295       5.46E-13  3.84E-13  2.39E-13  1.65E-13  1.11E-13  6.15E-14  3.64E-14  1.96E-14  7.40E-15  3.17E-15
             1.26E-15  3.47E-16  1.26E-16  4.54E-17  1.16E-17  4.12E-18  1.46E-18  3.69E-19  1.31E-19
   296       5.46E-13  3.84E-13  2.39E-13  1.65E-13  1.11E-13  6.15E-14  3.64E-14  1.96E-14  7.40E-15  3.17E-15
             1.26E-15  3.47E-16  1.26E-16  4.54E-17  1.16E-17  4.12E-18  1.46E-18  3.69E-19  1.31E-19
   297       6.45E-13  4.53E-13  2.82E-13  1.94E-13  1.31E-13  7.27E-14  4.30E-14  2.32E-14  8.75E-15  3.75E-15
             1.49E-15  4.10E-16  1.49E-16  5.37E-17  1.37E-17  4.86E-18  1.72E-18  4.36E-19  1.54E-19
   298       5.80E-13  4.09E-13  2.57E-13  1.80E-13  1.25E-13  7.55E-14  4.95E-14  3.08E-14  1.46E-14  7.40E-15
             3.42E-15  1.08E-15  4.23E-16  1.58E-16  4.16E-17  1.49E-17  5.32E-18  1.35E-18  4.78E-19
   299       2.70E-13  1.89E-13  1.17E-13  7.96E-14  5.23E-14  2.75E-14  1.54E-14  7.72E-15  2.66E-15  1.08E-15
             4.13E-16  1.10E-16  3.96E-17  1.42E-17  3.60E-18  1.28E-18  4.51E-19  1.14E-19  4.04E-20
   300       3.19E-13  2.24E-13  1.38E-13  9.40E-14  6.19E-14  3.25E-14  1.81E-14  9.12E-15  3.14E-15  1.27E-15
             4.88E-16  1.30E-16  4.68E-17  1.67E-17  4.26E-18  1.51E-18  5.33E-19  1.35E-19  4.78E-20
   301       3.19E-13  2.24E-13  1.38E-13  9.40E-14  6.19E-14  3.25E-14  1.81E-14  9.12E-15  3.14E-15  1.27E-15
             4.88E-16  1.30E-16  4.68E-17  1.67E-17  4.26E-18  1.51E-18  5.33E-19  1.35E-19  4.78E-20
   302       3.69E-13  2.58E-13  1.60E-13  1.08E-13  7.14E-14  3.75E-14  2.09E-14  1.05E-14  3.62E-15  1.47E-15
             5.63E-16  1.50E-16  5.41E-17  1.93E-17  4.91E-18  1.74E-18  6.16E-19  1.56E-19  5.51E-20
   303       8.38E-14  5.85E-14  3.57E-14  2.39E-14  1.53E-14  7.59E-15  3.99E-15  1.88E-15  6.03E-16  2.35E-16
             8.79E-17  2.30E-17  8.24E-18  2.93E-18  7.45E-19  2.64E-19  9.33E-20  2.36E-20  8.34E-21
   304       9.67E-14  6.75E-14  4.12E-14  2.76E-14  1.77E-14  8.75E-15  4.60E-15  2.17E-15  6.96E-16  2.72E-16
             1.01E-16  2.66E-17  9.51E-18  3.38E-18  8.59E-19  3.04E-19  1.08E-19  2.72E-20  9.63E-21
   305       9.67E-14  6.75E-14  4.12E-14  2.76E-14  1.77E-14  8.75E-15  4.60E-15  2.17E-15  6.96E-16  2.72E-16
             1.01E-16  2.66E-17  9.51E-18  3.38E-18  8.59E-19  3.04E-19  1.08E-19  2.72E-20  9.63E-21
   306       1.10E-13  7.65E-14  4.67E-14  3.13E-14  2.00E-14  9.92E-15  5.21E-15  2.46E-15  7.89E-16  3.08E-16
             1.15E-16  3.01E-17  1.08E-17  3.83E-18  9.74E-19  3.45E-19  1.22E-19  3.09E-20  1.09E-20

                                                                                     --------------------------
                                                                                     PRTF= 1  LVLPRT= (2S  0.5)
   ILREP
   -----
     2       6.33E-12  4.48E-12  2.83E-12  2.00E-12  1.41E-12  8.95E-13  6.33E-13  4.47E-13  2.82E-13  1.98E-13
             1.37E-13  8.09E-14  5.16E-14  3.09E-14  1.41E-14  7.17E-15  3.41E-15  1.16E-15  4.87E-16
     3       4.04E-11  2.86E-11  1.81E-11  1.27E-11  8.99E-12  5.65E-12  3.95E-12  2.73E-12  1.62E-12  1.05E-12
             6.43E-13  3.01E-13  1.55E-13  7.31E-14  2.43E-14  9.90E-15  3.85E-15  1.06E-15  3.88E-16
     4       4.01E-12  2.84E-12  1.79E-12  1.27E-12  8.98E-13  5.68E-13  4.02E-13  2.84E-13  1.79E-13  1.25E-13
             8.65E-14  5.05E-14  3.19E-14  1.89E-14  8.54E-15  4.32E-15  2.04E-15  6.96E-16  2.91E-16
     5       1.34E-11  9.48E-12  5.99E-12  4.23E-12  2.98E-12  1.88E-12  1.31E-12  9.09E-13  5.42E-13  3.52E-13
             2.16E-13  1.01E-13  5.15E-14  2.42E-14  7.98E-15  3.22E-15  1.24E-15  3.36E-16  1.22E-16
     6       1.48E-11  1.05E-11  6.60E-12  4.65E-12  3.26E-12  2.02E-12  1.38E-12  9.14E-13  4.92E-13  2.84E-13
             1.50E-13  5.59E-14  2.41E-14  9.69E-15  2.71E-15  9.97E-16  3.60E-16  9.25E-17  3.29E-17
     7       1.79E-12  1.26E-12  7.99E-13  5.65E-13  3.99E-13  2.53E-13  1.79E-13  1.26E-13  7.92E-14  5.52E-14
             3.77E-14  2.17E-14  1.36E-14  8.00E-15  3.59E-15  1.80E-15  8.52E-16  2.89E-16  1.21E-16
     8       6.18E-12  4.37E-12  2.76E-12  1.95E-12  1.38E-12  8.65E-13  6.05E-13  4.19E-13  2.50E-13  1.61E-13
             9.85E-14  4.58E-14  2.33E-14  1.09E-14  3.58E-15  1.44E-15  5.55E-16  1.50E-16  5.46E-17
     9       9.11E-12  6.43E-12  4.06E-12  2.86E-12  2.01E-12  1.24E-12  8.48E-13  5.63E-13  3.03E-13  1.75E-13
             9.21E-14  3.43E-14  1.48E-14  5.94E-15  1.66E-15  6.10E-16  2.20E-16  5.65E-17  2.01E-17
    10       6.52E-12  4.60E-12  2.90E-12  2.03E-12  1.41E-12  8.51E-13  5.60E-13  3.49E-13  1.66E-13  8.52E-14
             3.96E-14  1.26E-14  4.93E-15  1.85E-15  4.87E-16  1.75E-16  6.21E-17  1.58E-17  5.59E-18
    11       9.71E-13  6.86E-13  4.34E-13  3.07E-13  2.17E-13  1.37E-13  9.68E-14  6.82E-14  4.25E-14  2.94E-14
             1.99E-14  1.13E-14  7.02E-15  4.11E-15  1.83E-15  9.20E-16  4.34E-16  1.47E-16  6.14E-17
    12       3.40E-12  2.40E-12  1.52E-12  1.07E-12  7.56E-13  4.75E-13  3.32E-13  2.29E-13  1.36E-13  8.74E-14
             5.30E-14  2.45E-14  1.24E-14  5.78E-15  1.89E-15  7.60E-16  2.93E-16  7.91E-17  2.88E-17
    13       5.52E-12  3.90E-12  2.46E-12  1.73E-12  1.22E-12  7.53E-13  5.14E-13  3.41E-13  1.83E-13  1.05E-13
             5.54E-14  2.06E-14  8.82E-15  3.55E-15  9.89E-16  3.64E-16  1.31E-16  3.37E-17  1.20E-17
    14       5.74E-12  4.05E-12  2.55E-12  1.79E-12  1.24E-12  7.49E-13  4.93E-13  3.07E-13  1.46E-13  7.49E-14
             3.47E-14  1.11E-14  4.32E-15  1.62E-15  4.26E-16  1.53E-16  5.44E-17  1.38E-17  4.90E-18
    15       3.12E-12  2.20E-12  1.38E-12  9.57E-13  6.57E-13  3.82E-13  2.39E-13  1.39E-13  5.85E-14  2.71E-14
             1.15E-14  3.32E-15  1.24E-15  4.51E-16  1.16E-16  4.13E-17  1.47E-17  3.72E-18  1.31E-18
    16       5.96E-13  4.21E-13  2.66E-13  1.88E-13  1.33E-13  8.39E-14  5.91E-14  4.14E-14  2.56E-14  1.75E-14
             1.18E-14  6.64E-15  4.09E-15  2.39E-15  1.06E-15  5.31E-16  2.50E-16  8.47E-17  3.53E-17
    17       2.09E-12  1.48E-12  9.34E-13  6.60E-13  4.65E-13  2.92E-13  2.04E-13  1.40E-13  8.25E-14  5.27E-14
             3.18E-14  1.46E-14  7.34E-15  3.42E-15  1.12E-15  4.48E-16  1.72E-16  4.66E-17  1.69E-17
    18       3.55E-12  2.51E-12  1.58E-12  1.11E-12  7.81E-13  4.83E-13  3.29E-13  2.18E-13  1.17E-13  6.69E-14
             3.50E-14  1.30E-14  5.55E-15  2.23E-15  6.21E-16  2.28E-16  8.25E-17  2.12E-17  7.52E-18
    19       4.28E-12  3.02E-12  1.90E-12  1.33E-12  9.26E-13  5.58E-13  3.67E-13  2.29E-13  1.09E-13  5.55E-14
             2.57E-14  8.18E-15  3.19E-15  1.20E-15  3.15E-16  1.13E-16  4.02E-17  1.02E-17  3.62E-18
    20       3.55E-12  2.50E-12  1.57E-12  1.09E-12  7.48E-13  4.35E-13  2.73E-13  1.58E-13  6.67E-14  3.08E-14
             1.30E-14  3.78E-15  1.41E-15  5.13E-16  1.32E-16  4.70E-17  1.67E-17  4.23E-18  1.49E-18
    21       1.54E-12  1.08E-12  6.72E-13  4.63E-13  3.12E-13  1.73E-13  1.03E-13  5.53E-14  2.09E-14  8.94E-15
             3.56E-15  9.79E-16  3.57E-16  1.28E-16  3.28E-17  1.16E-17  4.12E-18  1.04E-18  3.69E-19
    22       3.96E-13  2.80E-13  1.77E-13  1.25E-13  8.83E-14  5.56E-14  3.90E-14  2.72E-14  1.67E-14  1.13E-14
             7.55E-15  4.22E-15  2.59E-15  1.50E-15  6.67E-16  3.34E-16  1.57E-16  5.32E-17  2.22E-17
    23       1.39E-12  9.85E-13  6.22E-13  4.39E-13  3.09E-13  1.94E-13  1.35E-13  9.23E-14  5.39E-14  3.43E-14
             2.05E-14  9.36E-15  4.70E-15  2.18E-15  7.12E-16  2.86E-16  1.10E-16  2.97E-17  1.08E-17
    24       2.41E-12  1.70E-12  1.07E-12  7.57E-13  5.31E-13  3.28E-13  2.23E-13  1.47E-13  7.84E-14  4.48E-14
             2.34E-14  8.63E-15  3.69E-15  1.48E-15  4.12E-16  1.51E-16  5.47E-17  1.40E-17  4.98E-18
    25       3.13E-12  2.21E-12  1.39E-12  9.74E-13  6.77E-13  4.08E-13  2.68E-13  1.67E-13  7.91E-14  4.03E-14
             1.87E-14  5.92E-15  2.31E-15  8.66E-16  2.28E-16  8.17E-17  2.91E-17  7.39E-18  2.62E-18
    26       3.12E-12  2.20E-12  1.38E-12  9.59E-13  6.58E-13  3.83E-13  2.40E-13  1.39E-13  5.85E-14  2.70E-14
             1.14E-14  3.31E-15  1.23E-15  4.49E-16  1.16E-16  4.12E-17  1.46E-17  3.70E-18  1.31E-18
    27       2.15E-12  1.51E-12  9.42E-13  6.49E-13  4.37E-13  2.43E-13  1.44E-13  7.75E-14  2.92E-14  1.25E-14
             4.99E-15  1.37E-15  5.00E-16  1.80E-16  4.59E-17  1.63E-17  5.76E-18  1.46E-18  5.16E-19
    28       7.67E-13  5.38E-13  3.32E-13  2.26E-13  1.48E-13  7.81E-14  4.36E-14  2.19E-14  7.55E-15  3.06E-15
             1.17E-15  3.12E-16  1.13E-16  4.02E-17  1.02E-17  3.62E-18  1.28E-18  3.24E-19  1.15E-19
    29       2.79E-13  1.97E-13  1.25E-13  8.81E-14  6.21E-14  3.90E-14  2.73E-14  1.89E-14  1.15E-14  7.75E-15
             5.13E-15  2.85E-15  1.74E-15  1.01E-15  4.46E-16  2.23E-16  1.05E-16  3.55E-17  1.48E-17
    30       9.82E-13  6.94E-13  4.38E-13  3.09E-13  2.18E-13  1.36E-13  9.42E-14  6.43E-14  3.73E-14  2.35E-14
             1.40E-14  6.36E-15  3.19E-15  1.48E-15  4.82E-16  1.93E-16  7.42E-17  2.00E-17  7.28E-18
    31       1.72E-12  1.21E-12  7.65E-13  5.39E-13  3.78E-13  2.33E-13  1.58E-13  1.04E-13  5.51E-14  3.13E-14
             1.63E-14  6.00E-15  2.56E-15  1.03E-15  2.86E-16  1.05E-16  3.79E-17  9.72E-18  3.45E-18
    32       2.33E-12  1.64E-12  1.03E-12  7.23E-13  5.03E-13  3.03E-13  1.98E-13  1.23E-13  5.83E-14  2.97E-14
             1.37E-14  4.34E-15  1.69E-15  6.34E-16  1.67E-16  5.98E-17  2.13E-17  5.41E-18  1.91E-18
    33       2.56E-12  1.80E-12  1.13E-12  7.87E-13  5.39E-13  3.14E-13  1.96E-13  1.14E-13  4.78E-14  2.21E-14
             9.32E-15  2.70E-15  1.01E-15  3.66E-16  9.43E-17  3.35E-17  1.19E-17  3.01E-18  1.07E-18
    34       2.18E-12  1.53E-12  9.55E-13  6.58E-13  4.43E-13  2.46E-13  1.46E-13  7.85E-14  2.96E-14  1.27E-14
             5.05E-15  1.39E-15  5.06E-16  1.82E-16  4.64E-17  1.65E-17  5.83E-18  1.48E-18  5.22E-19
    35       1.28E-12  8.96E-13  5.53E-13  3.76E-13  2.47E-13  1.30E-13  7.26E-14  3.65E-14  1.26E-14  5.09E-15
             1.95E-15  5.20E-16  1.87E-16  6.69E-17  1.70E-17  6.03E-18  2.13E-18  5.40E-19  1.91E-19
    36       3.87E-13  2.70E-13  1.65E-13  1.10E-13  7.06E-14  3.50E-14  1.84E-14  8.69E-15  2.78E-15  1.09E-15
             4.06E-16  1.06E-16  3.80E-17  1.35E-17  3.44E-18  1.22E-18  4.30E-19  1.09E-19  3.85E-20
    37       2.06E-13  1.45E-13  9.18E-14  6.48E-14  4.56E-14  2.86E-14  1.99E-14  1.37E-14  8.27E-15  5.54E-15
             3.64E-15  2.01E-15  1.23E-15  7.10E-16  3.13E-16  1.57E-16  7.36E-17  2.49E-17  1.04E-17
    38       7.23E-13  5.11E-13  3.23E-13  2.27E-13  1.60E-13  9.95E-14  6.87E-14  4.67E-14  2.68E-14  1.69E-14
             1.00E-14  4.52E-15  2.26E-15  1.05E-15  3.41E-16  1.36E-16  5.24E-17  1.42E-17  5.14E-18
    39       1.27E-12  8.98E-13  5.66E-13  3.98E-13  2.79E-13  1.72E-13  1.16E-13  7.61E-14  4.01E-14  2.27E-14
             1.18E-14  4.33E-15  1.85E-15  7.40E-16  2.06E-16  7.55E-17  2.73E-17  6.99E-18  2.48E-18
    40       1.76E-12  1.24E-12  7.83E-13  5.49E-13  3.81E-13  2.29E-13  1.50E-13  9.29E-14  4.38E-14  2.22E-14
             1.02E-14  3.24E-15  1.26E-15  4.73E-16  1.24E-16  4.46E-17  1.59E-17  4.03E-18  1.43E-18
    41       2.06E-12  1.45E-12  9.10E-13  6.33E-13  4.34E-13  2.52E-13  1.58E-13  9.13E-14  3.83E-14  1.77E-14
             7.45E-15  2.16E-15  8.03E-16  2.92E-16  7.53E-17  2.68E-17  9.50E-18  2.41E-18  8.52E-19
    42       1.98E-12  1.39E-12  8.68E-13  5.98E-13  4.02E-13  2.23E-13  1.32E-13  7.12E-14  2.68E-14  1.15E-14
             4.57E-15  1.26E-15  4.58E-16  1.64E-16  4.20E-17  1.49E-17  5.28E-18  1.34E-18  4.73E-19
    43       1.47E-12  1.03E-12  6.35E-13  4.32E-13  2.84E-13  1.50E-13  8.34E-14  4.19E-14  1.44E-14  5.85E-15
             2.24E-15  5.97E-16  2.15E-16  7.68E-17  1.95E-17  6.92E-18  2.45E-18  6.20E-19  2.19E-19
    44       7.47E-13  5.22E-13  3.19E-13  2.13E-13  1.36E-13  6.77E-14  3.56E-14  1.68E-14  5.38E-15  2.10E-15
             7.84E-16  2.05E-16  7.35E-17  2.62E-17  6.64E-18  2.35E-18  8.32E-19  2.11E-19  7.44E-20
    45       1.96E-13  1.37E-13  8.23E-14  5.40E-14  3.35E-14  1.56E-14  7.76E-15  3.47E-15  1.05E-15  4.00E-16
             1.47E-16  3.81E-17  1.36E-17  4.83E-18  1.22E-18  4.33E-19  1.53E-19  3.88E-20  1.37E-20
    46       1.57E-13  1.11E-13  6.99E-14  4.93E-14  3.47E-14  2.16E-14  1.50E-14  1.03E-14  6.15E-15  4.10E-15
             2.68E-15  1.47E-15  8.96E-16  5.18E-16  2.28E-16  1.14E-16  5.36E-17  1.81E-17  7.55E-18
