SEQ='C '     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  89332695.2   NPRNTI= 5   NPRNTF=15
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
             2.54E-17  9.57E-18  4.16E-18  1.69E-18  4.76E-19  1.76E-19  6.38E-20  1.64E-20  5.83E-21
  1207       1.65E-15  1.17E-15  7.38E-16  5.21E-16  3.66E-16  2.28E-16  1.56E-16  1.04E-16  5.68E-17  3.30E-17
             1.75E-17  6.63E-18  2.88E-18  1.17E-18  3.30E-19  1.22E-19  4.42E-20  1.14E-20  4.04E-21
  1209       4.30E-15  3.04E-15  1.92E-15  1.35E-15  9.53E-16  5.93E-16  4.07E-16  2.72E-16  1.48E-16  8.61E-17
             4.58E-17  1.73E-17  7.54E-18  3.06E-18  8.64E-19  3.19E-19  1.16E-19  2.98E-20  1.06E-20
  1210       2.32E-15  1.64E-15  1.04E-15  7.31E-16  5.14E-16  3.20E-16  2.20E-16  1.47E-16  8.00E-17  4.65E-17
             2.48E-17  9.36E-18  4.07E-18  1.65E-18  4.66E-19  1.72E-19  6.25E-20  1.61E-20  5.71E-21
  1211       3.70E-18  2.61E-18  1.64E-18  1.15E-18  8.04E-19  4.87E-19  3.22E-19  2.02E-19  9.65E-20  4.95E-20
             2.30E-20  7.36E-21  2.88E-21  1.08E-21  2.86E-22  1.02E-22  3.65E-23  9.28E-24  3.29E-24
  1212       2.04E-16  1.44E-16  9.06E-17  6.36E-17  4.43E-17  2.68E-17  1.77E-17  1.11E-17  5.32E-18  2.73E-18
             1.27E-18  4.06E-19  1.59E-19  5.97E-20  1.57E-20  5.65E-21  2.01E-21  5.12E-22  1.81E-22
  1213       1.88E-16  1.32E-16  8.34E-17  5.85E-17  4.08E-17  2.47E-17  1.63E-17  1.02E-17  4.90E-18  2.51E-18
             1.17E-18  3.74E-19  1.46E-19  5.50E-20  1.45E-20  5.20E-21  1.85E-21  4.71E-22  1.67E-22
  1215       1.62E-17  1.15E-17  7.22E-18  5.07E-18  3.53E-18  2.14E-18  1.41E-18  8.86E-19  4.25E-19  2.18E-19
             1.01E-19  3.24E-20  1.27E-20  4.77E-21  1.26E-21  4.51E-22  1.61E-22  4.09E-23  1.45E-23
  1225       4.34E-16  3.06E-16  1.93E-16  1.35E-16  9.44E-17  5.72E-17  3.78E-17  2.37E-17  1.14E-17  5.83E-18
             2.71E-18  8.68E-19  3.40E-19  1.28E-19  3.37E-20  1.21E-20  4.30E-21  1.09E-21  3.87E-22
  1250       2.46E-16  1.74E-16  1.09E-16  7.68E-17  5.35E-17  3.24E-17  2.14E-17  1.34E-17  6.44E-18  3.31E-18
             1.54E-18  4.92E-19  1.93E-19  7.25E-20  1.91E-20  6.85E-21  2.44E-21  6.21E-22  2.20E-22
  1253       8.51E-17  6.02E-17  3.81E-17  2.70E-17  1.92E-17  1.22E-17  8.70E-18  6.15E-18  3.78E-18  2.51E-18
             1.57E-18  7.60E-19  3.98E-19  1.92E-19  6.50E-20  2.67E-20  1.04E-20  2.85E-21  1.04E-21
  1254       3.68E-16  2.60E-16  1.65E-16  1.17E-16  8.30E-17  5.29E-17  3.77E-17  2.67E-17  1.64E-17  1.09E-17
             6.84E-18  3.30E-18  1.73E-18  8.34E-19  2.83E-19  1.16E-19  4.53E-20  1.24E-20  4.53E-21
  1256       4.45E-19  3.15E-19  1.99E-19  1.41E-19  1.00E-19  6.41E-20  4.57E-20  3.24E-20  2.00E-20  1.33E-20
             8.34E-21  4.03E-21  2.11E-21  1.02E-21  3.45E-22  1.42E-22  5.53E-23  1.51E-23  5.54E-24
  1259       2.91E-17  2.06E-17  1.30E-17  9.18E-18  6.48E-18  4.07E-18  2.82E-18  1.90E-18  1.05E-18  6.18E-19
             3.32E-19  1.26E-19  5.51E-20  2.24E-20  6.34E-21  2.34E-21  8.50E-22  2.19E-22  7.77E-23
  1260       8.41E-18  5.95E-18  3.76E-18  2.66E-18  1.88E-18  1.18E-18  8.17E-19  5.52E-19  3.05E-19  1.79E-19
             9.62E-20  3.66E-20  1.60E-20  6.51E-21  1.84E-21  6.80E-22  2.47E-22  6.34E-23  2.26E-23
  1263       1.07E-16  7.57E-17  4.79E-17  3.39E-17  2.39E-17  1.50E-17  1.04E-17  7.06E-18  3.91E-18  2.30E-18
             1.24E-18  4.71E-19  2.06E-19  8.38E-20  2.37E-20  8.76E-21  3.18E-21  8.17E-22  2.90E-22
  1265       5.68E-16  4.01E-16  2.54E-16  1.79E-16  1.27E-16  7.97E-17  5.54E-17  3.75E-17  2.08E-17  1.22E-17
             6.58E-18  2.51E-18  1.10E-18  4.47E-19  1.26E-19  4.67E-20  1.69E-20  4.35E-21  1.55E-21
  1266       2.49E-17  1.76E-17  1.11E-17  7.87E-18  5.56E-18  3.49E-18  2.43E-18  1.65E-18  9.14E-19  5.38E-19
             2.89E-19  1.10E-19  4.82E-20  1.96E-20  5.55E-21  2.05E-21  7.44E-22  1.92E-22  6.81E-23
  1270       6.22E-18  4.39E-18  2.77E-18  1.95E-18  1.36E-18  8.33E-19  5.56E-19  3.53E-19  1.72E-19  8.90E-20
             4.17E-20  1.34E-20  5.27E-21  1.98E-21  5.23E-22  1.88E-22  6.69E-23  1.70E-23  6.02E-24
  1272       4.93E-17  3.48E-17  2.20E-17  1.55E-17  1.08E-17  6.61E-18  4.42E-18  2.80E-18  1.36E-18  7.07E-19
             3.31E-19  1.07E-19  4.19E-20  1.57E-20  4.15E-21  1.49E-21  5.31E-22  1.35E-22  4.78E-23
  1274       7.26E-17  5.13E-17  3.23E-17  2.27E-17  1.59E-17  9.73E-18  6.50E-18  4.12E-18  2.01E-18  1.04E-18
             4.88E-19  1.57E-19  6.16E-20  2.32E-20  6.12E-21  2.20E-21  7.82E-22  1.99E-22  7.04E-23
  1276       4.88E-17  3.45E-17  2.17E-17  1.53E-17  1.07E-17  6.55E-18  4.37E-18  2.77E-18  1.35E-18  7.00E-19
             3.28E-19  1.06E-19  4.15E-20  1.56E-20  4.12E-21  1.48E-21  5.27E-22  1.34E-22  4.74E-23
  1313       1.72E-16  1.22E-16  7.67E-17  5.40E-17  3.78E-17  2.31E-17  1.54E-17  9.80E-18  4.77E-18  2.48E-18
             1.16E-18  3.73E-19  1.47E-19  5.52E-20  1.46E-20  5.23E-21  1.86E-21  4.74E-22  1.68E-22
  1326       3.69E-17  2.61E-17  1.65E-17  1.16E-17  8.10E-18  4.96E-18  3.31E-18  2.10E-18  1.02E-18  5.31E-19
             2.49E-19  8.01E-20  3.15E-20  1.18E-20  3.13E-21  1.12E-21  4.00E-22  1.02E-22  3.60E-23
  1328       1.80E-20  1.28E-20  8.29E-21  6.06E-21  4.57E-21  3.43E-21  3.02E-21  2.86E-21  2.75E-21  2.55E-21
             2.20E-21  1.59E-21  1.13E-21  7.28E-22  3.58E-22  1.90E-22  9.35E-23  3.31E-23  1.41E-23
  1329       4.54E-20  3.24E-20  2.09E-20  1.53E-20  1.16E-20  8.70E-21  7.66E-21  7.16E-21  6.55E-21  5.64E-21
             4.34E-21  2.52E-21  1.45E-21  7.40E-22  2.63E-22  1.10E-22  4.37E-23  1.21E-23  4.44E-24
  1330       7.50E-19  5.34E-19  3.45E-19  2.53E-19  1.91E-19  1.44E-19  1.27E-19  1.19E-19  1.09E-19  9.36E-20
             7.21E-20  4.19E-20  2.40E-20  1.23E-20  4.37E-21  1.83E-21  7.26E-22  2.01E-22  7.38E-23
  1331       1.86E-19  1.32E-19  8.54E-20  6.26E-20  4.73E-20  3.56E-20  3.14E-20  2.95E-20  2.70E-20  2.33E-20
             1.80E-20  1.04E-20  5.99E-21  3.06E-21  1.09E-21  4.57E-22  1.81E-22  5.01E-23  1.84E-23
  1333       1.84E-19  1.31E-19  8.45E-20  6.19E-20  4.67E-20  3.48E-20  3.00E-20  2.65E-20  2.12E-20  1.57E-20
             1.01E-20  4.49E-21  2.11E-21  9.04E-22  2.65E-22  9.94E-23  3.64E-23  9.40E-24  3.35E-24
  1334       1.45E-18  1.03E-18  6.65E-19  4.87E-19  3.68E-19  2.74E-19  2.36E-19  2.09E-19  1.67E-19  1.24E-19
             7.95E-20  3.55E-20  1.67E-20  7.14E-21  2.09E-21  7.85E-22  2.87E-22  7.43E-23  2.65E-23
  1335       3.19E-19  2.27E-19  1.47E-19  1.07E-19  8.11E-20  6.06E-20  5.21E-20  4.62E-20  3.70E-20  2.74E-20
             1.76E-20  7.85E-21  3.69E-21  1.58E-21  4.63E-22  1.74E-22  6.35E-23  1.64E-23  5.86E-24
  1338       5.91E-20  4.22E-20  2.74E-20  2.02E-20  1.55E-20  1.22E-20  1.14E-20  1.15E-20  1.20E-20  1.16E-20
             1.03E-20  7.63E-21  5.45E-21  3.55E-21  1.76E-21  9.34E-22  4.60E-22  1.63E-22  6.97E-23
  1341       2.63E-20  1.88E-20  1.22E-20  9.06E-21  6.99E-21  5.55E-21  5.20E-21  5.23E-21  5.19E-21  4.68E-21
             3.70E-21  2.21E-21  1.28E-21  6.58E-22  2.35E-22  9.89E-23  3.92E-23  1.09E-23  4.00E-24
  1342       9.72E-20  6.94E-20  4.52E-20  3.34E-20  2.58E-20  2.05E-20  1.93E-20  1.94E-20  1.93E-20  1.74E-20
             1.38E-20  8.22E-21  4.76E-21  2.45E-21  8.78E-22  3.69E-22  1.46E-22  4.06E-23  1.49E-23
  1346       2.81E-18  2.00E-18  1.29E-18  9.50E-19  7.19E-19  5.39E-19  4.66E-19  4.19E-19  3.55E-19  2.88E-19
             2.11E-19  1.17E-19  6.51E-20  3.27E-20  1.15E-20  4.77E-21  1.88E-21  5.19E-22  1.91E-22
  1347       6.98E-19  4.98E-19  3.22E-19  2.36E-19  1.79E-19  1.34E-19  1.16E-19  1.04E-19  8.85E-20  7.19E-20
             5.26E-20  2.91E-20  1.62E-20  8.16E-21  2.86E-21  1.19E-21  4.70E-22  1.30E-22  4.76E-23
  1350       2.46E-19  1.75E-19  1.14E-19  8.33E-20  6.31E-20  4.74E-20  4.11E-20  3.71E-20  3.15E-20  2.56E-20
             1.88E-20  1.04E-20  5.81E-21  2.92E-21  1.02E-21  4.26E-22  1.68E-22  4.64E-23  1.70E-23
  1351       1.30E-18  9.24E-19  5.98E-19  4.39E-19  3.33E-19  2.50E-19  2.17E-19  1.95E-19  1.66E-19  1.35E-19
             9.90E-20  5.48E-20  3.06E-20  1.54E-20  5.39E-21  2.25E-21  8.86E-22  2.44E-22  8.96E-23
  1352       3.52E-19  2.51E-19  1.62E-19  1.19E-19  9.03E-20  6.79E-20  5.88E-20  5.31E-20  4.52E-20  3.68E-20
             2.69E-20  1.49E-20  8.32E-21  4.18E-21  1.47E-21  6.11E-22  2.41E-22  6.65E-23  2.44E-23
  1354       1.22E-19  8.70E-20  5.63E-20  4.14E-20  3.14E-20  2.36E-20  2.05E-20  1.86E-20  1.58E-20  1.29E-20
             9.44E-21  5.23E-21  2.92E-21  1.47E-21  5.16E-22  2.15E-22  8.47E-23  2.34E-23  8.57E-24
  1356       3.38E-19  2.41E-19  1.56E-19  1.14E-19  8.68E-20  6.54E-20  5.69E-20  5.15E-20  4.40E-20  3.59E-20
             2.63E-20  1.46E-20  8.14E-21  4.10E-21  1.44E-21  5.98E-22  2.36E-22  6.51E-23  2.39E-23
  1358       1.70E-19  1.22E-19  7.93E-20  5.90E-20  4.60E-20  3.74E-20  3.61E-20  3.74E-20  3.84E-20  3.51E-20
             2.81E-20  1.69E-20  9.82E-21  5.07E-21  1.82E-21  7.65E-22  3.03E-22  8.41E-23  3.09E-23
  1363       9.40E-20  6.69E-20  4.33E-20  3.17E-20  2.39E-20  1.77E-20  1.49E-20  1.27E-20  9.40E-21  6.61E-21
             4.05E-21  1.73E-21  8.00E-22  3.37E-22  9.78E-23  3.65E-23  1.33E-23  3.44E-24  1.23E-24
  1364       3.70E-20  2.65E-20  1.73E-20  1.29E-20  1.01E-20  8.24E-21  8.01E-21  8.37E-21  8.66E-21  7.96E-21
             6.40E-21  3.85E-21  2.24E-21  1.16E-21  4.15E-22  1.75E-22  6.94E-23  1.92E-23  7.07E-24
  1365       5.03E-18  3.58E-18  2.32E-18  1.70E-18  1.28E-18  9.49E-19  7.99E-19  6.79E-19  5.04E-19  3.54E-19
             2.18E-19  9.31E-20  4.29E-20  1.81E-20  5.25E-21  1.96E-21  7.15E-22  1.85E-22  6.58E-23
  1368       1.22E-18  8.67E-19  5.61E-19  4.11E-19  3.10E-19  2.30E-19  1.94E-19  1.65E-19  1.22E-19  8.61E-20
             5.28E-20  2.26E-20  1.04E-20  4.40E-21  1.27E-21  4.76E-22  1.74E-22  4.49E-23  1.60E-23
  1369       5.24E-20  3.73E-20  2.42E-20  1.77E-20  1.34E-20  9.92E-21  8.36E-21  7.13E-21  5.30E-21  3.73E-21
             2.29E-21  9.82E-22  4.53E-22  1.91E-22  5.54E-23  2.07E-23  7.55E-24  1.95E-24  6.94E-25
  1371       7.83E-19  5.58E-19  3.61E-19  2.65E-19  2.00E-19  1.48E-19  1.25E-19  1.07E-19  7.94E-20  5.59E-20
             3.43E-20  1.47E-20  6.78E-21  2.86E-21  8.30E-22  3.10E-22  1.13E-22  2.92E-23  1.04E-23
  1372       2.12E-19  1.51E-19  9.79E-20  7.18E-20  5.43E-20  4.03E-20  3.40E-20  2.90E-20  2.17E-20  1.53E-20
             9.38E-21  4.02E-21  1.85E-21  7.81E-22  2.27E-22  8.47E-23  3.09E-23  7.98E-24  2.84E-24
  1374       4.25E-20  3.03E-20  1.96E-20  1.44E-20  1.09E-20  8.07E-21  6.82E-21  5.83E-21  4.35E-21  3.07E-21
             1.89E-21  8.08E-22  3.73E-22  1.57E-22  4.56E-23  1.70E-23  6.22E-24  1.61E-24  5.72E-25
  1376       4.30E-19  3.06E-19  1.98E-19  1.45E-19  1.10E-19  8.18E-20  6.92E-20  5.92E-20  4.42E-20  3.12E-20
             1.92E-20  8.22E-21  3.79E-21  1.60E-21  4.64E-22  1.73E-22  6.33E-23  1.63E-23  5.82E-24
  1378       2.91E-19  2.07E-19  1.34E-19  9.85E-20  7.46E-20  5.55E-20  4.71E-20  4.03E-20  3.02E-20  2.13E-20
             1.31E-20  5.64E-21  2.60E-21  1.10E-21  3.18E-22  1.19E-22  4.34E-23  1.12E-23  3.99E-24
  1379       1.19E-19  8.47E-20  5.47E-20  3.99E-20  2.99E-20  2.15E-20  1.72E-20  1.34E-20  8.42E-21  5.07E-21
             2.65E-21  9.32E-22  3.81E-22  1.47E-22  3.93E-23  1.42E-23  5.07E-24  1.29E-24  4.58E-25
  1390       1.79E-19  1.28E-19  8.35E-20  6.22E-20  4.86E-20  3.94E-20  3.72E-20  3.66E-20  3.26E-20  2.56E-20
             1.71E-20  7.84E-21  3.74E-21  1.61E-21  4.76E-22  1.79E-22  6.56E-23  1.70E-23  6.05E-24
  1391       3.22E-20  2.30E-20  1.50E-20  1.12E-20  8.76E-21  7.12E-21  6.73E-21  6.62E-21  5.92E-21  4.64E-21
             3.10E-21  1.42E-21  6.80E-22  2.93E-22  8.65E-23  3.25E-23  1.19E-23  3.08E-24  1.10E-24
  1393       3.86E-20  2.76E-20  1.81E-20  1.35E-20  1.06E-20  8.65E-21  8.25E-21  8.18E-21  7.37E-21  5.81E-21
             3.88E-21  1.79E-21  8.56E-22  3.69E-22  1.09E-22  4.10E-23  1.50E-23  3.89E-24  1.39E-24
  1395       2.89E-19  2.08E-19  1.39E-19  1.08E-19  8.94E-20  8.20E-20  8.52E-20  8.98E-20  8.69E-20  7.44E-20
             5.59E-20  3.14E-20  1.76E-20  8.88E-21  3.12E-21  1.30E-21  5.13E-22  1.42E-22  5.19E-23
  1396       6.25E-20  4.51E-20  3.02E-20  2.33E-20  1.94E-20  1.78E-20  1.85E-20  1.95E-20  1.89E-20  1.62E-20
             1.22E-20  6.84E-21  3.84E-21  1.94E-21  6.80E-22  2.83E-22  1.12E-22  3.08E-23  1.13E-23
  1397       2.63E-20  1.90E-20  1.27E-20  9.82E-21  8.18E-21  7.54E-21  7.86E-21  8.31E-21  8.07E-21  6.91E-21
             5.20E-21  2.92E-21  1.64E-21  8.28E-22  2.91E-22  1.21E-22  4.78E-23  1.32E-23  4.84E-24
  1398       1.35E-19  9.70E-20  6.49E-20  5.02E-20  4.19E-20  3.86E-20  4.02E-20  4.25E-20  4.13E-20  3.54E-20
             2.66E-20  1.50E-20  8.41E-21  4.24E-21  1.49E-21  6.21E-22  2.45E-22  6.76E-23  2.48E-23
  1401       4.83E-20  3.48E-20  2.33E-20  1.80E-20  1.50E-20  1.39E-20  1.45E-20  1.54E-20  1.50E-20  1.28E-20
             9.66E-21  5.43E-21  3.05E-21  1.54E-21  5.41E-22  2.25E-22  8.89E-23  2.45E-23  9.00E-24
  1402       1.28E-20  9.26E-21  6.20E-21  4.81E-21  4.02E-21  3.73E-21  3.90E-21  4.14E-21  4.04E-21  3.47E-21
             2.61E-21  1.47E-21  8.26E-22  4.16E-22  1.46E-22  6.10E-23  2.41E-23  6.64E-24  2.44E-24
  1403       4.91E-20  3.54E-20  2.37E-20  1.84E-20  1.54E-20  1.43E-20  1.50E-20  1.59E-20  1.56E-20  1.34E-20
             1.01E-20  5.66E-21  3.18E-21  1.61E-21  5.64E-22  2.35E-22  9.28E-23  2.56E-23  9.39E-24
  1405       5.12E-19  3.69E-19  2.47E-19  1.92E-19  1.60E-19  1.46E-19  1.47E-19  1.46E-19  1.24E-19  9.21E-20
             5.82E-20  2.54E-20  1.18E-20  5.00E-21  1.45E-21  5.44E-22  1.98E-22  5.12E-23  1.83E-23
  1407       1.13E-19  8.17E-20  5.48E-20  4.25E-20  3.54E-20  3.23E-20  3.27E-20  3.26E-20  2.77E-20  2.05E-20
             1.30E-20  5.67E-21  2.63E-21  1.11E-21  3.24E-22  1.21E-22  4.42E-23  1.14E-23  4.07E-24
  1409       1.04E-19  7.53E-20  5.05E-20  3.92E-20  3.27E-20  3.00E-20  3.04E-20  3.04E-20  2.58E-20  1.92E-20
             1.21E-20  5.30E-21  2.46E-21  1.04E-21  3.03E-22  1.13E-22  4.14E-23  1.07E-23  3.81E-24
  1413       3.47E-20  2.50E-20  1.68E-20  1.30E-20  1.09E-20  1.00E-20  1.02E-20  1.02E-20  8.70E-21  6.47E-21
             4.09E-21  1.79E-21  8.31E-22  3.52E-22  1.02E-22  3.83E-23  1.40E-23  3.61E-24  1.29E-24
  1414       3.03E-20  2.19E-20  1.47E-20  1.14E-20  9.57E-21  8.82E-21  9.00E-21  9.02E-21  7.71E-21  5.73E-21
             3.63E-21  1.59E-21  7.37E-22  3.12E-22  9.09E-23  3.40E-23  1.24E-23  3.21E-24  1.14E-24
  1417       4.47E-20  3.23E-20  2.17E-20  1.69E-20  1.42E-20  1.31E-20  1.34E-20  1.35E-20  1.15E-20  8.59E-21
             5.45E-21  2.38E-21  1.11E-21  4.69E-22  1.36E-22  5.10E-23  1.86E-23  4.81E-24  1.71E-24
  1422       3.22E-20  2.33E-20  1.59E-20  1.26E-20  1.11E-20  1.18E-20  1.43E-20  1.77E-20  2.05E-20  1.93E-20
             1.56E-20  9.34E-21  5.41E-21  2.78E-21  9.92E-22  4.16E-22  1.65E-22  4.57E-23  1.68E-23
  1425       7.50E-21  5.45E-21  3.73E-21  3.00E-21  2.68E-21  2.88E-21  3.44E-21  4.03E-21  4.06E-21  3.30E-21
             2.23E-21  1.03E-21  4.90E-22  2.11E-22  6.22E-23  2.34E-23  8.56E-24  2.21E-24  7.89E-25
  1426       5.88E-20  4.27E-20  2.93E-20  2.35E-20  2.10E-20  2.27E-20  2.72E-20  3.18E-20  3.20E-20  2.61E-20
             1.76E-20  8.14E-21  3.88E-21  1.67E-21  4.92E-22  1.85E-22  6.77E-23  1.75E-23  6.24E-24
  1427       1.30E-20  9.41E-21  6.44E-21  5.18E-21  4.64E-21  5.01E-21  5.99E-21  7.02E-21  7.08E-21  5.77E-21
             3.90E-21  1.80E-21  8.58E-22  3.69E-22  1.09E-22  4.09E-23  1.50E-23  3.87E-24  1.38E-24
  1428       1.35E-21  9.91E-22  7.00E-22  5.93E-22  5.85E-22  7.80E-22  1.13E-21  1.63E-21  2.23E-21  2.39E-21
             2.23E-21  1.70E-21  1.22E-21  7.98E-22  3.95E-22  2.10E-22  1.04E-22  3.68E-23  1.57E-23
  1436       2.16E-21  1.61E-21  1.20E-21  1.10E-21  1.24E-21  2.05E-21  3.35E-21  5.12E-21  6.98E-21  7.08E-21
             5.98E-21  3.70E-21  2.17E-21  1.13E-21  4.05E-22  1.71E-22  6.78E-23  1.88E-23  6.91E-24

                                                                                     --------------------------
                                                                                     PRTF= 3  LVLPRT= (4P  0.5)
   ILREP
   -----
     3       3.72E-11  2.63E-11  1.66E-11  1.17E-11  8.29E-12  5.22E-12  3.66E-12  2.55E-12  1.55E-12  1.03E-12
             6.64E-13  3.40E-13  1.91E-13  1.00E-13  3.92E-14  1.81E-14  7.96E-15  2.53E-15  1.02E-15
     4       3.22E-12  2.28E-12  1.44E-12  1.02E-12  7.20E-13  4.56E-13  3.23E-13  2.29E-13  1.45E-13  1.03E-13
             7.22E-14  4.36E-14  2.84E-14  1.75E-14  8.28E-15  4.32E-15  2.10E-15  7.38E-16  3.14E-16
     5       6.98E-12  4.93E-12  3.12E-12  2.20E-12  1.56E-12  9.79E-13  6.87E-13  4.78E-13  2.88E-13  1.90E-13
             1.19E-13  5.74E-14  3.02E-14  1.46E-14  4.96E-15  2.03E-15  7.95E-16  2.18E-16  7.97E-17
     6       7.06E-12  4.99E-12  3.15E-12  2.22E-12  1.56E-12  9.63E-13  6.58E-13  4.37E-13  2.36E-13  1.37E-13
             7.28E-14  2.76E-14  1.20E-14  4.88E-15  1.38E-15  5.10E-16  1.85E-16  4.75E-17  1.69E-17
     7       1.42E-12  1.00E-12  6.34E-13  4.49E-13  3.17E-13  2.01E-13  1.42E-13  1.01E-13  6.41E-14  4.52E-14
             3.15E-14  1.88E-14  1.22E-14  7.43E-15  3.49E-15  1.82E-15  8.83E-16  3.09E-16  1.31E-16
     8       3.67E-12  2.60E-12  1.64E-12  1.16E-12  8.19E-13  5.16E-13  3.62E-13  2.53E-13  1.53E-13  1.01E-13
             6.31E-14  3.05E-14  1.60E-14  7.74E-15  2.63E-15  1.08E-15  4.21E-16  1.15E-16  4.22E-17
     9       5.24E-12  3.70E-12  2.33E-12  1.64E-12  1.15E-12  7.15E-13  4.89E-13  3.25E-13  1.76E-13  1.02E-13
             5.46E-14  2.07E-14  9.00E-15  3.66E-15  1.03E-15  3.82E-16  1.39E-16  3.56E-17  1.27E-17
    10       5.52E-12  3.89E-12  2.45E-12  1.72E-12  1.19E-12  7.20E-13  4.74E-13  2.96E-13  1.41E-13  7.25E-14
             3.37E-14  1.08E-14  4.23E-15  1.59E-15  4.19E-16  1.51E-16  5.36E-17  1.36E-17  4.83E-18
    11       7.76E-13  5.48E-13  3.47E-13  2.45E-13  1.74E-13  1.10E-13  7.78E-14  5.51E-14  3.48E-14  2.43E-14
             1.68E-14  9.92E-15  6.36E-15  3.87E-15  1.81E-15  9.40E-16  4.56E-16  1.60E-16  6.78E-17
    12       2.46E-12  1.74E-12  1.10E-12  7.77E-13  5.48E-13  3.46E-13  2.43E-13  1.69E-13  1.02E-13  6.72E-14
             4.20E-14  2.02E-14  1.06E-14  5.09E-15  1.73E-15  7.07E-16  2.76E-16  7.57E-17  2.77E-17
    13       3.76E-12  2.66E-12  1.68E-12  1.18E-12  8.30E-13  5.14E-13  3.52E-13  2.34E-13  1.27E-13  7.35E-14
             3.91E-14  1.48E-14  6.44E-15  2.62E-15  7.39E-16  2.73E-16  9.90E-17  2.55E-17  9.06E-18
    14       4.98E-12  3.52E-12  2.21E-12  1.55E-12  1.08E-12  6.51E-13  4.28E-13  2.68E-13  1.28E-13  6.54E-14
             3.04E-14  9.73E-15  3.81E-15  1.43E-15  3.77E-16  1.35E-16  4.83E-17  1.23E-17  4.34E-18
    15       2.70E-12  1.90E-12  1.19E-12  8.30E-13  5.69E-13  3.31E-13  2.07E-13  1.20E-13  5.07E-14  2.35E-14
             9.93E-15  2.88E-15  1.07E-15  3.91E-16  1.01E-16  3.58E-17  1.27E-17  3.22E-18  1.14E-18
    16       4.77E-13  3.37E-13  2.13E-13  1.51E-13  1.07E-13  6.74E-14  4.77E-14  3.36E-14  2.11E-14  1.46E-14
             1.00E-14  5.85E-15  3.73E-15  2.26E-15  1.05E-15  5.46E-16  2.65E-16  9.26E-17  3.93E-17
    17       1.74E-12  1.23E-12  7.79E-13  5.51E-13  3.89E-13  2.45E-13  1.72E-13  1.19E-13  7.19E-14  4.71E-14
             2.92E-14  1.40E-14  7.31E-15  3.51E-15  1.19E-15  4.87E-16  1.90E-16  5.21E-17  1.90E-17
    18       3.10E-12  2.19E-12  1.38E-12  9.72E-13  6.83E-13  4.23E-13  2.89E-13  1.92E-13  1.04E-13  6.02E-14
             3.20E-14  1.21E-14  5.24E-15  2.13E-15  6.01E-16  2.22E-16  8.05E-17  2.07E-17  7.36E-18
    19       3.74E-12  2.64E-12  1.66E-12  1.16E-12  8.09E-13  4.88E-13  3.21E-13  2.00E-13  9.55E-14  4.88E-14
             2.27E-14  7.24E-15  2.84E-15  1.06E-15  2.81E-16  1.01E-16  3.59E-17  9.11E-18  3.23E-18
    20       3.08E-12  2.17E-12  1.36E-12  9.45E-13  6.48E-13  3.77E-13  2.36E-13  1.37E-13  5.78E-14  2.67E-14
             1.13E-14  3.28E-15  1.22E-15  4.44E-16  1.15E-16  4.07E-17  1.44E-17  3.66E-18  1.30E-18
    21       1.33E-12  9.36E-13  5.82E-13  4.01E-13  2.70E-13  1.50E-13  8.88E-14  4.79E-14  1.81E-14  7.75E-15
             3.09E-15  8.49E-16  3.09E-16  1.11E-16  2.84E-17  1.01E-17  3.57E-18  9.03E-19  3.19E-19
    22       3.16E-13  2.24E-13  1.41E-13  9.99E-14  7.06E-14  4.46E-14  3.14E-14  2.21E-14  1.37E-14  9.46E-15
             6.43E-15  3.73E-15  2.37E-15  1.43E-15  6.64E-16  3.44E-16  1.67E-16  5.82E-17  2.47E-17
    23       1.17E-12  8.29E-13  5.24E-13  3.70E-13  2.61E-13  1.64E-13  1.15E-13  7.98E-14  4.77E-14  3.11E-14
             1.92E-14  9.16E-15  4.77E-15  2.29E-15  7.72E-16  3.16E-16  1.23E-16  3.38E-17  1.23E-17
    24       2.15E-12  1.52E-12  9.57E-13  6.74E-13  4.73E-13  2.93E-13  2.00E-13  1.32E-13  7.14E-14  4.12E-14
             2.18E-14  8.22E-15  3.57E-15  1.45E-15  4.08E-16  1.51E-16  5.46E-17  1.40E-17  4.99E-18
    25       2.74E-12  1.93E-12  1.22E-12  8.53E-13  5.93E-13  3.58E-13  2.35E-13  1.46E-13  6.96E-14  3.56E-14
             1.65E-14  5.26E-15  2.06E-15  7.72E-16  2.03E-16  7.30E-17  2.60E-17  6.61E-18  2.34E-18
    26       2.71E-12  1.91E-12  1.19E-12  8.31E-13  5.70E-13  3.32E-13  2.08E-13  1.21E-13  5.07E-14  2.34E-14
             9.90E-15  2.87E-15  1.07E-15  3.89E-16  1.00E-16  3.57E-17  1.27E-17  3.21E-18  1.13E-18
    27       1.86E-12  1.31E-12  8.16E-13  5.63E-13  3.79E-13  2.10E-13  1.25E-13  6.72E-14  2.53E-14  1.09E-14
             4.32E-15  1.19E-15  4.33E-16  1.56E-16  3.97E-17  1.41E-17  4.99E-18  1.26E-18  4.47E-19
    28       6.65E-13  4.66E-13  2.88E-13  1.96E-13  1.29E-13  6.77E-14  3.78E-14  1.90E-14  6.54E-15  2.65E-15
