SEQ='C '     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  89332695.2   NPRNTI= 5   NPRNTF=15
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   419       2.69E-13  1.89E-13  1.19E-13  8.36E-14  5.81E-14  3.51E-14  2.31E-14  1.44E-14  6.89E-15  3.53E-15
             1.64E-15  5.25E-16  2.06E-16  7.74E-17  2.04E-17  7.32E-18  2.61E-18  6.63E-19  2.35E-19
   421       4.46E-13  3.15E-13  1.98E-13  1.39E-13  9.66E-14  5.83E-14  3.84E-14  2.40E-14  1.14E-14  5.87E-15
             2.73E-15  8.74E-16  3.42E-16  1.29E-16  3.39E-17  1.22E-17  4.34E-18  1.10E-18  3.90E-19
   468       2.75E-16  1.94E-16  1.23E-16  8.68E-17  6.12E-17  3.85E-17  2.70E-17  1.89E-17  1.16E-17  7.93E-18
             5.35E-18  3.08E-18  1.95E-18  1.17E-18  5.45E-19  2.82E-19  1.36E-19  4.77E-20  2.02E-20
   475       1.48E-16  1.04E-16  6.59E-17  4.65E-17  3.28E-17  2.05E-17  1.43E-17  9.81E-18  5.79E-18  3.73E-18
             2.28E-18  1.08E-18  5.59E-19  2.67E-19  9.01E-20  3.68E-20  1.44E-20  3.93E-21  1.44E-21
   479       1.13E-15  8.00E-16  5.05E-16  3.57E-16  2.51E-16  1.57E-16  1.10E-16  7.54E-17  4.46E-17  2.88E-17
             1.76E-17  8.35E-18  4.33E-18  2.07E-18  6.98E-19  2.85E-19  1.11E-19  3.05E-20  1.11E-20
   480       5.13E-15  3.63E-15  2.29E-15  1.62E-15  1.14E-15  7.14E-16  4.97E-16  3.42E-16  2.02E-16  1.31E-16
             8.01E-17  3.79E-17  1.97E-17  9.41E-18  3.17E-18  1.30E-18  5.06E-19  1.38E-19  5.06E-20
   483       1.24E-15  8.79E-16  5.56E-16  3.92E-16  2.76E-16  1.73E-16  1.21E-16  8.32E-17  4.92E-17  3.18E-17
             1.96E-17  9.26E-18  4.81E-18  2.30E-18  7.76E-19  3.17E-19  1.24E-19  3.39E-20  1.24E-20
   486       3.05E-13  2.16E-13  1.36E-13  9.65E-14  6.83E-14  4.32E-14  3.05E-14  2.15E-14  1.34E-14  9.34E-15
             6.39E-15  3.73E-15  2.38E-15  1.44E-15  6.71E-16  3.48E-16  1.68E-16  5.89E-17  2.50E-17
   489       1.82E-13  1.29E-13  8.13E-14  5.75E-14  4.06E-14  2.57E-14  1.82E-14  1.28E-14  8.03E-15  5.58E-15
             3.82E-15  2.23E-15  1.42E-15  8.61E-16  4.02E-16  2.08E-16  1.01E-16  3.53E-17  1.50E-17
   493       2.71E-16  1.92E-16  1.21E-16  8.50E-17  5.96E-17  3.67E-17  2.49E-17  1.63E-17  8.69E-18  4.97E-18
             2.61E-18  9.74E-19  4.21E-19  1.70E-19  4.79E-20  1.77E-20  6.41E-21  1.65E-21  5.86E-22
   498       1.24E-15  8.77E-16  5.53E-16  3.89E-16  2.73E-16  1.68E-16  1.14E-16  7.50E-17  4.00E-17  2.29E-17
             1.20E-17  4.49E-18  1.94E-18  7.87E-19  2.21E-19  8.17E-20  2.96E-20  7.61E-21  2.71E-21
   499       1.08E-14  7.65E-15  4.82E-15  3.39E-15  2.38E-15  1.46E-15  9.94E-16  6.54E-16  3.48E-16  1.99E-16
             1.05E-16  3.92E-17  1.70E-17  6.87E-18  1.93E-18  7.13E-19  2.58E-19  6.64E-20  2.36E-20
   500       2.08E-15  1.47E-15  9.27E-16  6.52E-16  4.57E-16  2.82E-16  1.91E-16  1.26E-16  6.71E-17  3.85E-17
             2.02E-17  7.56E-18  3.27E-18  1.33E-18  3.73E-19  1.38E-19  4.99E-20  1.28E-20  4.56E-21
   510       2.29E-13  1.62E-13  1.02E-13  7.22E-14  5.10E-14  3.21E-14  2.25E-14  1.56E-14  9.38E-15  6.13E-15
             3.81E-15  1.82E-15  9.50E-16  4.57E-16  1.54E-16  6.32E-17  2.47E-17  6.76E-18  2.47E-18
   511       5.35E-13  3.78E-13  2.39E-13  1.69E-13  1.19E-13  7.50E-14  5.26E-14  3.66E-14  2.20E-14  1.44E-14
             8.91E-15  4.26E-15  2.22E-15  1.07E-15  3.62E-16  1.48E-16  5.78E-17  1.58E-17  5.79E-18
   512       3.03E-16  2.14E-16  1.34E-16  9.40E-17  6.52E-17  3.91E-17  2.56E-17  1.58E-17  7.44E-18  3.77E-18
             1.74E-18  5.51E-19  2.15E-19  8.06E-20  2.12E-20  7.61E-21  2.71E-21  6.89E-22  2.44E-22
   513       9.25E-16  6.53E-16  4.10E-16  2.87E-16  1.99E-16  1.20E-16  7.82E-17  4.84E-17  2.27E-17  1.15E-17
             5.32E-18  1.69E-18  6.58E-19  2.47E-19  6.49E-20  2.33E-20  8.29E-21  2.11E-21  7.46E-22
   514       9.38E-16  6.62E-16  4.16E-16  2.91E-16  2.02E-16  1.21E-16  7.93E-17  4.90E-17  2.31E-17  1.17E-17
             5.39E-18  1.71E-18  6.68E-19  2.50E-19  6.59E-20  2.36E-20  8.41E-21  2.14E-21  7.57E-22
   515       8.81E-16  6.21E-16  3.91E-16  2.74E-16  1.90E-16  1.14E-16  7.44E-17  4.60E-17  2.17E-17  1.10E-17
             5.06E-18  1.61E-18  6.27E-19  2.35E-19  6.18E-20  2.22E-20  7.90E-21  2.01E-21  7.11E-22
   522       3.76E-13  2.66E-13  1.68E-13  1.19E-13  8.39E-14  5.28E-14  3.70E-14  2.58E-14  1.55E-14  1.01E-14
             6.30E-15  3.02E-15  1.57E-15  7.57E-16  2.56E-16  1.05E-16  4.10E-17  1.12E-17  4.10E-18
   523       2.27E-13  1.60E-13  1.01E-13  7.17E-14  5.06E-14  3.19E-14  2.24E-14  1.56E-14  9.35E-15  6.12E-15
             3.80E-15  1.82E-15  9.51E-16  4.57E-16  1.55E-16  6.34E-17  2.47E-17  6.77E-18  2.48E-18
   531       3.72E-13  2.63E-13  1.66E-13  1.17E-13  8.29E-14  5.22E-14  3.67E-14  2.55E-14  1.54E-14  1.01E-14
             6.28E-15  3.01E-15  1.57E-15  7.57E-16  2.56E-16  1.05E-16  4.10E-17  1.12E-17  4.11E-18
   548       7.22E-14  5.10E-14  3.23E-14  2.28E-14  1.61E-14  1.02E-14  7.15E-15  4.99E-15  3.02E-15  1.98E-15
             1.24E-15  5.94E-16  3.10E-16  1.49E-16  5.06E-17  2.07E-17  8.10E-18  2.22E-18  8.11E-19
   552       1.05E-19  7.44E-20  4.76E-20  3.42E-20  2.50E-20  1.74E-20  1.42E-20  1.25E-20  1.15E-20  1.06E-20
             8.85E-21  5.71E-21  3.48E-21  1.86E-21  6.88E-22  2.94E-22  1.18E-22  3.29E-23  1.21E-23
   553       3.56E-19  2.52E-19  1.61E-19  1.16E-19  8.49E-20  5.92E-20  4.82E-20  4.24E-20  3.89E-20  3.58E-20
             3.00E-20  1.94E-20  1.18E-20  6.32E-21  2.34E-21  9.97E-22  4.00E-22  1.12E-22  4.12E-23
   557       7.40E-13  5.23E-13  3.30E-13  2.32E-13  1.63E-13  1.01E-13  6.90E-14  4.58E-14  2.47E-14  1.43E-14
             7.59E-15  2.86E-15  1.24E-15  5.05E-16  1.42E-16  5.26E-17  1.91E-17  4.90E-18  1.74E-18
   558       4.09E-13  2.89E-13  1.82E-13  1.29E-13  9.02E-14  5.59E-14  3.82E-14  2.53E-14  1.37E-14  7.92E-15
             4.20E-15  1.58E-15  6.88E-16  2.80E-16  7.88E-17  2.91E-17  1.06E-17  2.72E-18  9.66E-19
   559       5.68E-13  4.01E-13  2.53E-13  1.78E-13  1.25E-13  7.76E-14  5.30E-14  3.52E-14  1.91E-14  1.10E-14
             5.86E-15  2.21E-15  9.60E-16  3.90E-16  1.10E-16  4.06E-17  1.47E-17  3.79E-18  1.35E-18
   561       4.05E-13  2.86E-13  1.81E-13  1.27E-13  8.94E-14  5.54E-14  3.79E-14  2.52E-14  1.36E-14  7.88E-15
             4.19E-15  1.58E-15  6.87E-16  2.79E-16  7.87E-17  2.91E-17  1.05E-17  2.71E-18  9.64E-19
   562       2.43E-13  1.72E-13  1.08E-13  7.63E-14  5.36E-14  3.32E-14  2.27E-14  1.51E-14  8.17E-15  4.73E-15
             2.51E-15  9.49E-16  4.12E-16  1.68E-16  4.72E-17  1.75E-17  6.33E-18  1.63E-18  5.79E-19
   563       8.10E-14  5.72E-14  3.61E-14  2.54E-14  1.79E-14  1.11E-14  7.57E-15  5.03E-15  2.72E-15  1.58E-15
             8.38E-16  3.16E-16  1.37E-16  5.59E-17  1.57E-17  5.82E-18  2.11E-18  5.43E-19  1.93E-19
   572       5.52E-13  3.90E-13  2.46E-13  1.73E-13  1.22E-13  7.55E-14  5.17E-14  3.44E-14  1.86E-14  1.08E-14
             5.75E-15  2.17E-15  9.46E-16  3.84E-16  1.08E-16  4.01E-17  1.45E-17  3.74E-18  1.33E-18
   574       2.37E-13  1.68E-13  1.06E-13  7.46E-14  5.24E-14  3.25E-14  2.22E-14  1.48E-14  8.02E-15  4.66E-15
             2.48E-15  9.36E-16  4.07E-16  1.66E-16  4.67E-17  1.73E-17  6.26E-18  1.61E-18  5.72E-19
   591       4.71E-13  3.33E-13  2.09E-13  1.47E-13  1.02E-13  6.15E-14  4.05E-14  2.52E-14  1.20E-14  6.15E-15
             2.85E-15  9.10E-16  3.56E-16  1.34E-16  3.53E-17  1.27E-17  4.51E-18  1.15E-18  4.06E-19
   592       6.05E-13  4.27E-13  2.69E-13  1.88E-13  1.31E-13  7.90E-14  5.20E-14  3.24E-14  1.54E-14  7.90E-15
             3.67E-15  1.17E-15  4.58E-16  1.72E-16  4.53E-17  1.63E-17  5.79E-18  1.47E-18  5.21E-19
   593       4.69E-13  3.31E-13  2.08E-13  1.46E-13  1.01E-13  6.12E-14  4.03E-14  2.51E-14  1.20E-14  6.12E-15
             2.84E-15  9.08E-16  3.55E-16  1.33E-16  3.52E-17  1.26E-17  4.50E-18  1.14E-18  4.05E-19
   594       3.35E-13  2.36E-13  1.49E-13  1.04E-13  7.24E-14  4.37E-14  2.87E-14  1.79E-14  8.54E-15  4.37E-15
             2.03E-15  6.48E-16  2.54E-16  9.53E-17  2.51E-17  9.01E-18  3.21E-18  8.16E-19  2.89E-19
   595       7.37E-13  5.20E-13  3.27E-13  2.29E-13  1.60E-13  9.63E-14  6.33E-14  3.95E-14  1.88E-14  9.64E-15
             4.48E-15  1.43E-15  5.59E-16  2.10E-16  5.53E-17  1.99E-17  7.07E-18  1.80E-18  6.37E-19
   596       6.01E-13  4.24E-13  2.67E-13  1.87E-13  1.30E-13  7.85E-14  5.16E-14  3.22E-14  1.54E-14  7.86E-15
             3.65E-15  1.17E-15  4.56E-16  1.71E-16  4.52E-17  1.62E-17  5.77E-18  1.47E-18  5.20E-19
   597       2.14E-13  1.51E-13  9.43E-14  6.56E-14  4.50E-14  2.62E-14  1.64E-14  9.53E-15  4.01E-15  1.86E-15
             7.85E-16  2.27E-16  8.48E-17  3.09E-17  7.95E-18  2.83E-18  1.00E-18  2.54E-19  9.00E-20
   598       2.99E-13  2.11E-13  1.32E-13  9.19E-14  6.30E-14  3.67E-14  2.30E-14  1.33E-14  5.62E-15  2.60E-15
             1.10E-15  3.18E-16  1.19E-16  4.32E-17  1.11E-17  3.96E-18  1.40E-18  3.56E-19  1.26E-19
   599       3.85E-13  2.71E-13  1.70E-13  1.18E-13  8.11E-14  4.71E-14  2.95E-14  1.72E-14  7.22E-15  3.34E-15
             1.41E-15  4.09E-16  1.53E-16  5.56E-17  1.43E-17  5.09E-18  1.81E-18  4.58E-19  1.62E-19
   600       4.70E-13  3.31E-13  2.07E-13  1.44E-13  9.91E-14  5.76E-14  3.61E-14  2.10E-14  8.83E-15  4.08E-15
             1.73E-15  5.00E-16  1.87E-16  6.79E-17  1.75E-17  6.22E-18  2.21E-18  5.60E-19  1.98E-19
   601       2.99E-13  2.11E-13  1.32E-13  9.19E-14  6.30E-14  3.67E-14  2.30E-14  1.33E-14  5.62E-15  2.60E-15
             1.10E-15  3.18E-16  1.19E-16  4.32E-17  1.11E-17  3.96E-18  1.40E-18  3.56E-19  1.26E-19
   602       3.85E-13  2.71E-13  1.70E-13  1.18E-13  8.11E-14  4.71E-14  2.95E-14  1.72E-14  7.22E-15  3.34E-15
             1.41E-15  4.09E-16  1.53E-16  5.56E-17  1.43E-17  5.09E-18  1.81E-18  4.58E-19  1.62E-19
   603       4.70E-13  3.31E-13  2.07E-13  1.44E-13  9.91E-14  5.76E-14  3.61E-14  2.10E-14  8.83E-15  4.08E-15
             1.73E-15  5.00E-16  1.87E-16  6.79E-17  1.75E-17  6.22E-18  2.21E-18  5.60E-19  1.98E-19
   604       5.56E-13  3.91E-13  2.45E-13  1.71E-13  1.17E-13  6.81E-14  4.27E-14  2.48E-14  1.04E-14  4.82E-15
             2.04E-15  5.91E-16  2.21E-16  8.03E-17  2.07E-17  7.36E-18  2.61E-18  6.61E-19  2.34E-19
   605       2.00E-13  1.41E-13  8.89E-14  6.23E-14  4.34E-14  2.62E-14  1.72E-14  1.07E-14  5.12E-15  2.62E-15
             1.22E-15  3.89E-16  1.52E-16  5.72E-17  1.51E-17  5.41E-18  1.93E-18  4.89E-19  1.73E-19
   606       1.06E-13  7.44E-14  4.63E-14  3.19E-14  2.15E-14  1.19E-14  7.07E-15  3.81E-15  1.44E-15  6.16E-16
             2.45E-16  6.75E-17  2.46E-17  8.84E-18  2.26E-18  8.01E-19  2.84E-19  7.18E-20  2.54E-20
   607       1.36E-13  9.57E-14  5.96E-14  4.10E-14  2.76E-14  1.53E-14  9.09E-15  4.90E-15  1.85E-15  7.93E-16
             3.16E-16  8.68E-17  3.16E-17  1.14E-17  2.90E-18  1.03E-18  3.65E-19  9.24E-20  3.27E-20
   608       1.66E-13  1.17E-13  7.28E-14  5.02E-14  3.38E-14  1.88E-14  1.11E-14  5.99E-15  2.26E-15  9.69E-16
             3.86E-16  1.06E-16  3.87E-17  1.39E-17  3.55E-18  1.26E-18  4.46E-19  1.13E-19  3.99E-20
   609       1.97E-13  1.38E-13  8.60E-14  5.93E-14  3.99E-14  2.22E-14  1.31E-14  7.08E-15  2.67E-15  1.14E-15
             4.56E-16  1.25E-16  4.57E-17  1.64E-17  4.19E-18  1.49E-18  5.27E-19  1.33E-19  4.72E-20
   610       1.36E-13  9.57E-14  5.96E-14  4.10E-14  2.76E-14  1.53E-14  9.09E-15  4.90E-15  1.85E-15  7.93E-16
             3.16E-16  8.68E-17  3.16E-17  1.14E-17  2.90E-18  1.03E-18  3.65E-19  9.24E-20  3.27E-20
   611       1.66E-13  1.17E-13  7.28E-14  5.02E-14  3.38E-14  1.88E-14  1.11E-14  5.99E-15  2.26E-15  9.69E-16
             3.86E-16  1.06E-16  3.87E-17  1.39E-17  3.55E-18  1.26E-18  4.46E-19  1.13E-19  3.99E-20
   612       1.97E-13  1.38E-13  8.60E-14  5.93E-14  3.99E-14  2.22E-14  1.31E-14  7.08E-15  2.67E-15  1.14E-15
             4.56E-16  1.25E-16  4.57E-17  1.64E-17  4.19E-18  1.49E-18  5.27E-19  1.33E-19  4.72E-20
   613       2.27E-13  1.59E-13  9.93E-14  6.84E-14  4.61E-14  2.56E-14  1.51E-14  8.17E-15  3.08E-15  1.32E-15
             5.26E-16  1.45E-16  5.27E-17  1.89E-17  4.84E-18  1.72E-18  6.08E-19  1.54E-19  5.44E-20
   614       3.33E-13  2.35E-13  1.48E-13  1.04E-13  7.21E-14  4.35E-14  2.86E-14  1.79E-14  8.52E-15  4.36E-15
             2.03E-15  6.47E-16  2.53E-16  9.51E-17  2.51E-17  9.00E-18  3.21E-18  8.15E-19  2.88E-19
   615       1.83E-19  1.30E-19  8.29E-20  5.96E-20  4.36E-20  3.02E-20  2.42E-20  2.04E-20  1.64E-20  1.29E-20
             8.83E-21  4.27E-21  2.10E-21  9.29E-22  2.79E-22  1.06E-22  3.90E-23  1.01E-23  3.62E-24
   616       7.94E-20  5.63E-20  3.60E-20  2.59E-20  1.89E-20  1.31E-20  1.05E-20  8.86E-21  7.14E-21  5.59E-21
             3.84E-21  1.86E-21  9.14E-22  4.04E-22  1.21E-22  4.61E-23  1.69E-23  4.40E-24  1.57E-24
   617       3.67E-19  2.60E-19  1.66E-19  1.20E-19  8.75E-20  6.06E-20  4.86E-20  4.10E-20  3.30E-20  2.59E-20
             1.78E-20  8.60E-21  4.24E-21  1.87E-21  5.63E-22  2.14E-22  7.86E-23  2.04E-23  7.28E-24
   619       7.13E-17  5.04E-17  3.18E-17  2.25E-17  1.58E-17  9.90E-18  6.89E-18  4.76E-18  2.88E-18  1.95E-18
             1.30E-18  7.39E-19  4.65E-19  2.79E-19  1.29E-19  6.67E-20  3.23E-20  1.13E-20  4.78E-21
   620       3.85E-17  2.72E-17  1.72E-17  1.21E-17  8.50E-18  5.29E-18  3.66E-18  2.49E-18  1.45E-18  9.25E-19
             5.62E-19  2.63E-19  1.36E-19  6.48E-20  2.18E-20  8.90E-21  3.47E-21  9.49E-22  3.47E-22
   621       2.66E-16  1.88E-16  1.19E-16  8.36E-17  5.88E-17  3.66E-17  2.53E-17  1.73E-17  1.01E-17  6.43E-18
             3.91E-18  1.84E-18  9.48E-19  4.52E-19  1.52E-19  6.21E-20  2.42E-20  6.62E-21  2.42E-21
   622       1.32E-15  9.34E-16  5.89E-16  4.16E-16  2.92E-16  1.82E-16  1.26E-16  8.59E-17  5.01E-17  3.20E-17
             1.95E-17  9.14E-18  4.72E-18  2.25E-18  7.57E-19  3.09E-19  1.21E-19  3.30E-20  1.20E-20
   625       3.60E-16  2.54E-16  1.60E-16  1.13E-16  7.96E-17  4.96E-17  3.43E-17  2.34E-17  1.37E-17  8.75E-18
             5.33E-18  2.50E-18  1.29E-18  6.18E-19  2.08E-19  8.49E-20  3.31E-20  9.05E-21  3.31E-21
   626       7.75E-17  5.47E-17  3.45E-17  2.42E-17  1.69E-17  1.04E-17  6.99E-18  4.56E-18  2.40E-18  1.36E-18
             7.11E-19  2.64E-19  1.14E-19  4.60E-20  1.29E-20  4.77E-21  1.73E-21  4.44E-22  1.58E-22
   627       3.08E-16  2.18E-16  1.37E-16  9.64E-17  6.74E-17  4.13E-17  2.79E-17  1.82E-17  9.57E-18  5.44E-18
             2.84E-18  1.06E-18  4.56E-19  1.84E-19  5.18E-20  1.91E-20  6.92E-21  1.78E-21  6.32E-22
   628       1.01E-19  7.17E-20  4.61E-20  3.35E-20  2.50E-20  1.84E-20  1.62E-20  1.59E-20  1.72E-20  1.76E-20
             1.58E-20  1.09E-20  6.81E-21  3.71E-21  1.39E-21  5.97E-22  2.40E-22  6.74E-23  2.49E-23
   629       3.06E-15  2.16E-15  1.36E-15  9.59E-16  6.70E-16  4.11E-16  2.77E-16  1.81E-16  9.53E-17  5.42E-17
             2.83E-17  1.05E-17  4.54E-18  1.84E-18  5.16E-19  1.90E-19  6.89E-20  1.77E-20  6.30E-21
   630       5.93E-16  4.19E-16  2.64E-16  1.86E-16  1.30E-16  7.95E-17  5.37E-17  3.51E-17  1.85E-17  1.05E-17
             5.50E-18  2.04E-18  8.82E-19  3.57E-19  1.00E-19  3.70E-20  1.34E-20  3.44E-21  1.22E-21
   631       2.01E-13  1.42E-13  8.96E-14  6.34E-14  4.48E-14  2.83E-14  1.99E-14  1.40E-14  8.68E-15  5.98E-15
             4.06E-15  2.35E-15  1.49E-15  9.00E-16  4.19E-16  2.17E-16  1.05E-16  3.67E-17  1.56E-17
   632       1.20E-13  8.46E-14  5.35E-14  3.78E-14  2.67E-14  1.69E-14  1.19E-14  8.36E-15  5.19E-15  3.58E-15
             2.43E-15  1.41E-15  8.94E-16  5.40E-16  2.51E-16  1.30E-16  6.30E-17  2.20E-17  9.34E-18
   633       8.25E-17  5.82E-17  3.65E-17  2.56E-17  1.77E-17  1.06E-17  6.87E-18  4.22E-18  1.97E-18  9.94E-19
             4.56E-19  1.44E-19  5.62E-20  2.11E-20  5.54E-21  1.99E-21  7.07E-22  1.80E-22  6.36E-23
   634       2.66E-16  1.88E-16  1.18E-16  8.26E-17  5.72E-17  3.42E-17  2.22E-17  1.37E-17  6.37E-18  3.21E-18
             1.48E-18  4.66E-19  1.82E-19  6.81E-20  1.79E-20  6.42E-21  2.29E-21  5.81E-22  2.06E-22
   635       2.69E-16  1.90E-16  1.19E-16  8.34E-17  5.78E-17  3.45E-17  2.24E-17  1.38E-17  6.43E-18  3.25E-18
             1.49E-18  4.71E-19  1.84E-19  6.88E-20  1.81E-20  6.49E-21  2.31E-21  5.87E-22  2.08E-22
   636       2.78E-16  1.96E-16  1.23E-16  8.61E-17  5.96E-17  3.56E-17  2.32E-17  1.42E-17  6.64E-18  3.35E-18
             1.54E-18  4.86E-19  1.90E-19  7.10E-20  1.87E-20  6.70E-21  2.39E-21  6.06E-22  2.15E-22
   649       1.50E-13  1.06E-13  6.71E-14  4.74E-14  3.34E-14  2.10E-14  1.47E-14  1.02E-14  6.07E-15  3.95E-15
             2.44E-15  1.16E-15  6.05E-16  2.90E-16  9.79E-17  4.01E-17  1.56E-17  4.28E-18  1.56E-18
   650       3.50E-13  2.48E-13  1.56E-13  1.11E-13  7.80E-14  4.90E-14  3.43E-14  2.37E-14  1.42E-14  9.23E-15
             5.70E-15  2.71E-15  1.41E-15  6.77E-16  2.29E-16  9.36E-17  3.65E-17  1.00E-17  3.66E-18
   651       2.48E-13  1.75E-13  1.11E-13  7.82E-14  5.52E-14  3.47E-14  2.43E-14  1.68E-14  1.01E-14  6.55E-15
             4.05E-15  1.93E-15  1.00E-15  4.82E-16  1.63E-16  6.66E-17  2.60E-17  7.12E-18  2.60E-18
   652       1.49E-13  1.05E-13  6.66E-14  4.70E-14  3.32E-14  2.09E-14  1.46E-14  1.01E-14  6.05E-15  3.94E-15
             2.44E-15  1.16E-15  6.04E-16  2.90E-16  9.79E-17  4.01E-17  1.56E-17  4.28E-18  1.57E-18
   653       2.45E-13  1.73E-13  1.10E-13  7.74E-14  5.46E-14  3.44E-14  2.41E-14  1.67E-14  1.00E-14  6.53E-15
             4.04E-15  1.93E-15  1.00E-15  4.82E-16  1.63E-16  6.66E-17  2.60E-17  7.12E-18  2.60E-18
   654       4.81E-14  3.40E-14  2.15E-14  1.52E-14  1.07E-14  6.75E-15  4.74E-15  3.29E-15  1.98E-15  1.29E-15
             8.01E-16  3.83E-16  1.99E-16  9.57E-17  3.24E-17  1.32E-17  5.17E-18  1.42E-18  5.17E-19
   660       4.98E-13  3.52E-13  2.22E-13  1.56E-13  1.10E-13  6.78E-14  4.63E-14  3.06E-14  1.65E-14  9.50E-15
             5.03E-15  1.89E-15  8.21E-16  3.33E-16  9.38E-17  3.47E-17  1.26E-17  3.23E-18  1.15E-18
   661       2.76E-13  1.95E-13  1.23E-13  8.67E-14  6.08E-14  3.76E-14  2.57E-14  1.70E-14  9.14E-15  5.27E-15
             2.79E-15  1.05E-15  4.56E-16  1.85E-16  5.21E-17  1.92E-17  6.97E-18  1.79E-18  6.37E-19
   663       3.84E-13  2.71E-13  1.71E-13  1.21E-13  8.46E-14  5.24E-14  3.57E-14  2.37E-14  1.27E-14  7.36E-15
             3.90E-15  1.47E-15  6.36E-16  2.58E-16  7.28E-17  2.69E-17  9.74E-18  2.50E-18  8.91E-19
   665       2.74E-13  1.93E-13  1.22E-13  8.59E-14  6.03E-14  3.73E-14  2.55E-14  1.69E-14  9.09E-15  5.25E-15
             2.78E-15  1.05E-15  4.55E-16  1.85E-16  5.20E-17  1.92E-17  6.96E-18  1.79E-18  6.36E-19
   666       1.64E-13  1.16E-13  7.31E-14  5.15E-14  3.62E-14  2.24E-14  1.53E-14  1.01E-14  5.46E-15  3.15E-15
             1.67E-15  6.28E-16  2.73E-16  1.11E-16  3.12E-17  1.15E-17  4.18E-18  1.07E-18  3.82E-19
   667       5.47E-14  3.86E-14  2.44E-14  1.72E-14  1.20E-14  7.45E-15  5.09E-15  3.37E-15  1.82E-15  1.05E-15
             5.56E-16  2.09E-16  9.09E-17  3.69E-17  1.04E-17  3.84E-18  1.39E-18  3.58E-19  1.27E-19
   670       3.76E-13  2.66E-13  1.68E-13  1.18E-13  8.30E-14  5.14E-14  3.51E-14  2.33E-14  1.26E-14  7.27E-15
             3.86E-15  1.45E-15  6.31E-16  2.56E-16  7.22E-17  2.67E-17  9.67E-18  2.49E-18  8.84E-19
   671       1.61E-13  1.14E-13  7.19E-14  5.07E-14  3.56E-14  2.20E-14  1.51E-14  1.00E-14  5.40E-15  3.12E-15
             1.66E-15  6.24E-16  2.71E-16  1.10E-16  3.10E-17  1.15E-17  4.15E-18  1.07E-18  3.80E-19
   673       4.90E-20  3.48E-20  2.24E-20  1.62E-20  1.21E-20  8.78E-21  7.51E-21  6.94E-21  6.34E-21  5.36E-21
             3.88E-21  1.97E-21  9.90E-22  4.43E-22  1.34E-22  5.12E-23  1.89E-23  4.91E-24  1.75E-24
   674       3.45E-13  2.43E-13  1.53E-13  1.07E-13  7.46E-14  4.50E-14  2.95E-14  1.84E-14  8.74E-15  4.46E-15
             2.07E-15  6.59E-16  2.58E-16  9.69E-17  2.55E-17  9.15E-18  3.26E-18  8.29E-19  2.93E-19
   676       4.43E-13  3.12E-13  1.97E-13  1.38E-13  9.58E-14  5.78E-14  3.80E-14  2.36E-14  1.12E-14  5.73E-15
             2.66E-15  8.47E-16  3.32E-16  1.24E-16  3.28E-17  1.18E-17  4.19E-18  1.07E-18  3.77E-19
   677       3.43E-13  2.42E-13  1.52E-13  1.07E-13  7.43E-14  4.48E-14  2.95E-14  1.83E-14  8.72E-15  4.45E-15
             2.06E-15  6.58E-16  2.58E-16  9.67E-17  2.55E-17  9.14E-18  3.26E-18  8.27E-19  2.93E-19
   678       2.45E-13  1.73E-13  1.09E-13  7.63E-14  5.31E-14  3.20E-14  2.10E-14  1.31E-14  6.22E-15  3.18E-15
             1.47E-15  4.70E-16  1.84E-16  6.90E-17  1.82E-17  6.52E-18  2.32E-18  5.91E-19  2.09E-19
   679       5.40E-13  3.81E-13  2.40E-13  1.68E-13  1.17E-13  7.04E-14  4.63E-14  2.88E-14  1.37E-14  7.00E-15
             3.25E-15  1.03E-15  4.05E-16  1.52E-16  4.00E-17  1.44E-17  5.12E-18  1.30E-18  4.61E-19
   680       4.40E-13  3.10E-13  1.95E-13  1.37E-13  9.53E-14  5.74E-14  3.78E-14  2.35E-14  1.12E-14  5.71E-15
             2.65E-15  8.45E-16  3.31E-16  1.24E-16  3.27E-17  1.17E-17  4.18E-18  1.06E-18  3.76E-19
   681       1.47E-13  1.03E-13  6.51E-14  4.57E-14  3.18E-14  1.91E-14  1.26E-14  7.84E-15  3.73E-15  1.90E-15
             8.84E-16  2.82E-16  1.10E-16  4.14E-17  1.09E-17  3.91E-18  1.39E-18  3.54E-19  1.25E-19
   682       1.88E-13  1.32E-13  8.29E-14  5.77E-14  3.96E-14  2.30E-14  1.44E-14  8.37E-15  3.52E-15  1.63E-15
             6.88E-16  1.99E-16  7.43E-17  2.70E-17  6.96E-18  2.48E-18  8.79E-19  2.23E-19  7.88E-20
   683       2.63E-13  1.85E-13  1.16E-13  8.08E-14  5.55E-14  3.23E-14  2.02E-14  1.17E-14  4.93E-15  2.28E-15
             9.63E-16  2.79E-16  1.04E-16  3.78E-17  9.75E-18  3.47E-18  1.23E-18  3.12E-19  1.10E-19
   684       3.38E-13  2.38E-13  1.49E-13  1.04E-13  7.13E-14  4.15E-14  2.60E-14  1.51E-14  6.34E-15  2.93E-15
             1.24E-15  3.59E-16  1.34E-16  4.87E-17  1.25E-17  4.46E-18  1.58E-18  4.01E-19  1.42E-19
