SEQ='N '     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  94851161.9   NPRNTI= 6   NPRNTF=20
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   219       8.77E-16  6.19E-16  3.91E-16  2.75E-16  1.93E-16  1.19E-16  8.10E-17  5.35E-17  2.87E-17  1.65E-17
             8.71E-18  3.28E-18  1.43E-18  5.82E-19  1.65E-19  6.09E-20  2.21E-20  5.69E-21  2.02E-21
   220       5.45E-15  3.85E-15  2.43E-15  1.71E-15  1.20E-15  7.40E-16  5.04E-16  3.33E-16  1.78E-16  1.03E-16
             5.42E-17  2.04E-17  8.89E-18  3.62E-18  1.02E-18  3.79E-19  1.38E-19  3.54E-20  1.26E-20
   221       1.55E-16  1.10E-16  6.91E-17  4.86E-17  3.41E-17  2.11E-17  1.43E-17  9.47E-18  5.07E-18  2.92E-18
             1.54E-18  5.82E-19  2.53E-19  1.03E-19  2.92E-20  1.08E-20  3.92E-21  1.01E-21  3.59E-22
   222       7.11E-18  5.04E-18  3.19E-18  2.27E-18  1.62E-18  1.06E-18  7.86E-19  6.03E-19  4.53E-19  3.72E-19
             2.95E-19  1.89E-19  1.17E-19  6.44E-20  2.45E-20  1.07E-20  4.33E-21  1.22E-21  4.53E-22
   224       1.05E-16  7.39E-17  4.66E-17  3.28E-17  2.30E-17  1.42E-17  9.67E-18  6.39E-18  3.43E-18  1.97E-18
             1.04E-18  3.93E-19  1.71E-19  6.98E-20  1.97E-20  7.31E-21  2.65E-21  6.83E-22  2.43E-22
   225       1.08E-12  7.61E-13  4.81E-13  3.40E-13  2.40E-13  1.52E-13  1.07E-13  7.48E-14  4.58E-14  3.06E-14
             1.95E-14  9.67E-15  5.18E-15  2.55E-15  8.84E-16  3.67E-16  1.45E-16  4.00E-17  1.47E-17
   226       1.43E-12  1.01E-12  6.39E-13  4.52E-13  3.19E-13  2.01E-13  1.42E-13  9.94E-14  6.09E-14  4.07E-14
             2.59E-14  1.29E-14  6.90E-15  3.40E-15  1.18E-15  4.90E-16  1.93E-16  5.33E-17  1.96E-17
   227       1.26E-17  8.89E-18  5.59E-18  3.92E-18  2.72E-18  1.63E-18  1.06E-18  6.58E-19  3.08E-19  1.56E-19
             7.17E-20  2.27E-20  8.85E-21  3.32E-21  8.72E-22  3.13E-22  1.11E-22  2.83E-23  1.00E-23
   228       3.48E-17  2.45E-17  1.54E-17  1.08E-17  7.50E-18  4.50E-18  2.94E-18  1.81E-18  8.51E-19  4.30E-19
             1.98E-19  6.26E-20  2.44E-20  9.15E-21  2.41E-21  8.64E-22  3.08E-22  7.82E-23  2.77E-23
   229       6.89E-14  4.87E-14  3.07E-14  2.16E-14  1.52E-14  9.37E-15  6.38E-15  4.22E-15  2.27E-15  1.31E-15
             6.92E-16  2.61E-16  1.14E-16  4.64E-17  1.31E-17  4.86E-18  1.76E-18  4.54E-19  1.62E-19
   230       2.55E-18  1.80E-18  1.14E-18  8.13E-19  5.81E-19  3.79E-19  2.82E-19  2.16E-19  1.63E-19  1.34E-19
             1.07E-19  6.87E-20  4.27E-20  2.34E-20  8.93E-21  3.88E-21  1.58E-21  4.46E-22  1.65E-22
   231       1.01E-12  7.13E-13  4.51E-13  3.19E-13  2.25E-13  1.42E-13  1.00E-13  7.03E-14  4.31E-14  2.89E-14
             1.84E-14  9.17E-15  4.92E-15  2.42E-15  8.42E-16  3.50E-16  1.38E-16  3.81E-17  1.40E-17
   232       6.81E-13  4.81E-13  3.04E-13  2.15E-13  1.52E-13  9.60E-14  6.77E-14  4.75E-14  2.91E-14  1.95E-14
             1.24E-14  6.19E-15  3.32E-15  1.64E-15  5.69E-16  2.36E-16  9.33E-17  2.58E-17  9.46E-18
   233       1.94E-15  1.37E-15  8.63E-16  6.08E-16  4.26E-16  2.63E-16  1.80E-16  1.19E-16  6.39E-17  3.69E-17
             1.96E-17  7.39E-18  3.22E-18  1.31E-18  3.72E-19  1.38E-19  5.00E-20  1.29E-20  4.58E-21
   234       1.45E-17  1.03E-17  6.45E-18  4.51E-18  3.13E-18  1.88E-18  1.23E-18  7.60E-19  3.57E-19  1.81E-19
             8.32E-20  2.63E-20  1.03E-20  3.85E-21  1.01E-21  3.64E-22  1.30E-22  3.29E-23  1.17E-23
   235       1.44E-18  1.02E-18  6.47E-19  4.60E-19  3.29E-19  2.15E-19  1.59E-19  1.23E-19  9.25E-20  7.64E-20
             6.08E-20  3.92E-20  2.44E-20  1.34E-20  5.11E-21  2.22E-21  9.02E-22  2.55E-22  9.45E-23
   236       3.05E-17  2.15E-17  1.35E-17  9.48E-18  6.58E-18  3.95E-18  2.58E-18  1.60E-18  7.49E-19  3.79E-19
             1.75E-19  5.53E-20  2.16E-20  8.09E-21  2.13E-21  7.64E-22  2.72E-22  6.92E-23  2.45E-23
   237       6.08E-17  4.29E-17  2.70E-17  1.89E-17  1.31E-17  7.87E-18  5.14E-18  3.18E-18  1.50E-18  7.57E-19
             3.49E-19  1.10E-19  4.31E-20  1.62E-20  4.25E-21  1.53E-21  5.43E-22  1.38E-22  4.89E-23
   238       1.12E-14  7.92E-15  5.00E-15  3.52E-15  2.47E-15  1.52E-15  1.04E-15  6.88E-16  3.70E-16  2.14E-16
             1.13E-16  4.29E-17  1.87E-17  7.63E-18  2.16E-18  8.01E-19  2.91E-19  7.48E-20  2.66E-20
   239       3.34E-13  2.36E-13  1.49E-13  1.06E-13  7.47E-14  4.72E-14  3.33E-14  2.33E-14  1.43E-14  9.62E-15
             6.15E-15  3.06E-15  1.65E-15  8.12E-16  2.82E-16  1.17E-16  4.63E-17  1.28E-17  4.69E-18
   240       3.23E-17  2.28E-17  1.43E-17  1.00E-17  6.96E-18  4.18E-18  2.73E-18  1.69E-18  7.94E-19  4.02E-19
             1.85E-19  5.86E-20  2.29E-20  8.58E-21  2.26E-21  8.10E-22  2.89E-22  7.33E-23  2.60E-23
   241       3.26E-17  2.30E-17  1.45E-17  1.01E-17  7.03E-18  4.22E-18  2.76E-18  1.71E-18  8.02E-19  4.06E-19
             1.87E-19  5.93E-20  2.31E-20  8.67E-21  2.28E-21  8.18E-22  2.92E-22  7.41E-23  2.62E-23
   242       2.38E-18  1.69E-18  1.07E-18  7.61E-19  5.44E-19  3.55E-19  2.64E-19  2.03E-19  1.53E-19  1.27E-19
             1.01E-19  6.51E-20  4.06E-20  2.23E-20  8.50E-21  3.69E-21  1.50E-21  4.24E-22  1.57E-22
   243       5.78E-18  4.08E-18  2.56E-18  1.80E-18  1.25E-18  7.48E-19  4.89E-19  3.03E-19  1.42E-19  7.20E-20
             3.32E-20  1.05E-20  4.10E-21  1.54E-21  4.05E-22  1.45E-22  5.17E-23  1.31E-23  4.66E-24
   244       4.16E-19  2.94E-19  1.87E-19  1.33E-19  9.49E-20  6.20E-20  4.61E-20  3.55E-20  2.68E-20  2.22E-20
             1.77E-20  1.14E-20  7.10E-21  3.90E-21  1.49E-21  6.48E-22  2.63E-22  7.44E-23  2.76E-23
   245       6.57E-13  4.64E-13  2.94E-13  2.08E-13  1.47E-13  9.27E-14  6.54E-14  4.59E-14  2.83E-14  1.90E-14
             1.21E-14  6.06E-15  3.26E-15  1.61E-15  5.59E-16  2.32E-16  9.18E-17  2.54E-17  9.31E-18
   247       5.09E-17  3.59E-17  2.26E-17  1.58E-17  1.10E-17  6.59E-18  4.31E-18  2.67E-18  1.26E-18  6.38E-19
             2.94E-19  9.33E-20  3.64E-20  1.37E-20  3.60E-21  1.29E-21  4.60E-22  1.17E-22  4.14E-23
   248       1.10E-16  7.76E-17  4.88E-17  3.42E-17  2.37E-17  1.42E-17  9.32E-18  5.77E-18  2.72E-18  1.38E-18
             6.36E-19  2.02E-19  7.88E-20  2.95E-20  7.78E-21  2.79E-21  9.94E-22  2.53E-22  8.94E-23
   249       6.95E-17  4.90E-17  3.08E-17  2.16E-17  1.50E-17  9.01E-18  5.89E-18  3.65E-18  1.72E-18  8.72E-19
             4.02E-19  1.28E-19  4.98E-20  1.87E-20  4.92E-21  1.76E-21  6.29E-22  1.60E-22  5.66E-23
   250       2.06E-16  1.45E-16  9.14E-17  6.40E-17  4.45E-17  2.67E-17  1.75E-17  1.08E-17  5.09E-18  2.59E-18
             1.19E-18  3.78E-19  1.48E-19  5.54E-20  1.46E-20  5.24E-21  1.87E-21  4.74E-22  1.68E-22
   251       2.80E-17  1.98E-17  1.24E-17  8.71E-18  6.04E-18  3.63E-18  2.38E-18  1.47E-18  6.93E-19  3.52E-19
             1.62E-19  5.15E-20  2.01E-20  7.54E-21  1.99E-21  7.12E-22  2.54E-22  6.45E-23  2.28E-23
   252       7.13E-18  5.03E-18  3.16E-18  2.22E-18  1.54E-18  9.24E-19  6.05E-19  3.75E-19  1.76E-19  8.95E-20
             4.13E-20  1.31E-20  5.12E-21  1.92E-21  5.06E-22  1.81E-22  6.46E-23  1.64E-23  5.82E-24
   253       4.93E-17  3.48E-17  2.19E-17  1.53E-17  1.06E-17  6.39E-18  4.18E-18  2.59E-18  1.22E-18  6.19E-19
             2.86E-19  9.06E-20  3.54E-20  1.33E-20  3.50E-21  1.25E-21  4.47E-22  1.14E-22  4.02E-23
   254       1.91E-17  1.35E-17  8.47E-18  5.93E-18  4.12E-18  2.48E-18  1.62E-18  1.00E-18  4.73E-19  2.40E-19
             1.11E-19  3.51E-20  1.37E-20  5.15E-21  1.36E-21  4.87E-22  1.73E-22  4.41E-23  1.56E-23
   255       4.29E-17  3.03E-17  1.91E-17  1.33E-17  9.27E-18  5.57E-18  3.64E-18  2.26E-18  1.06E-18  5.40E-19
             2.49E-19  7.91E-20  3.09E-20  1.16E-20  3.05E-21  1.09E-21  3.90E-22  9.91E-23  3.51E-23
   256       3.12E-16  2.20E-16  1.39E-16  9.71E-17  6.74E-17  4.05E-17  2.65E-17  1.64E-17  7.74E-18  3.93E-18
             1.81E-18  5.76E-19  2.25E-19  8.44E-20  2.22E-20  7.97E-21  2.84E-21  7.22E-22  2.56E-22
   257       1.32E-12  9.34E-13  5.89E-13  4.15E-13  2.92E-13  1.81E-13  1.24E-13  8.25E-14  4.49E-14  2.62E-14
             1.41E-14  5.39E-15  2.37E-15  9.70E-16  2.76E-16  1.02E-16  3.72E-17  9.58E-18  3.41E-18
   258       1.66E-12  1.17E-12  7.40E-13  5.22E-13  3.66E-13  2.27E-13  1.56E-13  1.04E-13  5.65E-14  3.30E-14
             1.77E-14  6.78E-15  2.98E-15  1.22E-15  3.47E-16  1.29E-16  4.68E-17  1.21E-17  4.29E-18
   259       1.27E-12  8.97E-13  5.66E-13  3.99E-13  2.80E-13  1.74E-13  1.19E-13  7.93E-14  4.33E-14  2.53E-14
             1.36E-14  5.20E-15  2.29E-15  9.38E-16  2.67E-16  9.89E-17  3.60E-17  9.26E-18  3.30E-18
   260       9.61E-13  6.79E-13  4.28E-13  3.02E-13  2.12E-13  1.31E-13  9.00E-14  6.01E-14  3.28E-14  1.92E-14
             1.03E-14  3.94E-15  1.73E-15  7.10E-16  2.02E-16  7.50E-17  2.72E-17  7.02E-18  2.50E-18
   261       6.53E-13  4.62E-13  2.91E-13  2.05E-13  1.44E-13  8.94E-14  6.12E-14  4.09E-14  2.23E-14  1.30E-14
             7.00E-15  2.68E-15  1.18E-15  4.84E-16  1.38E-16  5.11E-17  1.86E-17  4.78E-18  1.70E-18
   262       9.61E-13  6.79E-13  4.29E-13  3.02E-13  2.12E-13  1.32E-13  9.01E-14  6.01E-14  3.28E-14  1.92E-14
             1.03E-14  3.96E-15  1.74E-15  7.14E-16  2.03E-16  7.54E-17  2.74E-17  7.06E-18  2.51E-18
   263       3.18E-13  2.25E-13  1.42E-13  1.00E-13  7.03E-14  4.36E-14  2.99E-14  1.99E-14  1.09E-14  6.38E-15
             3.43E-15  1.32E-15  5.80E-16  2.38E-16  6.77E-17  2.51E-17  9.13E-18  2.35E-18  8.37E-19
   264       6.36E-13  4.50E-13  2.84E-13  2.00E-13  1.40E-13  8.71E-14  5.98E-14  3.99E-14  2.18E-14  1.28E-14
             6.89E-15  2.65E-15  1.16E-15  4.78E-16  1.36E-16  5.05E-17  1.83E-17  4.73E-18  1.68E-18
   266       3.19E-13  2.25E-13  1.42E-13  1.00E-13  7.04E-14  4.37E-14  3.00E-14  2.00E-14  1.09E-14  6.42E-15
             3.46E-15  1.33E-15  5.85E-16  2.40E-16  6.84E-17  2.54E-17  9.22E-18  2.38E-18  8.46E-19
   268       3.06E-17  2.17E-17  1.37E-17  9.69E-18  6.86E-18  4.35E-18  3.09E-18  2.19E-18  1.38E-18  9.43E-19
             6.16E-19  3.15E-19  1.71E-19  8.53E-20  2.99E-20  1.25E-20  4.94E-21  1.37E-21  5.03E-22
   269       5.13E-16  3.62E-16  2.29E-16  1.62E-16  1.15E-16  7.29E-17  5.17E-17  3.67E-17  2.31E-17  1.58E-17
             1.03E-17  5.27E-18  2.87E-18  1.43E-18  5.01E-19  2.09E-19  8.28E-20  2.29E-20  8.42E-21
   272       7.65E-13  5.40E-13  3.40E-13  2.38E-13  1.66E-13  9.99E-14  6.57E-14  4.10E-14  1.96E-14  1.00E-14
             4.68E-15  1.50E-15  5.88E-16  2.21E-16  5.84E-17  2.10E-17  7.47E-18  1.90E-18  6.73E-19
   273       6.12E-13  4.32E-13  2.72E-13  1.90E-13  1.32E-13  7.99E-14  5.25E-14  3.28E-14  1.57E-14  8.03E-15
             3.74E-15  1.20E-15  4.71E-16  1.77E-16  4.67E-17  1.68E-17  5.98E-18  1.52E-18  5.38E-19
   274       4.56E-13  3.22E-13  2.03E-13  1.42E-13  9.88E-14  5.96E-14  3.92E-14  2.45E-14  1.17E-14  5.99E-15
             2.79E-15  8.95E-16  3.51E-16  1.32E-16  3.49E-17  1.25E-17  4.46E-18  1.13E-18  4.01E-19
   275       6.08E-13  4.29E-13  2.70E-13  1.89E-13  1.32E-13  7.94E-14  5.22E-14  3.26E-14  1.56E-14  7.99E-15
             3.72E-15  1.19E-15  4.68E-16  1.76E-16  4.65E-17  1.67E-17  5.95E-18  1.51E-18  5.35E-19
   276       3.02E-13  2.13E-13  1.34E-13  9.40E-14  6.54E-14  3.94E-14  2.60E-14  1.62E-14  7.75E-15  3.98E-15
             1.85E-15  5.94E-16  2.33E-16  8.78E-17  2.32E-17  8.32E-18  2.97E-18  7.54E-19  2.67E-19
   277       4.52E-13  3.19E-13  2.01E-13  1.41E-13  9.80E-14  5.91E-14  3.89E-14  2.43E-14  1.16E-14  5.96E-15
             2.78E-15  8.91E-16  3.50E-16  1.32E-16  3.48E-17  1.25E-17  4.45E-18  1.13E-18  4.00E-19
   278       7.54E-13  5.32E-13  3.35E-13  2.35E-13  1.63E-13  9.85E-14  6.48E-14  4.05E-14  1.94E-14  9.94E-15
             4.63E-15  1.49E-15  5.83E-16  2.19E-16  5.79E-17  2.08E-17  7.41E-18  1.88E-18  6.67E-19
   279       9.04E-13  6.38E-13  4.02E-13  2.82E-13  1.96E-13  1.18E-13  7.77E-14  4.86E-14  2.32E-14  1.19E-14
             5.56E-15  1.78E-15  7.00E-16  2.63E-16  6.95E-17  2.49E-17  8.89E-18  2.26E-18  8.00E-19
   280       1.49E-13  1.05E-13  6.62E-14  4.64E-14  3.23E-14  1.95E-14  1.28E-14  8.02E-15  3.84E-15  1.97E-15
             9.20E-16  2.95E-16  1.16E-16  4.36E-17  1.15E-17  4.13E-18  1.47E-18  3.74E-19  1.33E-19
   281       2.98E-13  2.10E-13  1.32E-13  9.28E-14  6.45E-14  3.90E-14  2.56E-14  1.60E-14  7.67E-15  3.94E-15
             1.84E-15  5.90E-16  2.32E-16  8.72E-17  2.30E-17  8.26E-18  2.94E-18  7.49E-19  2.65E-19
   288       2.27E-15  1.60E-15  1.01E-15  7.14E-16  5.03E-16  3.13E-16  2.16E-16  1.46E-16  8.14E-17  4.85E-17
             2.65E-17  1.04E-17  4.61E-18  1.91E-18  5.45E-19  2.03E-19  7.39E-20  1.90E-20  6.78E-21
   289       1.94E-15  1.37E-15  8.64E-16  6.10E-16  4.29E-16  2.67E-16  1.85E-16  1.25E-16  6.95E-17  4.14E-17
             2.27E-17  8.87E-18  3.94E-18  1.63E-18  4.66E-19  1.73E-19  6.31E-20  1.63E-20  5.80E-21
   291       1.76E-18  1.24E-18  7.90E-19  5.63E-19  4.04E-19  2.67E-19  2.01E-19  1.59E-19  1.28E-19  1.11E-19
             9.31E-20  6.30E-20  4.02E-20  2.24E-20  8.68E-21  3.80E-21  1.55E-21  4.39E-22  1.63E-22
   293       3.72E-19  2.63E-19  1.67E-19  1.19E-19  8.55E-20  5.64E-20  4.26E-20  3.38E-20  2.71E-20  2.37E-20
             1.99E-20  1.35E-20  8.62E-21  4.82E-21  1.87E-21  8.16E-22  3.33E-22  9.44E-23  3.51E-23
   298       3.62E-18  2.56E-18  1.62E-18  1.15E-18  8.22E-19  5.31E-19  3.86E-19  2.85E-19  1.90E-19  1.34E-19
             8.68E-20  4.09E-20  2.02E-20  8.97E-21  2.72E-21  1.04E-21  3.84E-22  9.99E-23  3.57E-23
   299       2.42E-19  1.71E-19  1.09E-19  7.70E-20  5.49E-20  3.55E-20  2.58E-20  1.91E-20  1.28E-20  9.03E-21
             5.85E-21  2.76E-21  1.36E-21  6.06E-22  1.84E-22  7.03E-23  2.60E-23  6.76E-24  2.41E-24
   300       1.64E-15  1.16E-15  7.27E-16  5.10E-16  3.56E-16  2.16E-16  1.43E-16  9.03E-17  4.39E-17  2.29E-17
             1.08E-17  3.50E-18  1.38E-18  5.22E-19  1.38E-19  4.96E-20  1.77E-20  4.50E-21  1.59E-21
   301       2.12E-15  1.50E-15  9.42E-16  6.61E-16  4.61E-16  2.79E-16  1.85E-16  1.17E-16  5.69E-17  2.96E-17
             1.40E-17  4.53E-18  1.79E-18  6.76E-19  1.79E-19  6.43E-20  2.29E-20  5.83E-21  2.07E-21
   302       2.37E-18  1.68E-18  1.06E-18  7.54E-19  5.37E-19  3.47E-19  2.53E-19  1.87E-19  1.26E-19  8.88E-20
             5.76E-20  2.73E-20  1.35E-20  5.99E-21  1.82E-21  6.95E-22  2.57E-22  6.69E-23  2.39E-23
   303       5.53E-19  3.91E-19  2.48E-19  1.76E-19  1.25E-19  8.11E-20  5.92E-20  4.38E-20  2.95E-20  2.09E-20
             1.36E-20  6.43E-21  3.18E-21  1.41E-21  4.30E-22  1.64E-22  6.06E-23  1.58E-23  5.64E-24
   304       7.18E-19  5.08E-19  3.22E-19  2.29E-19  1.63E-19  1.06E-19  7.71E-20  5.72E-20  3.86E-20  2.74E-20
             1.79E-20  8.50E-21  4.21E-21  1.88E-21  5.71E-22  2.18E-22  8.05E-23  2.10E-23  7.49E-24
   305       7.65E-19  5.41E-19  3.43E-19  2.44E-19  1.74E-19  1.13E-19  8.23E-20  6.11E-20  4.13E-20  2.94E-20
             1.92E-20  9.13E-21  4.53E-21  2.02E-21  6.14E-22  2.35E-22  8.67E-23  2.26E-23  8.07E-24
   323       3.83E-19  2.71E-19  1.72E-19  1.22E-19  8.73E-20  5.67E-20  4.17E-20  3.13E-20  2.16E-20  1.57E-20
             1.04E-20  5.01E-21  2.50E-21  1.12E-21  3.43E-22  1.31E-22  4.85E-23  1.27E-23  4.52E-24
   328       7.97E-19  5.64E-19  3.58E-19  2.54E-19  1.82E-19  1.18E-19  8.70E-20  6.54E-20  4.52E-20  3.28E-20
             2.18E-20  1.05E-20  5.27E-21  2.36E-21  7.23E-22  2.77E-22  1.02E-22  2.67E-23  9.53E-24
   329       1.16E-18  8.23E-19  5.22E-19  3.71E-19  2.65E-19  1.72E-19  1.27E-19  9.55E-20  6.61E-20  4.80E-20
             3.19E-20  1.55E-20  7.73E-21  3.47E-21  1.06E-21  4.06E-22  1.50E-22  3.91E-23  1.40E-23
   331       1.40E-18  9.94E-19  6.30E-19  4.48E-19  3.20E-19  2.09E-19  1.54E-19  1.17E-19  8.16E-20  5.98E-20
             4.00E-20  1.95E-20  9.79E-21  4.40E-21  1.35E-21  5.17E-22  1.91E-22  4.99E-23  1.78E-23
   333       6.24E-19  4.41E-19  2.80E-19  1.99E-19  1.42E-19  9.30E-20  6.88E-20  5.21E-20  3.66E-20  2.69E-20
             1.80E-20  8.82E-21  4.43E-21  1.99E-21  6.12E-22  2.34E-22  8.67E-23  2.26E-23  8.09E-24
   335       2.79E-18  1.97E-18  1.25E-18  8.80E-19  6.20E-19  3.89E-19  2.72E-19  1.88E-19  1.14E-19  7.75E-20
             5.19E-20  2.98E-20  1.90E-20  1.16E-20  5.49E-21  2.89E-21  1.42E-21  5.03E-22  2.16E-22
   337       5.83E-18  4.12E-18  2.60E-18  1.84E-18  1.30E-18  8.15E-19  5.70E-19  3.97E-19  2.42E-19  1.65E-19
             1.11E-19  6.43E-20  4.11E-20  2.51E-20  1.19E-20  6.29E-21  3.09E-21  1.10E-21  4.71E-22
   338       1.15E-17  8.12E-18  5.13E-18  3.62E-18  2.56E-18  1.61E-18  1.13E-18  7.84E-19  4.80E-19  3.27E-19
             2.21E-19  1.28E-19  8.19E-20  5.01E-20  2.38E-20  1.26E-20  6.17E-21  2.19E-21  9.41E-22
   339       5.81E-17  4.11E-17  2.59E-17  1.83E-17  1.29E-17  8.02E-18  5.56E-18  3.79E-18  2.21E-18  1.41E-18
             8.60E-19  4.07E-19  2.12E-19  1.02E-19  3.49E-20  1.44E-20  5.65E-21  1.55E-21  5.69E-22
   340       2.81E-16  1.99E-16  1.26E-16  8.85E-17  6.23E-17  3.89E-17  2.69E-17  1.84E-17  1.07E-17  6.86E-18
             4.19E-18  1.98E-18  1.03E-18  4.99E-19  1.70E-19  7.02E-20  2.76E-20  7.59E-21  2.78E-21
   341       5.50E-19  3.88E-19  2.45E-19  1.73E-19  1.22E-19  7.60E-20  5.27E-20  3.60E-20  2.11E-20  1.35E-20
             8.27E-21  3.92E-21  2.05E-21  9.91E-22  3.38E-22  1.40E-22  5.48E-23  1.51E-23  5.53E-24
   342       3.19E-16  2.25E-16  1.42E-16  1.00E-16  7.06E-17  4.41E-17  3.06E-17  2.09E-17  1.23E-17  7.87E-18
             4.82E-18  2.29E-18  1.20E-18  5.78E-19  1.98E-19  8.15E-20  3.20E-20  8.82E-21  3.23E-21
   343       2.27E-16  1.60E-16  1.01E-16  7.13E-17  5.02E-17  3.14E-17  2.18E-17  1.49E-17  8.73E-18  5.61E-18
             3.44E-18  1.63E-18  8.54E-19  4.13E-19  1.41E-19  5.83E-20  2.29E-20  6.30E-21  2.31E-21
   344       1.41E-16  9.96E-17  6.29E-17  4.44E-17  3.12E-17  1.95E-17  1.35E-17  9.28E-18  5.44E-18  3.50E-18
             2.14E-18  1.02E-18  5.34E-19  2.58E-19  8.83E-20  3.64E-20  1.43E-20  3.94E-21  1.44E-21
   345       2.64E-15  1.87E-15  1.18E-15  8.32E-16  5.86E-16  3.66E-16  2.54E-16  1.74E-16  1.02E-16  6.58E-17
             4.04E-17  1.92E-17  1.01E-17  4.87E-18  1.67E-18  6.88E-19  2.70E-19  7.44E-20  2.73E-20
   348       1.99E-17  1.41E-17  8.89E-18  6.28E-18  4.42E-18  2.76E-18  1.92E-18  1.32E-18  7.77E-19  5.01E-19
             3.08E-19  1.47E-19  7.73E-20  3.74E-20  1.28E-20  5.29E-21  2.08E-21  5.73E-22  2.10E-22
   350       1.80E-16  1.27E-16  8.04E-17  5.67E-17  4.00E-17  2.50E-17  1.74E-17  1.19E-17  7.02E-18  4.53E-18
             2.79E-18  1.33E-18  6.99E-19  3.39E-19  1.16E-19  4.79E-20  1.88E-20  5.18E-21  1.90E-21
   352       1.87E-16  1.32E-16  8.33E-17  5.88E-17  4.14E-17  2.59E-17  1.80E-17  1.24E-17  7.31E-18  4.73E-18
             2.92E-18  1.40E-18  7.33E-19  3.55E-19  1.22E-19  5.03E-20  1.98E-20  5.45E-21  2.00E-21
   353       1.48E-15  1.04E-15  6.59E-16  4.65E-16  3.28E-16  2.05E-16  1.43E-16  9.81E-17  5.80E-17  3.75E-17
             2.31E-17  1.11E-17  5.82E-18  2.82E-18  9.67E-19  4.00E-19  1.57E-19  4.33E-20  1.59E-20
   354       5.63E-15  3.98E-15  2.51E-15  1.77E-15  1.25E-15  7.82E-16  5.44E-16  3.74E-16  2.21E-16  1.43E-16
             8.83E-17  4.24E-17  2.22E-17  1.08E-17  3.70E-18  1.53E-18  6.01E-19  1.66E-19  6.07E-20
   355       6.23E-17  4.40E-17  2.77E-17  1.95E-17  1.36E-17  8.33E-18  5.61E-18  3.65E-18  1.90E-18  1.07E-18
             5.56E-19  2.06E-19  8.86E-20  3.59E-20  1.01E-20  3.73E-21  1.35E-21  3.47E-22  1.24E-22
   356       4.10E-15  2.90E-15  1.83E-15  1.29E-15  9.10E-16  5.70E-16  3.97E-16  2.73E-16  1.61E-16  1.05E-16
             6.46E-17  3.10E-17  1.63E-17  7.90E-18  2.71E-18  1.12E-18  4.40E-19  1.21E-19  4.45E-20
   360       4.61E-16  3.26E-16  2.05E-16  1.44E-16  1.01E-16  6.18E-17  4.16E-17  2.71E-17  1.41E-17  7.96E-18
             4.14E-18  1.53E-18  6.60E-19  2.67E-19  7.51E-20  2.77E-20  1.01E-20  2.59E-21  9.20E-22
   361       4.82E-16  3.40E-16  2.14E-16  1.51E-16  1.05E-16  6.46E-17  4.35E-17  2.84E-17  1.49E-17  8.40E-18
             4.37E-18  1.62E-18  7.00E-19  2.84E-19  7.99E-20  2.95E-20  1.07E-20  2.75E-21  9.79E-22
   362       3.35E-16  2.37E-16  1.49E-16  1.05E-16  7.34E-17  4.50E-17  3.03E-17  1.98E-17  1.04E-17  5.85E-18
             3.05E-18  1.13E-18  4.88E-19  1.98E-19  5.57E-20  2.06E-20  7.46E-21  1.92E-21  6.82E-22
   364       7.02E-17  4.96E-17  3.12E-17  2.20E-17  1.54E-17  9.42E-18  6.35E-18  4.14E-18  2.17E-18  1.23E-18
             6.39E-19  2.37E-19  1.02E-19  4.14E-20  1.17E-20  4.31E-21  1.56E-21  4.02E-22  1.43E-22
   367       4.56E-18  3.22E-18  2.03E-18  1.43E-18  9.98E-19  6.12E-19  4.13E-19  2.69E-19  1.41E-19  7.98E-20
             4.16E-20  1.54E-20  6.66E-21  2.70E-21  7.61E-22  2.81E-22  1.02E-22  2.62E-23  9.32E-24
   369       3.80E-16  2.68E-16  1.69E-16  1.19E-16  8.31E-17  5.10E-17  3.44E-17  2.25E-17  1.18E-17  6.67E-18
             3.48E-18  1.29E-18  5.59E-19  2.26E-19  6.38E-20  2.36E-20  8.55E-21  2.20E-21  7.82E-22
   370       4.53E-15  3.19E-15  2.01E-15  1.42E-15  9.90E-16  6.08E-16  4.10E-16  2.68E-16  1.41E-16  7.97E-17
             4.16E-17  1.55E-17  6.68E-18  2.71E-18  7.63E-19  2.82E-19  1.02E-19  2.63E-20  9.36E-21
   371       3.30E-18  2.33E-18  1.46E-18  1.02E-18  7.08E-19  4.22E-19  2.74E-19  1.67E-19  7.71E-20  3.86E-20
             1.76E-20  5.51E-21  2.14E-21  8.00E-22  2.10E-22  7.53E-23  2.68E-23  6.82E-24  2.41E-24
   372       1.27E-17  8.95E-18  5.62E-18  3.93E-18  2.72E-18  1.62E-18  1.05E-18  6.42E-19  2.96E-19  1.48E-19
             6.75E-20  2.12E-20  8.23E-21  3.08E-21  8.08E-22  2.90E-22  1.03E-22  2.62E-23  9.28E-24
   375       5.67E-17  4.00E-17  2.52E-17  1.77E-17  1.24E-17  7.62E-18  5.15E-18  3.36E-18  1.77E-18  1.00E-18
             5.25E-19  1.95E-19  8.46E-20  3.43E-20  9.67E-21  3.58E-21  1.30E-21  3.34E-22  1.19E-22
