SEQ='N '     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  94851161.9   NPRNTI= 6   NPRNTF=20
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
             8.97E-20  6.28E-20  4.07E-20  2.30E-20  8.98E-21  3.94E-21  1.61E-21  4.58E-22  1.70E-22
   300       3.43E-18  2.42E-18  1.53E-18  1.07E-18  7.49E-19  4.58E-19  3.06E-19  1.96E-19  9.75E-20  5.17E-20
             2.48E-20  8.15E-21  3.25E-21  1.23E-21  3.27E-22  1.18E-22  4.20E-23  1.07E-23  3.78E-24
   303       1.17E-18  8.27E-19  5.25E-19  3.73E-19  2.67E-19  1.74E-19  1.28E-19  9.69E-20  6.76E-20  4.94E-20
             3.30E-20  1.61E-20  8.06E-21  3.62E-21  1.11E-21  4.25E-22  1.57E-22  4.10E-23  1.47E-23
   328       1.22E-18  8.65E-19  5.49E-19  3.91E-19  2.80E-19  1.84E-19  1.37E-19  1.06E-19  7.62E-20  5.72E-20
             3.92E-20  1.95E-20  9.89E-21  4.48E-21  1.38E-21  5.30E-22  1.96E-22  5.12E-23  1.83E-23
   330       9.87E-19  6.99E-19  4.44E-19  3.16E-19  2.27E-19  1.49E-19  1.12E-19  8.66E-20  6.33E-20  4.80E-20
             3.32E-20  1.67E-20  8.48E-21  3.85E-21  1.19E-21  4.57E-22  1.69E-22  4.42E-23  1.58E-23
   332       2.22E-19  1.57E-19  9.99E-20  7.11E-20  5.11E-20  3.36E-20  2.53E-20  1.96E-20  1.44E-20  1.10E-20
             7.59E-21  3.82E-21  1.95E-21  8.86E-22  2.74E-22  1.05E-22  3.90E-23  1.02E-23  3.64E-24
   333       5.20E-19  3.68E-19  2.34E-19  1.67E-19  1.20E-19  7.88E-20  5.92E-20  4.59E-20  3.37E-20  2.57E-20
             1.78E-20  8.96E-21  4.57E-21  2.08E-21  6.42E-22  2.47E-22  9.14E-23  2.39E-23  8.54E-24
   334       8.19E-15  5.79E-15  3.66E-15  2.59E-15  1.83E-15  1.16E-15  8.20E-16  5.80E-16  3.66E-16  2.57E-16
             1.78E-16  1.07E-16  6.94E-17  4.30E-17  2.07E-17  1.09E-17  5.39E-18  1.92E-18  8.24E-19
   335       4.77E-13  3.37E-13  2.13E-13  1.51E-13  1.07E-13  6.77E-14  4.80E-14  3.40E-14  2.16E-14  1.52E-14
             1.06E-14  6.38E-15  4.17E-15  2.59E-15  1.25E-15  6.59E-16  3.25E-16  1.16E-16  4.98E-17
   336       2.31E-13  1.63E-13  1.03E-13  7.30E-14  5.16E-14  3.27E-14  2.32E-14  1.65E-14  1.05E-14  7.40E-15
             5.17E-15  3.11E-15  2.03E-15  1.26E-15  6.09E-16  3.22E-16  1.59E-16  5.67E-17  2.44E-17
   338       5.03E-15  3.56E-15  2.25E-15  1.59E-15  1.13E-15  7.16E-16  5.10E-16  3.63E-16  2.33E-16  1.66E-16
             1.16E-16  7.06E-17  4.64E-17  2.89E-17  1.40E-17  7.40E-18  3.65E-18  1.30E-18  5.60E-19
   339       7.11E-15  5.02E-15  3.18E-15  2.24E-15  1.59E-15  9.99E-16  7.02E-16  4.90E-16  2.98E-16  1.98E-16
             1.25E-16  6.14E-17  3.27E-17  1.60E-17  5.54E-18  2.30E-18  9.06E-19  2.50E-19  9.18E-20
   340       7.45E-14  5.27E-14  3.33E-14  2.35E-14  1.66E-14  1.05E-14  7.37E-15  5.15E-15  3.14E-15  2.08E-15
             1.32E-15  6.49E-16  3.46E-16  1.70E-16  5.86E-17  2.43E-17  9.59E-18  2.65E-18  9.72E-19
   341       3.06E-13  2.16E-13  1.37E-13  9.67E-14  6.83E-14  4.31E-14  3.04E-14  2.13E-14  1.30E-14  8.65E-15
             5.49E-15  2.71E-15  1.45E-15  7.10E-16  2.46E-16  1.02E-16  4.02E-17  1.11E-17  4.08E-18
   342       9.06E-13  6.40E-13  4.05E-13  2.86E-13  2.02E-13  1.28E-13  8.99E-14  6.30E-14  3.85E-14  2.57E-14
             1.63E-14  8.07E-15  4.31E-15  2.12E-15  7.33E-16  3.04E-16  1.20E-16  3.31E-17  1.22E-17
   343       5.25E-13  3.71E-13  2.34E-13  1.66E-13  1.17E-13  7.40E-14  5.21E-14  3.65E-14  2.24E-14  1.49E-14
             9.49E-15  4.69E-15  2.51E-15  1.23E-15  4.27E-16  1.77E-16  6.99E-17  1.93E-17  7.09E-18
   344       2.58E-13  1.82E-13  1.15E-13  8.15E-14  5.76E-14  3.64E-14  2.56E-14  1.80E-14  1.10E-14  7.36E-15
             4.68E-15  2.32E-15  1.24E-15  6.09E-16  2.11E-16  8.76E-17  3.45E-17  9.54E-18  3.50E-18
   345       5.71E-13  4.04E-13  2.55E-13  1.80E-13  1.28E-13  8.06E-14  5.69E-14  3.99E-14  2.45E-14  1.64E-14
             1.04E-14  5.17E-15  2.77E-15  1.36E-15  4.71E-16  1.96E-16  7.72E-17  2.13E-17  7.82E-18
   350       6.23E-15  4.40E-15  2.78E-15  1.97E-15  1.39E-15  8.81E-16  6.22E-16  4.38E-16  2.70E-16  1.81E-16
             1.16E-16  5.75E-17  3.08E-17  1.52E-17  5.26E-18  2.19E-18  8.62E-19  2.38E-19  8.75E-20
   352       3.17E-14  2.24E-14  1.42E-14  1.00E-14  7.08E-15  4.48E-15  3.17E-15  2.23E-15  1.38E-15  9.27E-16
             5.94E-16  2.96E-16  1.59E-16  7.82E-17  2.72E-17  1.13E-17  4.46E-18  1.23E-18  4.52E-19
   353       4.55E-14  3.22E-14  2.03E-14  1.44E-14  1.02E-14  6.44E-15  4.56E-15  3.21E-15  1.98E-15  1.34E-15
             8.55E-16  4.27E-16  2.29E-16  1.13E-16  3.92E-17  1.63E-17  6.43E-18  1.78E-18  6.53E-19
   354       1.68E-14  1.19E-14  7.51E-15  5.31E-15  3.76E-15  2.38E-15  1.68E-15  1.19E-15  7.34E-16  4.94E-16
             3.17E-16  1.58E-16  8.49E-17  4.18E-17  1.45E-17  6.04E-18  2.38E-18  6.59E-19  2.42E-19
   355       3.76E-14  2.65E-14  1.68E-14  1.18E-14  8.28E-15  5.13E-15  3.50E-15  2.33E-15  1.26E-15  7.32E-16
             3.91E-16  1.49E-16  6.51E-17  2.66E-17  7.56E-18  2.80E-18  1.02E-18  2.62E-19  9.32E-20
   356       1.86E-14  1.32E-14  8.33E-15  5.89E-15  4.17E-15  2.64E-15  1.87E-15  1.32E-15  8.16E-16  5.50E-16
             3.53E-16  1.76E-16  9.46E-17  4.66E-17  1.62E-17  6.74E-18  2.66E-18  7.35E-19  2.70E-19
   360       1.30E-13  9.21E-14  5.81E-14  4.09E-14  2.87E-14  1.78E-14  1.22E-14  8.09E-15  4.38E-15  2.55E-15
             1.36E-15  5.19E-16  2.27E-16  9.29E-17  2.64E-17  9.77E-18  3.55E-18  9.14E-19  3.25E-19
   361       1.27E-12  8.98E-13  5.67E-13  3.99E-13  2.80E-13  1.74E-13  1.19E-13  7.93E-14  4.32E-14  2.52E-14
             1.35E-14  5.15E-15  2.26E-15  9.26E-16  2.63E-16  9.75E-17  3.54E-17  9.12E-18  3.25E-18
   362       6.33E-13  4.47E-13  2.82E-13  1.99E-13  1.40E-13  8.65E-14  5.92E-14  3.95E-14  2.15E-14  1.25E-14
             6.71E-15  2.57E-15  1.13E-15  4.61E-16  1.31E-16  4.85E-17  1.76E-17  4.54E-18  1.62E-18
   364       3.26E-13  2.30E-13  1.45E-13  1.02E-13  7.19E-14  4.46E-14  3.05E-14  2.03E-14  1.11E-14  6.46E-15
             3.46E-15  1.32E-15  5.81E-16  2.38E-16  6.75E-17  2.51E-17  9.10E-18  2.34E-18  8.34E-19
   367       8.54E-13  6.03E-13  3.81E-13  2.68E-13  1.88E-13  1.17E-13  8.00E-14  5.34E-14  2.91E-14  1.70E-14
             9.10E-15  3.48E-15  1.53E-15  6.25E-16  1.78E-16  6.59E-17  2.39E-17  6.17E-18  2.19E-18
   369       5.54E-13  3.91E-13  2.47E-13  1.74E-13  1.22E-13  7.58E-14  5.20E-14  3.47E-14  1.89E-14  1.11E-14
             5.94E-15  2.27E-15  9.97E-16  4.09E-16  1.16E-16  4.31E-17  1.57E-17  4.03E-18  1.43E-18
   370       8.73E-13  6.16E-13  3.89E-13  2.74E-13  1.93E-13  1.20E-13  8.20E-14  5.47E-14  2.99E-14  1.75E-14
             9.39E-15  3.60E-15  1.58E-15  6.47E-16  1.84E-16  6.83E-17  2.48E-17  6.39E-18  2.27E-18
   371       1.10E-15  7.79E-16  4.90E-16  3.44E-16  2.39E-16  1.44E-16  9.46E-17  5.89E-17  2.80E-17  1.43E-17
             6.65E-18  2.12E-18  8.33E-19  3.13E-19  8.25E-20  2.96E-20  1.06E-20  2.68E-21  9.50E-22
   372       2.54E-15  1.79E-15  1.13E-15  7.91E-16  5.50E-16  3.31E-16  2.18E-16  1.36E-16  6.45E-17  3.30E-17
             1.53E-17  4.89E-18  1.92E-18  7.20E-19  1.90E-19  6.82E-20  2.43E-20  6.17E-21  2.19E-21
   377       1.22E-14  8.59E-15  5.42E-15  3.82E-15  2.69E-15  1.67E-15  1.15E-15  7.66E-16  4.20E-16  2.46E-16
             1.33E-16  5.09E-17  2.24E-17  9.18E-18  2.61E-18  9.69E-19  3.52E-19  9.07E-20  3.23E-20
   379       2.17E-14  1.53E-14  9.67E-15  6.82E-15  4.79E-15  2.98E-15  2.05E-15  1.37E-15  7.51E-16  4.41E-16
             2.37E-16  9.12E-17  4.01E-17  1.65E-17  4.68E-18  1.74E-18  6.32E-19  1.63E-19  5.79E-20
   380       3.40E-16  2.40E-16  1.52E-16  1.07E-16  7.51E-17  4.67E-17  3.21E-17  2.15E-17  1.18E-17  6.92E-18
             3.73E-18  1.43E-18  6.30E-19  2.59E-19  7.36E-20  2.73E-20  9.93E-21  2.56E-21  9.10E-22
   381       1.12E-14  7.94E-15  5.01E-15  3.53E-15  2.48E-15  1.54E-15  1.06E-15  7.10E-16  3.90E-16  2.29E-16
             1.23E-16  4.74E-17  2.09E-17  8.56E-18  2.43E-18  9.04E-19  3.28E-19  8.46E-20  3.01E-20
   382       6.69E-13  4.72E-13  2.97E-13  2.08E-13  1.45E-13  8.74E-14  5.75E-14  3.59E-14  1.71E-14  8.79E-15
             4.09E-15  1.31E-15  5.14E-16  1.93E-16  5.10E-17  1.83E-17  6.52E-18  1.66E-18  5.87E-19
   383       8.90E-13  6.28E-13  3.95E-13  2.77E-13  1.93E-13  1.16E-13  7.65E-14  4.78E-14  2.28E-14  1.17E-14
             5.44E-15  1.74E-15  6.83E-16  2.57E-16  6.78E-17  2.43E-17  8.67E-18  2.20E-18  7.81E-19
   384       1.33E-15  9.36E-16  5.91E-16  4.17E-16  2.93E-16  1.82E-16  1.25E-16  8.38E-17  4.60E-17  2.70E-17
             1.46E-17  5.60E-18  2.47E-18  1.01E-18  2.88E-19  1.07E-19  3.89E-20  1.00E-20  3.56E-21
   385       1.11E-12  7.81E-13  4.91E-13  3.44E-13  2.40E-13  1.45E-13  9.52E-14  5.94E-14  2.84E-14  1.46E-14
             6.78E-15  2.17E-15  8.51E-16  3.20E-16  8.45E-17  3.03E-17  1.08E-17  2.75E-18  9.73E-19
   386       4.41E-13  3.11E-13  1.96E-13  1.37E-13  9.55E-14  5.76E-14  3.79E-14  2.37E-14  1.13E-14  5.80E-15
             2.70E-15  8.65E-16  3.40E-16  1.28E-16  3.37E-17  1.21E-17  4.31E-18  1.10E-18  3.88E-19
   387       8.77E-13  6.19E-13  3.89E-13  2.73E-13  1.90E-13  1.15E-13  7.55E-14  4.71E-14  2.25E-14  1.15E-14
             5.38E-15  1.72E-15  6.76E-16  2.54E-16  6.70E-17  2.41E-17  8.58E-18  2.18E-18  7.72E-19
   388       2.77E-13  1.95E-13  1.22E-13  8.51E-14  5.84E-14  3.40E-14  2.13E-14  1.24E-14  5.20E-15  2.41E-15
             1.02E-15  2.95E-16  1.10E-16  4.01E-17  1.03E-17  3.68E-18  1.30E-18  3.30E-19  1.17E-19
   389       3.69E-13  2.60E-13  1.63E-13  1.13E-13  7.78E-14  4.53E-14  2.84E-14  1.65E-14  6.94E-15  3.21E-15
             1.36E-15  3.94E-16  1.47E-16  5.35E-17  1.38E-17  4.90E-18  1.74E-18  4.41E-19  1.56E-19
   390       4.62E-13  3.25E-13  2.04E-13  1.42E-13  9.73E-14  5.66E-14  3.54E-14  2.06E-14  8.67E-15  4.01E-15
             1.70E-15  4.92E-16  1.84E-16  6.68E-17  1.72E-17  6.13E-18  2.17E-18  5.51E-19  1.95E-19
   391       3.69E-13  2.60E-13  1.63E-13  1.13E-13  7.78E-14  4.53E-14  2.84E-14  1.65E-14  6.94E-15  3.21E-15
             1.36E-15  3.94E-16  1.47E-16  5.35E-17  1.38E-17  4.90E-18  1.74E-18  4.41E-19  1.56E-19
   392       4.62E-13  3.25E-13  2.04E-13  1.42E-13  9.73E-14  5.66E-14  3.54E-14  2.06E-14  8.67E-15  4.01E-15
             1.70E-15  4.92E-16  1.84E-16  6.68E-17  1.72E-17  6.13E-18  2.17E-18  5.51E-19  1.95E-19
   393       5.54E-13  3.90E-13  2.45E-13  1.70E-13  1.17E-13  6.79E-14  4.25E-14  2.47E-14  1.04E-14  4.81E-15
             2.04E-15  5.91E-16  2.20E-16  8.02E-17  2.07E-17  7.35E-18  2.61E-18  6.61E-19  2.34E-19
   394       6.53E-13  4.60E-13  2.90E-13  2.03E-13  1.41E-13  8.53E-14  5.62E-14  3.51E-14  1.68E-14  8.60E-15
             4.00E-15  1.28E-15  5.03E-16  1.89E-16  4.99E-17  1.79E-17  6.39E-18  1.62E-18  5.75E-19
   395       2.69E-14  1.90E-14  1.20E-14  8.45E-15  5.94E-15  3.69E-15  2.54E-15  1.70E-15  9.37E-16  5.51E-16
             2.97E-16  1.15E-16  5.04E-17  2.07E-17  5.90E-18  2.19E-18  7.96E-19  2.05E-19  7.29E-20
   396       6.20E-14  4.38E-14  2.76E-14  1.95E-14  1.37E-14  8.52E-15  5.86E-15  3.93E-15  2.16E-15  1.27E-15
             6.88E-16  2.65E-16  1.17E-16  4.79E-17  1.36E-17  5.06E-18  1.84E-18  4.74E-19  1.69E-19
   397       5.52E-14  3.90E-14  2.46E-14  1.73E-14  1.22E-14  7.59E-15  5.22E-15  3.50E-15  1.93E-15  1.14E-15
             6.14E-16  2.37E-16  1.04E-16  4.29E-17  1.22E-17  4.53E-18  1.65E-18  4.25E-19  1.51E-19
   399       3.56E-18  2.52E-18  1.59E-18  1.13E-18  8.04E-19  5.16E-19  3.73E-19  2.72E-19  1.82E-19  1.35E-19
             9.82E-20  6.20E-20  4.16E-20  2.63E-20  1.28E-20  6.84E-21  3.39E-21  1.21E-21  5.22E-22
   401       1.06E-16  7.49E-17  4.71E-17  3.30E-17  2.30E-17  1.39E-17  9.18E-18  5.75E-18  2.76E-18  1.42E-18
             6.64E-19  2.13E-19  8.37E-20  3.15E-20  8.32E-21  2.99E-21  1.06E-21  2.71E-22  9.58E-23
   403       3.25E-15  2.29E-15  1.44E-15  1.01E-15  7.05E-16  4.26E-16  2.81E-16  1.76E-16  8.46E-17  4.36E-17
             2.04E-17  6.54E-18  2.57E-18  9.67E-19  2.55E-19  9.16E-20  3.27E-20  8.30E-21  2.94E-21
   404       3.19E-15  2.25E-15  1.42E-15  9.94E-16  6.92E-16  4.18E-16  2.76E-16  1.73E-16  8.31E-17  4.28E-17
             2.00E-17  6.42E-18  2.52E-18  9.49E-19  2.51E-19  9.00E-20  3.21E-20  8.15E-21  2.89E-21
   405       6.21E-15  4.38E-15  2.76E-15  1.93E-15  1.35E-15  8.14E-16  5.37E-16  3.37E-16  1.62E-16  8.33E-17
             3.89E-17  1.25E-17  4.91E-18  1.85E-18  4.88E-19  1.75E-19  6.24E-20  1.59E-20  5.62E-21
   406       2.56E-15  1.81E-15  1.14E-15  7.97E-16  5.55E-16  3.36E-16  2.22E-16  1.39E-16  6.67E-17  3.43E-17
             1.61E-17  5.16E-18  2.03E-18  7.63E-19  2.01E-19  7.23E-20  2.58E-20  6.55E-21  2.32E-21
   417       2.65E-15  1.87E-15  1.18E-15  8.26E-16  5.75E-16  3.48E-16  2.29E-16  1.44E-16  6.91E-17  3.56E-17
             1.66E-17  5.34E-18  2.10E-18  7.90E-19  2.09E-19  7.49E-20  2.67E-20  6.79E-21  2.40E-21
   418       5.63E-15  3.97E-15  2.50E-15  1.75E-15  1.22E-15  7.38E-16  4.87E-16  3.06E-16  1.47E-16  7.56E-17
             3.53E-17  1.14E-17  4.46E-18  1.68E-18  4.43E-19  1.59E-19  5.67E-20  1.44E-20  5.11E-21
   419       8.74E-15  6.17E-15  3.88E-15  2.72E-15  1.90E-15  1.15E-15  7.57E-16  4.75E-16  2.28E-16  1.18E-16
             5.49E-17  1.77E-17  6.94E-18  2.61E-18  6.90E-19  2.48E-19  8.83E-20  2.24E-20  7.95E-21
   433       7.37E-16  5.21E-16  3.30E-16  2.34E-16  1.66E-16  1.06E-16  7.65E-17  5.52E-17  3.57E-17  2.49E-17
             1.65E-17  8.54E-18  4.67E-18  2.33E-18  8.19E-19  3.42E-19  1.35E-19  3.75E-20  1.38E-20
   434       1.82E-15  1.29E-15  8.17E-16  5.79E-16  4.11E-16  2.63E-16  1.89E-16  1.37E-16  8.84E-17  6.17E-17
             4.09E-17  2.12E-17  1.16E-17  5.78E-18  2.03E-18  8.47E-19  3.35E-19  9.29E-20  3.42E-20
   438       5.32E-16  3.76E-16  2.38E-16  1.69E-16  1.20E-16  7.69E-17  5.53E-17  4.00E-17  2.59E-17  1.81E-17
             1.20E-17  6.22E-18  3.41E-18  1.70E-18  5.98E-19  2.50E-19  9.89E-20  2.74E-20  1.01E-20
   441       4.65E-16  3.29E-16  2.08E-16  1.48E-16  1.05E-16  6.72E-17  4.84E-17  3.50E-17  2.27E-17  1.59E-17
             1.06E-17  5.47E-18  3.00E-18  1.50E-18  5.26E-19  2.20E-19  8.70E-20  2.41E-20  8.86E-21
   469       3.34E-16  2.36E-16  1.49E-16  1.05E-16  7.45E-17  4.68E-17  3.27E-17  2.24E-17  1.28E-17  7.75E-18
             4.30E-18  1.70E-18  7.58E-19  3.14E-19  9.01E-20  3.35E-20  1.22E-20  3.15E-21  1.12E-21
   471       8.17E-16  5.77E-16  3.65E-16  2.58E-16  1.82E-16  1.15E-16  8.00E-17  5.49E-17  3.14E-17  1.90E-17
             1.05E-17  4.17E-18  1.86E-18  7.72E-19  2.21E-19  8.25E-20  3.00E-20  7.74E-21  2.76E-21
   472       2.40E-15  1.69E-15  1.07E-15  7.57E-16  5.34E-16  3.36E-16  2.35E-16  1.61E-16  9.21E-17  5.59E-17
             3.10E-17  1.23E-17  5.47E-18  2.27E-18  6.50E-19  2.42E-19  8.82E-20  2.28E-20  8.10E-21
   473       3.77E-18  2.67E-18  1.69E-18  1.19E-18  8.42E-19  5.30E-19  3.70E-19  2.54E-19  1.45E-19  8.81E-20
             4.89E-20  1.94E-20  8.65E-21  3.58E-21  1.03E-21  3.83E-22  1.39E-22  3.60E-23  1.28E-23
   474       2.47E-16  1.75E-16  1.10E-16  7.81E-17  5.51E-17  3.47E-17  2.43E-17  1.67E-17  9.53E-18  5.78E-18
             3.21E-18  1.27E-18  5.68E-19  2.35E-19  6.75E-20  2.52E-20  9.16E-21  2.36E-21  8.41E-22
   475       7.06E-17  4.99E-17  3.15E-17  2.23E-17  1.57E-17  9.91E-18  6.93E-18  4.76E-18  2.73E-18  1.66E-18
             9.21E-19  3.65E-19  1.63E-19  6.76E-20  1.94E-20  7.22E-21  2.63E-21  6.78E-22  2.42E-22
   476       3.10E-16  2.19E-16  1.39E-16  9.80E-17  6.92E-17  4.36E-17  3.05E-17  2.10E-17  1.20E-17  7.31E-18
             4.06E-18  1.61E-18  7.20E-19  2.99E-19  8.57E-20  3.19E-20  1.16E-20  3.00E-21  1.07E-21
   479       2.20E-17  1.55E-17  9.78E-18  6.88E-18  4.81E-18  2.94E-18  1.97E-18  1.26E-18  6.26E-19  3.30E-19
             1.57E-19  5.15E-20  2.04E-20  7.72E-21  2.05E-21  7.35E-22  2.62E-22  6.67E-23  2.36E-23
   480       1.73E-17  1.22E-17  7.70E-18  5.41E-18  3.79E-18  2.32E-18  1.55E-18  9.94E-19  4.93E-19  2.60E-19
             1.24E-19  4.05E-20  1.61E-20  6.08E-21  1.61E-21  5.79E-22  2.07E-22  5.25E-23  1.86E-23
   481       5.34E-19  3.77E-19  2.38E-19  1.67E-19  1.17E-19  7.16E-20  4.80E-20  3.07E-20  1.52E-20  8.03E-21
             3.83E-21  1.25E-21  4.97E-22  1.88E-22  4.98E-23  1.79E-23  6.39E-24  1.62E-24  5.75E-25
   482       2.73E-18  1.93E-18  1.22E-18  8.56E-19  5.98E-19  3.66E-19  2.45E-19  1.57E-19  7.80E-20  4.11E-20
             1.96E-20  6.41E-21  2.54E-21  9.62E-22  2.55E-22  9.17E-23  3.27E-23  8.32E-24  2.95E-24
   493       5.08E-18  3.59E-18  2.26E-18  1.59E-18  1.11E-18  6.81E-19  4.57E-19  2.93E-19  1.45E-19  7.67E-20
             3.66E-20  1.20E-20  4.75E-21  1.80E-21  4.76E-22  1.71E-22  6.11E-23  1.55E-23  5.50E-24
   496       4.87E-18  3.43E-18  2.16E-18  1.52E-18  1.06E-18  6.52E-19  4.37E-19  2.80E-19  1.39E-19  7.35E-20
             3.50E-20  1.15E-20  4.55E-21  1.72E-21  4.56E-22  1.64E-22  5.85E-23  1.49E-23  5.27E-24
   497       3.72E-19  2.63E-19  1.67E-19  1.19E-19  8.50E-20  5.54E-20  4.08E-20  3.08E-20  2.19E-20  1.70E-20
             1.30E-20  8.59E-21  5.90E-21  3.79E-21  1.88E-21  1.01E-21  5.00E-22  1.79E-22  7.73E-23
   510       5.81E-17  4.11E-17  2.61E-17  1.85E-17  1.33E-17  8.63E-18  6.34E-18  4.74E-18  3.25E-18  2.38E-18
             1.65E-18  8.88E-19  4.96E-19  2.51E-19  8.93E-20  3.75E-20  1.49E-20  4.14E-21  1.52E-21
   511       2.25E-17  1.59E-17  1.01E-17  7.19E-18  5.14E-18  3.34E-18  2.46E-18  1.84E-18  1.26E-18  9.24E-19
             6.39E-19  3.44E-19  1.93E-19  9.75E-20  3.47E-20  1.46E-20  5.78E-21  1.61E-21  5.91E-22
   520       4.19E-17  2.97E-17  1.88E-17  1.33E-17  9.47E-18  6.06E-18  4.34E-18  3.08E-18  1.86E-18  1.17E-18
             6.75E-19  2.77E-19  1.26E-19  5.27E-20  1.53E-20  5.70E-21  2.08E-21  5.38E-22  1.91E-22
   521       1.09E-16  7.73E-17  4.90E-17  3.47E-17  2.47E-17  1.58E-17  1.13E-17  8.02E-18  4.85E-18  3.07E-18
             1.76E-18  7.22E-19  3.28E-19  1.38E-19  3.98E-20  1.49E-20  5.43E-21  1.40E-21  5.00E-22
   523       1.80E-15  1.27E-15  8.03E-16  5.67E-16  4.01E-16  2.53E-16  1.79E-16  1.26E-16  7.86E-17  5.46E-17
             3.75E-17  2.22E-17  1.44E-17  8.85E-18  4.24E-18  2.24E-18  1.10E-18  3.93E-19  1.69E-19
   524       9.95E-19  7.03E-19  4.44E-19  3.13E-19  2.21E-19  1.37E-19  9.41E-20  6.21E-20  3.23E-20  1.76E-20
             8.61E-21  2.89E-21  1.16E-21  4.41E-22  1.17E-22  4.23E-23  1.51E-23  3.84E-24  1.36E-24
   529       2.87E-13  2.03E-13  1.28E-13  9.07E-14  6.42E-14  4.06E-14  2.88E-14  2.03E-14  1.28E-14  8.97E-15
             6.21E-15  3.70E-15  2.40E-15  1.49E-15  7.13E-16  3.77E-16  1.86E-16  6.61E-17  2.84E-17
   530       1.41E-13  9.97E-14  6.31E-14  4.46E-14  3.16E-14  2.00E-14  1.42E-14  1.00E-14  6.33E-15  4.44E-15
             3.07E-15  1.83E-15  1.19E-15  7.36E-16  3.53E-16  1.87E-16  9.21E-17  3.28E-17  1.41E-17
   531       2.42E-15  1.71E-15  1.08E-15  7.63E-16  5.39E-16  3.39E-16  2.38E-16  1.65E-16  9.98E-17  6.58E-17
             4.13E-17  2.02E-17  1.07E-17  5.25E-18  1.81E-18  7.50E-19  2.95E-19  8.15E-20  2.99E-20
   532       1.66E-14  1.18E-14  7.43E-15  5.25E-15  3.71E-15  2.33E-15  1.64E-15  1.14E-15  6.89E-16  4.55E-16
             2.86E-16  1.40E-16  7.44E-17  3.64E-17  1.26E-17  5.21E-18  2.05E-18  5.66E-19  2.08E-19
   537       1.84E-13  1.30E-13  8.23E-14  5.82E-14  4.11E-14  2.59E-14  1.82E-14  1.28E-14  7.76E-15  5.15E-15
             3.25E-15  1.60E-15  8.52E-16  4.18E-16  1.44E-16  5.99E-17  2.36E-17  6.52E-18  2.39E-18
   538       1.07E-15  7.59E-16  4.80E-16  3.40E-16  2.41E-16  1.53E-16  1.09E-16  7.78E-17  4.97E-17  3.52E-17
             2.46E-17  1.48E-17  9.69E-18  6.01E-18  2.89E-18  1.53E-18  7.55E-19  2.69E-19  1.16E-19
   539       5.46E-13  3.86E-13  2.44E-13  1.73E-13  1.22E-13  7.70E-14  5.42E-14  3.79E-14  2.31E-14  1.53E-14
             9.70E-15  4.78E-15  2.55E-15  1.25E-15  4.32E-16  1.79E-16  7.06E-17  1.95E-17  7.15E-18
   540       3.46E-13  2.45E-13  1.55E-13  1.09E-13  7.73E-14  4.88E-14  3.44E-14  2.41E-14  1.47E-14  9.75E-15
             6.17E-15  3.04E-15  1.62E-15  7.94E-16  2.75E-16  1.14E-16  4.49E-17  1.24E-17  4.55E-18
   541       1.70E-13  1.20E-13  7.60E-14  5.37E-14  3.80E-14  2.40E-14  1.69E-14  1.18E-14  7.23E-15  4.81E-15
             3.04E-15  1.50E-15  8.00E-16  3.93E-16  1.36E-16  5.64E-17  2.22E-17  6.13E-18  2.25E-18
   542       3.55E-13  2.51E-13  1.58E-13  1.12E-13  7.92E-14  5.00E-14  3.53E-14  2.47E-14  1.51E-14  1.01E-14
             6.37E-15  3.14E-15  1.68E-15  8.22E-16  2.84E-16  1.18E-16  4.65E-17  1.28E-17  4.71E-18
   546       1.05E-14  7.40E-15  4.67E-15  3.29E-15  2.31E-15  1.42E-15  9.71E-16  6.43E-16  3.46E-16  2.00E-16
             1.07E-16  4.04E-17  1.76E-17  7.21E-18  2.04E-18  7.57E-19  2.75E-19  7.08E-20  2.52E-20
   547       3.38E-14  2.39E-14  1.51E-14  1.06E-14  7.45E-15  4.60E-15  3.14E-15  2.08E-15  1.12E-15  6.49E-16
             3.45E-16  1.31E-16  5.73E-17  2.34E-17  6.63E-18  2.46E-18  8.93E-19  2.30E-19  8.18E-20
   551       1.11E-15  7.88E-16  4.98E-16  3.52E-16  2.49E-16  1.58E-16  1.12E-16  7.88E-17  4.86E-17  3.26E-17
             2.08E-17  1.03E-17  5.51E-18  2.71E-18  9.40E-19  3.90E-19  1.54E-19  4.25E-20  1.56E-20
   553       6.20E-15  4.38E-15  2.77E-15  1.96E-15  1.39E-15  8.80E-16  6.23E-16  4.40E-16  2.72E-16  1.82E-16
             1.16E-16  5.79E-17  3.10E-17  1.52E-17  5.29E-18  2.20E-18  8.66E-19  2.39E-19  8.78E-20
   555       1.01E-14  7.11E-15  4.50E-15  3.18E-15  2.25E-15  1.43E-15  1.01E-15  7.14E-16  4.41E-16  2.96E-16
             1.89E-16  9.41E-17  5.04E-17  2.48E-17  8.60E-18  3.57E-18  1.41E-18  3.89E-19  1.43E-19
   557       3.99E-16  2.82E-16  1.77E-16  1.24E-16  8.63E-17  5.19E-17  3.40E-17  2.12E-17  1.00E-17  5.10E-18
