SEQ='HE'     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  35708278.8   NPRNTI= 1   NPRNTF= 1
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S1                 (2)0( 0.5)        0.0 

   IC RESOLVED LEVEL INDEXING           BWNR=  68948754.9   NLVL= 127
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
    56       9.75E-13  6.89E-13  4.35E-13  3.06E-13  2.15E-13  1.33E-13  9.03E-14  5.96E-14  3.18E-14  1.81E-14
             9.43E-15  3.46E-15  1.47E-15  5.87E-16  1.63E-16  5.96E-17  2.15E-17  5.51E-18  1.96E-18
    57       1.36E-12  9.63E-13  6.08E-13  4.28E-13  3.00E-13  1.85E-13  1.26E-13  8.34E-14  4.45E-14  2.53E-14
             1.32E-14  4.84E-15  2.06E-15  8.21E-16  2.28E-16  8.35E-17  3.01E-17  7.71E-18  2.74E-18
    58       8.59E-13  6.06E-13  3.81E-13  2.67E-13  1.86E-13  1.12E-13  7.36E-14  4.59E-14  2.18E-14  1.11E-14
             5.14E-15  1.63E-15  6.35E-16  2.38E-16  6.25E-17  2.24E-17  7.98E-18  2.03E-18  7.18E-19
    59       1.20E-12  8.48E-13  5.34E-13  3.74E-13  2.60E-13  1.57E-13  1.03E-13  6.42E-14  3.05E-14  1.56E-14
             7.19E-15  2.28E-15  8.90E-16  3.33E-16  8.75E-17  3.14E-17  1.12E-17  2.84E-18  1.00E-18
    60       9.73E-13  6.88E-13  4.34E-13  3.05E-13  2.14E-13  1.32E-13  9.02E-14  5.96E-14  3.18E-14  1.81E-14
             9.42E-15  3.45E-15  1.47E-15  5.86E-16  1.63E-16  5.96E-17  2.15E-17  5.51E-18  1.96E-18
    61       1.54E-12  1.09E-12  6.86E-13  4.81E-13  3.34E-13  2.02E-13  1.32E-13  8.25E-14  3.92E-14  2.00E-14
             9.24E-15  2.93E-15  1.14E-15  4.28E-16  1.12E-16  4.03E-17  1.44E-17  3.65E-18  1.29E-18
    62       1.20E-12  8.48E-13  5.33E-13  3.74E-13  2.60E-13  1.57E-13  1.03E-13  6.42E-14  3.05E-14  1.55E-14
             7.19E-15  2.28E-15  8.89E-16  3.33E-16  8.75E-17  3.14E-17  1.12E-17  2.84E-18  1.00E-18
    63       5.71E-13  4.04E-13  2.55E-13  1.80E-13  1.27E-13  7.95E-14  5.54E-14  3.80E-14  2.22E-14  1.40E-14
             8.35E-15  3.74E-15  1.86E-15  8.49E-16  2.72E-16  1.08E-16  4.12E-17  1.10E-17  4.00E-18
    64       7.82E-13  5.51E-13  3.45E-13  2.40E-13  1.65E-13  9.59E-14  6.01E-14  3.49E-14  1.47E-14  6.79E-15
             2.87E-15  8.33E-16  3.11E-16  1.13E-16  2.91E-17  1.04E-17  3.67E-18  9.31E-19  3.29E-19
    65       1.01E-12  7.09E-13  4.44E-13  3.09E-13  2.12E-13  1.23E-13  7.72E-14  4.49E-14  1.89E-14  8.73E-15
             3.70E-15  1.07E-15  3.99E-16  1.45E-16  3.74E-17  1.33E-17  4.72E-18  1.20E-18  4.24E-19
    66       1.01E-12  7.09E-13  4.44E-13  3.09E-13  2.12E-13  1.23E-13  7.72E-14  4.49E-14  1.89E-14  8.73E-15
             3.70E-15  1.07E-15  3.99E-16  1.45E-16  3.74E-17  1.33E-17  4.72E-18  1.20E-18  4.24E-19
    67       1.23E-12  8.66E-13  5.43E-13  3.78E-13  2.59E-13  1.51E-13  9.44E-14  5.48E-14  2.31E-14  1.07E-14
             4.52E-15  1.31E-15  4.88E-16  1.78E-16  4.58E-17  1.63E-17  5.77E-18  1.46E-18  5.18E-19
    68       3.56E-13  2.50E-13  1.56E-13  1.07E-13  7.23E-14  4.01E-14  2.38E-14  1.28E-14  4.84E-15  2.07E-15
             8.25E-16  2.27E-16  8.27E-17  2.97E-17  7.59E-18  2.69E-18  9.54E-19  2.42E-19  8.54E-20
    69       4.35E-13  3.06E-13  1.90E-13  1.31E-13  8.83E-14  4.91E-14  2.90E-14  1.57E-14  5.91E-15  2.53E-15
             1.01E-15  2.77E-16  1.01E-16  3.63E-17  9.28E-18  3.29E-18  1.17E-18  2.95E-19  1.04E-19
    70       4.35E-13  3.06E-13  1.90E-13  1.31E-13  8.83E-14  4.91E-14  2.90E-14  1.57E-14  5.91E-15  2.53E-15
             1.01E-15  2.77E-16  1.01E-16  3.63E-17  9.28E-18  3.29E-18  1.17E-18  2.95E-19  1.04E-19
    71       5.14E-13  3.61E-13  2.25E-13  1.55E-13  1.04E-13  5.80E-14  3.43E-14  1.85E-14  6.99E-15  2.99E-15
             1.19E-15  3.28E-16  1.20E-16  4.29E-17  1.10E-17  3.89E-18  1.38E-18  3.49E-19  1.23E-19
    72       3.57E-13  2.53E-13  1.60E-13  1.13E-13  7.95E-14  4.99E-14  3.49E-14  2.42E-14  1.47E-14  9.83E-15
             6.43E-15  3.48E-15  2.08E-15  1.17E-15  5.00E-16  2.43E-16  1.12E-16  3.68E-17  1.51E-17
    73       1.30E-13  9.17E-14  5.79E-14  4.09E-14  2.88E-14  1.80E-14  1.25E-14  8.49E-15  4.91E-15  3.08E-15
             1.82E-15  8.10E-16  4.00E-16  1.82E-16  5.83E-17  2.31E-17  8.80E-18  2.36E-18  8.53E-19
    74       1.17E-13  8.29E-14  5.24E-14  3.70E-14  2.61E-14  1.64E-14  1.15E-14  7.99E-15  4.85E-15  3.26E-15
             2.13E-15  1.16E-15  6.92E-16  3.90E-16  1.66E-16  8.11E-17  3.72E-17  1.23E-17  5.04E-18
    75       3.89E-13  2.75E-13  1.74E-13  1.22E-13  8.62E-14  5.38E-14  3.73E-14  2.55E-14  1.47E-14  9.23E-15
             5.46E-15  2.43E-15  1.20E-15  5.47E-16  1.75E-16  6.93E-17  2.64E-17  7.07E-18  2.56E-18
    76       6.46E-13  4.57E-13  2.88E-13  2.04E-13  1.43E-13  8.95E-14  6.21E-14  4.24E-14  2.45E-14  1.54E-14
             9.09E-15  4.05E-15  2.00E-15  9.11E-16  2.91E-16  1.15E-16  4.40E-17  1.18E-17  4.27E-18
    77       3.99E-13  2.82E-13  1.78E-13  1.25E-13  8.78E-14  5.42E-14  3.68E-14  2.42E-14  1.29E-14  7.30E-15
             3.79E-15  1.38E-15  5.88E-16  2.34E-16  6.49E-17  2.38E-17  8.58E-18  2.20E-18  7.81E-19
    78       6.66E-13  4.70E-13  2.97E-13  2.09E-13  1.46E-13  9.03E-14  6.14E-14  4.04E-14  2.14E-14  1.22E-14
             6.31E-15  2.31E-15  9.80E-16  3.91E-16  1.08E-16  3.96E-17  1.43E-17  3.66E-18  1.30E-18
    79       9.31E-13  6.57E-13  4.15E-13  2.92E-13  2.05E-13  1.26E-13  8.59E-14  5.65E-14  3.00E-14  1.70E-14
             8.83E-15  3.23E-15  1.37E-15  5.47E-16  1.51E-16  5.55E-17  2.00E-17  5.13E-18  1.82E-18
    80       6.29E-13  4.44E-13  2.79E-13  1.96E-13  1.36E-13  8.20E-14  5.38E-14  3.35E-14  1.59E-14  8.07E-15
             3.73E-15  1.18E-15  4.60E-16  1.72E-16  4.53E-17  1.62E-17  5.77E-18  1.47E-18  5.19E-19
    81       8.80E-13  6.21E-13  3.91E-13  2.74E-13  1.91E-13  1.15E-13  7.54E-14  4.69E-14  2.22E-14  1.13E-14
             5.22E-15  1.65E-15  6.44E-16  2.41E-16  6.34E-17  2.27E-17  8.08E-18  2.05E-18  7.27E-19
    82       6.65E-13  4.69E-13  2.96E-13  2.08E-13  1.46E-13  9.02E-14  6.13E-14  4.03E-14  2.14E-14  1.21E-14
             6.31E-15  2.31E-15  9.79E-16  3.90E-16  1.08E-16  3.96E-17  1.43E-17  3.66E-18  1.30E-18
    83       1.13E-12  7.98E-13  5.02E-13  3.52E-13  2.45E-13  1.47E-13  9.69E-14  6.02E-14  2.85E-14  1.45E-14
             6.71E-15  2.12E-15  8.28E-16  3.10E-16  8.14E-17  2.92E-17  1.04E-17  2.64E-18  9.35E-19
    84       8.80E-13  6.21E-13  3.91E-13  2.74E-13  1.90E-13  1.15E-13  7.53E-14  4.69E-14  2.22E-14  1.13E-14
             5.22E-15  1.65E-15  6.44E-16  2.41E-16  6.33E-17  2.27E-17  8.08E-18  2.05E-18  7.27E-19
    85       3.84E-13  2.71E-13  1.71E-13  1.21E-13  8.52E-14  5.32E-14  3.70E-14  2.52E-14  1.46E-14  9.18E-15
             5.43E-15  2.42E-15  1.20E-15  5.46E-16  1.74E-16  6.92E-17  2.63E-17  7.06E-18  2.56E-18
    86       6.88E-13  4.85E-13  3.04E-13  2.11E-13  1.45E-13  8.44E-14  5.28E-14  3.07E-14  1.29E-14  5.96E-15
             2.52E-15  7.30E-16  2.72E-16  9.90E-17  2.55E-17  9.07E-18  3.22E-18  8.15E-19  2.88E-19
    87       8.85E-13  6.23E-13  3.90E-13  2.72E-13  1.86E-13  1.08E-13  6.79E-14  3.94E-14  1.66E-14  7.66E-15
             3.24E-15  9.38E-16  3.50E-16  1.27E-16  3.28E-17  1.17E-17  4.14E-18  1.05E-18  3.71E-19
    88       8.85E-13  6.23E-13  3.90E-13  2.72E-13  1.86E-13  1.08E-13  6.79E-14  3.94E-14  1.66E-14  7.66E-15
             3.24E-15  9.38E-16  3.50E-16  1.27E-16  3.28E-17  1.17E-17  4.14E-18  1.05E-18  3.71E-19
    89       1.08E-12  7.62E-13  4.77E-13  3.32E-13  2.28E-13  1.33E-13  8.30E-14  4.82E-14  2.03E-14  9.36E-15
             3.96E-15  1.15E-15  4.27E-16  1.56E-16  4.01E-17  1.43E-17  5.06E-18  1.28E-18  4.53E-19
    90       4.99E-13  3.51E-13  2.18E-13  1.50E-13  1.01E-13  5.63E-14  3.33E-14  1.80E-14  6.78E-15  2.90E-15
             1.16E-15  3.18E-16  1.16E-16  4.16E-17  1.06E-17  3.77E-18  1.34E-18  3.38E-19  1.20E-19
    91       6.10E-13  4.29E-13  2.67E-13  1.84E-13  1.24E-13  6.88E-14  4.07E-14  2.20E-14  8.29E-15  3.55E-15
             1.41E-15  3.88E-16  1.42E-16  5.09E-17  1.30E-17  4.61E-18  1.63E-18  4.13E-19  1.46E-19
    92       6.10E-13  4.29E-13  2.67E-13  1.84E-13  1.24E-13  6.88E-14  4.07E-14  2.20E-14  8.29E-15  3.55E-15
             1.41E-15  3.88E-16  1.42E-16  5.09E-17  1.30E-17  4.61E-18  1.63E-18  4.13E-19  1.46E-19
    93       7.21E-13  5.07E-13  3.15E-13  2.17E-13  1.46E-13  8.13E-14  4.81E-14  2.60E-14  9.79E-15  4.19E-15
             1.67E-15  4.59E-16  1.67E-16  6.01E-17  1.54E-17  5.45E-18  1.93E-18  4.89E-19  1.73E-19
    94       1.84E-13  1.29E-13  7.96E-14  5.41E-14  3.56E-14  1.87E-14  1.04E-14  5.25E-15  1.81E-15  7.33E-16
             2.81E-16  7.49E-17  2.70E-17  9.63E-18  2.45E-18  8.68E-19  3.07E-19  7.78E-20  2.75E-20
    95       2.17E-13  1.52E-13  9.40E-14  6.40E-14  4.21E-14  2.21E-14  1.23E-14  6.21E-15  2.14E-15  8.67E-16
             3.32E-16  8.85E-17  3.19E-17  1.14E-17  2.90E-18  1.03E-18  3.63E-19  9.19E-20  3.25E-20
    96       2.17E-13  1.52E-13  9.40E-14  6.40E-14  4.21E-14  2.21E-14  1.23E-14  6.21E-15  2.14E-15  8.67E-16
             3.32E-16  8.85E-17  3.19E-17  1.14E-17  2.90E-18  1.03E-18  3.63E-19  9.19E-20  3.25E-20
    97       2.51E-13  1.76E-13  1.08E-13  7.38E-14  4.85E-14  2.55E-14  1.42E-14  7.16E-15  2.47E-15  1.00E-15
             3.83E-16  1.02E-16  3.68E-17  1.31E-17  3.34E-18  1.18E-18  4.19E-19  1.06E-19  3.75E-20
    98       2.54E-13  1.79E-13  1.13E-13  7.99E-14  5.63E-14  3.52E-14  2.46E-14  1.69E-14  1.02E-14  6.75E-15
             4.39E-15  2.36E-15  1.40E-15  7.90E-16  3.36E-16  1.63E-16  7.50E-17  2.47E-17  1.01E-17
    99       9.19E-14  6.50E-14  4.10E-14  2.89E-14  2.03E-14  1.27E-14  8.75E-15  5.94E-15  3.40E-15  2.12E-15
             1.25E-15  5.52E-16  2.72E-16  1.24E-16  3.95E-17  1.57E-17  5.96E-18  1.60E-18  5.78E-19
   100       8.34E-14  5.90E-14  3.73E-14  2.63E-14  1.85E-14  1.16E-14  8.10E-15  5.60E-15  3.36E-15  2.24E-15
             1.46E-15  7.86E-16  4.67E-16  2.63E-16  1.12E-16  5.44E-17  2.50E-17  8.23E-18  3.38E-18
   101       2.76E-13  1.95E-13  1.23E-13  8.67E-14  6.10E-14  3.80E-14  2.62E-14  1.78E-14  1.02E-14  6.37E-15
             3.74E-15  1.66E-15  8.15E-16  3.72E-16  1.19E-16  4.69E-17  1.79E-17  4.79E-18  1.73E-18
   102       4.58E-13  3.24E-13  2.04E-13  1.44E-13  1.01E-13  6.32E-14  4.36E-14  2.96E-14  1.70E-14  1.06E-14
             6.23E-15  2.76E-15  1.36E-15  6.19E-16  1.98E-16  7.82E-17  2.98E-17  7.98E-18  2.89E-18
   103       2.85E-13  2.02E-13  1.27E-13  8.95E-14  6.27E-14  3.86E-14  2.62E-14  1.72E-14  9.05E-15  5.12E-15
             2.65E-15  9.64E-16  4.09E-16  1.63E-16  4.51E-17  1.65E-17  5.96E-18  1.53E-18  5.42E-19
   104       4.76E-13  3.36E-13  2.12E-13  1.49E-13  1.04E-13  6.43E-14  4.36E-14  2.86E-14  1.51E-14  8.53E-15
             4.41E-15  1.61E-15  6.82E-16  2.72E-16  7.51E-17  2.75E-17  9.93E-18  2.54E-18  9.03E-19
   105       6.65E-13  4.70E-13  2.96E-13  2.09E-13  1.46E-13  8.99E-14  6.10E-14  4.00E-14  2.11E-14  1.19E-14
             6.18E-15  2.25E-15  9.54E-16  3.80E-16  1.05E-16  3.85E-17  1.39E-17  3.56E-18  1.26E-18
   106       4.67E-13  3.30E-13  2.07E-13  1.45E-13  1.01E-13  6.08E-14  3.98E-14  2.47E-14  1.17E-14  5.94E-15
             2.74E-15  8.66E-16  3.37E-16  1.26E-16  3.31E-17  1.19E-17  4.23E-18  1.07E-18  3.80E-19
   107       6.54E-13  4.62E-13  2.90E-13  2.04E-13  1.41E-13  8.51E-14  5.58E-14  3.46E-14  1.64E-14  8.31E-15
             3.83E-15  1.21E-15  4.72E-16  1.77E-16  4.64E-17  1.66E-17  5.92E-18  1.50E-18  5.32E-19
   108       4.75E-13  3.35E-13  2.12E-13  1.49E-13  1.04E-13  6.42E-14  4.35E-14  2.86E-14  1.51E-14  8.52E-15
             4.41E-15  1.61E-15  6.82E-16  2.71E-16  7.51E-17  2.75E-17  9.92E-18  2.54E-18  9.03E-19
   109       8.41E-13  5.93E-13  3.73E-13  2.62E-13  1.82E-13  1.09E-13  7.17E-14  4.45E-14  2.10E-14  1.07E-14
             4.93E-15  1.56E-15  6.07E-16  2.27E-16  5.96E-17  2.14E-17  7.61E-18  1.93E-18  6.84E-19
   110       6.54E-13  4.61E-13  2.90E-13  2.03E-13  1.41E-13  8.50E-14  5.58E-14  3.46E-14  1.64E-14  8.31E-15
             3.83E-15  1.21E-15  4.72E-16  1.77E-16  4.64E-17  1.66E-17  5.92E-18  1.50E-18  5.32E-19
   111       2.73E-13  1.93E-13  1.22E-13  8.58E-14  6.03E-14  3.76E-14  2.60E-14  1.77E-14  1.01E-14  6.34E-15
             3.73E-15  1.65E-15  8.14E-16  3.71E-16  1.18E-16  4.69E-17  1.79E-17  4.78E-18  1.73E-18
   112       5.64E-13  3.98E-13  2.49E-13  1.73E-13  1.19E-13  6.91E-14  4.32E-14  2.51E-14  1.05E-14  4.86E-15
             2.05E-15  5.95E-16  2.22E-16  8.07E-17  2.08E-17  7.39E-18  2.62E-18  6.64E-19  2.35E-19
   113       7.25E-13  5.11E-13  3.20E-13  2.23E-13  1.53E-13  8.88E-14  5.56E-14  3.22E-14  1.35E-14  6.25E-15
             2.64E-15  7.65E-16  2.85E-16  1.04E-16  2.67E-17  9.50E-18  3.37E-18  8.54E-19  3.02E-19
   114       7.25E-13  5.11E-13  3.20E-13  2.23E-13  1.53E-13  8.88E-14  5.56E-14  3.22E-14  1.35E-14  6.25E-15
             2.64E-15  7.65E-16  2.85E-16  1.04E-16  2.67E-17  9.50E-18  3.37E-18  8.54E-19  3.02E-19
   115       8.87E-13  6.25E-13  3.91E-13  2.72E-13  1.87E-13  1.09E-13  6.79E-14  3.94E-14  1.65E-14  7.64E-15
             3.23E-15  9.35E-16  3.48E-16  1.27E-16  3.26E-17  1.16E-17  4.12E-18  1.04E-18  3.69E-19
   116       5.06E-13  3.56E-13  2.21E-13  1.53E-13  1.03E-13  5.71E-14  3.38E-14  1.82E-14  6.86E-15  2.94E-15
             1.17E-15  3.22E-16  1.17E-16  4.21E-17  1.08E-17  3.82E-18  1.35E-18  3.42E-19  1.21E-19
   117       6.18E-13  4.35E-13  2.71E-13  1.87E-13  1.26E-13  6.97E-14  4.13E-14  2.22E-14  8.39E-15  3.59E-15
             1.43E-15  3.93E-16  1.43E-16  5.15E-17  1.31E-17  4.66E-18  1.65E-18  4.18E-19  1.48E-19
   118       6.18E-13  4.35E-13  2.71E-13  1.87E-13  1.26E-13  6.97E-14  4.13E-14  2.22E-14  8.39E-15  3.59E-15
             1.43E-15  3.93E-16  1.43E-16  5.15E-17  1.31E-17  4.66E-18  1.65E-18  4.18E-19  1.48E-19
   119       7.31E-13  5.14E-13  3.20E-13  2.20E-13  1.48E-13  8.24E-14  4.88E-14  2.63E-14  9.92E-15  4.25E-15
             1.69E-15  4.65E-16  1.69E-16  6.08E-17  1.55E-17  5.51E-18  1.95E-18  4.94E-19  1.75E-19
   120       3.06E-13  2.15E-13  1.33E-13  9.02E-14  5.93E-14  3.12E-14  1.74E-14  8.75E-15  3.01E-15  1.22E-15
             4.68E-16  1.25E-16  4.49E-17  1.60E-17  4.08E-18  1.45E-18  5.12E-19  1.30E-19  4.58E-20
   121       3.62E-13  2.54E-13  1.57E-13  1.07E-13  7.01E-14  3.69E-14  2.06E-14  1.03E-14  3.56E-15  1.44E-15
             5.53E-16  1.47E-16  5.31E-17  1.90E-17  4.82E-18  1.71E-18  6.05E-19  1.53E-19  5.41E-20
   122       3.62E-13  2.54E-13  1.57E-13  1.07E-13  7.01E-14  3.69E-14  2.06E-14  1.03E-14  3.56E-15  1.44E-15
             5.53E-16  1.47E-16  5.31E-17  1.90E-17  4.82E-18  1.71E-18  6.05E-19  1.53E-19  5.41E-20
   123       4.18E-13  2.93E-13  1.81E-13  1.23E-13  8.09E-14  4.26E-14  2.37E-14  1.19E-14  4.11E-15  1.67E-15
             6.38E-16  1.70E-16  6.13E-17  2.19E-17  5.56E-18  1.97E-18  6.98E-19  1.77E-19  6.24E-20
   124       9.50E-14  6.63E-14  4.05E-14  2.71E-14  1.73E-14  8.60E-15  4.52E-15  2.13E-15  6.84E-16  2.67E-16
             9.96E-17  2.61E-17  9.34E-18  3.32E-18  8.44E-19  2.99E-19  1.06E-19  2.67E-20  9.46E-21
   125       1.10E-13  7.65E-14  4.67E-14  3.13E-14  2.00E-14  9.92E-15  5.21E-15  2.46E-15  7.89E-16  3.08E-16
             1.15E-16  3.01E-17  1.08E-17  3.83E-18  9.74E-19  3.45E-19  1.22E-19  3.09E-20  1.09E-20
   126       1.10E-13  7.65E-14  4.67E-14  3.13E-14  2.00E-14  9.92E-15  5.21E-15  2.46E-15  7.89E-16  3.08E-16
             1.15E-16  3.01E-17  1.08E-17  3.83E-18  9.74E-19  3.45E-19  1.22E-19  3.09E-20  1.09E-20
   127       1.24E-13  8.67E-14  5.30E-14  3.54E-14  2.27E-14  1.12E-14  5.91E-15  2.79E-15  8.94E-16  3.49E-16
             1.30E-16  3.41E-17  1.22E-17  4.35E-18  1.10E-18  3.91E-19  1.38E-19  3.50E-20  1.24E-20

                                                                                     --------------------------
                                                                                     PRTF= 1  LVLPRT= (2S  0.5)
   ILREP
   -----
     1       4.85E-11  3.43E-11  2.17E-11  1.53E-11  1.08E-11  6.84E-12  4.83E-12  3.40E-12  2.13E-12  1.48E-12
             1.01E-12  5.89E-13  3.71E-13  2.21E-13  9.98E-14  5.04E-14  2.38E-14  8.04E-15  3.34E-15
     2       1.35E-11  9.57E-12  6.05E-12  4.28E-12  3.02E-12  1.91E-12  1.35E-12  9.53E-13  5.99E-13  4.17E-13
             2.86E-13  1.66E-13  1.03E-13  6.04E-14  2.67E-14  1.32E-14  6.15E-15  2.05E-15  8.47E-16
     3       3.69E-11  2.61E-11  1.65E-11  1.17E-11  8.22E-12  5.16E-12  3.60E-12  2.49E-12  1.47E-12  9.48E-13
             5.76E-13  2.66E-13  1.34E-13  6.24E-14  2.03E-14  8.12E-15  3.11E-15  8.38E-16  3.04E-16
     4       4.43E-12  3.13E-12  1.98E-12  1.40E-12  9.90E-13  6.26E-13  4.42E-13  3.12E-13  1.96E-13  1.36E-13
             9.25E-14  5.27E-14  3.24E-14  1.87E-14  8.15E-15  4.01E-15  1.85E-15  6.15E-16  2.53E-16
     5       1.39E-11  9.83E-12  6.21E-12  4.38E-12  3.09E-12  1.94E-12  1.36E-12  9.38E-13  5.56E-13  3.57E-13
             2.17E-13  9.94E-14  5.00E-14  2.31E-14  7.48E-15  2.98E-15  1.14E-15  3.07E-16  1.11E-16
     6       1.57E-11  1.11E-11  7.01E-12  4.94E-12  3.47E-12  2.14E-12  1.46E-12  9.68E-13  5.20E-13  2.98E-13
             1.57E-13  5.80E-14  2.48E-14  9.95E-15  2.77E-15  1.02E-15  3.67E-16  9.40E-17  3.34E-17
     7       2.05E-12  1.45E-12  9.15E-13  6.47E-13  4.57E-13  2.89E-13  2.04E-13  1.44E-13  8.95E-14  6.16E-14
             4.15E-14  2.33E-14  1.42E-14  8.10E-15  3.49E-15  1.71E-15  7.89E-16  2.61E-16  1.07E-16
     8       6.62E-12  4.68E-12  2.96E-12  2.09E-12  1.47E-12  9.25E-13  6.46E-13  4.46E-13  2.64E-13  1.69E-13
             1.02E-13  4.63E-14  2.31E-14  1.07E-14  3.43E-15  1.36E-15  5.21E-16  1.40E-16  5.07E-17
     9       9.84E-12  6.96E-12  4.39E-12  3.09E-12  2.17E-12  1.34E-12  9.16E-13  6.06E-13  3.26E-13  1.87E-13
             9.79E-14  3.61E-14  1.54E-14  6.18E-15  1.72E-15  6.30E-16  2.27E-16  5.83E-17  2.07E-17
    10       7.32E-12  5.17E-12  3.25E-12  2.28E-12  1.59E-12  9.56E-13  6.28E-13  3.92E-13  1.87E-13  9.53E-14
             4.42E-14  1.41E-14  5.49E-15  2.06E-15  5.41E-16  1.94E-16  6.90E-17  1.75E-17  6.21E-18
    11       1.14E-12  8.03E-13  5.08E-13  3.59E-13  2.54E-13  1.60E-13  1.13E-13  7.91E-14  4.88E-14  3.33E-14
             2.22E-14  1.23E-14  7.41E-15  4.21E-15  1.81E-15  8.83E-16  4.06E-16  1.34E-16  5.51E-17
    12       3.71E-12  2.62E-12  1.66E-12  1.17E-12  8.24E-13  5.17E-13  3.61E-13  2.48E-13  1.46E-13  9.27E-14
             5.55E-14  2.50E-14  1.25E-14  5.71E-15  1.83E-15  7.28E-16  2.78E-16  7.45E-17  2.70E-17
    13       6.03E-12  4.26E-12  2.69E-12  1.89E-12  1.33E-12  8.21E-13  5.60E-13  3.71E-13  1.98E-13  1.13E-13
             5.93E-14  2.18E-14  9.30E-15  3.72E-15  1.03E-15  3.78E-16  1.36E-16  3.50E-17  1.24E-17
    14       6.45E-12  4.55E-12  2.86E-12  2.01E-12  1.40E-12  8.42E-13  5.53E-13  3.45E-13  1.64E-13  8.38E-14
             3.88E-14  1.23E-14  4.81E-15  1.80E-15  4.74E-16  1.70E-16  6.05E-17  1.54E-17  5.44E-18
    15       3.53E-12  2.49E-12  1.56E-12  1.09E-12  7.44E-13  4.33E-13  2.71E-13  1.57E-13  6.63E-14  3.07E-14
             1.30E-14  3.77E-15  1.40E-15  5.11E-16  1.32E-16  4.69E-17  1.66E-17  4.21E-18  1.49E-18
    16       7.07E-13  4.99E-13  3.16E-13  2.23E-13  1.58E-13  9.92E-14  6.97E-14  4.86E-14  2.97E-14  2.01E-14
             1.33E-14  7.26E-15  4.35E-15  2.46E-15  1.05E-15  5.14E-16  2.36E-16  7.79E-17  3.20E-17
    17       2.31E-12  1.63E-12  1.03E-12  7.27E-13  5.13E-13  3.21E-13  2.23E-13  1.53E-13  8.92E-14  5.64E-14
             3.35E-14  1.50E-14  7.44E-15  3.40E-15  1.09E-15  4.32E-16  1.65E-16  4.42E-17  1.60E-17
    18       3.90E-12  2.75E-12  1.74E-12  1.22E-12  8.58E-13  5.30E-13  3.61E-13  2.38E-13  1.27E-13  7.24E-14
             3.77E-14  1.38E-14  5.88E-15  2.35E-15  6.50E-16  2.38E-16  8.60E-17  2.20E-17  7.83E-18
    19       4.81E-12  3.39E-12  2.13E-12  1.50E-12  1.04E-12  6.27E-13  4.12E-13  2.57E-13  1.22E-13  6.22E-14
             2.88E-14  9.12E-15  3.56E-15  1.33E-15  3.50E-16  1.25E-16  4.47E-17  1.13E-17  4.02E-18
    20       4.02E-12  2.83E-12  1.78E-12  1.24E-12  8.48E-13  4.93E-13  3.09E-13  1.79E-13  7.56E-14  3.49E-14
             1.48E-14  4.28E-15  1.60E-15  5.81E-16  1.50E-16  5.33E-17  1.89E-17  4.79E-18  1.69E-18
    21       1.74E-12  1.22E-12  7.62E-13  5.25E-13  3.53E-13  1.96E-13  1.16E-13  6.27E-14  2.37E-14  1.01E-14
             4.04E-15  1.11E-15  4.05E-16  1.45E-16  3.71E-17  1.32E-17  4.66E-18  1.18E-18  4.18E-19
    22       4.75E-13  3.35E-13  2.12E-13  1.50E-13  1.06E-13  6.63E-14  4.64E-14  3.22E-14  1.95E-14  1.31E-14
             8.56E-15  4.64E-15  2.77E-15  1.56E-15  6.66E-16  3.24E-16  1.49E-16  4.91E-17  2.02E-17
    23       1.55E-12  1.09E-12  6.91E-13  4.88E-13  3.43E-13  2.15E-13  1.49E-13  1.02E-13  5.87E-14  3.69E-14
             2.18E-14  9.70E-15  4.79E-15  2.19E-15  6.99E-16  2.77E-16  1.05E-16  2.83E-17  1.02E-17
    24       2.66E-12  1.88E-12  1.19E-12  8.35E-13  5.85E-13  3.61E-13  2.45E-13  1.61E-13  8.56E-14  4.86E-14
             2.52E-14  9.22E-15  3.92E-15  1.56E-15  4.33E-16  1.59E-16  5.72E-17  1.47E-17  5.20E-18
    25       3.52E-12  2.48E-12  1.56E-12  1.10E-12  7.62E-13  4.59E-13  3.01E-13  1.87E-13  8.88E-14  4.52E-14
             2.09E-14  6.61E-15  2.58E-15  9.64E-16  2.53E-16  9.08E-17  3.23E-17  8.21E-18  2.91E-18
    26       3.54E-12  2.49E-12  1.56E-12  1.09E-12  7.46E-13  4.34E-13  2.72E-13  1.58E-13  6.63E-14  3.06E-14
             1.30E-14  3.75E-15  1.40E-15  5.09E-16  1.31E-16  4.66E-17  1.65E-17  4.19E-18  1.48E-18
    27       2.44E-12  1.71E-12  1.07E-12  7.36E-13  4.95E-13  2.75E-13  1.63E-13  8.79E-14  3.31E-14  1.42E-14
             5.65E-15  1.55E-15  5.66E-16  2.03E-16  5.20E-17  1.84E-17  6.53E-18  1.65E-18  5.85E-19
    28       8.69E-13  6.09E-13  3.76E-13  2.56E-13  1.68E-13  8.86E-14  4.94E-14  2.48E-14  8.55E-15  3.47E-15
             1.33E-15  3.54E-16  1.28E-16  4.55E-17  1.16E-17  4.10E-18  1.45E-18  3.68E-19  1.30E-19
