#
# Output file generated by Yacora 0.8.0
# =====================================
#   Filename: 'PopKoeff_n=9.txt'
#   Date of creation: 23. January 2009
#   Time of creation: 15:02:53
#   Used input file: 'H_6_12_2004.txt'
#   Performed calculation: Population Coefficient for state 'H(9)' coupled to the particle 'H2+'
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 50 calculated values between 5.5000 and 25.0000
#              T_i: Fixed value 0.0000
#              T_n: Fixed value 0.0000
#              n_e: 50 calculated values between 5.0000e+017 and 2.5000e+020
#              n_i: Fixed value 0.0000
#              n_n: Fixed value 1.0000

#   Pressure: 
#              Not defined (set to zero)

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   5.5000        5.0000e+017   2.36347641e-023    
   5.5000        5.6761e+017   2.16634568e-023    
   5.5000        6.4437e+017   1.98496661e-023    
   5.5000        7.3150e+017   1.81811184e-023    
   5.5000        8.3041e+017   1.66463650e-023    
   5.5000        9.4270e+017   1.52347688e-023    
   5.5000        1.0702e+018   1.39364898e-023    
   5.5000        1.2149e+018   1.27424668e-023    
   5.5000        1.3792e+018   1.16443916e-023    
   5.5000        1.5657e+018   1.06346749e-023    
   5.5000        1.7774e+018   9.70640264e-024    
   5.5000        2.0177e+018   8.85328375e-024    
   5.5000        2.2906e+018   8.06959131e-024    
   5.5000        2.6003e+018   7.35009991e-024    
   5.5000        2.9519e+018   6.69002276e-024    
   5.5000        3.3511e+018   6.08495183e-024    
   5.5000        3.8042e+018   5.53080392e-024    
   5.5000        4.3186e+018   5.02377463e-024    
   5.5000        4.9026e+018   4.56030163e-024    
   5.5000        5.5656e+018   4.13703706e-024    
   5.5000        6.3182e+018   3.75082859e-024    
   5.5000        7.1725e+018   3.39870776e-024    
   5.5000        8.1424e+018   3.07788383e-024    
   5.5000        9.2434e+018   2.78574127e-024    
   5.5000        1.0493e+019   2.51983923e-024    
   5.5000        1.1912e+019   2.27791118e-024    
   5.5000        1.3523e+019   2.05786366e-024    
   5.5000        1.5352e+019   1.85777325e-024    
   5.5000        1.7428e+019   1.67588121e-024    
   5.5000        1.9784e+019   1.51058591e-024    
   5.5000        2.2460e+019   1.36043303e-024    
   5.5000        2.5497e+019   1.22410424e-024    
   5.5000        2.8944e+019   1.10040479e-024    
   5.5000        3.2858e+019   9.88250764e-025    
   5.5000        3.7301e+019   8.86656559e-025    
   5.5000        4.2345e+019   7.94723151e-025    
   5.5000        4.8071e+019   7.11627518e-025    
   5.5000        5.4572e+019   6.36613435e-025    
   5.5000        6.1951e+019   5.68983736e-025    
   5.5000        7.0328e+019   5.08093983e-025    
   5.5000        7.9838e+019   4.53347403e-025    
   5.5000        9.0634e+019   4.04190894e-025    
   5.5000        1.0289e+020   3.60111882e-025    
   5.5000        1.1680e+020   3.20635800e-025    
   5.5000        1.3260e+020   2.85324015e-025    
   5.5000        1.5053e+020   2.53772018e-025    
   5.5000        1.7088e+020   2.25607772e-025    
   5.5000        1.9399e+020   2.00490128e-025    
   5.5000        2.2022e+020   1.78107247e-025    
   5.5000        2.5000e+020   1.58175002e-025    
   5.6726        5.0000e+017   2.31630408e-023    
   5.6726        5.6761e+017   2.12312362e-023    
   5.6726        6.4437e+017   1.94537340e-023    
   5.6726        7.3150e+017   1.78185168e-023    
   5.6726        8.3041e+017   1.63143747e-023    
   5.6726        9.4270e+017   1.49308931e-023    
   5.6726        1.0702e+018   1.36584384e-023    
   5.6726        1.2149e+018   1.24881394e-023    
   5.6726        1.3792e+018   1.14118625e-023    
   5.6726        1.5657e+018   1.04221777e-023    
   5.6726        1.7774e+018   9.51231564e-024    
   5.6726        2.0177e+018   8.67611633e-024    
   5.6726        2.2906e+018   7.90797112e-024    
   5.6726        2.6003e+018   7.20276139e-024    
   5.6726        2.9519e+018   6.55579694e-024    
   5.6726        3.3511e+018   5.96275750e-024    
   5.6726        3.8042e+018   5.41964001e-024    
   5.6726        4.3186e+018   4.92271395e-024    
   5.6726        4.9026e+018   4.46848554e-024    
   5.6726        5.5656e+018   4.05367101e-024    
   5.6726        6.3182e+018   3.67517836e-024    
   5.6726        7.1725e+018   3.33009610e-024    
   5.6726        8.1424e+018   3.01568736e-024    
   5.6726        9.2434e+018   2.72938761e-024    
   5.6726        1.0493e+019   2.46880402e-024    
   5.6726        1.1912e+019   2.23171516e-024    
   5.6726        1.3523e+019   2.01606966e-024    
   5.6726        1.5352e+019   1.81998312e-024    
   5.6726        1.7428e+019   1.64173273e-024    
   5.6726        1.9784e+019   1.47974968e-024    
   5.6726        2.2460e+019   1.33260950e-024    
   5.6726        2.5497e+019   1.19902080e-024    
   5.6726        2.8944e+019   1.07781311e-024    
   5.6726        3.2858e+019   9.67924302e-025    
   5.6726        3.7301e+019   8.68388344e-025    
   5.6726        4.2345e+019   7.78323821e-025    
   5.6726        4.8071e+019   6.96923606e-025    
   5.6726        5.4572e+019   6.23445893e-025    
   5.6726        6.1951e+019   5.57206674e-025    
   5.6726        7.0328e+019   4.97573582e-025    
   5.6726        7.9838e+019   4.43960982e-025    
   5.6726        9.0634e+019   3.95826092e-025    
   5.6726        1.0289e+020   3.52665931e-025    
   5.6726        1.1680e+020   3.14014867e-025    
