#
# Output file generated by Yacora 0.8.0
# =====================================
#   Filename: 'PopKoeff_n=15.txt'
#   Date of creation: 23. January 2009
#   Time of creation: 15:02:53
#   Used input file: 'H_6_12_2004.txt'
#   Performed calculation: Population Coefficient for state 'H(15)' coupled to the particle 'H2+'
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 50 calculated values between 5.5000 and 25.0000
#              T_i: Fixed value 0.0000
#              T_n: Fixed value 0.0000
#              n_e: 50 calculated values between 5.0000e+017 and 2.5000e+020
#              n_i: Fixed value 0.0000
#              n_n: Fixed value 1.0000

#   Pressure: 
#              Not defined (set to zero)

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   5.5000        5.0000e+017   4.02029563e-024    
   5.5000        5.6761e+017   3.66609656e-024    
   5.5000        6.4437e+017   3.34278169e-024    
   5.5000        7.3150e+017   3.04760630e-024    
   5.5000        8.3041e+017   2.77806201e-024    
   5.5000        9.4270e+017   2.53186081e-024    
   5.5000        1.0702e+018   2.30692071e-024    
   5.5000        1.2149e+018   2.10135219e-024    
   5.5000        1.3792e+018   1.91344486e-024    
   5.5000        1.5657e+018   1.74165414e-024    
   5.5000        1.7774e+018   1.58458733e-024    
   5.5000        2.0177e+018   1.44098952e-024    
   5.5000        2.2906e+018   1.30972915e-024    
   5.5000        2.6003e+018   1.18978377e-024    
   5.5000        2.9519e+018   1.08022640e-024    
   5.5000        3.3511e+018   9.80212831e-025    
   5.5000        3.8042e+018   8.88970313e-025    
   5.5000        4.3186e+018   8.05787844e-025    
   5.5000        4.9026e+018   7.30008178e-025    
   5.5000        5.5656e+018   6.61021532e-025    
   5.5000        6.3182e+018   5.98260859e-025    
   5.5000        7.1725e+018   5.41198430e-025    
   5.5000        8.1424e+018   4.89343458e-025    
   5.5000        9.2434e+018   4.42240455e-025    
   5.5000        1.0493e+019   3.99468017e-025    
   5.5000        1.1912e+019   3.60637798e-025    
   5.5000        1.3523e+019   3.25393455e-025    
   5.5000        1.5352e+019   2.93409434e-025    
   5.5000        1.7428e+019   2.64389508e-025    
   5.5000        1.9784e+019   2.38065054e-025    
   5.5000        2.2460e+019   2.14193074e-025    
   5.5000        2.5497e+019   1.92554050e-025    
   5.5000        2.8944e+019   1.72949694e-025    
   5.5000        3.2858e+019   1.55200686e-025    
   5.5000        3.7301e+019   1.39144503e-025    
   5.5000        4.2345e+019   1.24633401e-025    
   5.5000        4.8071e+019   1.11532593e-025    
   5.5000        5.4572e+019   9.97186787e-026    
   5.5000        6.1951e+019   8.90783080e-026    
   5.5000        7.0328e+019   7.95070851e-026    
   5.5000        7.9838e+019   7.09086789e-026    
   5.5000        9.0634e+019   6.31941121e-026    
   5.5000        1.0289e+020   5.62811922e-026    
   5.5000        1.1680e+020   5.00940491e-026    
   5.5000        1.3260e+020   4.45627492e-026    
   5.5000        1.5053e+020   3.96229603e-026    
   5.5000        1.7088e+020   3.52156473e-026    
   5.5000        1.9399e+020   3.12867839e-026    
   5.5000        2.2022e+020   2.77870732e-026    
   5.5000        2.5000e+020   2.46716694e-026    
   5.6726        5.0000e+017   3.94970499e-024    
   5.6726        5.6761e+017   3.60174289e-024    
   5.6726        6.4437e+017   3.28411326e-024    
   5.6726        7.3150e+017   2.99412114e-024    
   5.6726        8.3041e+017   2.72930361e-024    
   5.6726        9.4270e+017   2.48741429e-024    
   5.6726        1.0702e+018   2.26640910e-024    
   5.6726        1.2149e+018   2.06443299e-024    
