#
# Output file generated by Yacora 0.8.0
# =====================================
#   Filename: 'PopKoeff_n=6.txt'
#   Date of creation: 23. January 2009
#   Time of creation: 15:02:53
#   Used input file: 'H_6_12_2004.txt'
#   Performed calculation: Population Coefficient for state 'H(6)' coupled to the particle 'H2+'
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 50 calculated values between 5.5000 and 25.0000
#              T_i: Fixed value 0.0000
#              T_n: Fixed value 0.0000
#              n_e: 50 calculated values between 5.0000e+017 and 2.5000e+020
#              n_i: Fixed value 0.0000
#              n_n: Fixed value 1.0000

#   Pressure: 
#              Not defined (set to zero)

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   5.5000        5.0000e+017   8.68715195e-023    
   5.5000        5.6761e+017   8.08631547e-023    
   5.5000        6.4437e+017   7.51792903e-023    
   5.5000        7.3150e+017   6.98119397e-023    
   5.5000        8.3041e+017   6.47515649e-023    
   5.5000        9.4270e+017   5.99875115e-023    
   5.5000        1.0702e+018   5.55084176e-023    
   5.5000        1.2149e+018   5.13025781e-023    
   5.5000        1.3792e+018   4.73582437e-023    
   5.5000        1.5657e+018   4.36638464e-023    
   5.5000        1.7774e+018   4.02081435e-023    
   5.5000        2.0177e+018   3.69802871e-023    
   5.5000        2.2906e+018   3.39698279e-023    
   5.5000        2.6003e+018   3.11666702e-023    
   5.5000        2.9519e+018   2.85609986e-023    
   5.5000        3.3511e+018   2.61431929e-023    
   5.5000        3.8042e+018   2.39037514e-023    
   5.5000        4.3186e+018   2.18332326e-023    
   5.5000        4.9026e+018   1.99222248e-023    
   5.5000        5.5656e+018   1.81613460e-023    
   5.5000        6.3182e+018   1.65412723e-023    
   5.5000        7.1725e+018   1.50527890e-023    
   5.5000        8.1424e+018   1.36868580e-023    
   5.5000        9.2434e+018   1.24346929e-023    
   5.5000        1.0493e+019   1.12878338e-023    
   5.5000        1.1912e+019   1.02382140e-023    
