#
# Output file generated by Yacora 0.8.0
# =====================================
#   Filename: 'PopKoeff_n=20.txt'
#   Date of creation: 23. January 2009
#   Time of creation: 15:02:54
#   Used input file: 'H_6_12_2004.txt'
#   Performed calculation: Population Coefficient for state 'H(20)' coupled to the particle 'H2+'
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 50 calculated values between 5.5000 and 25.0000
#              T_i: Fixed value 0.0000
#              T_n: Fixed value 0.0000
#              n_e: 50 calculated values between 5.0000e+017 and 2.5000e+020
#              n_i: Fixed value 0.0000
#              n_n: Fixed value 1.0000

#   Pressure: 
#              Not defined (set to zero)

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   5.5000        5.0000e+017   1.45839361e-024    
   5.5000        5.6761e+017   1.32859799e-024    
   5.5000        6.4437e+017   1.21028916e-024    
   5.5000        7.3150e+017   1.10242580e-024    
   5.5000        8.3041e+017   1.00405907e-024    
   5.5000        9.4270e+017   9.14325809e-025    
   5.5000        1.0702e+018   8.32442517e-025    
   5.5000        1.2149e+018   7.57699667e-025    
   5.5000        1.3792e+018   6.89456277e-025    
   5.5000        1.5657e+018   6.27134501e-025    
   5.5000        1.7774e+018   5.70214177e-025    
   5.5000        2.0177e+018   5.18227304e-025    
   5.5000        2.2906e+018   4.70752525e-025    
   5.5000        2.6003e+018   4.27409711e-025    
   5.5000        2.9519e+018   3.87854796e-025    
   5.5000        3.3511e+018   3.51775010e-025    
   5.5000        3.8042e+018   3.18884625e-025    
   5.5000        4.3186e+018   2.88921297e-025    
   5.5000        4.9026e+018   2.61643055e-025    
   5.5000        5.5656e+018   2.36825901e-025    
   5.5000        6.3182e+018   2.14261997e-025    
   5.5000        7.1725e+018   1.93758321e-025    
   5.5000        8.1424e+018   1.75135720e-025    
   5.5000        9.2434e+018   1.58228221e-025    
   5.5000        1.0493e+019   1.42882522e-025    
   5.5000        1.1912e+019   1.28957546e-025    
   5.5000        1.3523e+019   1.16324002e-025    
   5.5000        1.5352e+019   1.04863899e-025    
   5.5000        1.7428e+019   9.44699741e-026    
   5.5000        1.9784e+019   8.50450400e-026    
   5.5000        2.2460e+019   7.65012443e-026    
   5.5000        2.5497e+019   6.87592764e-026    
   5.5000        2.8944e+019   6.17475409e-026    
   5.5000        3.2858e+019   5.54013331e-026    
   5.5000        3.7301e+019   4.96620475e-026    
   5.5000        4.2345e+019   4.44764418e-026    
   5.5000        4.8071e+019   3.97959790e-026    
   5.5000        5.4572e+019   3.55762538e-026    
   5.5000        6.1951e+019   3.17765083e-026    
   5.5000        7.0328e+019   2.83592319e-026    
   5.5000        7.9838e+019   2.52898375e-026    
   5.5000        9.0634e+019   2.25364009e-026    
   5.5000        1.0289e+020   2.00694519e-026    
   5.5000        1.1680e+020   1.78618045e-026    
   5.5000        1.3260e+020   1.58884141e-026    
   5.5000        1.5053e+020   1.41262544e-026    
   5.5000        1.7088e+020   1.25542050e-026    
   5.5000        1.9399e+020   1.11529458e-026    
   5.5000        2.2022e+020   9.90485449e-027    
   5.5000        2.5000e+020   8.79390531e-027    
   5.6726        5.0000e+017   1.43424182e-024    
   5.6726        5.6761e+017   1.30660113e-024    
   5.6726        6.4437e+017   1.19025383e-024    
   5.6726        7.3150e+017   1.08417639e-024    
   5.6726        8.3041e+017   9.87436157e-025    
   5.6726        9.4270e+017   8.99184751e-025    
   5.6726        1.0702e+018   8.18652106e-025    
   5.6726        1.2149e+018   7.45140897e-025    
   5.6726        1.3792e+018   6.78021175e-025    
   5.6726        1.5657e+018   6.16725041e-025    
   5.6726        1.7774e+018   5.60741269e-025    
   5.6726        2.0177e+018   5.09609866e-025    
   5.6726        2.2906e+018   4.62916637e-025    
   5.6726        2.6003e+018   4.20287855e-025    
   5.6726        2.9519e+018   3.81385186e-025    
   5.6726        3.3511e+018   3.45901011e-025    
   5.6726        3.8042e+018   3.13554246e-025    
   5.6726        4.3186e+018   2.84086770e-025    
   5.6726        4.9026e+018   2.57260474e-025    
   5.6726        5.5656e+018   2.32854919e-025    
   5.6726        6.3182e+018   2.10665564e-025    
   5.6726        7.1725e+018   1.90502461e-025    
   5.6726        8.1424e+018   1.72189324e-025    
   5.6726        9.2434e+018   1.55562864e-025    
   5.6726        1.0493e+019   1.40472282e-025    
   5.6726        1.1912e+019   1.26778829e-025    
   5.6726        1.3523e+019   1.14355374e-025    
   5.6726        1.5352e+019   1.03085915e-025    
   5.6726        1.7428e+019   9.28650114e-026    
   5.6726        1.9784e+019   8.35971314e-026    
   5.6726        2.2460e+019   7.51959224e-026    
   5.6726        2.5497e+019   6.75834228e-026    
   5.6726        2.8944e+019   6.06892461e-026    
   5.6726        3.2858e+019   5.44497686e-026    
   5.6726        3.7301e+019   4.88073507e-026    
   5.6726        4.2345e+019   4.37096144e-026    
   5.6726        4.8071e+019   3.91087988e-026    
   5.6726        5.4572e+019   3.49611983e-026    
   5.6726        6.1951e+019   3.12266900e-026    
   5.6726        7.0328e+019   2.78683429e-026    
   5.6726        7.9838e+019   2.48521017e-026    
   5.6726        9.0634e+019   2.21465331e-026    
   5.6726        1.0289e+020   1.97226215e-026    
   5.6726        1.1680e+020   1.75536028e-026    
   5.6726        1.3260e+020   1.56148250e-026    
   5.6726        1.5053e+020   1.38836267e-026    
   5.6726        1.7088e+020   1.23392264e-026    
   5.6726        1.9399e+020   1.09626187e-026    
   5.6726        2.2022e+020   9.73647203e-027    
   5.6726        2.5000e+020   8.64502941e-027    
   5.8506        5.0000e+017   1.40962574e-024    
   5.8506        5.6761e+017   1.28417940e-024    
   5.8506        6.4437e+017   1.16982988e-024    
   5.8506        7.3150e+017   1.06557167e-024    
   5.8506        8.3041e+017   9.70488594e-025    
   5.8506        9.4270e+017   8.83747281e-025    
   5.8506        1.0702e+018   8.04591306e-025    
   5.8506        1.2149e+018   7.32335717e-025    
   5.8506        1.3792e+018   6.66361750e-025    
   5.8506        1.5657e+018   6.06111590e-025    
   5.8506        1.7774e+018   5.51083065e-025    
   5.8506        2.0177e+018   5.00824299e-025    
   5.8506        2.2906e+018   4.54928357e-025    
   5.8506        2.6003e+018   4.13028008e-025    
   5.8506        2.9519e+018   3.74790740e-025    
   5.8506        3.3511e+018   3.39914168e-025    
   5.8506        3.8042e+018   3.08121943e-025    
   5.8506        4.3186e+018   2.79160249e-025    
   5.8506        4.9026e+018   2.52794919e-025    
   5.8506        5.5656e+018   2.28809154e-025    
   5.8506        6.3182e+018   2.07001785e-025    
   5.8506        7.1725e+018   1.87186008e-025    
   5.8506        8.1424e+018   1.69188471e-025    
   5.8506        9.2434e+018   1.52848626e-025    
   5.8506        1.0493e+019   1.38018230e-025    
   5.8506        1.1912e+019   1.24560912e-025    
   5.8506        1.3523e+019   1.12351740e-025    
   5.8506        1.5352e+019   1.01276737e-025    
   5.8506        1.7428e+019   9.12323150e-026    
   5.8506        1.9784e+019   8.21246263e-026    
   5.8506        2.2460e+019   7.38688418e-026    
   5.8506        2.5497e+019   6.63883706e-026    
   5.8506        2.8944e+019   5.96140553e-026    
   5.8506        3.2858e+019   5.34833723e-026    
   5.8506        3.7301e+019   4.79396655e-026    
   5.8506        4.2345e+019   4.29314393e-026    
   5.8506        4.8071e+019   3.84117254e-026    
   5.8506        5.4572e+019   3.43375347e-026    
   5.8506        6.1951e+019   3.06693951e-026    
   5.8506        7.0328e+019   2.73709704e-026    
   5.8506        7.9838e+019   2.44087518e-026    
   5.8506        9.0634e+019   2.17518101e-026    
   5.8506        1.0289e+020   1.93715968e-026    
   5.8506        1.1680e+020   1.72417816e-026    
   5.8506        1.3260e+020   1.53381153e-026    
   5.8506        1.5053e+020   1.36383109e-026    
   5.8506        1.7088e+020   1.21219343e-026    
   5.8506        1.9399e+020   1.07703018e-026    
   5.8506        2.2022e+020   9.56637991e-027    
   5.8506        2.5000e+020   8.49468575e-027    
   6.0342        5.0000e+017   1.38695606e-024    
   6.0342        5.6761e+017   1.26353175e-024    
   6.0342        6.4437e+017   1.15102305e-024    
   6.0342        7.3150e+017   1.04844113e-024    
   6.0342        8.3041e+017   9.54884993e-025    
   6.0342        9.4270e+017   8.69535133e-025    
   6.0342        1.0702e+018   7.91647705e-025    
   6.0342        1.2149e+018   7.20549164e-025    
   6.0342        1.3792e+018   6.55631058e-025    
   6.0342        1.5657e+018   5.96344854e-025    
   6.0342        1.7774e+018   5.42196718e-025    
   6.0342        2.0177e+018   4.92742239e-025    
   6.0342        2.2906e+018   4.47581159e-025    
   6.0342        2.6003e+018   4.06352218e-025    
   6.0342        2.9519e+018   3.68728258e-025    
   6.0342        3.3511e+018   3.34411706e-025    
   6.0342        3.8042e+018   3.03130563e-025    
   6.0342        4.3186e+018   2.74634976e-025    
   6.0342        4.9026e+018   2.48694407e-025    
   6.0342        5.5656e+018   2.25095404e-025    
   6.0342        6.3182e+018   2.03639910e-025    
   6.0342        7.1725e+018   1.84144015e-025    
   6.0342        8.1424e+018   1.66437075e-025    
   6.0342        9.2434e+018   1.50361072e-025    
   6.0342        1.0493e+019   1.35770123e-025    
   6.0342        1.1912e+019   1.22530053e-025    
   6.0342        1.3523e+019   1.10517962e-025    
   6.0342        1.5352e+019   9.96217437e-026    
   6.0342        1.7428e+019   8.97395225e-026    
   6.0342        1.9784e+019   8.07790093e-026    
   6.0342        2.2460e+019   7.26567831e-026    
   6.0342        2.5497e+019   6.52975206e-026    
   6.0342        2.8944e+019   5.86332014e-026    
   6.0342        3.2858e+019   5.26023189e-026    
   6.0342        3.7301e+019   4.71491271e-026    
   6.0342        4.2345e+019   4.22229455e-026    
   6.0342        4.8071e+019   3.77775388e-026    
   6.0342        5.4572e+019   3.37705799e-026    
   6.0342        6.1951e+019   3.01631977e-026    
   6.0342        7.0328e+019   2.69196048e-026    
   6.0342        7.9838e+019   2.40067962e-026    
   6.0342        9.0634e+019   2.13943077e-026    
   6.0342        1.0289e+020   1.90540210e-026    
   6.0342        1.1680e+020   1.69600048e-026    
   6.0342        1.3260e+020   1.50883805e-026    
   6.0342        1.5053e+020   1.34172053e-026    
   6.0342        1.7088e+020   1.19263647e-026    
   6.0342        1.9399e+020   1.05974707e-026    
   6.0342        2.2022e+020   9.41376313e-027    
   6.0342        2.5000e+020   8.36001154e-027    
   6.2236        5.0000e+017   1.36377160e-024    
   6.2236        5.6761e+017   1.24241245e-024    
   6.2236        6.4437e+017   1.13178422e-024    
   6.2236        7.3150e+017   1.03091506e-024    
   6.2236        8.3041e+017   9.38919482e-025    
   6.2236        9.4270e+017   8.54992045e-025    
   6.2236        1.0702e+018   7.78401720e-025    
   6.2236        1.2149e+018   7.08486564e-025    
   6.2236        1.3792e+018   6.44648603e-025    
   6.2236        1.5657e+018   5.86348736e-025    
   6.2236        1.7774e+018   5.33101597e-025    
   6.2236        2.0177e+018   4.84470359e-025    
   6.2236        2.2906e+018   4.40061549e-025    
   6.2236        2.6003e+018   3.99519983e-025    
   6.2236        2.9519e+018   3.62523949e-025    
   6.2236        3.3511e+018   3.28780780e-025    
   6.2236        3.8042e+018   2.98022921e-025    
   6.2236        4.3186e+018   2.70004565e-025    
   6.2236        4.9026e+018   2.44498891e-025    
   6.2236        5.5656e+018   2.21295880e-025    
   6.2236        6.3182e+018   2.00200659e-025    
   6.2236        7.1725e+018   1.81032292e-025    
   6.2236        8.1424e+018   1.63622909e-025    
   6.2236        9.2434e+018   1.47817084e-025    
   6.2236        1.0493e+019   1.33471352e-025    
   6.2236        1.1912e+019   1.20453783e-025    
   6.2236        1.3523e+019   1.08643555e-025    
   6.2236        1.5352e+019   9.79304734e-026    
   6.2236        1.7428e+019   8.82144084e-026    
   6.2236        1.9784e+019   7.94046597e-026    
   6.2236        2.2460e+019   7.14192428e-026    
   6.2236        2.5497e+019   6.41841272e-026    
   6.2236        2.8944e+019   5.76324522e-026    
   6.2236        3.2858e+019   5.17037501e-026    
   6.2236        3.7301e+019   4.63432056e-026    
   6.2236        4.2345e+019   4.15009732e-026    
   6.2236        4.8071e+019   3.71315694e-026    
   6.2236        5.4572e+019   3.31933474e-026    
   6.2236        6.1951e+019   2.96480543e-026    
   6.2236        7.0328e+019   2.64604683e-026    
   6.2236        7.9838e+019   2.35981042e-026    
   6.2236        9.0634e+019   2.10309770e-026    
   6.2236        1.0289e+020   1.87314122e-026    
   6.2236        1.1680e+020   1.66738903e-026    
   6.2236        1.3260e+020   1.48349146e-026    
   6.2236        1.5053e+020   1.31928968e-026    
   6.2236        1.7088e+020   1.17280511e-026    
   6.2236        1.9399e+020   1.04222937e-026    
   6.2236        2.2022e+020   9.25914532e-027    
   6.2236        2.5000e+020   8.22363431e-027    
   6.4189        5.0000e+017   1.34194065e-024    
   6.4189        5.6761e+017   1.22252790e-024    
   6.4189        6.4437e+017   1.11367194e-024    
   6.4189        7.3150e+017   1.01441695e-024    
   6.4189        8.3041e+017   9.23892038e-025    
   6.4189        9.4270e+017   8.41305090e-025    
   6.4189        1.0702e+018   7.65937142e-025    
   6.4189        1.2149e+018   6.97137188e-025    
   6.4189        1.3792e+018   6.34317128e-025    
   6.4189        1.5657e+018   5.76946746e-025    
   6.4189        1.7774e+018   5.24548649e-025    
   6.4189        2.0177e+018   4.76693149e-025    
   6.4189        2.2906e+018   4.32993161e-025    
   6.4189        2.6003e+018   3.93099217e-025    
   6.4189        2.9519e+018   3.56694736e-025    
   6.4189        3.3511e+018   3.23491670e-025    
   6.4189        3.8042e+018   2.93226652e-025    
   6.4189        4.3186e+018   2.65657691e-025    
   6.4189        4.9026e+018   2.40561473e-025    
   6.4189        5.5656e+018   2.17731214e-025    
   6.4189        6.3182e+018   1.96975053e-025    
   6.4189        7.1725e+018   1.78114858e-025    
   6.4189        8.1424e+018   1.60985381e-025    
   6.4189        9.2434e+018   1.45433644e-025    
   6.4189        1.0493e+019   1.31318465e-025    
   6.4189        1.1912e+019   1.18510035e-025    
   6.4189        1.3523e+019   1.06889493e-025    
   6.4189        1.5352e+019   9.63484479e-026    
   6.4189        1.7428e+019   8.67884198e-026    
   6.4189        1.9784e+019   7.81202075e-026    
   6.4189        2.2460e+019   7.02631819e-026    
   6.4189        2.5497e+019   6.31445329e-026    
   6.4189        2.8944e+019   5.66984946e-026    
   6.4189        3.2858e+019   5.08655799e-026    
   6.4189        3.7301e+019   4.55918521e-026    
   6.4189        4.2345e+019   4.08282540e-026    
   6.4189        4.8071e+019   3.65300123e-026    
   6.4189        5.4572e+019   3.26561219e-026    
   6.4189        6.1951e+019   2.91689140e-026    
   6.4189        7.0328e+019   2.60337004e-026    
   6.4189        7.9838e+019   2.32184858e-026    
   6.4189        9.0634e+019   2.06937373e-026    
   6.4189        1.0289e+020   1.84321986e-026    
   6.4189        1.1680e+020   1.64087375e-026    
   6.4189        1.3260e+020   1.46002171e-026    
   6.4189        1.5053e+020   1.29853824e-026    
   6.4189        1.7088e+020   1.15447564e-026    
   6.4189        1.9399e+020   1.02605412e-026    
   6.4189        2.2022e+020   9.11652144e-027    
   6.4189        2.5000e+020   8.09796846e-027    
   6.6204        5.0000e+017   1.31987545e-024    
   6.6204        5.6761e+017   1.20242819e-024    
   6.6204        6.4437e+017   1.09536216e-024    
   6.6204        7.3150e+017   9.97737710e-025    
   6.6204        8.3041e+017   9.08698672e-025    
