#
# Output file generated by Yacora 0.8.0
# =====================================
#   Filename: 'PopKoeff_n=8.txt'
#   Date of creation: 23. January 2009
#   Time of creation: 15:02:53
#   Used input file: 'H_6_12_2004.txt'
#   Performed calculation: Population Coefficient for state 'H(8)' coupled to the particle 'H2+'
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 50 calculated values between 5.5000 and 25.0000
#              T_i: Fixed value 0.0000
#              T_n: Fixed value 0.0000
#              n_e: 50 calculated values between 5.0000e+017 and 2.5000e+020
#              n_i: Fixed value 0.0000
#              n_n: Fixed value 1.0000

#   Pressure: 
#              Not defined (set to zero)

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   5.5000        5.0000e+017   3.51992589e-023    
   5.5000        5.6761e+017   3.23494441e-023    
   5.5000        6.4437e+017   2.97157765e-023    
   5.5000        7.3150e+017   2.72828765e-023    
   5.5000        8.3041e+017   2.50361849e-023    
   5.5000        9.4270e+017   2.29619982e-023    
   5.5000        1.0702e+018   2.10474949e-023    
   5.5000        1.2149e+018   1.92807512e-023    
   5.5000        1.3792e+018   1.76507401e-023    
   5.5000        1.5657e+018   1.61473127e-023    
   5.5000        1.7774e+018   1.47611606e-023    
   5.5000        2.0177e+018   1.34837608e-023    
   5.5000        2.2906e+018   1.23073070e-023    
   5.5000        2.6003e+018   1.12246320e-023    
   5.5000        2.9519e+018   1.02291270e-023    
   5.5000        3.3511e+018   9.31466361e-024    
   5.5000        3.8042e+018   8.47552272e-024    
   5.5000        4.3186e+018   7.70633487e-024    
   5.5000        4.9026e+018   7.00203303e-024    
   5.5000        5.5656e+018   6.35781891e-024    
   5.5000        6.3182e+018   5.76914160e-024    
   5.5000        7.1725e+018   5.23168676e-024    
   5.5000        8.1424e+018   4.74137354e-024    
   5.5000        9.2434e+018   4.29435657e-024    
   5.5000        1.0493e+019   3.88703022e-024    
   5.5000        1.1912e+019   3.51603259e-024    
   5.5000        1.3523e+019   3.17824761e-024    
   5.5000        1.5352e+019   2.87080363e-024    
   5.5000        1.7428e+019   2.59106816e-024    
   5.5000        1.9784e+019   2.33663847e-024    
   5.5000        2.2460e+019   2.10532856e-024    
   5.5000        2.5497e+019   1.89515329e-024    
   5.5000        2.8944e+019   1.70431057e-024    
   5.5000        3.2858e+019   1.53116279e-024    
   5.5000        3.7301e+019   1.37421839e-024    
   5.5000        4.2345e+019   1.23211455e-024    
   5.5000        4.8071e+019   1.10360145e-024    
   5.5000        5.4572e+019   9.87528677e-025    
   5.5000        6.1951e+019   8.82833741e-025    
   5.5000        7.0328e+019   7.88532761e-025    
   5.5000        7.9838e+019   7.03713053e-025    
   5.5000        9.0634e+019   6.27527324e-025    
   5.5000        1.0289e+020   5.59189148e-025    
   5.5000        1.1680e+020   4.97969377e-025    
   5.5000        1.3260e+020   4.43193186e-025    
   5.5000        1.5053e+020   3.94237518e-025    
   5.5000        1.7088e+020   3.50528731e-025    
   5.5000        1.9399e+020   3.11540309e-025    
   5.5000        2.2022e+020   2.76790573e-025    
   5.5000        2.5000e+020   2.45840329e-025    
   5.6726        5.0000e+017   3.44729855e-023    
   5.6726        5.6761e+017   3.16822145e-023    
   5.6726        6.4437e+017   2.91030229e-023    
   5.6726        7.3150e+017   2.67203647e-023    
   5.6726        8.3041e+017   2.45199972e-023    
   5.6726        9.4270e+017   2.24885151e-023    
   5.6726        1.0702e+018   2.06133765e-023    
   5.6726        1.2149e+018   1.88829182e-023    
   5.6726        1.3792e+018   1.72863542e-023    
   5.6726        1.5657e+018   1.58137574e-023    
   5.6726        1.7774e+018   1.44560221e-023    
   5.6726        2.0177e+018   1.32048098e-023    
   5.6726        2.2906e+018   1.20524815e-023    
   5.6726        2.6003e+018   1.09920218e-023    
   5.6726        2.9519e+018   1.00169601e-023    
   5.6726        3.3511e+018   9.12129395e-024    
   5.6726        3.8042e+018   8.29942037e-024    
   5.6726        4.3186e+018   7.54607737e-024    
   5.6726        4.9026e+018   6.85629846e-024    
   5.6726        5.5656e+018   6.22538006e-024    
   5.6726        6.3182e+018   5.64886110e-024    
   5.6726        7.1725e+018   5.12251262e-024    
   5.6726        8.1424e+018   4.64233513e-024    
   5.6726        9.2434e+018   4.20456064e-024    
   5.6726        1.0493e+019   3.80565684e-024    
   5.6726        1.1912e+019   3.44233098e-024    
   5.6726        1.3523e+019   3.11153175e-024    
   5.6726        1.5352e+019   2.81044773e-024    
   5.6726        1.7428e+019   2.53650204e-024    
   5.6726        1.9784e+019   2.28734289e-024    
   5.6726        2.2460e+019   2.06083067e-024    
   5.6726        2.5497e+019   1.85502219e-024    
   5.6726        2.8944e+019   1.66815323e-024    
   5.6726        3.2858e+019   1.49862022e-024    
   5.6726        3.7301e+019   1.34496222e-024    
   5.6726        4.2345e+019   1.20584400e-024    
   5.6726        4.8071e+019   1.08004070e-024    
   5.6726        5.4572e+019   9.66424580e-025    
   5.6726        6.1951e+019   8.63953887e-025    
   5.6726        7.0328e+019   7.71663796e-025    
   5.6726        7.9838e+019   6.88659237e-025    
   5.6726        9.0634e+019   6.14109270e-025    
   5.6726        1.0289e+020   5.47242694e-025    
   5.6726        1.1680e+020   4.87344558e-025    
   5.6726        1.3260e+020   4.33753289e-025    
   5.6726        1.5053e+020   3.85858185e-025    
   5.6726        1.7088e+020   3.43097105e-025    
   5.6726        1.9399e+020   3.04954218e-025    
   5.6726        2.2022e+020   2.70957742e-025    
   5.6726        2.5000e+020   2.40677623e-025    
   5.8506        5.0000e+017   3.37418405e-023    
   5.8506        5.6761e+017   3.10104859e-023    
   5.8506        6.4437e+017   2.84861195e-023    
   5.8506        7.3150e+017   2.61540312e-023    
   5.8506        8.3041e+017   2.40002963e-023    
   5.8506        9.4270e+017   2.20118090e-023    
   5.8506        1.0702e+018   2.01763081e-023    
   5.8506        1.2149e+018   1.84823916e-023    
   5.8506        1.3792e+018   1.69195151e-023    
   5.8506        1.5657e+018   1.54779736e-023    
   5.8506        1.7774e+018   1.41488643e-023    
   5.8506        2.0177e+018   1.29240332e-023    
   5.8506        2.2906e+018   1.17960093e-023    
   5.8506        2.6003e+018   1.07579292e-023    
   5.8506        2.9519e+018   9.80346101e-024    
   5.8506        3.3511e+018   8.92672899e-024    
   5.8506        3.8042e+018   8.12224690e-024    
   5.8506        4.3186e+018   7.38486119e-024    
   5.8506        4.9026e+018   6.70970689e-024    
   5.8506        5.5656e+018   6.09217616e-024    
   5.8506        6.3182e+018   5.52789872e-024    
   5.8506        7.1725e+018   5.01273198e-024    
   5.8506        8.1424e+018   4.54275866e-024    
   5.8506        9.2434e+018   4.11428891e-024    
   5.8506        1.0493e+019   3.72386439e-024    
   5.8506        1.1912e+019   3.36826207e-024    
   5.8506        1.3523e+019   3.04449580e-024    
   5.8506        1.5352e+019   2.74981476e-024    
   5.8506        1.7428e+019   2.48169794e-024    
   5.8506        1.9784e+019   2.23784469e-024    
   5.8506        2.2460e+019   2.01616195e-024    
   5.8506        2.5497e+019   1.81474870e-024    
   5.8506        2.8944e+019   1.63187869e-024    
   5.8506        3.2858e+019   1.46598256e-024    
   5.8506        3.7301e+019   1.31563021e-024    
   5.8506        4.2345e+019   1.17951418e-024    
   5.8506        4.8071e+019   1.05643479e-024    
   5.8506        5.4572e+019   9.45287202e-025    
   5.8506        6.1951e+019   8.45050618e-025    
   5.8506        7.0328e+019   7.54779512e-025    
   5.8506        7.9838e+019   6.73596654e-025    
   5.8506        9.0634e+019   6.00687669e-025    
   5.8506        1.0289e+020   5.35296781e-025    
   5.8506        1.1680e+020   4.76723421e-025    
   5.8506        1.3260e+020   4.24319426e-025    
   5.8506        1.5053e+020   3.77486592e-025    
   5.8506        1.7088e+020   3.35674403e-025    
   5.8506        1.9399e+020   2.98377817e-025    
   5.8506        2.2022e+020   2.65135036e-025    
   5.8506        2.5000e+020   2.35525220e-025    
   6.0342        5.0000e+017   3.30640691e-023    
   6.0342        5.6761e+017   3.03878413e-023    
   6.0342        6.4437e+017   2.79143387e-023    
   6.0342        7.3150e+017   2.56291643e-023    
   6.0342        8.3041e+017   2.35186895e-023    
   6.0342        9.4270e+017   2.15700871e-023    
