#
# Output file generated by Yacora 0.8.0
# =====================================
#   Filename: 'PopKoeff_n=3.txt'
#   Date of creation: 23. January 2009
#   Time of creation: 15:02:53
#   Used input file: 'H_6_12_2004.txt'
#   Performed calculation: Population Coefficient for state 'H(3)' coupled to the particle 'H2+'
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 50 calculated values between 5.5000 and 25.0000
#              T_i: Fixed value 0.0000
#              T_n: Fixed value 0.0000
#              n_e: 50 calculated values between 5.0000e+017 and 2.5000e+020
#              n_i: Fixed value 0.0000
#              n_n: Fixed value 1.0000

#   Pressure: 
#              Not defined (set to zero)

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   5.5000        5.0000e+017   1.21312302e-022    
   5.5000        5.6761e+017   1.20436732e-022    
   5.5000        6.4437e+017   1.19505653e-022    
   5.5000        7.3150e+017   1.18514734e-022    
   5.5000        8.3041e+017   1.17459403e-022    
   5.5000        9.4270e+017   1.16334856e-022    
   5.5000        1.0702e+018   1.15136055e-022    
   5.5000        1.2149e+018   1.13857732e-022    
   5.5000        1.3792e+018   1.12494382e-022    
   5.5000        1.5657e+018   1.11040259e-022    
   5.5000        1.7774e+018   1.09489381e-022    
   5.5000        2.0177e+018   1.07835546e-022    
   5.5000        2.2906e+018   1.06072383e-022    
   5.5000        2.6003e+018   1.04193437e-022    
   5.5000        2.9519e+018   1.02192310e-022    
   5.5000        3.3511e+018   1.00062863e-022    
   5.5000        3.8042e+018   9.77994728e-023    
   5.5000        4.3186e+018   9.53973674e-023    
   5.5000        4.9026e+018   9.28530038e-023    
   5.5000        5.5656e+018   9.01644937e-023    
   5.5000        6.3182e+018   8.73320429e-023    
   5.5000        7.1725e+018   8.43583782e-023    
   5.5000        8.1424e+018   8.12491259e-023    
   5.5000        9.2434e+018   7.80131025e-023    
   5.5000        1.0493e+019   7.46624833e-023    
   5.5000        1.1912e+019   7.12128136e-023    
   5.5000        1.3523e+019   6.76828424e-023    
   5.5000        1.5352e+019   6.40941698e-023    
   5.5000        1.7428e+019   6.04707137e-023    
   5.5000        1.9784e+019   5.68380234e-023    
   5.5000        2.2460e+019   5.32224792e-023    
   5.5000        2.5497e+019   4.96504317e-023    
   5.5000        2.8944e+019   4.61473401e-023    
   5.5000        3.2858e+019   4.27369683e-023    
   5.5000        3.7301e+019   3.94406914e-023    
   5.5000        4.2345e+019   3.62769517e-023    
   5.5000        4.8071e+019   3.32608881e-023    
   5.5000        5.4572e+019   3.04041463e-023    
   5.5000        6.1951e+019   2.77148610e-023    
   5.5000        7.0328e+019   2.51977889e-023    
   5.5000        7.9838e+019   2.28545645e-023    
   5.5000        9.0634e+019   2.06840433e-023    
   5.5000        1.0289e+020   1.86827017e-023    
   5.5000        1.1680e+020   1.68450597e-023    
   5.5000        1.3260e+020   1.51641041e-023    
   5.5000        1.5053e+020   1.36316888e-023    
   5.5000        1.7088e+020   1.22389008e-023    
   5.5000        1.9399e+020   1.09763811e-023    
   5.5000        2.2022e+020   9.83459786e-024    
   5.5000        2.5000e+020   8.80407087e-024    
   5.6726        5.0000e+017   1.18301953e-022    
   5.6726        5.6761e+017   1.17444127e-022    
   5.6726        6.4437e+017   1.16531897e-022    
   5.6726        7.3150e+017   1.15561026e-022    
   5.6726        8.3041e+017   1.14527041e-022    
   5.6726        9.4270e+017   1.13425239e-022    
   5.6726        1.0702e+018   1.12250696e-022    
   5.6726        1.2149e+018   1.10998260e-022    
   5.6726        1.3792e+018   1.09662551e-022    
   5.6726        1.5657e+018   1.08237953e-022    
