#
# Output file generated by Yacora 0.8.0
# =====================================
#   Filename: 'PopKoeff_n=16.txt'
#   Date of creation: 23. January 2009
#   Time of creation: 15:02:53
#   Used input file: 'H_6_12_2004.txt'
#   Performed calculation: Population Coefficient for state 'H(16)' coupled to the particle 'H2+'
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 50 calculated values between 5.5000 and 25.0000
#              T_i: Fixed value 0.0000
#              T_n: Fixed value 0.0000
#              n_e: 50 calculated values between 5.0000e+017 and 2.5000e+020
#              n_i: Fixed value 0.0000
#              n_n: Fixed value 1.0000

#   Pressure: 
#              Not defined (set to zero)

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   5.5000        5.0000e+017   3.20975574e-024    
   5.5000        5.6761e+017   2.92613188e-024    
   5.5000        6.4437e+017   2.66734681e-024    
   5.5000        7.3150e+017   2.43117997e-024    
   5.5000        8.3041e+017   2.21560378e-024    
   5.5000        9.4270e+017   2.01877031e-024    
   5.5000        1.0702e+018   1.83899924e-024    
   5.5000        1.2149e+018   1.67476658e-024    
   5.5000        1.3792e+018   1.52469367e-024    
   5.5000        1.5657e+018   1.38753608e-024    
   5.5000        1.7774e+018   1.26217237e-024    
   5.5000        2.0177e+018   1.14759246e-024    
   5.5000        2.2906e+018   1.04288596e-024    
   5.5000        2.6003e+018   9.47230682e-025    
   5.5000        2.9519e+018   8.59881542e-025    
   5.5000        3.3511e+018   7.80160367e-025    
   5.5000        3.8042e+018   7.07446750e-025    
   5.5000        4.3186e+018   6.41170212e-025    
   5.5000        4.9026e+018   5.80803748e-025    
   5.5000        5.5656e+018   5.25858734e-025    
   5.5000        6.3182e+018   4.75881080e-025    
   5.5000        7.1725e+018   4.30448443e-025    
   5.5000        8.1424e+018   3.89168275e-025    
   5.5000        9.2434e+018   3.51676448e-025    
   5.5000        1.0493e+019   3.17636240e-025    
   5.5000        1.1912e+019   2.86737473e-025    
   5.5000        1.3523e+019   2.58695633e-025    
   5.5000        1.5352e+019   2.33250871e-025    
   5.5000        1.7428e+019   2.10166810e-025    
   5.5000        1.9784e+019   1.89229147e-025    
   5.5000        2.2460e+019   1.70244069e-025    
   5.5000        2.5497e+019   1.53036521e-025    
   5.5000        2.8944e+019   1.37448405e-025    
   5.5000        3.2858e+019   1.23336777e-025    
   5.5000        3.7301e+019   1.10572106e-025    
   5.5000        4.2345e+019   9.90366587e-026    
   5.5000        4.8071e+019   8.86230535e-026    
   5.5000        5.4572e+019   7.92329981e-026    
   5.5000        6.1951e+019   7.07762261e-026    
   5.5000        7.0328e+019   6.31696193e-026    
   5.5000        7.9838e+019   5.63364965e-026    
   5.5000        9.0634e+019   5.02060450e-026    
   5.5000        1.0289e+020   4.47128640e-026    
   5.5000        1.1680e+020   3.97965947e-026    
   5.5000        1.3260e+020   3.54016101e-026    
   5.5000        1.5053e+020   3.14767465e-026    
   5.5000        1.7088e+020   2.79750593e-026    
   5.5000        1.9399e+020   2.48535923e-026    
   5.5000        2.2022e+020   2.20731537e-026    
   5.5000        2.5000e+020   1.95980938e-026    
   5.6726        5.0000e+017   3.15418834e-024    
   5.6726        5.6761e+017   2.87548815e-024    
   5.6726        6.4437e+017   2.62118937e-024    
   5.6726        7.3150e+017   2.38911108e-024    
   5.6726        8.3041e+017   2.17726195e-024    
   5.6726        9.4270e+017   1.98382713e-024    
   5.6726        1.0702e+018   1.80715649e-024    
   5.6726        1.2149e+018   1.64575344e-024    
   5.6726        1.3792e+018   1.49826414e-024    
   5.6726        1.5657e+018   1.36346659e-024    
   5.6726        1.7774e+018   1.24025948e-024    
   5.6726        2.0177e+018   1.12765081e-024    
   5.6726        2.2906e+018   1.02474639e-024    
   5.6726        2.6003e+018   9.30738504e-025    
   5.6726        2.9519e+018   8.44895058e-025    
   5.6726        3.3511e+018   7.66549558e-025    
   5.6726        3.8042e+018   6.95092152e-025    
   5.6726        4.3186e+018   6.29961967e-025    
   5.6726        4.9026e+018   5.70640800e-025    
   5.6726        5.5656e+018   5.16648150e-025    
   5.6726        6.3182e+018   4.67537469e-025    
   5.6726        7.1725e+018   4.22893449e-025    
   5.6726        8.1424e+018   3.82330119e-025    
   5.6726        9.2434e+018   3.45489505e-025    
   5.6726        1.0493e+019   3.12040636e-025    
   5.6726        1.1912e+019   2.81678689e-025    
   5.6726        1.3523e+019   2.54124115e-025    
   5.6726        1.5352e+019   2.29121640e-025    
   5.6726        1.7428e+019   2.06439079e-025    
   5.6726        1.9784e+019   1.85865948e-025    
   5.6726        2.2460e+019   1.67211885e-025    
   5.6726        2.5497e+019   1.50304946e-025    
   5.6726        2.8944e+019   1.34989823e-025    
   5.6726        3.2858e+019   1.21126065e-025    
   5.6726        3.7301e+019   1.08586374e-025    
   5.6726        4.2345e+019   9.72550160e-026    
   5.6726        4.8071e+019   8.70264050e-026    
   5.6726        5.4572e+019   7.78038708e-026    
   5.6726        6.1951e+019   6.94986200e-026    
   5.6726        7.0328e+019   6.20288793e-026    
   5.6726        7.9838e+019   5.53192035e-026    
   5.6726        9.0634e+019   4.92999207e-026    
   5.6726        1.0289e+020   4.39066871e-026    
   5.6726        1.1680e+020   3.90801254e-026    
   5.6726        1.3260e+020   3.47655214e-026    
   5.6726        1.5053e+020   3.09125603e-026    
   5.6726        1.7088e+020   2.74750858e-026    
   5.6726        1.9399e+020   2.44108726e-026    
   5.6726        2.2022e+020   2.16814056e-026    
   5.6726        2.5000e+020   1.92516591e-026    
   5.8506        5.0000e+017   3.09770974e-024    
   5.8506        5.6761e+017   2.82400967e-024    
   5.8506        6.4437e+017   2.57426758e-024    
   5.8506        7.3150e+017   2.34634272e-024    
   5.8506        8.3041e+017   2.13828048e-024    
   5.8506        9.4270e+017   1.94829956e-024    
   5.8506        1.0702e+018   1.77478035e-024    
   5.8506        1.2149e+018   1.61625399e-024    
   5.8506        1.3792e+018   1.47139176e-024    
   5.8506        1.5657e+018   1.33899430e-024    
   5.8506        1.7774e+018   1.21798068e-024    
   5.8506        2.0177e+018   1.10737717e-024    
   5.8506        2.2906e+018   1.00630594e-024    
   5.8506        2.6003e+018   9.13973944e-025    
   5.8506        2.9519e+018   8.29662230e-025    
   5.8506        3.3511e+018   7.52716149e-025    
   5.8506        3.8042e+018   6.82536573e-025    
   5.8506        4.3186e+018   6.18572398e-025    
   5.8506        4.9026e+018   5.60314385e-025    
   5.8506        5.5656e+018   5.07290314e-025    
   5.8506        6.3182e+018   4.59061327e-025    
   5.8506        7.1725e+018   4.15219292e-025    
   5.8506        8.1424e+018   3.75384947e-025    
   5.8506        9.2434e+018   3.39206590e-025    
   5.8506        1.0493e+019   3.06359107e-025    
   5.8506        1.1912e+019   2.76543121e-025    
   5.8506        1.3523e+019   2.49484129e-025    
   5.8506        1.5352e+019   2.24931502e-025    
   5.8506        1.7428e+019   2.02657309e-025    
   5.8506        1.9784e+019   1.82454934e-025    
   5.8506        2.2460e+019   1.64137516e-025    
   5.8506        2.5497e+019   1.47536262e-025    
   5.8506        2.8944e+019   1.32498691e-025    
   5.8506        3.2858e+019   1.18886887e-025    
   5.8506        3.7301e+019   1.06575815e-025    
   5.8506        4.2345e+019   9.54517775e-026    
   5.8506        4.8071e+019   8.54110178e-026    
   5.8506        5.4572e+019   7.63585211e-026    
   5.8506        6.1951e+019   6.82069989e-026    
   5.8506        7.0328e+019   6.08760544e-026    
   5.8506        7.9838e+019   5.42915076e-026    
   5.8506        9.0634e+019   4.83848551e-026    
   5.8506        1.0289e+020   4.30928357e-026    
   5.8506        1.1680e+020   3.83570774e-026    
   5.8506        1.3260e+020   3.41238002e-026    
   5.8506        1.5053e+020   3.03435571e-026    
   5.8506        1.7088e+020   2.69709973e-026    
   5.8506        1.9399e+020   2.39646419e-026    
   5.8506        2.2022e+020   2.12866653e-026    
   5.8506        2.5000e+020   1.89026776e-026    
   6.0342        5.0000e+017   3.04562082e-024    
   6.0342        5.6761e+017   2.77653502e-024    
   6.0342        6.4437e+017   2.53099782e-024    
   6.0342        7.3150e+017   2.30690565e-024    
   6.0342        8.3041e+017   2.10233787e-024    
   6.0342        9.4270e+017   1.91554417e-024    
   6.0342        1.0702e+018   1.74493313e-024    
   6.0342        1.2149e+018   1.58906152e-024    
   6.0342        1.3792e+018   1.44662378e-024    
   6.0342        1.5657e+018   1.31644144e-024    
   6.0342        1.7774e+018   1.19745236e-024    
   6.0342        2.0177e+018   1.08869964e-024    
   6.0342        2.2906e+018   9.89320514e-025    
   6.0342        2.6003e+018   8.98535431e-025    
   6.0342        2.9519e+018   8.15637557e-025    
   6.0342        3.3511e+018   7.39983145e-025    
   6.0342        3.8042e+018   6.70982941e-025    
   6.0342        4.3186e+018   6.08094841e-025    
   6.0342        4.9026e+018   5.50817869e-025    
   6.0342        5.5656e+018   4.98687442e-025    
   6.0342        6.3182e+018   4.51271800e-025    
   6.0342        7.1725e+018   4.08169436e-025    
   6.0342        8.1424e+018   3.69007285e-025    
   6.0342        9.2434e+018   3.33439442e-025    
   6.0342        1.0493e+019   3.01146208e-025    
   6.0342        1.1912e+019   2.71833245e-025    
   6.0342        1.3523e+019   2.45230717e-025    
   6.0342        1.5352e+019   2.21092295e-025    
   6.0342        1.7428e+019   1.99193983e-025    
   6.0342        1.9784e+019   1.79332749e-025    
   6.0342        2.2460e+019   1.61324971e-025    
   6.0342        2.5497e+019   1.45004776e-025    
   6.0342        2.8944e+019   1.30222300e-025    
   6.0342        3.2858e+019   1.16841971e-025    
   6.0342        3.7301e+019   1.04740857e-025    
   6.0342        4.2345e+019   9.38071396e-026    
   6.0342        4.8071e+019   8.39387580e-026    
   6.0342        5.4572e+019   7.50422286e-026    
   6.0342        6.1951e+019   6.70316546e-026    
   6.0342        7.0328e+019   5.98279115e-026    
   6.0342        7.9838e+019   5.33579881e-026    
   6.0342        9.0634e+019   4.75544596e-026    
   6.0342        1.0289e+020   4.23550636e-026    
   6.0342        1.1680e+020   3.77023548e-026    
   6.0342        1.3260e+020   3.35434139e-026    
   6.0342        1.5053e+020   2.98295933e-026    
   6.0342        1.7088e+020   2.65162837e-026    
   6.0342        1.9399e+020   2.35626930e-026    
   6.0342        2.2022e+020   2.09316303e-026    
   6.0342        2.5000e+020   1.85892910e-026    
   6.2236        5.0000e+017   2.99250189e-024    
   6.2236        5.6761e+017   2.72811555e-024    
   6.2236        6.4437e+017   2.48686175e-024    
   6.2236        7.3150e+017   2.26667466e-024    
   6.2236        8.3041e+017   2.06566814e-024    
   6.2236        9.4270e+017   1.88212333e-024    
   6.2236        1.0702e+018   1.71447745e-024    
   6.2236        1.2149e+018   1.56131324e-024    
   6.2236        1.3792e+018   1.42134861e-024    
   6.2236        1.5657e+018   1.29342629e-024    
   6.2236        1.7774e+018   1.17650314e-024    
   6.2236        2.0177e+018   1.06963932e-024    
   6.2236        2.2906e+018   9.71987341e-025    
   6.2236        2.6003e+018   8.82781341e-025    
   6.2236        2.9519e+018   8.01326779e-025    
   6.2236        3.3511e+018   7.26990993e-025    
   6.2236        3.8042e+018   6.59194780e-025    
   6.2236        4.3186e+018   5.97405213e-025    
   6.2236        4.9026e+018   5.41129748e-025    
   6.2236        5.5656e+018   4.89911604e-025    
   6.2236        6.3182e+018   4.43326278e-025    
   6.2236        7.1725e+018   4.00979038e-025    
   6.2236        8.1424e+018   3.62503152e-025    
   6.2236        9.2434e+018   3.27558642e-025    
   6.2236        1.0493e+019   2.95831335e-025    
   6.2236        1.1912e+019   2.67032035e-025    
   6.2236        1.3523e+019   2.40895662e-025    
