#
# Output file generated by Yacora 0.8.0
# =====================================
#   Filename: 'PopKoeff_n=13.txt'
#   Date of creation: 23. January 2009
#   Time of creation: 15:02:53
#   Used input file: 'H_6_12_2004.txt'
#   Performed calculation: Population Coefficient for state 'H(13)' coupled to the particle 'H2+'
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 50 calculated values between 5.5000 and 25.0000
#              T_i: Fixed value 0.0000
#              T_n: Fixed value 0.0000
#              n_e: 50 calculated values between 5.0000e+017 and 2.5000e+020
#              n_i: Fixed value 0.0000
#              n_n: Fixed value 1.0000

#   Pressure: 
#              Not defined (set to zero)

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   5.5000        5.0000e+017   6.61738721e-024    
   5.5000        5.6761e+017   6.03935632e-024    
   5.5000        6.4437e+017   5.51108002e-024    
   5.5000        7.3150e+017   5.02821490e-024    
   5.5000        8.3041e+017   4.58678077e-024    
   5.5000        9.4270e+017   4.18313822e-024    
   5.5000        1.0702e+018   3.81396817e-024    
   5.5000        1.2149e+018   3.47625234e-024    
   5.5000        1.3792e+018   3.16725385e-024    
   5.5000        1.5657e+018   2.88449711e-024    
   5.5000        1.7774e+018   2.62574684e-024    
   5.5000        2.0177e+018   2.38898607e-024    
   5.5000        2.2906e+018   2.17239370e-024    
   5.5000        2.6003e+018   1.97432193e-024    
   5.5000        2.9519e+018   1.79327461e-024    
   5.5000        3.3511e+018   1.62788701e-024    
   5.5000        3.8042e+018   1.47690776e-024    
   5.5000        4.3186e+018   1.33918335e-024    
   5.5000        4.9026e+018   1.21364544e-024    
   5.5000        5.5656e+018   1.09930095e-024    
   5.5000        6.3182e+018   9.95224631e-025    
   5.5000        7.1725e+018   9.00553836e-025    
   5.5000        8.1424e+018   8.14484973e-025    
   5.5000        9.2434e+018   7.36271099e-025    
   5.5000        1.0493e+019   6.65220230e-025    
   5.5000        1.1912e+019   6.00693893e-025    
   5.5000        1.3523e+019   5.42105625e-025    
   5.5000        1.5352e+019   4.88919149e-025    
   5.5000        1.7428e+019   4.40646118e-025    
   5.5000        1.9784e+019   3.96843383e-025    
   5.5000        2.2460e+019   3.57109832e-025    
   5.5000        2.5497e+019   3.21082906e-025    
   5.5000        2.8944e+019   2.88434933e-025    
   5.5000        3.2858e+019   2.58869435e-025    
   5.5000        3.7301e+019   2.32117561e-025    
   5.5000        4.2345e+019   2.07934767e-025    
   5.5000        4.8071e+019   1.86097832e-025    
   5.5000        5.4572e+019   1.66402265e-025    
   5.5000        6.1951e+019   1.48660121e-025    
   5.5000        7.0328e+019   1.32698192e-025    
   5.5000        7.9838e+019   1.18356555e-025    
   5.5000        9.0634e+019   1.05487411e-025    
   5.5000        1.0289e+020   9.39541555e-026    
   5.5000        1.1680e+020   8.36306284e-026    
   5.5000        1.3260e+020   7.44004860e-026    
   5.5000        1.5053e+020   6.61566579e-026    
   5.5000        1.7088e+020   5.88008513e-026    
   5.5000        1.9399e+020   5.22430831e-026    
   5.5000        2.2022e+020   4.64012212e-026    
   5.5000        2.5000e+020   4.12005297e-026    
   5.6726        5.0000e+017   6.49728576e-024    
   5.6726        5.6761e+017   5.92977832e-024    
   5.6726        6.4437e+017   5.41110600e-024    
   5.6726        7.3150e+017   4.93700691e-024    
   5.6726        8.3041e+017   4.50357562e-024    
   5.6726        9.4270e+017   4.10724122e-024    
   5.6726        1.0702e+018   3.74474722e-024    
   5.6726        1.2149e+018   3.41313238e-024    
   5.6726        1.3792e+018   3.10971157e-024    
   5.6726        1.5657e+018   2.83205603e-024    
   5.6726        1.7774e+018   2.57797264e-024    
   5.6726        2.0177e+018   2.34548237e-024    
   5.6726        2.2906e+018   2.13279806e-024    
   5.6726        2.6003e+018   1.93830241e-024    
   5.6726        2.9519e+018   1.76052662e-024    
   5.6726        3.3511e+018   1.59813062e-024    
   5.6726        3.8042e+018   1.44988538e-024    
   5.6726        4.3186e+018   1.31465776e-024    
   5.6726        4.9026e+018   1.19139815e-024    
   5.6726        5.5656e+018   1.07913078e-024    
   5.6726        6.3182e+018   9.76946519e-025    
   5.6726        7.1725e+018   8.83997804e-025    
   5.6726        8.1424e+018   7.99495162e-025    
   5.6726        9.2434e+018   7.22704892e-025    
   5.6726        1.0493e+019   6.52947399e-025    
   5.6726        1.1912e+019   5.89595767e-025    
   5.6726        1.3523e+019   5.32074258e-025    
   5.6726        1.5352e+019   4.79856490e-025    
   5.6726        1.7428e+019   4.32463190e-025    
   5.6726        1.9784e+019   3.89459478e-025    
   5.6726        2.2460e+019   3.50451728e-025    
   5.6726        2.5497e+019   3.15084129e-025    
   5.6726        2.8944e+019   2.83035063e-025    
   5.6726        3.2858e+019   2.54013476e-025    
   5.6726        3.7301e+019   2.27755373e-025    
   5.6726        4.2345e+019   2.04020564e-025    
   5.6726        4.8071e+019   1.82589747e-025    
   5.6726        5.4572e+019   1.63261972e-025    
   5.6726        6.1951e+019   1.45852513e-025    
   5.6726        7.0328e+019   1.30191107e-025    
   5.6726        7.9838e+019   1.16120539e-025    
   5.6726        9.0634e+019   1.03495511e-025    
   5.6726        1.0289e+020   9.21817379e-026    
   5.6726        1.1680e+020   8.20552142e-026    
   5.6726        1.3260e+020   7.30016007e-026    
   5.6726        1.5053e+020   6.49156910e-026    
   5.6726        1.7088e+020   5.77009242e-026    
   5.6726        1.9399e+020   5.12689227e-026    
   5.6726        2.2022e+020   4.55390402e-026    
   5.6726        2.5000e+020   4.04379112e-026    
   5.8506        5.0000e+017   6.37555611e-024    
   5.8506        5.6761e+017   5.81870636e-024    
   5.8506        6.4437e+017   5.30976204e-024    
   5.8506        7.3150e+017   4.84454362e-024    
   5.8506        8.3041e+017   4.41922126e-024    
   5.8506        9.4270e+017   4.03029324e-024    
   5.8506        1.0702e+018   3.67456625e-024    
   5.8506        1.2149e+018   3.34913661e-024    
   5.8506        1.3792e+018   3.05137141e-024    
   5.8506        1.5657e+018   2.77888908e-024    
   5.8506        1.7774e+018   2.52953904e-024    
   5.8506        2.0177e+018   2.30138044e-024    
   5.8506        2.2906e+018   2.09266041e-024    
   5.8506        2.6003e+018   1.90179240e-024    
   5.8506        2.9519e+018   1.72733524e-024    
   5.8506        3.3511e+018   1.56797380e-024    
   5.8506        3.8042e+018   1.42250169e-024    
   5.8506        4.3186e+018   1.28980643e-024    
   5.8506        4.9026e+018   1.16885742e-024    
   5.8506        5.5656e+018   1.05869649e-024    
   5.8506        6.3182e+018   9.58430913e-025    
   5.8506        7.1725e+018   8.67228456e-025    
   5.8506        8.1424e+018   7.84314008e-025    
   5.8506        9.2434e+018   7.08967326e-025    
   5.8506        1.0493e+019   6.40521397e-025    
   5.8506        1.1912e+019   5.78361030e-025    
   5.8506        1.3523e+019   5.21921355e-025    
   5.8506        1.5352e+019   4.70686009e-025    
   5.8506        1.7428e+019   4.24184900e-025    
   5.8506        1.9784e+019   3.81991504e-025    
