SEQ='BE'     NUCCHG=20                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  94355335.6   NPRNTI= 2   NPRNTF= 2
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S1                 (2)0( 0.5)        0.0 
     2          2P1                 (2)1( 2.5)   288366.5 

   LS RESOLVED TERM INDEXING            BWNR= 103074250.9   NTRM= 246
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
             8.89E-15  4.07E-15  2.05E-15  9.51E-16  3.10E-16  1.24E-16  4.77E-17  1.29E-17  4.68E-18
    95       3.01E-12  2.13E-12  1.34E-12  9.45E-13  6.63E-13  4.10E-13  2.79E-13  1.85E-13  9.89E-14  5.66E-14
             2.96E-14  1.10E-14  4.69E-15  1.88E-15  5.24E-16  1.92E-16  6.95E-17  1.78E-17  6.33E-18
    96       9.90E-13  6.99E-13  4.41E-13  3.11E-13  2.18E-13  1.35E-13  9.21E-14  6.10E-14  3.27E-14  1.87E-14
             9.82E-15  3.63E-15  1.56E-15  6.24E-16  1.74E-16  6.39E-17  2.31E-17  5.92E-18  2.10E-18
    97       3.63E-12  2.56E-12  1.61E-12  1.13E-12  7.86E-13  4.74E-13  3.12E-13  1.94E-13  9.24E-14  4.72E-14
             2.18E-14  6.94E-15  2.71E-15  1.02E-15  2.67E-16  9.57E-17  3.41E-17  8.66E-18  3.07E-18
    98       3.02E-12  2.13E-12  1.33E-12  9.27E-13  6.36E-13  3.70E-13  2.32E-13  1.35E-13  5.67E-14  2.62E-14
             1.11E-14  3.21E-15  1.20E-15  4.36E-16  1.12E-16  4.00E-17  1.42E-17  3.59E-18  1.27E-18
    99       1.01E-12  7.09E-13  4.44E-13  3.09E-13  2.12E-13  1.23E-13  7.72E-14  4.49E-14  1.89E-14  8.73E-15
             3.70E-15  1.07E-15  3.99E-16  1.45E-16  3.74E-17  1.33E-17  4.72E-18  1.20E-18  4.24E-19
   100       1.31E-12  9.18E-13  5.71E-13  3.94E-13  2.65E-13  1.47E-13  8.71E-14  4.70E-14  1.77E-14  7.60E-15
             3.03E-15  8.32E-16  3.03E-16  1.09E-16  2.78E-17  9.88E-18  3.50E-18  8.86E-19  3.13E-19
   101       4.35E-13  3.06E-13  1.90E-13  1.31E-13  8.83E-14  4.91E-14  2.90E-14  1.57E-14  5.91E-15  2.53E-15
             1.01E-15  2.77E-16  1.01E-16  3.63E-17  9.28E-18  3.29E-18  1.17E-18  2.95E-19  1.04E-19
   102       1.21E-12  8.51E-13  5.35E-13  3.75E-13  2.61E-13  1.57E-13  1.04E-13  6.46E-14  3.07E-14  1.57E-14
             7.26E-15  2.31E-15  9.02E-16  3.38E-16  8.89E-17  3.19E-17  1.13E-17  2.88E-18  1.02E-18
   103       3.40E-13  2.40E-13  1.52E-13  1.07E-13  7.57E-14  4.76E-14  3.34E-14  2.33E-14  1.43E-14  9.67E-15
             6.42E-15  3.57E-15  2.18E-15  1.26E-15  5.56E-16  2.77E-16  1.30E-16  4.38E-17  1.82E-17
   104       1.12E-13  7.90E-14  4.99E-14  3.53E-14  2.49E-14  1.57E-14  1.10E-14  7.70E-15  4.72E-15  3.21E-15
             2.13E-15  1.19E-15  7.27E-16  4.21E-16  1.85E-16  9.24E-17  4.33E-17  1.46E-17  6.07E-18
   105       1.18E-12  8.33E-13  5.26E-13  3.71E-13  2.62E-13  1.64E-13  1.14E-13  7.81E-14  4.55E-14  2.89E-14
             1.73E-14  7.86E-15  3.94E-15  1.83E-15  5.94E-16  2.38E-16  9.13E-17  2.46E-17  8.95E-18
   106       3.91E-13  2.76E-13  1.75E-13  1.23E-13  8.68E-14  5.44E-14  3.78E-14  2.59E-14  1.51E-14  9.61E-15
             5.76E-15  2.62E-15  1.31E-15  6.08E-16  1.98E-16  7.92E-17  3.04E-17  8.21E-18  2.98E-18
   107       2.05E-12  1.45E-12  9.12E-13  6.42E-13  4.50E-13  2.78E-13  1.89E-13  1.25E-13  6.64E-14  3.79E-14
             1.98E-14  7.29E-15  3.12E-15  1.25E-15  3.47E-16  1.28E-16  4.61E-17  1.18E-17  4.20E-18
   108       6.75E-13  4.77E-13  3.01E-13  2.12E-13  1.49E-13  9.18E-14  6.25E-14  4.13E-14  2.20E-14  1.26E-14
             6.57E-15  2.42E-15  1.04E-15  4.15E-16  1.15E-16  4.24E-17  1.53E-17  3.93E-18  1.40E-18
   109       2.66E-12  1.88E-12  1.18E-12  8.28E-13  5.75E-13  3.47E-13  2.28E-13  1.42E-13  6.72E-14  3.42E-14
             1.58E-14  5.03E-15  1.96E-15  7.35E-16  1.93E-16  6.93E-17  2.47E-17  6.27E-18  2.22E-18
   110       2.65E-12  1.87E-12  1.17E-12  8.15E-13  5.59E-13  3.25E-13  2.04E-13  1.18E-13  4.97E-14  2.30E-14
             9.71E-15  2.81E-15  1.05E-15  3.82E-16  9.83E-17  3.50E-17  1.24E-17  3.14E-18  1.11E-18
   111       8.85E-13  6.23E-13  3.90E-13  2.72E-13  1.86E-13  1.08E-13  6.79E-14  3.94E-14  1.66E-14  7.66E-15
             3.24E-15  9.38E-16  3.50E-16  1.27E-16  3.28E-17  1.17E-17  4.14E-18  1.05E-18  3.71E-19
   112       1.83E-12  1.29E-12  8.01E-13  5.52E-13  3.72E-13  2.06E-13  1.22E-13  6.59E-14  2.49E-14  1.06E-14
             4.24E-15  1.17E-15  4.25E-16  1.53E-16  3.90E-17  1.38E-17  4.90E-18  1.24E-18  4.39E-19
   113       6.10E-13  4.29E-13  2.67E-13  1.84E-13  1.24E-13  6.88E-14  4.07E-14  2.20E-14  8.29E-15  3.55E-15
             1.41E-15  3.88E-16  1.42E-16  5.09E-17  1.30E-17  4.61E-18  1.63E-18  4.13E-19  1.46E-19
   114       6.52E-13  4.57E-13  2.82E-13  1.92E-13  1.26E-13  6.64E-14  3.70E-14  1.86E-14  6.41E-15  2.60E-15
             9.95E-16  2.66E-16  9.57E-17  3.41E-17  8.69E-18  3.08E-18  1.09E-18  2.76E-19  9.75E-20
   115       2.17E-13  1.52E-13  9.40E-14  6.40E-14  4.21E-14  2.21E-14  1.23E-14  6.21E-15  2.14E-15  8.67E-16
             3.32E-16  8.85E-17  3.19E-17  1.14E-17  2.90E-18  1.03E-18  3.63E-19  9.19E-20  3.25E-20
   116       8.83E-13  6.23E-13  3.92E-13  2.75E-13  1.91E-13  1.15E-13  7.57E-14  4.71E-14  2.23E-14  1.14E-14
             5.27E-15  1.67E-15  6.53E-16  2.45E-16  6.43E-17  2.31E-17  8.21E-18  2.09E-18  7.39E-19
   149       2.40E-13  1.69E-13  1.07E-13  7.56E-14  5.33E-14  3.35E-14  2.34E-14  1.62E-14  9.84E-15  6.62E-15
             4.37E-15  2.41E-15  1.47E-15  8.48E-16  3.73E-16  1.86E-16  8.69E-17  2.93E-17  1.22E-17
   150       7.90E-14  5.59E-14  3.53E-14  2.49E-14  1.76E-14  1.10E-14  7.73E-15  5.37E-15  3.26E-15  2.20E-15
             1.45E-15  8.03E-16  4.89E-16  2.83E-16  1.24E-16  6.18E-17  2.89E-17  9.75E-18  4.05E-18
   151       8.32E-13  5.88E-13  3.71E-13  2.62E-13  1.84E-13  1.15E-13  7.97E-14  5.44E-14  3.15E-14  1.99E-14
             1.18E-14  5.35E-15  2.67E-15  1.24E-15  4.02E-16  1.61E-16  6.17E-17  1.66E-17  6.04E-18
   152       2.76E-13  1.95E-13  1.23E-13  8.69E-14  6.12E-14  3.82E-14  2.65E-14  1.81E-14  1.05E-14  6.61E-15
             3.94E-15  1.78E-15  8.91E-16  4.12E-16  1.34E-16  5.36E-17  2.06E-17  5.55E-18  2.01E-18
   153       1.46E-12  1.03E-12  6.49E-13  4.57E-13  3.20E-13  1.97E-13  1.34E-13  8.80E-14  4.67E-14  2.65E-14
             1.38E-14  5.07E-15  2.16E-15  8.66E-16  2.41E-16  8.84E-17  3.19E-17  8.19E-18  2.91E-18
   154       4.81E-13  3.40E-13  2.15E-13  1.51E-13  1.06E-13  6.53E-14  4.43E-14  2.92E-14  1.55E-14  8.81E-15
             4.59E-15  1.69E-15  7.20E-16  2.88E-16  8.01E-17  2.94E-17  1.06E-17  2.72E-18  9.68E-19
   155       1.97E-12  1.39E-12  8.77E-13  6.14E-13  4.27E-13  2.57E-13  1.69E-13  1.05E-13  4.95E-14  2.52E-14
             1.16E-14  3.69E-15  1.44E-15  5.38E-16  1.41E-16  5.07E-17  1.81E-17  4.59E-18  1.62E-18
   156       2.18E-12  1.53E-12  9.61E-13  6.69E-13  4.59E-13  2.66E-13  1.67E-13  9.67E-14  4.06E-14  1.88E-14
             7.92E-15  2.29E-15  8.55E-16  3.11E-16  8.01E-17  2.85E-17  1.01E-17  2.56E-18  9.07E-19
   157       7.25E-13  5.11E-13  3.20E-13  2.23E-13  1.53E-13  8.88E-14  5.56E-14  3.22E-14  1.35E-14  6.25E-15
             2.64E-15  7.65E-16  2.85E-16  1.04E-16  2.67E-17  9.50E-18  3.37E-18  8.54E-19  3.02E-19
   158       1.85E-12  1.30E-12  8.12E-13  5.60E-13  3.77E-13  2.09E-13  1.24E-13  6.67E-14  2.52E-14  1.08E-14
             4.29E-15  1.18E-15  4.30E-16  1.54E-16  3.94E-17  1.40E-17  4.96E-18  1.25E-18  4.44E-19
   159       6.18E-13  4.35E-13  2.71E-13  1.87E-13  1.26E-13  6.97E-14  4.13E-14  2.22E-14  8.39E-15  3.59E-15
             1.43E-15  3.93E-16  1.43E-16  5.15E-17  1.31E-17  4.66E-18  1.65E-18  4.18E-19  1.48E-19
   160       1.09E-12  7.61E-13  4.70E-13  3.20E-13  2.10E-13  1.11E-13  6.17E-14  3.10E-14  1.07E-14  4.33E-15
             1.66E-15  4.42E-16  1.59E-16  5.69E-17  1.45E-17  5.13E-18  1.81E-18  4.59E-19  1.62E-19
   161       3.62E-13  2.54E-13  1.57E-13  1.07E-13  7.01E-14  3.69E-14  2.06E-14  1.03E-14  3.56E-15  1.44E-15
             5.53E-16  1.47E-16  5.31E-17  1.90E-17  4.82E-18  1.71E-18  6.05E-19  1.53E-19  5.41E-20
   162       3.29E-13  2.30E-13  1.40E-13  9.38E-14  6.00E-14  2.98E-14  1.56E-14  7.38E-15  2.37E-15  9.23E-16
             3.45E-16  9.04E-17  3.23E-17  1.15E-17  2.92E-18  1.03E-18  3.66E-19  9.26E-20  3.27E-20
   163       1.10E-13  7.65E-14  4.67E-14  3.13E-14  2.00E-14  9.92E-15  5.21E-15  2.46E-15  7.89E-16  3.08E-16
             1.15E-16  3.01E-17  1.08E-17  3.83E-18  9.74E-19  3.45E-19  1.22E-19  3.09E-20  1.09E-20
   164       6.56E-13  4.63E-13  2.91E-13  2.04E-13  1.42E-13  8.54E-14  5.60E-14  3.48E-14  1.65E-14  8.38E-15
             3.87E-15  1.23E-15  4.79E-16  1.79E-16  4.71E-17  1.69E-17  6.01E-18  1.53E-18  5.41E-19


 -----------------------------------------
 PRTF= 1  TRMPRT= (2S)  SPNPRT= 2  NSYS= 2
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 1
   IREP
   ----
     2       1.76E-11  1.24E-11  7.85E-12  5.54E-12  3.91E-12  2.47E-12  1.73E-12  1.21E-12  7.39E-13  4.97E-13
             3.23E-13  1.71E-13  9.92E-14  5.43E-14  2.24E-14  1.07E-14  4.85E-15  1.58E-15  6.47E-16
     3       8.81E-12  6.22E-12  3.93E-12  2.77E-12  1.95E-12  1.22E-12  8.46E-13  5.77E-13  3.33E-13  2.09E-13
             1.24E-13  5.70E-14  2.95E-14  1.45E-14  5.26E-15  2.33E-15  9.92E-16  3.05E-16  1.21E-16
     4       6.56E-12  4.64E-12  2.93E-12  2.06E-12  1.45E-12  8.94E-13  6.10E-13  4.06E-13  2.23E-13  1.33E-13
             7.47E-14  3.18E-14  1.57E-14  7.38E-15  2.57E-15  1.11E-15  4.63E-16  1.40E-16  5.49E-17
     5       5.26E-12  3.71E-12  2.34E-12  1.64E-12  1.15E-12  7.00E-13  4.70E-13  3.04E-13  1.59E-13  9.09E-14
             4.89E-14  1.98E-14  9.41E-15  4.31E-15  1.45E-15  6.17E-16  2.55E-16  7.60E-17  2.96E-17
     6       4.39E-12  3.10E-12  1.95E-12  1.36E-12  9.47E-13  5.70E-13  3.76E-13  2.37E-13  1.19E-13  6.54E-14
             3.40E-14  1.32E-14  6.13E-15  2.75E-15  9.08E-16  3.81E-16  1.56E-16  4.61E-17  1.79E-17
     7       3.77E-12  2.66E-12  1.67E-12  1.16E-12  8.04E-13  4.77E-13  3.08E-13  1.90E-13  9.13E-14  4.89E-14
             2.47E-14  9.29E-15  4.23E-15  1.87E-15  6.08E-16  2.53E-16  1.03E-16  3.02E-17  1.17E-17
     8       3.31E-12  2.33E-12  1.46E-12  1.01E-12  6.95E-13  4.05E-13  2.57E-13  1.55E-13  7.20E-14  3.76E-14
             1.86E-14  6.81E-15  3.06E-15  1.33E-15  4.28E-16  1.77E-16  7.14E-17  2.09E-17  8.04E-18
     9       2.95E-12  2.07E-12  1.29E-12  8.96E-13  6.10E-13  3.50E-13  2.18E-13  1.28E-13  5.80E-14  2.96E-14
             1.43E-14  5.16E-15  2.29E-15  9.86E-16  3.14E-16  1.29E-16  5.18E-17  1.51E-17  5.79E-18
    10       2.65E-12  1.87E-12  1.16E-12  8.01E-13  5.41E-13  3.05E-13  1.87E-13  1.08E-13  4.74E-14  2.38E-14
             1.13E-14  4.01E-15  1.76E-15  7.52E-16  2.37E-16  9.68E-17  3.88E-17  1.12E-17  4.31E-18
    11       2.42E-12  1.70E-12  1.05E-12  7.22E-13  4.84E-13  2.68E-13  1.62E-13  9.17E-14  3.94E-14  1.94E-14
             9.13E-15  3.18E-15  1.38E-15  5.87E-16  1.84E-16  7.48E-17  2.99E-17  8.63E-18  3.31E-18
    12       2.22E-12  1.55E-12  9.61E-13  6.56E-13  4.36E-13  2.38E-13  1.41E-13  7.87E-14  3.31E-14  1.61E-14
             7.48E-15  2.57E-15  1.11E-15  4.68E-16  1.46E-16  5.90E-17  2.35E-17  6.77E-18  2.59E-18
    13       2.05E-12  1.43E-12  8.83E-13  5.99E-13  3.95E-13  2.12E-13  1.24E-13  6.82E-14  2.81E-14  1.35E-14
             6.21E-15  2.11E-15  9.04E-16  3.80E-16  1.18E-16  4.75E-17  1.89E-17  5.42E-18  2.07E-18
    14       1.90E-12  1.33E-12  8.15E-13  5.50E-13  3.60E-13  1.90E-13  1.10E-13  5.95E-14  2.41E-14  1.14E-14
             5.21E-15  1.75E-15  7.48E-16  3.13E-16  9.63E-17  3.88E-17  1.54E-17  4.41E-18  1.68E-18
    15       1.78E-12  1.24E-12  7.59E-13  5.10E-13  3.30E-13  1.72E-13  9.79E-14  5.23E-14  2.08E-14  9.80E-15
             4.43E-15  1.48E-15  6.26E-16  2.61E-16  7.99E-17  3.21E-17  1.27E-17  3.63E-18  1.38E-18
    16       1.67E-12  1.16E-12  7.08E-13  4.73E-13  3.04E-13  1.56E-13  8.76E-14  4.62E-14  1.81E-14  8.45E-15
             3.79E-15  1.25E-15  5.29E-16  2.19E-16  6.70E-17  2.69E-17  1.06E-17  3.03E-18  1.15E-18
    17       1.48E-12  1.03E-12  6.19E-13  4.08E-13  2.58E-13  1.29E-13  7.08E-14  3.65E-14  1.40E-14  6.41E-15
             2.84E-15  9.28E-16  3.89E-16  1.60E-16  4.86E-17  1.94E-17  7.65E-18  2.18E-18  8.23E-19
    18       1.33E-12  9.20E-13  5.49E-13  3.58E-13  2.22E-13  1.08E-13  5.83E-14  2.95E-14  1.11E-14  5.02E-15
             2.20E-15  7.10E-16  2.95E-16  1.21E-16  3.65E-17  1.45E-17  5.71E-18  1.62E-18  6.11E-19
    19       1.21E-12  8.31E-13  4.91E-13  3.16E-13  1.93E-13  9.20E-14  4.87E-14  2.42E-14  8.93E-15  4.00E-15
             1.74E-15  5.56E-16  2.30E-16  9.39E-17  2.82E-17  1.12E-17  4.38E-18  1.24E-18  4.69E-19
    20       1.05E-12  7.20E-13  4.19E-13  2.66E-13  1.59E-13  7.32E-14  3.79E-14  1.85E-14  6.65E-15  2.94E-15
             1.26E-15  3.99E-16  1.64E-16  6.66E-17  1.99E-17  7.85E-18  3.07E-18  8.66E-19  3.27E-19
    21       8.98E-13  6.09E-13  3.47E-13  2.15E-13  1.25E-13  5.56E-14  2.80E-14  1.34E-14  4.70E-15  2.05E-15
             8.68E-16  2.71E-16  1.11E-16  4.46E-17  1.32E-17  5.21E-18  2.03E-18  5.70E-19  2.15E-19
    22       7.31E-13  4.88E-13  2.70E-13  1.62E-13  9.10E-14  3.86E-14  1.89E-14  8.76E-15  2.99E-15  1.28E-15
             5.37E-16  1.65E-16  6.68E-17  2.68E-17  7.87E-18  3.09E-18  1.20E-18  3.35E-19  1.26E-19
    23       6.47E-13  4.27E-13  2.31E-13  1.36E-13  7.50E-14  3.10E-14  1.49E-14  6.83E-15  2.30E-15  9.76E-16
             4.06E-16  1.24E-16  4.99E-17  1.99E-17  5.84E-18  2.28E-18  8.83E-19  2.47E-19  9.28E-20
    24       5.48E-13  3.57E-13  1.87E-13  1.07E-13  5.77E-14  2.31E-14  1.09E-14  4.89E-15  1.62E-15  6.79E-16
             2.80E-16  8.47E-17  3.39E-17  1.35E-17  3.93E-18  1.53E-18  5.91E-19  1.65E-19  6.18E-20
    25       4.96E-13  3.19E-13  1.64E-13  9.27E-14  4.90E-14  1.92E-14  8.95E-15  3.99E-15  1.31E-15  5.46E-16
             2.24E-16  6.75E-17  2.69E-17  1.07E-17  3.10E-18  1.21E-18  4.65E-19  1.29E-19  4.85E-20
    26       4.30E-13  2.73E-13  1.37E-13  7.55E-14  3.91E-14  1.50E-14  6.86E-15  3.02E-15  9.77E-16  4.05E-16
             1.65E-16  4.94E-17  1.97E-17  7.76E-18  2.25E-18  8.72E-19  3.35E-19  9.33E-20  3.49E-20
    27       3.78E-13  2.36E-13  1.15E-13  6.24E-14  3.17E-14  1.19E-14  5.39E-15  2.35E-15  7.51E-16  3.09E-16
             1.25E-16  3.74E-17  1.48E-17  5.83E-18  1.68E-18  6.52E-19  2.50E-19  6.95E-20  2.60E-20
    28       3.15E-13  1.92E-13  9.12E-14  4.81E-14  2.39E-14  8.73E-15  3.89E-15  1.67E-15  5.28E-16  2.16E-16
             8.70E-17  2.58E-17  1.02E-17  3.99E-18  1.15E-18  4.43E-19  1.70E-19  4.70E-20  1.75E-20
    29       2.58E-13  1.54E-13  7.01E-14  3.60E-14  1.75E-14  6.23E-15  2.73E-15  1.16E-15  3.62E-16  1.47E-16
             5.89E-17  1.73E-17  6.80E-18  2.66E-18  7.61E-19  2.94E-19  1.12E-19  3.10E-20  1.16E-20
    30       1.90E-13  1.09E-13  4.71E-14  2.33E-14  1.10E-14  3.79E-15  1.63E-15  6.81E-16  2.09E-16  8.40E-17
             3.34E-17  9.73E-18  3.80E-18  1.48E-18  4.21E-19  1.62E-19  6.18E-20  1.70E-20  6.34E-21
    31       1.53E-13  8.52E-14  3.57E-14  1.73E-14  7.98E-15  2.70E-15  1.15E-15  4.76E-16  1.45E-16  5.78E-17
             2.29E-17  6.63E-18  2.58E-18  1.00E-18  2.84E-19  1.09E-19  4.15E-20  1.14E-20  4.25E-21
    32       1.11E-13  5.94E-14  2.38E-14  1.12E-14  5.04E-15  1.66E-15  6.97E-16  2.86E-16  8.58E-17  3.40E-17
             1.34E-17  3.85E-18  1.49E-18  5.78E-19  1.63E-19  6.24E-20  2.37E-20  6.51E-21  2.41E-21
    33       8.58E-14  4.49E-14  1.74E-14  8.04E-15  3.56E-15  1.16E-15  4.79E-16  1.95E-16  5.81E-17  2.29E-17
             8.97E-18  2.57E-18  9.95E-19  3.83E-19  1.08E-19  4.13E-20  1.56E-20  4.28E-21  1.59E-21
    34       5.83E-14  2.94E-14  1.09E-14  4.92E-15  2.13E-15  6.78E-16  2.78E-16  1.12E-16  3.29E-17  1.29E-17
             5.03E-18  1.43E-18  5.52E-19  2.12E-19  5.95E-20  2.27E-20  8.58E-21  2.34E-21  8.69E-22
    35       4.27E-14  2.10E-14  7.58E-15  3.35E-15  1.43E-15  4.48E-16  1.82E-16  7.28E-17  2.13E-17  8.31E-18
             3.22E-18  9.15E-19  3.51E-19  1.35E-19  3.77E-20  1.43E-20  5.41E-21  1.48E-21  5.46E-22
    36       2.60E-14  1.23E-14  4.27E-15  1.84E-15  7.73E-16  2.37E-16  9.53E-17  3.78E-17  1.09E-17  4.25E-18
             1.64E-18  4.62E-19  1.77E-19  6.75E-20  1.88E-20  7.13E-21  2.69E-21  7.31E-22  2.70E-22
    37       1.84E-14  8.51E-15  2.89E-15  1.23E-15  5.10E-16  1.55E-16  6.17E-17  2.43E-17  7.01E-18  2.71E-18
             1.04E-18  2.93E-19  1.12E-19  4.26E-20  1.18E-20  4.48E-21  1.69E-21  4.58E-22  1.69E-22
    38       1.08E-14  4.83E-15  1.59E-15  6.64E-16  2.72E-16  8.13E-17  3.21E-17  1.26E-17  3.59E-18  1.38E-18
             5.29E-19  1.48E-19  5.63E-20  2.14E-20  5.93E-21  2.24E-21  8.40E-22  2.28E-22  8.41E-23
    39       7.24E-15  3.19E-15  1.03E-15  4.25E-16  1.72E-16  5.11E-17  2.01E-17  7.83E-18  2.22E-18  8.53E-19
             3.26E-19  9.09E-20  3.45E-20  1.31E-20  3.62E-21  1.36E-21  5.11E-22  1.38E-22  5.10E-23
    40       3.81E-15  1.64E-15  5.16E-16  2.10E-16  8.43E-17  2.47E-17  9.63E-18  3.73E-18  1.05E-18  4.02E-19
             1.53E-19  4.24E-20  1.61E-20  6.07E-21  1.67E-21  6.29E-22  2.36E-22  6.36E-23  2.34E-23
    41       2.65E-15  1.13E-15  3.51E-16  1.42E-16  5.66E-17  1.65E-17  6.41E-18  2.47E-18  6.96E-19  2.65E-19
             1.01E-19  2.79E-20  1.05E-20  3.98E-21  1.10E-21  4.11E-22  1.54E-22  4.14E-23  1.52E-23
    42       1.55E-15  6.52E-16  2.00E-16  8.05E-17  3.19E-17  9.22E-18  3.57E-18  1.37E-18  3.85E-19  1.46E-19
             5.55E-20  1.53E-20  5.79E-21  2.18E-21  5.99E-22  2.25E-22  8.40E-23  2.26E-23  8.32E-24

                                                                                              -----------------
                                                                                              SYS= 2  SPNSYS= 3
   IREP
   ----
     2       3.38E-11  2.39E-11  1.51E-11  1.07E-11  7.51E-12  4.72E-12  3.30E-12  2.28E-12  1.35E-12  8.73E-13
             5.33E-13  2.48E-13  1.26E-13  5.94E-14  1.95E-14  7.87E-15  3.03E-15  8.21E-16  2.99E-16
     3       2.73E-11  1.93E-11  1.22E-11  8.59E-12  6.05E-12  3.77E-12  2.62E-12  1.78E-12  1.02E-12  6.42E-13
             3.80E-13  1.74E-13  8.98E-14  4.40E-14  1.59E-14  7.04E-15  3.00E-15  9.21E-16  3.65E-16
     4       2.00E-11  1.41E-11  8.91E-12  6.28E-12  4.40E-12  2.72E-12  1.86E-12  1.23E-12  6.76E-13  4.03E-13
             2.26E-13  9.62E-14  4.74E-14  2.23E-14  7.73E-15  3.33E-15  1.39E-15  4.21E-16  1.65E-16
     5       1.59E-11  1.12E-11  7.07E-12  4.97E-12  3.47E-12  2.12E-12  1.42E-12  9.20E-13  4.80E-13  2.74E-13
             1.47E-13  5.95E-14  2.83E-14  1.30E-14  4.37E-15  1.85E-15  7.66E-16  2.28E-16  8.90E-17
     6       1.32E-11  9.34E-12  5.87E-12  4.11E-12  2.86E-12  1.72E-12  1.13E-12  7.15E-13  3.57E-13  1.97E-13
             1.02E-13  3.97E-14  1.84E-14  8.26E-15  2.73E-15  1.14E-15  4.68E-16  1.38E-16  5.37E-17
     7       1.14E-11  8.01E-12  5.02E-12  3.51E-12  2.42E-12  1.43E-12  9.28E-13  5.71E-13  2.75E-13  1.47E-13
             7.42E-14  2.79E-14  1.27E-14  5.61E-15  1.82E-15  7.59E-16  3.08E-16  9.06E-17  3.50E-17
     8       9.95E-12  7.01E-12  4.39E-12  3.05E-12  2.09E-12  1.22E-12  7.74E-13  4.66E-13  2.16E-13  1.13E-13
             5.58E-14  2.05E-14  9.18E-15  4.00E-15  1.28E-15  5.30E-16  2.14E-16  6.26E-17  2.41E-17
     9       8.85E-12  6.23E-12  3.89E-12  2.69E-12  1.83E-12  1.05E-12  6.56E-13  3.86E-13  1.74E-13  8.89E-14
             4.31E-14  1.55E-14  6.86E-15  2.96E-15  9.41E-16  3.86E-16  1.55E-16  4.52E-17  1.74E-17
    10       7.98E-12  5.61E-12  3.49E-12  2.41E-12  1.62E-12  9.17E-13  5.62E-13  3.24E-13  1.42E-13  7.14E-14
             3.41E-14  1.20E-14  5.27E-15  2.26E-15  7.11E-16  2.90E-16  1.16E-16  3.37E-17  1.29E-17
    11       7.26E-12  5.10E-12  3.16E-12  2.17E-12  1.45E-12  8.06E-13  4.86E-13  2.75E-13  1.18E-13  5.83E-14
             2.74E-14  9.54E-15  4.15E-15  1.76E-15  5.52E-16  2.24E-16  8.96E-17  2.59E-17  9.92E-18
    12       6.65E-12  4.67E-12  2.88E-12  1.97E-12  1.31E-12  7.14E-13  4.24E-13  2.36E-13  9.93E-14  4.83E-14
             2.24E-14  7.71E-15  3.33E-15  1.41E-15  4.37E-16  1.77E-16  7.05E-17  2.03E-17  7.77E-18
    13       6.14E-12  4.30E-12  2.65E-12  1.80E-12  1.18E-12  6.37E-13  3.73E-13  2.05E-13  8.43E-14  4.05E-14
             1.86E-14  6.33E-15  2.71E-15  1.14E-15  3.53E-16  1.42E-16  5.66E-17  1.63E-17  6.21E-18
    14       5.70E-12  3.99E-12  2.45E-12  1.65E-12  1.08E-12  5.71E-13  3.30E-13  1.78E-13  7.23E-14  3.43E-14
             1.56E-14  5.26E-15  2.24E-15  9.38E-16  2.89E-16  1.16E-16  4.61E-17  1.32E-17  5.04E-18
    15       5.34E-12  3.73E-12  2.28E-12  1.53E-12  9.91E-13  5.16E-13  2.94E-13  1.57E-13  6.25E-14  2.94E-14
             1.33E-14  4.43E-15  1.88E-15  7.82E-16  2.40E-16  9.63E-17  3.81E-17  1.09E-17  4.15E-18
    16       5.01E-12  3.49E-12  2.12E-12  1.42E-12  9.11E-13  4.68E-13  2.63E-13  1.39E-13  5.44E-14  2.53E-14
             1.14E-14  3.76E-15  1.59E-15  6.59E-16  2.01E-16  8.06E-17  3.18E-17  9.09E-18  3.46E-18
    17       4.44E-12  3.08E-12  1.86E-12  1.23E-12  7.74E-13  3.87E-13  2.12E-13  1.10E-13  4.20E-14  1.92E-14
             8.52E-15  2.78E-15  1.17E-15  4.81E-16  1.46E-16  5.83E-17  2.29E-17  6.53E-18  2.47E-18
    18       3.99E-12  2.76E-12  1.65E-12  1.07E-12  6.67E-13  3.25E-13  1.75E-13  8.86E-14  3.32E-14  1.50E-14
             6.59E-15  2.13E-15  8.86E-16  3.63E-16  1.10E-16  4.36E-17  1.71E-17  4.86E-18  1.83E-18
    19       3.62E-12  2.49E-12  1.47E-12  9.49E-13  5.80E-13  2.76E-13  1.46E-13  7.27E-14  2.68E-14  1.20E-14
             5.21E-15  1.67E-15  6.90E-16  2.82E-16  8.45E-17  3.35E-17  1.31E-17  3.72E-18  1.41E-18
    20       3.16E-12  2.16E-12  1.26E-12  7.97E-13  4.77E-13  2.20E-13  1.14E-13  5.55E-14  2.00E-14  8.82E-15
             3.79E-15  1.20E-15  4.92E-16  2.00E-16  5.96E-17  2.36E-17  9.20E-18  2.60E-18  9.81E-19
    21       2.70E-12  1.83E-12  1.04E-12  6.45E-13  3.76E-13  1.67E-13  8.41E-14  4.01E-14  1.41E-14  6.14E-15
