SEQ='NE'     NUCCHG=20                                                  /LS/

   PARENT TERM INDEXING                 BWNP= 135776773.9   NPRNTI= 1   NPRNTF= 1
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P5             (2)1( 2.5)        0.0 

   LS RESOLVED TERM INDEXING            BWNR= 140541089.1   NTRM= 175
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
    86     1    2S2 2P5 6H1         (3)4(13.0)  4394982.6 
    87     1    2S2 2P5 6H1         (1)4( 4.0)  4394982.6 
    88     1    2S2 2P5 6H1         (3)5(16.0)  4394982.6 
    89     1    2S2 2P5 6H1         (1)5( 5.0)  4394982.6 
    90     1    2S2 2P5 6H1         (3)6(19.0)  4394982.6 
    91     1    2S2 2P5 6H1         (1)6( 6.0)  4394982.6 
    92     1    2S2 2P5 6F1         (3)3(10.0)  4395305.7 
    93     1    2S2 2P5 6F1         (1)3( 3.0)  4395305.7 
    94     1    2S2 2P5 7S1         (3)1( 4.0)  4461434.1 
    95     1    2S2 2P5 7S1         (1)1( 1.0)  4462308.2 
    96     1    2S2 2P5 7P1         (3)0( 1.0)  4471220.5 
    97     1    2S2 2P5 7P1         (3)2( 7.0)  4472499.3 
    98     1    2S2 2P5 7P1         (1)2( 2.0)  4473245.8 
    99     1    2S2 2P5 7P1         (1)1( 1.0)  4473351.9 
   100     1    2S2 2P5 7P1         (3)1( 4.0)  4473351.9 
   101     1    2S2 2P5 7P1         (1)0( 0.0)  4479423.6 
   102     1    2S2 2P5 7D1         (3)1( 4.0)  4485699.4 
   103     1    2S2 2P5 7D1         (3)3(10.0)  4486313.3 
   104     1    2S2 2P5 7D1         (1)3( 3.0)  4487184.5 
   105     1    2S2 2P5 7D1         (1)2( 2.0)  4487418.4 
   106     1    2S2 2P5 7D1         (3)2( 7.0)  4487418.4 
   107     1    2S2 2P5 7D1         (1)1( 1.0)  4490972.5 
   108     1    2S2 2P5 7F1         (3)2( 7.0)  4492335.7 
   109     1    2S2 2P5 7F1         (3)4(13.0)  4492552.9 
   110     1    2S2 2P5 7F1         (1)4( 4.0)  4492672.5 
   111     1    2S2 2P5 7G1         (3)3(10.0)  4492728.8 
   112     1    2S2 2P5 7G1         (1)3( 3.0)  4492728.8 
   113     1    2S2 2P5 7G1         (3)4(13.0)  4492728.8 
   114     1    2S2 2P5 7G1         (1)4( 4.0)  4492728.8 
   115     1    2S2 2P5 7G1         (3)5(16.0)  4492728.8 
   116     1    2S2 2P5 7G1         (1)5( 5.0)  4492728.8 
   117     1    2S2 2P5 7F1         (1)2( 2.0)  4492781.0 
   118     1    2S2 2P5 7H1         (3)4(13.0)  4493020.6 
   119     1    2S2 2P5 7H1         (1)4( 4.0)  4493020.6 
   120     1    2S2 2P5 7H1         (3)5(16.0)  4493020.6 
   121     1    2S2 2P5 7H1         (1)5( 5.0)  4493020.6 
   122     1    2S2 2P5 7H1         (3)6(19.0)  4493020.6 
   123     1    2S2 2P5 7H1         (1)6( 6.0)  4493020.6 
   124     1    2S2 2P5 7I1         (3)5(16.0)  4493150.8 
   125     1    2S2 2P5 7I1         (1)5( 5.0)  4493150.8 
