SEQ='AL'     NUCCHG=20                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 144375973.8   NPRNTI= 4   NPRNTF=26
   ---------------------
   INDP         CODE                 S L   WI        WNP
   265     4    3S1 3P1 5P1         (4)2( 3.5)   990722.1 
   266     3    3S1 3P1 5P1         (4)1( 1.5)   991124.4 
   267     4    3S1 3P1 5P1         (4)1( 2.5)   992673.2 
   268     1    3S2 6F1             (2)3( 2.5)   993506.7 
   269     1    3S2 6F1             (2)3( 3.5)   993520.4 
   270     4    3S1 3P1 5P1         (4)0( 1.5)   993718.3 
   271     4    3S1 3P1 5P1         (2)2( 1.5)   995291.4 
   272     1    3S2 6G1             (1)*( 3.5)   995779.7 
   273     1    3S2 6G1             (1)*( 4.5)   995779.7 
   274     1    3S2 6H1             (1)*( 4.5)   996206.1 
   275     1    3S2 6H1             (1)*( 5.5)   996206.1 
   276     4    3S1 3P1 5P1         (2)2( 2.5)   997551.6 
   277     4    3S1 3P1 5P1         (2)0( 0.5)  1003178.6 
   278     1    3S2 7S1             (2)0( 0.5)  1016700.2 
   279    10    3P2 4P1             (2)1( 0.5)  1019629.2 
   280    10    3P2 4P1             (2)1( 1.5)  1020000.4 
   281     1    3S2 7P1             (2)1( 0.5)  1026401.0 
   282     1    3S2 7P1             (2)1( 1.5)  1026617.0 
   283     2    3S1 3P1 5D1         (4)2( 1.5)  1028025.1 
   284     2    3S1 3P1 5D1         (4)2( 2.5)  1028158.4 
   285     3    3S1 3P1 5D1         (4)2( 0.5)  1028469.4 
   286     3    3S1 3P1 5D1         (2)2( 1.5)  1028691.1 
   287     3    3S1 3P1 5D1         (4)2( 3.5)  1029178.6 
   288     3    3S1 3P1 5D1         (2)2( 2.5)  1029427.5 
   289     3    3S1 3P1 5D1         (4)3( 1.5)  1030433.1 
   290     3    3S1 3P1 5D1         (4)3( 2.5)  1031066.0 
   291    11    3S1 3D1 4P1         (4)2( 0.5)  1031116.7 
   292    11    3S1 3D1 4P1         (4)2( 1.5)  1031247.5 
   293    11    3S1 3D1 4P1         (4)2( 2.5)  1031477.8 
   294    12    3S1 3D1 4P1         (4)2( 3.5)  1031827.1 
   295     4    3S1 3P1 5D1         (4)3( 3.5)  1032223.9 
   296     4    3S1 3P1 5D1         (4)3( 4.5)  1033138.2 
