#
# Output file generated by Yacora 0.8.0
# =====================================
#   Filename: 'PopKoeff_n=19.txt'
#   Date of creation: 23. January 2009
#   Time of creation: 15:03:23
#   Used input file: 'H_6_12_2004.txt'
#   Performed calculation: Population Coefficient for state 'H(19)' coupled to the particle 'H2'
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 50 calculated values between 5.5000 and 25.0000
#              T_i: Fixed value 0.0000
#              T_n: Fixed value 0.0000
#              n_e: 50 calculated values between 5.0000e+017 and 2.5000e+020
#              n_i: Fixed value 0.0000
#              n_n: Fixed value 1.0000

#   Pressure: 
#              Not defined (set to zero)

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   5.5000        5.0000e+017   5.19512780e-028    
   5.5000        5.6761e+017   4.94032273e-028    
   5.5000        6.4437e+017   4.69828115e-028    
   5.5000        7.3150e+017   4.46831528e-028    
   5.5000        8.3041e+017   4.24976080e-028    
   5.5000        9.4270e+017   4.04198349e-028    
   5.5000        1.0702e+018   3.84438551e-028    
   5.5000        1.2149e+018   3.65641021e-028    
   5.5000        1.3792e+018   3.47754466e-028    
   5.5000        1.5657e+018   3.30731953e-028    
   5.5000        1.7774e+018   3.14530604e-028    
   5.5000        2.0177e+018   2.99111058e-028    
   5.5000        2.2906e+018   2.84436736e-028    
   5.5000        2.6003e+018   2.70473027e-028    
   5.5000        2.9519e+018   2.57186482e-028    
   5.5000        3.3511e+018   2.44544120e-028    
   5.5000        3.8042e+018   2.32512937e-028    
   5.5000        4.3186e+018   2.21059650e-028    
   5.5000        4.9026e+018   2.10150720e-028    
   5.5000        5.5656e+018   1.99752627e-028    
   5.5000        6.3182e+018   1.89832363e-028    
   5.5000        7.1725e+018   1.80358076e-028    
   5.5000        8.1424e+018   1.71299787e-028    
   5.5000        9.2434e+018   1.62630092e-028    
   5.5000        1.0493e+019   1.54324776e-028    
   5.5000        1.1912e+019   1.46363258e-028    
   5.5000        1.3523e+019   1.38728825e-028    
   5.5000        1.5352e+019   1.31408622e-028    
   5.5000        1.7428e+019   1.24393391e-028    
   5.5000        1.9784e+019   1.17676982e-028    
   5.5000        2.2460e+019   1.11255691e-028    
   5.5000        2.5497e+019   1.05127458e-028    
   5.5000        2.8944e+019   9.92910255e-029    
   5.5000        3.2858e+019   9.37451071e-029    
   5.5000        3.7301e+019   8.84876378e-029    
   5.5000        4.2345e+019   8.35151574e-029    
   5.5000        4.8071e+019   7.88223596e-029    
   5.5000        5.4572e+019   7.44018222e-029    
   5.5000        6.1951e+019   7.02439183e-029    
   5.5000        7.0328e+019   6.63368923e-029    
   5.5000        7.9838e+019   6.26670755e-029    
   5.5000        9.0634e+019   5.92192110e-029    
   5.5000        1.0289e+020   5.59768561e-029    
   5.5000        1.1680e+020   5.29228307e-029    
   5.5000        1.3260e+020   5.00396858e-029    
   5.5000        1.5053e+020   4.73101679e-029    
   5.5000        1.7088e+020   4.47176605e-029    
   5.5000        1.9399e+020   4.22465876e-029    
   5.5000        2.2022e+020   3.98827654e-029    
   5.5000        2.5000e+020   3.76136919e-029    
   5.6726        5.0000e+017   5.81022206e-028    
   5.6726        5.6761e+017   5.52445938e-028    
   5.6726        6.4437e+017   5.25303210e-028    
   5.6726        7.3150e+017   4.99516673e-028    
   5.6726        8.3041e+017   4.75011643e-028    
   5.6726        9.4270e+017   4.51716861e-028    
   5.6726        1.0702e+018   4.29565187e-028    
   5.6726        1.2149e+018   4.08494134e-028    
   5.6726        1.3792e+018   3.88446141e-028    
   5.6726        1.5657e+018   3.69368548e-028    
   5.6726        1.7774e+018   3.51213249e-028    
   5.6726        2.0177e+018   3.33936071e-028    
   5.6726        2.2906e+018   3.17495951e-028    
   5.6726        2.6003e+018   3.01854022e-028    
   5.6726        2.9519e+018   2.86972704e-028    
   5.6726        3.3511e+018   2.72814944e-028    
   5.6726        3.8042e+018   2.59343656e-028    
   5.6726        4.3186e+018   2.46521456e-028    
   5.6726        4.9026e+018   2.34310686e-028    
   5.6726        5.5656e+018   2.22673736e-028    
   5.6726        6.3182e+018   2.11573591e-028    
   5.6726        7.1725e+018   2.00974561e-028    
   5.6726        8.1424e+018   1.90843071e-028    
   5.6726        9.2434e+018   1.81148450e-028    
   5.6726        1.0493e+019   1.71863602e-028    
   5.6726        1.1912e+019   1.62965497e-028    
   5.6726        1.3523e+019   1.54435417e-028    
   5.6726        1.5352e+019   1.46258933e-028    
   5.6726        1.7428e+019   1.38425603e-028    
   5.6726        1.9784e+019   1.30928421e-028    
   5.6726        2.2460e+019   1.23763061e-028    
   5.6726        2.5497e+019   1.16926997e-028    
