#
# Output file generated by Yacora 0.8.0
# =====================================
#   Filename: 'PopKoeff_n=14.txt'
#   Date of creation: 23. January 2009
#   Time of creation: 15:03:18
#   Used input file: 'H_6_12_2004.txt'
#   Performed calculation: Population Coefficient for state 'H(14)' coupled to the particle 'H2'
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 50 calculated values between 5.5000 and 25.0000
#              T_i: Fixed value 0.0000
#              T_n: Fixed value 0.0000
#              n_e: 50 calculated values between 5.0000e+017 and 2.5000e+020
#              n_i: Fixed value 0.0000
#              n_n: Fixed value 1.0000

#   Pressure: 
#              Not defined (set to zero)

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   5.5000        5.0000e+017   1.57076862e-027    
   5.5000        5.6761e+017   1.49337948e-027    
   5.5000        6.4437e+017   1.41988594e-027    
   5.5000        7.3150e+017   1.35007790e-027    
   5.5000        8.3041e+017   1.28375234e-027    
   5.5000        9.4270e+017   1.22071531e-027    
   5.5000        1.0702e+018   1.16078393e-027    
   5.5000        1.2149e+018   1.10378776e-027    
   5.5000        1.3792e+018   1.04956968e-027    
   5.5000        1.5657e+018   9.97985821e-028    
   5.5000        1.7774e+018   9.48904666e-028    
   5.5000        2.0177e+018   9.02205429e-028    
   5.5000        2.2906e+018   8.57775856e-028    
   5.5000        2.6003e+018   8.15509756e-028    
   5.5000        2.9519e+018   7.75304579e-028    
   5.5000        3.3511e+018   7.37059318e-028    
   5.5000        3.8042e+018   7.00673007e-028    
   5.5000        4.3186e+018   6.66043958e-028    
   5.5000        4.9026e+018   6.33069806e-028    
   5.5000        5.5656e+018   6.01648337e-028    
   5.5000        6.3182e+018   5.71678962e-028    
   5.5000        7.1725e+018   5.43064645e-028    
   5.5000        8.1424e+018   5.15714055e-028    
   5.5000        9.2434e+018   4.89543682e-028    
   5.5000        1.0493e+019   4.64479673e-028    
   5.5000        1.1912e+019   4.40459174e-028    
   5.5000        1.3523e+019   4.17431030e-028    
   5.5000        1.5352e+019   3.95355752e-028    
   5.5000        1.7428e+019   3.74204731e-028    
   5.5000        1.9784e+019   3.53958775e-028    
   5.5000        2.2460e+019   3.34606096e-028    
   5.5000        2.5497e+019   3.16139915e-028    
   5.5000        2.8944e+019   2.98555920e-028    
   5.5000        3.2858e+019   2.81849762e-028    
   5.5000        3.7301e+019   2.66014802e-028    
   5.5000        4.2345e+019   2.51040252e-028    
   5.5000        4.8071e+019   2.36909811e-028    
   5.5000        5.4572e+019   2.23600860e-028    
   5.5000        6.1951e+019   2.11084181e-028    
   5.5000        7.0328e+019   1.99324191e-028    
   5.5000        7.9838e+019   1.88279580e-028    
   5.5000        9.0634e+019   1.77904290e-028    
   5.5000        1.0289e+020   1.68148717e-028    
   5.5000        1.1680e+020   1.58961060e-028    
   5.5000        1.3260e+020   1.50288725e-028    
   5.5000        1.5053e+020   1.42079717e-028    
   5.5000        1.7088e+020   1.34283969e-028    
   5.5000        1.9399e+020   1.26854546e-028    
   5.5000        2.2022e+020   1.19748706e-028    
   5.5000        2.5000e+020   1.12928765e-028    
   5.6726        5.0000e+017   1.75481832e-027    
   5.6726        5.6761e+017   1.66812247e-027    
   5.6726        6.4437e+017   1.58579717e-027    
   5.6726        7.3150e+017   1.50760639e-027    
   5.6726        8.3041e+017   1.43332212e-027    
   5.6726        9.4270e+017   1.36272671e-027    
   5.6726        1.0702e+018   1.29561496e-027    
   5.6726        1.2149e+018   1.23179579e-027    
   5.6726        1.3792e+018   1.17109305e-027    
   5.6726        1.5657e+018   1.11334549e-027    
   5.6726        1.7774e+018   1.05840571e-027    
   5.6726        2.0177e+018   1.00613832e-027    
   5.6726        2.2906e+018   9.56417429e-028    
   5.6726        2.6003e+018   9.09123925e-028    
   5.6726        2.9519e+018   8.64142726e-028    
   5.6726        3.3511e+018   8.21360468e-028    
   5.6726        3.8042e+018   7.80663833e-028    
   5.6726        4.3186e+018   7.41938725e-028    
   5.6726        4.9026e+018   7.05070341e-028    
   5.6726        5.5656e+018   6.69944113e-028    
   5.6726        6.3182e+018   6.36447367e-028    
   5.6726        7.1725e+018   6.04471486e-028    
   5.6726        8.1424e+018   5.73914304e-028    
   5.6726        9.2434e+018   5.44682449e-028    
   5.6726        1.0493e+019   5.16693372e-028    
   5.6726        1.1912e+019   4.89876812e-028    
   5.6726        1.3523e+019   4.64175537e-028    
   5.6726        1.5352e+019   4.39545276e-028    
   5.6726        1.7428e+019   4.15953803e-028    
   5.6726        1.9784e+019   3.93379282e-028    
   5.6726        2.2460e+019   3.71808004e-028    
   5.6726        2.5497e+019   3.51231716e-028    
   5.6726        2.8944e+019   3.31644788e-028    
   5.6726        3.2858e+019   3.13041447e-028    
   5.6726        3.7301e+019   2.95413291e-028    
   5.6726        4.2345e+019   2.78747257e-028    
   5.6726        4.8071e+019   2.63024134e-028    
   5.6726        5.4572e+019   2.48217707e-028    
   5.6726        6.1951e+019   2.34294481e-028    
   5.6726        7.0328e+019   2.21213967e-028    
   5.6726        7.9838e+019   2.08929424e-028    
   5.6726        9.0634e+019   1.97388962e-028    
   5.6726        1.0289e+020   1.86536896e-028    
   5.6726        1.1680e+020   1.76315252e-028    
   5.6726        1.3260e+020   1.66665333e-028    
   5.6726        1.5053e+020   1.57529262e-028    
   5.6726        1.7088e+020   1.48851456e-028    
   5.6726        1.9399e+020   1.40579952e-028    
   5.6726        2.2022e+020   1.32667571e-028    
   5.6726        2.5000e+020   1.25072857e-028    
   5.8506        5.0000e+017   1.96234268e-027    
   5.8506        5.6761e+017   1.86504477e-027    
   5.8506        6.4437e+017   1.77266157e-027    
   5.8506        7.3150e+017   1.68492731e-027    
   5.8506        8.3041e+017   1.60158541e-027    
   5.8506        9.4270e+017   1.52239100e-027    
   5.8506        1.0702e+018   1.44711336e-027    
   5.8506        1.2149e+018   1.37553772e-027    
   5.8506        1.3792e+018   1.30746614e-027    
   5.8506        1.5657e+018   1.24271747e-027    
   5.8506        1.7774e+018   1.18112612e-027    
   5.8506        2.0177e+018   1.12253994e-027    
   5.8506        2.2906e+018   1.06681746e-027    
   5.8506        2.6003e+018   1.01382477e-027    
   5.8506        2.9519e+018   9.63432465e-028    
   5.8506        3.3511e+018   9.15513062e-028    
   5.8506        3.8042e+018   8.69939148e-028    
   5.8506        4.3186e+018   8.26582467e-028    
   5.8506        4.9026e+018   7.85314030e-028    
   5.8506        5.5656e+018   7.46005179e-028    
   5.8506        6.3182e+018   7.08529451e-028    
   5.8506        7.1725e+018   6.72764994e-028    
   5.8506        8.1424e+018   6.38597237e-028    
   5.8506        9.2434e+018   6.05921490e-028    
   5.8506        1.0493e+019   5.74645179e-028    
   5.8506        1.1912e+019   5.44689452e-028    
   5.8506        1.3523e+019   5.15989971e-028    
   5.8506        1.5352e+019   4.88496794e-028    
   5.8506        1.7428e+019   4.62173328e-028    
   5.8506        1.9784e+019   4.36994459e-028    
   5.8506        2.2460e+019   4.12944005e-028    
   5.8506        2.5497e+019   3.90011749e-028    
   5.8506        2.8944e+019   3.68190288e-028    
   5.8506        3.2858e+019   3.47471971e-028    
   5.8506        3.7301e+019   3.27846164e-028    
   5.8506        4.2345e+019   3.09297017e-028    
   5.8506        4.8071e+019   2.91801862e-028    
   5.8506        5.4572e+019   2.75330286e-028    
   5.8506        6.1951e+019   2.59843864e-028    
   5.8506        7.0328e+019   2.45296513e-028    
   5.8506        7.9838e+019   2.31635334e-028    
   5.8506        9.0634e+019   2.18801865e-028    
   5.8506        1.0289e+020   2.06733592e-028    
   5.8506        1.1680e+020   1.95365635e-028    
   5.8506        1.3260e+020   1.84632486e-028    
   5.8506        1.5053e+020   1.74469721e-028    
   5.8506        1.7088e+020   1.64815627e-028    
   5.8506        1.9399e+020   1.55612667e-028    
   5.8506        2.2022e+020   1.46808745e-028    
   5.8506        2.5000e+020   1.38358236e-028    
   6.0342        5.0000e+017   2.18487472e-027    
   6.0342        5.6761e+017   2.07618675e-027    
   6.0342        6.4437e+017   1.97299834e-027    
   6.0342        7.3150e+017   1.87501179e-027    
   6.0342        8.3041e+017   1.78193980e-027    
   6.0342        9.4270e+017   1.69350833e-027    
   6.0342        1.0702e+018   1.60945926e-027    
   6.0342        1.2149e+018   1.52955238e-027    
   6.0342        1.3792e+018   1.45356639e-027    
   6.0342        1.5657e+018   1.38129875e-027    
   6.0342        1.7774e+018   1.31256435e-027    
   6.0342        2.0177e+018   1.24719306e-027    
   6.0342        2.2906e+018   1.18502667e-027    
   6.0342        2.6003e+018   1.12591535e-027    
   6.0342        2.9519e+018   1.06971431e-027    
   6.0342        3.3511e+018   1.01628089e-027    
   6.0342        3.8042e+018   9.65472514e-028    
   6.0342        4.3186e+018   9.17145717e-028    
   6.0342        4.9026e+018   8.71156264e-028    
   6.0342        5.5656e+018   8.27360363e-028    
   6.0342        6.3182e+018   7.85616742e-028    
   6.0342        7.1725e+018   7.45789346e-028    
   6.0342        8.1424e+018   7.07750293e-028    
   6.0342        9.2434e+018   6.71382746e-028    
   6.0342        1.0493e+019   6.36583371e-028    
   6.0342        1.1912e+019   6.03264089e-028    
   6.0342        1.3523e+019   5.71352918e-028    
   6.0342        1.5352e+019   5.40793799e-028    
   6.0342        1.7428e+019   5.11545409e-028    
   6.0342        1.9784e+019   4.83579047e-028    
   6.0342        2.2460e+019   4.56875808e-028    
   6.0342        2.5497e+019   4.31423272e-028    
   6.0342        2.8944e+019   4.07212030e-028    
   6.0342        3.2858e+019   3.84232305e-028    
   6.0342        3.7301e+019   3.62470955e-028    
   6.0342        4.2345e+019   3.41909032e-028    
   6.0342        4.8071e+019   3.22520050e-028    
