#
# Output file generated by Yacora 0.8.0
# =====================================
#   Filename: 'PopKoeff_n=13.txt'
#   Date of creation: 23. January 2009
#   Time of creation: 15:03:17
#   Used input file: 'H_6_12_2004.txt'
#   Performed calculation: Population Coefficient for state 'H(13)' coupled to the particle 'H2'
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 50 calculated values between 5.5000 and 25.0000
#              T_i: Fixed value 0.0000
#              T_n: Fixed value 0.0000
#              n_e: 50 calculated values between 5.0000e+017 and 2.5000e+020
#              n_i: Fixed value 0.0000
#              n_n: Fixed value 1.0000

#   Pressure: 
#              Not defined (set to zero)

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   5.5000        5.0000e+017   2.05999482e-027    
   5.5000        5.6761e+017   1.95837484e-027    
   5.5000        6.4437e+017   1.86187428e-027    
   5.5000        7.3150e+017   1.77021757e-027    
   5.5000        8.3041e+017   1.68313826e-027    
   5.5000        9.4270e+017   1.60038171e-027    
   5.5000        1.0702e+018   1.52170768e-027    
   5.5000        1.2149e+018   1.44689223e-027    
   5.5000        1.3792e+018   1.37572878e-027    
   5.5000        1.5657e+018   1.30802813e-027    
   5.5000        1.7774e+018   1.24361727e-027    
   5.5000        2.0177e+018   1.18233726e-027    
   5.5000        2.2906e+018   1.12404036e-027    
   5.5000        2.6003e+018   1.06858680e-027    
   5.5000        2.9519e+018   1.01584162e-027    
   5.5000        3.3511e+018   9.65671886e-028    
   5.5000        3.8042e+018   9.17944786e-028    
   5.5000        4.3186e+018   8.72526567e-028    
   5.5000        4.9026e+018   8.29282629e-028    
   5.5000        5.5656e+018   7.88078590e-028    
   5.5000        6.3182e+018   7.48782221e-028    
   5.5000        7.1725e+018   7.11265971e-028    
   5.5000        8.1424e+018   6.75409784e-028    
   5.5000        9.2434e+018   6.41103866e-028    
   5.5000        1.0493e+019   6.08251088e-028    
   5.5000        1.1912e+019   5.76768750e-028    
   5.5000        1.3523e+019   5.46589493e-028    
   5.5000        1.5352e+019   5.17661256e-028    
   5.5000        1.7428e+019   4.89946247e-028    
   5.5000        1.9784e+019   4.63419032e-028    
   5.5000        2.2460e+019   4.38063889e-028    
   5.5000        2.5497e+019   4.13871684e-028    
   5.5000        2.8944e+019   3.90836533e-028    
   5.5000        3.2858e+019   3.68952529e-028    
   5.5000        3.7301e+019   3.48210785e-028    
   5.5000        4.2345e+019   3.28597006e-028    
   5.5000        4.8071e+019   3.10089699e-028    
   5.5000        5.4572e+019   2.92659113e-028    
   5.5000        6.1951e+019   2.76266879e-028    
   5.5000        7.0328e+019   2.60866306e-028    
   5.5000        7.9838e+019   2.46403221e-028    
   5.5000        9.0634e+019   2.32817245e-028    
   5.5000        1.0289e+020   2.20043370e-028    
   5.5000        1.1680e+020   2.08013715e-028    
   5.5000        1.3260e+020   1.96659373e-028    
   5.5000        1.5053e+020   1.85912225e-028    
   5.5000        1.7088e+020   1.75706677e-028    
   5.5000        1.9399e+020   1.65981244e-028    
   5.5000        2.2022e+020   1.56679927e-028    
   5.5000        2.5000e+020   1.47753351e-028    
   5.6726        5.0000e+017   2.30066395e-027    
   5.6726        5.6761e+017   2.18685827e-027    
   5.6726        6.4437e+017   2.07879441e-027    
   5.6726        7.3150e+017   1.97616288e-027    
   5.6726        8.3041e+017   1.87866455e-027    
   5.6726        9.4270e+017   1.78601372e-027    
   5.6726        1.0702e+018   1.69794093e-027    
   5.6726        1.2149e+018   1.61419515e-027    
   5.6726        1.3792e+018   1.53454489e-027    
   5.6726        1.5657e+018   1.45877814e-027    
   5.6726        1.7774e+018   1.38670106e-027    
   5.6726        2.0177e+018   1.31813553e-027    
   5.6726        2.2906e+018   1.25291593e-027    
   5.6726        2.6003e+018   1.19088551e-027    
   5.6726        2.9519e+018   1.13189288e-027    
   5.6726        3.3511e+018   1.07578890e-027    
