#
# Output file generated by Yacora 0.8.0
# =====================================
#   Filename: 'PopKoeff_n=5.txt'
#   Date of creation: 23. January 2009
#   Time of creation: 15:03:14
#   Used input file: 'H_6_12_2004.txt'
#   Performed calculation: Population Coefficient for state 'H(5)' coupled to the particle 'H2'
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 50 calculated values between 5.5000 and 25.0000
#              T_i: Fixed value 0.0000
#              T_n: Fixed value 0.0000
#              n_e: 50 calculated values between 5.0000e+017 and 2.5000e+020
#              n_i: Fixed value 0.0000
#              n_n: Fixed value 1.0000

#   Pressure: 
#              Not defined (set to zero)

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   5.5000        5.0000e+017   7.49655616e-026    
   5.5000        5.6761e+017   7.23380525e-026    
   5.5000        6.4437e+017   6.97242286e-026    
   5.5000        7.3150e+017   6.71327207e-026    
   5.5000        8.3041e+017   6.45711609e-026    
   5.5000        9.4270e+017   6.20462757e-026    
   5.5000        1.0702e+018   5.95640045e-026    
   5.5000        1.2149e+018   5.71296200e-026    
   5.5000        1.3792e+018   5.47478287e-026    
   5.5000        1.5657e+018   5.24228359e-026    
   5.5000        1.7774e+018   5.01583692e-026    
   5.5000        2.0177e+018   4.79576612e-026    
   5.5000        2.2906e+018   4.58234004e-026    
   5.5000        2.6003e+018   4.37576652e-026    
   5.5000        2.9519e+018   4.17618567e-026    
   5.5000        3.3511e+018   3.98366490e-026    
   5.5000        3.8042e+018   3.79819692e-026    
   5.5000        4.3186e+018   3.61970176e-026    
   5.5000        4.9026e+018   3.44803320e-026    
   5.5000        5.5656e+018   3.28298933e-026    
   5.5000        6.3182e+018   3.12432661e-026    
   5.5000        7.1725e+018   2.97177626e-026    
   5.5000        8.1424e+018   2.82506154e-026    
   5.5000        9.2434e+018   2.68391458e-026    
   5.5000        1.0493e+019   2.54809125e-026    
   5.5000        1.1912e+019   2.41738288e-026    
   5.5000        1.3523e+019   2.29162389e-026    
   5.5000        1.5352e+019   2.17069501e-026    
   5.5000        1.7428e+019   2.05452181e-026    
   5.5000        1.9784e+019   1.94306900e-026    
   5.5000        2.2460e+019   1.83633139e-026    
   5.5000        2.5497e+019   1.73432235e-026    
   5.5000        2.8944e+019   1.63706108e-026    
   5.5000        3.2858e+019   1.54455994e-026    
   5.5000        3.7301e+019   1.45681296e-026    
   5.5000        4.2345e+019   1.37378629e-026    
   5.5000        4.8071e+019   1.29541134e-026    
   5.5000        5.4572e+019   1.22158091e-026    
   5.5000        6.1951e+019   1.15214812e-026    
   5.5000        7.0328e+019   1.08692810e-026    
   5.5000        7.9838e+019   1.02570197e-026    
   5.5000        9.0634e+019   9.68222516e-027    
   5.5000        1.0289e+020   9.14221153e-027    
   5.5000        1.1680e+020   8.63415605e-027    
   5.5000        1.3260e+020   8.15517864e-027    
   5.5000        1.5053e+020   7.70242045e-027    
   5.5000        1.7088e+020   7.27311821e-027    
   5.5000        1.9399e+020   6.86467199e-027    
   5.5000        2.2022e+020   6.47470411e-027    
   5.5000        2.5000e+020   6.10110752e-027    
   5.6726        5.0000e+017   8.31371853e-026    
   5.6726        5.6761e+017   8.02166543e-026    
   5.6726        6.4437e+017   7.73113630e-026    
   5.6726        7.3150e+017   7.44308983e-026    
   5.6726        8.3041e+017   7.15837441e-026    
   5.6726        9.4270e+017   6.87773846e-026    
   5.6726        1.0702e+018   6.60184357e-026    
   5.6726        1.2149e+018   6.33127772e-026    
   5.6726        1.3792e+018   6.06656626e-026    
   5.6726        1.5657e+018   5.80817892e-026    
   5.6726        1.7774e+018   5.55653224e-026    
