#
# Output file generated by Yacora 0.8.0
# =====================================
#   Filename: 'PopKoeff_n=17.txt'
#   Date of creation: 23. January 2009
#   Time of creation: 15:03:21
#   Used input file: 'H_6_12_2004.txt'
#   Performed calculation: Population Coefficient for state 'H(17)' coupled to the particle 'H2'
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 50 calculated values between 5.5000 and 25.0000
#              T_i: Fixed value 0.0000
#              T_n: Fixed value 0.0000
#              n_e: 50 calculated values between 5.0000e+017 and 2.5000e+020
#              n_i: Fixed value 0.0000
#              n_n: Fixed value 1.0000

#   Pressure: 
#              Not defined (set to zero)

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   5.5000        5.0000e+017   7.77397333e-028    
   5.5000        5.6761e+017   7.39213603e-028    
   5.5000        6.4437e+017   7.02945957e-028    
   5.5000        7.3150e+017   6.68491033e-028    
   5.5000        8.3041e+017   6.35748988e-028    
   5.5000        9.4270e+017   6.04624506e-028    
   5.5000        1.0702e+018   5.75027732e-028    
   5.5000        1.2149e+018   5.46874990e-028    
   5.5000        1.3792e+018   5.20089169e-028    
   5.5000        1.5657e+018   4.94599697e-028    
   5.5000        1.7774e+018   4.70342099e-028    
   5.5000        2.0177e+018   4.47257178e-028    
   5.5000        2.2906e+018   4.25289926e-028    
   5.5000        2.6003e+018   4.04388298e-028    
   5.5000        2.9519e+018   3.84502012e-028    
   5.5000        3.3511e+018   3.65581512e-028    
   5.5000        3.8042e+018   3.47577222e-028    
   5.5000        4.3186e+018   3.30439170e-028    
   5.5000        4.9026e+018   3.14117021e-028    
   5.5000        5.5656e+018   2.98560479e-028    
   5.5000        6.3182e+018   2.83720032e-028    
   5.5000        7.1725e+018   2.69547904e-028    
   5.5000        8.1424e+018   2.55999130e-028    
   5.5000        9.2434e+018   2.43032607e-028    
   5.5000        1.0493e+019   2.30612002e-028    
   5.5000        1.1912e+019   2.18706426e-028    
   5.5000        1.3523e+019   2.07290778e-028    
   5.5000        1.5352e+019   1.96345730e-028    
   5.5000        1.7428e+019   1.85857337e-028    
   5.5000        1.9784e+019   1.75816311e-028    
   5.5000        2.2460e+019   1.66217020e-028    
   5.5000        2.5497e+019   1.57056303e-028    
   5.5000        2.8944e+019   1.48332203e-028    
   5.5000        3.2858e+019   1.40042728e-028    
   5.5000        3.7301e+019   1.32184730e-028    
   5.5000        4.2345e+019   1.24752984e-028    
   5.5000        4.8071e+019   1.17739512e-028    
   5.5000        5.4572e+019   1.11133182e-028    
   5.5000        6.1951e+019   1.04919574e-028    
   5.5000        7.0328e+019   9.90810902e-029    
   5.5000        7.9838e+019   9.35972817e-029    
   5.5000        9.0634e+019   8.84453289e-029    
   5.5000        1.0289e+020   8.36006444e-029    
   5.5000        1.1680e+020   7.90375420e-029    
   5.5000        1.3260e+020   7.47299361e-029    
   5.5000        1.5053e+020   7.06520348e-029    
   5.5000        1.7088e+020   6.67789993e-029    
   5.5000        1.9399e+020   6.30875463e-029    
   5.5000        2.2022e+020   5.95564731e-029    
   5.5000        2.5000e+020   5.61670894e-029    
   5.6726        5.0000e+017   8.69120111e-028    
   5.6726        5.6761e+017   8.26313075e-028    
   5.6726        6.4437e+017   7.85657305e-028    
   5.6726        7.3150e+017   7.47036595e-028    
   5.6726        8.3041e+017   7.10338748e-028    
   5.6726        9.4270e+017   6.75456706e-028    
   5.6726        1.0702e+018   6.42289595e-028    
   5.6726        1.2149e+018   6.10743518e-028    
   5.6726        1.3792e+018   5.80731971e-028    
   5.6726        1.5657e+018   5.52175805e-028    
   5.6726        1.7774e+018   5.25002704e-028    
   5.6726        2.0177e+018   4.99146260e-028    
   5.6726        2.2906e+018   4.74544747e-028    
   5.6726        2.6003e+018   4.51139738e-028    
   5.6726        2.9519e+018   4.28874768e-028    
   5.6726        3.3511e+018   4.07694175e-028    
   5.6726        3.8042e+018   3.87542278e-028    
   5.6726        4.3186e+018   3.68362968e-028    
   5.6726        4.9026e+018   3.50099748e-028    
   5.6726        5.5656e+018   3.32696207e-028    
   5.6726        6.3182e+018   3.16096841e-028    
   5.6726        7.1725e+018   3.00248136e-028    
   5.6726        8.1424e+018   2.85099756e-028    
   5.6726        9.2434e+018   2.70605710e-028    
   5.6726        1.0493e+019   2.56725360e-028    
   5.6726        1.1912e+019   2.43424151e-028    
   5.6726        1.3523e+019   2.30673983e-028    
