   5000    /W + 44 EMISSIVITY COEFFTS./
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 8.96E-14 1.37E-12 3.03E-12 4.30E-12 5.37E-12 5.89E-12 6.09E-12
 8.96E-14 1.37E-12 3.03E-12 4.30E-12 5.37E-12 5.89E-12 6.09E-12
 8.95E-14 1.36E-12 3.02E-12 4.28E-12 5.35E-12 5.87E-12 6.08E-12
  48.322 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   26
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 1.81E-15 4.45E-13 2.34E-12 4.60E-12 5.56E-12 5.05E-12 4.15E-12
 1.81E-15 4.45E-13 2.34E-12 4.60E-12 5.56E-12 5.05E-12 4.15E-12
 1.81E-15 4.43E-13 2.33E-12 4.58E-12 5.54E-12 5.03E-12 4.14E-12
   6.917 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   27
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 1.02E-15 2.69E-13 1.67E-12 3.76E-12 5.19E-12 5.11E-12 4.53E-12
 1.02E-15 2.69E-13 1.67E-12 3.76E-12 5.19E-12 5.11E-12 4.53E-12
 1.02E-15 2.68E-13 1.66E-12 3.74E-12 5.17E-12 5.09E-12 4.52E-12
  17.755 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   28
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 2.80E-17 8.87E-14 1.08E-12 3.23E-12 5.08E-12 5.08E-12 4.41E-12
 2.80E-17 8.87E-14 1.08E-12 3.23E-12 5.08E-12 5.08E-12 4.41E-12
 2.80E-17 8.84E-14 1.08E-12 3.22E-12 5.06E-12 5.06E-12 4.40E-12
  13.458 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   29
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 7.15E-14 1.40E-12 3.31E-12 4.63E-12 4.91E-12 4.40E-12 3.64E-12
 7.15E-14 1.40E-12 3.31E-12 4.63E-12 4.91E-12 4.40E-12 3.64E-12
 7.14E-14 1.39E-12 3.30E-12 4.61E-12 4.89E-12 4.39E-12 3.63E-12
  16.973 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   30
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 5.97E-16 2.03E-13 1.44E-12 3.44E-12 4.82E-12 4.67E-12 4.03E-12
 5.97E-16 2.03E-13 1.44E-12 3.44E-12 4.82E-12 4.67E-12 4.03E-12
 5.96E-16 2.02E-13 1.44E-12 3.43E-12 4.80E-12 4.66E-12 4.03E-12
  27.208 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   31
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 1.19E-16 1.48E-13 1.32E-12 3.35E-12 4.75E-12 4.55E-12 3.85E-12
 1.19E-16 1.48E-13 1.32E-12 3.35E-12 4.75E-12 4.55E-12 3.85E-12
 1.18E-16 1.47E-13 1.31E-12 3.34E-12 4.73E-12 4.53E-12 3.84E-12
  18.442 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   32
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 5.79E-14 8.83E-13 1.96E-12 2.78E-12 3.47E-12 3.80E-12 3.94E-12
 5.79E-14 8.83E-13 1.96E-12 2.78E-12 3.47E-12 3.80E-12 3.94E-12
 5.78E-14 8.80E-13 1.95E-12 2.77E-12 3.46E-12 3.79E-12 3.93E-12
  69.500 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   33
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 7.54E-16 2.04E-13 1.29E-12 2.91E-12 3.93E-12 3.74E-12 3.17E-12
 7.54E-16 2.04E-13 1.29E-12 2.91E-12 3.93E-12 3.74E-12 3.16E-12
 7.53E-16 2.03E-13 1.29E-12 2.91E-12 3.92E-12 3.73E-12 3.16E-12
  66.155 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   34
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 2.40E-17 6.99E-14 8.38E-13 2.49E-12 3.90E-12 3.90E-12 3.38E-12
 2.40E-17 6.99E-14 8.38E-13 2.49E-12 3.90E-12 3.90E-12 3.38E-12
 2.40E-17 6.97E-14 8.35E-13 2.48E-12 3.89E-12 3.89E-12 3.38E-12
   9.223 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   35
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 2.45E-16 1.06E-13 9.23E-13 2.52E-12 3.85E-12 3.87E-12 3.43E-12
 2.45E-16 1.06E-13 9.23E-13 2.52E-12 3.85E-12 3.87E-12 3.43E-12
 2.44E-16 1.05E-13 9.19E-13 2.50E-12 3.83E-12 3.86E-12 3.42E-12
   4.908 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   36
