SEQ='AL'     NUCCHG=42                                                  /LS/

   PARENT TERM INDEXING                 BWNP= 724641922.8   NPRNTI= 2   NPRNTF=19
   --------------------
   INDP         CODE                 S L   WI        WNP
   110     4    3P2 4D1             (2)2( 4.5)  7247108.5 
   111     4    3P2 4D1             (2)4( 8.5)  7264536.2 
   112     5    3P2 4D1             (2)3( 6.5)  7274353.2 
   113     5    3P2 4D1             (2)1( 2.5)  7285746.0 
   114     4    3P2 4D1             (2)0( 0.5)  7299992.1 
   115     5    3P2 4D1             (2)2( 4.5)  7304611.7 
   116     8    3S1 3D1 4P1         (2)2( 4.5)  7330398.7 
   117     8    3S1 3D1 4P1         (2)3( 6.5)  7339955.3 
   118     8    3S1 3D1 4P1         (2)1( 2.5)  7359869.1 
   119     4    3P2 4F1             (2)4( 8.5)  7428989.4 
   120     6    3P2 4D1             (2)2( 4.5)  7433708.1 
   121     9    3P1 3D1 4S1         (4)3(13.5)  7448063.8 
   122     4    3P2 4F1             (2)3( 6.5)  7452343.0 
   123     4    3P2 4F1             (2)2( 4.5)  7453204.1 
   124    10    3P1 3D1 4S1         (2)2( 4.5)  7462824.8 
   125     4    3P2 4F1             (2)5(10.5)  7470819.6 
   126     9    3P1 3D1 4S1         (2)3( 6.5)  7475945.3 
   127     7    3S1 3D1 4D1         (2)3( 6.5)  7480476.0 
   128     7    3S1 3D1 4D1         (2)1( 2.5)  7500664.6 
   129     5    3P2 4F1             (2)2( 4.5)  7503182.6 
   130     5    3P2 4F1             (2)4( 8.5)  7519381.8 
   131     4    3P2 4F1             (2)1( 2.5)  7523012.9 
   132     7    3S1 3D1 4D1         (2)2( 4.5)  7531892.3 
   133    11    3P1 3D1 4S1         (4)2( 9.5)  7534383.5 
   134    12    3P1 3D1 4S1         (4)1( 5.5)  7538702.3 
   135     7    3S1 3D1 4D1         (2)4( 8.5)  7544443.2 
   136     5    3P2 4F1             (2)3( 6.5)  7554004.8 
   137    11    3P1 3D1 4S1         (2)2( 4.5)  7562606.2 
   138    12    3P1 3D1 4S1         (2)1( 2.5)  7566623.7 
   139     7    3S1 3D1 4D1         (2)0( 0.5)  7584466.6 
   140     9    3P1 3D1 4P1         (2)3( 6.5)  7643879.6 
   141     8    3S1 3D1 4D1         (2)2( 4.5)  7647695.7 
   142     6    3P2 4F1             (2)3( 6.5)  7648889.9 
   143     8    3S1 3D1 4D1         (2)4( 8.5)  7656451.2 
   144     8    3S1 3D1 4D1         (2)3( 6.5)  7656912.7 
   145     9    3P1 3D1 4P1         (4)4(17.5)  7661620.7 
   146     9    3P1 3D1 4P1         (4)3(13.5)  7670360.4 
   147     9    3P1 3D1 4P1         (2)2( 4.5)  7674634.2 
   148     8    3S1 3D1 4D1         (2)1( 2.5)  7686874.4 
   149    10    3P1 3D1 4P1         (2)1( 2.5)  7689580.5 
   150    13    3P1 3D1 4S1         (2)3( 6.5)  7689657.0 
   151     7    3S1 3D1 4F1         (2)4( 8.5)  7694075.9 
   152     8    3S1 3D1 4D1         (2)0( 0.5)  7699085.1 
   153     9    3P1 3D1 4P1         (4)2( 9.5)  7702397.1 
   154    10    3P1 3D1 4P1         (2)3( 6.5)  7706595.8 
   155    14    3P1 3D1 4S1         (2)1( 2.5)  7711165.6 
   156    10    3P1 3D1 4P1         (2)2( 4.5)  7719192.3 
   157     7    3S1 3D1 4F1         (2)2( 4.5)  7726218.8 
   158     9    3P1 3D1 4P1         (2)4( 8.5)  7731922.4 
   159    11    3P1 3D1 4P1         (2)1( 2.5)  7745776.1 
   160    11    3P1 3D1 4P1         (4)2( 9.5)  7745975.5 
   161     7    3S1 3D1 4F1         (2)3( 6.5)  7753581.2 
   162    11    3P1 3D1 4P1         (4)1( 5.5)  7758347.5 
   163    11    3P1 3D1 4P1         (4)3(13.5)  7760750.6 
   164    12    3P1 3D1 4P1         (4)0( 1.5)  7769088.6 
   165     7    3S1 3D1 4F1         (2)5(10.5)  7774396.1 
   166    12    3P1 3D1 4P1         (4)2( 9.5)  7780844.8 
   167    12    3P1 3D1 4P1         (4)1( 5.5)  7782482.1 
   168    11    3P1 3D1 4P1         (2)3( 6.5)  7791865.6 
   169    11    3P1 3D1 4P1         (2)2( 4.5)  7802898.9 
   170     7    3S1 3D1 4F1         (2)1( 2.5)  7803205.4 
   171    12    3P1 3D1 4P1         (2)1( 2.5)  7825970.5 
   172    12    3P1 3D1 4P1         (2)2( 4.5)  7830677.0 
   173    12    3P1 3D1 4P1         (2)0( 0.5)  7832992.7 
   174     8    3S1 3D1 4F1         (2)3( 6.5)  7855164.8 
   175     8    3S1 3D1 4F1         (2)4( 8.5)  7874242.3 
   176     8    3S1 3D1 4F1         (2)5(10.5)  7876866.2 
