SEQ='NE'     NUCCHG=42                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 676174037.2   NPRNTI= 2   NPRNTF= 2
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P5             (2)1( 1.5)        0.0 
     2          2S2 2P5             (2)1( 0.5)   827428.5 

   IC RESOLVED LEVEL INDEXING           BWNR= 710508777.7   NLVL= 337
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
     3       3.60E-12  2.55E-12  1.61E-12  1.14E-12  8.05E-13  5.09E-13  3.60E-13  2.54E-13  1.60E-13  1.12E-13
             7.75E-14  4.57E-14  2.91E-14  1.75E-14  8.06E-15  4.12E-15  1.97E-15  6.76E-16  2.84E-16
     4       4.28E-12  3.03E-12  1.91E-12  1.35E-12  9.54E-13  6.00E-13  4.21E-13  2.92E-13  1.76E-13  1.15E-13
             7.15E-14  3.42E-14  1.78E-14  8.53E-15  2.87E-15  1.17E-15  4.54E-16  1.24E-16  4.51E-17
     5       7.12E-12  5.03E-12  3.18E-12  2.25E-12  1.59E-12  9.98E-13  6.99E-13  4.86E-13  2.92E-13  1.91E-13
             1.19E-13  5.70E-14  2.97E-14  1.42E-14  4.78E-15  1.95E-15  7.56E-16  2.06E-16  7.52E-17
     6       9.59E-12  6.78E-12  4.28E-12  3.03E-12  2.14E-12  1.34E-12  9.43E-13  6.56E-13  3.96E-13  2.60E-13
             1.62E-13  7.82E-14  4.09E-14  1.96E-14  6.61E-15  2.70E-15  1.05E-15  2.86E-16  1.04E-16
     7       4.10E-12  2.90E-12  1.83E-12  1.29E-12  9.13E-13  5.74E-13  4.03E-13  2.80E-13  1.69E-13  1.11E-13
             6.94E-14  3.34E-14  1.75E-14  8.38E-15  2.82E-15  1.15E-15  4.48E-16  1.22E-16  4.46E-17
     8       6.79E-12  4.80E-12  3.03E-12  2.14E-12  1.51E-12  9.52E-13  6.68E-13  4.65E-13  2.81E-13  1.85E-13
             1.15E-13  5.56E-14  2.91E-14  1.40E-14  4.71E-15  1.92E-15  7.47E-16  2.04E-16  7.43E-17
    10       2.53E-15  1.79E-15  1.13E-15  7.99E-16  5.65E-16  3.58E-16  2.54E-16  1.81E-16  1.16E-16  8.24E-17
             5.81E-17  3.52E-17  2.28E-17  1.39E-17  6.48E-18  3.33E-18  1.60E-18  5.52E-19  2.32E-19
    11       1.19E-12  8.44E-13  5.34E-13  3.77E-13  2.66E-13  1.68E-13  1.18E-13  8.21E-14  4.97E-14  3.28E-14
             2.06E-14  9.97E-15  5.23E-15  2.52E-15  8.51E-16  3.48E-16  1.35E-16  3.69E-17  1.35E-17
    12       5.27E-15  3.73E-15  2.36E-15  1.66E-15  1.18E-15  7.42E-16  5.22E-16  3.65E-16  2.23E-16  1.48E-16
             9.37E-17  4.59E-17  2.43E-17  1.17E-17  3.99E-18  1.63E-18  6.37E-19  1.74E-19  6.35E-20
    13       9.33E-13  6.60E-13  4.16E-13  2.93E-13  2.06E-13  1.27E-13  8.70E-14  5.78E-14  3.13E-14  1.81E-14
             9.64E-15  3.64E-15  1.59E-15  6.45E-16  1.82E-16  6.72E-17  2.43E-17  6.26E-18  2.22E-18
    14       2.78E-12  1.96E-12  1.24E-12  8.72E-13  6.12E-13  3.79E-13  2.59E-13  1.72E-13  9.31E-14  5.40E-14
             2.87E-14  1.09E-14  4.73E-15  1.92E-15  5.43E-16  2.00E-16  7.27E-17  1.87E-17  6.64E-18
    15       6.44E-12  4.55E-12  2.87E-12  2.02E-12  1.42E-12  8.79E-13  6.01E-13  3.99E-13  2.16E-13  1.25E-13
             6.68E-14  2.53E-14  1.10E-14  4.48E-15  1.26E-15  4.67E-16  1.69E-16  4.35E-17  1.55E-17
    16       4.58E-12  3.24E-12  2.04E-12  1.44E-12  1.01E-12  6.25E-13  4.27E-13  2.84E-13  1.54E-13  8.93E-14
             4.75E-14  1.80E-14  7.84E-15  3.19E-15  8.99E-16  3.32E-16  1.20E-16  3.10E-17  1.10E-17
    17       8.23E-12  5.82E-12  3.67E-12  2.58E-12  1.81E-12  1.12E-12  7.68E-13  5.10E-13  2.76E-13  1.60E-13
             8.55E-14  3.24E-14  1.41E-14  5.74E-15  1.62E-15  5.98E-16  2.17E-16  5.58E-17  1.98E-17
    18       4.54E-12  3.21E-12  2.02E-12  1.43E-12  1.00E-12  6.19E-13  4.23E-13  2.82E-13  1.53E-13  8.86E-14
             4.72E-14  1.79E-14  7.79E-15  3.17E-15  8.95E-16  3.31E-16  1.20E-16  3.08E-17  1.10E-17
    19       6.32E-12  4.46E-12  2.82E-12  1.98E-12  1.39E-12  8.62E-13  5.90E-13  3.92E-13  2.13E-13  1.24E-13
             6.59E-14  2.50E-14  1.09E-14  4.43E-15  1.25E-15  4.62E-16  1.68E-16  4.31E-17  1.53E-17
    20       9.74E-14  6.89E-14  4.35E-14  3.08E-14  2.17E-14  1.37E-14  9.66E-15  6.77E-15  4.15E-15  2.77E-15
             1.76E-15  8.68E-16  4.61E-16  2.24E-16  7.61E-17  3.12E-17  1.22E-17  3.33E-18  1.22E-18
    21       9.57E-15  6.77E-15  4.28E-15  3.02E-15  2.14E-15  1.35E-15  9.49E-16  6.65E-16  4.08E-16  2.72E-16
             1.73E-16  8.54E-17  4.53E-17  2.20E-17  7.49E-18  3.07E-18  1.20E-18  3.27E-19  1.20E-19
    22       2.39E-15  1.69E-15  1.07E-15  7.55E-16  5.33E-16  3.37E-16  2.37E-16  1.66E-16  1.02E-16  6.80E-17
             4.33E-17  2.13E-17  1.13E-17  5.50E-18  1.87E-18  7.67E-19  2.99E-19  8.19E-20  2.99E-20
    23       2.58E-12  1.82E-12  1.15E-12  8.09E-13  5.68E-13  3.52E-13  2.41E-13  1.60E-13  8.71E-14  5.07E-14
             2.71E-14  1.03E-14  4.49E-15  1.83E-15  5.17E-16  1.91E-16  6.93E-17  1.78E-17  6.34E-18
    24       5.08E-15  3.59E-15  2.26E-15  1.60E-15  1.12E-15  6.96E-16  4.77E-16  3.19E-16  1.75E-16  1.03E-16
             5.56E-17  2.14E-17  9.40E-18  3.85E-18  1.09E-18  4.05E-19  1.47E-19  3.78E-20  1.34E-20
    25       1.29E-14  9.15E-15  5.77E-15  4.07E-15  2.86E-15  1.78E-15  1.22E-15  8.16E-16  4.48E-16  2.64E-16
             1.43E-16  5.49E-17  2.41E-17  9.89E-18  2.81E-18  1.04E-18  3.78E-19  9.72E-20  3.46E-20
    26       5.44E-15  3.84E-15  2.42E-15  1.71E-15  1.20E-15  7.45E-16  5.12E-16  3.42E-16  1.88E-16  1.11E-16
             5.99E-17  2.31E-17  1.02E-17  4.16E-18  1.18E-18  4.37E-19  1.59E-19  4.09E-20  1.45E-20
    27       5.68E-14  4.01E-14  2.53E-14  1.79E-14  1.25E-14  7.79E-15  5.35E-15  3.58E-15  1.97E-15  1.16E-15
             6.28E-16  2.42E-16  1.07E-16  4.37E-17  1.24E-17  4.60E-18  1.67E-18  4.30E-19  1.53E-19
    28       2.60E-12  1.84E-12  1.16E-12  8.23E-13  5.82E-13  3.68E-13  2.60E-13  1.83E-13  1.15E-13  8.00E-14
             5.48E-14  3.19E-14  2.02E-14  1.21E-14  5.51E-15  2.81E-15  1.34E-15  4.59E-16  1.93E-16
    29       1.55E-12  1.10E-12  6.95E-13  4.92E-13  3.48E-13  2.20E-13  1.55E-13  1.10E-13  6.88E-14  4.79E-14
             3.28E-14  1.91E-14  1.21E-14  7.23E-15  3.30E-15  1.68E-15  8.02E-16  2.75E-16  1.16E-16
    30       1.85E-12  1.31E-12  8.25E-13  5.83E-13  4.12E-13  2.59E-13  1.82E-13  1.26E-13  7.60E-14  4.98E-14
             3.09E-14  1.48E-14  7.68E-15  3.67E-15  1.23E-15  5.02E-16  1.95E-16  5.31E-17  1.94E-17
    31       3.07E-12  2.17E-12  1.37E-12  9.70E-13  6.85E-13  4.31E-13  3.02E-13  2.10E-13  1.26E-13  8.28E-14
             5.15E-14  2.46E-14  1.28E-14  6.12E-15  2.05E-15  8.36E-16  3.25E-16  8.85E-17  3.23E-17
    32       4.18E-12  2.95E-12  1.87E-12  1.32E-12  9.31E-13  5.86E-13  4.12E-13  2.87E-13  1.73E-13  1.14E-13
             7.09E-14  3.40E-14  1.77E-14  8.49E-15  2.86E-15  1.16E-15  4.52E-16  1.23E-16  4.49E-17
    33       1.79E-12  1.26E-12  7.99E-13  5.65E-13  3.99E-13  2.51E-13  1.76E-13  1.23E-13  7.41E-14  4.87E-14
             3.04E-14  1.46E-14  7.60E-15  3.64E-15  1.22E-15  4.98E-16  1.94E-16  5.28E-17  1.93E-17
    34       2.96E-12  2.10E-12  1.33E-12  9.36E-13  6.61E-13  4.16E-13  2.92E-13  2.04E-13  1.23E-13  8.10E-14
             5.05E-14  2.42E-14  1.26E-14  6.06E-15  2.04E-15  8.30E-16  3.23E-16  8.79E-17  3.21E-17
    35       5.75E-13  4.06E-13  2.57E-13  1.82E-13  1.28E-13  8.08E-14  5.68E-14  3.96E-14  2.40E-14  1.58E-14
             9.92E-15  4.78E-15  2.50E-15  1.20E-15  4.03E-16  1.64E-16  6.39E-17  1.74E-17  6.35E-18
    36       5.53E-13  3.91E-13  2.47E-13  1.74E-13  1.22E-13  7.55E-14  5.17E-14  3.43E-14  1.86E-14  1.08E-14
             5.75E-15  2.17E-15  9.46E-16  3.84E-16  1.08E-16  4.00E-17  1.45E-17  3.73E-18  1.33E-18
    37       1.65E-12  1.17E-12  7.36E-13  5.19E-13  3.64E-13  2.26E-13  1.54E-13  1.03E-13  5.56E-14  3.23E-14
             1.72E-14  6.51E-15  2.83E-15  1.15E-15  3.24E-16  1.20E-16  4.34E-17  1.12E-17  3.97E-18
    38       3.84E-12  2.71E-12  1.71E-12  1.21E-12  8.47E-13  5.24E-13  3.59E-13  2.39E-13  1.29E-13  7.52E-14
             4.00E-14  1.52E-14  6.59E-15  2.68E-15  7.56E-16  2.79E-16  1.01E-16  2.60E-17  9.25E-18
    39       2.74E-12  1.93E-12  1.22E-12  8.59E-13  6.03E-13  3.74E-13  2.56E-13  1.70E-13  9.23E-14  5.36E-14
             2.86E-14  1.08E-14  4.70E-15  1.91E-15  5.39E-16  1.99E-16  7.22E-17  1.86E-17  6.60E-18
    40       4.91E-12  3.47E-12  2.19E-12  1.54E-12  1.08E-12  6.70E-13  4.59E-13  3.05E-13  1.66E-13  9.62E-14
             5.13E-14  1.94E-14  8.45E-15  3.44E-15  9.69E-16  3.58E-16  1.30E-16  3.34E-17  1.19E-17
    41       2.72E-12  1.92E-12  1.21E-12  8.53E-13  5.99E-13  3.71E-13  2.54E-13  1.69E-13  9.18E-14  5.33E-14
             2.84E-14  1.08E-14  4.69E-15  1.91E-15  5.38E-16  1.99E-16  7.20E-17  1.85E-17  6.58E-18
    42       3.78E-12  2.67E-12  1.69E-12  1.19E-12  8.35E-13  5.17E-13  3.54E-13  2.36E-13  1.28E-13  7.44E-14
             3.97E-14  1.50E-14  6.55E-15  2.66E-15  7.51E-16  2.78E-16  1.01E-16  2.59E-17  9.20E-18
    43       1.59E-12  1.12E-12  7.09E-13  5.00E-13  3.51E-13  2.17E-13  1.49E-13  9.92E-14  5.40E-14  3.14E-14
             1.68E-14  6.37E-15  2.78E-15  1.13E-15  3.19E-16  1.18E-16  4.27E-17  1.10E-17  3.91E-18
    44       7.87E-13  5.55E-13  3.49E-13  2.45E-13  1.70E-13  1.03E-13  6.75E-14  4.22E-14  2.01E-14  1.03E-14
             4.80E-15  1.53E-15  6.01E-16  2.26E-16  5.96E-17  2.14E-17  7.62E-18  1.94E-18  6.86E-19
    45       2.35E-12  1.66E-12  1.05E-12  7.33E-13  5.10E-13  3.07E-13  2.02E-13  1.26E-13  6.02E-14  3.09E-14
             1.44E-14  4.59E-15  1.80E-15  6.77E-16  1.78E-16  6.40E-17  2.28E-17  5.80E-18  2.05E-18
    46       1.31E-12  9.22E-13  5.80E-13  4.07E-13  2.83E-13  1.71E-13  1.12E-13  7.01E-14  3.34E-14  1.71E-14
             7.98E-15  2.55E-15  1.00E-15  3.76E-16  9.91E-17  3.56E-17  1.27E-17  3.22E-18  1.14E-18
    47       1.82E-12  1.29E-12  8.10E-13  5.68E-13  3.95E-13  2.38E-13  1.57E-13  9.78E-14  4.67E-14  2.39E-14
             1.11E-14  3.57E-15  1.40E-15  5.25E-16  1.38E-16  4.97E-17  1.77E-17  4.50E-18  1.59E-18
    48       2.87E-12  2.02E-12  1.27E-12  8.92E-13  6.20E-13  3.74E-13  2.46E-13  1.54E-13  7.34E-14  3.76E-14
             1.75E-14  5.60E-15  2.20E-15  8.25E-16  2.18E-16  7.81E-17  2.78E-17  7.07E-18  2.50E-18
    49       1.30E-12  9.18E-13  5.77E-13  4.05E-13  2.81E-13  1.70E-13  1.12E-13  6.98E-14  3.33E-14  1.71E-14
             7.95E-15  2.54E-15  9.97E-16  3.75E-16  9.88E-17  3.55E-17  1.26E-17  3.21E-18  1.14E-18
    50       1.82E-12  1.28E-12  8.07E-13  5.66E-13  3.94E-13  2.37E-13  1.56E-13  9.76E-14  4.66E-14  2.39E-14
             1.11E-14  3.56E-15  1.40E-15  5.24E-16  1.38E-16  4.96E-17  1.77E-17  4.49E-18  1.59E-18
    51       2.33E-12  1.65E-12  1.04E-12  7.27E-13  5.05E-13  3.05E-13  2.01E-13  1.25E-13  5.98E-14  3.07E-14
             1.43E-14  4.57E-15  1.79E-15  6.73E-16  1.78E-16  6.37E-17  2.27E-17  5.77E-18  2.04E-18
    53       1.03E-16  7.28E-17  4.61E-17  3.26E-17  2.31E-17  1.47E-17  1.05E-17  7.59E-18  4.96E-18  3.59E-18
             2.57E-18  1.57E-18  1.02E-18  6.23E-19  2.90E-19  1.49E-19  7.14E-20  2.46E-20  1.04E-20
    54       1.92E-16  1.36E-16  8.58E-17  6.07E-17  4.30E-17  2.73E-17  1.94E-17  1.37E-17  8.60E-18  5.84E-18
             3.77E-18  1.88E-18  1.00E-18  4.86E-19  1.66E-19  6.79E-20  2.65E-20  7.25E-21  2.65E-21
    55       2.16E-15  1.53E-15  9.66E-16  6.83E-16  4.84E-16  3.07E-16  2.18E-16  1.55E-16  9.74E-17  6.63E-17
             4.29E-17  2.14E-17  1.14E-17  5.56E-18  1.90E-18  7.78E-19  3.04E-19  8.31E-20  3.03E-20
    56       5.90E-16  4.17E-16  2.64E-16  1.87E-16  1.32E-16  8.41E-17  5.98E-17  4.25E-17  2.67E-17  1.82E-17
             1.18E-17  5.91E-18  3.15E-18  1.54E-18  5.25E-19  2.15E-19  8.41E-20  2.30E-20  8.39E-21
    57       1.49E-16  1.05E-16  6.67E-17  4.72E-17  3.34E-17  2.12E-17  1.51E-17  1.07E-17  6.76E-18  4.61E-18
             2.99E-18  1.50E-18  7.98E-19  3.89E-19  1.33E-19  5.45E-20  2.13E-20  5.82E-21  2.12E-21
    58       3.04E-16  2.15E-16  1.36E-16  9.58E-17  6.75E-17  4.22E-17  2.92E-17  1.98E-17  1.11E-17  6.67E-18
             3.66E-18  1.43E-18  6.32E-19  2.60E-19  7.39E-20  2.74E-20  9.96E-21  2.56E-21  9.12E-22
    59       8.68E-16  6.13E-16  3.87E-16  2.73E-16  1.93E-16  1.20E-16  8.34E-17  5.66E-17  3.19E-17  1.91E-17
             1.05E-17  4.10E-18  1.81E-18  7.46E-19  2.12E-19  7.88E-20  2.86E-20  7.37E-21  2.62E-21
    60       3.88E-16  2.74E-16  1.73E-16  1.22E-16  8.61E-17  5.38E-17  3.73E-17  2.53E-17  1.42E-17  8.54E-18
             4.69E-18  1.83E-18  8.12E-19  3.34E-19  9.51E-20  3.53E-20  1.28E-20  3.30E-21  1.17E-21
    61       3.16E-15  2.23E-15  1.41E-15  9.95E-16  7.01E-16  4.38E-16  3.04E-16  2.06E-16  1.16E-16  6.97E-17
             3.83E-17  1.50E-17  6.63E-18  2.73E-18  7.76E-19  2.88E-19  1.05E-19  2.69E-20  9.58E-21
    62       8.84E-17  6.24E-17  3.93E-17  2.76E-17  1.93E-17  1.17E-17  7.80E-18  4.95E-18  2.43E-18  1.28E-18
             6.06E-19  1.98E-19  7.82E-20  2.96E-20  7.83E-21  2.81E-21  1.00E-21  2.55E-22  9.04E-23
    63       9.00E-17  6.35E-17  4.00E-17  2.81E-17  1.96E-17  1.19E-17  7.94E-18  5.04E-18  2.48E-18  1.30E-18
             6.17E-19  2.01E-19  7.97E-20  3.01E-20  7.97E-21  2.87E-21  1.02E-21  2.60E-22  9.21E-23
    64       1.98E-16  1.40E-16  8.82E-17  6.19E-17  4.32E-17  2.63E-17  1.75E-17  1.11E-17  5.46E-18  2.87E-18
             1.36E-18  4.44E-19  1.76E-19  6.65E-20  1.76E-20  6.33E-21  2.26E-21  5.74E-22  2.03E-22
    65       9.56E-17  6.75E-17  4.25E-17  2.99E-17  2.08E-17  1.27E-17  8.44E-18  5.36E-18  2.64E-18  1.38E-18
             6.57E-19  2.14E-19  8.48E-20  3.21E-20  8.49E-21  3.05E-21  1.09E-21  2.77E-22  9.80E-23
    66       1.39E-12  9.81E-13  6.20E-13  4.39E-13  3.10E-13  1.96E-13  1.38E-13  9.72E-14  6.05E-14  4.18E-14
             2.84E-14  1.64E-14  1.03E-14  6.11E-15  2.78E-15  1.41E-15  6.73E-16  2.31E-16  9.68E-17
    67       8.31E-13  5.87E-13  3.71E-13  2.62E-13  1.85E-13  1.17E-13  8.27E-14  5.82E-14  3.63E-14  2.51E-14
             1.70E-14  9.80E-15  6.16E-15  3.66E-15  1.67E-15  8.47E-16  4.04E-16  1.38E-16  5.81E-17
    68       9.79E-13  6.92E-13  4.37E-13  3.09E-13  2.18E-13  1.37E-13  9.62E-14  6.68E-14  4.01E-14  2.62E-14
             1.62E-14  7.70E-15  3.99E-15  1.90E-15  6.38E-16  2.59E-16  1.01E-16  2.74E-17  1.00E-17
    69       1.63E-12  1.15E-12  7.28E-13  5.14E-13  3.63E-13  2.28E-13  1.60E-13  1.11E-13  6.67E-14  4.35E-14
             2.70E-14  1.28E-14  6.65E-15  3.17E-15  1.06E-15  4.32E-16  1.68E-16  4.57E-17  1.67E-17
    70       2.23E-12  1.57E-12  9.95E-13  7.03E-13  4.97E-13  3.13E-13  2.19E-13  1.53E-13  9.19E-14  6.02E-14
             3.74E-14  1.78E-14  9.25E-15  4.42E-15  1.48E-15  6.03E-16  2.34E-16  6.38E-17  2.33E-17
    71       9.54E-13  6.74E-13  4.26E-13  3.01E-13  2.13E-13  1.34E-13  9.40E-14  6.54E-14  3.94E-14  2.58E-14
             1.60E-14  7.63E-15  3.96E-15  1.89E-15  6.35E-16  2.58E-16  1.00E-16  2.73E-17  9.97E-18
    72       1.58E-12  1.12E-12  7.08E-13  5.00E-13  3.53E-13  2.22E-13  1.56E-13  1.09E-13  6.54E-14  4.29E-14
             2.66E-14  1.27E-14  6.60E-15  3.15E-15  1.06E-15  4.30E-16  1.67E-16  4.55E-17  1.66E-17
    73       3.11E-13  2.20E-13  1.39E-13  9.81E-14  6.93E-14  4.37E-14  3.07E-14  2.14E-14  1.29E-14  8.48E-15
             5.28E-15  2.52E-15  1.31E-15  6.28E-16  2.11E-16  8.58E-17  3.33E-17  9.08E-18  3.31E-18
    74       3.29E-13  2.32E-13  1.46E-13  1.03E-13  7.24E-14  4.48E-14  3.07E-14  2.04E-14  1.10E-14  6.39E-15
             3.40E-15  1.28E-15  5.57E-16  2.26E-16  6.37E-17  2.35E-17  8.52E-18  2.19E-18  7.79E-19
    75       9.82E-13  6.94E-13  4.38E-13  3.08E-13  2.16E-13  1.34E-13  9.17E-14  6.10E-14  3.30E-14  1.91E-14
             1.02E-14  3.84E-15  1.67E-15  6.78E-16  1.91E-16  7.05E-17  2.55E-17  6.56E-18  2.33E-18
    76       2.29E-12  1.61E-12  1.02E-12  7.17E-13  5.04E-13  3.12E-13  2.13E-13  1.42E-13  7.69E-14  4.46E-14
             2.37E-14  8.95E-15  3.89E-15  1.58E-15  4.45E-16  1.64E-16  5.95E-17  1.53E-17  5.44E-18
    77       1.63E-12  1.15E-12  7.26E-13  5.12E-13  3.59E-13  2.23E-13  1.52E-13  1.01E-13  5.48E-14  3.18E-14
             1.69E-14  6.39E-15  2.78E-15  1.13E-15  3.18E-16  1.17E-16  4.25E-17  1.09E-17  3.88E-18
    78       2.92E-12  2.06E-12  1.30E-12  9.18E-13  6.44E-13  3.99E-13  2.73E-13  1.82E-13  9.85E-14  5.71E-14
             3.04E-14  1.15E-14  4.99E-15  2.03E-15  5.71E-16  2.11E-16  7.64E-17  1.96E-17  6.99E-18
    79       1.62E-12  1.14E-12  7.22E-13  5.09E-13  3.57E-13  2.21E-13  1.51E-13  1.01E-13  5.46E-14  3.17E-14
             1.69E-14  6.37E-15  2.77E-15  1.13E-15  3.17E-16  1.17E-16  4.24E-17  1.09E-17  3.88E-18
    80       2.26E-12  1.60E-12  1.01E-12  7.09E-13  4.98E-13  3.09E-13  2.11E-13  1.41E-13  7.63E-14  4.43E-14
             2.36E-14  8.91E-15  3.87E-15  1.57E-15  4.43E-16  1.64E-16  5.93E-17  1.53E-17  5.42E-18
    81       9.55E-13  6.75E-13  4.26E-13  3.00E-13  2.11E-13  1.31E-13  8.95E-14  5.96E-14  3.24E-14  1.88E-14
             1.00E-14  3.79E-15  1.65E-15  6.71E-16  1.89E-16  6.98E-17  2.53E-17  6.51E-18  2.31E-18
    82       6.92E-13  4.88E-13  3.07E-13  2.15E-13  1.50E-13  9.03E-14  5.94E-14  3.71E-14  1.77E-14  9.05E-15
             4.21E-15  1.34E-15  5.27E-16  1.98E-16  5.22E-17  1.87E-17  6.67E-18  1.69E-18  6.00E-19
    83       2.07E-12  1.46E-12  9.19E-13  6.44E-13  4.48E-13  2.70E-13  1.78E-13  1.11E-13  5.29E-14  2.71E-14
             1.26E-14  4.03E-15  1.58E-15  5.93E-16  1.56E-16  5.61E-17  2.00E-17  5.08E-18  1.80E-18
    84       1.15E-12  8.11E-13  5.10E-13  3.58E-13  2.49E-13  1.50E-13  9.88E-14  6.17E-14  2.94E-14  1.51E-14
             7.01E-15  2.24E-15  8.77E-16  3.29E-16  8.68E-17  3.12E-17  1.11E-17  2.82E-18  9.99E-19
    85       1.61E-12  1.13E-12  7.13E-13  5.00E-13  3.48E-13  2.10E-13  1.38E-13  8.62E-14  4.11E-14  2.11E-14
             9.79E-15  3.13E-15  1.23E-15  4.61E-16  1.21E-16  4.36E-17  1.55E-17  3.94E-18  1.40E-18
    86       2.52E-12  1.78E-12  1.12E-12  7.85E-13  5.46E-13  3.30E-13  2.17E-13  1.35E-13  6.46E-14  3.31E-14
             1.54E-14  4.92E-15  1.93E-15  7.24E-16  1.91E-16  6.84E-17  2.44E-17  6.20E-18  2.19E-18
    87       1.14E-12  8.07E-13  5.08E-13  3.56E-13  2.48E-13  1.50E-13  9.84E-14  6.14E-14  2.93E-14  1.50E-14
             6.99E-15  2.23E-15  8.75E-16  3.29E-16  8.66E-17  3.11E-17  1.11E-17  2.81E-18  9.97E-19
    88       1.60E-12  1.13E-12  7.11E-13  4.99E-13  3.47E-13  2.09E-13  1.38E-13  8.60E-14  4.10E-14  2.10E-14
             9.78E-15  3.13E-15  1.22E-15  4.60E-16  1.21E-16  4.35E-17  1.55E-17  3.94E-18  1.40E-18
    89       2.06E-12  1.45E-12  9.13E-13  6.40E-13  4.45E-13  2.69E-13  1.77E-13  1.10E-13  5.27E-14  2.70E-14
             1.26E-14  4.01E-15  1.57E-15  5.91E-16  1.56E-16  5.59E-17  1.99E-17  5.06E-18  1.79E-18
    90       4.76E-13  3.35E-13  2.10E-13  1.46E-13  1.00E-13  5.84E-14  3.66E-14  2.12E-14  8.94E-15  4.14E-15
             1.75E-15  5.08E-16  1.89E-16  6.89E-17  1.78E-17  6.32E-18  2.24E-18  5.68E-19  2.01E-19
    91       6.67E-13  4.70E-13  2.94E-13  2.05E-13  1.40E-13  8.17E-14  5.12E-14  2.97E-14  1.25E-14  5.79E-15
             2.45E-15  7.11E-16  2.65E-16  9.65E-17  2.49E-17  8.84E-18  3.14E-18  7.95E-19  2.81E-19
    92       8.57E-13  6.04E-13  3.78E-13  2.63E-13  1.81E-13  1.05E-13  6.58E-14  3.82E-14  1.61E-14  7.44E-15
             3.15E-15  9.14E-16  3.41E-16  1.24E-16  3.20E-17  1.14E-17  4.03E-18  1.02E-18  3.62E-19
    93       1.05E-12  7.38E-13  4.62E-13  3.22E-13  2.21E-13  1.28E-13  8.04E-14  4.67E-14  1.97E-14  9.10E-15
             3.85E-15  1.12E-15  4.17E-16  1.52E-16  3.91E-17  1.39E-17  4.93E-18  1.25E-18  4.42E-19
    94       6.67E-13  4.70E-13  2.94E-13  2.05E-13  1.40E-13  8.17E-14  5.12E-14  2.97E-14  1.25E-14  5.79E-15
             2.45E-15  7.11E-16  2.65E-16  9.65E-17  2.49E-17  8.84E-18  3.14E-18  7.95E-19  2.81E-19
    95       8.57E-13  6.04E-13  3.78E-13  2.63E-13  1.81E-13  1.05E-13  6.58E-14  3.82E-14  1.61E-14  7.44E-15
             3.15E-15  9.14E-16  3.41E-16  1.24E-16  3.20E-17  1.14E-17  4.03E-18  1.02E-18  3.62E-19
    96       1.05E-12  7.38E-13  4.62E-13  3.22E-13  2.21E-13  1.28E-13  8.04E-14  4.67E-14  1.97E-14  9.10E-15
             3.85E-15  1.12E-15  4.17E-16  1.52E-16  3.91E-17  1.39E-17  4.93E-18  1.25E-18  4.42E-19
    97       1.24E-12  8.72E-13  5.46E-13  3.80E-13  2.61E-13  1.52E-13  9.50E-14  5.52E-14  2.32E-14  1.08E-14
             4.55E-15  1.32E-15  4.92E-16  1.79E-16  4.62E-17  1.64E-17  5.82E-18  1.48E-18  5.22E-19
    99       9.58E-18  6.77E-18  4.29E-18  3.05E-18  2.17E-18  1.40E-18  1.02E-18  7.47E-19  5.05E-19  3.75E-19
             2.72E-19  1.68E-19  1.10E-19  6.69E-20  3.11E-20  1.60E-20  7.66E-21  2.64E-21  1.11E-21
   100       1.70E-17  1.20E-17  7.60E-18  5.39E-18  3.83E-18  2.46E-18  1.78E-18  1.29E-18  8.39E-19  5.85E-19
             3.85E-19  1.95E-19  1.04E-19  5.09E-20  1.74E-20  7.13E-21  2.78E-21  7.61E-22  2.78E-22
   101       1.59E-16  1.13E-16  7.14E-17  5.06E-17  3.60E-17  2.32E-17  1.67E-17  1.22E-17  7.93E-18  5.54E-18
             3.65E-18  1.85E-18  9.92E-19  4.84E-19  1.65E-19  6.79E-20  2.65E-20  7.25E-21  2.65E-21
   102       6.23E-17  4.40E-17  2.79E-17  1.98E-17  1.41E-17  9.07E-18  6.56E-18  4.78E-18  3.12E-18  2.18E-18
             1.44E-18  7.31E-19  3.92E-19  1.92E-19  6.55E-20  2.69E-20  1.05E-20  2.87E-21  1.05E-21
   103       1.60E-17  1.13E-17  7.17E-18  5.09E-18  3.62E-18  2.33E-18  1.69E-18  1.23E-18  8.02E-19  5.61E-19
             3.70E-19  1.88E-19  1.01E-19  4.93E-20  1.68E-20  6.92E-21  2.70E-21  7.39E-22  2.70E-22
   104       3.20E-17  2.26E-17  1.43E-17  1.01E-17  7.17E-18  4.54E-18  3.20E-18  2.22E-18  1.29E-18  7.92E-19
             4.42E-19  1.75E-19  7.81E-20  3.22E-20  9.20E-21  3.41E-21  1.24E-21  3.20E-22  1.14E-22
   105       9.47E-17  6.69E-17  4.23E-17  3.00E-17  2.12E-17  1.34E-17  9.48E-18  6.58E-18  3.84E-18  2.35E-18
             1.32E-18  5.22E-19  2.33E-19  9.60E-20  2.74E-20  1.02E-20  3.70E-21  9.53E-22  3.39E-22
