SEQ='C '     NUCCHG=42                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 523528949.8   NPRNTI= 5   NPRNTF=15
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
    39       6.30E-14  2.78E-14  8.96E-15  3.70E-15  1.50E-15  4.45E-16  1.75E-16  6.81E-17  1.94E-17  7.43E-18
             2.84E-18  7.92E-19  3.01E-19  1.14E-19  3.15E-20  1.18E-20  4.43E-21  1.19E-21  4.39E-22
    40       3.32E-14  1.43E-14  4.50E-15  1.83E-15  7.34E-16  2.15E-16  8.38E-17  3.24E-17  9.16E-18  3.50E-18
             1.33E-18  3.70E-19  1.40E-19  5.29E-20  1.46E-20  5.46E-21  2.04E-21  5.49E-22  2.01E-22
    41       2.31E-14  9.81E-15  3.05E-15  1.24E-15  4.93E-16  1.43E-16  5.58E-17  2.15E-17  6.06E-18  2.31E-18
             8.77E-19  2.43E-19  9.19E-20  3.47E-20  9.53E-21  3.57E-21  1.33E-21  3.58E-22  1.31E-22
    42       1.35E-14  5.68E-15  1.74E-15  7.01E-16  2.78E-16  8.03E-17  3.11E-17  1.20E-17  3.35E-18  1.28E-18
             4.84E-19  1.34E-19  5.04E-20  1.90E-20  5.21E-21  1.95E-21  7.27E-22  1.95E-22  7.16E-23

                                                                                     --------------------------
                                                                                     PRTF= 3  LVLPRT= (2P  1.5)
   ILREP
   -----
     4       5.17E-15  3.66E-15  2.31E-15  1.64E-15  1.16E-15  7.33E-16  5.19E-16  3.68E-16  2.34E-16  1.65E-16
             1.14E-16  6.73E-17  4.25E-17  2.51E-17  1.13E-17  5.64E-18  2.65E-18  8.92E-19  3.71E-19
     5       2.21E-13  1.56E-13  9.86E-14  6.97E-14  4.92E-14  3.10E-14  2.17E-14  1.51E-14  9.11E-15  5.97E-15
             3.70E-15  1.75E-15  9.03E-16  4.27E-16  1.41E-16  5.69E-17  2.19E-17  5.93E-18  2.16E-18
     6       1.84E-13  1.30E-13  8.19E-14  5.77E-14  4.05E-14  2.51E-14  1.72E-14  1.15E-14  6.26E-15  3.65E-15
             1.95E-15  7.39E-16  3.21E-16  1.30E-16  3.66E-17  1.35E-17  4.88E-18  1.25E-18  4.45E-19
     7       2.42E-16  1.71E-16  1.08E-16  7.66E-17  5.43E-17  3.45E-17  2.46E-17  1.76E-17  1.14E-17  8.11E-18
             5.68E-18  3.36E-18  2.12E-18  1.25E-18  5.60E-19  2.80E-19  1.31E-19  4.42E-20  1.83E-20
     8       6.74E-15  4.77E-15  3.02E-15  2.13E-15  1.51E-15  9.55E-16  6.75E-16  4.75E-16  2.92E-16  1.94E-16
             1.22E-16  5.85E-17  3.02E-17  1.43E-17  4.74E-18  1.91E-18  7.37E-19  1.99E-19  7.25E-20
     9       1.13E-14  8.02E-15  5.06E-15  3.57E-15  2.51E-15  1.57E-15  1.08E-15  7.30E-16  4.06E-16  2.40E-16
             1.30E-16  4.96E-17  2.17E-17  8.80E-18  2.48E-18  9.14E-19  3.31E-19  8.50E-20  3.02E-20
    10       1.47E-15  1.04E-15  6.52E-16  4.58E-16  3.19E-16  1.94E-16  1.29E-16  8.15E-17  3.98E-17  2.07E-17
             9.80E-18  3.17E-18  1.25E-18  4.72E-19  1.25E-19  4.47E-20  1.59E-20  4.05E-21  1.44E-21
    11       2.43E-17  1.72E-17  1.09E-17  7.74E-18  5.50E-18  3.53E-18  2.55E-18  1.86E-18  1.23E-18  8.94E-19
             6.34E-19  3.77E-19  2.38E-19  1.41E-19  6.28E-20  3.14E-20  1.47E-20  4.95E-21  2.05E-21
    12       6.11E-16  4.32E-16  2.73E-16  1.94E-16  1.38E-16  8.80E-17  6.30E-17  4.52E-17  2.86E-17  1.94E-17
             1.23E-17  5.98E-18  3.10E-18  1.47E-18  4.88E-19  1.97E-19  7.59E-20  2.05E-20  7.47E-21
    13       1.24E-15  8.78E-16  5.55E-16  3.93E-16  2.77E-16  1.75E-16  1.22E-16  8.42E-17  4.81E-17  2.90E-17
             1.59E-17  6.14E-18  2.69E-18  1.10E-18  3.09E-19  1.14E-19  4.14E-20  1.06E-20  3.78E-21
    14       2.53E-16  1.79E-16  1.13E-16  7.93E-17  5.56E-17  3.41E-17  2.30E-17  1.48E-17  7.39E-18  3.92E-18
             1.87E-18  6.12E-19  2.42E-19  9.15E-20  2.42E-20  8.69E-21  3.10E-21  7.88E-22  2.79E-22
    16       3.62E-18  2.56E-18  1.63E-18  1.16E-18  8.31E-19  5.43E-19  4.01E-19  3.01E-19  2.07E-19  1.54E-19
             1.10E-19  6.61E-20  4.19E-20  2.48E-20  1.10E-20  5.52E-21  2.59E-21  8.70E-22  3.61E-22
    17       8.71E-17  6.16E-17  3.91E-17  2.78E-17  1.99E-17  1.30E-17  9.52E-18  7.03E-18  4.62E-18  3.21E-18
             2.07E-18  1.01E-18  5.29E-19  2.51E-19  8.34E-20  3.37E-20  1.30E-20  3.52E-21  1.28E-21
    18       1.91E-16  1.35E-16  8.56E-17  6.08E-17  4.33E-17  2.78E-17  2.00E-17  1.41E-17  8.37E-18  5.16E-18
             2.87E-18  1.12E-18  4.94E-19  2.02E-19  5.71E-20  2.11E-20  7.64E-21  1.96E-21  6.98E-22
    19       4.73E-17  3.35E-17  2.12E-17  1.50E-17  1.06E-17  6.61E-18  4.55E-18  3.01E-18  1.56E-18  8.41E-19
             4.07E-19  1.35E-19  5.35E-20  2.03E-20  5.37E-21  1.93E-21  6.88E-22  1.75E-22  6.20E-23
    22       6.71E-19  4.76E-19  3.04E-19  2.18E-19  1.58E-19  1.07E-19  8.18E-20  6.40E-20  4.63E-20  3.52E-20
             2.57E-20  1.55E-20  9.85E-21  5.82E-21  2.60E-21  1.30E-21  6.08E-22  2.05E-22  8.49E-23
    23       1.58E-17  1.12E-17  7.13E-18  5.11E-18  3.71E-18  2.50E-18  1.90E-18  1.47E-18  1.01E-18  7.21E-19
             4.74E-19  2.34E-19  1.23E-19  5.84E-20  1.94E-20  7.83E-21  3.02E-21  8.18E-22  2.97E-22
    24       3.57E-17  2.53E-17  1.61E-17  1.15E-17  8.34E-18  5.55E-18  4.13E-18  3.05E-18  1.90E-18  1.20E-18
             6.77E-19  2.68E-19  1.19E-19  4.87E-20  1.38E-20  5.09E-21  1.85E-21  4.74E-22  1.69E-22
    25       9.82E-18  6.95E-18  4.42E-18  3.15E-18  2.26E-18  1.46E-18  1.04E-18  7.17E-19  3.88E-19  2.14E-19
             1.05E-19  3.53E-20  1.41E-20  5.35E-21  1.42E-21  5.10E-22  1.82E-22  4.63E-23  1.64E-23
    29       1.39E-19  9.90E-20  6.38E-20  4.64E-20  3.45E-20  2.46E-20  2.00E-20  1.65E-20  1.27E-20  9.90E-21
             7.32E-21  4.47E-21  2.84E-21  1.68E-21  7.51E-22  3.75E-22  1.76E-22  5.91E-23  2.45E-23
    30       3.22E-18  2.29E-18  1.47E-18  1.07E-18  7.97E-19  5.68E-19  4.58E-19  3.74E-19  2.74E-19  2.01E-19
             1.34E-19  6.68E-20  3.51E-20  1.67E-20  5.56E-21  2.25E-21  8.68E-22  2.35E-22  8.54E-23
    31       7.40E-18  5.26E-18  3.39E-18  2.46E-18  1.82E-18  1.29E-18  1.01E-18  7.91E-19  5.21E-19  3.38E-19
             1.94E-19  7.79E-20  3.46E-20  1.42E-20  4.03E-21  1.49E-21  5.40E-22  1.39E-22  4.94E-23
    32       2.16E-18  1.54E-18  9.86E-19  7.13E-19  5.24E-19  3.59E-19  2.70E-19  1.96E-19  1.12E-19  6.36E-20
             3.18E-20  1.07E-20  4.31E-21  1.64E-21  4.36E-22  1.57E-22  5.60E-23  1.43E-23  5.05E-24
    37       2.97E-20  2.13E-20  1.39E-20  1.04E-20  8.08E-21  6.31E-21  5.56E-21  4.96E-21  4.06E-21  3.25E-21
             2.44E-21  1.50E-21  9.56E-22  5.66E-22  2.53E-22  1.26E-22  5.92E-23  1.99E-23  8.26E-24
    38       6.77E-19  4.84E-19  3.17E-19  2.37E-19  1.84E-19  1.44E-19  1.26E-19  1.11E-19  8.70E-20  6.54E-20
             4.42E-20  2.23E-20  1.17E-20  5.61E-21  1.87E-21  7.54E-22  2.91E-22  7.88E-23  2.87E-23
    39       1.57E-18  1.12E-18  7.34E-19  5.48E-19  4.25E-19  3.29E-19  2.82E-19  2.37E-19  1.66E-19  1.11E-19
             6.47E-20  2.62E-20  1.17E-20  4.81E-21  1.37E-21  5.06E-22  1.83E-22  4.72E-23  1.68E-23
    40       4.74E-19  3.39E-19  2.22E-19  1.65E-19  1.27E-19  9.51E-20  7.77E-20  6.04E-20  3.67E-20  2.14E-20
             1.09E-20  3.72E-21  1.50E-21  5.71E-22  1.52E-22  5.48E-23  1.95E-23  4.97E-24  1.76E-24
    46       5.94E-21  4.29E-21  2.90E-21  2.27E-21  1.92E-21  1.74E-21  1.72E-21  1.68E-21  1.47E-21  1.21E-21
             9.16E-22  5.67E-22  3.62E-22  2.15E-22  9.59E-23  4.80E-23  2.25E-23  7.55E-24  3.13E-24
    47       1.33E-19  9.63E-20  6.52E-20  5.12E-20  4.34E-20  3.96E-20  3.90E-20  3.74E-20  3.13E-20  2.41E-20
             1.65E-20  8.39E-21  4.43E-21  2.12E-21  7.06E-22  2.85E-22  1.10E-22  2.98E-23  1.09E-23
    48       3.07E-19  2.22E-19  1.51E-19  1.18E-19  1.00E-19  9.05E-20  8.70E-20  7.98E-20  6.00E-20  4.11E-20
             2.43E-20  9.92E-21  4.44E-21  1.83E-21  5.20E-22  1.93E-22  6.99E-23  1.80E-23  6.39E-24
    49       9.49E-20  6.87E-20  4.65E-20  3.64E-20  3.05E-20  2.67E-20  2.44E-20  2.07E-20  1.34E-20  8.03E-21
             4.14E-21  1.43E-21  5.78E-22  2.21E-22  5.89E-23  2.12E-23  7.58E-24  1.93E-24  6.83E-25

   INREP
   -----
     3       4.10E-13  2.89E-13  1.83E-13  1.29E-13  9.09E-14  5.68E-14  3.95E-14  2.70E-14  1.56E-14  9.79E-15
             5.77E-15  2.56E-15  1.27E-15  5.82E-16  1.89E-16  7.59E-17  2.94E-17  8.06E-18  2.97E-18
     4       1.98E-14  1.40E-14  8.84E-15  6.24E-15  4.40E-15  2.75E-15  1.91E-15  1.30E-15  7.49E-16  4.63E-16
             2.67E-16  1.15E-16  5.52E-17  2.48E-17  7.88E-18  3.14E-18  1.21E-18  3.32E-19  1.22E-19
     5       2.13E-15  1.51E-15  9.52E-16  6.73E-16  4.76E-16  3.01E-16  2.11E-16  1.46E-16  8.53E-17  5.32E-17
             3.07E-17  1.31E-17  6.27E-18  2.80E-18  8.82E-19  3.50E-19  1.35E-19  3.68E-20  1.35E-20
     6       3.29E-16  2.33E-16  1.47E-16  1.05E-16  7.46E-17  4.80E-17  3.44E-17  2.45E-17  1.48E-17  9.36E-18
             5.46E-18  2.34E-18  1.12E-18  4.98E-19  1.57E-19  6.21E-20  2.38E-20  6.50E-21  2.39E-21
     7       6.19E-17  4.39E-17  2.80E-17  2.00E-17  1.45E-17  9.62E-18  7.16E-18  5.30E-18  3.34E-18  2.17E-18
             1.28E-18  5.54E-19  2.65E-19  1.18E-19  3.71E-20  1.47E-20  5.64E-21  1.54E-21  5.66E-22
     8       1.29E-17  9.19E-18  5.91E-18  4.29E-18  3.18E-18  2.24E-18  1.76E-18  1.38E-18  9.21E-19  6.13E-19
             3.68E-19  1.60E-19  7.68E-20  3.42E-20  1.08E-20  4.26E-21  1.63E-21  4.46E-22  1.64E-22
     9       2.75E-18  1.97E-18  1.29E-18  9.60E-19  7.45E-19  5.75E-19  4.91E-19  4.13E-19  2.94E-19  2.01E-19
             1.22E-19  5.37E-20  2.59E-20  1.15E-20  3.63E-21  1.44E-21  5.52E-22  1.50E-22  5.53E-23
    10       5.41E-19  3.92E-19  2.65E-19  2.08E-19  1.76E-19  1.59E-19  1.52E-19  1.40E-19  1.06E-19  7.45E-20
             4.59E-20  2.03E-20  9.80E-21  4.38E-21  1.38E-21  5.46E-22  2.09E-22  5.71E-23  2.10E-23
    11       8.35E-20  6.22E-20  4.55E-20  4.01E-20  4.01E-20  4.66E-20  5.19E-20  5.24E-20  4.25E-20  3.05E-20
             1.90E-20  8.45E-21  4.09E-21  1.83E-21  5.76E-22  2.28E-22  8.75E-23  2.39E-23  8.77E-24
    12       6.47E-21  5.26E-21  4.93E-21  5.98E-21  8.68E-21  1.48E-20  1.95E-20  2.16E-20  1.85E-20  1.35E-20
             8.50E-21  3.80E-21  1.84E-21  8.25E-22  2.60E-22  1.03E-22  3.95E-23  1.08E-23  3.96E-24
    13       9.19E-24  3.36E-23  2.02E-22  7.02E-22  1.99E-21  5.31E-21  8.16E-21  9.71E-21  8.70E-21  6.44E-21
             4.07E-21  1.83E-21  8.89E-22  3.98E-22  1.25E-22  4.97E-23  1.91E-23  5.20E-24  1.91E-24

                                                                                     --------------------------
                                                                                     PRTF=11  LVLPRT= (2P  1.5)
   ILREP
   -----
     4       8.43E-19  5.96E-19  3.77E-19  2.67E-19  1.89E-19  1.21E-19  8.65E-20  6.25E-20  4.14E-20  3.05E-20
             2.24E-20  1.41E-20  9.26E-21  5.66E-21  2.61E-21  1.33E-21  6.28E-22  2.13E-22  8.90E-23
     5       8.72E-17  6.17E-17  3.90E-17  2.76E-17  1.95E-17  1.24E-17  8.78E-18  6.22E-18  3.90E-18  2.66E-18
             1.73E-18  8.64E-19  4.60E-19  2.23E-19  7.52E-20  3.07E-20  1.19E-20  3.24E-21  1.18E-21
     6       1.12E-16  7.91E-17  4.99E-17  3.52E-17  2.48E-17  1.55E-17  1.07E-17  7.28E-18  4.11E-18  2.48E-18
             1.37E-18  5.39E-19  2.39E-19  9.86E-20  2.80E-20  1.04E-20  3.77E-21  9.71E-22  3.45E-22
     7       2.64E-20  1.87E-20  1.19E-20  8.43E-21  6.03E-21  3.94E-21  2.92E-21  2.22E-21  1.62E-21  1.29E-21
             1.01E-21  6.67E-22  4.48E-22  2.77E-22  1.28E-22  6.53E-23  3.10E-23  1.05E-23  4.39E-24
     8       2.31E-18  1.64E-18  1.04E-18  7.38E-19  5.27E-19  3.42E-19  2.51E-19  1.88E-19  1.30E-19  9.58E-20
             6.62E-20  3.51E-20  1.91E-20  9.40E-21  3.21E-21  1.32E-21  5.12E-22  1.40E-22  5.09E-23
     9       4.78E-18  3.38E-18  2.14E-18  1.52E-18  1.08E-18  6.92E-19  4.97E-19  3.55E-19  2.19E-19  1.41E-19
             8.25E-20  3.41E-20  1.55E-20  6.46E-21  1.86E-21  6.91E-22  2.51E-22  6.48E-23  2.31E-23
    10       1.46E-18  1.03E-18  6.53E-19  4.61E-19  3.24E-19  2.02E-19  1.39E-19  9.27E-20  4.92E-20  2.74E-20
             1.36E-20  4.65E-21  1.88E-21  7.20E-22  1.92E-22  6.93E-23  2.47E-23  6.30E-24  2.23E-24
    11       1.33E-21  9.43E-22  6.04E-22  4.35E-22  3.19E-22  2.23E-22  1.81E-22  1.57E-22  1.38E-22  1.23E-22
             1.03E-22  7.21E-23  4.93E-23  3.07E-23  1.43E-23  7.30E-24  3.47E-24  1.18E-24  4.92E-25
    12       1.10E-19  7.84E-20  5.01E-20  3.61E-20  2.65E-20  1.85E-20  1.50E-20  1.28E-20  1.06E-20  8.73E-21
             6.50E-21  3.64E-21  2.03E-21  1.01E-21  3.48E-22  1.43E-22  5.57E-23  1.52E-23  5.55E-24
    13       2.57E-19  1.83E-19  1.17E-19  8.40E-20  6.14E-20  4.24E-20  3.35E-20  2.72E-20  1.99E-20  1.42E-20
             8.93E-21  3.90E-21  1.81E-21  7.68E-22  2.23E-22  8.31E-23  3.03E-23  7.82E-24  2.78E-24
    14       1.15E-19  8.14E-20  5.19E-20  3.72E-20  2.69E-20  1.80E-20  1.36E-20  1.01E-20  6.25E-21  3.80E-21
             2.02E-21  7.24E-22  2.99E-22  1.16E-22  3.11E-23  1.12E-23  4.02E-24  1.02E-24  3.63E-25
    16       5.02E-23  3.60E-23  2.37E-23  1.80E-23  1.45E-23  1.29E-23  1.37E-23  1.58E-23  1.85E-23  1.88E-23
             1.69E-23  1.23E-23  8.56E-24  5.37E-24  2.51E-24  1.28E-24  6.09E-25  2.07E-25  8.64E-26
    17       3.91E-21  2.80E-21  1.85E-21  1.41E-21  1.15E-21  1.03E-21  1.10E-21  1.25E-21  1.39E-21  1.30E-21
             1.04E-21  6.09E-22  3.45E-22  1.73E-22  6.01E-23  2.48E-23  9.67E-24  2.64E-24  9.64E-25
    18       9.14E-21  6.57E-21  4.35E-21  3.31E-21  2.70E-21  2.42E-21  2.54E-21  2.74E-21  2.66E-21  2.16E-21
             1.46E-21  6.70E-22  3.18E-22  1.36E-22  3.97E-23  1.49E-23  5.43E-24  1.40E-24  5.00E-25
    19       4.69E-21  3.37E-21  2.23E-21  1.69E-21  1.36E-21  1.18E-21  1.16E-21  1.13E-21  9.12E-22  6.28E-22
             3.59E-22  1.36E-22  5.73E-23  2.24E-23  6.08E-24  2.20E-24  7.89E-25  2.01E-25  7.13E-26
    22       5.42E-26  4.60E-26  4.99E-26  7.74E-26  1.65E-25  5.42E-25  1.21E-24  2.23E-24  3.57E-24  4.02E-24
             3.82E-24  2.86E-24  2.00E-24  1.26E-24  5.89E-25  3.01E-25  1.43E-25  4.87E-26  2.03E-26
    23       2.25E-24  2.03E-24  2.58E-24  4.75E-24  1.17E-23  4.19E-23  9.50E-23  1.73E-22  2.62E-22  2.73E-22
             2.30E-22  1.39E-22  7.99E-23  4.03E-23  1.40E-23  5.79E-24  2.26E-24  6.18E-25  2.26E-25
    24       2.03E-24  2.09E-24  3.65E-24  8.68E-24  2.51E-23  9.74E-23  2.19E-22  3.77E-22  5.00E-22  4.54E-22
             3.25E-22  1.55E-22  7.46E-23  3.21E-23  9.44E-24  3.54E-24  1.29E-24  3.34E-25  1.19E-25
    25       6.98E-25  7.86E-25  1.63E-24  4.28E-24  1.29E-23  4.85E-23  1.02E-22  1.58E-22  1.75E-22  1.35E-22
             8.26E-23  3.26E-23  1.40E-23  5.51E-24  1.50E-24  5.46E-25  1.96E-25  4.99E-26  1.77E-26

   INREP
   -----
     3       2.00E-16  1.41E-16  8.93E-17  6.31E-17  4.45E-17  2.80E-17  1.96E-17  1.36E-17  8.05E-18  5.17E-18
             3.12E-18  1.42E-18  7.08E-19  3.27E-19  1.06E-19  4.23E-20  1.63E-20  4.41E-21  1.61E-21
     4       8.58E-18  6.07E-18  3.85E-18  2.73E-18  1.94E-18  1.24E-18  8.90E-19  6.39E-19  4.00E-19  2.66E-19
             1.63E-19  7.45E-20  3.69E-20  1.68E-20  5.38E-21  2.14E-21  8.17E-22  2.21E-22  8.04E-23
     5       4.84E-19  3.43E-19  2.19E-19  1.58E-19  1.15E-19  7.92E-20  6.22E-20  5.03E-20  3.69E-20  2.69E-20
             1.76E-20  8.34E-21  4.19E-21  1.92E-21  6.15E-22  2.44E-22  9.33E-23  2.52E-23  9.16E-24
     6       1.78E-20  1.28E-20  8.45E-21  6.43E-21  5.22E-21  4.65E-21  4.81E-21  5.14E-21  4.98E-21  4.11E-21
             2.87E-21  1.43E-21  7.29E-22  3.37E-22  1.08E-22  4.30E-23  1.65E-23  4.44E-24  1.62E-24
     7       5.02E-24  4.94E-24  7.89E-24  1.77E-23  4.97E-23  1.88E-22  4.17E-22  7.11E-22  9.43E-22  8.68E-22
             6.43E-22  3.31E-22  1.70E-22  7.92E-23  2.55E-23  1.02E-23  3.89E-24  1.05E-24  3.82E-25

                                                                                     --------------------------
                                                                                     PRTF=12  LVLPRT= (2D  1.5)
   ILREP
   -----
     4       6.18E-21  4.37E-21  2.77E-21  1.96E-21  1.39E-21  8.89E-22  6.39E-22  4.65E-22  3.13E-22  2.36E-22
             1.76E-22  1.13E-22  7.58E-23  4.68E-23  2.18E-23  1.11E-23  5.29E-24  1.80E-24  7.52E-25
     5       3.60E-18  2.54E-18  1.61E-18  1.14E-18  8.07E-19  5.13E-19  3.65E-19  2.60E-19  1.66E-19  1.15E-19
             7.57E-20  3.87E-20  2.08E-20  1.02E-20  3.46E-21  1.41E-21  5.51E-22  1.50E-22  5.47E-23
     6       1.04E-17  7.38E-18  4.66E-18  3.29E-18  2.32E-18  1.45E-18  1.01E-18  6.90E-19  3.95E-19  2.41E-19
             1.35E-19  5.38E-20  2.41E-20  9.96E-21  2.85E-21  1.06E-21  3.84E-22  9.89E-23  3.52E-23
     7       1.67E-22  1.18E-22  7.50E-23  5.35E-23  3.84E-23  2.54E-23  1.92E-23  1.51E-23  1.16E-23  9.73E-24
             7.92E-24  5.48E-24  3.76E-24  2.36E-24  1.11E-24  5.66E-25  2.70E-25  9.19E-26  3.84E-26
     8       1.77E-19  1.25E-19  7.96E-20  5.67E-20  4.07E-20  2.68E-20  2.01E-20  1.55E-20  1.14E-20  8.78E-21
             6.32E-21  3.48E-21  1.94E-21  9.66E-22  3.34E-22  1.37E-22  5.36E-23  1.47E-23  5.35E-24
     9       4.11E-19  2.91E-19  1.84E-19  1.31E-19  9.37E-20  6.09E-20  4.45E-20  3.28E-20  2.13E-20  1.43E-20
             8.60E-21  3.67E-21  1.69E-21  7.14E-22  2.07E-22  7.72E-23  2.81E-23  7.26E-24  2.58E-24
    10       2.53E-19  1.79E-19  1.13E-19  8.00E-20  5.66E-20  3.58E-20  2.51E-20  1.71E-20  9.49E-21  5.44E-21
             2.78E-21  9.72E-22  3.97E-22  1.53E-22  4.10E-23  1.48E-23  5.29E-24  1.35E-24  4.78E-25
    11       5.37E-24  3.82E-24  2.46E-24  1.80E-24  1.35E-24  1.00E-24  8.88E-25  8.62E-25  8.82E-25  8.63E-25
             7.76E-25  5.73E-25  4.02E-25  2.55E-25  1.20E-25  6.18E-26  2.94E-26  1.00E-26  4.20E-27
    12       5.86E-21  4.17E-21  2.69E-21  1.96E-21  1.48E-21  1.10E-21  9.76E-22  9.35E-22  9.06E-22  8.16E-22
             6.49E-22  3.84E-22  2.19E-22  1.11E-22  3.87E-23  1.60E-23  6.25E-24  1.71E-24  6.25E-25
    13       1.45E-20  1.03E-20  6.65E-21  4.85E-21  3.64E-21  2.70E-21  2.33E-21  2.11E-21  1.79E-21  1.39E-21
             9.24E-22  4.24E-22  2.02E-22  8.65E-23  2.53E-23  9.50E-24  3.47E-24  8.97E-25  3.20E-25
    14       1.24E-20  8.79E-21  5.65E-21  4.10E-21  3.05E-21  2.19E-21  1.79E-21  1.48E-21  1.04E-21  6.81E-22
             3.81E-22  1.43E-22  5.99E-23  2.34E-23  6.36E-24  2.30E-24  8.25E-25  2.10E-25  7.46E-26
    16       3.82E-26  2.81E-26  2.01E-26  1.74E-26  1.79E-26  2.67E-26  4.37E-26  7.10E-26  1.11E-25  1.27E-25
             1.24E-25  9.65E-26  6.88E-26  4.39E-26  2.08E-26  1.07E-26  5.10E-27  1.74E-27  7.27E-28
    17       3.50E-23  2.59E-23  1.88E-23  1.67E-23  1.79E-23  2.86E-23  4.81E-23  7.79E-23  1.15E-22  1.22E-22
             1.05E-22  6.56E-23  3.82E-23  1.95E-23  6.86E-24  2.84E-24  1.11E-24  3.05E-25  1.12E-25
    18       7.31E-23  5.44E-23  4.02E-23  3.67E-23  4.12E-23  6.89E-23  1.15E-22  1.76E-22  2.27E-22  2.08E-22
             1.51E-22  7.38E-23  3.59E-23  1.56E-23  4.60E-24  1.73E-24  6.34E-25  1.64E-25  5.84E-26
    19       6.41E-23  4.79E-23  3.56E-23  3.27E-23  3.69E-23  6.02E-23  9.41E-23  1.29E-22  1.37E-22  1.06E-22
             6.55E-23  2.62E-23  1.13E-23  4.47E-24  1.22E-24  4.45E-25  1.60E-25  4.07E-26  1.44E-26

   INREP
   -----
     3       1.40E-17  9.93E-18  6.27E-18  4.43E-18  3.13E-18  1.97E-18  1.38E-18  9.51E-19  5.61E-19  3.56E-19
             2.11E-19  9.26E-20  4.49E-20  2.02E-20  6.32E-21  2.48E-21  9.38E-22  2.50E-22  9.05E-23
     4       8.40E-19  5.95E-19  3.77E-19  2.68E-19  1.91E-19  1.23E-19  8.97E-20  6.55E-20  4.22E-20  2.85E-20
             1.77E-20  8.13E-21  4.03E-21  1.83E-21  5.82E-22  2.29E-22  8.71E-23  2.33E-23  8.43E-24
     5       3.27E-20  2.33E-20  1.50E-20  1.09E-20  8.17E-21  5.99E-21  5.10E-21  4.53E-21  3.74E-21  2.89E-21
             1.96E-21  9.52E-22  4.81E-22  2.21E-22  7.04E-23  2.78E-23  1.06E-23  2.82E-24  1.02E-24
     6       1.72E-22  1.28E-22  9.46E-23  8.61E-23  9.60E-23  1.58E-22  2.57E-22  3.84E-22  4.80E-22  4.37E-22
             3.23E-22  1.66E-22  8.54E-23  3.96E-23  1.27E-23  5.02E-24  1.91E-24  5.10E-25  1.85E-25

                                                                                     --------------------------
                                                                                     PRTF=13  LVLPRT= (2D  2.5)
   ILREP
   -----
     4       5.19E-42  3.67E-42  2.33E-42  1.65E-42  1.17E-42  7.49E-43  5.39E-43  3.93E-43  2.65E-43  2.00E-43
             1.50E-43  9.71E-44  6.50E-44  4.03E-44  1.88E-44  9.59E-45  4.56E-45  1.55E-45  6.49E-46
     5       1.42E-17  1.00E-17  6.34E-18  4.49E-18  3.18E-18  2.02E-18  1.44E-18  1.03E-18  6.64E-19  4.64E-19
             3.09E-19  1.59E-19  8.62E-20  4.23E-20  1.44E-20  5.92E-21  2.31E-21  6.29E-22  2.29E-22
     6       9.07E-18  6.41E-18  4.05E-18  2.86E-18  2.02E-18  1.26E-18  8.80E-19  6.03E-19  3.47E-19  2.13E-19
             1.20E-19  4.80E-20  2.16E-20  8.94E-21  2.56E-21  9.51E-22  3.46E-22  8.90E-23  3.17E-23
     7       1.86E-42  1.32E-42  8.39E-43  5.98E-43  4.30E-43  2.85E-43  2.16E-43  1.71E-43  1.34E-43  1.13E-43
             9.27E-44  6.47E-44  4.46E-44  2.80E-44  1.32E-44  6.76E-45  3.22E-45  1.10E-45  4.59E-46
     8       2.05E-19  1.45E-19  9.23E-20  6.58E-20  4.73E-20  3.13E-20  2.36E-20  1.84E-20  1.36E-20  1.07E-20
             7.74E-21  4.30E-21  2.41E-21  1.20E-21  4.17E-22  1.72E-22  6.71E-23  1.83E-23  6.69E-24
     9       5.09E-19  3.60E-19  2.29E-19  1.63E-19  1.16E-19  7.59E-20  5.58E-20  4.14E-20  2.72E-20  1.84E-20
             1.12E-20  4.81E-21  2.23E-21  9.42E-22  2.73E-22  1.02E-22  3.72E-23  9.61E-24  3.42E-24
    10       1.86E-19  1.32E-19  8.33E-20  5.90E-20  4.18E-20  2.65E-20  1.86E-20  1.28E-20  7.17E-21  4.14E-21
             2.13E-21  7.47E-22  3.06E-22  1.18E-22  3.17E-23  1.14E-23  4.09E-24  1.04E-24  3.69E-25
    11       1.30E-43  9.25E-44  5.97E-44  4.37E-44  3.30E-44  2.50E-44  2.26E-44  2.25E-44  2.38E-44  2.37E-44
             2.16E-44  1.61E-44  1.14E-44  7.22E-45  3.42E-45  1.76E-45  8.38E-46  2.86E-46  1.20E-46
    12       6.77E-21  4.82E-21  3.12E-21  2.28E-21  1.73E-21  1.32E-21  1.19E-21  1.18E-21  1.18E-21  1.09E-21
             8.78E-22  5.25E-22  3.01E-22  1.53E-22  5.35E-23  2.21E-23  8.66E-24  2.37E-24  8.67E-25
    13       1.71E-20  1.22E-20  7.89E-21  5.78E-21  4.37E-21  3.30E-21  2.92E-21  2.73E-21  2.39E-21  1.89E-21
             1.28E-21  5.93E-22  2.83E-22  1.22E-22  3.58E-23  1.34E-23  4.90E-24  1.27E-24  4.52E-25
    14       8.39E-21  5.97E-21  3.85E-21  2.81E-21  2.10E-21  1.54E-21  1.29E-21  1.09E-21  7.90E-22  5.26E-22
