SEQ='N '     NUCCHG=42                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 564544527.3   NPRNTI= 6   NPRNTF=20
   ---------------------
   INDP         CODE                 S L   WI        WNP
     7       6.92E-17  4.88E-17  3.06E-17  2.13E-17  1.47E-17  8.68E-18  5.61E-18  3.45E-18  1.67E-18  9.00E-19
             4.55E-19  1.69E-19  7.45E-20  3.12E-20  9.25E-21  3.54E-21  1.32E-21  3.47E-22  1.25E-22
     8       2.64E-17  1.86E-17  1.16E-17  8.05E-18  5.49E-18  3.18E-18  2.00E-18  1.20E-18  5.60E-19  2.94E-19
             1.46E-19  5.28E-20  2.31E-20  9.61E-21  2.83E-21  1.08E-21  4.00E-22  1.05E-22  3.78E-23
     9       1.17E-17  8.24E-18  5.13E-18  3.53E-18  2.38E-18  1.34E-18  8.25E-19  4.80E-19  2.16E-19  1.10E-19
             5.37E-20  1.91E-20  8.27E-21  3.42E-21  1.00E-21  3.80E-22  1.41E-22  3.70E-23  1.33E-23
    10       5.87E-18  4.12E-18  2.54E-18  1.74E-18  1.16E-18  6.34E-19  3.79E-19  2.14E-19  9.27E-20  4.64E-20
             2.21E-20  7.75E-21  3.32E-21  1.36E-21  3.97E-22  1.50E-22  5.56E-23  1.46E-23  5.23E-24
    11       3.23E-18  2.26E-18  1.39E-18  9.37E-19  6.14E-19  3.27E-19  1.90E-19  1.04E-19  4.36E-20  2.13E-20
             1.00E-20  3.44E-21  1.46E-21  5.97E-22  1.73E-22  6.53E-23  2.41E-23  6.32E-24  2.27E-24
    12       1.91E-18  1.34E-18  8.14E-19  5.44E-19  3.51E-19  1.81E-19  1.02E-19  5.46E-20  2.21E-20  1.06E-20
             4.87E-21  1.65E-21  6.95E-22  2.82E-22  8.12E-23  3.06E-23  1.13E-23  2.96E-24  1.06E-24
    13       1.21E-18  8.41E-19  5.08E-19  3.36E-19  2.12E-19  1.06E-19  5.85E-20  3.04E-20  1.19E-20  5.57E-21
             2.53E-21  8.43E-22  3.52E-22  1.42E-22  4.07E-23  1.53E-23  5.65E-24  1.48E-24  5.29E-25
    14       8.05E-19  5.57E-19  3.34E-19  2.18E-19  1.35E-19  6.56E-20  3.52E-20  1.78E-20  6.74E-21  3.10E-21
             1.39E-21  4.55E-22  1.89E-22  7.57E-23  2.16E-23  8.11E-24  2.98E-24  7.79E-25  2.79E-25
    15       5.67E-19  3.91E-19  2.32E-19  1.49E-19  9.06E-20  4.25E-20  2.22E-20  1.09E-20  4.00E-21  1.80E-21
             7.92E-22  2.56E-22  1.05E-22  4.18E-23  1.19E-23  4.44E-24  1.63E-24  4.25E-25  1.52E-25
    16       4.08E-19  2.81E-19  1.65E-19  1.05E-19  6.24E-20  2.83E-20  1.44E-20  6.88E-21  2.45E-21  1.08E-21
             4.69E-22  1.49E-22  6.08E-23  2.41E-23  6.81E-24  2.54E-24  9.33E-25  2.43E-25  8.71E-26
    17       2.30E-19  1.57E-19  8.93E-20  5.51E-20  3.17E-20  1.36E-20  6.61E-21  3.04E-21  1.03E-21  4.42E-22
             1.87E-22  5.79E-23  2.33E-23  9.13E-24  2.56E-24  9.51E-25  3.48E-25  9.05E-26  3.24E-26
    18       1.45E-19  9.75E-20  5.41E-20  3.23E-20  1.80E-20  7.31E-21  3.42E-21  1.52E-21  4.92E-22  2.05E-22
             8.45E-23  2.55E-23  1.01E-23  3.93E-24  1.09E-24  4.03E-25  1.47E-25  3.82E-26  1.36E-26
    19       9.78E-20  6.49E-20  3.51E-20  2.04E-20  1.09E-20  4.23E-21  1.91E-21  8.20E-22  2.56E-22  1.04E-22
             4.20E-23  1.24E-23  4.86E-24  1.87E-24  5.12E-25  1.89E-25  6.87E-26  1.78E-26  6.35E-27
    20       5.65E-20  3.70E-20  1.94E-20  1.09E-20  5.57E-21  2.04E-21  8.82E-22  3.65E-22  1.09E-22  4.32E-23
             1.69E-23  4.85E-24  1.86E-24  7.06E-25  1.91E-25  7.01E-26  2.54E-26  6.55E-27  2.34E-27
    21       3.17E-20  2.02E-20  9.96E-21  5.31E-21  2.59E-21  8.87E-22  3.68E-22  1.47E-22  4.20E-23  1.61E-23
             6.13E-24  1.70E-24  6.41E-25  2.39E-25  6.38E-26  2.32E-26  8.37E-27  2.15E-27  7.66E-28
    22       1.59E-20  9.75E-21  4.51E-21  2.26E-21  1.03E-21  3.30E-22  1.31E-22  5.01E-23  1.37E-23  5.10E-24
             1.89E-24  5.06E-25  1.86E-25  6.81E-26  1.79E-26  6.43E-27  2.30E-27  5.89E-28  2.09E-28
    23       1.02E-20  6.09E-21  2.69E-21  1.30E-21  5.77E-22  1.78E-22  6.90E-23  2.60E-23  7.00E-24  2.57E-24
             9.39E-25  2.48E-25  9.03E-26  3.28E-26  8.52E-27  3.05E-27  1.09E-27  2.78E-28  9.88E-29
    24       5.58E-21  3.19E-21  1.32E-21  6.10E-22  2.60E-22  7.67E-23  2.91E-23  1.08E-23  2.84E-24  1.03E-24
             3.71E-25  9.62E-26  3.45E-26  1.24E-26  3.17E-27  1.13E-27  4.01E-28  1.02E-28  3.61E-29
    25       2.86E-21  1.59E-21  6.37E-22  2.86E-22  1.19E-22  3.45E-23  1.29E-23  4.75E-24  1.24E-24  4.46E-25
             1.60E-25  4.13E-26  1.48E-26  5.28E-27  1.35E-27  4.81E-28  1.71E-28  4.34E-29  1.54E-29
    26       1.94E-21  1.05E-21  3.99E-22  1.74E-22  7.04E-23  1.99E-23  7.35E-24  2.68E-24  6.93E-25  2.48E-25
             8.86E-26  2.27E-26  8.08E-27  2.88E-27  7.34E-28  2.61E-28  9.24E-29  2.34E-29  8.29E-30
    27       1.36E-21  7.11E-22  2.61E-22  1.11E-22  4.40E-23  1.22E-23  4.47E-24  1.61E-24  4.16E-25  1.48E-25
             5.28E-26  1.35E-26  4.79E-27  1.70E-27  4.33E-28  1.53E-28  5.43E-29  1.38E-29  4.87E-30
    28       8.36E-22  4.21E-22  1.47E-22  6.04E-23  2.35E-23  6.37E-24  2.32E-24  8.33E-25  2.13E-25  7.58E-26
             2.69E-26  6.85E-27  2.43E-27  8.61E-28  2.18E-28  7.74E-29  2.74E-29  6.94E-30  2.45E-30
    29       4.94E-22  2.38E-22  7.91E-23  3.16E-23  1.21E-23  3.22E-24  1.16E-24  4.16E-25  1.06E-25  3.76E-26
             1.33E-26  3.38E-27  1.20E-27  4.24E-28  1.08E-28  3.81E-29  1.35E-29  3.41E-30  1.21E-30
    30       2.29E-22  1.04E-22  3.23E-23  1.25E-23  4.66E-24  1.22E-24  4.38E-25  1.56E-25  3.97E-26  1.40E-26
             4.97E-27  1.26E-27  4.46E-28  1.58E-28  3.99E-29  1.41E-29  4.99E-30  1.26E-30  4.47E-31
    31       1.36E-22  5.95E-23  1.79E-23  6.78E-24  2.50E-24  6.49E-25  2.32E-25  8.24E-26  2.09E-26  7.41E-27
             2.62E-27  6.63E-28  2.35E-28  8.30E-29  2.10E-29  7.43E-30  2.63E-30  6.65E-31  2.35E-31
    32       6.39E-23  2.67E-23  7.67E-24  2.86E-24  1.04E-24  2.68E-25  9.53E-26  3.38E-26  8.57E-27  3.03E-27
             1.07E-27  2.72E-28  9.60E-29  3.40E-29  8.59E-30  3.04E-30  1.07E-30  2.72E-31  9.61E-32
    33       3.60E-23  1.46E-23  4.09E-24  1.50E-24  5.43E-25  1.39E-25  4.95E-26  1.76E-26  4.45E-27  1.57E-27
             5.57E-28  1.41E-28  4.98E-29  1.76E-29  4.46E-30  1.58E-30  5.57E-31  1.41E-31  4.98E-32
    34       1.54E-23  6.02E-24  1.64E-24  5.95E-25  2.13E-25  5.45E-26  1.93E-26  6.84E-27  1.73E-27  6.13E-28
             2.17E-28  5.48E-29  1.94E-29  6.85E-30  1.73E-30  6.13E-31  2.17E-31  5.48E-32  1.94E-32
    35       7.92E-24  3.03E-24  8.10E-25  2.92E-25  1.04E-25  2.66E-26  9.43E-27  3.34E-27  8.45E-28  2.99E-28
             1.06E-28  2.67E-29  9.45E-30  3.34E-30  8.45E-31  2.99E-31  1.06E-31  2.67E-32  9.45E-33
    36       2.85E-24  1.06E-24  2.78E-25  9.97E-26  3.55E-26  9.01E-27  3.19E-27  1.13E-27  2.86E-28  1.01E-28
             3.57E-29  9.04E-30  3.20E-30  1.13E-30  2.86E-31  1.01E-31  3.57E-32  9.04E-33  3.20E-33
    37       1.43E-24  5.25E-25  1.36E-25  4.87E-26  1.73E-26  4.39E-27  1.55E-27  5.49E-28  1.39E-28  4.91E-29
             1.74E-29  4.40E-30  1.55E-30  5.49E-31  1.39E-31  4.91E-32  1.74E-32  4.40E-33  1.55E-33
    38       5.06E-25  1.84E-25  4.73E-26  1.68E-26  5.96E-27  1.51E-27  5.34E-28  1.89E-28  4.78E-29  1.69E-29
             5.98E-30  1.51E-30  5.35E-31  1.89E-31  4.78E-32  1.69E-32  5.98E-33  1.51E-33  5.35E-34
    39       2.47E-25  8.89E-26  2.27E-26  8.07E-27  2.86E-27  7.24E-28  2.56E-28  9.06E-29  2.29E-29  8.11E-30
             2.87E-30  7.25E-31  2.56E-31  9.06E-32  2.29E-32  8.11E-33  2.87E-33  7.25E-34  2.56E-34
    40       8.46E-26  3.02E-26  7.67E-27  2.72E-27  9.62E-28  2.43E-28  8.61E-29  3.04E-29  7.70E-30  2.72E-30
             9.63E-31  2.44E-31  8.61E-32  3.04E-32  7.70E-33  2.72E-33  9.63E-34  2.44E-34  8.61E-35
    41       5.16E-26  1.84E-26  4.66E-27  1.65E-27  5.83E-28  1.48E-28  5.22E-29  1.85E-29  4.67E-30  1.65E-30
             5.84E-31  1.48E-31  5.22E-32  1.85E-32  4.67E-33  1.65E-33  5.84E-34  1.48E-34  5.22E-35
    42       2.61E-26  9.24E-27  2.34E-27  8.27E-28  2.93E-28  7.40E-29  2.62E-29  9.25E-30  2.34E-30  8.27E-31
             2.93E-31  7.40E-32  2.62E-32  9.25E-33  2.34E-33  8.27E-34  2.93E-34  7.40E-35  2.62E-35

                                                                                     --------------------------
                                                                                     PRTF= 2  LVLPRT= (3P  1.0)
   ILREP
   -----
     4       7.15E-14  5.06E-14  3.20E-14  2.26E-14  1.60E-14  1.01E-14  7.12E-15  5.02E-15  3.14E-15  2.18E-15
             1.48E-15  8.54E-16  5.32E-16  3.13E-16  1.39E-16  6.98E-17  3.28E-17  1.11E-17  4.59E-18
     5       1.18E-11  8.37E-12  5.29E-12  3.74E-12  2.64E-12  1.66E-12  1.16E-12  8.01E-13  4.77E-13  3.09E-13
             1.89E-13  8.85E-14  4.52E-14  2.13E-14  7.00E-15  2.82E-15  1.09E-15  2.94E-16  1.07E-16
     6       4.18E-12  2.95E-12  1.86E-12  1.31E-12  9.20E-13  5.69E-13  3.88E-13  2.57E-13  1.39E-13  7.99E-14
             4.22E-14  1.58E-14  6.81E-15  2.75E-15  7.69E-16  2.83E-16  1.02E-16  2.63E-17  9.35E-18
     7       5.39E-15  3.81E-15  2.41E-15  1.70E-15  1.20E-15  7.59E-16  5.35E-16  3.76E-16  2.33E-16  1.60E-16
             1.08E-16  6.13E-17  3.79E-17  2.21E-17  9.78E-18  4.88E-18  2.29E-18  7.70E-19  3.20E-19
     8       7.03E-13  4.97E-13  3.14E-13  2.22E-13  1.56E-13  9.82E-14  6.87E-14  4.75E-14  2.82E-14  1.82E-14
             1.11E-14  5.17E-15  2.63E-15  1.23E-15  4.06E-16  1.63E-16  6.28E-17  1.70E-17  6.17E-18
     9       5.25E-13  3.71E-13  2.34E-13  1.65E-13  1.16E-13  7.16E-14  4.89E-14  3.24E-14  1.74E-14  1.00E-14
             5.29E-15  1.97E-15  8.49E-16  3.42E-16  9.57E-17  3.52E-17  1.27E-17  3.27E-18  1.16E-18
    10       2.83E-14  2.00E-14  1.26E-14  8.81E-15  6.12E-15  3.69E-15  2.42E-15  1.51E-15  7.18E-16  3.67E-16
             1.70E-16  5.42E-17  2.12E-17  7.94E-18  2.09E-18  7.50E-19  2.67E-19  6.79E-20  2.40E-20
    11       7.22E-16  5.10E-16  3.23E-16  2.28E-16  1.61E-16  1.01E-16  7.11E-17  4.97E-17  3.05E-17  2.07E-17
             1.38E-17  7.73E-18  4.74E-18  2.75E-18  1.21E-18  6.03E-19  2.82E-19  9.49E-20  3.94E-20
    12       3.82E-14  2.70E-14  1.70E-14  1.20E-14  8.48E-15  5.32E-15  3.71E-15  2.55E-15  1.50E-15  9.63E-16
             5.83E-16  2.69E-16  1.36E-16  6.35E-17  2.08E-17  8.35E-18  3.21E-18  8.68E-19  3.15E-19
    13       6.88E-14  4.86E-14  3.07E-14  2.16E-14  1.51E-14  9.35E-15  6.37E-15  4.21E-15  2.25E-15  1.29E-15
             6.78E-16  2.52E-16  1.08E-16  4.35E-17  1.22E-17  4.47E-18  1.62E-18  4.15E-19  1.47E-19
    14       6.30E-15  4.44E-15  2.79E-15  1.96E-15  1.36E-15  8.19E-16  5.37E-16  3.34E-16  1.58E-16  8.07E-17
             3.73E-17  1.19E-17  4.63E-18  1.74E-18  4.57E-19  1.64E-19  5.83E-20  1.48E-20  5.25E-21
    16       1.43E-16  1.01E-16  6.40E-17  4.52E-17  3.19E-17  2.00E-17  1.40E-17  9.68E-18  5.86E-18  3.94E-18
             2.60E-18  1.44E-18  8.75E-19  5.05E-19  2.22E-19  1.10E-19  5.15E-20  1.73E-20  7.18E-21
    17       7.27E-15  5.13E-15  3.24E-15  2.29E-15  1.61E-15  1.01E-15  6.99E-16  4.78E-16  2.79E-16  1.77E-16
             1.06E-16  4.85E-17  2.45E-17  1.14E-17  3.72E-18  1.49E-18  5.74E-19  1.55E-19  5.63E-20
    18       1.35E-14  9.52E-15  6.00E-15  4.22E-15  2.96E-15  1.82E-15  1.24E-15  8.14E-16  4.32E-16  2.46E-16
             1.29E-16  4.76E-17  2.04E-17  8.19E-18  2.28E-18  8.40E-19  3.04E-19  7.79E-20  2.77E-20
    19       1.57E-15  1.11E-15  6.96E-16  4.87E-16  3.38E-16  2.03E-16  1.33E-16  8.24E-17  3.89E-17  1.97E-17
             9.10E-18  2.88E-18  1.12E-18  4.21E-19  1.11E-19  3.97E-20  1.41E-20  3.59E-21  1.27E-21
    22       3.73E-17  2.64E-17  1.67E-17  1.17E-17  8.26E-18  5.16E-18  3.58E-18  2.46E-18  1.47E-18  9.76E-19
             6.37E-19  3.49E-19  2.11E-19  1.21E-19  5.32E-20  2.64E-20  1.23E-20  4.14E-21  1.72E-21
    23       1.86E-15  1.32E-15  8.31E-16  5.86E-16  4.12E-16  2.56E-16  1.77E-16  1.20E-16  6.90E-17  4.34E-17
             2.59E-17  1.17E-17  5.90E-18  2.74E-18  8.93E-19  3.58E-19  1.38E-19  3.71E-20  1.35E-20
    24       3.49E-15  2.47E-15  1.56E-15  1.09E-15  7.65E-16  4.69E-16  3.17E-16  2.07E-16  1.09E-16  6.17E-17
             3.21E-17  1.18E-17  5.05E-18  2.02E-18  5.64E-19  2.07E-19  7.49E-20  1.92E-20  6.83E-21
    25       4.62E-16  3.26E-16  2.05E-16  1.43E-16  9.94E-17  5.95E-17  3.88E-17  2.39E-17  1.12E-17  5.66E-18
             2.60E-18  8.23E-19  3.21E-19  1.20E-19  3.15E-20  1.13E-20  4.03E-21  1.02E-21  3.62E-22
    29       1.18E-17  8.37E-18  5.28E-18  3.72E-18  2.61E-18  1.62E-18  1.11E-18  7.57E-19  4.45E-19  2.93E-19
             1.90E-19  1.03E-19  6.20E-20  3.56E-20  1.55E-20  7.71E-21  3.60E-21  1.21E-21  5.00E-22
    30       5.86E-16  4.14E-16  2.61E-16  1.84E-16  1.29E-16  7.96E-17  5.45E-17  3.67E-17  2.08E-17  1.30E-17
             7.69E-18  3.46E-18  1.73E-18  8.04E-19  2.62E-19  1.05E-19  4.03E-20  1.09E-20  3.94E-21
    31       1.11E-15  7.81E-16  4.92E-16  3.45E-16  2.41E-16  1.47E-16  9.87E-17  6.40E-17  3.33E-17  1.88E-17
             9.70E-18  3.55E-18  1.52E-18  6.07E-19  1.69E-19  6.21E-20  2.24E-20  5.75E-21  2.04E-21
    32       1.58E-16  1.11E-16  6.99E-17  4.88E-17  3.38E-17  2.01E-17  1.31E-17  8.00E-18  3.72E-18  1.87E-18
             8.58E-19  2.71E-19  1.05E-19  3.94E-20  1.03E-20  3.71E-21  1.32E-21  3.35E-22  1.19E-22
    37       4.37E-18  3.08E-18  1.94E-18  1.37E-18  9.54E-19  5.87E-19  4.01E-19  2.69E-19  1.56E-19  1.02E-19
             6.53E-20  3.51E-20  2.11E-20  1.21E-20  5.27E-21  2.61E-21  1.22E-21  4.09E-22  1.69E-22
    38       2.15E-16  1.52E-16  9.55E-17  6.71E-17  4.69E-17  2.87E-17  1.95E-17  1.30E-17  7.28E-18  4.51E-18
             2.65E-18  1.19E-18  5.92E-19  2.74E-19  8.91E-20  3.57E-20  1.37E-20  3.69E-21  1.34E-21
    39       4.07E-16  2.87E-16  1.81E-16  1.27E-16  8.81E-17  5.34E-17  3.56E-17  2.29E-17  1.18E-17  6.58E-18
             3.39E-18  1.23E-18  5.26E-19  2.10E-19  5.85E-20  2.15E-20  7.76E-21  1.99E-21  7.07E-22
    40       6.09E-17  4.29E-17  2.69E-17  1.88E-17  1.30E-17  7.68E-18  4.95E-18  3.01E-18  1.39E-18  6.96E-19
             3.18E-19  9.99E-20  3.88E-20  1.45E-20  3.81E-21  1.37E-21  4.86E-22  1.24E-22  4.37E-23
    46       1.81E-18  1.28E-18  8.04E-19  5.64E-19  3.92E-19  2.39E-19  1.61E-19  1.07E-19  6.13E-20  3.96E-20
             2.52E-20  1.35E-20  8.08E-21  4.61E-21  2.01E-21  9.95E-22  4.64E-22  1.56E-22  6.45E-23
    47       8.87E-17  6.26E-17  3.94E-17  2.76E-17  1.92E-17  1.17E-17  7.84E-18  5.16E-18  2.86E-18  1.75E-18
             1.02E-18  4.56E-19  2.27E-19  1.05E-19  3.41E-20  1.36E-20  5.23E-21  1.41E-21  5.12E-22
    48       1.69E-16  1.19E-16  7.47E-17  5.23E-17  3.62E-17  2.17E-17  1.44E-17  9.15E-18  4.66E-18  2.59E-18
             1.33E-18  4.81E-19  2.05E-19  8.17E-20  2.27E-20  8.34E-21  3.01E-21  7.72E-22  2.74E-22
    49       2.60E-17  1.84E-17  1.15E-17  8.01E-18  5.50E-18  3.23E-18  2.07E-18  1.25E-18  5.71E-19  2.85E-19
             1.30E-19  4.06E-20  1.58E-20  5.89E-21  1.55E-21  5.54E-22  1.97E-22  5.01E-23  1.77E-23

   INREP
   -----
     3       1.61E-11  1.14E-11  7.18E-12  5.07E-12  3.57E-12  2.23E-12  1.55E-12  1.06E-12  6.19E-13  3.91E-13
             2.33E-13  1.05E-13  5.25E-14  2.43E-14  7.91E-15  3.17E-15  1.22E-15  3.31E-16  1.21E-16
     4       1.26E-12  8.92E-13  5.63E-13  3.97E-13  2.79E-13  1.74E-13  1.20E-13  8.17E-14  4.66E-14  2.88E-14
             1.67E-14  7.26E-15  3.54E-15  1.61E-15  5.13E-16  2.04E-16  7.80E-17  2.11E-17  7.67E-18
     5       1.14E-13  8.05E-14  5.08E-14  3.58E-14  2.51E-14  1.56E-14  1.07E-14  7.15E-15  3.95E-15  2.36E-15
             1.31E-15  5.40E-16  2.53E-16  1.11E-16  3.46E-17  1.36E-17  5.16E-18  1.39E-18  5.06E-19
     6       2.25E-14  1.59E-14  1.00E-14  7.05E-15  4.94E-15  3.05E-15  2.08E-15  1.38E-15  7.56E-16  4.47E-16
             2.47E-16  1.00E-16  4.68E-17  2.05E-17  6.33E-18  2.48E-18  9.42E-19  2.53E-19  9.23E-20
     7       5.86E-15  4.14E-15  2.61E-15  1.83E-15  1.28E-15  7.90E-16  5.36E-16  3.53E-16  1.91E-16  1.12E-16
             6.12E-17  2.47E-17  1.15E-17  5.00E-18  1.54E-18  6.02E-19  2.28E-19  6.14E-20  2.23E-20
     8       1.86E-15  1.31E-15  8.28E-16  5.82E-16  4.06E-16  2.48E-16  1.67E-16  1.09E-16  5.83E-17  3.39E-17
             1.84E-17  7.39E-18  3.42E-18  1.48E-18  4.56E-19  1.78E-19  6.74E-20  1.81E-20  6.59E-21
     9       6.87E-16  4.85E-16  3.05E-16  2.14E-16  1.49E-16  9.04E-17  6.04E-17  3.92E-17  2.06E-17  1.19E-17
             6.42E-18  2.56E-18  1.18E-18  5.11E-19  1.56E-19  6.10E-20  2.31E-20  6.20E-21  2.26E-21
    10       2.85E-16  2.01E-16  1.26E-16  8.84E-17  6.13E-17  3.69E-17  2.44E-17  1.57E-17  8.15E-18  4.66E-18
             2.50E-18  9.91E-19  4.55E-19  1.97E-19  6.02E-20  2.35E-20  8.88E-21  2.38E-21  8.66E-22
    11       1.30E-16  9.17E-17  5.75E-17  4.01E-17  2.76E-17  1.65E-17  1.08E-17  6.86E-18  3.53E-18  2.00E-18
             1.07E-18  4.21E-19  1.93E-19  8.34E-20  2.55E-20  9.91E-21  3.75E-21  1.00E-21  3.65E-22
    12       6.41E-17  4.52E-17  2.82E-17  1.96E-17  1.35E-17  7.93E-18  5.15E-18  3.24E-18  1.64E-18  9.28E-19
             4.93E-19  1.93E-19  8.83E-20  3.81E-20  1.16E-20  4.52E-21  1.71E-21  4.58E-22  1.66E-22
    13       3.38E-17  2.38E-17  1.48E-17  1.02E-17  6.98E-18  4.06E-18  2.61E-18  1.62E-18  8.15E-19  4.57E-19
             2.42E-19  9.43E-20  4.30E-20  1.85E-20  5.64E-21  2.19E-21  8.29E-22  2.22E-22  8.07E-23
    14       1.88E-17  1.32E-17  8.20E-18  5.65E-18  3.82E-18  2.20E-18  1.40E-18  8.59E-19  4.26E-19  2.37E-19
             1.25E-19  4.86E-20  2.21E-20  9.52E-21  2.90E-21  1.13E-21  4.25E-22  1.14E-22  4.14E-23
    15       1.12E-17  7.84E-18  4.84E-18  3.31E-18  2.21E-18  1.25E-18  7.81E-19  4.74E-19  2.32E-19  1.28E-19
             6.69E-20  2.58E-20  1.17E-20  5.03E-21  1.53E-21  5.92E-22  2.24E-22  5.99E-23  2.18E-23
    16       6.80E-18  4.77E-18  2.94E-18  2.00E-18  1.33E-18  7.31E-19  4.50E-19  2.69E-19  1.29E-19  7.10E-20
             3.70E-20  1.43E-20  6.48E-21  2.78E-21  8.45E-22  3.28E-22  1.24E-22  3.32E-23  1.21E-23
    17       2.81E-18  1.96E-18  1.19E-18  7.96E-19  5.19E-19  2.79E-19  1.68E-19  9.84E-20  4.65E-20  2.53E-20
             1.31E-20  5.02E-21  2.27E-21  9.73E-22  2.95E-22  1.14E-22  4.32E-23  1.16E-23  4.21E-24
    18       1.32E-18  9.15E-19  5.47E-19  3.59E-19  2.29E-19  1.19E-19  7.02E-20  4.03E-20  1.87E-20  1.01E-20
             5.17E-21  1.97E-21  8.90E-22  3.80E-22  1.15E-22  4.46E-23  1.68E-23  4.51E-24  1.64E-24
    19       6.82E-19  4.69E-19  2.76E-19  1.78E-19  1.10E-19  5.55E-20  3.19E-20  1.80E-20  8.19E-21  4.37E-21
             2.23E-21  8.46E-22  3.81E-22  1.63E-22  4.91E-23  1.90E-23  7.18E-24  1.92E-24  6.99E-25
    20       2.78E-19  1.90E-19  1.10E-19  6.92E-20  4.16E-20  2.00E-20  1.11E-20  6.12E-21  2.72E-21  1.43E-21
             7.23E-22  2.72E-22  1.22E-22  5.20E-23  1.57E-23  6.08E-24  2.29E-24  6.12E-25  2.23E-25
    21       1.07E-19  7.14E-20  3.94E-20  2.39E-20  1.37E-20  6.23E-21  3.33E-21  1.77E-21  7.58E-22  3.92E-22
             1.96E-22  7.31E-23  3.27E-23  1.39E-23  4.17E-24  1.61E-24  6.08E-25  1.62E-25  5.90E-26
    22       3.37E-20  2.19E-20  1.14E-20  6.51E-21  3.50E-21  1.46E-21  7.36E-22  3.72E-22  1.52E-22  7.65E-23
             3.76E-23  1.38E-23  6.15E-24  2.60E-24  7.79E-25  3.01E-25  1.13E-25  3.02E-26  1.10E-26
    23       1.80E-20  1.14E-20  5.69E-21  3.12E-21  1.62E-21  6.41E-22  3.13E-22  1.54E-22  6.08E-23  3.01E-23
             1.47E-23  5.34E-24  2.36E-24  9.95E-25  2.98E-25  1.15E-25  4.32E-26  1.15E-26  4.18E-27
    24       8.37E-21  5.08E-21  2.37E-21  1.23E-21  6.03E-22  2.22E-22  1.03E-22  4.86E-23  1.84E-23  8.87E-24
             4.24E-24  1.52E-24  6.67E-25  2.80E-25  8.35E-26  3.22E-26  1.21E-26  3.22E-27  1.17E-27
    25       5.41E-21  3.20E-21  1.43E-21  7.17E-22  3.40E-22  1.20E-22  5.43E-23  2.48E-23  9.10E-24  4.32E-24
             2.04E-24  7.24E-25  3.16E-25  1.32E-25  3.93E-26  1.51E-26  5.68E-27  1.51E-27  5.49E-28
    26       3.01E-21  1.72E-21  7.27E-22  3.48E-22  1.58E-22  5.29E-23  2.30E-23  1.01E-23  3.55E-24  1.64E-24
             7.58E-25  2.64E-25  1.14E-25  4.76E-26  1.41E-26  5.40E-27  2.02E-27  5.39E-28  1.95E-28
    27       1.81E-21  1.00E-21  4.02E-22  1.85E-22  8.11E-23  2.60E-23  1.09E-23  4.65E-24  1.56E-24  7.02E-25
             3.17E-25  1.08E-25  4.62E-26  1.90E-26  5.55E-27  2.11E-27  7.84E-28  2.07E-28  7.44E-29
    28       8.65E-22  4.57E-22  1.73E-22  7.61E-23  3.19E-23  9.69E-24  3.90E-24  1.59E-24  5.08E-25  2.20E-25
             9.66E-26  3.21E-26  1.35E-26  5.50E-27  1.60E-27  6.05E-28  2.24E-28  5.89E-29  2.12E-29
    29       3.24E-22  1.63E-22  5.77E-23  2.43E-23  9.81E-24  2.84E-24  1.10E-24  4.33E-25  1.30E-25  5.41E-26
             2.28E-26  7.29E-27  3.01E-27  1.21E-27  3.48E-28  1.31E-28  4.86E-29  1.28E-29  4.60E-30
    30       5.67E-23  2.66E-23  8.65E-24  3.46E-24  1.34E-24  3.67E-25  1.37E-25  5.15E-26  1.44E-26  5.67E-27
             2.27E-27  6.92E-28  2.80E-28  1.12E-28  3.20E-29  1.21E-29  4.49E-30  1.18E-30  4.27E-31
    31       2.18E-23  9.79E-24  3.04E-24  1.18E-24  4.46E-25  1.20E-25  4.39E-26  1.61E-26  4.36E-27  1.64E-27
             6.28E-28  1.78E-28  6.84E-29  2.60E-29  7.12E-30  2.63E-30  9.60E-31  2.50E-31  8.98E-32
    32       9.40E-24  3.99E-24  1.17E-24  4.43E-25  1.63E-25  4.28E-26  1.54E-26  5.57E-27  1.46E-27  5.33E-28
             1.96E-28  5.29E-29  1.96E-29  7.26E-30  1.93E-30  7.01E-31  2.53E-31  6.52E-32  2.33E-32
    33       5.03E-24  2.07E-24  5.88E-25  2.18E-25  7.96E-26  2.06E-26  7.38E-27  2.64E-27  6.82E-28  2.46E-28
             8.91E-29  2.34E-29  8.53E-30  3.10E-30  8.08E-31  2.91E-31  1.04E-31  2.67E-32  9.50E-33
    34       2.04E-24  8.04E-25  2.20E-25  8.05E-26  2.90E-26  7.44E-27  2.65E-27  9.41E-28  2.40E-28  8.57E-29
             3.06E-29  7.88E-30  2.82E-30  1.01E-30  2.59E-31  9.25E-32  3.29E-32  8.37E-33  2.97E-33
    35       1.02E-24  3.92E-25  1.05E-25  3.81E-26  1.36E-26  3.48E-27  1.24E-27  4.39E-28  1.12E-28  3.96E-29
             1.41E-29  3.59E-30  1.28E-30  4.55E-31  1.16E-31  4.12E-32  1.46E-32  3.71E-33  1.31E-33
    36       3.54E-25  1.32E-25  3.48E-26  1.25E-26  4.45E-27  1.13E-27  4.01E-28  1.42E-28  3.60E-29  1.27E-29
             4.51E-30  1.14E-30  4.06E-31  1.44E-31  3.65E-32  1.29E-32  4.57E-33  1.16E-33  4.09E-34
