SEQ='N '     NUCCHG=42                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 564544527.3   NPRNTI= 6   NPRNTF=20
   ---------------------
   INDP         CODE                 S L   WI        WNP
             9.11E-19  2.99E-19  1.18E-19  4.47E-20  1.18E-20  4.26E-21  1.52E-21  3.86E-22  1.37E-22
   544       2.07E-16  1.46E-16  9.22E-17  6.49E-17  4.55E-17  2.79E-17  1.88E-17  1.21E-17  6.09E-18  3.23E-18
             1.55E-18  5.08E-19  2.01E-19  7.61E-20  2.01E-20  7.24E-21  2.58E-21  6.56E-22  2.32E-22
   547       3.64E-17  2.57E-17  1.62E-17  1.14E-17  8.00E-18  4.92E-18  3.31E-18  2.14E-18  1.07E-18  5.69E-19
             2.73E-19  8.94E-20  3.54E-20  1.34E-20  3.55E-21  1.27E-21  4.54E-22  1.16E-22  4.09E-23
   571       1.51E-12  1.07E-12  6.76E-13  4.77E-13  3.37E-13  2.12E-13  1.49E-13  1.04E-13  6.38E-14  4.34E-14
             2.89E-14  1.61E-14  9.88E-15  5.72E-15  2.52E-15  1.25E-15  5.86E-16  1.97E-16  8.19E-17
   575       1.72E-12  1.21E-12  7.67E-13  5.41E-13  3.82E-13  2.39E-13  1.67E-13  1.15E-13  6.75E-14  4.32E-14
             2.61E-14  1.20E-14  6.08E-15  2.84E-15  9.29E-16  3.73E-16  1.44E-16  3.88E-17  1.41E-17
   585       3.35E-12  2.37E-12  1.50E-12  1.06E-12  7.45E-13  4.68E-13  3.26E-13  2.25E-13  1.33E-13  8.53E-14
             5.17E-14  2.39E-14  1.21E-14  5.65E-15  1.85E-15  7.44E-16  2.86E-16  7.73E-17  2.81E-17
   596       3.51E-12  2.48E-12  1.56E-12  1.10E-12  7.72E-13  4.78E-13  3.26E-13  2.16E-13  1.16E-13  6.64E-14
             3.49E-14  1.30E-14  5.57E-15  2.24E-15  6.27E-16  2.31E-16  8.34E-17  2.14E-17  7.60E-18
   604       5.20E-12  3.68E-12  2.32E-12  1.63E-12  1.15E-12  7.09E-13  4.84E-13  3.21E-13  1.72E-13  9.90E-14
             5.21E-14  1.94E-14  8.33E-15  3.35E-15  9.37E-16  3.45E-16  1.25E-16  3.20E-17  1.14E-17
   620       4.45E-12  3.14E-12  1.98E-12  1.39E-12  9.63E-13  5.81E-13  3.82E-13  2.38E-13  1.13E-13  5.78E-14
             2.68E-14  8.52E-15  3.33E-15  1.25E-15  3.29E-16  1.18E-16  4.20E-17  1.07E-17  3.78E-18
   621       5.91E-12  4.17E-12  2.62E-12  1.84E-12  1.28E-12  7.71E-13  5.07E-13  3.16E-13  1.50E-13  7.69E-14
             3.56E-14  1.13E-14  4.43E-15  1.66E-15  4.37E-16  1.57E-16  5.59E-17  1.42E-17  5.03E-18
   622       3.79E-12  2.67E-12  1.67E-12  1.16E-12  7.98E-13  4.64E-13  2.91E-13  1.69E-13  7.11E-14  3.29E-14
             1.39E-14  4.03E-15  1.50E-15  5.47E-16  1.41E-16  5.01E-17  1.78E-17  4.51E-18  1.59E-18
   623       4.73E-12  3.34E-12  2.09E-12  1.45E-12  9.98E-13  5.80E-13  3.63E-13  2.11E-13  8.89E-14  4.11E-14
             1.74E-14  5.04E-15  1.88E-15  6.84E-16  1.76E-16  6.27E-17  2.22E-17  5.63E-18  1.99E-18
   626       1.68E-12  1.18E-12  7.33E-13  5.05E-13  3.40E-13  1.89E-13  1.12E-13  6.03E-14  2.28E-14  9.76E-15
             3.88E-15  1.07E-15  3.89E-16  1.40E-16  3.57E-17  1.27E-17  4.49E-18  1.14E-18  4.02E-19
   627       2.01E-12  1.41E-12  8.80E-13  6.06E-13  4.08E-13  2.27E-13  1.34E-13  7.24E-14  2.73E-14  1.17E-14
             4.66E-15  1.28E-15  4.67E-16  1.68E-16  4.29E-17  1.52E-17  5.39E-18  1.36E-18  4.82E-19
   675       1.09E-17  7.70E-18  4.89E-18  3.48E-18  2.49E-18  1.62E-18  1.19E-18  8.86E-19  6.03E-19  4.45E-19
             3.18E-19  1.91E-19  1.21E-19  7.19E-20  3.23E-20  1.62E-20  7.64E-21  2.58E-21  1.07E-21
   680       9.91E-17  7.01E-17  4.45E-17  3.16E-17  2.26E-17  1.47E-17  1.07E-17  7.84E-18  5.10E-18  3.52E-18
             2.27E-18  1.11E-18  5.81E-19  2.77E-19  9.24E-20  3.74E-20  1.45E-20  3.92E-21  1.43E-21
   683       6.14E-18  4.35E-18  2.76E-18  1.96E-18  1.40E-18  9.12E-19  6.66E-19  4.90E-19  3.20E-19  2.22E-19
             1.43E-19  7.05E-20  3.69E-20  1.76E-20  5.87E-21  2.38E-21  9.20E-22  2.49E-22  9.08E-23
   684       6.96E-18  4.92E-18  3.12E-18  2.22E-18  1.59E-18  1.03E-18  7.55E-19  5.55E-19  3.63E-19  2.51E-19
             1.63E-19  7.99E-20  4.18E-20  2.00E-20  6.65E-21  2.70E-21  1.04E-21  2.83E-22  1.03E-22
   692       1.63E-17  1.16E-17  7.33E-18  5.20E-18  3.70E-18  2.37E-18  1.69E-18  1.18E-18  6.96E-19  4.26E-19
             2.36E-19  9.22E-20  4.06E-20  1.66E-20  4.69E-21  1.74E-21  6.29E-22  1.62E-22  5.75E-23
   695       2.11E-16  1.50E-16  9.47E-17  6.72E-17  4.78E-17  3.06E-17  2.18E-17  1.53E-17  9.01E-18  5.52E-18
             3.06E-18  1.20E-18  5.27E-19  2.15E-19  6.09E-20  2.25E-20  8.16E-21  2.10E-21  7.46E-22
   698       4.53E-17  3.21E-17  2.03E-17  1.44E-17  1.03E-17  6.57E-18  4.69E-18  3.30E-18  1.94E-18  1.19E-18
             6.60E-19  2.58E-19  1.14E-19  4.66E-20  1.32E-20  4.87E-21  1.77E-21  4.54E-22  1.61E-22
   699       2.13E-17  1.51E-17  9.54E-18  6.77E-18  4.82E-18  3.09E-18  2.20E-18  1.55E-18  9.12E-19  5.59E-19
             3.10E-19  1.21E-19  5.35E-20  2.19E-20  6.19E-21  2.29E-21  8.30E-22  2.13E-22  7.59E-23
   704       1.29E-18  9.12E-19  5.76E-19  4.07E-19  2.87E-19  1.79E-19  1.22E-19  8.04E-20  4.12E-20  2.22E-20
             1.07E-20  3.52E-21  1.40E-21  5.29E-22  1.40E-22  5.04E-23  1.80E-23  4.57E-24  1.62E-24
   705       8.32E-18  5.88E-18  3.72E-18  2.63E-18  1.85E-18  1.15E-18  7.91E-19  5.20E-19  2.66E-19  1.43E-19
             6.90E-20  2.27E-20  9.03E-21  3.42E-21  9.06E-22  3.26E-22  1.16E-22  2.95E-23  1.05E-23
   707       4.24E-17  3.00E-17  1.90E-17  1.36E-17  9.71E-18  6.34E-18  4.66E-18  3.46E-18  2.29E-18  1.60E-18
             1.04E-18  5.16E-19  2.71E-19  1.30E-19  4.33E-20  1.76E-20  6.80E-21  1.84E-21  6.71E-22
   708       3.80E-18  2.68E-18  1.70E-18  1.20E-18  8.44E-19  5.27E-19  3.61E-19  2.37E-19  1.22E-19  6.54E-20
             3.15E-20  1.04E-20  4.13E-21  1.56E-21  4.14E-22  1.49E-22  5.31E-23  1.35E-23  4.78E-24
   710       1.68E-18  1.19E-18  7.49E-19  5.29E-19  3.73E-19  2.33E-19  1.59E-19  1.05E-19  5.38E-20  2.89E-20
             1.40E-20  4.60E-21  1.83E-21  6.91E-22  1.83E-22  6.58E-23  2.35E-23  5.97E-24  2.12E-24
   731       1.51E-17  1.07E-17  6.78E-18  4.83E-18  3.46E-18  2.26E-18  1.67E-18  1.24E-18  8.24E-19  5.78E-19
             3.77E-19  1.87E-19  9.83E-20  4.71E-20  1.57E-20  6.38E-21  2.47E-21  6.70E-22  2.44E-22
   736       3.80E-17  2.69E-17  1.71E-17  1.22E-17  8.73E-18  5.71E-18  4.21E-18  3.13E-18  2.09E-18  1.46E-18
             9.57E-19  4.75E-19  2.50E-19  1.20E-19  4.00E-20  1.62E-20  6.28E-21  1.70E-21  6.20E-22
   739       7.87E-17  5.57E-17  3.53E-17  2.51E-17  1.79E-17  1.15E-17  8.28E-18  5.88E-18  3.51E-18  2.17E-18
             1.21E-18  4.78E-19  2.11E-19  8.67E-20  2.45E-20  9.08E-21  3.29E-21  8.47E-22  3.01E-22
   741       1.66E-18  1.17E-18  7.43E-19  5.28E-19  3.76E-19  2.43E-19  1.74E-19  1.24E-19  7.40E-20  4.58E-20
             2.56E-20  1.01E-20  4.47E-21  1.83E-21  5.19E-22  1.92E-22  6.96E-23  1.79E-23  6.36E-24
   745       4.76E-17  3.37E-17  2.14E-17  1.52E-17  1.08E-17  6.98E-18  5.02E-18  3.57E-18  2.13E-18  1.32E-18
             7.40E-19  2.92E-19  1.29E-19  5.29E-20  1.50E-20  5.55E-21  2.01E-21  5.17E-22  1.84E-22
   746       4.41E-17  3.12E-17  1.98E-17  1.41E-17  1.00E-17  6.47E-18  4.65E-18  3.31E-18  1.98E-18  1.23E-18
             6.86E-19  2.70E-19  1.20E-19  4.91E-20  1.39E-20  5.15E-21  1.87E-21  4.80E-22  1.71E-22
   751       2.13E-17  1.51E-17  9.52E-18  6.73E-18  4.76E-18  2.98E-18  2.06E-18  1.37E-18  7.10E-19  3.85E-19
             1.87E-19  6.19E-20  2.47E-20  9.35E-21  2.48E-21  8.91E-22  3.18E-22  8.08E-23  2.86E-23
   755       3.74E-17  2.64E-17  1.67E-17  1.18E-17  8.35E-18  5.24E-18  3.62E-18  2.40E-18  1.25E-18  6.77E-19
             3.29E-19  1.09E-19  4.34E-20  1.64E-20  4.36E-21  1.57E-21  5.59E-22  1.42E-22  5.04E-23
   758       7.21E-18  5.10E-18  3.22E-18  2.28E-18  1.61E-18  1.01E-18  6.98E-19  4.64E-19  2.41E-19  1.31E-19
             6.35E-20  2.10E-20  8.38E-21  3.18E-21  8.42E-22  3.03E-22  1.08E-22  2.75E-23  9.73E-24
   785       1.00E-12  7.09E-13  4.48E-13  3.17E-13  2.23E-13  1.40E-13  9.82E-14  6.82E-14  4.15E-14  2.80E-14
             1.85E-14  1.02E-14  6.24E-15  3.60E-15  1.58E-15  7.88E-16  3.68E-16  1.24E-16  5.13E-17
   792       1.13E-12  8.02E-13  5.06E-13  3.57E-13  2.52E-13  1.57E-13  1.09E-13  7.50E-14  4.38E-14  2.79E-14
             1.68E-14  7.69E-15  3.88E-15  1.81E-15  5.91E-16  2.37E-16  9.12E-17  2.46E-17  8.94E-18
   802       2.22E-12  1.57E-12  9.92E-13  7.00E-13  4.93E-13  3.09E-13  2.15E-13  1.48E-13  8.67E-14  5.53E-14
             3.34E-14  1.53E-14  7.73E-15  3.60E-15  1.18E-15  4.73E-16  1.82E-16  4.91E-17  1.79E-17
   807       2.37E-12  1.68E-12  1.06E-12  7.45E-13  5.22E-13  3.23E-13  2.20E-13  1.45E-13  7.73E-14  4.43E-14
             2.32E-14  8.60E-15  3.69E-15  1.48E-15  4.15E-16  1.52E-16  5.51E-17  1.41E-17  5.03E-18
   808       3.53E-12  2.49E-12  1.57E-12  1.11E-12  7.77E-13  4.80E-13  3.27E-13  2.16E-13  1.15E-13  6.61E-14
             3.47E-14  1.29E-14  5.52E-15  2.22E-15  6.20E-16  2.28E-16  8.25E-17  2.12E-17  7.52E-18
   811       3.26E-12  2.30E-12  1.45E-12  1.01E-12  7.04E-13  4.24E-13  2.79E-13  1.73E-13  8.22E-14  4.19E-14
             1.94E-14  6.17E-15  2.41E-15  9.03E-16  2.38E-16  8.52E-17  3.04E-17  7.71E-18  2.73E-18
   812       4.33E-12  3.05E-12  1.92E-12  1.35E-12  9.36E-13  5.64E-13  3.71E-13  2.31E-13  1.09E-13  5.58E-14
             2.58E-14  8.21E-15  3.21E-15  1.20E-15  3.17E-16  1.13E-16  4.04E-17  1.03E-17  3.64E-18
   813       3.33E-12  2.35E-12  1.47E-12  1.02E-12  7.02E-13  4.08E-13  2.56E-13  1.48E-13  6.24E-14  2.88E-14
             1.22E-14  3.53E-15  1.32E-15  4.79E-16  1.23E-16  4.39E-17  1.56E-17  3.95E-18  1.40E-18
   814       4.16E-12  2.93E-12  1.84E-12  1.28E-12  8.78E-13  5.10E-13  3.20E-13  1.85E-13  7.80E-14  3.60E-14
             1.52E-14  4.41E-15  1.65E-15  5.99E-16  1.54E-16  5.49E-17  1.95E-17  4.93E-18  1.75E-18
   815       2.35E-12  1.65E-12  1.03E-12  7.08E-13  4.77E-13  2.65E-13  1.57E-13  8.46E-14  3.19E-14  1.37E-14
             5.44E-15  1.50E-15  5.45E-16  1.96E-16  5.00E-17  1.77E-17  6.29E-18  1.59E-18  5.63E-19
   816       2.82E-12  1.98E-12  1.23E-12  8.50E-13  5.72E-13  3.18E-13  1.88E-13  1.01E-13  3.83E-14  1.64E-14
             6.53E-15  1.79E-15  6.54E-16  2.35E-16  6.00E-17  2.13E-17  7.54E-18  1.91E-18  6.75E-19
   817       8.49E-13  5.96E-13  3.68E-13  2.50E-13  1.64E-13  8.66E-14  4.83E-14  2.43E-14  8.36E-15  3.39E-15
             1.30E-15  3.46E-16  1.25E-16  4.45E-17  1.13E-17  4.01E-18  1.42E-18  3.59E-19  1.27E-19
   818       9.91E-13  6.95E-13  4.29E-13  2.92E-13  1.92E-13  1.01E-13  5.63E-14  2.83E-14  9.75E-15  3.95E-15
             1.51E-15  4.04E-16  1.45E-16  5.19E-17  1.32E-17  4.68E-18  1.66E-18  4.19E-19  1.48E-19
   874       7.07E-13  4.99E-13  3.15E-13  2.23E-13  1.57E-13  9.82E-14  6.85E-14  4.73E-14  2.85E-14  1.91E-14
             1.25E-14  6.90E-15  4.19E-15  2.42E-15  1.06E-15  5.27E-16  2.46E-16  8.26E-17  3.43E-17
   886       7.95E-13  5.62E-13  3.55E-13  2.50E-13  1.76E-13  1.10E-13  7.61E-14  5.19E-14  3.01E-14  1.91E-14
             1.14E-14  5.21E-15  2.62E-15  1.22E-15  3.99E-16  1.60E-16  6.15E-17  1.66E-17  6.03E-18
   889       1.56E-12  1.10E-12  6.97E-13  4.92E-13  3.46E-13  2.16E-13  1.50E-13  1.03E-13  5.97E-14  3.79E-14
             2.27E-14  1.04E-14  5.23E-15  2.44E-15  7.96E-16  3.19E-16  1.23E-16  3.31E-17  1.20E-17
   911       2.08E-18  1.48E-18  9.40E-19  6.73E-19  4.87E-19  3.26E-19  2.47E-19  1.91E-19  1.36E-19  1.02E-19
             7.41E-20  4.47E-20  2.84E-20  1.69E-20  7.59E-21  3.81E-21  1.79E-21  6.06E-22  2.52E-22
   912       1.69E-12  1.19E-12  7.51E-13  5.29E-13  3.70E-13  2.28E-13  1.55E-13  1.02E-13  5.42E-14  3.09E-14
             1.62E-14  5.97E-15  2.56E-15  1.03E-15  2.87E-16  1.06E-16  3.81E-17  9.78E-18  3.48E-18
   927       2.51E-12  1.77E-12  1.12E-12  7.87E-13  5.51E-13  3.40E-13  2.31E-13  1.52E-13  8.09E-14  4.62E-14
             2.42E-14  8.93E-15  3.83E-15  1.54E-15  4.30E-16  1.58E-16  5.71E-17  1.47E-17  5.21E-18
   929       2.42E-12  1.71E-12  1.07E-12  7.52E-13  5.22E-13  3.14E-13  2.06E-13  1.28E-13  6.05E-14  3.08E-14
             1.42E-14  4.52E-15  1.76E-15  6.61E-16  1.74E-16  6.23E-17  2.22E-17  5.64E-18  2.00E-18
   930       3.21E-12  2.27E-12  1.43E-12  9.99E-13  6.94E-13  4.18E-13  2.74E-13  1.70E-13  8.06E-14  4.10E-14
             1.90E-14  6.02E-15  2.35E-15  8.80E-16  2.32E-16  8.30E-17  2.96E-17  7.51E-18  2.66E-18
   932       2.73E-12  1.92E-12  1.21E-12  8.39E-13  5.75E-13  3.34E-13  2.09E-13  1.21E-13  5.10E-14  2.35E-14
             9.94E-15  2.88E-15  1.07E-15  3.90E-16  1.01E-16  3.58E-17  1.27E-17  3.22E-18  1.14E-18
   933       3.41E-12  2.41E-12  1.51E-12  1.05E-12  7.19E-13  4.18E-13  2.62E-13  1.52E-13  6.37E-14  2.94E-14
             1.24E-14  3.60E-15  1.34E-15  4.88E-16  1.26E-16  4.47E-17  1.59E-17  4.02E-18  1.42E-18
   934       2.38E-12  1.67E-12  1.04E-12  7.18E-13  4.84E-13  2.69E-13  1.59E-13  8.57E-14  3.23E-14  1.38E-14
             5.51E-15  1.51E-15  5.52E-16  1.98E-16  5.06E-17  1.80E-17  6.36E-18  1.61E-18  5.70E-19
   935       2.86E-12  2.01E-12  1.25E-12  8.62E-13  5.80E-13  3.22E-13  1.91E-13  1.03E-13  3.88E-14  1.66E-14
             6.61E-15  1.82E-15  6.62E-16  2.38E-16  6.08E-17  2.16E-17  7.63E-18  1.93E-18  6.84E-19
   936       1.42E-12  9.92E-13  6.13E-13  4.17E-13  2.74E-13  1.44E-13  8.04E-14  4.04E-14  1.39E-14  5.64E-15
             2.16E-15  5.76E-16  2.08E-16  7.41E-17  1.89E-17  6.68E-18  2.36E-18  5.98E-19  2.12E-19
   937       1.65E-12  1.16E-12  7.15E-13  4.86E-13  3.20E-13  1.68E-13  9.38E-14  4.71E-14  1.62E-14  6.58E-15
             2.52E-15  6.72E-16  2.42E-16  8.64E-17  2.20E-17  7.79E-18  2.76E-18  6.98E-19  2.47E-19
   938       4.33E-13  3.03E-13  1.85E-13  1.24E-13  7.91E-14  3.92E-14  2.06E-14  9.73E-15  3.12E-15  1.22E-15
             4.54E-16  1.19E-16  4.26E-17  1.52E-17  3.85E-18  1.36E-18  4.82E-19  1.22E-19  4.31E-20
   939       4.95E-13  3.46E-13  2.11E-13  1.41E-13  9.04E-14  4.48E-14  2.36E-14  1.11E-14  3.56E-15  1.39E-15
             5.19E-16  1.36E-16  4.87E-17  1.73E-17  4.40E-18  1.56E-18  5.51E-19  1.39E-19  4.93E-20
   943       1.87E-17  1.33E-17  8.46E-18  6.05E-18  4.38E-18  2.92E-18  2.20E-18  1.67E-18  1.14E-18  8.03E-19
             5.25E-19  2.60E-19  1.36E-19  6.51E-20  2.17E-20  8.79E-21  3.40E-21  9.22E-22  3.36E-22
   956       1.45E-18  1.03E-18  6.55E-19  4.69E-19  3.39E-19  2.27E-19  1.71E-19  1.31E-19  8.93E-20  6.33E-20
             4.15E-20  2.06E-20  1.08E-20  5.16E-21  1.72E-21  6.97E-22  2.70E-22  7.31E-23  2.66E-23
   957       1.47E-18  1.04E-18  6.64E-19  4.75E-19  3.44E-19  2.30E-19  1.74E-19  1.32E-19  9.05E-20  6.41E-20
             4.20E-20  2.08E-20  1.09E-20  5.23E-21  1.74E-21  7.07E-22  2.73E-22  7.41E-23  2.70E-23
   979       3.21E-18  2.28E-18  1.45E-18  1.04E-18  7.46E-19  4.91E-19  3.62E-19  2.63E-19  1.61E-19  1.01E-19
             5.68E-20  2.24E-20  9.93E-21  4.07E-21  1.15E-21  4.26E-22  1.55E-22  3.98E-23  1.41E-23
   981       4.20E-17  2.98E-17  1.89E-17  1.35E-17  9.74E-18  6.42E-18  4.73E-18  3.45E-18  2.11E-18  1.32E-18
             7.45E-19  2.94E-19  1.30E-19  5.33E-20  1.51E-20  5.59E-21  2.03E-21  5.21E-22  1.85E-22
   983       9.73E-18  6.90E-18  4.39E-18  3.14E-18  2.26E-18  1.49E-18  1.10E-18  8.02E-19  4.92E-19  3.09E-19
             1.74E-19  6.87E-20  3.04E-20  1.25E-20  3.53E-21  1.31E-21  4.74E-22  1.22E-22  4.33E-23
   984       4.61E-18  3.27E-18  2.08E-18  1.49E-18  1.07E-18  7.07E-19  5.21E-19  3.80E-19  2.33E-19  1.46E-19
             8.24E-20  3.26E-20  1.44E-20  5.91E-21  1.68E-21  6.20E-22  2.25E-22  5.78E-23  2.06E-23
   989       2.03E-18  1.44E-18  9.13E-19  6.50E-19  4.64E-19  2.98E-19  2.10E-19  1.43E-19  7.62E-20  4.18E-20
             2.04E-20  6.80E-21  2.71E-21  1.03E-21  2.73E-22  9.82E-23  3.50E-23  8.91E-24  3.16E-24
   990       9.13E-19  6.46E-19  4.10E-19  2.92E-19  2.08E-19  1.34E-19  9.45E-20  6.43E-20  3.43E-20  1.88E-20
             9.20E-21  3.06E-21  1.22E-21  4.63E-22  1.23E-22  4.42E-23  1.58E-23  4.01E-24  1.42E-24
  1015       6.79E-18  4.81E-18  3.07E-18  2.21E-18  1.60E-18  1.08E-18  8.30E-19  6.44E-19  4.50E-19  3.24E-19
             2.15E-19  1.07E-19  5.66E-20  2.71E-20  9.08E-21  3.68E-21  1.42E-21  3.87E-22  1.41E-22
  1017       2.66E-18  1.88E-18  1.20E-18  8.64E-19  6.28E-19  4.26E-19  3.27E-19  2.54E-19  1.78E-19  1.29E-19
             8.54E-20  4.28E-20  2.26E-20  1.08E-20  3.62E-21  1.47E-21  5.69E-22  1.54E-22  5.62E-23
  1019       7.00E-18  4.96E-18  3.17E-18  2.28E-18  1.66E-18  1.12E-18  8.62E-19  6.72E-19  4.72E-19  3.40E-19
             2.26E-19  1.13E-19  5.98E-20  2.87E-20  9.61E-21  3.90E-21  1.51E-21  4.10E-22  1.49E-22
  1023       1.32E-17  9.38E-18  5.98E-18  4.28E-18  3.10E-18  2.07E-18  1.55E-18  1.15E-18  7.23E-19  4.60E-19
             2.62E-19  1.04E-19  4.64E-20  1.91E-20  5.41E-21  2.00E-21  7.27E-22  1.87E-22  6.65E-23
  1024       3.28E-19  2.32E-19  1.48E-19  1.06E-19  7.69E-20  5.14E-20  3.85E-20  2.86E-20  1.80E-20  1.14E-20
             6.51E-21  2.60E-21  1.15E-21  4.75E-22  1.35E-22  4.99E-23  1.81E-23  4.66E-24  1.66E-24
  1027       8.19E-18  5.81E-18  3.70E-18  2.65E-18  1.92E-18  1.29E-18  9.63E-19  7.16E-19  4.50E-19  2.87E-19
             1.63E-19  6.52E-20  2.90E-20  1.19E-20  3.38E-21  1.25E-21  4.54E-22  1.17E-22  4.16E-23
  1028       7.98E-18  5.66E-18  3.61E-18  2.59E-18  1.87E-18  1.25E-18  9.39E-19  6.98E-19  4.39E-19  2.80E-19
             1.59E-19  6.36E-20  2.83E-20  1.16E-20  3.30E-21  1.22E-21  4.44E-22  1.14E-22  4.06E-23
  1035       4.20E-18  2.97E-18  1.89E-18  1.35E-18  9.68E-19  6.29E-19  4.51E-19  3.12E-19  1.70E-19  9.45E-20
             4.66E-20  1.56E-20  6.26E-21  2.38E-21  6.32E-22  2.28E-22  8.12E-23  2.07E-23  7.31E-24
  1038       7.50E-18  5.31E-18  3.38E-18  2.41E-18  1.73E-18  1.13E-18  8.07E-19  5.59E-19  3.04E-19  1.69E-19
             8.35E-20  2.80E-20  1.12E-20  4.27E-21  1.13E-21  4.08E-22  1.46E-22  3.70E-23  1.31E-23
  1041       1.52E-18  1.08E-18  6.86E-19  4.89E-19  3.51E-19  2.28E-19  1.64E-19  1.13E-19  6.18E-20  3.44E-20
             1.70E-20  5.69E-21  2.28E-21  8.66E-22  2.30E-22  8.28E-23  2.95E-23  7.52E-24  2.66E-24
  1102       4.53E-19  3.22E-19  2.07E-19  1.50E-19  1.11E-19  7.75E-20  6.16E-20  4.99E-20  3.74E-20  2.88E-20
             2.11E-20  1.29E-20  8.19E-21  4.87E-21  2.19E-21  1.10E-21  5.17E-22  1.75E-22  7.27E-23
  1107       4.03E-18  2.86E-18  1.84E-18  1.33E-18  9.83E-19  6.88E-19  5.43E-19  4.34E-19  3.11E-19  2.25E-19
             1.49E-19  7.44E-20  3.91E-20  1.87E-20  6.25E-21  2.53E-21  9.80E-22  2.66E-22  9.68E-23
  1110       3.33E-19  2.37E-19  1.52E-19  1.10E-19  8.15E-20  5.72E-20  4.53E-20  3.64E-20  2.61E-20  1.90E-20
             1.26E-20  6.29E-21  3.31E-21  1.59E-21  5.30E-22  2.15E-22  8.30E-23  2.25E-23  8.20E-24
  1111       3.51E-19  2.49E-19  1.60E-19  1.16E-19  8.58E-20  6.02E-20  4.77E-20  3.83E-20  2.75E-20  2.00E-20
             1.33E-20  6.63E-21  3.49E-21  1.67E-21  5.58E-22  2.26E-22  8.75E-23  2.37E-23  8.64E-24
  1112       7.07E-19  5.02E-19  3.22E-19  2.33E-19  1.71E-19  1.18E-19  9.15E-20  7.00E-20  4.51E-20  2.89E-20
             1.65E-20  6.58E-21  2.92E-21  1.20E-21  3.41E-22  1.26E-22  4.57E-23  1.18E-23  4.18E-24
  1114       9.28E-18  6.59E-18  4.23E-18  3.06E-18  2.25E-18  1.56E-18  1.20E-18  9.20E-19  5.93E-19  3.81E-19
             2.17E-19  8.67E-20  3.85E-20  1.58E-20  4.49E-21  1.66E-21  6.03E-22  1.55E-22  5.51E-23
  1119       2.22E-18  1.58E-18  1.01E-18  7.33E-19  5.40E-19  3.74E-19  2.89E-19  2.22E-19  1.43E-19  9.19E-20
             5.25E-20  2.09E-20  9.31E-21  3.82E-21  1.08E-21  4.02E-22  1.46E-22  3.75E-23  1.33E-23
  1120       1.07E-18  7.58E-19  4.87E-19  3.52E-19  2.59E-19  1.79E-19  1.39E-19  1.06E-19  6.87E-20  4.41E-20
             2.52E-20  1.01E-20  4.47E-21  1.84E-21  5.21E-22  1.93E-22  7.00E-23  1.80E-23  6.40E-24
  1126       5.07E-19  3.60E-19  2.30E-19  1.66E-19  1.21E-19  8.14E-20  6.02E-20  4.29E-20  2.40E-20  1.34E-20
             6.67E-21  2.24E-21  8.98E-22  3.42E-22  9.08E-23  3.27E-23  1.17E-23  2.96E-24  1.05E-24
  1169       1.27E-18  9.06E-19  5.84E-19  4.25E-19  3.18E-19  2.28E-19  1.86E-19  1.54E-19  1.14E-19  8.45E-20
             5.69E-20  2.88E-20  1.52E-20  7.32E-21  2.45E-21  9.95E-22  3.85E-22  1.05E-22  3.80E-23
  1171       5.26E-19  3.74E-19  2.41E-19  1.76E-19  1.32E-19  9.48E-20  7.74E-20  6.41E-20  4.79E-20  3.55E-20
             2.40E-20  1.21E-20  6.42E-21  3.08E-21  1.03E-21  4.19E-22  1.62E-22  4.41E-23  1.60E-23
  1173       1.42E-18  1.01E-18  6.51E-19  4.75E-19  3.55E-19  2.56E-19  2.09E-19  1.74E-19  1.30E-19  9.63E-20
             6.50E-20  3.29E-20  1.74E-20  8.37E-21  2.81E-21  1.14E-21  4.41E-22  1.20E-22  4.36E-23
  1176       2.54E-18  1.81E-18  1.17E-18  8.48E-19  6.31E-19  4.48E-19  3.57E-19  2.82E-19  1.88E-19  1.23E-19
             7.13E-20  2.88E-20  1.28E-20  5.29E-21  1.51E-21  5.58E-22  2.02E-22  5.21E-23  1.85E-23
  1180       1.60E-18  1.14E-18  7.31E-19  5.33E-19  3.97E-19  2.82E-19  2.25E-19  1.78E-19  1.19E-19  7.79E-20
             4.51E-20  1.82E-20  8.14E-21  3.35E-21  9.54E-22  3.53E-22  1.28E-22  3.30E-23  1.17E-23
  1181       1.60E-18  1.14E-18  7.33E-19  5.34E-19  3.98E-19  2.83E-19  2.25E-19  1.78E-19  1.19E-19  7.82E-20
             4.53E-20  1.83E-20  8.17E-21  3.37E-21  9.57E-22  3.55E-22  1.29E-22  3.31E-23  1.18E-23
  1186       8.80E-19  6.26E-19  4.02E-19  2.91E-19  2.15E-19  1.49E-19  1.13E-19  8.28E-20  4.78E-20  2.73E-20
             1.37E-20  4.66E-21  1.87E-21  7.14E-22  1.90E-22  6.84E-23  2.44E-23  6.21E-24  2.20E-24
  1189       1.59E-18  1.13E-18  7.27E-19  5.27E-19  3.89E-19  2.69E-19  2.05E-19  1.50E-19  8.67E-20  4.95E-20
             2.49E-20  8.45E-21  3.40E-21  1.29E-21  3.44E-22  1.24E-22  4.43E-23  1.13E-23  3.99E-24
  1192       3.33E-19  2.37E-19  1.52E-19  1.10E-19  8.14E-20  5.63E-20  4.28E-20  3.14E-20  1.81E-20  1.04E-20
