SEQ='HE'     NUCCHG=42                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 198122701.0   NPRNTI= 1   NPRNTF= 1
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S1                 (2)0( 0.5)        0.0 

   IC RESOLVED LEVEL INDEXING           BWNR= 390207216.3   NLVL= 127
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
             2.03E-14  9.03E-15  4.46E-15  2.03E-15  6.48E-16  2.56E-16  9.76E-17  2.61E-17  9.44E-18
    54       2.34E-12  1.65E-12  1.04E-12  7.36E-13  5.18E-13  3.24E-13  2.25E-13  1.54E-13  8.97E-14  5.66E-14
             3.35E-14  1.50E-14  7.39E-15  3.37E-15  1.08E-15  4.26E-16  1.62E-16  4.34E-17  1.57E-17
    55       1.43E-12  1.01E-12  6.37E-13  4.48E-13  3.14E-13  1.94E-13  1.32E-13  8.71E-14  4.64E-14  2.64E-14
             1.37E-14  5.02E-15  2.13E-15  8.51E-16  2.36E-16  8.64E-17  3.12E-17  7.99E-18  2.84E-18
    56       1.40E-12  9.86E-13  6.23E-13  4.40E-13  3.10E-13  1.94E-13  1.35E-13  9.23E-14  5.37E-14  3.39E-14
             2.01E-14  8.97E-15  4.43E-15  2.02E-15  6.45E-16  2.55E-16  9.72E-17  2.60E-17  9.41E-18
    57       2.38E-12  1.68E-12  1.06E-12  7.47E-13  5.24E-13  3.24E-13  2.20E-13  1.45E-13  7.72E-14  4.39E-14
             2.29E-14  8.36E-15  3.56E-15  1.42E-15  3.93E-16  1.44E-16  5.19E-17  1.33E-17  4.73E-18
    58       3.31E-12  2.34E-12  1.47E-12  1.04E-12  7.28E-13  4.50E-13  3.06E-13  2.02E-13  1.08E-13  6.13E-14
             3.19E-14  1.17E-14  4.97E-15  1.98E-15  5.49E-16  2.01E-16  7.26E-17  1.86E-17  6.60E-18
    59       2.09E-12  1.47E-12  9.26E-13  6.49E-13  4.51E-13  2.72E-13  1.79E-13  1.11E-13  5.28E-14  2.69E-14
             1.24E-14  3.94E-15  1.54E-15  5.76E-16  1.51E-16  5.42E-17  1.93E-17  4.90E-18  1.74E-18
    60       2.92E-12  2.06E-12  1.30E-12  9.09E-13  6.32E-13  3.81E-13  2.50E-13  1.56E-13  7.39E-14  3.77E-14
             1.74E-14  5.52E-15  2.15E-15  8.06E-16  2.12E-16  7.59E-17  2.70E-17  6.87E-18  2.43E-18
    61       2.36E-12  1.67E-12  1.05E-12  7.42E-13  5.20E-13  3.21E-13  2.19E-13  1.44E-13  7.69E-14  4.38E-14
             2.28E-14  8.34E-15  3.55E-15  1.41E-15  3.92E-16  1.44E-16  5.18E-17  1.33E-17  4.72E-18
    62       3.74E-12  2.64E-12  1.66E-12  1.16E-12  8.10E-13  4.88E-13  3.21E-13  2.00E-13  9.48E-14  4.83E-14
             2.23E-14  7.09E-15  2.76E-15  1.03E-15  2.72E-16  9.74E-17  3.47E-17  8.81E-18  3.12E-18
    63       2.91E-12  2.05E-12  1.29E-12  9.06E-13  6.30E-13  3.80E-13  2.49E-13  1.55E-13  7.38E-14  3.76E-14
             1.74E-14  5.51E-15  2.15E-15  8.04E-16  2.11E-16  7.58E-17  2.70E-17  6.85E-18  2.43E-18
    64       1.89E-12  1.33E-12  8.33E-13  5.80E-13  3.98E-13  2.31E-13  1.45E-13  8.41E-14  3.54E-14  1.64E-14
             6.93E-15  2.01E-15  7.49E-16  2.73E-16  7.02E-17  2.50E-17  8.86E-18  2.25E-18  7.95E-19
    65       2.43E-12  1.71E-12  1.07E-12  7.45E-13  5.11E-13  2.97E-13  1.86E-13  1.08E-13  4.56E-14  2.11E-14
             8.91E-15  2.58E-15  9.63E-16  3.50E-16  9.03E-17  3.21E-17  1.14E-17  2.89E-18  1.02E-18
    66       2.43E-12  1.71E-12  1.07E-12  7.45E-13  5.11E-13  2.97E-13  1.86E-13  1.08E-13  4.56E-14  2.11E-14
             8.91E-15  2.58E-15  9.63E-16  3.50E-16  9.03E-17  3.21E-17  1.14E-17  2.89E-18  1.02E-18
    67       2.96E-12  2.09E-12  1.31E-12  9.11E-13  6.25E-13  3.63E-13  2.28E-13  1.32E-13  5.57E-14  2.57E-14
             1.09E-14  3.16E-15  1.18E-15  4.28E-16  1.10E-16  3.93E-17  1.39E-17  3.53E-18  1.25E-18
    68       8.58E-13  6.04E-13  3.76E-13  2.59E-13  1.74E-13  9.68E-14  5.73E-14  3.09E-14  1.17E-14  5.00E-15
             1.99E-15  5.47E-16  2.00E-16  7.17E-17  1.83E-17  6.50E-18  2.30E-18  5.83E-19  2.06E-19
    69       1.05E-12  7.38E-13  4.59E-13  3.16E-13  2.13E-13  1.18E-13  7.00E-14  3.78E-14  1.43E-14  6.11E-15
             2.43E-15  6.69E-16  2.44E-16  8.76E-17  2.24E-17  7.94E-18  2.81E-18  7.12E-19  2.52E-19
    70       1.05E-12  7.38E-13  4.59E-13  3.16E-13  2.13E-13  1.18E-13  7.00E-14  3.78E-14  1.43E-14  6.11E-15
             2.43E-15  6.69E-16  2.44E-16  8.76E-17  2.24E-17  7.94E-18  2.81E-18  7.12E-19  2.52E-19
    71       1.24E-12  8.72E-13  5.43E-13  3.74E-13  2.52E-13  1.40E-13  8.28E-14  4.47E-14  1.69E-14  7.22E-15
             2.88E-15  7.91E-16  2.88E-16  1.04E-16  2.65E-17  9.38E-18  3.32E-18  8.42E-19  2.98E-19
    72       8.98E-13  6.35E-13  4.01E-13  2.83E-13  1.99E-13  1.25E-13  8.72E-14  6.02E-14  3.62E-14  2.41E-14
             1.56E-14  8.39E-15  4.97E-15  2.78E-15  1.17E-15  5.66E-16  2.58E-16  8.45E-17  3.45E-17
    73       3.19E-13  2.26E-13  1.42E-13  1.00E-13  7.07E-14  4.41E-14  3.05E-14  2.07E-14  1.19E-14  7.45E-15
             4.39E-15  1.94E-15  9.55E-16  4.35E-16  1.38E-16  5.47E-17  2.08E-17  5.56E-18  2.01E-18
    74       2.98E-13  2.10E-13  1.33E-13  9.38E-14  6.61E-14  4.14E-14  2.89E-14  2.00E-14  1.20E-14  8.00E-15
             5.20E-15  2.79E-15  1.65E-15  9.25E-16  3.90E-16  1.89E-16  8.61E-17  2.82E-17  1.15E-17
    75       9.57E-13  6.76E-13  4.27E-13  3.01E-13  2.12E-13  1.32E-13  9.14E-14  6.21E-14  3.57E-14  2.23E-14
             1.32E-14  5.83E-15  2.87E-15  1.30E-15  4.15E-16  1.64E-16  6.24E-17  1.67E-17  6.04E-18
    76       1.57E-12  1.11E-12  6.99E-13  4.93E-13  3.47E-13  2.17E-13  1.50E-13  1.02E-13  5.89E-14  3.69E-14
             2.18E-14  9.67E-15  4.76E-15  2.17E-15  6.90E-16  2.73E-16  1.04E-16  2.78E-17  1.00E-17
    77       9.74E-13  6.88E-13  4.34E-13  3.05E-13  2.14E-13  1.32E-13  8.96E-14  5.89E-14  3.12E-14  1.77E-14
             9.17E-15  3.35E-15  1.42E-15  5.66E-16  1.57E-16  5.74E-17  2.07E-17  5.30E-18  1.88E-18
    78       9.36E-13  6.62E-13  4.18E-13  2.95E-13  2.08E-13  1.30E-13  8.98E-14  6.12E-14  3.53E-14  2.21E-14
             1.31E-14  5.80E-15  2.85E-15  1.30E-15  4.14E-16  1.64E-16  6.22E-17  1.66E-17  6.02E-18
    79       1.62E-12  1.15E-12  7.23E-13  5.09E-13  3.57E-13  2.20E-13  1.49E-13  9.82E-14  5.20E-14  2.95E-14
             1.53E-14  5.58E-15  2.37E-15  9.43E-16  2.61E-16  9.57E-17  3.45E-17  8.84E-18  3.14E-18
    80       2.26E-12  1.59E-12  1.01E-12  7.08E-13  4.96E-13  3.06E-13  2.08E-13  1.37E-13  7.25E-14  4.11E-14
             2.13E-14  7.79E-15  3.31E-15  1.32E-15  3.65E-16  1.34E-16  4.82E-17  1.24E-17  4.39E-18
    81       1.53E-12  1.08E-12  6.78E-13  4.75E-13  3.30E-13  1.99E-13  1.31E-13  8.12E-14  3.84E-14  1.95E-14
             9.02E-15  2.86E-15  1.11E-15  4.17E-16  1.09E-16  3.92E-17  1.40E-17  3.55E-18  1.26E-18
    82       2.14E-12  1.51E-12  9.49E-13  6.65E-13  4.63E-13  2.79E-13  1.83E-13  1.14E-13  5.38E-14  2.74E-14
             1.26E-14  4.00E-15  1.56E-15  5.83E-16  1.53E-16  5.49E-17  1.95E-17  4.97E-18  1.76E-18
    83       1.61E-12  1.14E-12  7.18E-13  5.06E-13  3.55E-13  2.19E-13  1.49E-13  9.77E-14  5.18E-14  2.94E-14
             1.52E-14  5.56E-15  2.36E-15  9.42E-16  2.61E-16  9.55E-17  3.44E-17  8.82E-18  3.13E-18
    84       2.74E-12  1.93E-12  1.22E-12  8.53E-13  5.93E-13  3.57E-13  2.34E-13  1.46E-13  6.90E-14  3.51E-14
             1.62E-14  5.13E-15  2.00E-15  7.49E-16  1.97E-16  7.05E-17  2.51E-17  6.38E-18  2.26E-18
    85       2.13E-12  1.50E-12  9.46E-13  6.63E-13  4.61E-13  2.78E-13  1.82E-13  1.13E-13  5.37E-14  2.73E-14
             1.26E-14  3.99E-15  1.56E-15  5.82E-16  1.53E-16  5.48E-17  1.95E-17  4.96E-18  1.76E-18
    86       1.66E-12  1.17E-12  7.32E-13  5.10E-13  3.50E-13  2.03E-13  1.27E-13  7.39E-14  3.11E-14  1.44E-14
             6.07E-15  1.76E-15  6.56E-16  2.39E-16  6.15E-17  2.19E-17  7.76E-18  1.97E-18  6.96E-19
    87       2.13E-12  1.50E-12  9.42E-13  6.56E-13  4.50E-13  2.62E-13  1.64E-13  9.51E-14  4.00E-14  1.85E-14
             7.81E-15  2.26E-15  8.43E-16  3.07E-16  7.91E-17  2.81E-17  9.98E-18  2.53E-18  8.94E-19
    88       2.13E-12  1.50E-12  9.42E-13  6.56E-13  4.50E-13  2.62E-13  1.64E-13  9.51E-14  4.00E-14  1.85E-14
             7.81E-15  2.26E-15  8.43E-16  3.07E-16  7.91E-17  2.81E-17  9.98E-18  2.53E-18  8.94E-19
    89       2.61E-12  1.84E-12  1.15E-12  8.01E-13  5.50E-13  3.20E-13  2.00E-13  1.16E-13  4.89E-14  2.26E-14
             9.54E-15  2.76E-15  1.03E-15  3.75E-16  9.66E-17  3.44E-17  1.22E-17  3.09E-18  1.09E-18
    90       1.20E-12  8.46E-13  5.27E-13  3.63E-13  2.44E-13  1.36E-13  8.04E-14  4.33E-14  1.63E-14  7.00E-15
             2.79E-15  7.66E-16  2.79E-16  1.00E-16  2.56E-17  9.10E-18  3.22E-18  8.16E-19  2.88E-19
    91       1.47E-12  1.03E-12  6.44E-13  4.44E-13  2.99E-13  1.66E-13  9.82E-14  5.30E-14  2.00E-14  8.56E-15
             3.41E-15  9.37E-16  3.41E-16  1.23E-16  3.13E-17  1.11E-17  3.94E-18  9.97E-19  3.53E-19
    92       1.47E-12  1.03E-12  6.44E-13  4.44E-13  2.99E-13  1.66E-13  9.82E-14  5.30E-14  2.00E-14  8.56E-15
             3.41E-15  9.37E-16  3.41E-16  1.23E-16  3.13E-17  1.11E-17  3.94E-18  9.97E-19  3.53E-19
    93       1.74E-12  1.22E-12  7.61E-13  5.24E-13  3.53E-13  1.96E-13  1.16E-13  6.26E-14  2.36E-14  1.01E-14
             4.03E-15  1.11E-15  4.04E-16  1.45E-16  3.70E-17  1.31E-17  4.65E-18  1.18E-18  4.17E-19
    94       4.43E-13  3.11E-13  1.92E-13  1.31E-13  8.59E-14  4.52E-14  2.52E-14  1.27E-14  4.36E-15  1.77E-15
             6.77E-16  1.81E-16  6.51E-17  2.32E-17  5.91E-18  2.09E-18  7.41E-19  1.88E-19  6.63E-20
    95       5.24E-13  3.67E-13  2.27E-13  1.54E-13  1.01E-13  5.34E-14  2.98E-14  1.50E-14  5.16E-15  2.09E-15
             8.00E-16  2.13E-16  7.69E-17  2.74E-17  6.98E-18  2.47E-18  8.76E-19  2.22E-19  7.84E-20
    96       5.24E-13  3.67E-13  2.27E-13  1.54E-13  1.01E-13  5.34E-14  2.98E-14  1.50E-14  5.16E-15  2.09E-15
             8.00E-16  2.13E-16  7.69E-17  2.74E-17  6.98E-18  2.47E-18  8.76E-19  2.22E-19  7.84E-20
    97       6.05E-13  4.24E-13  2.62E-13  1.78E-13  1.17E-13  6.16E-14  3.44E-14  1.73E-14  5.95E-15  2.41E-15
             9.23E-16  2.46E-16  8.87E-17  3.17E-17  8.06E-18  2.86E-18  1.01E-18  2.56E-19  9.04E-20
    98       6.37E-13  4.50E-13  2.84E-13  2.00E-13  1.41E-13  8.81E-14  6.12E-14  4.20E-14  2.50E-14  1.65E-14
             1.07E-14  5.68E-15  3.35E-15  1.87E-15  7.87E-16  3.80E-16  1.73E-16  5.67E-17  2.32E-17
    99       2.26E-13  1.59E-13  1.01E-13  7.09E-14  4.98E-14  3.10E-14  2.14E-14  1.44E-14  8.24E-15  5.13E-15
             3.00E-15  1.32E-15  6.49E-16  2.95E-16  9.38E-17  3.71E-17  1.41E-17  3.77E-18  1.36E-18
   100       2.11E-13  1.49E-13  9.42E-14  6.65E-14  4.68E-14  2.92E-14  2.03E-14  1.40E-14  8.31E-15  5.50E-15
             3.55E-15  1.89E-15  1.12E-15  6.24E-16  2.62E-16  1.27E-16  5.78E-17  1.89E-17  7.72E-18
   101       6.76E-13  4.78E-13  3.02E-13  2.13E-13  1.49E-13  9.29E-14  6.40E-14  4.33E-14  2.47E-14  1.54E-14
             9.00E-15  3.97E-15  1.95E-15  8.85E-16  2.81E-16  1.11E-16  4.22E-17  1.13E-17  4.09E-18
   102       1.11E-12  7.84E-13  4.95E-13  3.49E-13  2.45E-13  1.53E-13  1.05E-13  7.14E-14  4.09E-14  2.55E-14
             1.49E-14  6.59E-15  3.24E-15  1.47E-15  4.68E-16  1.85E-16  7.03E-17  1.88E-17  6.80E-18
   103       6.95E-13  4.91E-13  3.10E-13  2.18E-13  1.53E-13  9.38E-14  6.36E-14  4.16E-14  2.19E-14  1.24E-14
             6.40E-15  2.33E-15  9.88E-16  3.93E-16  1.09E-16  3.98E-17  1.44E-17  3.68E-18  1.31E-18
   104       6.64E-13  4.69E-13  2.96E-13  2.09E-13  1.47E-13  9.14E-14  6.31E-14  4.28E-14  2.45E-14  1.53E-14
             8.95E-15  3.95E-15  1.94E-15  8.82E-16  2.81E-16  1.11E-16  4.22E-17  1.13E-17  4.08E-18
   105       1.16E-12  8.18E-13  5.16E-13  3.63E-13  2.54E-13  1.56E-13  1.06E-13  6.94E-14  3.65E-14  2.06E-14
             1.07E-14  3.88E-15  1.65E-15  6.55E-16  1.81E-16  6.64E-17  2.39E-17  6.13E-18  2.18E-18
   106       1.61E-12  1.14E-12  7.18E-13  5.05E-13  3.54E-13  2.18E-13  1.48E-13  9.68E-14  5.10E-14  2.88E-14
             1.49E-14  5.43E-15  2.30E-15  9.16E-16  2.53E-16  9.28E-17  3.35E-17  8.57E-18  3.04E-18
   107       1.13E-12  8.00E-13  5.03E-13  3.53E-13  2.45E-13  1.47E-13  9.66E-14  5.99E-14  2.83E-14  1.44E-14
             6.62E-15  2.09E-15  8.15E-16  3.05E-16  8.01E-17  2.87E-17  1.02E-17  2.60E-18  9.19E-19
   108       1.59E-12  1.12E-12  7.05E-13  4.94E-13  3.43E-13  2.06E-13  1.35E-13  8.39E-14  3.96E-14  2.01E-14
             9.27E-15  2.93E-15  1.14E-15  4.27E-16  1.12E-16  4.02E-17  1.43E-17  3.63E-18  1.29E-18
   109       1.15E-12  8.13E-13  5.13E-13  3.61E-13  2.53E-13  1.56E-13  1.05E-13  6.91E-14  3.64E-14  2.06E-14
             1.06E-14  3.88E-15  1.64E-15  6.54E-16  1.81E-16  6.63E-17  2.39E-17  6.12E-18  2.17E-18
   110       2.04E-12  1.44E-12  9.04E-13  6.33E-13  4.40E-13  2.65E-13  1.73E-13  1.08E-13  5.08E-14  2.58E-14
             1.19E-14  3.76E-15  1.47E-15  5.48E-16  1.44E-16  5.16E-17  1.84E-17  4.67E-18  1.65E-18
   111       1.58E-12  1.12E-12  7.03E-13  4.93E-13  3.42E-13  2.06E-13  1.35E-13  8.37E-14  3.95E-14  2.01E-14
             9.26E-15  2.93E-15  1.14E-15  4.26E-16  1.12E-16  4.01E-17  1.43E-17  3.63E-18  1.29E-18
   112       1.36E-12  9.59E-13  6.01E-13  4.18E-13  2.87E-13  1.67E-13  1.04E-13  6.04E-14  2.54E-14  1.17E-14
             4.95E-15  1.43E-15  5.35E-16  1.95E-16  5.01E-17  1.78E-17  6.32E-18  1.60E-18  5.67E-19
   113       1.75E-12  1.23E-12  7.72E-13  5.38E-13  3.69E-13  2.14E-13  1.34E-13  7.77E-14  3.26E-14  1.51E-14
             6.37E-15  1.84E-15  6.87E-16  2.50E-16  6.44E-17  2.29E-17  8.13E-18  2.06E-18  7.29E-19
   114       1.75E-12  1.23E-12  7.72E-13  5.38E-13  3.69E-13  2.14E-13  1.34E-13  7.77E-14  3.26E-14  1.51E-14
             6.37E-15  1.84E-15  6.87E-16  2.50E-16  6.44E-17  2.29E-17  8.13E-18  2.06E-18  7.29E-19
   115       2.14E-12  1.51E-12  9.44E-13  6.57E-13  4.51E-13  2.62E-13  1.64E-13  9.50E-14  3.99E-14  1.84E-14
             7.79E-15  2.25E-15  8.40E-16  3.06E-16  7.87E-17  2.80E-17  9.93E-18  2.52E-18  8.91E-19
   116       1.22E-12  8.58E-13  5.34E-13  3.68E-13  2.48E-13  1.38E-13  8.14E-14  4.39E-14  1.66E-14  7.09E-15
             2.82E-15  7.76E-16  2.83E-16  1.02E-16  2.59E-17  9.20E-18  3.26E-18  8.25E-19  2.92E-19
   117       1.49E-12  1.05E-12  6.53E-13  4.50E-13  3.03E-13  1.68E-13  9.95E-14  5.37E-14  2.02E-14  8.67E-15
             3.45E-15  9.48E-16  3.46E-16  1.24E-16  3.17E-17  1.12E-17  3.98E-18  1.01E-18  3.57E-19
   118       1.49E-12  1.05E-12  6.53E-13  4.50E-13  3.03E-13  1.68E-13  9.95E-14  5.37E-14  2.02E-14  8.67E-15
             3.45E-15  9.48E-16  3.46E-16  1.24E-16  3.17E-17  1.12E-17  3.98E-18  1.01E-18  3.57E-19
   119       1.76E-12  1.24E-12  7.71E-13  5.32E-13  3.58E-13  1.99E-13  1.18E-13  6.34E-14  2.39E-14  1.02E-14
             4.08E-15  1.12E-15  4.08E-16  1.47E-16  3.75E-17  1.33E-17  4.71E-18  1.19E-18  4.22E-19
   120       7.39E-13  5.18E-13  3.20E-13  2.17E-13  1.43E-13  7.53E-14  4.20E-14  2.11E-14  7.27E-15  2.95E-15
             1.13E-15  3.01E-16  1.08E-16  3.87E-17  9.84E-18  3.49E-18  1.23E-18  3.12E-19  1.10E-19
   121       8.73E-13  6.12E-13  3.78E-13  2.57E-13  1.69E-13  8.90E-14  4.96E-14  2.49E-14  8.59E-15  3.48E-15
             1.33E-15  3.55E-16  1.28E-16  4.57E-17  1.16E-17  4.12E-18  1.46E-18  3.69E-19  1.31E-19
   122       8.73E-13  6.12E-13  3.78E-13  2.57E-13  1.69E-13  8.90E-14  4.96E-14  2.49E-14  8.59E-15  3.48E-15
             1.33E-15  3.55E-16  1.28E-16  4.57E-17  1.16E-17  4.12E-18  1.46E-18  3.69E-19  1.31E-19
   123       1.01E-12  7.06E-13  4.36E-13  2.97E-13  1.95E-13  1.03E-13  5.72E-14  2.88E-14  9.91E-15  4.02E-15
             1.54E-15  4.10E-16  1.48E-16  5.27E-17  1.34E-17  4.75E-18  1.68E-18  4.26E-19  1.51E-19
   124       2.29E-13  1.60E-13  9.77E-14  6.54E-14  4.18E-14  2.07E-14  1.09E-14  5.14E-15  1.65E-15  6.43E-16
             2.40E-16  6.30E-17  2.25E-17  8.02E-18  2.04E-18  7.20E-19  2.55E-19  6.45E-20  2.28E-20
   125       2.64E-13  1.85E-13  1.13E-13  7.54E-14  4.83E-14  2.39E-14  1.26E-14  5.94E-15  1.90E-15  7.42E-16
             2.77E-16  7.26E-17  2.60E-17  9.25E-18  2.35E-18  8.31E-19  2.94E-19  7.44E-20  2.63E-20
   126       2.64E-13  1.85E-13  1.13E-13  7.54E-14  4.83E-14  2.39E-14  1.26E-14  5.94E-15  1.90E-15  7.42E-16
             2.77E-16  7.26E-17  2.60E-17  9.25E-18  2.35E-18  8.31E-19  2.94E-19  7.44E-20  2.63E-20
   127       3.00E-13  2.09E-13  1.28E-13  8.55E-14  5.47E-14  2.71E-14  1.42E-14  6.73E-15  2.16E-15  8.41E-16
             3.14E-16  8.23E-17  2.95E-17  1.05E-17  2.66E-18  9.42E-19  3.33E-19  8.44E-20  2.98E-20

                                                                                     --------------------------
                                                                                     PRTF= 1  LVLPRT= (2S  0.5)
   ILREP
   -----
     1       1.18E-10  8.36E-11  5.29E-11  3.74E-11  2.64E-11  1.67E-11  1.18E-11  8.29E-12  5.18E-12  3.59E-12
             2.45E-12  1.41E-12  8.80E-13  5.17E-13  2.30E-13  1.15E-13  5.35E-14  1.79E-14  7.41E-15
     2       3.45E-11  2.44E-11  1.54E-11  1.09E-11  7.70E-12  4.86E-12  3.43E-12  2.42E-12  1.51E-12  1.05E-12
             7.12E-13  4.05E-13  2.50E-13  1.44E-13  6.26E-14  3.07E-14  1.42E-14  4.68E-15  1.92E-15
     3       9.06E-11  6.41E-11  4.05E-11  2.86E-11  2.02E-11  1.26E-11  8.83E-12  6.09E-12  3.60E-12  2.31E-12
             1.40E-12  6.42E-13  3.23E-13  1.50E-13  4.84E-14  1.93E-14  7.39E-15  1.98E-15  7.19E-16
     4       1.13E-11  7.98E-12  5.05E-12  3.57E-12  2.52E-12  1.59E-12  1.12E-12  7.90E-13  4.92E-13  3.39E-13
             2.28E-13  1.28E-13  7.79E-14  4.45E-14  1.91E-14  9.32E-15  4.28E-15  1.41E-15  5.77E-16
     5       3.42E-11  2.42E-11  1.53E-11  1.08E-11  7.61E-12  4.77E-12  3.33E-12  2.30E-12  1.36E-12  8.71E-13
             5.26E-13  2.40E-13  1.20E-13  5.53E-14  1.78E-14  7.09E-15  2.70E-15  7.26E-16  2.63E-16
     6       3.83E-11  2.71E-11  1.71E-11  1.20E-11  8.44E-12  5.22E-12  3.56E-12  2.36E-12  1.26E-12  7.25E-13
             3.80E-13  1.41E-13  6.02E-14  2.41E-14  6.70E-15  2.46E-15  8.87E-16  2.27E-16  8.08E-17
     7       5.20E-12  3.67E-12  2.32E-12  1.64E-12  1.16E-12  7.32E-13  5.15E-13  3.62E-13  2.23E-13  1.53E-13
             1.02E-13  5.63E-14  3.39E-14  1.92E-14  8.19E-15  3.98E-15  1.82E-15  5.98E-16  2.45E-16
     8       1.63E-11  1.15E-11  7.26E-12  5.13E-12  3.62E-12  2.27E-12  1.58E-12  1.09E-12  6.42E-13  4.10E-13
             2.46E-13  1.11E-13  5.54E-14  2.54E-14  8.16E-15  3.24E-15  1.23E-15  3.30E-16  1.20E-16
     9       2.40E-11  1.70E-11  1.07E-11  7.53E-12  5.29E-12  3.27E-12  2.23E-12  1.48E-12  7.91E-13  4.53E-13
             2.37E-13  8.75E-14  3.74E-14  1.49E-14  4.15E-15  1.52E-15  5.49E-16  1.41E-16  5.00E-17
    10       1.78E-11  1.25E-11  7.89E-12  5.53E-12  3.84E-12  2.32E-12  1.52E-12  9.50E-13  4.52E-13  2.31E-13
             1.07E-13  3.40E-14  1.33E-14  4.98E-15  1.31E-15  4.69E-16  1.67E-16  4.24E-17  1.50E-17
    11       2.88E-12  2.03E-12  1.29E-12  9.08E-13  6.41E-13  4.04E-13  2.84E-13  1.98E-13  1.21E-13  8.22E-14
             5.43E-14  2.96E-14  1.77E-14  9.98E-15  4.23E-15  2.05E-15  9.38E-16  3.08E-16  1.26E-16
    12       9.08E-12  6.42E-12  4.05E-12  2.86E-12  2.02E-12  1.26E-12  8.81E-13  6.05E-13  3.54E-13  2.24E-13
             1.34E-13  6.01E-14  2.98E-14  1.36E-14  4.35E-15  1.72E-15  6.57E-16  1.76E-16  6.36E-17
    13       1.47E-11  1.04E-11  6.54E-12  4.61E-12  3.23E-12  2.00E-12  1.36E-12  9.01E-13  4.82E-13  2.75E-13
             1.44E-13  5.28E-14  2.25E-14  8.98E-15  2.49E-15  9.13E-16  3.29E-16  8.44E-17  3.00E-17
    14       1.56E-11  1.10E-11  6.94E-12  4.87E-12  3.39E-12  2.04E-12  1.34E-12  8.36E-13  3.98E-13  2.03E-13
             9.40E-14  2.98E-14  1.16E-14  4.36E-15  1.15E-15  4.11E-16  1.46E-16  3.72E-17  1.32E-17
    15       8.52E-12  6.00E-12  3.76E-12  2.62E-12  1.80E-12  1.04E-12  6.54E-13  3.80E-13  1.60E-13  7.40E-14
             3.13E-14  9.08E-15  3.39E-15  1.23E-15  3.18E-16  1.13E-16  4.01E-17  1.02E-17  3.59E-18
    16       1.78E-12  1.26E-12  7.97E-13  5.63E-13  3.97E-13  2.49E-13  1.75E-13  1.21E-13  7.36E-14  4.94E-14
             3.23E-14  1.75E-14  1.04E-14  5.84E-15  2.47E-15  1.19E-15  5.45E-16  1.79E-16  7.30E-17
    17       5.64E-12  3.99E-12  2.52E-12  1.78E-12  1.25E-12  7.83E-13  5.44E-13  3.72E-13  2.16E-13  1.36E-13
             8.07E-14  3.60E-14  1.78E-14  8.10E-15  2.59E-15  1.02E-15  3.89E-16  1.04E-16  3.77E-17
    18       9.49E-12  6.70E-12  4.23E-12  2.98E-12  2.09E-12  1.29E-12  8.77E-13  5.79E-13  3.08E-13  1.75E-13
             9.12E-14  3.34E-14  1.42E-14  5.67E-15  1.57E-15  5.75E-16  2.07E-16  5.32E-17  1.89E-17
    19       1.17E-11  8.23E-12  5.18E-12  3.63E-12  2.52E-12  1.52E-12  9.99E-13  6.22E-13  2.95E-13  1.51E-13
             6.96E-14  2.21E-14  8.60E-15  3.22E-15  8.46E-16  3.03E-16  1.08E-16  2.74E-17  9.71E-18
    20       9.70E-12  6.84E-12  4.28E-12  2.98E-12  2.04E-12  1.19E-12  7.45E-13  4.33E-13  1.82E-13  8.43E-14
             3.56E-14  1.03E-14  3.85E-15  1.40E-15  3.61E-16  1.28E-16  4.56E-17  1.16E-17  4.09E-18
    21       4.20E-12  2.95E-12  1.84E-12  1.27E-12  8.52E-13  4.73E-13  2.80E-13  1.51E-13  5.70E-14  2.44E-14
             9.73E-15  2.68E-15  9.76E-16  3.50E-16  8.95E-17  3.18E-17  1.12E-17  2.85E-18  1.01E-18
    22       1.20E-12  8.45E-13  5.34E-13  3.77E-13  2.66E-13  1.66E-13  1.16E-13  8.02E-14  4.82E-14  3.21E-14
             2.08E-14  1.12E-14  6.62E-15  3.70E-15  1.56E-15  7.55E-16  3.44E-16  1.13E-16  4.61E-17
    23       3.78E-12  2.67E-12  1.69E-12  1.19E-12  8.37E-13  5.22E-13  3.62E-13  2.46E-13  1.42E-13  8.89E-14
             5.24E-14  2.32E-14  1.14E-14  5.20E-15  1.66E-15  6.55E-16  2.49E-16  6.67E-17  2.41E-17
    24       6.47E-12  4.57E-12  2.88E-12  2.03E-12  1.42E-12  8.77E-13  5.96E-13  3.92E-13  2.07E-13  1.18E-13
             6.10E-14  2.23E-14  9.46E-15  3.77E-15  1.04E-15  3.82E-16  1.38E-16  3.53E-17  1.25E-17
    25       8.54E-12  6.03E-12  3.79E-12  2.66E-12  1.85E-12  1.11E-12  7.30E-13  4.54E-13  2.15E-13  1.09E-13
             5.05E-14  1.60E-14  6.23E-15  2.33E-15  6.12E-16  2.19E-16  7.81E-17  1.99E-17  7.03E-18
    26       8.53E-12  6.01E-12  3.77E-12  2.62E-12  1.80E-12  1.05E-12  6.55E-13  3.80E-13  1.60E-13  7.39E-14
