SEQ='MG'     NUCCHG=42                                                  /LS/

   PARENT TERM INDEXING                 BWNP= 710995688.1   NPRNTI= 2   NPRNTF= 3
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S1                 (2)0( 0.5)        0.0 
     2          3P1                 (2)1( 2.5)   534947.7 
     3          3D1                 (2)2( 4.5)  1276560.9*

   LS RESOLVED TERM INDEXING            BWNR= 724641922.7   NTRM= 267
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
    58       9.38E-12  6.62E-12  4.16E-12  2.92E-12  2.03E-12  1.23E-12  8.09E-13  5.06E-13  2.42E-13  1.25E-13
             5.82E-14  1.87E-14  7.35E-15  2.76E-15  7.30E-16  2.62E-16  9.34E-17  2.37E-17  8.41E-18
    59       3.10E-12  2.19E-12  1.38E-12  9.66E-13  6.72E-13  4.06E-13  2.68E-13  1.67E-13  8.03E-14  4.13E-14
             1.93E-14  6.20E-15  2.44E-15  9.18E-16  2.42E-16  8.70E-17  3.10E-17  7.88E-18  2.79E-18
    60       4.83E-12  3.40E-12  2.13E-12  1.48E-12  1.02E-12  5.92E-13  3.71E-13  2.15E-13  9.07E-14  4.20E-14
             1.78E-14  5.15E-15  1.92E-15  6.99E-16  1.80E-16  6.41E-17  2.27E-17  5.76E-18  2.04E-18
    61       1.61E-12  1.13E-12  7.11E-13  4.95E-13  3.39E-13  1.97E-13  1.24E-13  7.18E-14  3.02E-14  1.40E-14
             5.92E-15  1.72E-15  6.40E-16  2.33E-16  6.00E-17  2.14E-17  7.58E-18  1.92E-18  6.79E-19
    88       7.23E-17  5.12E-17  3.25E-17  2.32E-17  1.67E-17  1.10E-17  8.23E-18  6.32E-18  4.53E-18  3.42E-18
             2.42E-18  1.32E-18  7.42E-19  3.75E-19  1.32E-19  5.51E-20  2.18E-20  6.01E-21  2.21E-21
    89       1.11E-16  7.86E-17  5.00E-17  3.56E-17  2.56E-17  1.69E-17  1.27E-17  9.73E-18  6.98E-18  5.28E-18
             3.74E-18  2.05E-18  1.15E-18  5.80E-19  2.05E-19  8.54E-20  3.37E-20  9.31E-21  3.42E-21
    90       9.05E-13  6.40E-13  4.05E-13  2.86E-13  2.02E-13  1.28E-13  9.03E-14  6.36E-14  3.97E-14  2.75E-14
             1.87E-14  1.09E-14  6.92E-15  4.17E-15  1.93E-15  9.95E-16  4.79E-16  1.66E-16  7.04E-17
    91       2.99E-13  2.11E-13  1.34E-13  9.45E-14  6.69E-14  4.23E-14  2.99E-14  2.11E-14  1.32E-14  9.12E-15
             6.23E-15  3.62E-15  2.30E-15  1.39E-15  6.43E-16  3.32E-16  1.60E-16  5.55E-17  2.35E-17
    92       3.20E-12  2.26E-12  1.43E-12  1.01E-12  7.14E-13  4.50E-13  3.17E-13  2.21E-13  1.34E-13  8.85E-14
             5.55E-14  2.70E-14  1.42E-14  6.88E-15  2.34E-15  9.62E-16  3.76E-16  1.03E-16  3.77E-17
    93       1.06E-12  7.51E-13  4.75E-13  3.35E-13  2.37E-13  1.50E-13  1.05E-13  7.35E-14  4.46E-14  2.94E-14
             1.85E-14  8.98E-15  4.73E-15  2.29E-15  7.81E-16  3.21E-16  1.25E-16  3.43E-17  1.26E-17
    94       1.61E-16  1.14E-16  7.23E-17  5.14E-17  3.67E-17  2.38E-17  1.74E-17  1.27E-17  8.00E-18  5.22E-18
             3.08E-18  1.29E-18  5.94E-19  2.50E-19  7.27E-20  2.72E-20  9.93E-21  2.57E-21  9.14E-22
    95       1.11E-16  7.87E-17  4.99E-17  3.55E-17  2.54E-17  1.65E-17  1.21E-17  8.81E-18  5.59E-18  3.66E-18
             2.16E-18  9.10E-19  4.18E-19  1.77E-19  5.13E-20  1.92E-20  7.01E-21  1.81E-21  6.45E-22
    96       5.97E-12  4.22E-12  2.66E-12  1.88E-12  1.32E-12  8.17E-13  5.60E-13  3.74E-13  2.04E-13  1.19E-13
             6.38E-14  2.43E-14  1.07E-14  4.36E-15  1.24E-15  4.58E-16  1.66E-16  4.27E-17  1.52E-17
    97       1.98E-12  1.40E-12  8.84E-13  6.23E-13  4.38E-13  2.72E-13  1.86E-13  1.24E-13  6.78E-14  3.96E-14
             2.12E-14  8.11E-15  3.55E-15  1.45E-15  4.11E-16  1.52E-16  5.53E-17  1.42E-17  5.06E-18
    98       1.56E-16  1.10E-16  6.99E-17  4.95E-17  3.50E-17  2.21E-17  1.54E-17  1.04E-17  5.64E-18  3.15E-18
             1.58E-18  5.40E-19  2.19E-19  8.38E-20  2.24E-20  8.08E-21  2.89E-21  7.35E-22  2.60E-22
    99       2.94E-16  2.08E-16  1.31E-16  9.30E-17  6.59E-17  4.17E-17  2.91E-17  1.98E-17  1.07E-17  6.01E-18
             3.01E-18  1.03E-18  4.18E-19  1.60E-19  4.29E-20  1.55E-20  5.52E-21  1.41E-21  4.98E-22
   100       6.93E-12  4.89E-12  3.08E-12  2.16E-12  1.50E-12  9.06E-13  5.97E-13  3.73E-13  1.79E-13  9.18E-14
             4.28E-14  1.37E-14  5.39E-15  2.03E-15  5.35E-16  1.92E-16  6.85E-17  1.74E-17  6.17E-18
   101       2.30E-12  1.62E-12  1.02E-12  7.15E-13  4.98E-13  3.01E-13  1.98E-13  1.24E-13  5.94E-14  3.05E-14
             1.42E-14  4.57E-15  1.79E-15  6.75E-16  1.78E-16  6.39E-17  2.28E-17  5.79E-18  2.05E-18
   102       5.50E-12  3.88E-12  2.43E-12  1.69E-12  1.16E-12  6.75E-13  4.23E-13  2.45E-13  1.03E-13  4.78E-14
             2.02E-14  5.86E-15  2.18E-15  7.95E-16  2.05E-16  7.29E-17  2.58E-17  6.55E-18  2.32E-18
   103       1.83E-12  1.29E-12  8.10E-13  5.63E-13  3.87E-13  2.25E-13  1.41E-13  8.18E-14  3.44E-14  1.59E-14
             6.74E-15  1.95E-15  7.28E-16  2.65E-16  6.83E-17  2.43E-17  8.61E-18  2.18E-18  7.72E-19
   104       2.38E-12  1.67E-12  1.04E-12  7.18E-13  4.83E-13  2.68E-13  1.59E-13  8.57E-14  3.23E-14  1.39E-14
             5.52E-15  1.52E-15  5.53E-16  1.99E-16  5.08E-17  1.80E-17  6.38E-18  1.62E-18  5.71E-19
   105       7.93E-13  5.58E-13  3.47E-13  2.39E-13  1.61E-13  8.95E-14  5.30E-14  2.86E-14  1.08E-14  4.62E-15
             1.84E-15  5.06E-16  1.84E-16  6.62E-17  1.69E-17  6.00E-18  2.13E-18  5.38E-19  1.90E-19
   138       5.96E-13  4.21E-13  2.66E-13  1.88E-13  1.33E-13  8.39E-14  5.91E-14  4.14E-14  2.56E-14  1.76E-14
             1.19E-14  6.86E-15  4.34E-15  2.61E-15  1.20E-15  6.20E-16  2.98E-16  1.04E-16  4.38E-17
   139       1.97E-13  1.39E-13  8.82E-14  6.23E-14  4.40E-14  2.78E-14  1.96E-14  1.37E-14  8.51E-15  5.85E-15
             3.96E-15  2.29E-15  1.45E-15  8.68E-16  4.01E-16  2.07E-16  9.95E-17  3.45E-17  1.46E-17
   140       2.09E-12  1.48E-12  9.33E-13  6.59E-13  4.66E-13  2.93E-13  2.06E-13  1.43E-13  8.63E-14  5.67E-14
             3.54E-14  1.71E-14  8.99E-15  4.35E-15  1.48E-15  6.06E-16  2.37E-16  6.49E-17  2.37E-17
   141       6.94E-13  4.90E-13  3.10E-13  2.19E-13  1.55E-13  9.75E-14  6.84E-14  4.77E-14  2.87E-14  1.89E-14
             1.18E-14  5.70E-15  3.00E-15  1.45E-15  4.92E-16  2.02E-16  7.90E-17  2.16E-17  7.91E-18
   142       4.00E-12  2.82E-12  1.78E-12  1.26E-12  8.82E-13  5.46E-13  3.74E-13  2.49E-13  1.35E-13  7.88E-14
             4.21E-14  1.60E-14  7.02E-15  2.86E-15  8.11E-16  3.00E-16  1.09E-16  2.81E-17  9.98E-18
   143       1.33E-12  9.38E-13  5.92E-13  4.17E-13  2.93E-13  1.82E-13  1.24E-13  8.28E-14  4.50E-14  2.62E-14
             1.40E-14  5.34E-15  2.34E-15  9.54E-16  2.70E-16  1.00E-16  3.63E-17  9.35E-18  3.32E-18
   144       5.04E-12  3.56E-12  2.24E-12  1.57E-12  1.09E-12  6.59E-13  4.34E-13  2.71E-13  1.29E-13  6.64E-14
             3.09E-14  9.91E-15  3.89E-15  1.46E-15  3.86E-16  1.39E-16  4.94E-17  1.25E-17  4.44E-18
   145       1.67E-12  1.18E-12  7.44E-13  5.21E-13  3.63E-13  2.19E-13  1.44E-13  9.01E-14  4.30E-14  2.21E-14
             1.03E-14  3.30E-15  1.29E-15  4.87E-16  1.28E-16  4.61E-17  1.64E-17  4.18E-18  1.48E-18
   146       4.84E-12  3.41E-12  2.14E-12  1.49E-12  1.02E-12  5.93E-13  3.71E-13  2.16E-13  9.07E-14  4.19E-14
             1.77E-14  5.13E-15  1.91E-15  6.96E-16  1.79E-16  6.38E-17  2.26E-17  5.73E-18  2.03E-18
   147       1.61E-12  1.14E-12  7.12E-13  4.96E-13  3.40E-13  1.98E-13  1.24E-13  7.19E-14  3.02E-14  1.40E-14
             5.90E-15  1.71E-15  6.38E-16  2.32E-16  5.98E-17  2.13E-17  7.54E-18  1.91E-18  6.76E-19
   148       3.34E-12  2.35E-12  1.46E-12  1.01E-12  6.78E-13  3.76E-13  2.23E-13  1.20E-13  4.53E-14  1.94E-14
             7.73E-15  2.12E-15  7.75E-16  2.78E-16  7.11E-17  2.52E-17  8.93E-18  2.26E-18  8.00E-19
   149       1.11E-12  7.82E-13  4.87E-13  3.35E-13  2.26E-13  1.25E-13  7.43E-14  4.01E-14  1.51E-14  6.47E-15
             2.58E-15  7.08E-16  2.58E-16  9.28E-17  2.37E-17  8.41E-18  2.98E-18  7.54E-19  2.67E-19
   150       1.19E-12  8.33E-13  5.14E-13  3.50E-13  2.30E-13  1.21E-13  6.75E-14  3.40E-14  1.17E-14  4.74E-15
             1.82E-15  4.84E-16  1.74E-16  6.23E-17  1.58E-17  5.61E-18  1.99E-18  5.03E-19  1.78E-19
   151       3.96E-13  2.78E-13  1.71E-13  1.17E-13  7.67E-14  4.04E-14  2.25E-14  1.13E-14  3.90E-15  1.58E-15
             6.05E-16  1.61E-16  5.81E-17  2.08E-17  5.28E-18  1.87E-18  6.62E-19  1.68E-19  5.93E-20
   152       7.80E-18  5.53E-18  3.55E-18  2.56E-18  1.88E-18  1.32E-18  1.07E-18  9.02E-19  7.28E-19  5.86E-19
             4.31E-19  2.43E-19  1.38E-19  6.99E-20  2.47E-20  1.03E-20  4.09E-21  1.13E-21  4.14E-22
   153       1.01E-17  7.17E-18  4.60E-18  3.32E-18  2.44E-18  1.72E-18  1.39E-18  1.17E-18  9.48E-19  7.64E-19
             5.63E-19  3.17E-19  1.80E-19  9.12E-20  3.23E-20  1.35E-20  5.34E-21  1.47E-21  5.41E-22
   156       4.17E-13  2.95E-13  1.86E-13  1.32E-13  9.29E-14  5.85E-14  4.10E-14  2.86E-14  1.76E-14  1.20E-14
             8.05E-15  4.60E-15  2.90E-15  1.74E-15  8.01E-16  4.12E-16  1.98E-16  6.87E-17  2.90E-17
   157       1.38E-13  9.77E-14  6.17E-14  4.36E-14  3.08E-14  1.94E-14  1.36E-14  9.51E-15  5.84E-15  3.98E-15
             2.68E-15  1.53E-15  9.66E-16  5.79E-16  2.67E-16  1.37E-16  6.60E-17  2.29E-17  9.68E-18
   158       1.61E-17  1.15E-17  7.33E-18  5.28E-18  3.87E-18  2.68E-18  2.11E-18  1.69E-18  1.19E-18  8.28E-19
             5.09E-19  2.20E-19  1.02E-19  4.36E-20  1.27E-20  4.77E-21  1.74E-21  4.50E-22  1.60E-22
   162       1.45E-12  1.03E-12  6.48E-13  4.58E-13  3.23E-13  2.03E-13  1.42E-13  9.86E-14  5.90E-14  3.86E-14
             2.40E-14  1.15E-14  6.04E-15  2.92E-15  9.91E-16  4.06E-16  1.59E-16  4.35E-17  1.59E-17
   163       1.08E-17  7.66E-18  4.90E-18  3.53E-18  2.59E-18  1.80E-18  1.42E-18  1.14E-18  8.07E-19  5.62E-19
             3.46E-19  1.50E-19  6.98E-20  2.97E-20  8.67E-21  3.25E-21  1.19E-21  3.07E-22  1.09E-22
   164       4.82E-13  3.41E-13  2.15E-13  1.52E-13  1.07E-13  6.76E-14  4.73E-14  3.28E-14  1.97E-14  1.28E-14
             7.99E-15  3.84E-15  2.01E-15  9.72E-16  3.30E-16  1.35E-16  5.29E-17  1.45E-17  5.30E-18
   168       2.82E-12  1.99E-12  1.26E-12  8.84E-13  6.21E-13  3.84E-13  2.62E-13  1.74E-13  9.42E-14  5.47E-14
             2.92E-14  1.11E-14  4.84E-15  1.97E-15  5.59E-16  2.07E-16  7.51E-17  1.93E-17  6.87E-18
   169       9.36E-13  6.61E-13  4.17E-13  2.94E-13  2.06E-13  1.28E-13  8.73E-14  5.80E-14  3.14E-14  1.82E-14
             9.71E-15  3.69E-15  1.61E-15  6.58E-16  1.86E-16  6.89E-17  2.50E-17  6.44E-18  2.29E-18
   170       1.83E-17  1.30E-17  8.30E-18  5.96E-18  4.33E-18  2.91E-18  2.18E-18  1.61E-18  9.60E-19  5.69E-19
             2.95E-19  1.04E-19  4.26E-20  1.64E-20  4.41E-21  1.59E-21  5.69E-22  1.45E-22  5.14E-23
   173       2.97E-17  2.10E-17  1.34E-17  9.65E-18  7.01E-18  4.73E-18  3.55E-18  2.62E-18  1.57E-18  9.33E-19
             4.85E-19  1.71E-19  7.01E-20  2.70E-20  7.26E-21  2.62E-21  9.38E-22  2.39E-22  8.47E-23
   176       3.73E-12  2.63E-12  1.66E-12  1.16E-12  8.07E-13  4.87E-13  3.20E-13  1.99E-13  9.50E-14  4.86E-14
             2.26E-14  7.24E-15  2.84E-15  1.07E-15  2.82E-16  1.01E-16  3.60E-17  9.16E-18  3.24E-18
   178       1.24E-12  8.75E-13  5.50E-13  3.86E-13  2.68E-13  1.62E-13  1.06E-13  6.63E-14  3.16E-14  1.62E-14
             7.53E-15  2.41E-15  9.46E-16  3.55E-16  9.38E-17  3.37E-17  1.20E-17  3.05E-18  1.08E-18
   180       3.97E-12  2.80E-12  1.75E-12  1.22E-12  8.36E-13  4.86E-13  3.04E-13  1.76E-13  7.41E-14  3.42E-14
             1.44E-14  4.18E-15  1.56E-15  5.67E-16  1.46E-16  5.20E-17  1.84E-17  4.67E-18  1.65E-18
   181       1.32E-12  9.32E-13  5.84E-13  4.06E-13  2.79E-13  1.62E-13  1.01E-13  5.88E-14  2.47E-14  1.14E-14
             4.82E-15  1.39E-15  5.20E-16  1.89E-16  4.87E-17  1.73E-17  6.15E-18  1.56E-18  5.51E-19
   182       3.38E-12  2.38E-12  1.48E-12  1.02E-12  6.87E-13  3.82E-13  2.26E-13  1.22E-13  4.59E-14  1.97E-14
             7.82E-15  2.15E-15  7.84E-16  2.82E-16  7.19E-17  2.55E-17  9.04E-18  2.29E-18  8.09E-19
   183       1.13E-12  7.93E-13  4.94E-13  3.40E-13  2.29E-13  1.27E-13  7.52E-14  4.06E-14  1.53E-14  6.55E-15
             2.61E-15  7.17E-16  2.61E-16  9.39E-17  2.40E-17  8.51E-18  3.01E-18  7.63E-19  2.70E-19
   184       1.98E-12  1.39E-12  8.57E-13  5.83E-13  3.83E-13  2.02E-13  1.12E-13  5.65E-14  1.95E-14  7.90E-15
             3.02E-15  8.06E-16  2.90E-16  1.04E-16  2.64E-17  9.35E-18  3.31E-18  8.37E-19  2.96E-19
   185       6.60E-13  4.63E-13  2.86E-13  1.94E-13  1.28E-13  6.73E-14  3.75E-14  1.88E-14  6.49E-15  2.63E-15
             1.01E-15  2.69E-16  9.68E-17  3.46E-17  8.79E-18  3.12E-18  1.10E-18  2.79E-19  9.87E-20
   186       5.99E-13  4.19E-13  2.56E-13  1.71E-13  1.09E-13  5.43E-14  2.85E-14  1.35E-14  4.32E-15  1.68E-15
             6.29E-16  1.65E-16  5.90E-17  2.10E-17  5.33E-18  1.89E-18  6.67E-19  1.69E-19  5.97E-20
   187       2.00E-13  1.40E-13  8.52E-14  5.70E-14  3.65E-14  1.81E-14  9.51E-15  4.49E-15  1.44E-15  5.61E-16
             2.10E-16  5.49E-17  1.97E-17  6.99E-18  1.78E-18  6.29E-19  2.22E-19  5.63E-20  1.99E-20
   256       7.72E-19  5.52E-19  3.61E-19  2.69E-19  2.10E-19  1.70E-19  1.60E-19  1.57E-19  1.48E-19  1.28E-19
             9.77E-20  5.63E-20  3.21E-20  1.64E-20  5.81E-21  2.43E-21  9.62E-22  2.66E-22  9.75E-23
   257       9.30E-19  6.65E-19  4.34E-19  3.24E-19  2.53E-19  2.05E-19  1.93E-19  1.90E-19  1.80E-19  1.55E-19
             1.18E-19  6.83E-20  3.90E-20  1.99E-20  7.06E-21  2.95E-21  1.17E-21  3.23E-22  1.18E-22
   258       1.53E-18  1.09E-18  7.13E-19  5.32E-19  4.15E-19  3.33E-19  3.05E-19  2.84E-19  2.34E-19  1.74E-19
             1.11E-19  4.96E-20  2.33E-20  9.96E-21  2.92E-21  1.10E-21  4.01E-22  1.04E-22  3.70E-23
   259       1.00E-18  7.17E-19  4.69E-19  3.50E-19  2.73E-19  2.20E-19  2.02E-19  1.89E-19  1.56E-19  1.16E-19
             7.47E-20  3.33E-20  1.56E-20  6.69E-21  1.96E-21  7.36E-22  2.69E-22  6.97E-23  2.48E-23
   260       1.86E-18  1.33E-18  8.69E-19  6.46E-19  5.00E-19  3.89E-19  3.39E-19  2.88E-19  1.98E-19  1.25E-19
             6.78E-20  2.46E-20  1.02E-20  3.95E-21  1.07E-21  3.86E-22  1.38E-22  3.52E-23  1.25E-23
   261       2.78E-18  1.99E-18  1.30E-18  9.67E-19  7.50E-19  5.86E-19  5.11E-19  4.36E-19  3.01E-19  1.91E-19
             1.04E-19  3.75E-20  1.56E-20  6.04E-21  1.63E-21  5.89E-22  2.11E-22  5.38E-23  1.91E-23
   262       4.72E-20  3.45E-20  2.40E-20  1.99E-20  1.86E-20  2.17E-20  2.73E-20  3.36E-20  3.74E-20  3.43E-20
             2.70E-20  1.58E-20  9.10E-21  4.65E-21  1.66E-21  6.93E-22  2.74E-22  7.58E-23  2.78E-23
   263       5.45E-20  3.98E-20  2.78E-20  2.30E-20  2.16E-20  2.52E-20  3.18E-20  3.92E-20  4.37E-20  4.01E-20
             3.16E-20  1.85E-20  1.06E-20  5.44E-21  1.94E-21  8.10E-22  3.21E-22  8.86E-23  3.25E-23
   264       8.58E-20  6.29E-20  4.42E-20  3.69E-20  3.51E-20  4.12E-20  5.07E-20  5.90E-20  5.75E-20  4.57E-20
             3.02E-20  1.38E-20  6.52E-21  2.80E-21  8.23E-22  3.09E-22  1.13E-22  2.93E-23  1.04E-23
   265       5.53E-20  4.05E-20  2.85E-20  2.39E-20  2.28E-20  2.70E-20  3.35E-20  3.91E-20  3.82E-20  3.04E-20
             2.01E-20  9.16E-21  4.34E-21  1.87E-21  5.48E-22  2.06E-22  7.55E-23  1.95E-23  6.96E-24
   266       1.05E-19  7.67E-20  5.41E-20  4.54E-20  4.32E-20  4.96E-20  5.76E-20  6.09E-20  4.96E-20  3.35E-20
             1.88E-20  6.99E-21  2.92E-21  1.14E-21  3.08E-22  1.12E-22  4.00E-23  1.02E-23  3.61E-24
   267       1.48E-19  1.08E-19  7.65E-20  6.44E-20  6.16E-20  7.14E-20  8.35E-20  8.86E-20  7.24E-20  4.90E-20
             2.75E-20  1.02E-20  4.27E-21  1.67E-21  4.51E-22  1.63E-22  5.85E-23  1.49E-23  5.29E-24


 -----------------------------------------
 PRTF= 1  TRMPRT= (2S)  SPNPRT= 2  NSYS= 2
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 1
   IREP
   ----
     3       2.17E-11  1.54E-11  9.71E-12  6.85E-12  4.83E-12  3.02E-12  2.11E-12  1.45E-12  8.53E-13  5.50E-13
             3.40E-13  1.67E-13  9.24E-14  4.86E-14  1.93E-14  9.05E-15  4.06E-15  1.32E-15  5.39E-16
     4       1.32E-11  9.34E-12  5.90E-12  4.15E-12  2.92E-12  1.81E-12  1.24E-12  8.29E-13  4.61E-13  2.80E-13
             1.61E-13  7.12E-14  3.61E-14  1.75E-14  6.25E-15  2.75E-15  1.17E-15  3.58E-16  1.42E-16
     5       1.01E-11  7.15E-12  4.51E-12  3.17E-12  2.21E-12  1.36E-12  9.13E-13  5.96E-13  3.16E-13  1.84E-13
             1.01E-13  4.25E-14  2.09E-14  9.81E-15  3.42E-15  1.48E-15  6.21E-16  1.88E-16  7.42E-17
     6       8.27E-12  5.83E-12  3.67E-12  2.57E-12  1.79E-12  1.08E-12  7.13E-13  4.53E-13  2.30E-13  1.29E-13
             6.87E-14  2.77E-14  1.32E-14  6.11E-15  2.09E-15  8.93E-16  3.71E-16  1.12E-16  4.38E-17
     7       7.01E-12  4.95E-12  3.10E-12  2.17E-12  1.50E-12  8.90E-13  5.77E-13  3.58E-13  1.75E-13  9.50E-14
             4.91E-14  1.91E-14  8.98E-15  4.08E-15  1.37E-15  5.82E-16  2.41E-16  7.20E-17  2.81E-17
     8       6.11E-12  4.30E-12  2.69E-12  1.87E-12  1.29E-12  7.51E-13  4.78E-13  2.90E-13  1.36E-13  7.23E-14
             3.65E-14  1.39E-14  6.40E-15  2.87E-15  9.53E-16  4.02E-16  1.65E-16  4.92E-17  1.92E-17
     9       5.41E-12  3.81E-12  2.38E-12  1.65E-12  1.12E-12  6.45E-13  4.03E-13  2.39E-13  1.09E-13  5.66E-14
             2.80E-14  1.04E-14  4.74E-15  2.10E-15  6.91E-16  2.90E-16  1.19E-16  3.51E-17  1.37E-17
    10       4.87E-12  3.42E-12  2.13E-12  1.47E-12  9.92E-13  5.61E-13  3.45E-13  2.00E-13  8.89E-14  4.52E-14
             2.20E-14  8.01E-15  3.61E-15  1.59E-15  5.18E-16  2.16E-16  8.81E-17  2.60E-17  1.01E-17
    11       4.42E-12  3.10E-12  1.93E-12  1.32E-12  8.86E-13  4.92E-13  2.98E-13  1.69E-13  7.35E-14  3.67E-14
             1.76E-14  6.32E-15  2.82E-15  1.23E-15  3.99E-16  1.66E-16  6.74E-17  1.98E-17  7.68E-18
    12       4.05E-12  2.84E-12  1.76E-12  1.20E-12  7.97E-13  4.36E-13  2.59E-13  1.45E-13  6.16E-14  3.03E-14
             1.43E-14  5.08E-15  2.25E-15  9.78E-16  3.14E-16  1.30E-16  5.27E-17  1.55E-17  5.99E-18
    13       3.74E-12  2.62E-12  1.61E-12  1.09E-12  7.21E-13  3.88E-13  2.28E-13  1.25E-13  5.22E-14  2.54E-14
             1.19E-14  4.16E-15  1.83E-15  7.89E-16  2.52E-16  1.04E-16  4.21E-17  1.23E-17  4.76E-18
    14       3.47E-12  2.43E-12  1.49E-12  1.00E-12  6.57E-13  3.48E-13  2.01E-13  1.09E-13  4.47E-14  2.15E-14
             9.94E-15  3.44E-15  1.51E-15  6.47E-16  2.06E-16  8.46E-17  3.41E-17  9.97E-18  3.85E-18
    15       3.25E-12  2.27E-12  1.39E-12  9.30E-13  6.03E-13  3.15E-13  1.79E-13  9.61E-14  3.86E-14  1.84E-14
             8.43E-15  2.89E-15  1.26E-15  5.37E-16  1.70E-16  6.97E-17  2.81E-17  8.19E-18  3.15E-18
    16       3.05E-12  2.12E-12  1.29E-12  8.63E-13  5.55E-13  2.85E-13  1.60E-13  8.49E-14  3.36E-14  1.58E-14
             7.20E-15  2.45E-15  1.06E-15  4.51E-16  1.42E-16  5.82E-17  2.34E-17  6.81E-18  2.62E-18
    17       2.70E-12  1.88E-12  1.13E-12  7.45E-13  4.71E-13  2.35E-13  1.30E-13  6.70E-14  2.59E-14  1.20E-14
             5.38E-15  1.81E-15  7.75E-16  3.28E-16  1.03E-16  4.18E-17  1.68E-17  4.86E-18  1.86E-18
    18       2.43E-12  1.68E-12  1.00E-12  6.53E-13  4.06E-13  1.98E-13  1.07E-13  5.42E-14  2.04E-14  9.34E-15
             4.15E-15  1.38E-15  5.86E-16  2.46E-16  7.67E-17  3.12E-17  1.24E-17  3.60E-18  1.37E-18
    19       2.20E-12  1.52E-12  8.95E-13  5.77E-13  3.53E-13  1.68E-13  8.89E-14  4.44E-14  1.65E-14  7.44E-15
             3.27E-15  1.07E-15  4.55E-16  1.90E-16  5.89E-17  2.38E-17  9.51E-18  2.75E-18  1.05E-18
    20       1.92E-12  1.31E-12  7.65E-13  4.84E-13  2.90E-13  1.34E-13  6.92E-14  3.38E-14  1.23E-14  5.46E-15
             2.37E-15  7.69E-16  3.23E-16  1.34E-16  4.13E-17  1.67E-17  6.62E-18  1.91E-18  7.29E-19
    21       1.64E-12  1.11E-12  6.33E-13  3.92E-13  2.28E-13  1.01E-13  5.12E-14  2.45E-14  8.64E-15  3.79E-15
             1.63E-15  5.20E-16  2.17E-16  8.95E-17  2.73E-17  1.10E-17  4.35E-18  1.25E-18  4.76E-19
    22       1.33E-12  8.90E-13  4.92E-13  2.95E-13  1.66E-13  7.04E-14  3.44E-14  1.60E-14  5.50E-15  2.37E-15
             1.00E-15  3.16E-16  1.30E-16  5.34E-17  1.62E-17  6.46E-18  2.55E-18  7.29E-19  2.77E-19
    23       1.18E-12  7.79E-13  4.22E-13  2.48E-13  1.37E-13  5.66E-14  2.72E-14  1.25E-14  4.22E-15  1.80E-15
             7.58E-16  2.37E-16  9.72E-17  3.96E-17  1.19E-17  4.76E-18  1.88E-18  5.35E-19  2.03E-19
    24       9.99E-13  6.50E-13  3.42E-13  1.96E-13  1.05E-13  4.21E-14  1.98E-14  8.93E-15  2.96E-15  1.25E-15
             5.22E-16  1.61E-16  6.58E-17  2.67E-17  8.00E-18  3.18E-18  1.25E-18  3.55E-19  1.35E-19
    25       9.03E-13  5.81E-13  3.00E-13  1.69E-13  8.93E-14  3.51E-14  1.63E-14  7.29E-15  2.40E-15  1.01E-15
             4.17E-16  1.28E-16  5.22E-17  2.11E-17  6.30E-18  2.50E-18  9.80E-19  2.78E-19  1.05E-19
    26       7.84E-13  4.97E-13  2.50E-13  1.38E-13  7.12E-14  2.73E-14  1.25E-14  5.52E-15  1.79E-15  7.47E-16
             3.07E-16  9.38E-17  3.80E-17  1.53E-17  4.56E-18  1.80E-18  7.05E-19  2.00E-19  7.56E-20
    27       6.88E-13  4.29E-13  2.10E-13  1.14E-13  5.78E-14  2.17E-14  9.82E-15  4.29E-15  1.38E-15  5.70E-16
             2.33E-16  7.09E-17  2.86E-17  1.15E-17  3.41E-18  1.34E-18  5.25E-19  1.48E-19  5.61E-20
    28       5.75E-13  3.51E-13  1.66E-13  8.76E-14  4.35E-14  1.59E-14  7.08E-15  3.05E-15  9.67E-16  3.98E-16
             1.62E-16  4.87E-17  1.96E-17  7.83E-18  2.31E-18  9.10E-19  3.54E-19  9.99E-20  3.77E-20
    29       4.70E-13  2.80E-13  1.28E-13  6.56E-14  3.18E-14  1.14E-14  4.98E-15  2.12E-15  6.63E-16  2.70E-16
             1.09E-16  3.27E-17  1.31E-17  5.21E-18  1.53E-18  6.01E-19  2.34E-19  6.58E-20  2.48E-20
    30       3.46E-13  1.98E-13  8.59E-14  4.26E-14  2.00E-14  6.90E-15  2.97E-15  1.24E-15  3.83E-16  1.55E-16
             6.19E-17  1.83E-17  7.29E-18  2.89E-18  8.44E-19  3.30E-19  1.28E-19  3.59E-20  1.35E-20
    31       2.78E-13  1.55E-13  6.51E-14  3.15E-14  1.45E-14  4.92E-15  2.09E-15  8.68E-16  2.65E-16  1.06E-16
             4.23E-17  1.25E-17  4.94E-18  1.95E-18  5.68E-19  2.22E-19  8.58E-20  2.40E-20  9.03E-21
    32       2.02E-13  1.08E-13  4.34E-14  2.04E-14  9.20E-15  3.03E-15  1.27E-15  5.21E-16  1.57E-16  6.25E-17
