SEQ='MG'     NUCCHG=42                                                  /LS/

   PARENT TERM INDEXING                 BWNP= 710995688.1   NPRNTI= 2   NPRNTF= 3
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          3S1                 (2)0( 0.5)        0.0 
     2          3P1                 (2)1( 2.5)   534947.7 
     3          3D1                 (2)2( 4.5)  1276560.9*

   LS RESOLVED TERM INDEXING            BWNR= 724641922.7   NTRM= 267
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
             2.48E-17  7.24E-18  2.85E-18  1.12E-18  3.25E-19  1.27E-19  4.88E-20  1.36E-20  5.11E-21
    33       1.57E-13  8.19E-14  3.18E-14  1.47E-14  6.49E-15  2.11E-15  8.74E-16  3.56E-16  1.06E-16  4.21E-17
             1.66E-17  4.83E-18  1.90E-18  7.44E-19  2.15E-19  8.34E-20  3.21E-20  8.94E-21  3.35E-21
    34       1.06E-13  5.36E-14  2.00E-14  8.97E-15  3.89E-15  1.24E-15  5.06E-16  2.04E-16  6.02E-17  2.37E-17
             9.30E-18  2.69E-18  1.05E-18  4.10E-19  1.18E-19  4.57E-20  1.75E-20  4.88E-21  1.83E-21
    35       7.79E-14  3.82E-14  1.38E-14  6.10E-15  2.61E-15  8.17E-16  3.32E-16  1.33E-16  3.89E-17  1.52E-17
             5.95E-18  1.71E-18  6.68E-19  2.60E-19  7.45E-20  2.88E-20  1.10E-20  3.06E-21  1.15E-21
    36       4.74E-14  2.24E-14  7.79E-15  3.36E-15  1.41E-15  4.33E-16  1.74E-16  6.89E-17  2.00E-17  7.79E-18
             3.02E-18  8.65E-19  3.35E-19  1.30E-19  3.71E-20  1.43E-20  5.47E-21  1.51E-21  5.64E-22
    37       3.36E-14  1.55E-14  5.26E-15  2.24E-15  9.29E-16  2.82E-16  1.13E-16  4.44E-17  1.28E-17  4.97E-18
             1.92E-18  5.47E-19  2.12E-19  8.20E-20  2.33E-20  8.96E-21  3.42E-21  9.43E-22  3.51E-22
    38       1.96E-14  8.81E-15  2.90E-15  1.21E-15  4.95E-16  1.48E-16  5.86E-17  2.29E-17  6.56E-18  2.53E-18
             9.76E-19  2.76E-19  1.07E-19  4.11E-20  1.16E-20  4.46E-21  1.70E-21  4.68E-22  1.75E-22
    39       1.32E-14  5.82E-15  1.88E-15  7.76E-16  3.14E-16  9.32E-17  3.66E-17  1.43E-17  4.06E-18  1.56E-18
             6.01E-19  1.70E-19  6.52E-20  2.51E-20  7.08E-21  2.71E-21  1.03E-21  2.84E-22  1.06E-22
    40       6.95E-15  2.99E-15  9.42E-16  3.83E-16  1.54E-16  4.50E-17  1.76E-17  6.80E-18  1.92E-18  7.36E-19
             2.82E-19  7.91E-20  3.03E-20  1.16E-20  3.27E-21  1.25E-21  4.74E-22  1.30E-22  4.81E-23
    41       4.83E-15  2.06E-15  6.40E-16  2.59E-16  1.03E-16  3.00E-17  1.17E-17  4.51E-18  1.27E-18  4.86E-19
             1.85E-19  5.20E-20  1.99E-20  7.61E-21  2.14E-21  8.15E-22  3.09E-22  8.45E-23  3.13E-23
    42       2.83E-15  1.19E-15  3.65E-16  1.47E-16  5.81E-17  1.68E-17  6.51E-18  2.51E-18  7.04E-19  2.68E-19
             1.02E-19  2.85E-20  1.09E-20  4.16E-21  1.17E-21  4.44E-22  1.68E-22  4.61E-23  1.71E-23

                                                                                              -----------------
                                                                                              SYS= 2  SPNSYS= 3
   IREP
   ----
     3       5.38E-11  3.80E-11  2.40E-11  1.69E-11  1.19E-11  7.45E-12  5.16E-12  3.51E-12  2.02E-12  1.26E-12
             7.42E-13  3.31E-13  1.64E-13  7.60E-14  2.47E-14  9.94E-15  3.83E-15  1.04E-15  3.77E-16
     4       4.01E-11  2.83E-11  1.79E-11  1.26E-11  8.85E-12  5.48E-12  3.75E-12  2.51E-12  1.40E-12  8.47E-13
             4.86E-13  2.15E-13  1.09E-13  5.26E-14  1.88E-14  8.26E-15  3.51E-15  1.08E-15  4.26E-16
     5       3.06E-11  2.16E-11  1.36E-11  9.55E-12  6.68E-12  4.09E-12  2.75E-12  1.80E-12  9.52E-13  5.54E-13
             3.05E-13  1.28E-13  6.27E-14  2.95E-14  1.03E-14  4.44E-15  1.86E-15  5.66E-16  2.23E-16
     6       2.49E-11  1.76E-11  1.10E-11  7.74E-12  5.38E-12  3.25E-12  2.15E-12  1.36E-12  6.92E-13  3.88E-13
             2.06E-13  8.31E-14  3.98E-14  1.83E-14  6.26E-15  2.68E-15  1.11E-15  3.36E-16  1.32E-16
     7       2.11E-11  1.49E-11  9.33E-12  6.52E-12  4.50E-12  2.67E-12  1.74E-12  1.08E-12  5.25E-13  2.85E-13
             1.47E-13  5.75E-14  2.70E-14  1.22E-14  4.12E-15  1.75E-15  7.22E-16  2.16E-16  8.44E-17
     8       1.83E-11  1.29E-11  8.09E-12  5.63E-12  3.86E-12  2.26E-12  1.44E-12  8.70E-13  4.10E-13  2.17E-13
             1.10E-13  4.16E-14  1.92E-14  8.62E-15  2.86E-15  1.21E-15  4.96E-16  1.48E-16  5.75E-17
     9       1.63E-11  1.14E-11  7.14E-12  4.95E-12  3.37E-12  1.94E-12  1.21E-12  7.17E-13  3.28E-13  1.70E-13
             8.39E-14  3.12E-14  1.42E-14  6.31E-15  2.07E-15  8.69E-16  3.56E-16  1.05E-16  4.10E-17
    10       1.46E-11  1.03E-11  6.39E-12  4.41E-12  2.98E-12  1.68E-12  1.03E-12  6.00E-13  2.67E-13  1.36E-13
             6.59E-14  2.40E-14  1.08E-14  4.77E-15  1.55E-15  6.48E-16  2.64E-16  7.81E-17  3.03E-17
    11       1.33E-11  9.32E-12  5.78E-12  3.97E-12  2.66E-12  1.48E-12  8.93E-13  5.09E-13  2.21E-13  1.10E-13
             5.28E-14  1.90E-14  8.48E-15  3.70E-15  1.20E-15  4.97E-16  2.02E-16  5.95E-17  2.30E-17
    12       1.22E-11  8.53E-12  5.27E-12  3.60E-12  2.39E-12  1.31E-12  7.78E-13  4.36E-13  1.85E-13  9.10E-14
             4.31E-14  1.53E-14  6.76E-15  2.93E-15  9.43E-16  3.90E-16  1.58E-16  4.64E-17  1.80E-17
    13       1.12E-11  7.85E-12  4.84E-12  3.28E-12  2.16E-12  1.17E-12  6.83E-13  3.77E-13  1.57E-13  7.61E-14
             3.56E-14  1.25E-14  5.49E-15  2.37E-15  7.57E-16  3.12E-16  1.26E-16  3.70E-17  1.43E-17
    14       1.04E-11  7.28E-12  4.46E-12  3.01E-12  1.97E-12  1.04E-12  6.04E-13  3.28E-13  1.34E-13  6.44E-14
             2.98E-14  1.03E-14  4.52E-15  1.94E-15  6.17E-16  2.54E-16  1.02E-16  2.99E-17  1.15E-17
    15       9.75E-12  6.81E-12  4.16E-12  2.79E-12  1.81E-12  9.44E-13  5.38E-13  2.88E-13  1.16E-13  5.51E-14
             2.53E-14  8.68E-15  3.77E-15  1.61E-15  5.10E-16  2.09E-16  8.42E-17  2.46E-17  9.46E-18
    16       9.14E-12  6.37E-12  3.88E-12  2.59E-12  1.66E-12  8.55E-13  4.81E-13  2.55E-13  1.01E-13  4.74E-14
             2.16E-14  7.35E-15  3.18E-15  1.35E-15  4.27E-16  1.75E-16  7.02E-17  2.04E-17  7.86E-18
    17       8.10E-12  5.63E-12  3.39E-12  2.24E-12  1.41E-12  7.07E-13  3.89E-13  2.01E-13  7.76E-14  3.59E-14
             1.61E-14  5.42E-15  2.33E-15  9.84E-16  3.08E-16  1.25E-16  5.03E-17  1.46E-17  5.58E-18
    18       7.28E-12  5.04E-12  3.00E-12  1.96E-12  1.22E-12  5.94E-13  3.20E-13  1.62E-13  6.13E-14  2.80E-14
             1.25E-14  4.13E-15  1.76E-15  7.40E-16  2.30E-16  9.35E-17  3.73E-17  1.08E-17  4.12E-18
    19       6.60E-12  4.55E-12  2.69E-12  1.73E-12  1.06E-12  5.04E-13  2.67E-13  1.33E-13  4.94E-14  2.23E-14
             9.82E-15  3.22E-15  1.36E-15  5.71E-16  1.77E-16  7.15E-17  2.85E-17  8.24E-18  3.16E-18
    20       5.75E-12  3.94E-12  2.29E-12  1.45E-12  8.70E-13  4.01E-13  2.07E-13  1.01E-13  3.68E-14  1.64E-14
             7.12E-15  2.31E-15  9.70E-16  4.03E-16  1.24E-16  5.00E-17  1.99E-17  5.72E-18  2.19E-18
    21       4.91E-12  3.33E-12  1.90E-12  1.17E-12  6.85E-13  3.04E-13  1.54E-13  7.34E-14  2.59E-14  1.14E-14
             4.88E-15  1.56E-15  6.51E-16  2.69E-16  8.20E-17  3.29E-17  1.30E-17  3.74E-18  1.43E-18
    22       4.00E-12  2.67E-12  1.48E-12  8.84E-13  4.98E-13  2.11E-13  1.03E-13  4.80E-14  1.65E-14  7.11E-15
             3.01E-15  9.48E-16  3.91E-16  1.60E-16  4.85E-17  1.94E-17  7.65E-18  2.19E-18  8.32E-19
    23       3.54E-12  2.34E-12  1.26E-12  7.44E-13  4.10E-13  1.70E-13  8.16E-14  3.74E-14  1.27E-14  5.41E-15
             2.27E-15  7.10E-16  2.92E-16  1.19E-16  3.58E-17  1.43E-17  5.63E-18  1.60E-18  6.10E-19
    24       3.00E-12  1.95E-12  1.02E-12  5.87E-13  3.15E-13  1.26E-13  5.94E-14  2.68E-14  8.89E-15  3.76E-15
             1.56E-15  4.84E-16  1.98E-16  8.01E-17  2.40E-17  9.54E-18  3.75E-18  1.07E-18  4.04E-19
    25       2.71E-12  1.74E-12  8.99E-13  5.07E-13  2.68E-13  1.05E-13  4.90E-14  2.19E-14  7.19E-15  3.02E-15
             1.25E-15  3.85E-16  1.56E-16  6.33E-17  1.89E-17  7.50E-18  2.94E-18  8.35E-19  3.16E-19
    26       2.35E-12  1.49E-12  7.49E-13  4.13E-13  2.14E-13  8.19E-14  3.75E-14  1.66E-14  5.37E-15  2.24E-15
             9.22E-16  2.81E-16  1.14E-16  4.59E-17  1.37E-17  5.41E-18  2.12E-18  5.99E-19  2.27E-19
    27       2.06E-12  1.29E-12  6.31E-13  3.41E-13  1.73E-13  6.51E-14  2.95E-14  1.29E-14  4.13E-15  1.71E-15
             7.00E-16  2.13E-16  8.58E-17  3.45E-17  1.02E-17  4.03E-18  1.57E-18  4.45E-19  1.68E-19
    28       1.72E-12  1.05E-12  4.98E-13  2.63E-13  1.30E-13  4.77E-14  2.13E-14  9.16E-15  2.90E-15  1.19E-15
             4.85E-16  1.46E-16  5.87E-17  2.35E-17  6.93E-18  2.73E-18  1.06E-18  3.00E-19  1.13E-19
    29       1.41E-12  8.40E-13  3.83E-13  1.97E-13  9.55E-14  3.41E-14  1.49E-14  6.36E-15  1.99E-15  8.11E-16
             3.28E-16  9.81E-17  3.92E-17  1.56E-17  4.59E-18  1.80E-18  7.01E-19  1.97E-19  7.45E-20
    30       1.04E-12  5.94E-13  2.58E-13  1.28E-13  6.00E-14  2.07E-14  8.90E-15  3.73E-15  1.15E-15  4.64E-16
             1.86E-16  5.50E-17  2.19E-17  8.67E-18  2.53E-18  9.91E-19  3.84E-19  1.08E-19  4.06E-20
    31       8.35E-13  4.66E-13  1.95E-13  9.46E-14  4.36E-14  1.48E-14  6.28E-15  2.61E-15  7.94E-16  3.19E-16
             1.27E-16  3.74E-17  1.48E-17  5.85E-18  1.70E-18  6.65E-19  2.57E-19  7.21E-20  2.71E-20
    32       6.05E-13  3.25E-13  1.30E-13  6.13E-14  2.76E-14  9.10E-15  3.81E-15  1.56E-15  4.71E-16  1.88E-16
             7.43E-17  2.17E-17  8.56E-18  3.37E-18  9.76E-19  3.80E-19  1.46E-19  4.09E-20  1.53E-20
    33       4.70E-13  2.46E-13  9.54E-14  4.40E-14  1.95E-14  6.32E-15  2.62E-15  1.07E-15  3.19E-16  1.26E-16
             4.98E-17  1.45E-17  5.69E-18  2.23E-18  6.44E-19  2.50E-19  9.63E-20  2.68E-20  1.00E-20
    34       3.19E-13  1.61E-13  5.99E-14  2.69E-14  1.17E-14  3.71E-15  1.52E-15  6.12E-16  1.81E-16  7.11E-17
             2.79E-17  8.06E-18  3.15E-18  1.23E-18  3.54E-19  1.37E-19  5.26E-20  1.46E-20  5.49E-21
    35       2.34E-13  1.15E-13  4.14E-14  1.83E-14  7.83E-15  2.45E-15  9.95E-16  3.98E-16  1.17E-16  4.57E-17
             1.79E-17  5.14E-18  2.00E-18  7.80E-19  2.23E-19  8.63E-20  3.31E-20  9.19E-21  3.44E-21
    36       1.42E-13  6.73E-14  2.34E-14  1.01E-14  4.23E-15  1.30E-15  5.21E-16  2.07E-16  6.00E-17  2.34E-17
             9.07E-18  2.59E-18  1.01E-18  3.90E-19  1.11E-19  4.29E-20  1.64E-20  4.53E-21  1.69E-21
    37       1.01E-13  4.66E-14  1.58E-14  6.72E-15  2.79E-15  8.46E-16  3.38E-16  1.33E-16  3.84E-17  1.49E-17
             5.77E-18  1.64E-18  6.35E-19  2.46E-19  6.99E-20  2.69E-20  1.03E-20  2.83E-21  1.05E-21
    38       5.89E-14  2.64E-14  8.69E-15  3.63E-15  1.49E-15  4.44E-16  1.76E-16  6.88E-17  1.97E-17  7.60E-18
             2.93E-18  8.29E-19  3.20E-19  1.23E-19  3.49E-20  1.34E-20  5.10E-21  1.41E-21  5.24E-22
    39       3.96E-14  1.74E-14  5.63E-15  2.33E-15  9.43E-16  2.80E-16  1.10E-16  4.28E-17  1.22E-17  4.69E-18
             1.80E-18  5.09E-19  1.96E-19  7.52E-20  2.12E-20  8.13E-21  3.09E-21  8.51E-22  3.17E-22
    40       2.09E-14  8.97E-15  2.82E-15  1.15E-15  4.61E-16  1.35E-16  5.27E-17  2.04E-17  5.77E-18  2.21E-18
             8.45E-19  2.37E-19  9.09E-20  3.49E-20  9.80E-21  3.74E-21  1.42E-21  3.89E-22  1.44E-22
    41       1.45E-14  6.17E-15  1.92E-15  7.77E-16  3.10E-16  9.01E-17  3.50E-17  1.35E-17  3.81E-18  1.46E-18
             5.56E-19  1.56E-19  5.96E-20  2.28E-20  6.41E-21  2.44E-21  9.26E-22  2.53E-22  9.38E-23
    42       8.48E-15  3.57E-15  1.10E-15  4.40E-16  1.74E-16  5.04E-17  1.95E-17  7.52E-18  2.11E-18  8.05E-19
             3.07E-19  8.56E-20  3.27E-20  1.25E-20  3.50E-21  1.33E-21  5.05E-22  1.38E-22  5.13E-23


 -----------------------------------------
 PRTF= 3  TRMPRT= (2D)  SPNPRT= 2  NSYS= 2
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 1
   IREP
   ----
     4       6.46E-15  4.57E-15  2.89E-15  2.04E-15  1.43E-15  8.97E-16  6.23E-16  4.24E-16  2.43E-16  1.51E-16
             8.83E-17  3.92E-17  1.95E-17  9.07E-18  2.98E-18  1.20E-18  4.64E-19  1.26E-19  4.59E-20
     5       5.16E-16  3.65E-16  2.31E-16  1.64E-16  1.17E-16  7.51E-17  5.38E-17  3.83E-17  2.33E-17  1.49E-17
             8.91E-18  3.98E-18  1.98E-18  9.14E-19  2.98E-19  1.20E-19  4.61E-20  1.25E-20  4.54E-21
     6       5.06E-17  3.59E-17  2.29E-17  1.65E-17  1.20E-17  8.24E-18  6.36E-18  4.94E-18  3.33E-18  2.26E-18
             1.39E-18  6.37E-19  3.19E-19  1.47E-19  4.81E-20  1.93E-20  7.44E-21  2.01E-21  7.33E-22
     7       4.71E-18  3.37E-18  2.20E-18  1.64E-18  1.28E-18  1.01E-18  9.07E-19  8.16E-19  6.38E-19  4.63E-19
             2.97E-19  1.39E-19  7.00E-20  3.25E-20  1.06E-20  4.26E-21  1.64E-21  4.45E-22  1.62E-22
     8       2.57E-19  1.89E-19  1.33E-19  1.11E-19  1.06E-19  1.24E-19  1.49E-19  1.67E-19  1.55E-19  1.20E-19
             7.94E-20  3.79E-20  1.92E-20  8.95E-21  2.93E-21  1.18E-21  4.53E-22  1.23E-22  4.46E-23
     9       3.27E-22  3.58E-22  7.18E-22  1.80E-21  4.98E-21  1.61E-20  2.99E-20  4.26E-20  4.57E-20  3.72E-20
             2.53E-20  1.22E-20  6.24E-21  2.91E-21  9.52E-22  3.83E-22  1.48E-22  3.99E-23  1.45E-23

                                                                                              -----------------
                                                                                              SYS= 2  SPNSYS= 3
   IREP
   ----
     4       3.68E-15  2.60E-15  1.64E-15  1.16E-15  8.18E-16  5.13E-16  3.57E-16  2.44E-16  1.41E-16  8.71E-17
             5.03E-17  2.16E-17  1.04E-17  4.66E-18  1.47E-18  5.81E-19  2.21E-19  5.92E-20  2.15E-20
     5       3.90E-16  2.76E-16  1.75E-16  1.24E-16  8.84E-17  5.69E-17  4.10E-17  2.94E-17  1.82E-17  1.18E-17
             7.08E-18  3.15E-18  1.55E-18  7.07E-19  2.27E-19  9.02E-20  3.45E-20  9.29E-21  3.37E-21
     6       4.23E-17  3.00E-17  1.92E-17  1.38E-17  1.01E-17  6.91E-18  5.36E-18  4.20E-18  2.88E-18  1.98E-18
             1.24E-18  5.67E-19  2.82E-19  1.30E-19  4.17E-20  1.67E-20  6.38E-21  1.72E-21  6.24E-22
     7       4.16E-18  2.97E-18  1.94E-18  1.45E-18  1.13E-18  8.92E-19  8.03E-19  7.29E-19  5.81E-19  4.28E-19
             2.77E-19  1.30E-19  6.55E-20  3.02E-20  9.77E-21  3.90E-21  1.50E-21  4.03E-22  1.47E-22
     8       2.38E-19  1.74E-19  1.22E-19  1.02E-19  9.68E-20  1.12E-19  1.36E-19  1.54E-19  1.45E-19  1.14E-19
             7.62E-20  3.66E-20  1.85E-20  8.58E-21  2.78E-21  1.11E-21  4.26E-22  1.15E-22  4.18E-23
     9       3.64E-22  3.87E-22  7.26E-22  1.74E-21  4.67E-21  1.49E-20  2.78E-20  3.99E-20  4.36E-20  3.59E-20
             2.47E-20  1.20E-20  6.12E-21  2.84E-21  9.22E-22  3.69E-22  1.41E-22  3.82E-23  1.39E-23



 --------------------------------
 PRTI= 2  TRMPRT= (2P)  SPNPRT= 2

   INDX TE=  9.61E+03  1.92E+04  4.81E+04  9.61E+04  1.92E+05  4.81E+05  9.61E+05  1.92E+06  4.81E+06  9.61E+06
   ---- ---  1.92E+07  4.81E+07  9.61E+07  1.92E+08  4.80E+08  9.61E+08  1.92E+09  4.81E+09  9.61E+09
     1       5.32E-14  3.76E-14  2.38E-14  1.68E-14  1.18E-14  7.44E-15  5.20E-15  3.60E-15  2.15E-15  1.40E-15
             8.63E-16  4.11E-16  2.14E-16  1.03E-16  3.46E-17  1.42E-17  5.52E-18  1.51E-18  5.51E-19
     2       6.77E-12  4.79E-12  3.03E-12  2.14E-12  1.51E-12  9.58E-13  6.78E-13  4.80E-13  3.04E-13  2.15E-13
             1.50E-13  9.01E-14  5.85E-14  3.58E-14  1.68E-14  8.72E-15  4.22E-15  1.47E-15  6.21E-16
     3       2.17E-12  1.53E-12  9.69E-13  6.85E-13  4.85E-13  3.07E-13  2.17E-13  1.54E-13  9.76E-14  6.89E-14
             4.83E-14  2.91E-14  1.89E-14  1.16E-14  5.46E-15  2.84E-15  1.37E-15  4.79E-16  2.03E-16
     4       7.47E-12  5.28E-12  3.34E-12  2.36E-12  1.66E-12  1.05E-12  7.37E-13  5.15E-13  3.13E-13  2.08E-13
             1.31E-13  6.45E-14  3.42E-14  1.67E-14  5.70E-15  2.35E-15  9.20E-16  2.52E-16  9.23E-17
     5       1.63E-11  1.15E-11  7.27E-12  5.14E-12  3.63E-12  2.29E-12  1.61E-12  1.12E-12  6.82E-13  4.53E-13
             2.86E-13  1.41E-13  7.46E-14  3.63E-14  1.24E-14  5.12E-15  2.01E-15  5.50E-16  2.01E-16
     6       1.67E-12  1.18E-12  7.48E-13  5.29E-13  3.73E-13  2.35E-13  1.66E-13  1.16E-13  7.06E-14  4.70E-14
             2.99E-14  1.47E-14  7.85E-15  3.83E-15  1.31E-15  5.42E-16  2.12E-16  5.83E-17  2.13E-17
     8       1.43E-12  1.01E-12  6.40E-13  4.52E-13  3.20E-13  2.02E-13  1.42E-13  9.94E-14  6.09E-14  4.08E-14
             2.60E-14  1.29E-14  6.92E-15  3.39E-15  1.17E-15  4.81E-16  1.89E-16  5.19E-17  1.90E-17
     9       1.37E-11  9.65E-12  6.09E-12  4.29E-12  3.01E-12  1.87E-12  1.28E-12  8.50E-13  4.62E-13  2.70E-13
             1.45E-13  5.52E-14  2.42E-14  9.90E-15  2.81E-15  1.04E-15  3.77E-16  9.72E-17  3.46E-17
    10       3.25E-12  2.29E-12  1.45E-12  1.02E-12  7.16E-13  4.44E-13  3.04E-13  2.02E-13  1.10E-13  6.42E-14
             3.44E-14  1.31E-14  5.76E-15  2.36E-15  6.68E-16  2.47E-16  8.98E-17  2.31E-17  8.22E-18
    11       9.55E-12  6.75E-12  4.26E-12  3.00E-12  2.11E-12  1.31E-12  8.94E-13  5.96E-13  3.25E-13  1.90E-13
             1.02E-13  3.89E-14  1.71E-14  6.99E-15  1.98E-15  7.35E-16  2.67E-16  6.87E-17  2.44E-17
    12       5.72E-12  4.04E-12  2.55E-12  1.80E-12  1.26E-12  7.82E-13  5.36E-13  3.57E-13  1.95E-13  1.14E-13
             6.12E-14  2.35E-14  1.04E-14  4.28E-15  1.23E-15  4.64E-16  1.72E-16  4.53E-17  1.64E-17
    13       4.30E-12  3.04E-12  1.92E-12  1.35E-12  9.49E-13  5.88E-13  4.03E-13  2.69E-13  1.47E-13  8.60E-14
             4.63E-14  1.78E-14  7.82E-15  3.20E-15  9.10E-16  3.37E-16  1.22E-16  3.15E-17  1.12E-17
    14       1.83E-12  1.29E-12  8.15E-13  5.74E-13  4.03E-13  2.50E-13  1.72E-13  1.15E-13  6.30E-14  3.71E-14
             2.02E-14  8.00E-15  3.65E-15  1.58E-15  4.94E-16  2.01E-16  8.06E-17  2.35E-17  9.07E-18
    15       2.89E-14  2.04E-14  1.29E-14  9.13E-15  6.46E-15  4.10E-15  2.90E-15  2.06E-15  1.30E-15  8.95E-16
             5.91E-16  3.06E-16  1.68E-16  8.40E-17  2.94E-17  1.23E-17  4.83E-18  1.33E-18  4.89E-19
    16       3.36E-14  2.38E-14  1.50E-14  1.06E-14  7.52E-15  4.77E-15  3.38E-15  2.40E-15  1.51E-15  1.04E-15
             6.87E-16  3.56E-16  1.96E-16  9.78E-17  3.43E-17  1.43E-17  5.63E-18  1.55E-18  5.69E-19
    17       2.05E-14  1.45E-14  9.16E-15  6.48E-15  4.59E-15  2.91E-15  2.06E-15  1.47E-15  9.28E-16  6.43E-16
             4.27E-16  2.23E-16  1.23E-16  6.15E-17  2.16E-17  9.00E-18  3.55E-18  9.81E-19  3.60E-19
    23       2.81E-12  1.99E-12  1.26E-12  8.90E-13  6.29E-13  3.99E-13  2.82E-13  2.00E-13  1.27E-13  8.92E-14
             6.20E-14  3.69E-14  2.38E-14  1.45E-14  6.76E-15  3.50E-15  1.69E-15  5.88E-16  2.49E-16
    25       9.28E-13  6.56E-13  4.15E-13  2.94E-13  2.08E-13  1.32E-13  9.32E-14  6.61E-14  4.19E-14  2.95E-14
             2.06E-14  1.23E-14  7.90E-15  4.81E-15  2.25E-15  1.16E-15  5.63E-16  1.96E-16  8.29E-17
    27       1.15E-12  8.13E-13  5.14E-13  3.63E-13  2.57E-13  1.62E-13  1.14E-13  7.96E-14  4.85E-14  3.22E-14
             2.03E-14  9.97E-15  5.28E-15  2.57E-15  8.77E-16  3.61E-16  1.41E-16  3.87E-17  1.41E-17
    29       5.70E-12  4.03E-12  2.55E-12  1.80E-12  1.27E-12  8.03E-13  5.65E-13  3.95E-13  2.41E-13  1.60E-13
             1.01E-13  4.97E-14  2.63E-14  1.28E-14  4.38E-15  1.80E-15  7.05E-16  1.93E-16  7.07E-17
    30       1.13E-12  7.97E-13  5.04E-13  3.56E-13  2.52E-13  1.59E-13  1.12E-13  7.82E-14  4.78E-14  3.18E-14
             2.01E-14  9.89E-15  5.24E-15  2.55E-15  8.73E-16  3.59E-16  1.41E-16  3.86E-17  1.41E-17
    31       3.38E-12  2.39E-12  1.51E-12  1.07E-12  7.54E-13  4.76E-13  3.35E-13  2.34E-13  1.43E-13  9.53E-14
             6.04E-14  2.96E-14  1.57E-14  7.65E-15  2.62E-15  1.08E-15  4.22E-16  1.16E-16  4.23E-17
    32       1.85E-12  1.31E-12  8.26E-13  5.84E-13  4.12E-13  2.60E-13  1.83E-13  1.28E-13  7.86E-14  5.24E-14
             3.33E-14  1.64E-14  8.69E-15  4.23E-15  1.45E-15  5.97E-16  2.34E-16  6.41E-17  2.34E-17
    33       3.61E-13  2.55E-13  1.61E-13  1.14E-13  8.06E-14  5.09E-14  3.59E-14  2.52E-14  1.54E-14  1.03E-14
             6.57E-15  3.24E-15  1.73E-15  8.42E-16  2.88E-16  1.19E-16  4.65E-17  1.28E-17  4.67E-18
    34       1.82E-12  1.29E-12  8.12E-13  5.72E-13  4.02E-13  2.49E-13  1.71E-13  1.14E-13  6.23E-14  3.65E-14
             1.96E-14  7.51E-15  3.29E-15  1.35E-15  3.82E-16  1.42E-16  5.14E-17  1.32E-17  4.71E-18
    35       5.45E-12  3.85E-12  2.43E-12  1.71E-12  1.20E-12  7.46E-13  5.11E-13  3.41E-13  1.86E-13  1.09E-13
             5.87E-14  2.25E-14  9.87E-15  4.04E-15  1.15E-15  4.25E-16  1.54E-16  3.97E-17  1.41E-17
    36       7.58E-12  5.35E-12  3.38E-12  2.38E-12  1.67E-12  1.04E-12  7.11E-13  4.75E-13  2.60E-13  1.52E-13
             8.18E-14  3.14E-14  1.38E-14  5.64E-15  1.60E-15  5.93E-16  2.15E-16  5.54E-17  1.97E-17
    37       3.22E-12  2.27E-12  1.44E-12  1.01E-12  7.11E-13  4.41E-13  3.02E-13  2.02E-13  1.11E-13  6.48E-14
             3.49E-14  1.34E-14  5.88E-15  2.41E-15  6.83E-16  2.53E-16  9.20E-17  2.37E-17  8.42E-18
    38       2.50E-12  1.76E-12  1.11E-12  7.85E-13  5.51E-13  3.42E-13  2.35E-13  1.57E-13  8.58E-14  5.03E-14
             2.71E-14  1.04E-14  4.57E-15  1.87E-15  5.31E-16  1.97E-16  7.15E-17  1.84E-17  6.54E-18
    39       1.06E-12  7.51E-13  4.74E-13  3.34E-13  2.35E-13  1.46E-13  9.99E-14  6.68E-14  3.66E-14  2.15E-14
             1.16E-14  4.44E-15  1.95E-15  7.99E-16  2.27E-16  8.41E-17  3.05E-17  7.86E-18  2.80E-18
    40       1.21E-12  8.57E-13  5.39E-13  3.78E-13  2.63E-13  1.59E-13  1.04E-13  6.53E-14  3.13E-14  1.61E-14
             7.51E-15  2.41E-15  9.47E-16  3.57E-16  9.41E-17  3.38E-17  1.20E-17  3.06E-18  1.08E-18
    41       3.62E-12  2.55E-12  1.61E-12  1.13E-12  7.83E-13  4.73E-13  3.11E-13  1.95E-13  9.32E-14  4.80E-14
             2.24E-14  7.20E-15  2.83E-15  1.06E-15  2.81E-16  1.01E-16  3.60E-17  9.15E-18  3.24E-18
    42       4.65E-12  3.28E-12  2.06E-12  1.45E-12  1.01E-12  6.08E-13  4.00E-13  2.50E-13  1.20E-13  6.17E-14
             2.88E-14  9.25E-15  3.64E-15  1.37E-15  3.61E-16  1.30E-16  4.63E-17  1.18E-17  4.16E-18
    43       2.54E-12  1.79E-12  1.13E-12  7.92E-13  5.51E-13  3.33E-13  2.19E-13  1.37E-13  6.57E-14  3.39E-14
             1.58E-14  5.09E-15  2.00E-15  7.54E-16  1.99E-16  7.14E-17  2.55E-17  6.47E-18  2.29E-18
    44       8.30E-13  5.86E-13  3.69E-13  2.59E-13  1.80E-13  1.09E-13  7.16E-14  4.49E-14  2.16E-14  1.11E-14
             5.20E-15  1.67E-15  6.59E-16  2.48E-16  6.55E-17  2.35E-17  8.39E-18  2.13E-18  7.55E-19
