SEQ='F '     NUCCHG=42                                                  /LS/

   PARENT TERM INDEXING                 BWNP= 627005032.4   NPRNTI= 3   NPRNTF= 6
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P4             (3)1( 4.0)        0.0 
     2          2S2 2P4             (1)2( 2.0)   174974.5 
     3          2S2 2P4             (1)0( 0.0)   369237.5 
     4          2S1 2P5             (3)1( 4.0)  1422111.5*
     5          2S1 2P5             (1)1( 1.0)  1935406.6*
     6          2P6                 (1)0( 0.0)  3334907.6*

   LS RESOLVED TERM INDEXING            BWNR= 662593533.5   NTRM= 342
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
   195       3.72E-13  2.62E-13  1.66E-13  1.17E-13  8.19E-14  5.07E-14  3.46E-14  2.29E-14  1.23E-14  7.11E-15
             3.76E-15  1.41E-15  6.08E-16  2.46E-16  6.90E-17  2.55E-17  9.21E-18  2.37E-18  8.41E-19
   196       6.18E-13  4.37E-13  2.76E-13  1.94E-13  1.36E-13  8.44E-14  5.76E-14  3.82E-14  2.06E-14  1.18E-14
             6.26E-15  2.34E-15  1.01E-15  4.10E-16  1.15E-16  4.24E-17  1.54E-17  3.94E-18  1.40E-18
   197       1.60E-12  1.13E-12  7.09E-13  4.97E-13  3.45E-13  2.08E-13  1.37E-13  8.52E-14  4.05E-14  2.07E-14
             9.58E-15  3.05E-15  1.19E-15  4.47E-16  1.18E-16  4.23E-17  1.51E-17  3.83E-18  1.35E-18
   198       7.95E-13  5.61E-13  3.53E-13  2.48E-13  1.72E-13  1.04E-13  6.82E-14  4.25E-14  2.02E-14  1.03E-14
             4.78E-15  1.52E-15  5.96E-16  2.23E-16  5.88E-17  2.11E-17  7.52E-18  1.91E-18  6.77E-19
   199       2.05E-12  1.44E-12  9.08E-13  6.37E-13  4.43E-13  2.67E-13  1.75E-13  1.09E-13  5.19E-14  2.65E-14
             1.23E-14  3.91E-15  1.53E-15  5.75E-16  1.51E-16  5.43E-17  1.93E-17  4.91E-18  1.74E-18
   200       1.02E-12  7.21E-13  4.54E-13  3.18E-13  2.21E-13  1.33E-13  8.77E-14  5.46E-14  2.59E-14  1.32E-14
             6.14E-15  1.96E-15  7.65E-16  2.87E-16  7.56E-17  2.71E-17  9.66E-18  2.46E-18  8.70E-19
   201       1.13E-12  8.01E-13  5.04E-13  3.53E-13  2.46E-13  1.48E-13  9.74E-14  6.07E-14  2.88E-14  1.47E-14
             6.83E-15  2.17E-15  8.50E-16  3.19E-16  8.40E-17  3.01E-17  1.07E-17  2.73E-18  9.66E-19
   202       1.22E-12  8.62E-13  5.40E-13  3.76E-13  2.58E-13  1.50E-13  9.39E-14  5.45E-14  2.29E-14  1.06E-14
             4.48E-15  1.30E-15  4.84E-16  1.76E-16  4.53E-17  1.61E-17  5.72E-18  1.45E-18  5.13E-19
   203       6.12E-13  4.31E-13  2.70E-13  1.88E-13  1.29E-13  7.50E-14  4.69E-14  2.72E-14  1.15E-14  5.29E-15
             2.24E-15  6.48E-16  2.42E-16  8.80E-17  2.27E-17  8.06E-18  2.86E-18  7.25E-19  2.56E-19
   204       1.57E-12  1.11E-12  6.94E-13  4.83E-13  3.32E-13  1.93E-13  1.21E-13  7.01E-14  2.95E-14  1.36E-14
             5.76E-15  1.67E-15  6.22E-16  2.26E-16  5.83E-17  2.07E-17  7.35E-18  1.86E-18  6.59E-19
   205       7.86E-13  5.54E-13  3.47E-13  2.42E-13  1.66E-13  9.64E-14  6.04E-14  3.50E-14  1.47E-14  6.81E-15
             2.88E-15  8.34E-16  3.11E-16  1.13E-16  2.91E-17  1.04E-17  3.68E-18  9.32E-19  3.30E-19
   206       1.92E-12  1.35E-12  8.48E-13  5.91E-13  4.05E-13  2.36E-13  1.48E-13  8.56E-14  3.60E-14  1.66E-14
             7.04E-15  2.04E-15  7.60E-16  2.76E-16  7.12E-17  2.53E-17  8.99E-18  2.28E-18  8.06E-19
   207       9.61E-13  6.77E-13  4.24E-13  2.95E-13  2.03E-13  1.18E-13  7.38E-14  4.28E-14  1.80E-14  8.32E-15
             3.52E-15  1.02E-15  3.80E-16  1.38E-16  3.56E-17  1.27E-17  4.49E-18  1.14E-18  4.03E-19
   208       5.66E-13  4.00E-13  2.52E-13  1.76E-13  1.23E-13  7.40E-14  4.86E-14  3.03E-14  1.44E-14  7.35E-15
             3.41E-15  1.09E-15  4.25E-16  1.59E-16  4.20E-17  1.51E-17  5.36E-18  1.36E-18  4.83E-19
   209       8.87E-13  6.24E-13  3.88E-13  2.68E-13  1.80E-13  1.00E-13  5.92E-14  3.20E-14  1.21E-14  5.16E-15
             2.06E-15  5.65E-16  2.06E-16  7.40E-17  1.89E-17  6.70E-18  2.37E-18  6.01E-19  2.13E-19
   210       4.43E-13  3.12E-13  1.94E-13  1.34E-13  9.01E-14  5.00E-14  2.96E-14  1.60E-14  6.03E-15  2.58E-15
             1.03E-15  2.82E-16  1.03E-16  3.70E-17  9.45E-18  3.35E-18  1.19E-18  3.01E-19  1.06E-19
   211       1.08E-12  7.62E-13  4.74E-13  3.27E-13  2.20E-13  1.22E-13  7.24E-14  3.91E-14  1.47E-14  6.31E-15
             2.51E-15  6.91E-16  2.52E-16  9.04E-17  2.31E-17  8.19E-18  2.90E-18  7.35E-19  2.60E-19
   212       5.42E-13  3.81E-13  2.37E-13  1.63E-13  1.10E-13  6.12E-14  3.62E-14  1.95E-14  7.37E-15  3.15E-15
             1.26E-15  3.45E-16  1.26E-16  4.52E-17  1.16E-17  4.10E-18  1.45E-18  3.67E-19  1.30E-19
   213       1.28E-12  9.01E-13  5.61E-13  3.86E-13  2.60E-13  1.45E-13  8.56E-14  4.62E-14  1.74E-14  7.46E-15
             2.97E-15  8.16E-16  2.97E-16  1.07E-16  2.73E-17  9.68E-18  3.43E-18  8.69E-19  3.07E-19
   214       6.40E-13  4.50E-13  2.80E-13  1.93E-13  1.30E-13  7.23E-14  4.28E-14  2.31E-14  8.70E-15  3.73E-15
             1.48E-15  4.08E-16  1.49E-16  5.34E-17  1.37E-17  4.84E-18  1.71E-18  4.34E-19  1.54E-19
   215       3.27E-13  2.29E-13  1.41E-13  9.62E-14  6.33E-14  3.33E-14  1.86E-14  9.34E-15  3.22E-15  1.30E-15
             4.99E-16  1.33E-16  4.80E-17  1.71E-17  4.36E-18  1.54E-18  5.46E-19  1.38E-19  4.89E-20
   216       1.63E-13  1.15E-13  7.07E-14  4.81E-14  3.16E-14  1.67E-14  9.29E-15  4.67E-15  1.61E-15  6.52E-16
             2.50E-16  6.66E-17  2.40E-17  8.56E-18  2.18E-18  7.72E-19  2.73E-19  6.91E-20  2.44E-20
   217       3.86E-13  2.71E-13  1.67E-13  1.14E-13  7.48E-14  3.94E-14  2.19E-14  1.10E-14  3.80E-15  1.54E-15
             5.90E-16  1.57E-16  5.67E-17  2.02E-17  5.15E-18  1.82E-18  6.45E-19  1.63E-19  5.78E-20
   218       1.93E-13  1.35E-13  8.36E-14  5.68E-14  3.74E-14  1.97E-14  1.10E-14  5.52E-15  1.90E-15  7.70E-16
             2.95E-16  7.87E-17  2.83E-17  1.01E-17  2.57E-18  9.12E-19  3.23E-19  8.17E-20  2.89E-20
   219       4.46E-13  3.12E-13  1.93E-13  1.31E-13  8.63E-14  4.54E-14  2.53E-14  1.27E-14  4.39E-15  1.78E-15
             6.81E-16  1.82E-16  6.54E-17  2.33E-17  5.94E-18  2.10E-18  7.45E-19  1.89E-19  6.67E-20
   220       2.23E-13  1.56E-13  9.64E-14  6.56E-14  4.32E-14  2.27E-14  1.27E-14  6.37E-15  2.19E-15  8.89E-16
             3.40E-16  9.08E-17  3.27E-17  1.17E-17  2.97E-18  1.05E-18  3.72E-19  9.43E-20  3.33E-20
   223       6.90E-16  4.88E-16  3.09E-16  2.19E-16  1.55E-16  9.87E-17  7.02E-17  4.96E-17  3.04E-17  2.01E-17
             1.26E-17  5.99E-18  3.10E-18  1.47E-18  4.92E-19  2.00E-19  7.73E-20  2.10E-20  7.65E-21
   224       1.18E-17  8.32E-18  5.27E-18  3.73E-18  2.65E-18  1.69E-18  1.20E-18  8.46E-19  5.19E-19  3.44E-19
             2.14E-19  1.02E-19  5.29E-20  2.52E-20  8.40E-21  3.41E-21  1.32E-21  3.59E-22  1.31E-22
   227       3.80E-17  2.68E-17  1.70E-17  1.20E-17  8.45E-18  5.30E-18  3.68E-18  2.49E-18  1.38E-18  8.10E-19
             4.35E-19  1.65E-19  7.20E-20  2.92E-20  8.24E-21  3.04E-21  1.10E-21  2.83E-22  1.01E-22
   228       4.94E-16  3.49E-16  2.21E-16  1.56E-16  1.10E-16  6.90E-17  4.79E-17  3.24E-17  1.79E-17  1.05E-17
             5.66E-18  2.15E-18  9.37E-19  3.81E-19  1.07E-19  3.96E-20  1.43E-20  3.69E-21  1.31E-21
   229       6.03E-16  4.26E-16  2.69E-16  1.90E-16  1.34E-16  8.42E-17  5.84E-17  3.95E-17  2.19E-17  1.29E-17
             6.91E-18  2.63E-18  1.14E-18  4.65E-19  1.31E-19  4.84E-20  1.75E-20  4.50E-21  1.60E-21
   232       2.37E-17  1.67E-17  1.05E-17  7.42E-18  5.19E-18  3.17E-18  2.11E-18  1.34E-18  6.53E-19  3.39E-19
             1.59E-19  5.12E-20  2.01E-20  7.58E-21  2.00E-21  7.17E-22  2.56E-22  6.50E-23  2.30E-23
   233       1.41E-17  9.94E-18  6.27E-18  4.41E-18  3.08E-18  1.88E-18  1.26E-18  7.97E-19  3.88E-19  2.02E-19
             9.46E-20  3.05E-20  1.20E-20  4.51E-21  1.19E-21  4.27E-22  1.52E-22  3.87E-23  1.37E-23
   234       3.17E-18  2.24E-18  1.41E-18  9.91E-19  6.93E-19  4.23E-19  2.82E-19  1.79E-19  8.73E-20  4.53E-20
             2.13E-20  6.85E-21  2.69E-21  1.01E-21  2.67E-22  9.60E-23  3.42E-23  8.70E-24  3.08E-24
   251       1.28E-17  9.09E-18  5.77E-18  4.10E-18  2.93E-18  1.90E-18  1.38E-18  1.00E-18  6.39E-19  4.35E-19
             2.78E-19  1.36E-19  7.09E-20  3.40E-20  1.14E-20  4.63E-21  1.80E-21  4.89E-22  1.78E-22
   252       3.46E-17  2.45E-17  1.55E-17  1.10E-17  7.82E-18  4.99E-18  3.53E-18  2.45E-18  1.41E-18  8.50E-19
             4.65E-19  1.80E-19  7.91E-20  3.23E-20  9.14E-21  3.38E-21  1.23E-21  3.15E-22  1.12E-22
   253       1.08E-18  7.60E-19  4.80E-19  3.39E-19  2.39E-19  1.48E-19  1.01E-19  6.55E-20  3.29E-20  1.74E-20
             8.31E-21  2.71E-21  1.07E-21  4.05E-22  1.07E-22  3.84E-23  1.37E-23  3.48E-24  1.23E-24
   257       4.21E-13  2.98E-13  1.88E-13  1.33E-13  9.38E-14  5.90E-14  4.13E-14  2.87E-14  1.75E-14  1.18E-14
             7.84E-15  4.38E-15  2.70E-15  1.58E-15  7.08E-16  3.56E-16  1.68E-16  5.72E-17  2.39E-17
   258       2.10E-13  1.48E-13  9.38E-14  6.62E-14  4.67E-14  2.94E-14  2.06E-14  1.43E-14  8.71E-15  5.89E-15
             3.91E-15  2.19E-15  1.35E-15  7.91E-16  3.54E-16  1.78E-16  8.42E-17  2.86E-17  1.20E-17
   259       4.84E-13  3.42E-13  2.16E-13  1.52E-13  1.07E-13  6.73E-14  4.69E-14  3.22E-14  1.90E-14  1.22E-14
             7.40E-15  3.44E-15  1.76E-15  8.31E-16  2.75E-16  1.11E-16  4.30E-17  1.17E-17  4.25E-18
   260       8.04E-13  5.68E-13  3.59E-13  2.53E-13  1.79E-13  1.12E-13  7.80E-14  5.36E-14  3.16E-14  2.03E-14
             1.23E-14  5.74E-15  2.93E-15  1.38E-15  4.59E-16  1.86E-16  7.17E-17  1.95E-17  7.08E-18
   261       4.01E-13  2.83E-13  1.79E-13  1.26E-13  8.91E-14  5.58E-14  3.89E-14  2.68E-14  1.58E-14  1.01E-14
             6.16E-15  2.87E-15  1.47E-15  6.92E-16  2.29E-16  9.27E-17  3.59E-17  9.73E-18  3.54E-18
   262       1.60E-13  1.13E-13  7.15E-14  5.05E-14  3.56E-14  2.23E-14  1.55E-14  1.07E-14  6.30E-15  4.05E-15
             2.46E-15  1.15E-15  5.86E-16  2.77E-16  9.17E-17  3.71E-17  1.43E-17  3.89E-18  1.42E-18
   263       8.00E-14  5.66E-14  3.57E-14  2.52E-14  1.78E-14  1.12E-14  7.77E-15  5.35E-15  3.15E-15  2.02E-15
             1.23E-15  5.73E-16  2.93E-16  1.38E-16  4.58E-17  1.85E-17  7.17E-18  1.95E-18  7.08E-19
   264       2.39E-13  1.69E-13  1.07E-13  7.52E-14  5.31E-14  3.33E-14  2.32E-14  1.60E-14  9.42E-15  6.05E-15
             3.68E-15  1.72E-15  8.78E-16  4.14E-16  1.37E-16  5.55E-17  2.15E-17  5.83E-18  2.12E-18
   265       8.92E-13  6.30E-13  3.98E-13  2.80E-13  1.96E-13  1.21E-13  8.24E-14  5.44E-14  2.91E-14  1.67E-14
             8.77E-15  3.27E-15  1.41E-15  5.70E-16  1.60E-16  5.89E-17  2.13E-17  5.48E-18  1.95E-18
   266       1.24E-12  8.79E-13  5.55E-13  3.91E-13  2.74E-13  1.69E-13  1.15E-13  7.60E-14  4.06E-14  2.33E-14
             1.23E-14  4.58E-15  1.97E-15  7.98E-16  2.24E-16  8.24E-17  2.98E-17  7.66E-18  2.72E-18
   267       5.32E-13  3.76E-13  2.37E-13  1.67E-13  1.17E-13  7.23E-14  4.92E-14  3.25E-14  1.74E-14  9.98E-15
             5.25E-15  1.96E-15  8.46E-16  3.42E-16  9.58E-17  3.53E-17  1.28E-17  3.28E-18  1.17E-18
   268       6.20E-13  4.38E-13  2.76E-13  1.95E-13  1.37E-13  8.43E-14  5.74E-14  3.79E-14  2.03E-14  1.16E-14
             6.13E-15  2.29E-15  9.87E-16  3.99E-16  1.12E-16  4.12E-17  1.49E-17  3.83E-18  1.36E-18
   269       2.64E-13  1.87E-13  1.18E-13  8.29E-14  5.82E-14  3.59E-14  2.45E-14  1.62E-14  8.66E-15  4.97E-15
             2.62E-15  9.78E-16  4.22E-16  1.70E-16  4.78E-17  1.76E-17  6.38E-18  1.64E-18  5.82E-19
   270       4.40E-13  3.11E-13  1.96E-13  1.38E-13  9.68E-14  5.98E-14  4.07E-14  2.69E-14  1.44E-14  8.28E-15
             4.36E-15  1.63E-15  7.03E-16  2.84E-16  7.97E-17  2.94E-17  1.06E-17  2.73E-18  9.70E-19
   271       1.18E-12  8.36E-13  5.26E-13  3.69E-13  2.56E-13  1.54E-13  1.01E-13  6.29E-14  2.98E-14  1.52E-14
             7.03E-15  2.23E-15  8.73E-16  3.27E-16  8.62E-17  3.09E-17  1.10E-17  2.80E-18  9.91E-19
   272       1.52E-12  1.07E-12  6.74E-13  4.73E-13  3.28E-13  1.98E-13  1.30E-13  8.07E-14  3.82E-14  1.95E-14
             9.02E-15  2.87E-15  1.12E-15  4.21E-16  1.11E-16  3.97E-17  1.41E-17  3.59E-18  1.27E-18
   273       5.91E-13  4.17E-13  2.62E-13  1.84E-13  1.28E-13  7.69E-14  5.05E-14  3.14E-14  1.49E-14  7.58E-15
             3.51E-15  1.12E-15  4.36E-16  1.64E-16  4.31E-17  1.54E-17  5.50E-18  1.40E-18  4.95E-19
   274       7.59E-13  5.35E-13  3.37E-13  2.36E-13  1.64E-13  9.88E-14  6.48E-14  4.03E-14  1.91E-14  9.74E-15
             4.51E-15  1.43E-15  5.61E-16  2.10E-16  5.53E-17  1.99E-17  7.07E-18  1.80E-18  6.36E-19
   275       8.43E-13  5.95E-13  3.74E-13  2.62E-13  1.82E-13  1.10E-13  7.20E-14  4.48E-14  2.12E-14  1.08E-14
             5.01E-15  1.59E-15  6.23E-16  2.34E-16  6.15E-17  2.21E-17  7.86E-18  2.00E-18  7.07E-19
   276       1.00E-12  7.07E-13  4.43E-13  3.08E-13  2.11E-13  1.23E-13  7.68E-14  4.46E-14  1.87E-14  8.64E-15
             3.65E-15  1.06E-15  3.94E-16  1.43E-16  3.69E-17  1.31E-17  4.66E-18  1.18E-18  4.18E-19
   277       5.01E-13  3.53E-13  2.21E-13  1.54E-13  1.06E-13  6.14E-14  3.84E-14  2.23E-14  9.36E-15  4.32E-15
             1.83E-15  5.29E-16  1.97E-16  7.17E-17  1.85E-17  6.57E-18  2.33E-18  5.91E-19  2.09E-19
   278       1.29E-12  9.09E-13  5.69E-13  3.96E-13  2.72E-13  1.58E-13  9.88E-14  5.73E-14  2.41E-14  1.11E-14
             4.70E-15  1.36E-15  5.07E-16  1.84E-16  4.75E-17  1.69E-17  5.99E-18  1.52E-18  5.37E-19
   279       6.45E-13  4.54E-13  2.85E-13  1.98E-13  1.36E-13  7.90E-14  4.94E-14  2.86E-14  1.20E-14  5.56E-15
             2.35E-15  6.80E-16  2.53E-16  9.22E-17  2.37E-17  8.45E-18  3.00E-18  7.59E-19  2.69E-19
   280       1.58E-12  1.11E-12  6.96E-13  4.84E-13  3.32E-13  1.93E-13  1.21E-13  7.00E-14  2.94E-14  1.36E-14
             5.74E-15  1.66E-15  6.19E-16  2.25E-16  5.80E-17  2.06E-17  7.32E-18  1.86E-18  6.57E-19
   281       7.88E-13  5.55E-13  3.48E-13  2.42E-13  1.66E-13  9.65E-14  6.04E-14  3.50E-14  1.47E-14  6.79E-15
             2.87E-15  8.31E-16  3.10E-16  1.13E-16  2.90E-17  1.03E-17  3.66E-18  9.28E-19  3.28E-19
   282       4.21E-13  2.97E-13  1.87E-13  1.31E-13  9.10E-14  5.48E-14  3.60E-14  2.24E-14  1.06E-14  5.41E-15
             2.50E-15  7.96E-16  3.11E-16  1.17E-16  3.07E-17  1.10E-17  3.93E-18  9.98E-19  3.53E-19
   283       8.99E-13  6.32E-13  3.94E-13  2.71E-13  1.83E-13  1.01E-13  6.00E-14  3.24E-14  1.22E-14  5.23E-15
             2.08E-15  5.72E-16  2.08E-16  7.49E-17  1.91E-17  6.78E-18  2.40E-18  6.08E-19  2.15E-19
   284       4.50E-13  3.16E-13  1.97E-13  1.36E-13  9.13E-14  5.07E-14  3.00E-14  1.62E-14  6.10E-15  2.61E-15
             1.04E-15  2.86E-16  1.04E-16  3.74E-17  9.56E-18  3.39E-18  1.20E-18  3.04E-19  1.08E-19
   285       1.10E-12  7.73E-13  4.81E-13  3.32E-13  2.23E-13  1.24E-13  7.34E-14  3.96E-14  1.49E-14  6.39E-15
             2.54E-15  6.99E-16  2.55E-16  9.15E-17  2.34E-17  8.29E-18  2.94E-18  7.44E-19  2.63E-19
   286       5.50E-13  3.86E-13  2.41E-13  1.66E-13  1.12E-13  6.20E-14  3.67E-14  1.98E-14  7.46E-15  3.19E-15
             1.27E-15  3.49E-16  1.27E-16  4.58E-17  1.17E-17  4.15E-18  1.47E-18  3.72E-19  1.32E-19
   287       1.30E-12  9.13E-13  5.69E-13  3.92E-13  2.64E-13  1.47E-13  8.67E-14  4.67E-14  1.76E-14  7.55E-15
             3.00E-15  8.26E-16  3.01E-16  1.08E-16  2.76E-17  9.80E-18  3.47E-18  8.79E-19  3.11E-19
   288       6.49E-13  4.57E-13  2.84E-13  1.96E-13  1.32E-13  7.33E-14  4.33E-14  2.34E-14  8.81E-15  3.77E-15
             1.50E-15  4.13E-16  1.51E-16  5.41E-17  1.38E-17  4.90E-18  1.74E-18  4.39E-19  1.55E-19
   289       5.45E-13  3.82E-13  2.36E-13  1.60E-13  1.05E-13  5.55E-14  3.09E-14  1.55E-14  5.36E-15  2.17E-15
             8.31E-16  2.22E-16  7.99E-17  2.85E-17  7.25E-18  2.57E-18  9.10E-19  2.30E-19  8.14E-20
   290       2.72E-13  1.91E-13  1.18E-13  8.02E-14  5.27E-14  2.77E-14  1.55E-14  7.77E-15  2.68E-15  1.09E-15
             4.16E-16  1.11E-16  3.99E-17  1.43E-17  3.63E-18  1.28E-18  4.55E-19  1.15E-19  4.07E-20
   291       6.44E-13  4.51E-13  2.79E-13  1.89E-13  1.25E-13  6.56E-14  3.66E-14  1.84E-14  6.33E-15  2.57E-15
             9.82E-16  2.62E-16  9.44E-17  3.37E-17  8.57E-18  3.04E-18  1.07E-18  2.72E-19  9.62E-20
   292       3.22E-13  2.26E-13  1.39E-13  9.47E-14  6.23E-14  3.28E-14  1.83E-14  9.19E-15  3.16E-15  1.28E-15
             4.91E-16  1.31E-16  4.72E-17  1.68E-17  4.29E-18  1.52E-18  5.37E-19  1.36E-19  4.81E-20
   293       7.43E-13  5.21E-13  3.21E-13  2.19E-13  1.44E-13  7.57E-14  4.22E-14  2.12E-14  7.30E-15  2.96E-15
             1.13E-15  3.02E-16  1.09E-16  3.89E-17  9.89E-18  3.50E-18  1.24E-18  3.14E-19  1.11E-19
   294       3.71E-13  2.60E-13  1.61E-13  1.09E-13  7.19E-14  3.78E-14  2.11E-14  1.06E-14  3.65E-15  1.48E-15
             5.67E-16  1.51E-16  5.45E-17  1.94E-17  4.95E-18  1.75E-18  6.20E-19  1.57E-19  5.55E-20
   295       1.69E-13  1.18E-13  7.20E-14  4.82E-14  3.08E-14  1.53E-14  8.03E-15  3.79E-15  1.22E-15  4.74E-16
             1.77E-16  4.64E-17  1.66E-17  5.91E-18  1.50E-18  5.31E-19  1.88E-19  4.75E-20  1.68E-20
   296       8.44E-14  5.90E-14  3.60E-14  2.41E-14  1.54E-14  7.64E-15  4.02E-15  1.90E-15  6.08E-16  2.37E-16
             8.85E-17  2.32E-17  8.30E-18  2.95E-18  7.50E-19  2.66E-19  9.39E-20  2.38E-20  8.41E-21
   297       1.95E-13  1.36E-13  8.31E-14  5.56E-14  3.56E-14  1.76E-14  9.27E-15  4.38E-15  1.40E-15  5.47E-16
             2.04E-16  5.35E-17  1.92E-17  6.82E-18  1.73E-18  6.13E-19  2.17E-19  5.49E-20  1.94E-20
   298       9.74E-14  6.80E-14  4.15E-14  2.78E-14  1.78E-14  8.82E-15  4.63E-15  2.19E-15  7.01E-16  2.74E-16
             1.02E-16  2.68E-17  9.58E-18  3.41E-18  8.66E-19  3.06E-19  1.08E-19  2.74E-20  9.70E-21
   299       2.21E-13  1.54E-13  9.42E-14  6.30E-14  4.03E-14  2.00E-14  1.05E-14  4.96E-15  1.59E-15  6.20E-16
             2.32E-16  6.07E-17  2.17E-17  7.73E-18  1.96E-18  6.94E-19  2.46E-19  6.22E-20  2.20E-20
   300       1.10E-13  7.71E-14  4.71E-14  3.15E-14  2.02E-14  1.00E-14  5.25E-15  2.48E-15  7.95E-16  3.10E-16
             1.16E-16  3.03E-17  1.09E-17  3.86E-18  9.81E-19  3.47E-19  1.23E-19  3.11E-20  1.10E-20
   303       1.88E-16  1.33E-16  8.45E-17  5.99E-17  4.26E-17  2.73E-17  1.95E-17  1.39E-17  8.54E-18  5.66E-18
             3.53E-18  1.68E-18  8.69E-19  4.13E-19  1.38E-19  5.58E-20  2.16E-20  5.88E-21  2.14E-21
   304       3.36E-18  2.38E-18  1.51E-18  1.07E-18  7.60E-19  4.87E-19  3.48E-19  2.47E-19  1.52E-19  1.01E-19
             6.29E-20  3.00E-20  1.55E-20  7.37E-21  2.46E-21  9.96E-22  3.86E-22  1.05E-22  3.82E-23
   307       1.10E-17  7.77E-18  4.92E-18  3.48E-18  2.46E-18  1.55E-18  1.08E-18  7.38E-19  4.11E-19  2.42E-19
             1.30E-19  4.96E-20  2.16E-20  8.76E-21  2.47E-21  9.11E-22  3.30E-22  8.48E-23  3.02E-23
   308       1.39E-16  9.84E-17  6.22E-17  4.40E-17  3.12E-17  1.97E-17  1.37E-17  9.34E-18  5.21E-18  3.07E-18
             1.65E-18  6.27E-19  2.73E-19  1.11E-19  3.12E-20  1.15E-20  4.18E-21  1.07E-21  3.82E-22
   309       1.68E-16  1.19E-16  7.53E-17  5.33E-17  3.77E-17  2.38E-17  1.66E-17  1.13E-17  6.30E-18  3.71E-18
             2.00E-18  7.59E-19  3.31E-19  1.34E-19  3.78E-20  1.40E-20  5.06E-21  1.30E-21  4.62E-22
   312       7.68E-18  5.42E-18  3.42E-18  2.41E-18  1.69E-18  1.04E-18  6.98E-19  4.46E-19  2.19E-19  1.14E-19
             5.36E-20  1.73E-20  6.79E-21  2.55E-21  6.74E-22  2.42E-22  8.62E-23  2.19E-23  7.76E-24
   313       4.61E-18  3.26E-18  2.06E-18  1.45E-18  1.02E-18  6.25E-19  4.19E-19  2.68E-19  1.31E-19  6.85E-20
             3.22E-20  1.04E-20  4.08E-21  1.54E-21  4.06E-22  1.46E-22  5.19E-23  1.32E-23  4.67E-24
   314       1.04E-18  7.38E-19  4.66E-19  3.28E-19  2.30E-19  1.41E-19  9.50E-20  6.07E-20  2.98E-20  1.55E-20
             7.30E-21  2.35E-21  9.25E-22  3.48E-22  9.19E-23  3.30E-23  1.18E-23  2.99E-24  1.06E-24
   336       3.28E-18  2.32E-18  1.48E-18  1.05E-18  7.59E-19  5.01E-19  3.70E-19  2.74E-19  1.79E-19  1.23E-19
             7.89E-20  3.85E-20  2.02E-20  9.67E-21  3.24E-21  1.32E-21  5.12E-22  1.39E-22  5.07E-23
   337       9.04E-18  6.40E-18  4.07E-18  2.90E-18  2.08E-18  1.35E-18  9.72E-19  6.88E-19  4.04E-19  2.46E-19
             1.36E-19  5.27E-20  2.32E-20  9.47E-21  2.68E-21  9.92E-22  3.60E-22  9.25E-23  3.29E-23
   338       3.27E-19  2.31E-19  1.47E-19  1.04E-19  7.38E-20  4.66E-20  3.23E-20  2.14E-20  1.10E-20  5.86E-21
             2.81E-21  9.22E-22  3.65E-22  1.38E-22  3.65E-23  1.31E-23  4.68E-24  1.19E-24  4.21E-25


 -----------------------------------------
 PRTF= 1  TRMPRT= (3P)  SPNPRT= 3  NSYS= 2
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
     2       3.56E-11  2.52E-11  1.59E-11  1.12E-11  7.93E-12  4.99E-12  3.49E-12  2.42E-12  1.45E-12  9.47E-13
             5.87E-13  2.80E-13  1.45E-13  6.95E-14  2.33E-14  9.46E-15  3.67E-15  9.99E-16  3.64E-16
     3       2.16E-11  1.52E-11  9.63E-12  6.79E-12  4.79E-12  2.99E-12  2.08E-12  1.42E-12  8.28E-13  5.26E-13
             3.18E-13  1.50E-13  7.94E-14  3.98E-14  1.48E-14  6.67E-15  2.88E-15  8.98E-16  3.58E-16
     4       1.78E-11  1.26E-11  7.93E-12  5.58E-12  3.92E-12  2.42E-12  1.66E-12  1.11E-12  6.10E-13  3.67E-13
             2.08E-13  9.04E-14  4.52E-14  2.16E-14  7.60E-15  3.31E-15  1.39E-15  4.23E-16  1.66E-16
     5       1.43E-11  1.01E-11  6.35E-12  4.46E-12  3.12E-12  1.91E-12  1.28E-12  8.32E-13  4.38E-13  2.52E-13
             1.37E-13  5.65E-14  2.73E-14  1.26E-14  4.32E-15  1.85E-15  7.67E-16  2.30E-16  8.98E-17
     6       1.18E-11  8.36E-12  5.26E-12  3.68E-12  2.56E-12  1.54E-12  1.02E-12  6.44E-13  3.24E-13  1.80E-13
             9.47E-14  3.74E-14  1.76E-14  8.00E-15  2.68E-15  1.13E-15  4.66E-16  1.38E-16  5.39E-17
     7       1.01E-11  7.15E-12  4.48E-12  3.13E-12  2.16E-12  1.28E-12  8.31E-13  5.13E-13  2.48E-13  1.34E-13
             6.84E-14  2.62E-14  1.21E-14  5.40E-15  1.78E-15  7.46E-16  3.05E-16  9.00E-17  3.49E-17
     8       8.86E-12  6.25E-12  3.91E-12  2.72E-12  1.86E-12  1.09E-12  6.92E-13  4.17E-13  1.95E-13  1.03E-13
