SEQ='BE'     NUCCHG=42                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 436244610.9   NPRNTI= 3   NPRNTF= 3
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S1                 (2)0( 0.5)        0.0 
     2          2P1                 (2)1( 0.5)   704485.6 
     3          2P1                 (2)1( 1.5)  1647115.9 

   IC RESOLVED LEVEL INDEXING           BWNR= 480950912.4   NLVL= 466
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
             1.31E-14  3.61E-15  1.31E-15  4.72E-16  1.21E-16  4.28E-17  1.52E-17  3.84E-18  1.36E-18
    35       3.32E-12  2.33E-12  1.44E-12  9.78E-13  6.43E-13  3.38E-13  1.89E-13  9.48E-14  3.27E-14  1.32E-14
             5.07E-15  1.35E-15  4.87E-16  1.74E-16  4.43E-17  1.57E-17  5.55E-18  1.40E-18  4.97E-19
    36       1.01E-12  7.02E-13  4.29E-13  2.87E-13  1.84E-13  9.11E-14  4.78E-14  2.26E-14  7.24E-15  2.82E-15
             1.05E-15  2.76E-16  9.89E-17  3.52E-17  8.94E-18  3.16E-18  1.12E-18  2.83E-19  1.00E-19
    37       5.83E-13  4.12E-13  2.60E-13  1.83E-13  1.29E-13  8.03E-14  5.56E-14  3.81E-14  2.26E-14  1.49E-14
             9.63E-15  5.17E-15  3.07E-15  1.73E-15  7.39E-16  3.61E-16  1.66E-16  5.48E-17  2.25E-17
    38       1.89E-12  1.33E-12  8.41E-13  5.93E-13  4.16E-13  2.58E-13  1.78E-13  1.20E-13  6.85E-14  4.26E-14
             2.50E-14  1.11E-14  5.48E-15  2.50E-15  8.02E-16  3.18E-16  1.21E-16  3.25E-17  1.18E-17
    39       3.28E-12  2.32E-12  1.46E-12  1.03E-12  7.20E-13  4.42E-13  2.99E-13  1.95E-13  1.03E-13  5.79E-14
             2.99E-14  1.09E-14  4.63E-15  1.85E-15  5.12E-16  1.88E-16  6.77E-17  1.73E-17  6.16E-18
    40       4.59E-12  3.24E-12  2.04E-12  1.43E-12  9.90E-13  5.95E-13  3.89E-13  2.41E-13  1.13E-13  5.75E-14
             2.65E-14  8.38E-15  3.26E-15  1.22E-15  3.21E-16  1.15E-16  4.09E-17  1.04E-17  3.68E-18
    41       5.36E-12  3.78E-12  2.37E-12  1.65E-12  1.13E-12  6.55E-13  4.10E-13  2.37E-13  9.95E-14  4.59E-14
             1.94E-14  5.61E-15  2.09E-15  7.60E-16  1.96E-16  6.96E-17  2.47E-17  6.26E-18  2.21E-18
    42       5.15E-12  3.62E-12  2.26E-12  1.55E-12  1.05E-12  5.81E-13  3.44E-13  1.85E-13  6.98E-14  2.99E-14
             1.19E-14  3.27E-15  1.19E-15  4.28E-16  1.09E-16  3.87E-17  1.37E-17  3.47E-18  1.23E-18
    43       3.82E-12  2.68E-12  1.65E-12  1.12E-12  7.39E-13  3.89E-13  2.17E-13  1.09E-13  3.75E-14  1.52E-14
             5.82E-15  1.55E-15  5.59E-16  2.00E-16  5.08E-17  1.80E-17  6.37E-18  1.61E-18  5.70E-19
    44       1.94E-12  1.36E-12  8.29E-13  5.54E-13  3.55E-13  1.76E-13  9.24E-14  4.37E-14  1.40E-14  5.46E-15
             2.04E-15  5.34E-16  1.91E-16  6.80E-17  1.73E-17  6.11E-18  2.16E-18  5.47E-19  1.94E-19
    45       5.11E-13  3.55E-13  2.14E-13  1.40E-13  8.70E-14  4.06E-14  2.02E-14  9.03E-15  2.74E-15  1.04E-15
             3.82E-16  9.91E-17  3.53E-17  1.25E-17  3.18E-18  1.13E-18  3.98E-19  1.01E-19  3.56E-20
    46       4.45E-13  3.15E-13  1.98E-13  1.40E-13  9.81E-14  6.09E-14  4.20E-14  2.86E-14  1.68E-14  1.10E-14
             7.10E-15  3.79E-15  2.25E-15  1.27E-15  5.39E-16  2.63E-16  1.21E-16  4.00E-17  1.64E-17
    47       1.44E-12  1.02E-12  6.41E-13  4.51E-13  3.17E-13  1.96E-13  1.34E-13  9.02E-14  5.10E-14  3.16E-14
             1.85E-14  8.17E-15  4.03E-15  1.84E-15  5.88E-16  2.33E-16  8.89E-17  2.38E-17  8.63E-18
    48       2.51E-12  1.77E-12  1.12E-12  7.85E-13  5.48E-13  3.36E-13  2.26E-13  1.47E-13  7.70E-14  4.33E-14
             2.23E-14  8.12E-15  3.44E-15  1.37E-15  3.80E-16  1.39E-16  5.02E-17  1.29E-17  4.57E-18
    49       3.56E-12  2.51E-12  1.58E-12  1.11E-12  7.67E-13  4.60E-13  3.00E-13  1.85E-13  8.69E-14  4.40E-14
             2.02E-14  6.39E-15  2.49E-15  9.30E-16  2.44E-16  8.75E-17  3.11E-17  7.91E-18  2.80E-18
    50       4.32E-12  3.04E-12  1.91E-12  1.33E-12  9.09E-13  5.27E-13  3.29E-13  1.90E-13  7.96E-14  3.67E-14
             1.55E-14  4.47E-15  1.67E-15  6.06E-16  1.56E-16  5.55E-17  1.97E-17  4.99E-18  1.77E-18
    51       4.48E-12  3.15E-12  1.96E-12  1.35E-12  9.09E-13  5.04E-13  2.98E-13  1.61E-13  6.04E-14  2.58E-14
             1.03E-14  2.82E-15  1.03E-15  3.70E-16  9.44E-17  3.35E-17  1.19E-17  3.00E-18  1.06E-18
    52       3.81E-12  2.67E-12  1.65E-12  1.12E-12  7.37E-13  3.88E-13  2.16E-13  1.09E-13  3.74E-14  1.51E-14
             5.79E-15  1.55E-15  5.57E-16  1.99E-16  5.06E-17  1.79E-17  6.34E-18  1.60E-18  5.67E-19
    53       2.49E-12  1.74E-12  1.06E-12  7.12E-13  4.56E-13  2.26E-13  1.19E-13  5.61E-14  1.80E-14  7.01E-15
             2.62E-15  6.86E-16  2.45E-16  8.73E-17  2.22E-17  7.85E-18  2.78E-18  7.02E-19  2.48E-19
    54       1.12E-12  7.81E-13  4.71E-13  3.09E-13  1.92E-13  8.93E-14  4.44E-14  1.99E-14  6.03E-15  2.29E-15
             8.41E-16  2.18E-16  7.77E-17  2.76E-17  7.00E-18  2.48E-18  8.76E-19  2.22E-19  7.84E-20
    55       2.61E-13  1.80E-13  1.07E-13  6.87E-14  4.11E-14  1.80E-14  8.52E-15  3.65E-15  1.06E-15  3.96E-16
             1.44E-16  3.71E-17  1.32E-17  4.68E-18  1.19E-18  4.19E-19  1.48E-19  3.75E-20  1.33E-20

   INREP
   -----
     2       1.11E-10  7.82E-11  4.95E-11  3.49E-11  2.46E-11  1.55E-11  1.08E-11  7.50E-12  4.48E-12  2.92E-12
             1.81E-12  8.77E-13  4.67E-13  2.32E-13  8.39E-14  3.67E-14  1.54E-14  4.62E-15  1.80E-15
     3       8.21E-11  5.80E-11  3.66E-11  2.58E-11  1.82E-11  1.13E-11  7.86E-12  5.34E-12  3.06E-12  1.91E-12
             1.12E-12  5.06E-13  2.58E-13  1.25E-13  4.43E-14  1.93E-14  8.10E-15  2.45E-15  9.59E-16
     4       6.10E-11  4.31E-11  2.72E-11  1.91E-11  1.34E-11  8.29E-12  5.65E-12  3.75E-12  2.04E-12  1.21E-12
             6.76E-13  2.84E-13  1.38E-13  6.41E-14  2.18E-14  9.29E-15  3.83E-15  1.14E-15  4.42E-16
     5       4.87E-11  3.44E-11  2.16E-11  1.52E-11  1.06E-11  6.48E-12  4.34E-12  2.81E-12  1.46E-12  8.30E-13
             4.43E-13  1.77E-13  8.33E-14  3.76E-14  1.25E-14  5.22E-15  2.13E-15  6.25E-16  2.41E-16
     6       4.06E-11  2.86E-11  1.80E-11  1.26E-11  8.75E-12  5.26E-12  3.46E-12  2.18E-12  1.09E-12  5.97E-13
             3.08E-13  1.18E-13  5.44E-14  2.41E-14  7.83E-15  3.24E-15  1.31E-15  3.81E-16  1.47E-16
     7       3.48E-11  2.45E-11  1.54E-11  1.07E-11  7.42E-12  4.39E-12  2.84E-12  1.74E-12  8.36E-13  4.46E-13
             2.24E-13  8.35E-14  3.77E-14  1.64E-14  5.26E-15  2.16E-15  8.66E-16  2.51E-16  9.60E-17
     8       3.05E-11  2.15E-11  1.34E-11  9.35E-12  6.40E-12  3.73E-12  2.37E-12  1.42E-12  6.60E-13  3.43E-13
             1.69E-13  6.13E-14  2.73E-14  1.18E-14  3.72E-15  1.52E-15  6.05E-16  1.74E-16  6.65E-17
     9       2.71E-11  1.91E-11  1.19E-11  8.25E-12  5.61E-12  3.22E-12  2.01E-12  1.18E-12  5.31E-13  2.70E-13
             1.30E-13  4.65E-14  2.04E-14  8.72E-15  2.73E-15  1.11E-15  4.40E-16  1.26E-16  4.81E-17
    10       2.44E-11  1.72E-11  1.07E-11  7.37E-12  4.97E-12  2.81E-12  1.72E-12  9.91E-13  4.34E-13  2.17E-13
             1.03E-13  3.61E-14  1.57E-14  6.66E-15  2.07E-15  8.35E-16  3.30E-16  9.45E-17  3.59E-17
    11       2.22E-11  1.56E-11  9.68E-12  6.64E-12  4.45E-12  2.47E-12  1.49E-12  8.42E-13  3.61E-13  1.77E-13
             8.31E-14  2.87E-14  1.24E-14  5.21E-15  1.61E-15  6.46E-16  2.55E-16  7.27E-17  2.76E-17
    12       2.04E-11  1.43E-11  8.83E-12  6.03E-12  4.00E-12  2.19E-12  1.30E-12  7.23E-13  3.03E-13  1.47E-13
             6.81E-14  2.32E-14  9.94E-15  4.16E-15  1.28E-15  5.11E-16  2.01E-16  5.72E-17  2.17E-17
    13       1.88E-11  1.32E-11  8.11E-12  5.51E-12  3.63E-12  1.95E-12  1.14E-12  6.26E-13  2.57E-13  1.23E-13
             5.65E-14  1.91E-14  8.11E-15  3.38E-15  1.03E-15  4.11E-16  1.62E-16  4.58E-17  1.73E-17
    14       1.75E-11  1.22E-11  7.49E-12  5.06E-12  3.30E-12  1.75E-12  1.01E-12  5.46E-13  2.21E-13  1.05E-13
             4.75E-14  1.59E-14  6.72E-15  2.78E-15  8.45E-16  3.36E-16  1.32E-16  3.73E-17  1.41E-17
    15       1.63E-11  1.14E-11  6.97E-12  4.68E-12  3.03E-12  1.58E-12  8.99E-13  4.80E-13  1.91E-13  8.96E-14
             4.03E-14  1.34E-14  5.62E-15  2.32E-15  7.02E-16  2.79E-16  1.09E-16  3.09E-17  1.17E-17
    16       1.53E-11  1.07E-11  6.50E-12  4.34E-12  2.79E-12  1.43E-12  8.04E-13  4.23E-13  1.66E-13  7.72E-14
             3.45E-14  1.13E-14  4.76E-15  1.96E-15  5.89E-16  2.34E-16  9.13E-17  2.58E-17  9.78E-18
    17       1.36E-11  9.44E-12  5.69E-12  3.75E-12  2.37E-12  1.18E-12  6.49E-13  3.35E-13  1.28E-13  5.86E-14
             2.59E-14  8.41E-15  3.50E-15  1.43E-15  4.28E-16  1.69E-16  6.59E-17  1.86E-17  7.00E-18
    18       1.22E-11  8.45E-12  5.04E-12  3.28E-12  2.04E-12  9.94E-13  5.35E-13  2.71E-13  1.01E-13  4.59E-14
             2.00E-14  6.43E-15  2.66E-15  1.08E-15  3.22E-16  1.27E-16  4.93E-17  1.39E-17  5.21E-18
    19       1.11E-11  7.63E-12  4.51E-12  2.90E-12  1.78E-12  8.44E-13  4.46E-13  2.22E-13  8.18E-14  3.66E-14
             1.58E-14  5.04E-15  2.07E-15  8.39E-16  2.49E-16  9.77E-17  3.79E-17  1.06E-17  4.01E-18
    20       9.66E-12  6.61E-12  3.85E-12  2.44E-12  1.46E-12  6.72E-13  3.47E-13  1.70E-13  6.10E-14  2.69E-14
             1.15E-14  3.62E-15  1.48E-15  5.96E-16  1.76E-16  6.88E-17  2.66E-17  7.44E-18  2.80E-18
    21       8.25E-12  5.59E-12  3.19E-12  1.97E-12  1.15E-12  5.11E-13  2.57E-13  1.23E-13  4.31E-14  1.87E-14
             7.92E-15  2.46E-15  9.99E-16  4.00E-16  1.17E-16  4.57E-17  1.76E-17  4.91E-18  1.85E-18
    22       6.71E-12  4.48E-12  2.48E-12  1.48E-12  8.36E-13  3.54E-13  1.73E-13  8.04E-14  2.74E-14  1.17E-14
             4.90E-15  1.50E-15  6.04E-16  2.40E-16  6.99E-17  2.71E-17  1.04E-17  2.89E-18  1.09E-18
    23       5.93E-12  3.92E-12  2.12E-12  1.25E-12  6.89E-13  2.85E-13  1.37E-13  6.27E-14  2.11E-14  8.94E-15
             3.71E-15  1.13E-15  4.52E-16  1.79E-16  5.18E-17  2.01E-17  7.70E-18  2.13E-18  7.99E-19
    24       5.03E-12  3.27E-12  1.72E-12  9.85E-13  5.29E-13  2.12E-13  9.96E-14  4.48E-14  1.48E-14  6.21E-15
             2.56E-15  7.71E-16  3.07E-16  1.21E-16  3.49E-17  1.35E-17  5.16E-18  1.42E-18  5.32E-19
    25       4.55E-12  2.93E-12  1.51E-12  8.51E-13  4.50E-13  1.77E-13  8.21E-14  3.66E-14  1.20E-14  5.00E-15
             2.04E-15  6.14E-16  2.44E-16  9.59E-17  2.76E-17  1.06E-17  4.06E-18  1.12E-18  4.18E-19
    26       3.95E-12  2.50E-12  1.26E-12  6.93E-13  3.58E-13  1.37E-13  6.29E-14  2.77E-14  8.96E-15  3.71E-15
             1.51E-15  4.50E-16  1.78E-16  6.98E-17  2.00E-17  7.70E-18  2.93E-18  8.08E-19  3.01E-19
    27       3.46E-12  2.16E-12  1.06E-12  5.73E-13  2.91E-13  1.09E-13  4.94E-14  2.15E-14  6.89E-15  2.83E-15
             1.15E-15  3.40E-16  1.34E-16  5.25E-17  1.50E-17  5.76E-18  2.19E-18  6.02E-19  2.24E-19
    28       2.89E-12  1.77E-12  8.37E-13  4.41E-13  2.19E-13  8.01E-14  3.56E-14  1.53E-14  4.84E-15  1.98E-15
             7.96E-16  2.35E-16  9.21E-17  3.59E-17  1.02E-17  3.92E-18  1.49E-18  4.08E-19  1.51E-19
    29       2.37E-12  1.41E-12  6.43E-13  3.30E-13  1.60E-13  5.71E-14  2.51E-14  1.07E-14  3.32E-15  1.35E-15
             5.38E-16  1.58E-16  6.17E-17  2.40E-17  6.80E-18  2.60E-18  9.85E-19  2.70E-19  1.00E-19
    30       1.74E-12  9.97E-13  4.32E-13  2.14E-13  1.01E-13  3.47E-14  1.49E-14  6.25E-15  1.92E-15  7.70E-16
             3.05E-16  8.87E-17  3.45E-17  1.33E-17  3.77E-18  1.44E-18  5.43E-19  1.48E-19  5.50E-20
    31       1.40E-12  7.82E-13  3.28E-13  1.59E-13  7.32E-14  2.48E-14  1.05E-14  4.37E-15  1.33E-15  5.30E-16
             2.09E-16  6.04E-17  2.34E-17  9.04E-18  2.54E-18  9.68E-19  3.65E-19  9.96E-20  3.68E-20
    32       1.01E-12  5.45E-13  2.19E-13  1.03E-13  4.63E-14  1.53E-14  6.40E-15  2.62E-15  7.87E-16  3.12E-16
             1.22E-16  3.51E-17  1.36E-17  5.22E-18  1.46E-18  5.55E-19  2.09E-19  5.68E-20  2.10E-20
    33       7.88E-13  4.12E-13  1.60E-13  7.38E-14  3.27E-14  1.06E-14  4.40E-15  1.79E-15  5.33E-16  2.10E-16
             8.21E-17  2.35E-17  9.04E-18  3.47E-18  9.69E-19  3.67E-19  1.38E-19  3.74E-20  1.38E-20
    34       5.35E-13  2.70E-13  1.00E-13  4.51E-14  1.96E-14  6.22E-15  2.55E-15  1.03E-15  3.02E-16  1.18E-16
             4.60E-17  1.31E-17  5.02E-18  1.92E-18  5.34E-19  2.02E-19  7.58E-20  2.05E-20  7.58E-21
    35       3.92E-13  1.92E-13  6.95E-14  3.07E-14  1.31E-14  4.11E-15  1.67E-15  6.68E-16  1.95E-16  7.62E-17
             2.95E-17  8.35E-18  3.19E-18  1.22E-18  3.38E-19  1.28E-19  4.78E-20  1.29E-20  4.76E-21
    36       2.39E-13  1.13E-13  3.92E-14  1.69E-14  7.09E-15  2.18E-15  8.74E-16  3.47E-16  1.00E-16  3.89E-17
             1.50E-17  4.22E-18  1.61E-18  6.11E-19  1.69E-19  6.36E-20  2.38E-20  6.41E-21  2.36E-21
    37       1.69E-13  7.81E-14  2.65E-14  1.13E-14  4.68E-15  1.42E-15  5.66E-16  2.23E-16  6.43E-17  2.48E-17
             9.54E-18  2.67E-18  1.02E-18  3.86E-19  1.06E-19  4.00E-20  1.49E-20  4.02E-21  1.47E-21
    38       9.87E-14  4.43E-14  1.46E-14  6.09E-15  2.49E-15  7.46E-16  2.95E-16  1.15E-16  3.29E-17  1.27E-17
             4.84E-18  1.35E-18  5.13E-19  1.94E-19  5.33E-20  2.00E-20  7.45E-21  2.00E-21  7.36E-22
    39       6.64E-14  2.93E-14  9.45E-15  3.90E-15  1.58E-15  4.69E-16  1.84E-16  7.18E-17  2.04E-17  7.82E-18
             2.98E-18  8.30E-19  3.14E-19  1.19E-19  3.25E-20  1.22E-20  4.54E-21  1.22E-21  4.46E-22
    40       3.50E-14  1.51E-14  4.74E-15  1.93E-15  7.73E-16  2.26E-16  8.83E-17  3.42E-17  9.65E-18  3.68E-18
             1.40E-18  3.88E-19  1.46E-19  5.50E-20  1.51E-20  5.63E-21  2.09E-21  5.60E-22  2.05E-22
    41       2.43E-14  1.03E-14  3.22E-15  1.30E-15  5.19E-16  1.51E-16  5.88E-17  2.27E-17  6.38E-18  2.43E-18
             9.22E-19  2.55E-19  9.60E-20  3.61E-20  9.86E-21  3.68E-21  1.37E-21  3.65E-22  1.33E-22
    42       1.42E-14  5.98E-15  1.84E-15  7.39E-16  2.93E-16  8.46E-17  3.28E-17  1.26E-17  3.53E-18  1.34E-18
             5.08E-19  1.40E-19  5.27E-20  1.98E-20  5.40E-21  2.01E-21  7.47E-22  2.00E-22  7.31E-23



 --------------------------
 PRTI= 2  LVLPRT= (2P  0.5)

   INDX TE=  1.52E+04  3.04E+04  7.61E+04  1.52E+05  3.04E+05  7.61E+05  1.52E+06  3.04E+06  7.61E+06  1.52E+07
   ---- ---  3.04E+07  7.61E+07  1.52E+08  3.04E+08  7.60E+08  1.52E+09  3.04E+09  7.61E+09  1.52E+10
     1       3.42E-13  2.42E-13  1.53E-13  1.08E-13  7.60E-14  4.76E-14  3.32E-14  2.29E-14  1.35E-14  8.59E-15
             5.16E-15  2.35E-15  1.17E-15  5.41E-16  1.75E-16  6.96E-17  2.66E-17  7.14E-18  2.59E-18
     2       8.62E-12  6.09E-12  3.85E-12  2.72E-12  1.93E-12  1.22E-12  8.59E-13  6.05E-13  3.79E-13  2.63E-13
             1.79E-13  1.03E-13  6.39E-14  3.72E-14  1.64E-14  8.11E-15  3.77E-15  1.26E-15  5.18E-16
     3       2.45E-11  1.73E-11  1.10E-11  7.75E-12  5.48E-12  3.46E-12  2.44E-12  1.72E-12  1.08E-12  7.49E-13
             5.11E-13  2.94E-13  1.82E-13  1.06E-13  4.68E-14  2.32E-14  1.08E-14  3.60E-15  1.48E-15
     4       6.49E-39  4.59E-39  2.90E-39  2.05E-39  1.45E-39  9.15E-40  6.47E-40  4.57E-40  2.87E-40  2.00E-40
             1.37E-40  7.94E-41  4.97E-41  2.91E-41  1.29E-41  6.41E-42  2.99E-42  9.98E-43  4.11E-43
     5       1.54E-11  1.09E-11  6.89E-12  4.87E-12  3.43E-12  2.15E-12  1.50E-12  1.04E-12  6.13E-13  3.94E-13
             2.39E-13  1.10E-13  5.55E-14  2.58E-14  8.38E-15  3.35E-15  1.28E-15  3.46E-16  1.25E-16
     6       1.05E-12  7.39E-13  4.68E-13  3.31E-13  2.34E-13  1.48E-13  1.04E-13  7.37E-14  4.63E-14  3.24E-14
             2.23E-14  1.30E-14  8.12E-15  4.77E-15  2.12E-15  1.06E-15  4.92E-16  1.65E-16  6.79E-17
     7       2.27E-11  1.60E-11  1.01E-11  7.16E-12  5.05E-12  3.17E-12  2.21E-12  1.53E-12  9.06E-13  5.84E-13
             3.56E-13  1.65E-13  8.33E-14  3.89E-14  1.27E-14  5.08E-15  1.95E-15  5.25E-16  1.91E-16
     8       3.71E-11  2.63E-11  1.66E-11  1.17E-11  8.26E-12  5.19E-12  3.62E-12  2.50E-12  1.49E-12  9.58E-13
             5.83E-13  2.70E-13  1.37E-13  6.39E-14  2.08E-14  8.35E-15  3.21E-15  8.64E-16  3.14E-16
     9       3.46E-13  2.44E-13  1.54E-13  1.09E-13  7.69E-14  4.83E-14  3.38E-14  2.33E-14  1.39E-14  8.99E-15
             5.50E-15  2.56E-15  1.31E-15  6.12E-16  2.01E-16  8.05E-17  3.10E-17  8.35E-18  3.03E-18
    10       1.89E-13  1.34E-13  8.45E-14  5.97E-14  4.21E-14  2.65E-14  1.85E-14  1.28E-14  7.62E-15  4.94E-15
             3.03E-15  1.41E-15  7.22E-16  3.39E-16  1.11E-16  4.47E-17  1.72E-17  4.64E-18  1.68E-18
    19       2.71E-12  1.92E-12  1.21E-12  8.56E-13  6.05E-13  3.82E-13  2.70E-13  1.90E-13  1.19E-13  8.20E-14
             5.56E-14  3.15E-14  1.94E-14  1.12E-14  4.87E-15  2.40E-15  1.11E-15  3.70E-16  1.52E-16
    20       8.10E-12  5.73E-12  3.62E-12  2.56E-12  1.81E-12  1.14E-12  8.07E-13  5.68E-13  3.55E-13  2.45E-13
             1.66E-13  9.44E-14  5.80E-14  3.35E-14  1.46E-14  7.20E-15  3.33E-15  1.11E-15  4.57E-16
    23       8.73E-12  6.17E-12  3.90E-12  2.75E-12  1.94E-12  1.22E-12  8.50E-13  5.87E-13  3.47E-13  2.22E-13
             1.34E-13  6.15E-14  3.09E-14  1.43E-14  4.63E-15  1.85E-15  7.07E-16  1.90E-16  6.89E-17
    24       2.82E-12  1.99E-12  1.26E-12  8.89E-13  6.27E-13  3.94E-13  2.75E-13  1.90E-13  1.12E-13  7.23E-14
             4.38E-14  2.01E-14  1.01E-14  4.69E-15  1.52E-15  6.08E-16  2.33E-16  6.26E-17  2.27E-17
    25       8.24E-12  5.83E-12  3.68E-12  2.60E-12  1.83E-12  1.15E-12  8.05E-13  5.56E-13  3.30E-13  2.13E-13
             1.29E-13  5.95E-14  3.00E-14  1.39E-14  4.53E-15  1.81E-15  6.93E-16  1.86E-16  6.76E-17
    26       1.36E-11  9.61E-12  6.07E-12  4.29E-12  3.03E-12  1.90E-12  1.33E-12  9.18E-13  5.45E-13  3.51E-13
             2.13E-13  9.83E-14  4.96E-14  2.30E-14  7.48E-15  2.99E-15  1.14E-15  3.08E-16  1.12E-16
    27       9.52E-12  6.73E-12  4.24E-12  2.99E-12  2.10E-12  1.30E-12  8.84E-13  5.85E-13  3.14E-13  1.80E-13
             9.46E-14  3.50E-14  1.50E-14  6.02E-15  1.68E-15  6.16E-16  2.22E-16  5.70E-17  2.03E-17
    28       5.57E-12  3.94E-12  2.48E-12  1.75E-12  1.23E-12  7.59E-13  5.18E-13  3.43E-13  1.84E-13  1.06E-13
             5.57E-14  2.07E-14  8.86E-15  3.56E-15  9.91E-16  3.64E-16  1.32E-16  3.37E-17  1.20E-17
    29       9.26E-12  6.55E-12  4.13E-12  2.91E-12  2.04E-12  1.26E-12  8.61E-13  5.70E-13  3.07E-13  1.76E-13
             9.27E-14  3.44E-14  1.48E-14  5.93E-15  1.65E-15  6.07E-16  2.19E-16  5.62E-17  2.00E-17
    30       1.28E-11  9.03E-12  5.70E-12  4.01E-12  2.82E-12  1.74E-12  1.19E-12  7.88E-13  4.23E-13  2.43E-13
             1.28E-13  4.75E-14  2.04E-14  8.19E-15  2.28E-15  8.38E-16  3.03E-16  7.76E-17  2.76E-17
    31       6.19E-42  4.36E-42  2.69E-42  1.88E-42  1.34E-42  8.66E-43  6.15E-43  4.34E-43  2.75E-43  1.93E-43
             1.33E-43  7.64E-44  4.75E-44  2.77E-44  1.23E-44  6.10E-45  2.84E-45  9.52E-46  3.94E-46
    32       5.08E-15  3.59E-15  2.27E-15  1.61E-15  1.14E-15  7.19E-16  5.10E-16  3.61E-16  2.29E-16  1.61E-16
             1.11E-16  6.45E-17  4.03E-17  2.36E-17  1.04E-17  5.15E-18  2.39E-18  7.98E-19  3.30E-19
    33       3.40E-14  2.40E-14  1.52E-14  1.07E-14  7.56E-15  4.76E-15  3.33E-15  2.31E-15  1.39E-15  9.02E-16
             5.54E-16  2.59E-16  1.32E-16  6.15E-17  2.01E-17  8.05E-18  3.09E-18  8.33E-19  3.02E-19
    34       1.54E-13  1.09E-13  6.89E-14  4.87E-14  3.43E-14  2.16E-14  1.51E-14  1.05E-14  6.30E-15  4.10E-15
             2.52E-15  1.18E-15  5.99E-16  2.80E-16  9.15E-17  3.66E-17  1.41E-17  3.79E-18  1.38E-18
    35       1.53E-41  1.08E-41  6.80E-42  4.79E-42  3.38E-42  2.13E-42  1.49E-42  1.04E-42  6.22E-43  4.06E-43
             2.50E-43  1.17E-43  5.96E-44  2.78E-44  9.07E-45  3.63E-45  1.39E-45  3.74E-46  1.36E-46
    36       4.04E-15  2.86E-15  1.80E-15  1.28E-15  9.00E-16  5.67E-16  3.97E-16  2.76E-16  1.66E-16  1.08E-16
             6.68E-17  3.13E-17  1.60E-17  7.48E-18  2.45E-18  9.82E-19  3.77E-19  1.02E-19  3.69E-20
    37       1.21E-14  8.57E-15  5.42E-15  3.83E-15  2.70E-15  1.70E-15  1.19E-15  8.31E-16  5.00E-16  3.27E-16
             2.02E-16  9.50E-17  4.85E-17  2.28E-17  7.46E-18  2.99E-18  1.15E-18  3.10E-19  1.13E-19
    38       1.17E-14  8.27E-15  5.22E-15  3.68E-15  2.58E-15  1.60E-15  1.09E-15  7.29E-16  3.96E-16  2.30E-16
             1.22E-16  4.58E-17  1.98E-17  7.97E-18  2.23E-18  8.20E-19  2.96E-19  7.61E-20  2.70E-20
    39       1.13E-14  8.00E-15  5.05E-15  3.57E-15  2.52E-15  1.59E-15  1.11E-15  7.76E-16  4.68E-16  3.07E-16
             1.90E-16  8.94E-17  4.57E-17  2.15E-17  7.04E-18  2.83E-18  1.09E-18  2.93E-19  1.06E-19
    40       9.00E-14  6.36E-14  4.01E-14  2.83E-14  1.98E-14  1.23E-14  8.42E-15  5.61E-15  3.05E-15  1.77E-15
             9.39E-16  3.53E-16  1.52E-16  6.15E-17  1.72E-17  6.33E-18  2.29E-18  5.87E-19  2.09E-19
    41       2.33E-42  1.65E-42  1.04E-42  7.30E-43  5.10E-43  3.14E-43  2.14E-43  1.42E-43  7.69E-44  4.46E-44
             2.37E-44  8.92E-45  3.87E-45  1.57E-45  4.39E-46  1.62E-46  5.84E-47  1.50E-47  5.33E-48
    42       3.67E-43  2.59E-43  1.64E-43  1.16E-43  8.22E-44  5.13E-44  3.53E-44  2.39E-44  1.36E-44  8.26E-45
             4.63E-45  1.85E-45  8.32E-46  3.45E-46  9.89E-47  3.68E-47  1.34E-47  3.44E-48  1.22E-48
    43       1.39E-15  9.80E-16  6.18E-16  4.36E-16  3.06E-16  1.90E-16  1.30E-16  8.64E-17  4.70E-17  2.73E-17
             1.45E-17  5.44E-18  2.35E-18  9.49E-19  2.65E-19  9.77E-20  3.53E-20  9.06E-21  3.22E-21
    44       6.99E-15  4.94E-15  3.12E-15  2.20E-15  1.54E-15  9.56E-16  6.54E-16  4.36E-16  2.37E-16  1.38E-16
             7.32E-17  2.75E-17  1.19E-17  4.80E-18  1.34E-18  4.94E-19  1.79E-19  4.58E-20  1.63E-20
    45       6.87E-14  4.86E-14  3.06E-14  2.16E-14  1.52E-14  9.40E-15  6.44E-15  4.29E-15  2.34E-15  1.36E-15
             7.24E-16  2.72E-16  1.18E-16  4.76E-17  1.33E-17  4.90E-18  1.77E-18  4.55E-19  1.62E-19
    46       1.73E-14  1.22E-14  7.69E-15  5.42E-15  3.81E-15  2.36E-15  1.62E-15  1.08E-15  5.87E-16  3.42E-16
             1.82E-16  6.85E-17  2.96E-17  1.20E-17  3.35E-18  1.23E-18  4.46E-19  1.14E-19  4.07E-20
