SEQ='B '     NUCCHG=42                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 480950912.6   NPRNTI= 4   NPRNTF=10
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   312       7.54E-18  5.32E-18  3.34E-18  2.33E-18  1.61E-18  9.47E-19  6.07E-19  3.65E-19  1.65E-19  8.13E-20
             3.66E-20  1.13E-20  4.37E-21  1.63E-21  4.26E-22  1.52E-22  5.42E-23  1.38E-23  4.87E-24
   338       9.74E-13  6.88E-13  4.35E-13  3.07E-13  2.17E-13  1.36E-13  9.57E-14  6.67E-14  4.07E-14  2.75E-14
             1.82E-14  1.00E-14  6.05E-15  3.46E-15  1.50E-15  7.36E-16  3.41E-16  1.13E-16  4.67E-17
   339       6.45E-13  4.56E-13  2.88E-13  2.04E-13  1.44E-13  9.04E-14  6.34E-14  4.42E-14  2.70E-14  1.83E-14
             1.21E-14  6.66E-15  4.03E-15  2.30E-15  9.97E-16  4.90E-16  2.27E-16  7.55E-17  3.12E-17
   340       7.18E-13  5.08E-13  3.21E-13  2.26E-13  1.59E-13  9.98E-14  6.94E-14  4.76E-14  2.78E-14  1.76E-14
             1.06E-14  4.78E-15  2.39E-15  1.10E-15  3.56E-16  1.42E-16  5.44E-17  1.46E-17  5.30E-18
   341       1.08E-12  7.60E-13  4.80E-13  3.39E-13  2.39E-13  1.50E-13  1.04E-13  7.13E-14  4.17E-14  2.64E-14
             1.58E-14  7.16E-15  3.58E-15  1.65E-15  5.34E-16  2.13E-16  8.16E-17  2.19E-17  7.95E-18
   342       1.41E-12  9.97E-13  6.30E-13  4.45E-13  3.13E-13  1.96E-13  1.37E-13  9.39E-14  5.50E-14  3.50E-14
             2.10E-14  9.51E-15  4.76E-15  2.20E-15  7.11E-16  2.84E-16  1.09E-16  2.92E-17  1.06E-17
   343       7.03E-13  4.97E-13  3.14E-13  2.22E-13  1.56E-13  9.79E-14  6.82E-14  4.69E-14  2.75E-14  1.75E-14
             1.05E-14  4.75E-15  2.38E-15  1.10E-15  3.55E-16  1.42E-16  5.42E-17  1.46E-17  5.29E-18
   344       1.05E-12  7.43E-13  4.69E-13  3.31E-13  2.34E-13  1.46E-13  1.02E-13  7.01E-14  4.11E-14  2.61E-14
             1.57E-14  7.12E-15  3.56E-15  1.65E-15  5.32E-16  2.12E-16  8.13E-17  2.19E-17  7.93E-18
   345       3.49E-13  2.47E-13  1.56E-13  1.10E-13  7.76E-14  4.86E-14  3.39E-14  2.33E-14  1.37E-14  8.70E-15
             5.22E-15  2.37E-15  1.19E-15  5.48E-16  1.77E-16  7.07E-17  2.71E-17  7.28E-18  2.64E-18
   346       1.08E-12  7.66E-13  4.83E-13  3.40E-13  2.39E-13  1.48E-13  1.01E-13  6.64E-14  3.55E-14  2.03E-14
             1.06E-14  3.91E-15  1.67E-15  6.69E-16  1.86E-16  6.84E-17  2.47E-17  6.33E-18  2.25E-18
   347       1.45E-12  1.02E-12  6.44E-13  4.53E-13  3.18E-13  1.97E-13  1.34E-13  8.85E-14  4.73E-14  2.70E-14
             1.41E-14  5.21E-15  2.23E-15  8.92E-16  2.48E-16  9.11E-17  3.29E-17  8.44E-18  3.00E-18
   348       7.22E-13  5.10E-13  3.22E-13  2.27E-13  1.59E-13  9.83E-14  6.69E-14  4.42E-14  2.36E-14  1.35E-14
             7.06E-15  2.60E-15  1.11E-15  4.46E-16  1.24E-16  4.56E-17  1.65E-17  4.22E-18  1.50E-18
   349       3.61E-13  2.55E-13  1.61E-13  1.13E-13  7.95E-14  4.91E-14  3.35E-14  2.21E-14  1.18E-14  6.75E-15
             3.53E-15  1.30E-15  5.57E-16  2.23E-16  6.20E-17  2.28E-17  8.23E-18  2.11E-18  7.49E-19
   350       1.80E-12  1.27E-12  8.04E-13  5.66E-13  3.97E-13  2.45E-13  1.67E-13  1.10E-13  5.90E-14  3.37E-14
             1.76E-14  6.51E-15  2.78E-15  1.11E-15  3.10E-16  1.14E-16  4.11E-17  1.05E-17  3.75E-18
   351       1.08E-12  7.59E-13  4.79E-13  3.37E-13  2.37E-13  1.46E-13  9.97E-14  6.59E-14  3.53E-14  2.02E-14
             1.06E-14  3.89E-15  1.67E-15  6.67E-16  1.86E-16  6.82E-17  2.46E-17  6.31E-18  2.24E-18
   352       7.15E-13  5.05E-13  3.18E-13  2.24E-13  1.57E-13  9.73E-14  6.63E-14  4.39E-14  2.35E-14  1.34E-14
             7.03E-15  2.59E-15  1.11E-15  4.44E-16  1.24E-16  4.54E-17  1.64E-17  4.21E-18  1.49E-18
   353       1.43E-12  1.01E-12  6.37E-13  4.48E-13  3.15E-13  1.94E-13  1.33E-13  8.77E-14  4.69E-14  2.68E-14
             1.40E-14  5.19E-15  2.22E-15  8.89E-16  2.47E-16  9.08E-17  3.28E-17  8.41E-18  2.99E-18
   354       3.56E-13  2.51E-13  1.59E-13  1.12E-13  7.83E-14  4.84E-14  3.30E-14  2.19E-14  1.17E-14  6.70E-15
             3.51E-15  1.29E-15  5.54E-16  2.22E-16  6.18E-17  2.27E-17  8.19E-18  2.10E-18  7.46E-19
   355       1.25E-12  8.80E-13  5.53E-13  3.88E-13  2.70E-13  1.63E-13  1.07E-13  6.66E-14  3.16E-14  1.61E-14
             7.47E-15  2.37E-15  9.26E-16  3.47E-16  9.12E-17  3.27E-17  1.16E-17  2.96E-18  1.05E-18
   356       9.34E-13  6.59E-13  4.15E-13  2.91E-13  2.02E-13  1.22E-13  8.01E-14  4.99E-14  2.37E-14  1.21E-14
             5.60E-15  1.78E-15  6.94E-16  2.60E-16  6.84E-17  2.45E-17  8.73E-18  2.22E-18  7.85E-19
   357       1.56E-12  1.10E-12  6.91E-13  4.84E-13  3.37E-13  2.03E-13  1.33E-13  8.31E-14  3.95E-14  2.01E-14
             9.33E-15  2.96E-15  1.16E-15  4.33E-16  1.14E-16  4.08E-17  1.45E-17  3.70E-18  1.31E-18
   358       6.22E-13  4.39E-13  2.76E-13  1.94E-13  1.35E-13  8.12E-14  5.34E-14  3.32E-14  1.58E-14  8.06E-15
             3.73E-15  1.18E-15  4.62E-16  1.73E-16  4.56E-17  1.63E-17  5.82E-18  1.48E-18  5.23E-19
   359       3.11E-13  2.19E-13  1.38E-13  9.67E-14  6.73E-14  4.06E-14  2.67E-14  1.66E-14  7.89E-15  4.03E-15
             1.86E-15  5.92E-16  2.31E-16  8.66E-17  2.28E-17  8.16E-18  2.91E-18  7.39E-19  2.62E-19
   360       1.86E-12  1.31E-12  8.27E-13  5.80E-13  4.03E-13  2.43E-13  1.60E-13  9.96E-14  4.73E-14  2.41E-14
             1.12E-14  3.55E-15  1.39E-15  5.19E-16  1.37E-16  4.90E-17  1.74E-17  4.43E-18  1.57E-18
   361       1.24E-12  8.76E-13  5.51E-13  3.86E-13  2.69E-13  1.62E-13  1.06E-13  6.64E-14  3.15E-14  1.61E-14
             7.45E-15  2.37E-15  9.24E-16  3.46E-16  9.10E-17  3.26E-17  1.16E-17  2.95E-18  1.05E-18
   362       1.55E-12  1.09E-12  6.88E-13  4.83E-13  3.36E-13  2.02E-13  1.33E-13  8.29E-14  3.94E-14  2.01E-14
             9.31E-15  2.96E-15  1.15E-15  4.32E-16  1.14E-16  4.08E-17  1.45E-17  3.69E-18  1.31E-18
   363       9.30E-13  6.56E-13  4.13E-13  2.89E-13  2.01E-13  1.21E-13  7.98E-14  4.97E-14  2.36E-14  1.21E-14
             5.58E-15  1.77E-15  6.92E-16  2.59E-16  6.82E-17  2.45E-17  8.71E-18  2.21E-18  7.84E-19
   364       6.18E-13  4.36E-13  2.75E-13  1.92E-13  1.34E-13  8.07E-14  5.31E-14  3.31E-14  1.57E-14  8.03E-15
             3.72E-15  1.18E-15  4.61E-16  1.73E-16  4.54E-17  1.63E-17  5.80E-18  1.47E-18  5.22E-19
   365       4.00E-13  2.82E-13  1.76E-13  1.23E-13  8.42E-14  4.90E-14  3.07E-14  1.78E-14  7.51E-15  3.47E-15
             1.47E-15  4.26E-16  1.59E-16  5.77E-17  1.49E-17  5.29E-18  1.88E-18  4.76E-19  1.68E-19
   366       6.00E-13  4.22E-13  2.65E-13  1.84E-13  1.26E-13  7.35E-14  4.60E-14  2.67E-14  1.13E-14  5.21E-15
             2.20E-15  6.38E-16  2.38E-16  8.66E-17  2.23E-17  7.94E-18  2.82E-18  7.14E-19  2.52E-19
   367       7.99E-13  5.63E-13  3.53E-13  2.46E-13  1.68E-13  9.80E-14  6.14E-14  3.57E-14  1.50E-14  6.94E-15
             2.94E-15  8.51E-16  3.17E-16  1.15E-16  2.98E-17  1.06E-17  3.75E-18  9.52E-19  3.37E-19
   368       9.99E-13  7.04E-13  4.41E-13  3.07E-13  2.11E-13  1.22E-13  7.67E-14  4.46E-14  1.88E-14  8.68E-15
             3.67E-15  1.06E-15  3.97E-16  1.44E-16  3.72E-17  1.32E-17  4.69E-18  1.19E-18  4.21E-19
   369       1.20E-12  8.45E-13  5.29E-13  3.68E-13  2.53E-13  1.47E-13  9.21E-14  5.35E-14  2.25E-14  1.04E-14
             4.41E-15  1.28E-15  4.76E-16  1.73E-16  4.46E-17  1.59E-17  5.63E-18  1.43E-18  5.05E-19
   370       6.00E-13  4.22E-13  2.65E-13  1.84E-13  1.26E-13  7.35E-14  4.60E-14  2.67E-14  1.13E-14  5.21E-15
             2.20E-15  6.38E-16  2.38E-16  8.66E-17  2.23E-17  7.94E-18  2.82E-18  7.14E-19  2.52E-19
   371       7.99E-13  5.63E-13  3.53E-13  2.46E-13  1.68E-13  9.80E-14  6.14E-14  3.57E-14  1.50E-14  6.94E-15
             2.94E-15  8.51E-16  3.17E-16  1.15E-16  2.98E-17  1.06E-17  3.75E-18  9.52E-19  3.37E-19
   372       9.99E-13  7.04E-13  4.41E-13  3.07E-13  2.11E-13  1.22E-13  7.67E-14  4.46E-14  1.88E-14  8.68E-15
             3.67E-15  1.06E-15  3.97E-16  1.44E-16  3.72E-17  1.32E-17  4.69E-18  1.19E-18  4.21E-19
   373       1.20E-12  8.45E-13  5.29E-13  3.68E-13  2.53E-13  1.47E-13  9.21E-14  5.35E-14  2.25E-14  1.04E-14
             4.41E-15  1.28E-15  4.76E-16  1.73E-16  4.46E-17  1.59E-17  5.63E-18  1.43E-18  5.05E-19
   374       1.40E-12  9.86E-13  6.17E-13  4.30E-13  2.95E-13  1.71E-13  1.07E-13  6.24E-14  2.63E-14  1.21E-14
             5.14E-15  1.49E-15  5.55E-16  2.02E-16  5.21E-17  1.85E-17  6.57E-18  1.67E-18  5.89E-19
   375       2.12E-13  1.49E-13  9.29E-14  6.40E-14  4.31E-14  2.39E-14  1.42E-14  7.64E-15  2.88E-15  1.24E-15
             4.92E-16  1.35E-16  4.93E-17  1.77E-17  4.53E-18  1.61E-18  5.69E-19  1.44E-19  5.09E-20
   376       2.83E-13  1.99E-13  1.24E-13  8.53E-14  5.74E-14  3.19E-14  1.89E-14  1.02E-14  3.85E-15  1.65E-15
             6.56E-16  1.80E-16  6.58E-17  2.36E-17  6.04E-18  2.14E-18  7.58E-19  1.92E-19  6.79E-20
   377       3.54E-13  2.49E-13  1.55E-13  1.07E-13  7.18E-14  3.99E-14  2.36E-14  1.27E-14  4.81E-15  2.06E-15
             8.20E-16  2.25E-16  8.22E-17  2.95E-17  7.54E-18  2.68E-18  9.48E-19  2.40E-19  8.49E-20
   378       4.24E-13  2.98E-13  1.86E-13  1.28E-13  8.62E-14  4.79E-14  2.83E-14  1.53E-14  5.77E-15  2.47E-15
             9.84E-16  2.71E-16  9.86E-17  3.54E-17  9.05E-18  3.21E-18  1.14E-18  2.88E-19  1.02E-19
   379       4.95E-13  3.48E-13  2.17E-13  1.49E-13  1.01E-13  5.58E-14  3.31E-14  1.78E-14  6.73E-15  2.88E-15
             1.15E-15  3.16E-16  1.15E-16  4.13E-17  1.06E-17  3.75E-18  1.33E-18  3.36E-19  1.19E-19
   380       2.83E-13  1.99E-13  1.24E-13  8.53E-14  5.74E-14  3.19E-14  1.89E-14  1.02E-14  3.85E-15  1.65E-15
             6.56E-16  1.80E-16  6.58E-17  2.36E-17  6.04E-18  2.14E-18  7.58E-19  1.92E-19  6.79E-20
   381       3.54E-13  2.49E-13  1.55E-13  1.07E-13  7.18E-14  3.99E-14  2.36E-14  1.27E-14  4.81E-15  2.06E-15
             8.20E-16  2.25E-16  8.22E-17  2.95E-17  7.54E-18  2.68E-18  9.48E-19  2.40E-19  8.49E-20
   382       4.24E-13  2.98E-13  1.86E-13  1.28E-13  8.62E-14  4.79E-14  2.83E-14  1.53E-14  5.77E-15  2.47E-15
             9.84E-16  2.71E-16  9.86E-17  3.54E-17  9.05E-18  3.21E-18  1.14E-18  2.88E-19  1.02E-19
   383       4.95E-13  3.48E-13  2.17E-13  1.49E-13  1.01E-13  5.58E-14  3.31E-14  1.78E-14  6.73E-15  2.88E-15
             1.15E-15  3.16E-16  1.15E-16  4.13E-17  1.06E-17  3.75E-18  1.33E-18  3.36E-19  1.19E-19
   384       5.66E-13  3.98E-13  2.48E-13  1.71E-13  1.15E-13  6.38E-14  3.78E-14  2.04E-14  7.69E-15  3.30E-15
             1.31E-15  3.61E-16  1.32E-16  4.72E-17  1.21E-17  4.28E-18  1.52E-18  3.84E-19  1.36E-19
   386       3.60E-18  2.54E-18  1.59E-18  1.11E-18  7.72E-19  4.63E-19  3.05E-19  1.95E-19  1.01E-19  5.86E-20
             3.24E-20  1.35E-20  6.49E-21  2.91E-21  9.18E-22  3.62E-22  1.38E-22  3.68E-23  1.33E-23
   387       5.16E-18  3.64E-18  2.29E-18  1.60E-18  1.11E-18  6.65E-19  4.39E-19  2.80E-19  1.46E-19  8.47E-20
             4.69E-20  1.96E-20  9.41E-21  4.22E-21  1.33E-21  5.26E-22  2.00E-22  5.35E-23  1.94E-23
   388       3.93E-18  2.77E-18  1.74E-18  1.21E-18  8.36E-19  4.95E-19  3.21E-19  1.98E-19  9.55E-20  5.07E-20
             2.49E-20  8.66E-21  3.60E-21  1.41E-21  3.88E-22  1.41E-22  5.09E-23  1.30E-23  4.63E-24
   389       1.24E-17  8.72E-18  5.47E-18  3.82E-18  2.63E-18  1.56E-18  1.01E-18  6.24E-19  3.01E-19  1.60E-19
             7.87E-20  2.74E-20  1.14E-20  4.47E-21  1.23E-21  4.47E-22  1.61E-22  4.12E-23  1.46E-23
   390       4.39E-18  3.09E-18  1.94E-18  1.34E-18  9.20E-19  5.33E-19  3.34E-19  1.97E-19  8.59E-20  4.15E-20
             1.84E-20  5.61E-21  2.15E-21  7.98E-22  2.08E-22  7.45E-23  2.65E-23  6.73E-24  2.38E-24
   391       6.16E-18  4.34E-18  2.71E-18  1.89E-18  1.29E-18  7.48E-19  4.69E-19  2.76E-19  1.21E-19  5.82E-20
             2.58E-20  7.88E-21  3.02E-21  1.12E-21  2.93E-22  1.05E-22  3.72E-23  9.45E-24  3.34E-24
   398       4.19E-17  2.97E-17  1.88E-17  1.33E-17  9.45E-18  6.03E-18  4.31E-18  3.09E-18  1.97E-18  1.38E-18
             9.46E-19  5.39E-19  3.32E-19  1.92E-19  8.38E-20  4.14E-20  1.92E-20  6.41E-21  2.65E-21
   399       4.35E-18  3.07E-18  1.93E-18  1.35E-18  9.41E-19  5.69E-19  3.80E-19  2.47E-19  1.35E-19  8.35E-20
             5.09E-20  2.57E-20  1.49E-20  8.24E-21  3.48E-21  1.69E-21  7.76E-22  2.57E-22  1.05E-22
   401       1.17E-18  8.24E-19  5.18E-19  3.62E-19  2.51E-19  1.51E-19  1.00E-19  6.44E-20  3.39E-20  1.98E-20
             1.11E-20  4.67E-21  2.25E-21  1.01E-21  3.20E-22  1.26E-22  4.81E-23  1.29E-23  4.66E-24
   402       1.55E-17  1.10E-17  6.95E-18  4.92E-18  3.48E-18  2.21E-18  1.57E-18  1.11E-18  6.74E-19  4.42E-19
             2.72E-19  1.27E-19  6.44E-20  3.00E-20  9.79E-21  3.92E-21  1.50E-21  4.05E-22  1.47E-22
   403       3.83E-19  2.71E-19  1.71E-19  1.21E-19  8.60E-20  5.46E-20  3.87E-20  2.73E-20  1.66E-20  1.09E-20
             6.73E-21  3.13E-21  1.59E-21  7.41E-22  2.42E-22  9.68E-23  3.71E-23  1.00E-23  3.63E-24
   404       9.23E-18  6.51E-18  4.09E-18  2.86E-18  1.99E-18  1.20E-18  7.94E-19  5.10E-19  2.68E-19  1.57E-19
             8.76E-20  3.70E-20  1.78E-20  8.02E-21  2.54E-21  1.00E-21  3.81E-22  1.02E-22  3.69E-23
   405       3.18E-17  2.24E-17  1.41E-17  9.86E-18  6.84E-18  4.13E-18  2.74E-18  1.76E-18  9.27E-19  5.44E-19
             3.04E-19  1.28E-19  6.19E-20  2.79E-20  8.82E-21  3.49E-21  1.33E-21  3.55E-22  1.29E-22
   406       3.39E-18  2.39E-18  1.50E-18  1.05E-18  7.30E-19  4.40E-19  2.92E-19  1.88E-19  9.89E-20  5.80E-20
             3.24E-20  1.37E-20  6.60E-21  2.97E-21  9.41E-22  3.72E-22  1.41E-22  3.79E-23  1.37E-23
   408       2.68E-17  1.90E-17  1.20E-17  8.50E-18  6.02E-18  3.83E-18  2.72E-18  1.92E-18  1.18E-18  7.73E-19
             4.77E-19  2.23E-19  1.13E-19  5.28E-20  1.72E-20  6.90E-21  2.65E-21  7.13E-22  2.59E-22
   410       1.08E-16  7.65E-17  4.84E-17  3.43E-17  2.43E-17  1.55E-17  1.10E-17  7.75E-18  4.75E-18  3.12E-18
             1.93E-18  9.00E-19  4.57E-19  2.13E-19  6.96E-20  2.79E-20  1.07E-20  2.88E-21  1.05E-21
   411       1.08E-16  7.66E-17  4.85E-17  3.43E-17  2.43E-17  1.55E-17  1.10E-17  7.76E-18  4.76E-18  3.13E-18
             1.93E-18  9.02E-19  4.58E-19  2.14E-19  6.98E-20  2.80E-20  1.07E-20  2.89E-21  1.05E-21
   412       2.83E-18  2.00E-18  1.25E-18  8.76E-19  6.05E-19  3.60E-19  2.34E-19  1.46E-19  7.10E-20  3.80E-20
             1.88E-20  6.58E-21  2.74E-21  1.08E-21  2.96E-22  1.08E-22  3.90E-23  9.98E-24  3.54E-24
   413       7.72E-18  5.45E-18  3.42E-18  2.39E-18  1.65E-18  9.82E-19  6.39E-19  3.97E-19  1.94E-19  1.04E-19
             5.13E-20  1.80E-20  7.48E-21  2.95E-21  8.09E-22  2.96E-22  1.06E-22  2.73E-23  9.67E-24
   414       1.03E-17  7.24E-18  4.55E-18  3.17E-18  2.19E-18  1.31E-18  8.50E-19  5.28E-19  2.58E-19  1.38E-19
             6.83E-20  2.39E-20  9.95E-21  3.92E-21  1.08E-21  3.93E-22  1.42E-22  3.63E-23  1.29E-23
   415       8.52E-17  6.01E-17  3.77E-17  2.63E-17  1.82E-17  1.08E-17  7.05E-18  4.39E-18  2.14E-18  1.15E-18
             5.67E-19  1.99E-19  8.28E-20  3.26E-20  8.96E-21  3.27E-21  1.18E-21  3.02E-22  1.07E-22
   416       9.07E-18  6.39E-18  4.01E-18  2.80E-18  1.94E-18  1.15E-18  7.51E-19  4.67E-19  2.28E-19  1.22E-19
             6.04E-20  2.12E-20  8.82E-21  3.47E-21  9.54E-22  3.49E-22  1.25E-22  3.21E-23  1.14E-23
   418       3.37E-18  2.38E-18  1.49E-18  1.04E-18  7.21E-19  4.29E-19  2.79E-19  1.74E-19  8.48E-20  4.54E-20
             2.25E-20  7.87E-21  3.28E-21  1.29E-21  3.55E-22  1.30E-22  4.67E-23  1.20E-23  4.24E-24
   419       2.19E-18  1.54E-18  9.64E-19  6.70E-19  4.59E-19  2.67E-19  1.68E-19  9.96E-20  4.39E-20  2.13E-20
             9.49E-21  2.91E-21  1.12E-21  4.16E-22  1.09E-22  3.88E-23  1.38E-23  3.51E-24  1.24E-24
   420       6.60E-18  4.65E-18  2.91E-18  2.03E-18  1.39E-18  8.07E-19  5.09E-19  3.01E-19  1.33E-19  6.44E-20
             2.87E-20  8.80E-21  3.38E-21  1.26E-21  3.28E-22  1.17E-22  4.17E-23  1.06E-23  3.75E-24
   421       3.08E-18  2.17E-18  1.36E-18  9.43E-19  6.46E-19  3.76E-19  2.37E-19  1.40E-19  6.18E-20  3.00E-20
             1.34E-20  4.10E-21  1.58E-21  5.85E-22  1.53E-22  5.47E-23  1.94E-23  4.94E-24  1.75E-24
   422       1.13E-17  7.94E-18  4.97E-18  3.46E-18  2.37E-18  1.38E-18  8.69E-19  5.14E-19  2.27E-19  1.10E-19
             4.90E-20  1.50E-20  5.78E-21  2.15E-21  5.61E-22  2.01E-22  7.13E-23  1.81E-23  6.41E-24
   423       5.89E-18  4.15E-18  2.60E-18  1.81E-18  1.24E-18  7.21E-19  4.55E-19  2.69E-19  1.19E-19  5.76E-20
             2.56E-20  7.87E-21  3.02E-21  1.12E-21  2.93E-22  1.05E-22  3.73E-23  9.47E-24  3.35E-24
   424       2.50E-18  1.76E-18  1.10E-18  7.67E-19  5.26E-19  3.06E-19  1.93E-19  1.14E-19  5.03E-20  2.44E-20
             1.09E-20  3.34E-21  1.28E-21  4.76E-22  1.24E-22  4.45E-23  1.58E-23  4.02E-24  1.42E-24
   425       1.61E-16  1.14E-16  7.20E-17  5.09E-17  3.59E-17  2.25E-17  1.56E-17  1.06E-17  5.88E-18  3.45E-18
             1.85E-18  6.97E-19  3.01E-19  1.22E-19  3.40E-20  1.25E-20  4.53E-21  1.16E-21  4.13E-22
   427       3.44E-18  2.43E-18  1.54E-18  1.09E-18  7.67E-19  4.81E-19  3.34E-19  2.26E-19  1.26E-19  7.38E-20
             3.95E-20  1.49E-20  6.44E-21  2.60E-21  7.27E-22  2.68E-22  9.68E-23  2.48E-23  8.82E-24
   434       3.44E-18  2.43E-18  1.54E-18  1.09E-18  7.66E-19  4.80E-19  3.33E-19  2.26E-19  1.26E-19  7.38E-20
             3.95E-20  1.49E-20  6.45E-21  2.60E-21  7.28E-22  2.68E-22  9.68E-23  2.49E-23  8.83E-24
   447       2.61E-17  1.85E-17  1.17E-17  8.24E-18  5.81E-18  3.65E-18  2.53E-18  1.72E-18  9.54E-19  5.61E-19
             3.01E-19  1.13E-19  4.90E-20  1.98E-20  5.54E-21  2.04E-21  7.36E-22  1.89E-22  6.72E-23
   448       2.55E-16  1.81E-16  1.14E-16  8.06E-17  5.69E-17  3.57E-17  2.48E-17  1.68E-17  9.34E-18  5.50E-18
             2.94E-18  1.11E-18  4.80E-19  1.94E-19  5.42E-20  2.00E-20  7.22E-21  1.85E-21  6.58E-22
   450       2.18E-17  1.54E-17  9.75E-18  6.89E-18  4.86E-18  3.05E-18  2.12E-18  1.44E-18  8.00E-19  4.70E-19
             2.52E-19  9.51E-20  4.11E-20  1.66E-20  4.65E-21  1.71E-21  6.18E-22  1.59E-22  5.64E-23
   452       1.95E-17  1.38E-17  8.68E-18  6.10E-18  4.27E-18  2.61E-18  1.74E-18  1.11E-18  5.45E-19  2.84E-19
             1.34E-19  4.32E-20  1.70E-20  6.38E-21  1.68E-21  6.04E-22  2.15E-22  5.47E-23  1.94E-23
   455       8.51E-18  6.01E-18  3.79E-18  2.66E-18  1.86E-18  1.14E-18  7.62E-19  4.85E-19  2.38E-19  1.24E-19
             5.85E-20  1.89E-20  7.42E-21  2.79E-21  7.36E-22  2.64E-22  9.41E-23  2.39E-23  8.47E-24
   456       2.07E-17  1.46E-17  9.23E-18  6.49E-18  4.54E-18  2.78E-18  1.86E-18  1.18E-18  5.80E-19  3.03E-19
             1.43E-19  4.60E-20  1.81E-20  6.80E-21  1.79E-21  6.44E-22  2.29E-22  5.83E-23  2.06E-23
   457       3.56E-18  2.51E-18  1.58E-18  1.11E-18  7.79E-19  4.77E-19  3.19E-19  2.03E-19  9.97E-20  5.20E-20
             2.45E-20  7.90E-21  3.11E-21  1.17E-21  3.08E-22  1.11E-22  3.94E-23  1.00E-23  3.55E-24
   466       4.94E-18  3.49E-18  2.20E-18  1.55E-18  1.08E-18  6.62E-19  4.43E-19  2.82E-19  1.38E-19  7.22E-20
             3.40E-20  1.10E-20  4.32E-21  1.62E-21  4.28E-22  1.54E-22  5.48E-23  1.39E-23  4.93E-24
   468       1.41E-18  9.96E-19  6.23E-19  4.34E-19  2.97E-19  1.74E-19  1.12E-19  6.95E-20  3.47E-20  1.96E-20
             1.06E-20  4.36E-21  2.07E-21  9.22E-22  2.90E-22  1.14E-22  4.33E-23  1.16E-23  4.19E-24
   469       1.88E-18  1.33E-18  8.29E-19  5.77E-19  3.96E-19  2.32E-19  1.50E-19  9.28E-20  4.64E-20  2.63E-20
             1.42E-20  5.85E-21  2.78E-21  1.24E-21  3.89E-22  1.53E-22  5.82E-23  1.56E-23  5.63E-24
   470       1.56E-18  1.10E-18  6.86E-19  4.76E-19  3.25E-19  1.89E-19  1.19E-19  7.18E-20  3.35E-20  1.74E-20
             8.41E-21  2.88E-21  1.19E-21  4.65E-22  1.27E-22  4.64E-23  1.67E-23  4.27E-24  1.51E-24
   471       4.65E-18  3.27E-18  2.04E-18  1.42E-18  9.70E-19  5.63E-19  3.56E-19  2.14E-19  1.00E-19  5.20E-20
             2.52E-20  8.62E-21  3.56E-21  1.39E-21  3.81E-22  1.39E-22  4.99E-23  1.28E-23  4.53E-24
   472       1.73E-18  1.22E-18  7.60E-19  5.26E-19  3.56E-19  2.02E-19  1.24E-19  7.15E-20  3.04E-20  1.44E-20
             6.32E-21  1.91E-21  7.31E-22  2.70E-22  7.04E-23  2.52E-23  8.95E-24  2.27E-24  8.04E-25
   473       2.43E-18  1.71E-18  1.06E-18  7.36E-19  4.99E-19  2.83E-19  1.74E-19  1.00E-19  4.26E-20  2.02E-20
             8.85E-21  2.68E-21  1.02E-21  3.79E-22  9.87E-23  3.53E-23  1.25E-23  3.18E-24  1.13E-24
   482       1.59E-18  1.12E-18  7.01E-19  4.88E-19  3.36E-19  1.99E-19  1.30E-19  8.23E-20  4.32E-20  2.60E-20
             1.55E-20  7.68E-21  4.40E-21  2.42E-21  1.02E-21  4.93E-22  2.26E-22  7.45E-23  3.06E-23
   484       6.49E-13  4.58E-13  2.90E-13  2.05E-13  1.44E-13  9.05E-14  6.32E-14  4.38E-14  2.65E-14  1.78E-14
             1.17E-14  6.37E-15  3.84E-15  2.19E-15  9.43E-16  4.64E-16  2.14E-16  7.13E-17  2.94E-17
   485       4.28E-19  3.01E-19  1.89E-19  1.31E-19  9.04E-20  5.33E-20  3.46E-20  2.16E-20  1.10E-20  6.26E-21
             3.43E-21  1.42E-21  6.79E-22  3.04E-22  9.57E-23  3.77E-23  1.43E-23  3.84E-24  1.39E-24
   486       4.30E-13  3.04E-13  1.92E-13  1.36E-13  9.57E-14  6.00E-14  4.20E-14  2.91E-14  1.76E-14  1.18E-14
             7.76E-15  4.24E-15  2.56E-15  1.46E-15  6.29E-16  3.09E-16  1.43E-16  4.75E-17  1.96E-17
   487       3.40E-18  2.39E-18  1.50E-18  1.04E-18  7.18E-19  4.24E-19  2.75E-19  1.72E-19  8.71E-20  4.98E-20
             2.73E-20  1.13E-20  5.41E-21  2.42E-21  7.63E-22  3.01E-22  1.14E-22  3.06E-23  1.11E-23
   488       1.13E-17  7.97E-18  5.00E-18  3.48E-18  2.39E-18  1.41E-18  9.17E-19  5.74E-19  2.92E-19  1.67E-19
             9.15E-20  3.80E-20  1.82E-20  8.13E-21  2.56E-21  1.01E-21  3.84E-22  1.03E-22  3.72E-23
   489       1.22E-18  8.62E-19  5.40E-19  3.76E-19  2.59E-19  1.53E-19  9.91E-20  6.20E-20  3.15E-20  1.80E-20
             9.89E-21  4.11E-21  1.96E-21  8.79E-22  2.77E-22  1.09E-22  4.15E-23  1.11E-23  4.02E-24
