SEQ='N '     NUCCHG=42                                                  /LS/

   PARENT TERM INDEXING                 BWNP= 551357853.5   NPRNTI= 4   NPRNTF=12
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
             2.08E-14  7.71E-15  3.31E-15  1.33E-15  3.72E-16  1.37E-16  4.94E-17  1.27E-17  4.51E-18
   337       1.64E-12  1.16E-12  7.30E-13  5.14E-13  3.60E-13  2.23E-13  1.52E-13  1.00E-13  5.37E-14  3.07E-14
             1.61E-14  5.99E-15  2.57E-15  1.03E-15  2.89E-16  1.06E-16  3.84E-17  9.86E-18  3.50E-18
   338       1.17E-12  8.25E-13  5.21E-13  3.67E-13  2.57E-13  1.59E-13  1.08E-13  7.16E-14  3.83E-14  2.20E-14
             1.15E-14  4.28E-15  1.84E-15  7.39E-16  2.06E-16  7.59E-17  2.75E-17  7.04E-18  2.50E-18
   339       6.99E-13  4.93E-13  3.11E-13  2.19E-13  1.54E-13  9.51E-14  6.48E-14  4.29E-14  2.29E-14  1.32E-14
             6.91E-15  2.56E-15  1.10E-15  4.43E-16  1.24E-16  4.55E-17  1.65E-17  4.22E-18  1.50E-18
   340       2.33E-13  1.64E-13  1.04E-13  7.30E-14  5.12E-14  3.17E-14  2.16E-14  1.43E-14  7.64E-15  4.38E-15
             2.30E-15  8.55E-16  3.67E-16  1.48E-16  4.12E-17  1.52E-17  5.48E-18  1.41E-18  5.00E-19
   341       1.94E-12  1.37E-12  8.63E-13  6.05E-13  4.21E-13  2.53E-13  1.67E-13  1.04E-13  4.92E-14  2.51E-14
             1.16E-14  3.69E-15  1.44E-15  5.41E-16  1.42E-16  5.10E-17  1.82E-17  4.62E-18  1.64E-18
   342       1.51E-12  1.07E-12  6.70E-13  4.70E-13  3.27E-13  1.97E-13  1.29E-13  8.06E-14  3.82E-14  1.95E-14
             9.03E-15  2.87E-15  1.12E-15  4.20E-16  1.11E-16  3.97E-17  1.41E-17  3.59E-18  1.27E-18
   343       2.37E-12  1.67E-12  1.05E-12  7.37E-13  5.13E-13  3.09E-13  2.03E-13  1.26E-13  6.00E-14  3.06E-14
             1.42E-14  4.51E-15  1.76E-15  6.60E-16  1.74E-16  6.23E-17  2.22E-17  5.64E-18  2.00E-18
   344       1.08E-12  7.59E-13  4.78E-13  3.35E-13  2.33E-13  1.40E-13  9.23E-14  5.75E-14  2.73E-14  1.39E-14
             6.44E-15  2.05E-15  8.01E-16  3.00E-16  7.90E-17  2.83E-17  1.01E-17  2.56E-18  9.07E-19
   345       8.33E-13  5.87E-13  3.68E-13  2.56E-13  1.76E-13  1.02E-13  6.39E-14  3.71E-14  1.56E-14  7.21E-15
             3.05E-15  8.83E-16  3.29E-16  1.20E-16  3.09E-17  1.10E-17  3.89E-18  9.87E-19  3.49E-19
   346       1.17E-12  8.21E-13  5.15E-13  3.58E-13  2.46E-13  1.43E-13  8.95E-14  5.19E-14  2.18E-14  1.01E-14
             4.27E-15  1.24E-15  4.61E-16  1.68E-16  4.32E-17  1.54E-17  5.45E-18  1.38E-18  4.89E-19
   347       1.50E-12  1.06E-12  6.62E-13  4.60E-13  3.16E-13  1.84E-13  1.15E-13  6.68E-14  2.81E-14  1.30E-14
             5.49E-15  1.59E-15  5.92E-16  2.16E-16  5.55E-17  1.98E-17  7.01E-18  1.78E-18  6.28E-19
   348       1.83E-12  1.29E-12  8.09E-13  5.63E-13  3.86E-13  2.25E-13  1.41E-13  8.16E-14  3.43E-14  1.59E-14
             6.70E-15  1.94E-15  7.24E-16  2.63E-16  6.79E-17  2.41E-17  8.56E-18  2.17E-18  7.68E-19
   349       2.16E-12  1.53E-12  9.56E-13  6.65E-13  4.56E-13  2.65E-13  1.66E-13  9.64E-14  4.06E-14  1.87E-14
             7.92E-15  2.30E-15  8.56E-16  3.11E-16  8.02E-17  2.85E-17  1.01E-17  2.57E-18  9.08E-19
   350       6.57E-13  4.62E-13  2.88E-13  1.98E-13  1.34E-13  7.42E-14  4.39E-14  2.37E-14  8.93E-15  3.83E-15
             1.52E-15  4.19E-16  1.53E-16  5.48E-17  1.40E-17  4.97E-18  1.76E-18  4.46E-19  1.58E-19
   351       8.45E-13  5.94E-13  3.70E-13  2.55E-13  1.72E-13  9.54E-14  5.65E-14  3.04E-14  1.15E-14  4.92E-15
             1.96E-15  5.38E-16  1.96E-16  7.05E-17  1.80E-17  6.39E-18  2.26E-18  5.73E-19  2.03E-19
   352       1.03E-12  7.26E-13  4.52E-13  3.12E-13  2.10E-13  1.17E-13  6.90E-14  3.72E-14  1.40E-14  6.01E-15
             2.39E-15  6.58E-16  2.40E-16  8.62E-17  2.20E-17  7.81E-18  2.77E-18  7.00E-19  2.48E-19
   353       1.22E-12  8.58E-13  5.34E-13  3.68E-13  2.48E-13  1.38E-13  8.15E-14  4.40E-14  1.66E-14  7.11E-15
             2.83E-15  7.78E-16  2.83E-16  1.02E-16  2.60E-17  9.23E-18  3.27E-18  8.28E-19  2.93E-19
   354       1.41E-12  9.90E-13  6.16E-13  4.25E-13  2.86E-13  1.59E-13  9.41E-14  5.07E-14  1.91E-14  8.20E-15
             3.26E-15  8.97E-16  3.27E-16  1.18E-16  3.00E-17  1.06E-17  3.77E-18  9.55E-19  3.38E-19
   355       2.55E-13  1.79E-13  1.10E-13  7.50E-14  4.93E-14  2.60E-14  1.45E-14  7.28E-15  2.51E-15  1.02E-15
             3.89E-16  1.04E-16  3.74E-17  1.33E-17  3.40E-18  1.20E-18  4.26E-19  1.08E-19  3.81E-20
   356       3.11E-13  2.18E-13  1.35E-13  9.17E-14  6.03E-14  3.17E-14  1.77E-14  8.90E-15  3.06E-15  1.24E-15
             4.76E-16  1.27E-16  4.57E-17  1.63E-17  4.15E-18  1.47E-18  5.20E-19  1.32E-19  4.66E-20
   357       3.68E-13  2.58E-13  1.59E-13  1.08E-13  7.13E-14  3.75E-14  2.09E-14  1.05E-14  3.62E-15  1.47E-15
             5.62E-16  1.50E-16  5.40E-17  1.93E-17  4.91E-18  1.74E-18  6.15E-19  1.56E-19  5.51E-20
   358       4.25E-13  2.98E-13  1.84E-13  1.25E-13  8.22E-14  4.33E-14  2.41E-14  1.21E-14  4.18E-15  1.69E-15
             6.49E-16  1.73E-16  6.23E-17  2.22E-17  5.66E-18  2.01E-18  7.10E-19  1.80E-19  6.35E-20
   359       4.81E-13  3.37E-13  2.08E-13  1.42E-13  9.32E-14  4.91E-14  2.74E-14  1.38E-14  4.74E-15  1.92E-15
             7.35E-16  1.96E-16  7.06E-17  2.52E-17  6.42E-18  2.27E-18  8.04E-19  2.04E-19  7.20E-20
   360       6.44E-13  4.54E-13  2.86E-13  2.00E-13  1.39E-13  8.41E-14  5.52E-14  3.44E-14  1.63E-14  8.34E-15
             3.86E-15  1.23E-15  4.80E-16  1.80E-16  4.73E-17  1.70E-17  6.05E-18  1.54E-18  5.44E-19
   362       3.07E-17  2.17E-17  1.37E-17  9.73E-18  6.90E-18  4.38E-18  3.10E-18  2.18E-18  1.32E-18  8.64E-19
             5.32E-19  2.49E-19  1.27E-19  5.96E-20  1.96E-20  7.88E-21  3.04E-21  8.21E-22  2.98E-22
   363       1.11E-16  7.83E-17  4.95E-17  3.49E-17  2.46E-17  1.54E-17  1.07E-17  7.19E-18  3.96E-18  2.31E-18
             1.23E-18  4.65E-19  2.01E-19  8.12E-20  2.28E-20  8.39E-21  3.03E-21  7.79E-22  2.77E-22
   364       2.87E-16  2.03E-16  1.28E-16  8.99E-17  6.28E-17  3.83E-17  2.55E-17  1.62E-17  7.87E-18  4.08E-18
             1.91E-18  6.14E-19  2.41E-19  9.05E-20  2.39E-20  8.56E-21  3.05E-21  7.76E-22  2.75E-22
   390       3.76E-16  2.66E-16  1.67E-16  1.18E-16  8.23E-17  5.06E-17  3.45E-17  2.30E-17  1.29E-17  8.02E-18
             4.71E-18  2.11E-18  1.05E-18  4.88E-19  1.58E-19  6.34E-20  2.43E-20  6.56E-21  2.38E-21
   391       2.37E-16  1.67E-16  1.05E-16  7.41E-17  5.18E-17  3.19E-17  2.17E-17  1.45E-17  8.16E-18  5.05E-18
             2.97E-18  1.33E-18  6.65E-19  3.08E-19  1.00E-19  4.00E-20  1.54E-20  4.14E-21  1.50E-21
   394       1.38E-16  9.73E-17  6.12E-17  4.29E-17  2.99E-17  1.81E-17  1.21E-17  7.78E-18  4.01E-18  2.24E-18
             1.15E-18  4.18E-19  1.78E-19  7.12E-20  1.98E-20  7.27E-21  2.62E-21  6.73E-22  2.39E-22
   396       8.67E-16  6.12E-16  3.85E-16  2.70E-16  1.88E-16  1.14E-16  7.61E-17  4.90E-17  2.52E-17  1.41E-17
             7.25E-18  2.64E-18  1.12E-18  4.49E-19  1.25E-19  4.59E-20  1.66E-20  4.25E-21  1.51E-21
   397       2.74E-17  1.94E-17  1.22E-17  8.55E-18  5.95E-18  3.61E-18  2.41E-18  1.55E-18  8.01E-19  4.47E-19
             2.30E-19  8.38E-20  3.57E-20  1.43E-20  3.97E-21  1.46E-21  5.26E-22  1.35E-22  4.79E-23
   400       9.20E-18  6.49E-18  4.07E-18  2.84E-18  1.96E-18  1.16E-18  7.49E-19  4.56E-19  2.10E-19  1.05E-19
             4.79E-20  1.50E-20  5.84E-21  2.18E-21  5.72E-22  2.05E-22  7.30E-23  1.85E-23  6.57E-24
   401       4.43E-17  3.13E-17  1.96E-17  1.37E-17  9.46E-18  5.60E-18  3.61E-18  2.20E-18  1.01E-18  5.06E-19
             2.31E-19  7.25E-20  2.82E-20  1.05E-20  2.76E-21  9.90E-22  3.52E-22  8.95E-23  3.17E-23
   428       6.86E-13  4.85E-13  3.07E-13  2.17E-13  1.53E-13  9.58E-14  6.70E-14  4.64E-14  2.81E-14  1.89E-14
             1.25E-14  6.87E-15  4.18E-15  2.41E-15  1.06E-15  5.26E-16  2.46E-16  8.25E-17  3.42E-17
   429       1.08E-12  7.65E-13  4.83E-13  3.41E-13  2.40E-13  1.50E-13  1.04E-13  7.14E-14  4.16E-14  2.64E-14
             1.59E-14  7.26E-15  3.66E-15  1.70E-15  5.57E-16  2.23E-16  8.58E-17  2.32E-17  8.42E-18
   430       7.72E-13  5.46E-13  3.45E-13  2.43E-13  1.71E-13  1.07E-13  7.44E-14  5.09E-14  2.97E-14  1.89E-14
             1.13E-14  5.18E-15  2.61E-15  1.22E-15  3.97E-16  1.59E-16  6.13E-17  1.65E-17  6.01E-18
   431       4.62E-13  3.26E-13  2.06E-13  1.45E-13  1.02E-13  6.41E-14  4.45E-14  3.05E-14  1.78E-14  1.13E-14
             6.79E-15  3.11E-15  1.57E-15  7.30E-16  2.38E-16  9.56E-17  3.68E-17  9.93E-18  3.61E-18
   432       1.50E-12  1.06E-12  6.68E-13  4.70E-13  3.30E-13  2.03E-13  1.38E-13  9.10E-14  4.85E-14  2.77E-14
             1.45E-14  5.35E-15  2.30E-15  9.23E-16  2.58E-16  9.47E-17  3.42E-17  8.78E-18  3.12E-18
   433       1.17E-12  8.23E-13  5.19E-13  3.66E-13  2.56E-13  1.58E-13  1.07E-13  7.08E-14  3.77E-14  2.15E-14
             1.13E-14  4.16E-15  1.79E-15  7.17E-16  2.00E-16  7.36E-17  2.66E-17  6.83E-18  2.43E-18
   434       8.31E-13  5.87E-13  3.70E-13  2.61E-13  1.83E-13  1.13E-13  7.66E-14  5.05E-14  2.69E-14  1.54E-14
             8.04E-15  2.97E-15  1.28E-15  5.12E-16  1.43E-16  5.26E-17  1.90E-17  4.88E-18  1.73E-18
   435       4.97E-13  3.51E-13  2.22E-13  1.56E-13  1.09E-13  6.75E-14  4.59E-14  3.02E-14  1.61E-14  9.20E-15
             4.82E-15  1.78E-15  7.64E-16  3.07E-16  8.57E-17  3.15E-17  1.14E-17  2.92E-18  1.04E-18
   436       1.66E-13  1.17E-13  7.38E-14  5.19E-14  3.64E-14  2.25E-14  1.53E-14  1.01E-14  5.37E-15  3.07E-15
             1.60E-15  5.94E-16  2.55E-16  1.02E-16  2.86E-17  1.05E-17  3.80E-18  9.75E-19  3.46E-19
   437       1.44E-12  1.02E-12  6.40E-13  4.49E-13  3.12E-13  1.88E-13  1.23E-13  7.65E-14  3.62E-14  1.84E-14
             8.53E-15  2.71E-15  1.06E-15  3.96E-16  1.04E-16  3.73E-17  1.33E-17  3.38E-18  1.20E-18
   438       1.12E-12  7.91E-13  4.98E-13  3.49E-13  2.42E-13  1.46E-13  9.57E-14  5.95E-14  2.82E-14  1.43E-14
             6.63E-15  2.10E-15  8.22E-16  3.08E-16  8.10E-17  2.90E-17  1.03E-17  2.63E-18  9.30E-19
   439       1.76E-12  1.24E-12  7.81E-13  5.47E-13  3.80E-13  2.29E-13  1.50E-13  9.34E-14  4.42E-14  2.25E-14
             1.04E-14  3.30E-15  1.29E-15  4.83E-16  1.27E-16  4.56E-17  1.62E-17  4.13E-18  1.46E-18
   440       7.99E-13  5.64E-13  3.55E-13  2.49E-13  1.73E-13  1.04E-13  6.83E-14  4.24E-14  2.01E-14  1.02E-14
             4.73E-15  1.50E-15  5.86E-16  2.20E-16  5.78E-17  2.07E-17  7.38E-18  1.88E-18  6.64E-19
   441       6.83E-13  4.81E-13  3.01E-13  2.10E-13  1.44E-13  8.36E-14  5.23E-14  3.03E-14  1.27E-14  5.88E-15
             2.49E-15  7.20E-16  2.68E-16  9.76E-17  2.51E-17  8.94E-18  3.17E-18  8.04E-19  2.84E-19
   442       9.56E-13  6.74E-13  4.22E-13  2.94E-13  2.01E-13  1.17E-13  7.32E-14  4.25E-14  1.78E-14  8.24E-15
             3.48E-15  1.01E-15  3.76E-16  1.37E-16  3.52E-17  1.25E-17  4.44E-18  1.13E-18  3.98E-19
   443       1.23E-12  8.66E-13  5.42E-13  3.78E-13  2.59E-13  1.50E-13  9.41E-14  5.46E-14  2.29E-14  1.06E-14
             4.47E-15  1.30E-15  4.83E-16  1.76E-16  4.53E-17  1.61E-17  5.71E-18  1.45E-18  5.12E-19
   444       1.50E-12  1.06E-12  6.63E-13  4.61E-13  3.16E-13  1.84E-13  1.15E-13  6.67E-14  2.80E-14  1.29E-14
             5.47E-15  1.58E-15  5.90E-16  2.15E-16  5.53E-17  1.97E-17  6.98E-18  1.77E-18  6.26E-19
   445       1.78E-12  1.25E-12  7.84E-13  5.45E-13  3.74E-13  2.17E-13  1.36E-13  7.89E-14  3.31E-14  1.53E-14
             6.46E-15  1.87E-15  6.97E-16  2.54E-16  6.54E-17  2.33E-17  8.25E-18  2.09E-18  7.39E-19
   446       6.67E-13  4.69E-13  2.92E-13  2.01E-13  1.35E-13  7.52E-14  4.45E-14  2.40E-14  9.04E-15  3.87E-15
             1.54E-15  4.24E-16  1.54E-16  5.55E-17  1.42E-17  5.03E-18  1.78E-18  4.51E-19  1.60E-19
   447       8.57E-13  6.03E-13  3.75E-13  2.59E-13  1.74E-13  9.67E-14  5.72E-14  3.08E-14  1.16E-14  4.98E-15
             1.98E-15  5.45E-16  1.99E-16  7.13E-17  1.82E-17  6.47E-18  2.29E-18  5.80E-19  2.05E-19
   448       1.05E-12  7.37E-13  4.59E-13  3.16E-13  2.13E-13  1.18E-13  6.99E-14  3.77E-14  1.42E-14  6.09E-15
             2.42E-15  6.66E-16  2.43E-16  8.72E-17  2.23E-17  7.90E-18  2.80E-18  7.09E-19  2.51E-19
   449       1.24E-12  8.70E-13  5.42E-13  3.73E-13  2.51E-13  1.40E-13  8.26E-14  4.45E-14  1.68E-14  7.19E-15
             2.86E-15  7.87E-16  2.87E-16  1.03E-16  2.63E-17  9.34E-18  3.31E-18  8.38E-19  2.96E-19
   450       1.43E-12  1.00E-12  6.25E-13  4.31E-13  2.90E-13  1.61E-13  9.53E-14  5.14E-14  1.94E-14  8.30E-15
             3.30E-15  9.08E-16  3.31E-16  1.19E-16  3.04E-17  1.08E-17  3.82E-18  9.66E-19  3.42E-19
   451       4.25E-13  2.98E-13  1.84E-13  1.25E-13  8.22E-14  4.33E-14  2.41E-14  1.21E-14  4.18E-15  1.69E-15
             6.48E-16  1.73E-16  6.23E-17  2.22E-17  5.66E-18  2.00E-18  7.09E-19  1.80E-19  6.35E-20
   452       5.19E-13  3.64E-13  2.25E-13  1.53E-13  1.00E-13  5.29E-14  2.95E-14  1.48E-14  5.10E-15  2.07E-15
             7.92E-16  2.11E-16  7.61E-17  2.72E-17  6.91E-18  2.45E-18  8.67E-19  2.19E-19  7.76E-20
   453       6.13E-13  4.30E-13  2.65E-13  1.81E-13  1.19E-13  6.25E-14  3.48E-14  1.75E-14  6.03E-15  2.44E-15
             9.36E-16  2.50E-16  8.99E-17  3.21E-17  8.17E-18  2.89E-18  1.02E-18  2.59E-19  9.17E-20
   454       7.08E-13  4.96E-13  3.06E-13  2.08E-13  1.37E-13  7.21E-14  4.02E-14  2.02E-14  6.96E-15  2.82E-15
             1.08E-15  2.88E-16  1.04E-16  3.70E-17  9.43E-18  3.34E-18  1.18E-18  2.99E-19  1.06E-19
   455       8.02E-13  5.62E-13  3.47E-13  2.36E-13  1.55E-13  8.17E-14  4.56E-14  2.29E-14  7.89E-15  3.20E-15
             1.22E-15  3.27E-16  1.18E-16  4.20E-17  1.07E-17  3.78E-18  1.34E-18  3.39E-19  1.20E-19
   456       1.36E-13  9.51E-14  5.81E-14  3.89E-14  2.49E-14  1.23E-14  6.48E-15  3.06E-15  9.80E-16  3.82E-16
             1.43E-16  3.74E-17  1.34E-17  4.76E-18  1.21E-18  4.28E-19  1.51E-19  3.83E-20  1.36E-20
   457       1.61E-13  1.12E-13  6.86E-14  4.59E-14  2.94E-14  1.46E-14  7.65E-15  3.61E-15  1.16E-15  4.52E-16
             1.69E-16  4.42E-17  1.58E-17  5.63E-18  1.43E-18  5.06E-19  1.79E-19  4.53E-20  1.60E-20
   458       1.86E-13  1.30E-13  7.92E-14  5.30E-14  3.39E-14  1.68E-14  8.83E-15  4.17E-15  1.34E-15  5.21E-16
             1.95E-16  5.10E-17  1.83E-17  6.50E-18  1.65E-18  5.84E-19  2.07E-19  5.23E-20  1.85E-20
   459       2.10E-13  1.47E-13  8.97E-14  6.01E-14  3.84E-14  1.91E-14  1.00E-14  4.73E-15  1.51E-15  5.91E-16
             2.21E-16  5.78E-17  2.07E-17  7.36E-18  1.87E-18  6.62E-19  2.34E-19  5.93E-20  2.10E-20
   460       2.35E-13  1.64E-13  1.00E-13  6.71E-14  4.29E-14  2.13E-14  1.12E-14  5.28E-15  1.69E-15  6.60E-16
             2.47E-16  6.46E-17  2.31E-17  8.23E-18  2.09E-18  7.40E-19  2.62E-19  6.62E-20  2.34E-20
   461       4.78E-13  3.38E-13  2.12E-13  1.49E-13  1.03E-13  6.23E-14  4.09E-14  2.54E-14  1.20E-14  6.13E-15
             2.84E-15  9.00E-16  3.52E-16  1.32E-16  3.47E-17  1.24E-17  4.43E-18  1.12E-18  3.98E-19
   465       9.15E-18  6.47E-18  4.10E-18  2.91E-18  2.07E-18  1.32E-18  9.38E-19  6.62E-19  4.03E-19  2.64E-19
             1.62E-19  7.58E-20  3.86E-20  1.81E-20  5.95E-21  2.39E-21  9.22E-22  2.49E-22  9.06E-23
   467       3.23E-17  2.28E-17  1.44E-17  1.02E-17  7.22E-18  4.55E-18  3.16E-18  2.14E-18  1.19E-18  6.95E-19
             3.71E-19  1.40E-19  6.04E-20  2.44E-20  6.84E-21  2.52E-21  9.12E-22  2.34E-22  8.32E-23
   468       8.72E-17  6.16E-17  3.89E-17  2.74E-17  1.92E-17  1.18E-17  7.90E-18  5.04E-18  2.46E-18  1.28E-18
             6.01E-19  1.93E-19  7.59E-20  2.85E-20  7.52E-21  2.70E-21  9.62E-22  2.45E-22  8.66E-23


 -----------------------------------------
 PRTF= 1  TRMPRT= (3P)  SPNPRT= 3  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
     3       1.10E-11  7.77E-12  4.91E-12  3.46E-12  2.43E-12  1.52E-12  1.05E-12  7.09E-13  4.02E-13  2.47E-13
             1.42E-13  6.08E-14  2.93E-14  1.31E-14  4.14E-15  1.63E-15  6.18E-16  1.65E-16  5.98E-17
     4       9.27E-13  6.55E-13  4.14E-13  2.92E-13  2.05E-13  1.28E-13  8.80E-14  5.94E-14  3.34E-14  2.04E-14
             1.16E-14  4.88E-15  2.33E-15  1.03E-15  3.23E-16  1.27E-16  4.79E-17  1.28E-17  4.62E-18
     5       1.11E-13  7.84E-14  4.95E-14  3.49E-14  2.45E-14  1.52E-14  1.04E-14  7.01E-15  3.89E-15  2.34E-15
             1.32E-15  5.46E-16  2.58E-16  1.13E-16  3.51E-17  1.37E-17  5.17E-18  1.38E-18  4.97E-19
     6       2.09E-14  1.47E-14  9.30E-15  6.55E-15  4.59E-15  2.84E-15  1.94E-15  1.29E-15  7.08E-16  4.21E-16
             2.33E-16  9.57E-17  4.48E-17  1.96E-17  6.04E-18  2.35E-18  8.86E-19  2.35E-19  8.49E-20
     7       5.35E-15  3.78E-15  2.38E-15  1.67E-15  1.17E-15  7.20E-16  4.88E-16  3.21E-16  1.74E-16  1.02E-16
             5.61E-17  2.28E-17  1.06E-17  4.62E-18  1.41E-18  5.50E-19  2.07E-19  5.49E-20  1.98E-20
     8       1.70E-15  1.20E-15  7.55E-16  5.30E-16  3.69E-16  2.25E-16  1.51E-16  9.85E-17  5.24E-17  3.05E-17
             1.66E-17  6.67E-18  3.09E-18  1.34E-18  4.10E-19  1.59E-19  5.98E-20  1.58E-20  5.71E-21
     9       6.33E-16  4.46E-16  2.81E-16  1.96E-16  1.36E-16  8.23E-17  5.47E-17  3.52E-17  1.84E-17  1.06E-17
             5.73E-18  2.28E-18  1.05E-18  4.56E-19  1.39E-19  5.38E-20  2.02E-20  5.36E-21  1.93E-21
    10       2.67E-16  1.88E-16  1.18E-16  8.22E-17  5.68E-17  3.39E-17  2.22E-17  1.41E-17  7.27E-18  4.15E-18
             2.22E-18  8.80E-19  4.04E-19  1.75E-19  5.31E-20  2.05E-20  7.71E-21  2.04E-21  7.36E-22
    11       1.24E-16  8.73E-17  5.46E-17  3.79E-17  2.60E-17  1.53E-17  9.93E-18  6.22E-18  3.15E-18  1.78E-18
             9.48E-19  3.73E-19  1.71E-19  7.36E-20  2.23E-20  8.64E-21  3.24E-21  8.58E-22  3.09E-22
    12       6.25E-17  4.40E-17  2.74E-17  1.89E-17  1.29E-17  7.47E-18  4.78E-18  2.96E-18  1.47E-18  8.25E-19
             4.36E-19  1.71E-19  7.79E-20  3.35E-20  1.02E-20  3.92E-21  1.47E-21  3.89E-22  1.40E-22
    13       3.37E-17  2.37E-17  1.47E-17  1.01E-17  6.82E-18  3.89E-18  2.45E-18  1.50E-18  7.34E-19  4.07E-19
             2.14E-19  8.33E-20  3.79E-20  1.63E-20  4.93E-21  1.90E-21  7.13E-22  1.89E-22  6.80E-23
    14       1.93E-17  1.35E-17  8.34E-18  5.70E-18  3.81E-18  2.13E-18  1.33E-18  7.98E-19  3.86E-19  2.12E-19
             1.11E-19  4.29E-20  1.95E-20  8.36E-21  2.53E-21  9.75E-22  3.65E-22  9.66E-23  3.48E-23
    15       1.18E-17  8.24E-18  5.06E-18  3.42E-18  2.25E-18  1.23E-18  7.52E-19  4.44E-19  2.11E-19  1.15E-19
             5.94E-20  2.28E-20  1.03E-20  4.41E-21  1.33E-21  5.12E-22  1.92E-22  5.07E-23  1.83E-23
    16       7.37E-18  5.15E-18  3.15E-18  2.12E-18  1.38E-18  7.36E-19  4.39E-19  2.54E-19  1.18E-19  6.39E-20
             3.30E-20  1.26E-20  5.71E-21  2.44E-21  7.36E-22  2.84E-22  1.06E-22  2.81E-23  1.01E-23
    17       3.22E-18  2.23E-18  1.34E-18  8.84E-19  5.63E-19  2.91E-19  1.69E-19  9.53E-20  4.32E-20  2.30E-20
             1.17E-20  4.46E-21  2.01E-21  8.56E-22  2.58E-22  9.92E-23  3.71E-23  9.82E-24  3.54E-24
    18       1.61E-18  1.10E-18  6.49E-19  4.19E-19  2.59E-19  1.29E-19  7.26E-20  3.99E-20  1.76E-20  9.24E-21
             4.67E-21  1.76E-21  7.89E-22  3.36E-22  1.01E-22  3.88E-23  1.45E-23  3.83E-24  1.38E-24
    19       8.75E-19  5.97E-19  3.45E-19  2.17E-19  1.30E-19  6.20E-20  3.39E-20  1.82E-20  7.85E-21  4.06E-21
             2.03E-21  7.59E-22  3.39E-22  1.44E-22  4.31E-23  1.66E-23  6.20E-24  1.64E-24  5.90E-25
    20       3.87E-19  2.61E-19  1.47E-19  9.04E-20  5.23E-20  2.35E-20  1.24E-20  6.42E-21  2.67E-21  1.35E-21
             6.67E-22  2.47E-22  1.10E-22  4.63E-23  1.38E-23  5.32E-24  1.99E-24  5.24E-25  1.89E-25
    21       1.65E-19  1.08E-19  5.81E-20  3.39E-20  1.87E-20  7.83E-21  3.92E-21  1.95E-21  7.71E-22  3.81E-22
             1.85E-22  6.72E-23  2.97E-23  1.25E-23  3.71E-24  1.42E-24  5.31E-25  1.40E-25  5.05E-26
    22       5.92E-20  3.78E-20  1.90E-20  1.04E-20  5.32E-21  2.03E-21  9.53E-22  4.45E-22  1.65E-22  7.85E-23
             3.70E-23  1.31E-23  5.74E-24  2.40E-24  7.09E-25  2.71E-25  1.01E-25  2.66E-26  9.59E-27
    23       3.41E-20  2.11E-20  1.01E-20  5.34E-21  2.63E-21  9.53E-22  4.30E-22  1.94E-22  6.91E-23  3.21E-23
             1.48E-23  5.19E-24  2.24E-24  9.32E-25  2.75E-25  1.05E-25  3.90E-26  1.03E-26  3.70E-27
    24       1.74E-20  1.03E-20  4.63E-21  2.30E-21  1.07E-21  3.63E-22  1.56E-22  6.72E-23  2.26E-23  1.01E-23
             4.54E-24  1.54E-24  6.58E-25  2.71E-25  7.92E-26  3.01E-26  1.12E-26  2.94E-27  1.06E-27
    25       1.18E-20  6.84E-21  2.93E-21  1.41E-21  6.36E-22  2.07E-22  8.67E-23  3.63E-23  1.18E-23  5.14E-24
             2.26E-24  7.52E-25  3.18E-25  1.30E-25  3.77E-26  1.43E-26  5.30E-27  1.39E-27  5.00E-28
    26       6.98E-21  3.91E-21  1.59E-21  7.31E-22  3.17E-22  9.85E-23  3.98E-23  1.61E-23  4.98E-24  2.10E-24
             8.99E-25  2.91E-25  1.21E-25  4.89E-26  1.41E-26  5.32E-27  1.97E-27  5.15E-28  1.85E-28
    27       4.52E-21  2.45E-21  9.48E-22  4.22E-22  1.77E-22  5.31E-23  2.09E-23  8.22E-24  2.45E-24  1.00E-24
             4.16E-25  1.30E-25  5.33E-26  2.13E-26  6.06E-27  2.28E-27  8.38E-28  2.19E-28  7.86E-29
    28       2.36E-21  1.22E-21  4.47E-22  1.91E-22  7.75E-23  2.23E-23  8.50E-24  3.25E-24  9.24E-25  3.65E-25
             1.46E-25  4.41E-26  1.76E-26  6.92E-27  1.95E-27  7.26E-28  2.66E-28  6.94E-29  2.49E-29
    29       1.28E-21  6.32E-22  2.18E-22  8.97E-23  3.52E-23  9.78E-24  3.65E-24  1.36E-24  3.72E-25  1.42E-25
             5.48E-26  1.58E-26  6.12E-27  2.35E-27  6.47E-28  2.39E-28  8.71E-29  2.26E-29  8.07E-30
    30       2.86E-22  1.32E-22  4.22E-23  1.66E-23  6.31E-24  1.69E-24  6.16E-25  2.24E-25  5.88E-26  2.15E-26
             7.90E-27  2.10E-27  7.66E-28  2.77E-28  7.14E-29  2.55E-29  9.04E-30  2.29E-30  8.12E-31


 -----------------------------------------
 PRTF= 2  TRMPRT= (1D)  SPNPRT= 1  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
