SEQ='O '     NUCCHG=42                                                  /LS/

   PARENT TERM INDEXING                 BWNP= 590072887.4   NPRNTI= 3   NPRNTF= 8
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P3             (4)0( 1.5)        0.0 
     2          2S2 2P3             (2)2( 4.5)   265620.5 
     3          2S2 2P3             (2)1( 2.5)   392182.5 
     4          2S1 2P4             (4)1( 5.5)  1173486.9*
     5          2S1 2P4             (2)2( 4.5)  1608714.1*
     6          2S1 2P4             (2)0( 0.5)  1874334.6*
     7          2S1 2P4             (2)1( 2.5)  1947927.4*
     8          2P5                 (2)1( 2.5)  3080945.1*

   LS RESOLVED TERM INDEXING            BWNR= 627005032.3   NTRM= 526
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
             9.80E-14  3.63E-14  1.65E-14  7.22E-15  2.34E-15  9.68E-16  3.92E-16  1.15E-16  4.42E-17
     9       1.52E-11  1.07E-11  6.69E-12  4.63E-12  3.15E-12  1.81E-12  1.13E-12  6.66E-13  3.02E-13  1.55E-13
             7.55E-14  2.74E-14  1.23E-14  5.33E-15  1.71E-15  7.03E-16  2.83E-16  8.25E-17  3.17E-17
    10       1.37E-11  9.64E-12  6.00E-12  4.14E-12  2.79E-12  1.58E-12  9.67E-13  5.59E-13  2.47E-13  1.24E-13
             5.96E-14  2.12E-14  9.40E-15  4.05E-15  1.29E-15  5.27E-16  2.12E-16  6.14E-17  2.36E-17
    11       1.25E-11  8.75E-12  5.43E-12  3.73E-12  2.50E-12  1.39E-12  8.36E-13  4.75E-13  2.04E-13  1.01E-13
             4.79E-14  1.68E-14  7.38E-15  3.16E-15  9.96E-16  4.06E-16  1.63E-16  4.71E-17  1.80E-17
    12       1.14E-11  8.01E-12  4.95E-12  3.38E-12  2.25E-12  1.23E-12  7.29E-13  4.07E-13  1.72E-13  8.38E-14
             3.91E-14  1.36E-14  5.91E-15  2.51E-15  7.88E-16  3.20E-16  1.28E-16  3.69E-17  1.41E-17
    13       1.05E-11  7.39E-12  4.55E-12  3.09E-12  2.03E-12  1.09E-12  6.41E-13  3.52E-13  1.46E-13  7.02E-14
             3.25E-14  1.11E-14  4.81E-15  2.04E-15  6.34E-16  2.57E-16  1.02E-16  2.95E-17  1.13E-17
    14       9.79E-12  6.85E-12  4.20E-12  2.84E-12  1.85E-12  9.81E-13  5.67E-13  3.07E-13  1.25E-13  5.95E-14
             2.72E-14  9.25E-15  3.97E-15  1.67E-15  5.19E-16  2.10E-16  8.33E-17  2.39E-17  9.13E-18
    15       9.17E-12  6.40E-12  3.91E-12  2.63E-12  1.70E-12  8.87E-13  5.05E-13  2.70E-13  1.08E-13  5.09E-14
             2.31E-14  7.78E-15  3.32E-15  1.39E-15  4.30E-16  1.73E-16  6.88E-17  1.97E-17  7.53E-18
    16       8.60E-12  5.99E-12  3.65E-12  2.44E-12  1.56E-12  8.03E-13  4.52E-13  2.38E-13  9.38E-14  4.39E-14
             1.98E-14  6.60E-15  2.81E-15  1.17E-15  3.61E-16  1.45E-16  5.74E-17  1.64E-17  6.27E-18
    17       7.62E-12  5.29E-12  3.19E-12  2.10E-12  1.33E-12  6.64E-13  3.65E-13  1.88E-13  7.23E-14  3.33E-14
             1.48E-14  4.88E-15  2.06E-15  8.55E-16  2.61E-16  1.05E-16  4.13E-17  1.18E-17  4.48E-18
    18       6.85E-12  4.74E-12  2.83E-12  1.84E-12  1.15E-12  5.58E-13  3.01E-13  1.52E-13  5.73E-14  2.60E-14
             1.14E-14  3.73E-15  1.56E-15  6.45E-16  1.96E-16  7.83E-17  3.08E-17  8.77E-18  3.32E-18
    19       6.21E-12  4.28E-12  2.53E-12  1.63E-12  9.96E-13  4.74E-13  2.51E-13  1.25E-13  4.61E-14  2.07E-14
             9.04E-15  2.91E-15  1.21E-15  4.99E-16  1.51E-16  6.01E-17  2.36E-17  6.71E-18  2.55E-18
    20       5.42E-12  3.71E-12  2.16E-12  1.37E-12  8.19E-13  3.77E-13  1.95E-13  9.53E-14  3.44E-14  1.52E-14
             6.56E-15  2.09E-15  8.65E-16  3.54E-16  1.06E-16  4.22E-17  1.65E-17  4.68E-18  1.77E-18
    21       4.62E-12  3.14E-12  1.79E-12  1.11E-12  6.45E-13  2.86E-13  1.44E-13  6.89E-14  2.43E-14  1.06E-14
             4.51E-15  1.42E-15  5.83E-16  2.36E-16  7.06E-17  2.79E-17  1.09E-17  3.07E-18  1.16E-18
    22       3.76E-12  2.51E-12  1.39E-12  8.33E-13  4.69E-13  1.99E-13  9.71E-14  4.51E-14  1.54E-14  6.63E-15
             2.79E-15  8.64E-16  3.52E-16  1.42E-16  4.19E-17  1.65E-17  6.42E-18  1.81E-18  6.81E-19
    23       3.33E-12  2.20E-12  1.19E-12  7.00E-13  3.86E-13  1.60E-13  7.67E-14  3.52E-14  1.19E-14  5.05E-15
             2.11E-15  6.48E-16  2.62E-16  1.05E-16  3.11E-17  1.22E-17  4.73E-18  1.33E-18  5.00E-19
    24       2.82E-12  1.84E-12  9.65E-13  5.53E-13  2.97E-13  1.19E-13  5.59E-14  2.52E-14  8.33E-15  3.51E-15
             1.45E-15  4.42E-16  1.78E-16  7.11E-17  2.09E-17  8.16E-18  3.16E-18  8.85E-19  3.33E-19
    25       2.55E-12  1.64E-12  8.47E-13  4.77E-13  2.52E-13  9.91E-14  4.61E-14  2.06E-14  6.74E-15  2.82E-15
             1.16E-15  3.52E-16  1.41E-16  5.63E-17  1.65E-17  6.43E-18  2.48E-18  6.94E-19  2.61E-19
    26       2.21E-12  1.40E-12  7.05E-13  3.89E-13  2.01E-13  7.71E-14  3.53E-14  1.56E-14  5.04E-15  2.09E-15
             8.55E-16  2.58E-16  1.03E-16  4.09E-17  1.19E-17  4.65E-18  1.79E-18  5.00E-19  1.87E-19
    27       1.94E-12  1.21E-12  5.94E-13  3.21E-13  1.63E-13  6.13E-14  2.77E-14  1.21E-14  3.87E-15  1.60E-15
             6.50E-16  1.95E-16  7.76E-17  3.07E-17  8.93E-18  3.47E-18  1.34E-18  3.72E-19  1.39E-19
    28       1.62E-12  9.90E-13  4.69E-13  2.47E-13  1.23E-13  4.49E-14  2.00E-14  8.62E-15  2.72E-15  1.12E-15
             4.51E-16  1.34E-16  5.32E-17  2.10E-17  6.07E-18  2.36E-18  9.05E-19  2.51E-19  9.38E-20
    29       1.33E-12  7.90E-13  3.61E-13  1.85E-13  8.98E-14  3.21E-14  1.41E-14  5.98E-15  1.87E-15  7.59E-16
             3.05E-16  9.01E-17  3.56E-17  1.40E-17  4.03E-18  1.56E-18  5.98E-19  1.66E-19  6.21E-20
    30       9.76E-13  5.59E-13  2.43E-13  1.20E-13  5.65E-14  1.95E-14  8.38E-15  3.51E-15  1.08E-15  4.34E-16
             1.73E-16  5.06E-17  1.99E-17  7.78E-18  2.23E-18  8.59E-19  3.29E-19  9.09E-20  3.39E-20
    31       7.86E-13  4.39E-13  1.84E-13  8.91E-14  4.11E-14  1.39E-14  5.91E-15  2.45E-15  7.45E-16  2.98E-16
             1.18E-16  3.45E-17  1.35E-17  5.26E-18  1.50E-18  5.78E-19  2.21E-19  6.09E-20  2.27E-20
    32       5.69E-13  3.06E-13  1.23E-13  5.77E-14  2.60E-14  8.57E-15  3.59E-15  1.47E-15  4.42E-16  1.76E-16
             6.92E-17  2.00E-17  7.81E-18  3.03E-18  8.62E-19  3.31E-19  1.26E-19  3.46E-20  1.29E-20
    33       4.42E-13  2.31E-13  8.98E-14  4.14E-14  1.83E-14  5.95E-15  2.47E-15  1.00E-15  2.99E-16  1.18E-16
             4.64E-17  1.34E-17  5.19E-18  2.01E-18  5.70E-19  2.18E-19  8.30E-20  2.28E-20  8.45E-21
    34       3.00E-13  1.51E-13  5.63E-14  2.53E-14  1.10E-14  3.49E-15  1.43E-15  5.75E-16  1.70E-16  6.66E-17
             2.60E-17  7.44E-18  2.88E-18  1.11E-18  3.14E-19  1.20E-19  4.55E-20  1.25E-20  4.63E-21
    35       2.20E-13  1.08E-13  3.90E-14  1.72E-14  7.36E-15  2.31E-15  9.36E-16  3.75E-16  1.10E-16  4.29E-17
             1.67E-17  4.75E-18  1.83E-18  7.05E-19  1.98E-19  7.57E-20  2.87E-20  7.84E-21  2.91E-21
    36       1.34E-13  6.33E-14  2.20E-14  9.48E-15  3.98E-15  1.22E-15  4.91E-16  1.94E-16  5.64E-17  2.19E-17
             8.47E-18  2.40E-18  9.22E-19  3.53E-19  9.91E-20  3.77E-20  1.42E-20  3.88E-21  1.44E-21
    37       9.47E-14  4.38E-14  1.49E-14  6.32E-15  2.62E-15  7.97E-16  3.18E-16  1.25E-16  3.61E-17  1.40E-17
             5.38E-18  1.52E-18  5.82E-19  2.23E-19  6.23E-20  2.37E-20  8.92E-21  2.43E-21  8.96E-22
    38       5.54E-14  2.49E-14  8.18E-15  3.42E-15  1.40E-15  4.18E-16  1.65E-16  6.47E-17  1.85E-17  7.12E-18
             2.73E-18  7.68E-19  2.93E-19  1.12E-19  3.12E-20  1.18E-20  4.44E-21  1.21E-21  4.47E-22
    39       3.73E-14  1.64E-14  5.30E-15  2.19E-15  8.88E-16  2.63E-16  1.03E-16  4.03E-17  1.15E-17  4.40E-18
             1.68E-18  4.71E-19  1.80E-19  6.83E-20  1.90E-20  7.18E-21  2.70E-21  7.33E-22  2.70E-22
    40       1.96E-14  8.44E-15  2.66E-15  1.08E-15  4.34E-16  1.27E-16  4.96E-17  1.92E-17  5.42E-18  2.07E-18
             7.89E-19  2.20E-19  8.35E-20  3.17E-20  8.78E-21  3.31E-21  1.24E-21  3.36E-22  1.24E-22
    41       1.36E-14  5.80E-15  1.81E-15  7.31E-16  2.91E-16  8.48E-17  3.30E-17  1.27E-17  3.58E-18  1.37E-18
             5.20E-19  1.45E-19  5.48E-20  2.08E-20  5.75E-21  2.17E-21  8.11E-22  2.19E-22  8.05E-23
    42       7.98E-15  3.36E-15  1.03E-15  4.14E-16  1.64E-16  4.75E-17  1.84E-17  7.07E-18  1.98E-18  7.55E-19
             2.87E-19  7.95E-20  3.01E-20  1.14E-20  3.14E-21  1.18E-21  4.43E-22  1.20E-22  4.41E-23


 -----------------------------------------
 PRTF= 2  TRMPRT= (2D)  SPNPRT= 2  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 3
   IREP
   ----
     3       2.51E-12  1.77E-12  1.12E-12  7.89E-13  5.55E-13  3.45E-13  2.38E-13  1.60E-13  8.99E-14  5.44E-14
             3.06E-14  1.27E-14  5.98E-15  2.63E-15  8.09E-16  3.15E-16  1.19E-16  3.15E-17  1.14E-17
     4       2.81E-13  1.99E-13  1.26E-13  8.86E-14  6.24E-14  3.90E-14  2.70E-14  1.84E-14  1.05E-14  6.51E-15
             3.76E-15  1.62E-15  7.81E-16  3.51E-16  1.11E-16  4.36E-17  1.65E-17  4.42E-18  1.60E-18
     5       3.19E-14  2.25E-14  1.42E-14  1.00E-14  7.09E-15  4.44E-15  3.09E-15  2.11E-15  1.22E-15  7.53E-16
             4.35E-16  1.87E-16  9.01E-17  4.04E-17  1.27E-17  5.00E-18  1.90E-18  5.07E-19  1.83E-19
     6       5.47E-15  3.87E-15  2.44E-15  1.73E-15  1.22E-15  7.68E-16  5.37E-16  3.70E-16  2.14E-16  1.33E-16
             7.68E-17  3.29E-17  1.58E-17  7.08E-18  2.22E-18  8.74E-19  3.31E-19  8.85E-20  3.20E-20
     7       1.24E-15  8.77E-16  5.55E-16  3.93E-16  2.78E-16  1.76E-16  1.24E-16  8.62E-17  5.03E-17  3.13E-17
             1.81E-17  7.76E-18  3.73E-18  1.66E-18  5.22E-19  2.05E-19  7.77E-20  2.07E-20  7.50E-21
     8       3.40E-16  2.40E-16  1.52E-16  1.08E-16  7.70E-17  4.93E-17  3.51E-17  2.46E-17  1.45E-17  9.07E-18
             5.25E-18  2.25E-18  1.08E-18  4.81E-19  1.51E-19  5.91E-20  2.24E-20  5.98E-21  2.16E-21
     9       1.06E-16  7.54E-17  4.79E-17  3.42E-17  2.45E-17  1.59E-17  1.15E-17  8.14E-18  4.86E-18  3.05E-18
             1.77E-18  7.59E-19  3.64E-19  1.62E-19  5.08E-20  1.99E-20  7.55E-21  2.01E-21  7.28E-22
    10       3.68E-17  2.61E-17  1.67E-17  1.20E-17  8.65E-18  5.73E-18  4.20E-18  3.03E-18  1.83E-18  1.16E-18
             6.72E-19  2.88E-19  1.38E-19  6.16E-20  1.93E-20  7.56E-21  2.86E-21  7.64E-22  2.76E-22
    11       1.37E-17  9.72E-18  6.24E-18  4.51E-18  3.31E-18  2.25E-18  1.68E-18  1.23E-18  7.58E-19  4.81E-19
             2.81E-19  1.20E-19  5.77E-20  2.57E-20  8.04E-21  3.16E-21  1.20E-21  3.19E-22  1.15E-22
    12       5.35E-18  3.82E-18  2.47E-18  1.81E-18  1.35E-18  9.48E-19  7.27E-19  5.43E-19  3.39E-19  2.16E-19
             1.26E-19  5.43E-20  2.61E-20  1.16E-20  3.63E-21  1.42E-21  5.39E-22  1.44E-22  5.20E-23
    13       2.17E-18  1.55E-18  1.02E-18  7.57E-19  5.80E-19  4.24E-19  3.34E-19  2.55E-19  1.61E-19  1.04E-19
             6.08E-20  2.62E-20  1.26E-20  5.60E-21  1.75E-21  6.87E-22  2.60E-22  6.94E-23  2.51E-23
    14       8.96E-19  6.46E-19  4.30E-19  3.28E-19  2.60E-19  1.99E-19  1.62E-19  1.27E-19  8.14E-20  5.26E-20
             3.09E-20  1.33E-20  6.40E-21  2.85E-21  8.91E-22  3.50E-22  1.32E-22  3.53E-23  1.28E-23
    15       3.81E-19  2.77E-19  1.89E-19  1.48E-19  1.21E-19  9.81E-20  8.23E-20  6.54E-20  4.25E-20  2.75E-20
             1.62E-20  6.98E-21  3.34E-21  1.49E-21  4.65E-22  1.82E-22  6.89E-23  1.84E-23  6.65E-24
    16       1.56E-19  1.15E-19  8.16E-20  6.69E-20  5.79E-20  4.96E-20  4.30E-20  3.48E-20  2.30E-20  1.50E-20
             8.85E-21  3.82E-21  1.84E-21  8.20E-22  2.56E-22  1.01E-22  3.81E-23  1.02E-23  3.68E-24
    17       2.34E-20  1.81E-20  1.45E-20  1.38E-20  1.41E-20  1.44E-20  1.35E-20  1.15E-20  7.81E-21  5.14E-21
             3.05E-21  1.32E-21  6.35E-22  2.83E-22  8.87E-23  3.48E-23  1.32E-23  3.51E-24  1.27E-24
    18       2.29E-21  2.05E-21  2.26E-21  2.90E-21  3.82E-21  4.79E-21  4.86E-21  4.29E-21  2.98E-21  1.98E-21
             1.18E-21  5.11E-22  2.46E-22  1.10E-22  3.43E-23  1.34E-23  5.09E-24  1.36E-24  4.91E-25
    19       4.67E-23  9.78E-23  3.07E-22  6.62E-22  1.18E-21  1.79E-21  1.94E-21  1.77E-21  1.25E-21  8.33E-22
             4.97E-22  2.16E-22  1.04E-22  4.64E-23  1.45E-23  5.69E-24  2.16E-24  5.75E-25  2.08E-25


 -----------------------------------------
 PRTF= 3  TRMPRT= (2P)  SPNPRT= 2  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 3
   IREP
   ----
     3       2.19E-12  1.55E-12  9.78E-13  6.90E-13  4.86E-13  3.04E-13  2.11E-13  1.44E-13  8.33E-14  5.22E-14
             3.08E-14  1.37E-14  6.76E-15  3.10E-15  9.98E-16  3.98E-16  1.52E-16  4.09E-17  1.49E-17
     4       5.72E-14  4.04E-14  2.55E-14  1.80E-14  1.27E-14  7.92E-15  5.49E-15  3.73E-15  2.12E-15  1.30E-15
             7.43E-16  3.14E-16  1.49E-16  6.60E-17  2.05E-17  8.01E-18  3.02E-18  8.05E-19  2.91E-19
     5       5.83E-15  4.12E-15  2.60E-15  1.84E-15  1.30E-15  8.13E-16  5.66E-16  3.87E-16  2.22E-16  1.36E-16
             7.78E-17  3.26E-17  1.54E-17  6.77E-18  2.09E-18  8.13E-19  3.06E-19  8.13E-20  2.93E-20
     6       9.67E-16  6.83E-16  4.32E-16  3.06E-16  2.16E-16  1.37E-16  9.60E-17  6.64E-17  3.85E-17  2.38E-17
             1.36E-17  5.70E-18  2.69E-18  1.18E-18  3.62E-19  1.41E-19  5.30E-20  1.41E-20  5.07E-21
     7       2.11E-16  1.49E-16  9.45E-17  6.70E-17  4.77E-17  3.05E-17  2.17E-17  1.52E-17  8.97E-18  5.59E-18
             3.21E-18  1.35E-18  6.34E-19  2.78E-19  8.53E-20  3.31E-20  1.25E-20  3.30E-21  1.19E-21
     8       5.48E-17  3.88E-17  2.47E-17  1.76E-17  1.26E-17  8.21E-18  5.95E-18  4.25E-18  2.56E-18  1.61E-18
             9.27E-19  3.90E-19  1.84E-19  8.04E-20  2.47E-20  9.58E-21  3.60E-21  9.55E-22  3.44E-22
     9       1.61E-17  1.14E-17  7.28E-18  5.23E-18  3.80E-18  2.54E-18  1.88E-18  1.38E-18  8.48E-19  5.38E-19
             3.12E-19  1.31E-19  6.20E-20  2.71E-20  8.32E-21  3.23E-21  1.21E-21  3.22E-22  1.16E-22
    10       5.10E-18  3.63E-18  2.34E-18  1.70E-18  1.25E-18  8.69E-19  6.66E-19  5.01E-19  3.16E-19  2.03E-19
             1.18E-19  4.99E-20  2.35E-20  1.03E-20  3.16E-21  1.23E-21  4.61E-22  1.22E-22  4.40E-23
    11       1.70E-18  1.22E-18  7.91E-19  5.84E-19  4.44E-19  3.23E-19  2.57E-19  2.00E-19  1.29E-19  8.38E-20
             4.91E-20  2.08E-20  9.82E-21  4.30E-21  1.32E-21  5.12E-22  1.92E-22  5.10E-23  1.84E-23
    12       5.80E-19  4.17E-19  2.76E-19  2.09E-19  1.65E-19  1.28E-19  1.07E-19  8.61E-20  5.73E-20  3.75E-20
             2.20E-20  9.37E-21  4.43E-21  1.94E-21  5.96E-22  2.31E-22  8.68E-23  2.30E-23  8.30E-24
    13       1.96E-19  1.42E-19  9.70E-20  7.63E-20  6.37E-20  5.39E-20  4.75E-20  3.97E-20  2.71E-20  1.79E-20
             1.06E-20  4.51E-21  2.13E-21  9.36E-22  2.87E-22  1.11E-22  4.19E-23  1.11E-23  4.00E-24
    14       6.36E-20  4.69E-20  3.34E-20  2.79E-20  2.52E-20  2.38E-20  2.23E-20  1.93E-20  1.36E-20  9.03E-21
             5.37E-21  2.30E-21  1.09E-21  4.76E-22  1.46E-22  5.67E-23  2.13E-23  5.65E-24  2.04E-24
    15       1.91E-20  1.45E-20  1.11E-20  1.01E-20  1.03E-20  1.10E-20  1.10E-20  9.86E-21  7.06E-21  4.73E-21
             2.82E-21  1.20E-21  5.69E-22  2.49E-22  7.64E-23  2.96E-23  1.11E-23  2.95E-24  1.06E-24
    16       4.70E-21  3.76E-21  3.32E-21  3.57E-21  4.23E-21  5.26E-21  5.57E-21  5.16E-21  3.77E-21  2.55E-21
             1.52E-21  6.55E-22  3.10E-22  1.36E-22  4.19E-23  1.63E-23  6.11E-24  1.62E-24  5.84E-25
    17       4.65E-23  7.22E-23  1.92E-22  4.26E-22  8.26E-22  1.44E-21  1.72E-21  1.69E-21  1.28E-21  8.74E-22
             5.26E-22  2.26E-22  1.07E-22  4.72E-23  1.45E-23  5.63E-24  2.11E-24  5.61E-25  2.02E-25


 -----------------------------------------
 PRTF= 8  TRMPRT= (2P)  SPNPRT= 2  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 3
   IREP
   ----
     3       1.53E-16  1.08E-16  6.84E-17  4.83E-17  3.41E-17  2.15E-17  1.51E-17  1.06E-17  6.38E-18  4.17E-18
             2.57E-18  1.21E-18  6.16E-19  2.89E-19  9.50E-20  3.82E-20  1.47E-20  3.97E-21  1.44E-21
     4       4.45E-18  3.15E-18  2.00E-18  1.42E-18  1.01E-18  6.58E-19  4.82E-19  3.58E-19  2.39E-19  1.68E-19
             1.09E-19  5.30E-20  2.72E-20  1.28E-20  4.17E-21  1.67E-21  6.40E-22  1.73E-22  6.26E-23
     5       1.75E-19  1.24E-19  7.98E-20  5.79E-20  4.29E-20  3.09E-20  2.58E-20  2.27E-20  1.90E-20  1.52E-20
             1.07E-20  5.50E-21  2.88E-21  1.36E-21  4.47E-22  1.79E-22  6.87E-23  1.85E-23  6.71E-24
     6       2.61E-21  1.90E-21  1.30E-21  1.06E-21  9.65E-22  1.12E-21  1.49E-21  1.99E-21  2.39E-21  2.21E-21
             1.69E-21  9.14E-22  4.87E-22  2.32E-22  7.65E-23  3.07E-23  1.18E-23  3.18E-24  1.15E-24



 --------------------------------
 PRTI= 2  TRMPRT= (2D)  SPNPRT= 2

   INDX TE=  1.22E+04  2.45E+04  6.13E+04  1.23E+05  2.45E+05  6.13E+05  1.23E+06  2.45E+06  6.13E+06  1.23E+07
   ---- ---  2.45E+07  6.13E+07  1.23E+08  2.45E+08  6.13E+08  1.23E+09  2.45E+09  6.13E+09  1.23E+10
     1       2.62E-11  1.85E-11  1.17E-11  8.27E-12  5.84E-12  3.67E-12  2.57E-12  1.78E-12  1.06E-12  6.91E-13
             4.26E-13  2.02E-13  1.04E-13  4.94E-14  1.64E-14  6.65E-15  2.57E-15  6.98E-16  2.54E-16
     2       2.59E-11  1.83E-11  1.15E-11  8.16E-12  5.76E-12  3.62E-12  2.53E-12  1.75E-12  1.05E-12  6.82E-13
             4.21E-13  2.00E-13  1.03E-13  4.90E-14  1.63E-14  6.61E-15  2.56E-15  6.95E-16  2.53E-16
     9       7.12E-12  5.04E-12  3.18E-12  2.25E-12  1.59E-12  1.01E-12  7.13E-13  5.04E-13  3.18E-13  2.23E-13
             1.54E-13  9.05E-14  5.73E-14  3.41E-14  1.55E-14  7.81E-15  3.70E-15  1.26E-15  5.25E-16
    10       2.35E-12  1.66E-12  1.05E-12  7.43E-13  5.26E-13  3.33E-13  2.35E-13  1.67E-13  1.05E-13  7.39E-14
             5.11E-14  3.00E-14  1.90E-14  1.14E-14  5.14E-15  2.60E-15  1.23E-15  4.19E-16  1.75E-16
    14       6.93E-13  4.90E-13  3.10E-13  2.19E-13  1.54E-13  9.70E-14  6.79E-14  4.71E-14  2.82E-14  1.84E-14
             1.13E-14  5.35E-15  2.75E-15  1.30E-15  4.33E-16  1.75E-16  6.77E-17  1.84E-17  6.68E-18
    15       1.39E-12  9.84E-13  6.22E-13  4.39E-13  3.10E-13  1.95E-13  1.37E-13  9.49E-14  5.69E-14  3.72E-14
             2.30E-14  1.09E-14  5.63E-15  2.67E-15  8.87E-16  3.59E-16  1.39E-16  3.77E-17  1.37E-17
    16       7.82E-12  5.53E-12  3.49E-12  2.47E-12  1.74E-12  1.09E-12  7.67E-13  5.33E-13  3.20E-13  2.09E-13
             1.29E-13  6.13E-14  3.16E-14  1.50E-14  4.99E-15  2.02E-15  7.81E-16  2.12E-16  7.72E-17
    17       1.14E-11  8.08E-12  5.11E-12  3.61E-12  2.55E-12  1.60E-12  1.12E-12  7.79E-13  4.68E-13  3.06E-13
             1.89E-13  8.98E-14  4.64E-14  2.20E-14  7.32E-15  2.96E-15  1.15E-15  3.11E-16  1.13E-16
    18       3.79E-12  2.68E-12  1.70E-12  1.20E-12  8.45E-13  5.32E-13  3.73E-13  2.59E-13  1.55E-13  1.02E-13
             6.29E-14  2.99E-14  1.54E-14  7.32E-15  2.44E-15  9.87E-16  3.82E-16  1.04E-16  3.77E-17
    20       3.73E-13  2.64E-13  1.67E-13  1.18E-13  8.31E-14  5.23E-14  3.67E-14  2.55E-14  1.53E-14  1.00E-14
             6.23E-15  2.97E-15  1.54E-15  7.30E-16  2.43E-16  9.85E-17  3.81E-17  1.03E-17  3.77E-18
    21       3.23E-12  2.28E-12  1.44E-12  1.02E-12  7.19E-13  4.53E-13  3.17E-13  2.21E-13  1.33E-13  8.70E-14
             5.40E-14  2.57E-14  1.33E-14  6.33E-15  2.11E-15  8.54E-16  3.31E-16  8.97E-17  3.27E-17
    22       2.42E-13  1.71E-13  1.08E-13  7.64E-14  5.40E-14  3.40E-14  2.38E-14  1.66E-14  9.97E-15  6.53E-15
             4.05E-15  1.93E-15  1.00E-15  4.76E-16  1.58E-16  6.42E-17  2.49E-17  6.75E-18  2.46E-18
    23       1.04E-12  7.36E-13  4.65E-13  3.29E-13  2.32E-13  1.46E-13  1.02E-13  7.12E-14  4.29E-14  2.81E-14
             1.74E-14  8.31E-15  4.30E-15  2.05E-15  6.81E-16  2.76E-16  1.07E-16  2.90E-17  1.06E-17
    25       8.71E-13  6.16E-13  3.89E-13  2.75E-13  1.94E-13  1.22E-13  8.57E-14  5.96E-14  3.59E-14  2.36E-14
             1.46E-14  6.99E-15  3.62E-15  1.72E-15  5.75E-16  2.33E-16  9.02E-17  2.45E-17  8.92E-18
    26       1.55E-12  1.09E-12  6.91E-13  4.89E-13  3.45E-13  2.17E-13  1.52E-13  1.06E-13  6.40E-14  4.21E-14
             2.62E-14  1.25E-14  6.50E-15  3.10E-15  1.03E-15  4.20E-16  1.62E-16  4.41E-17  1.61E-17
    27       1.09E-12  7.69E-13  4.85E-13  3.42E-13  2.40E-13  1.48E-13  1.01E-13  6.71E-14  3.62E-14  2.09E-14
             1.11E-14  4.15E-15  1.79E-15  7.25E-16  2.03E-16  7.50E-17  2.71E-17  6.97E-18  2.48E-18
    29       7.01E-12  4.95E-12  3.12E-12  2.20E-12  1.54E-12  9.55E-13  6.53E-13  4.33E-13  2.34E-13  1.35E-13
             7.17E-14  2.70E-14  1.17E-14  4.73E-15  1.33E-15  4.89E-16  1.77E-16  4.55E-17  1.62E-17
    30       3.71E-13  2.62E-13  1.65E-13  1.17E-13  8.18E-14  5.06E-14  3.46E-14  2.30E-14  1.24E-14  7.17E-15
             3.80E-15  1.43E-15  6.19E-16  2.51E-16  7.04E-17  2.59E-17  9.39E-18  2.41E-18  8.57E-19
    31       9.97E-12  7.04E-12  4.44E-12  3.13E-12  2.20E-12  1.36E-12  9.29E-13  6.17E-13  3.33E-13  1.93E-13
             1.02E-13  3.85E-14  1.67E-14  6.75E-15  1.89E-15  6.99E-16  2.53E-16  6.50E-17  2.31E-17
    32       3.31E-12  2.34E-12  1.48E-12  1.04E-12  7.30E-13  4.52E-13  3.09E-13  2.05E-13  1.11E-13  6.41E-14
             3.40E-14  1.28E-14  5.54E-15  2.24E-15  6.30E-16  2.32E-16  8.41E-17  2.16E-17  7.68E-18
    33       1.03E-12  7.28E-13  4.59E-13  3.23E-13  2.27E-13  1.41E-13  9.60E-14  6.38E-14  3.45E-14  2.00E-14
             1.06E-14  3.99E-15  1.73E-15  7.00E-16  1.97E-16  7.25E-17  2.62E-17  6.74E-18  2.40E-18
    34       7.52E-13  5.31E-13  3.35E-13  2.36E-13  1.66E-13  1.03E-13  7.01E-14  4.65E-14  2.52E-14  1.46E-14
             7.74E-15  2.91E-15  1.26E-15  5.12E-16  1.44E-16  5.30E-17  1.92E-17  4.93E-18  1.75E-18
    35       4.25E-12  3.00E-12  1.90E-12  1.33E-12  9.37E-13  5.80E-13  3.96E-13  2.63E-13  1.42E-13  8.25E-14
             4.38E-14  1.65E-14  7.15E-15  2.90E-15  8.14E-16  3.00E-16  1.09E-16  2.79E-17  9.92E-18
    36       2.81E-12  1.99E-12  1.25E-12  8.84E-13  6.20E-13  3.84E-13  2.62E-13  1.74E-13  9.43E-14  5.47E-14
             2.90E-14  1.09E-14  4.74E-15  1.92E-15  5.40E-16  1.99E-16  7.21E-17  1.85E-17  6.58E-18
    37       7.76E-13  5.48E-13  3.46E-13  2.44E-13  1.71E-13  1.06E-13  7.24E-14  4.81E-14  2.60E-14  1.51E-14
             8.02E-15  3.02E-15  1.31E-15  5.31E-16  1.49E-16  5.51E-17  1.99E-17  5.12E-18  1.82E-18
