SEQ='AL'     NUCCHG=42                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 738873802.0   NPRNTI= 4   NPRNTF=35
   ---------------------
   INDP         CODE                 S L   WI        WNP
   269    11    3S1 3D1 4P1         (2)2( 2.5)  7629110.1 
   270    10    3S1 3D1 4P1         (4)1( 0.5)  7640380.4 
   271    12    3S1 3D1 4P1         (4)3( 3.5)  7642841.1 
   272    13    3P2 4P1             (2)1( 0.5)  7649661.3 
   273    11    3S1 3D1 4P1         (4)1( 1.5)  7652078.4 
   274    12    3S1 3D1 4P1         (2)3( 2.5)  7662059.8 
   275    11    3S1 3D1 4P1         (2)1( 0.5)  7673291.6 
   276    12    3S1 3D1 4P1         (4)1( 2.5)  7677079.8 
   277    12    3S1 3D1 4P1         (2)3( 3.5)  7683488.8 
   278     7    3P2 4D1             (2)3( 2.5)  7696612.8 
   279    13    3P2 4P1             (2)1( 1.5)  7702015.1 
   280     7    3P2 4D1             (2)1( 1.5)  7702599.1 
   281     7    3P2 4D1             (2)3( 3.5)  7708570.2 
   282    12    3S1 3D1 4P1         (2)1( 1.5)  7709271.5 
   283     7    3P2 4D1             (4)1( 2.5)  7715175.1 
   284     7    3P2 4D1             (2)2( 1.5)  7717100.5 
   285     7    3P2 4D1             (4)2( 0.5)  7718670.5 
   286     7    3P2 4D1             (4)3( 3.5)  7729016.0 
   287     8    3P2 4D1             (4)1( 1.5)  7729416.4 
   288     8    3P2 4D1             (2)2( 2.5)  7729453.5 
   289     7    3P2 4D1             (2)4( 4.5)  7732424.9 
   290     7    3P2 4D1             (2)1( 0.5)  7733141.5 
   291     8    3P2 4D1             (2)3( 3.5)  7734295.9 
   292     8    3P2 4D1             (2)3( 2.5)  7739320.7 
   293    14    3S1 3D1 4P1         (2)3( 2.5)  7748599.1 
   294    14    3S1 3D1 4P1         (2)2( 1.5)  7752653.7 
   295     8    3P2 4D1             (2)0( 0.5)  7755644.4 
   296     8    3P2 4D1             (2)2( 1.5)  7761782.1 
   297     6    3P2 4F1             (4)4( 2.5)  7782168.8 
   298     6    3P2 4F1             (4)4( 3.5)  7802743.0 
   299    14    3S1 3D1 4P1         (2)2( 2.5)  7812788.2 
   300    14    3S1 3D1 4P1         (2)3( 3.5)  7820899.8 
   301    15    3P1 3D1 4S1         (4)3( 1.5)  7836522.4 
   302    14    3S1 3D1 4P1         (2)1( 1.5)  7836644.1 
   303    14    3S1 3D1 4P1         (2)1( 0.5)  7840168.4 
   304    15    3P1 3D1 4S1         (4)3( 2.5)  7846455.1 
   305     9    3P2 4D1             (4)2( 1.5)  7885375.1 
   306     9    3P2 4D1             (4)1( 0.5)  7889435.9 
   307     9    3P2 4D1             (2)4( 3.5)  7889485.3 
   308     9    3P2 4D1             (4)2( 2.5)  7890016.7 
   309     9    3P2 4D1             (4)3( 4.5)  7898865.6 
   310     9    3P2 4D1             (4)2( 3.5)  7904284.6 
   311     9    3P2 4D1             (2)1( 0.5)  7906386.5 
   312     7    3P2 4F1             (2)4( 3.5)  7907319.3 
   313     9    3P2 4D1             (2)1( 1.5)  7915982.7 
   314     9    3P2 4D1             (2)2( 2.5)  7921390.7 
   315     7    3P2 4F1             (2)4( 4.5)  7923446.9 
   316     7    3P2 4F1             (2)2( 2.5)  7923531.8 
   317    10    3S1 3D1 4D1         (4)4( 2.5)  7928873.0 
   318    16    3P1 3D1 4S1         (4)3( 3.5)  7929255.0 
   319    10    3S1 3D1 4D1         (4)2( 0.5)  7929515.8 
   320    16    3P1 3D1 4S1         (2)3( 2.5)  7933104.1 
   321     7    3P2 4F1             (4)4( 4.5)  7933879.4 
   322     7    3P2 4F1             (4)2( 3.5)  7935575.4 
   323    10    3S1 3D1 4D1         (4)2( 1.5)  7937116.9 
   324     7    3P2 4F1             (2)3( 2.5)  7938030.8 
   325     7    3P2 4F1             (4)3( 1.5)  7940758.4 
   326    10    3S1 3D1 4D1         (4)4( 3.5)  7942293.7 
   327     7    3P2 4F1             (2)5( 5.5)  7942307.7 
   328    10    3S1 3D1 4D1         (4)2( 2.5)  7946228.5 
   329     8    3P2 4F1             (2)3( 3.5)  7946726.7 
   330    17    3P1 3D1 4S1         (4)1( 2.5)  7948337.4 
   331     8    3P2 4F1             (4)2( 2.5)  7948816.4 
   332    17    3P1 3D1 4S1         (4)2( 1.5)  7949367.5 
   333    11    3S1 3D1 4D1         (4)2( 3.5)  7954211.6 
   334    18    3P1 3D1 4S1         (4)2( 0.5)  7957509.6 
   335    11    3S1 3D1 4D1         (2)3( 2.5)  7960416.1 
   336    11    3S1 3D1 4D1         (4)4( 4.5)  7961586.8 
   337     7    3P2 4F1             (4)2( 1.5)  7962814.5 
   338    18    3P1 3D1 4S1         (2)2( 1.5)  7964707.8 
   339    10    3S1 3D1 4D1         (2)1( 1.5)  7968714.8 
   340     8    3P2 4F1             (2)5( 4.5)  7969298.3 
   341    11    3S1 3D1 4D1         (4)3( 1.5)  7974091.0 
   342     7    3P2 4F1             (2)1( 0.5)  7974217.4 
   343    11    3S1 3D1 4D1         (2)3( 3.5)  7979086.8 
   344    11    3S1 3D1 4D1         (2)1( 0.5)  7984814.7 
   345    11    3S1 3D1 4D1         (4)3( 2.5)  7985621.6 
   346     8    3P2 4F1             (2)2( 1.5)  7989228.3 
   347    11    3S1 3D1 4D1         (4)0( 1.5)  7992467.2 
   348     8    3P2 4F1             (2)4( 3.5)  7995867.9 
   349     8    3P2 4F1             (2)3( 2.5)  7997538.7 
   350    12    3S1 3D1 4D1         (4)3( 3.5)  8002009.0 
   351    12    3S1 3D1 4D1         (4)3( 4.5)  8016874.5 
   352    12    3S1 3D1 4D1         (2)4( 3.5)  8017388.6 
   353    12    3S1 3D1 4D1         (2)2( 1.5)  8018769.6 
   354    12    3S1 3D1 4D1         (2)2( 2.5)  8020820.8 
